"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acae8e9e-4bd2-4cb9-92e9-2f5391bdedc6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)"
"d653557b-d41e-445b-9a57-fdb20ca75bb2","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground"
"c7fb5a79-cb6b-4e9b-9673-1939dde6b86a","","checklist-flat","","Reference Drawing","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Reference Drawing"
"8753136d-4a51-4c61-b4b8-6ed3db6a1ed6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A"
"c155ff40-ede8-4cef-9221-353145c7a1d6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","CONS (LG.B.001)"
"3f188857-3ba8-4bfd-a6a1-1a0f882908eb","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.230)"
"738b91db-4262-4ccc-8cd6-416962217206","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.230)","Pre Sheet Sign off"
"1bbc14d3-b238-4e75-8c7e-dc923d5c7a7f","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.230)","Pre Grid Sign off"
"afd2358f-16fc-443d-b1eb-eed82e057c1a","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.230)","Pre Ceiling Sign off"
"f7bf7c9d-ac61-4643-9019-3a39d1f25094","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.231)"
"83471e46-ef34-49bb-920a-8b9ec6e540c7","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.231)","Pre Sheet Sign off"
"e934ead6-60b3-44bb-abde-4f289a02b738","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.231)","Pre Grid Sign off"
"234ac135-28c0-4b4b-a0db-179ab5097662","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.231)","Pre Ceiling Sign off"
"eac871c6-0b24-4922-8e22-404f47ef3a99","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.232)"
"5ae020fb-02be-4d90-ad9b-5dfb470cc587","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.232)","Pre Sheet Sign off"
"277653d0-8e66-40ce-9e07-9094988827d5","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.232)","Pre Grid Sign off"
"80a212ff-7423-494f-9b32-c2373c3f9430","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.232)","Pre Ceiling Sign off"
"d0824f03-72bb-49bf-b9b4-03a0a4994cb4","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","BLIN (LG.B.233)"
"af471e41-db42-4eb3-8254-1fb49de13a7c","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BLIN (LG.B.233)","Pre Sheet Sign off"
"4049f874-2632-4186-bda6-eb0a9f3632c6","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BLIN (LG.B.233)","Pre Grid Sign off"
"efb8b092-8d70-4c9a-b3f0-4bf762f37b9a","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BLIN (LG.B.233)","Pre Ceiling Sign off"
"5303d9fc-32a6-4c57-a912-d1edcdc7f220","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.234)"
"612ff49d-7979-4b4b-8753-be8425a6a9b9","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.234)","Pre Sheet Sign off"
"455f0376-ee6a-40b3-98e9-492af86bc4c1","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.234)","Pre Grid Sign off"
"ea2cfe10-1702-435d-b1e0-575dd2b09d8f","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.234)","Pre Ceiling Sign off"
"ccdc99ce-1901-46aa-be49-046e660acc81","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.235)"
"5df701be-7bd6-482c-a343-9ff09c26c58a","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.235)","Pre Sheet Sign off"
"ce25e8d7-f662-4396-934e-355ceda7af67","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.235)","Pre Grid Sign off"
"cdd6ff38-40c8-44b4-beb5-7f32b6e53dfe","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.235)","Pre Ceiling Sign off"
"ebc79413-15e2-4c38-aee9-890f7b68572f","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.238)"
"c311d5ca-3c9e-4052-ab0d-99a70dd526ef","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.238)","Pre Sheet Sign off"
"4b612c0c-fd3c-44e8-9c1e-1c85055cac3d","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.238)","Pre Grid Sign off"
"c7914c9c-a3fd-4d83-ae10-3475130b249a","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.238)","Pre Ceiling Sign off"
"9b5ca1a9-46bc-4c00-8e3d-cf518b07bf8c","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","HWPPE (LG.B.239)"
"f9ee13df-db41-43fa-9d97-af05eed6356a","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","HWPPE (LG.B.239)","Pre Sheet Sign off"
"0b746609-3200-4401-a690-86ab397206ff","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","HWPPE (LG.B.239)","Pre Grid Sign off"
"b57410e0-ce84-4120-b702-7f03aa8ae0b6","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","HWPPE (LG.B.239)","Pre Ceiling Sign off"
"f7413061-a766-4b87-93b6-3cf4fbf6b267","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.241)"
"92de0050-7188-4d25-bc40-61ab5a5b839b","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.241)","Pre Sheet Sign off"
"b140efc3-452d-4753-90f5-3230222f0d6b","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.241)","Pre Grid Sign off"
"b83f5bbe-33e6-4238-915d-aa76761c0c5e","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.241)","Pre Ceiling Sign off"
"3b7e68c3-e9a8-4378-84ee-89d6fde6e36c","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST CLEAN (LG.B.242)"
"89f0fed7-91c5-430a-bdbe-d837d3a98afe","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST CLEAN (LG.B.242)","Pre Sheet Sign off"
"bfd387d4-c347-4460-86d9-5df6163fe4a6","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST CLEAN (LG.B.242)","Pre Grid Sign off"
"d222bff7-8989-4af7-b720-7bfdfbf2e02b","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST CLEAN (LG.B.242)","Pre Ceiling Sign off"
"54bd2f17-6316-4215-a9b3-eabd1b259fd1","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.244)"
"bdcc47d7-14c4-4454-84b1-5300f21e13f1","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.244)","Pre Sheet Sign off"
"e65ff63f-0cab-446a-b76d-853211ea15e6","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.244)","Pre Grid Sign off"
"c24b4ee0-a6f7-43d3-a86f-8db7ab4ecbcf","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.244)","Pre Ceiling Sign off"
"c9040b9a-5f29-47dc-920e-6021ba854516","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","MEDS (LG.B.245)"
"9f490e3a-f627-4df6-852f-7e1d7d4464ed","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","MEDS (LG.B.245)","Pre Sheet Sign off"
"088520e5-ab69-441d-95f0-861b5dacef8e","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","MEDS (LG.B.245)","Pre Grid Sign off"
"8d42b995-5b20-4c21-b58d-4884302814df","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","MEDS (LG.B.245)","Pre Ceiling Sign off"
"ba0e302a-e5ae-4aee-a58e-58c3b73799c6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","OFF CW (LG.B.248)"
"a24b32e3-2e38-4264-9dc1-6b5378b96fe0","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","OFF CW (LG.B.248)","Pre Sheet Sign off"
"7409b1fa-17f7-4c05-9a4e-2236a7d0a867","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","OFF CW (LG.B.248)","Pre Grid Sign off"
"8afaf3de-bc18-42e2-90d9-09266f15b3e1","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","OFF CW (LG.B.248)","Pre Ceiling Sign off"
"1974e6b1-97ba-4263-95ba-70ccf888bda0","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.249)"
"c7255cbf-1bd4-42d8-b48f-e5bd62ef02f3","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.249)","Pre Sheet Sign off"
"23e4f33c-4c70-49f8-b4bf-3b6ef5ef4fe4","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.249)","Pre Grid Sign off"
"e7140e8b-902b-4045-8c13-33a7657fadb0","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.249)","Pre Ceiling Sign off"
"75a60999-e3ba-447e-aaca-7fc86530295a","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","BRES (LG.B.251)"
"a579b8bb-cf7f-494e-9e85-8ae40e99a8ae","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BRES (LG.B.251)","Pre Sheet Sign off"
"777b5d10-1e7a-454a-8709-d6653d8d4183","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BRES (LG.B.251)","Pre Grid Sign off"
"beb00a1e-e7dd-4b04-b71e-c0406e854659","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BRES (LG.B.251)","Pre Ceiling Sign off"
"2a757675-08d3-4fe1-9efb-57b1dfbb4b4d","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.252)"
"89bc855a-bbc6-48fc-82dc-5e0a9f30bad2","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.252)","Pre Sheet Sign off"
"97d7ff58-9825-4892-af63-196f5f55b3a5","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.252)","Pre Grid Sign off"
"719e16ca-5df8-4b63-8f54-30083868a0e5","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.252)","Pre Ceiling Sign off"
"a71d491f-6082-445a-bdc0-aa3aae56e78f","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.253)"
"6f3746bd-ea92-4abb-a701-530f4b2735e8","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.253)","Pre Sheet Sign off"
"e982cfb1-5e7d-4794-aa81-6c4fa4beb117","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.253)","Pre Grid Sign off"
"34d9b7a8-f200-4791-9f39-c8503a9d9d3a","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.253)","Pre Ceiling Sign off"
"c0c53582-18c1-4a0a-b111-40df123b1ab3","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","BPT (LG.B.254)"
"abddd24d-d7f6-4736-9882-2cc964df1603","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BPT (LG.B.254)","Pre Sheet Sign off"
"8686468e-9c1f-4629-9f67-d40bfd67aa95","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BPT (LG.B.254)","Pre Grid Sign off"
"2257c4e1-dbd5-45a1-b15c-5d0b23add436","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BPT (LG.B.254)","Pre Ceiling Sign off"
"e2115fec-775b-4da9-96c4-05ecf4b61538","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ANTE (LG.B.255)"
"5da25e2d-f8ad-4134-9c45-0c35612fa949","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ANTE (LG.B.255)","Pre Sheet Sign off"
"b0a74db6-be39-4e63-a2ae-0faeae985af2","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ANTE (LG.B.255)","Pre Grid Sign off"
"97e9bdea-cb20-4448-b519-dbb6170e7315","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ANTE (LG.B.255)","Pre Ceiling Sign off"
"c38c3d2d-e508-4fd7-a8d5-9f8cdaf48e00","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","1 BED ISO N (LG.B.256)"
"92030e40-1139-470f-9bab-590da7fc7120","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","1 BED ISO N (LG.B.256)","Pre Sheet Sign off"
"63d02bb1-e837-478a-9ae7-544fa308daa4","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","1 BED ISO N (LG.B.256)","Pre Grid Sign off"
"8f0d739b-dbf3-486b-93c9-478391e1307d","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","1 BED ISO N (LG.B.256)","Pre Ceiling Sign off"
"dc7f99f0-11c9-4322-89d1-000f83f0d913","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ENS ISO N (LG.B.257)"
"26ca110e-a9ba-4ce5-b78e-a14a985d85f4","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ENS ISO N (LG.B.257)","Pre Sheet Sign off"
"02f00fe1-d355-42fc-b19d-382d4d1018fb","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ENS ISO N (LG.B.257)","Pre Grid Sign off"
"42fcd2ba-3e50-4044-bb03-a56769476950","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ENS ISO N (LG.B.257)","Pre Ceiling Sign off"
"addb934a-072b-4a39-a2a6-2e1c93514318","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.259)"
"0c2bb58c-3138-4628-9cea-db04dc7b8838","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.259)","Pre Sheet Sign off"
"9c32b124-7114-46b6-8104-d985a0c23a23","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.259)","Pre Grid Sign off"
"58534562-d16b-4d60-a7bb-8885724d5df8","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.259)","Pre Ceiling Sign off"
"edea8c5f-afab-4c45-b27a-d55a18287fbb","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.260)"
"87ef7ec4-e051-4925-beb1-5eda1d123d66","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.260)","Pre Sheet Sign off"
"c734e4c5-3348-4bb0-9346-71138f5c05a5","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.260)","Pre Grid Sign off"
"6aa9b0f0-c518-4e0d-8003-38bbccedde17","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.260)","Pre Ceiling Sign off"
"56e6c156-75d7-429e-ba7d-a03feadead7e","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.261)"
"b3408877-e599-4c4f-b77e-77f3cfa520f2","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.261)","Pre Sheet Sign off"
"7a786d63-befd-489c-98b1-4dd6baf148f6","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.261)","Pre Grid Sign off"
"8d6f4dae-46d9-48c9-a4c9-1f2244dbb2a2","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.261)","Pre Ceiling Sign off"
"1707feb0-21a9-49cd-8df6-b42f1046d808","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.262)"
"a616753b-2bcc-43e1-9063-848662091a1c","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.262)","Pre Sheet Sign off"
"333521de-1ab5-4f70-9c6f-4b494c112b7c","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.262)","Pre Grid Sign off"
"65b89d7f-30a1-4afb-a737-47b2bb45dd4e","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.262)","Pre Ceiling Sign off"
"62cfba41-fc56-4943-aa76-ff7551bda7d5","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (S) (LG.B.263)"
"3adafacd-6aa0-45a0-b375-e888fcc0ca2b","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (S) (LG.B.263)","Pre Sheet Sign off"
"f347d8cf-a962-4fe1-99be-9e5d935e9b84","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (S) (LG.B.263)","Pre Grid Sign off"
"d90f35ae-13e1-48ff-986e-3db44a1a05df","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (S) (LG.B.263)","Pre Ceiling Sign off"
"4d2897da-516e-4a29-b583-1bad4d30a9e4","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ENS (LG.B.264)"
"8680dc00-d876-4381-a571-c84b07341aa1","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ENS (LG.B.264)","Pre Sheet Sign off"
"eeb404d5-b714-4b26-bdf1-39417f6185d4","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ENS (LG.B.264)","Pre Grid Sign off"
"5dc0df39-f548-42a0-8cf0-cf37b4d6b689","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ENS (LG.B.264)","Pre Ceiling Sign off"
"2bdcdb3d-b94e-4ded-83e8-4127fce8ed14","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","BBEV (LG.B.265)"
"932a707b-e450-4ea4-973a-c312b3c33f65","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BBEV (LG.B.265)","Pre Sheet Sign off"
"0402d41c-427d-437f-8436-a96d94e9919e","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BBEV (LG.B.265)","Pre Grid Sign off"
"df837759-3a19-42d8-8486-a1c9254b6080","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BBEV (LG.B.265)","Pre Ceiling Sign off"
"72d8b131-1a3e-4b1a-a5d1-0ab3c449eec7","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.266)"
"331de55c-6f0f-4591-ad35-57f9e70abad5","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.266)","Pre Sheet Sign off"
"2a11702c-e74a-48a5-8b98-a482f5566412","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.266)","Pre Grid Sign off"
"74d00c36-832c-4a56-9f33-b6de47509fbb","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.266)","Pre Ceiling Sign off"
"b33fdf59-2bfd-4f08-af31-59159779e478","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.267)"
"551513e1-4180-43e4-b108-17aaef3446ce","","checklist-sectioned","","0b4dd816e96d31c6375dd2f4868b9366675844f9c2c9628064cd9996c33c16c5","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.267)","Pre Sheet Sign off"
