"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"51cdc344-a3f0-4c5c-bc26-3def62e8f8a8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"5a0215d0-f423-4728-8893-8937b99f3ccf","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1"
"3ab70b34-404a-44b1-b972-624a1d5b34a5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12"
"8e2c0b66-081d-4c08-961c-2bc2393753a2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12","Inground Plumbing Installation"
"2fb4ca22-3116-4548-b2e4-58985cbad649","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"0b7b629e-e0d6-4cb2-9a47-23bf408942a6","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Fit-off Plumbing Installation","Shower & Tapware Installation"
"33a3d052-2047-452e-b493-301559dc39d4","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Fit-off Plumbing Installation","Bath & Tapware Installation"
"ad8c6f60-a871-470c-99ed-300a9a95ec27","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"48ff81df-0193-4443-9d42-a50590000e90","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Fit-off Plumbing Installation","Washer Machine Installation"
"d48ce5f1-692b-47a4-8fbc-fdf484e900b5","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"72f68cb8-dc04-4631-b328-2c76d38e1584","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Fit-off Plumbing Installation","Tundish Installation"
"6909c91b-f280-4fab-adc4-76d983ddb441","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Fit-off Plumbing Installation","Hose Tap Installation"
"7214b85a-b71b-4edb-b825-0c642c0b72b6","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Fit-off Plumbing Installation","Gas Appliance Installation"
"87aa4824-c395-4622-be9c-27f83c7d554c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 20","Hot Water Unit Installation"
"06b28b58-d20b-4f41-90a2-a65462fa7e27","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"a6d692f8-471e-44ae-a5b2-92e09aaa0d29","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 20","Testing"
"c1f6cf7c-c95a-41a2-899b-422da67670be","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Testing","Testing Drainage Pipework (Air Test)"
"678c21d0-6dd2-4568-ac3b-fc4fdc1f6969","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Testing","Testing Drainage Pipework (Water Test)"
"12ae6955-9cf8-4ed1-8450-875244322ddd","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Testing","Testing Water Pipework (Water Test)"
"ccbe3bdf-d3af-46ba-8ec5-bf1e2cb33ffd","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Testing","Testing Gas Service (Air Test)"
"7511309f-622f-4ad8-901a-8f2e330c0f27","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 20","Commissioning"
"9001b876-fa81-4020-97da-1470df565250","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Commissioning","Commission Fixture Group"
"14121e13-534c-421d-93f4-2e60c60ebfd9","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Commissioning","Commission Hot Water Generating Plant"
"b24104c1-2608-47a9-9e70-24b92aa41036","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 20","Commissioning","Commission Reduced Pressure Zone Device"
"974ce55a-23fe-471c-aa2e-8afe2145456f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 21"
"4fedf8ec-a58a-4d8d-9a41-24330acb256f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 21","Inground Plumbing Installation"
"ca986578-7276-48ed-a287-33b19fb061ec","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Inground Plumbing Installation","Authority Main to Meter Installation"
"eaafe7cc-c151-4c01-ba3c-ac7f67301baa","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Inground Plumbing Installation","Drainage Installation (In-ground)"
"4f91c8f1-15bc-46f1-bd75-a67ac2724b97","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Inground Plumbing Installation","Water Service Installation (In-ground)"
"1394e160-7163-49ef-9f7e-1cda3d946e02","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"fd5639d2-2bcc-4565-b521-56154c5da4af","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 21","Rough-in Plumbing Installation"
"c4206564-83c5-47b5-b2eb-69f5fcf0423c","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Rough-in Plumbing Installation","Waste & Vent Installation"
"7929008b-71cf-412b-8219-a02843b60ccc","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"af6cf892-7c24-44b5-9c6e-f9e256b4c304","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"7721a194-c01c-40fb-a39b-38adffdab8da","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 21","Fit-off Plumbing Installation"
"96fd84f0-9fee-4b31-92bb-fec09bb5a21f","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"46df15ef-b625-4335-8b19-491f31fed0e6","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"f50f848b-b164-4adf-8cc2-dabffec74be6","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Fit-off Plumbing Installation","Shower & Tapware Installation"
"d6cf2970-df33-4114-9545-bca34fdc950c","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Fit-off Plumbing Installation","Bath & Tapware Installation"
"8be68e1e-c95b-4e34-a62a-254879a81a9d","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"7d845568-a00c-4488-8857-f84d89559b47","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Fit-off Plumbing Installation","Washer Machine Installation"
"aed83aaf-4ef2-4e46-a186-075da31d94c3","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"337e7722-ae0a-4597-92fc-c877519799bb","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Fit-off Plumbing Installation","Tundish Installation"
"c69f094d-7116-4e28-8383-cc6f64f834dc","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Fit-off Plumbing Installation","Hose Tap Installation"
"c0e8b95d-a34c-495c-9995-62aff38a4917","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Fit-off Plumbing Installation","Gas Appliance Installation"
"2abcb280-2bf0-46d5-9b91-904624513635","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 21","Hot Water Unit Installation"
"24267af5-3b72-4436-8929-d4f2b26a417c","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"cd5c4299-0c60-4b54-92cd-2174013d4353","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 21","Testing"
"1a05c2b4-e9c4-4418-87bc-56e0dd579c78","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Testing","Testing Drainage Pipework (Air Test)"
"164fff8c-0f33-41c5-85c6-9d247668f958","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Testing","Testing Drainage Pipework (Water Test)"
"efd68e01-ee1f-4c2e-8314-3fbf368c86df","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Testing","Testing Water Pipework (Water Test)"
"4285c916-d938-4c04-a245-297332c0ed4e","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Testing","Testing Gas Service (Air Test)"
"aa0faa81-06a8-424c-9d00-cbc0660577bc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 21","Commissioning"
"e8eb2178-d7b8-48b1-86f0-581ac80bd4ee","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Commissioning","Commission Fixture Group"
"95528696-3ad5-402a-9e7b-28415550f2e3","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Commissioning","Commission Hot Water Generating Plant"
"0df5523c-35db-47d8-ba26-67b0d04d2a30","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 21","Commissioning","Commission Reduced Pressure Zone Device"
"9c70e810-7397-451b-9fb9-6451bf40d630","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 22"
"c8559567-de80-4d1e-b9cf-9d8c8e263f0f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 22","Inground Plumbing Installation"
"806e5354-15d1-4ba0-8cfc-804d4c66a84b","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Inground Plumbing Installation","Authority Main to Meter Installation"
"0a39a4ea-4320-45eb-bb7c-6f0e47dfb86d","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Inground Plumbing Installation","Drainage Installation (In-ground)"
"07942f7f-1a06-43d8-82f9-de6638236830","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Inground Plumbing Installation","Water Service Installation (In-ground)"
"65db0e25-de63-4c91-9f87-81ba859e415a","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"8504a5e2-2e20-4a3c-bdd8-8a9c36fbf1c8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 22","Rough-in Plumbing Installation"
"bba91471-1686-497f-bdfd-e09d5cef2c91","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Rough-in Plumbing Installation","Waste & Vent Installation"
"8841bf68-7501-470e-8bba-e1bb5d1bc410","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"786acfa6-913c-4fd1-aedb-9ca29eed701e","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"924cbcbe-8004-4d66-bbe6-1c0abd5b0074","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation"
"11472620-55da-4244-8dd5-8159a6c26efa","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"189aacc6-f56e-4257-bf2e-0c6a1ea27094","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"c1dbd878-88bc-414a-8f03-1b5fbc0053f1","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Shower & Tapware Installation"
"7607c4c0-ccd6-4244-9672-b4d6ad28976c","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Bath & Tapware Installation"
"bc3f2dc7-a20b-4a2a-8535-e6c20f0c2f7a","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"c5c6e05c-52cc-4ff0-a05a-65a5e086468c","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Washer Machine Installation"
"e1df8840-c1cb-4759-8c7f-0a2115233a2b","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"914477bb-7c72-405a-80d8-bf201df35726","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Tundish Installation"
"e1d927c3-5d81-494f-9410-908eb1dd3597","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Hose Tap Installation"
"88163074-d67d-4222-9f11-1c3e2e777c21","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Fit-off Plumbing Installation","Gas Appliance Installation"
"1f97ccdf-6d71-4a50-8ccb-24690f0ff7de","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 22","Hot Water Unit Installation"
"7337548b-2517-482a-9ceb-221a3fde4ba4","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"bef29c32-f925-4b50-be6b-f20e41f5b077","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 22","Testing"
"26e9eadd-ee9a-46c7-a630-4c56adde756b","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Testing","Testing Drainage Pipework (Air Test)"
"e6b139a3-2cd4-4471-9db7-c38afb8eb285","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Testing","Testing Drainage Pipework (Water Test)"
"9d1afafc-bd0b-4671-8981-5242062c9ea2","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Testing","Testing Water Pipework (Water Test)"
"e742a11b-77e0-4851-bb6b-d80df31679bc","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Testing","Testing Gas Service (Air Test)"
"53d1ee96-bc57-4890-bcd0-cd3dcbced2f9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 22","Commissioning"
"676f4eb9-08ac-4afb-81ef-ddc5433efb42","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Commissioning","Commission Fixture Group"
"68246e8c-a931-48d1-8b62-412485a8dc62","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Commissioning","Commission Hot Water Generating Plant"
"e6956c99-9bb6-43a8-bca5-86609c4ac177","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 22","Commissioning","Commission Reduced Pressure Zone Device"
"4fca2db4-a9e3-4810-acac-6942fee053bd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 23"
"063e92df-ed5e-4438-88a3-26668b1b937c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 23","Inground Plumbing Installation"
"1f012ee0-b928-4b48-b704-ca9d8dd2d77f","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Inground Plumbing Installation","Authority Main to Meter Installation"
"968c7a7f-f0b2-4e3b-aa27-36cc3e63b226","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Inground Plumbing Installation","Drainage Installation (In-ground)"
"59cb9484-4583-407b-8fda-3f0eefd77d5e","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Inground Plumbing Installation","Water Service Installation (In-ground)"
"19877dda-7d2f-4682-8b16-2cb024a0ff96","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"4d60be99-315d-4496-a1cf-dbb9aaaa2bea","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 23","Rough-in Plumbing Installation"
"6f3641c6-995a-40bc-8269-c3e1becfab5f","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Rough-in Plumbing Installation","Waste & Vent Installation"
"cb080814-10df-40a0-aefa-3509383a7b53","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"fb932981-8553-4390-bb37-fcd0d56284bb","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"71bce818-8a67-4565-920a-c177c112f8e5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation"
"4bd9f834-7e31-4c1a-8045-1d4f9832d9c1","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"e8627d70-064f-4d7e-9527-3d7b3a617a1c","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"8c01e812-12ce-4589-b774-b917d222283a","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Shower & Tapware Installation"
"18640184-3507-4fc4-b9c2-04f9ec8f76be","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Bath & Tapware Installation"
"460b7c59-85e5-4025-aa36-53b60e737905","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"03dbe8ad-02a7-4fe3-a23d-752074856ea4","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Washer Machine Installation"
"a223cdbb-d92b-4982-84b5-7d96976119e9","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"7754ff73-b8f6-4b4d-bc4d-bbbc6373e703","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Tundish Installation"
"2102fde6-eae1-43a8-bf3f-6fae826494e4","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Hose Tap Installation"
"648cbb3f-b3f5-4b6c-8954-08906c4c28eb","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Fit-off Plumbing Installation","Gas Appliance Installation"
"be211fe1-531a-4e9e-8df0-c90f4563f6b1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 23","Hot Water Unit Installation"
"eeaffc05-10a1-4d63-9e96-6b965801ea08","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"862b4d61-f8df-4b78-9533-11a5d43b7636","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 23","Testing"
"75d3b008-cae0-429c-8cb5-db8e6a5c7802","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Testing","Testing Drainage Pipework (Air Test)"
"183377d6-59e9-4e34-8803-07b31d94de91","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Testing","Testing Drainage Pipework (Water Test)"
"d016c86b-3db3-4a41-8017-1a33fd9e14f3","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Testing","Testing Water Pipework (Water Test)"
"c68d145c-87a9-473d-8dbd-c478c83c62a7","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Testing","Testing Gas Service (Air Test)"
"d1700919-70d7-4099-a222-525d1c115d3b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 23","Commissioning"
"1d6bbdfb-f123-49b6-a441-0175e64d06d9","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Commissioning","Commission Fixture Group"
"7d08b0b3-8082-4475-978a-b54c19d79c5d","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Commissioning","Commission Hot Water Generating Plant"
"bd409131-71b6-4c2e-85b5-ac2c16187b80","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 23","Commissioning","Commission Reduced Pressure Zone Device"
"da173863-d875-4a73-82b6-62c4ab03a386","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 24"
"9060f884-2d4b-4270-92d3-29a1d3ad7eeb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 24","Inground Plumbing Installation"
"bbc7dec2-e93b-45e9-b444-57aef8bfe9a9","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Inground Plumbing Installation","Authority Main to Meter Installation"
"6a04818f-6a9c-41d6-aaa6-ac71edddf884","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Inground Plumbing Installation","Drainage Installation (In-ground)"
"1d1bddc0-2101-4cde-86f9-fcb842400637","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Inground Plumbing Installation","Water Service Installation (In-ground)"
"1d176ac9-bdde-488f-81d9-1bc4dc908a8c","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"2dcde257-9c27-4505-94d6-614c3a51dad5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 24","Rough-in Plumbing Installation"
"20aca87c-83b4-4f22-8654-f067ff2873e1","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Rough-in Plumbing Installation","Waste & Vent Installation"
"28f82595-1ea8-40d5-b253-861d4dc297df","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"cda3e938-60c7-42dc-ade7-45afd9d46557","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"c2f7a4dc-a270-4cb2-bd07-afa83baed35a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation"
"ca24960d-c0fc-4aa1-b985-8a7bb51476b9","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"b156b345-ae7c-47e5-b61f-498970bdbb2f","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
