type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id,,
label,"If no manufacturer torque spec, use torques below. M8-20NM, M10-40NM, M12-70NM.",,,,,,,,,
textbox,Manufacturers torque requirement (if applicable),,,,,,,,,
checkpoint,Test Results,,,,,,,,,
textbox,Continuity test results,,,,,,,,,
textbox,Ductor test results if applicable,,,,,,,,,
checkpoint,Test Equipment Used,,,,,,,,,
textbox,Description,,,,,,,,,
textbox,Manufacturer,,,,,,,,,
textbox,Model No:,,,,,,,,,
textbox,Serial No:,,,,,,,,,
holdpoint,"All relevant signatures (Installed by, Approved by, Client Representative)",,,,,,,,,
,,,,,,,,,,
checklist,"Lighting, Power and Data",,,,,,,,,
section,Details,,,,,,,,,
checkpoint,Lighting Power and Data,,,,,,,,,
button,Internal and external lighting installed as per drawings,"Yes,N/A",,,,,,,,
button,Exit and emergency lighting installed as per drawing,"Yes,N/A",,,,,,,,
button,Power and data installed as per drawing,"Yes,N/A",,,,,,,,
button,As-Built drawings completed and signed off,"Yes,N/A",,,,,,,,
holdpoint,"Lighting, Power and Data checked by:",,,,,,,,,
checkpoint,Client Representative,,,,,,,,,
holdpoint,Client Representative:,,,,,,,,,
,,,,,,,,,,
checklist,Stairs and Platforms,,,,,,,,,
section,Details,,,,,,,,,
checkpoint,Stairs and Platforms,,,,,,,,,
button,Stair and platform frames as per drawings with 38mm FRP Grating for platform and PT6 stair treads 275mm wide,"Yes,N/A",,,,,,,,
checkpoint,Photo of stairs and platform frames,,,,,,,,,
button,"Edge of each step and edge of platform has high contrast, non-slip proprietary nosing","Yes,N/A",,,,,,,,
checkpoint,Photo of nosing,,,,,,,,,
button,Handrail system installed either side of the steps and around edges of platforms,"Yes,N/A",,,,,,,,
checkpoint,Photo of handrails,,,,,,,,,
button,As-Built drawings completed and signed off,"Yes,N/A",,,,,,,,
holdpoint,Stairs and Platforms checked by:,,,,,,,,,
checkpoint,Client Representative,,,,,,,,,
holdpoint,Client Representative:,,,,,,,,,
,,,,,,,,,,
checklist,ITR-E-05 - Low Voltage and Control Cable,, , , , ,,,,
section,Details,,,,,,,,,
checkpoint,Low Voltage Cable,, , ,,,,,,
button,"Verify cable type, size, colour code and tags are in accordance with the Cable Schedule.","Yes,N/A", , ,,,,,,
button,"Check dressing / cleating, cable undamaged","Yes,N/A", , ,,,,,,
button,Bending radius satisfactory,"Yes,N/A",,,,,,,,
button,Check cable cores correctly identified and labelled.,"Yes,N/A", , ,,,,,,
button,Cable terminated with correct lugs and crimped with the correct die.,"Yes,N/A", , ,,,,,,
button,Check Armour / Screen correctly made off.,"Yes,N/A", , ,,,,,,
button,Check armour continuity / earthing is maintained by the correct use of serrated washers and / or earth tags (if applicable),"Yes,N/A", , ,,,,,,
textbox,From:,,,,,,,,,
textbox,To:,,,,,,,,,
button,Glanding / Locknuts correctly installed.,"Yes,N/A", , ,,,,,,
textbox,Gland type - from:,,Haz. Area Rating, ,,,,,,
textbox,Haz. Area Cert Details.,, , ,,,,,,
textbox,Gland type - to:,,Haz. Area Rating, ,,,,,,
textbox,Haz. Area Cert Details.,, , ,,,,,,
textbox,Confirm spare cores and shields are terminated and conform to drawings and client spec.,, , ,,,,,,
checkpoint,Electrical Checks,, ,,,,,,,
textbox,"Record test results: Insulation Resistance, Continuity, Bonding, Other.",,,,,,,,,
holdpoint,Installed by:,,,,,,,,,
checkpoint,Client Representative,,,,,,,,,
holdpoint,Client Representative:,,,,,,,,,
,,,,,,,,,,
checklist,ITR-I-21A - Instrument and Control Cables,, , , , ,,,,
section,Details,,,,,,,,,
checkpoint,Instrument Cable,,,,,,,,,
button,"Verify cable type, size, colour code and tags are in accordance with the Cable Schedule.","Yes,N/A", ,,,,,,,
button,"Check dressing / cleating, cable undamaged","Yes,N/A", ,,,,,,,
button,Bending radius satisfactory,"Yes,N/A",,,,,,,,
button,Check cable cores correctly identified and labelled.,"Yes,N/A", ,,,,,,,
button,Cable terminated with correct lugs and crimped with the correct die.,"Yes,N/A", ,,,,,,,
button,Check Armour / Screen correctly made off.,"Yes,N/A", ,,,,,,,
button,Check armour continuity / earthing is maintained by the correct use of serrated washers and / or earth tags (if applicable),"Yes,N/A", ,,,,,,,
textbox,From:,,,,,,,,,
textbox,To:,,,,,,,,,
button,Glanding / Locknuts correctly installed.,"Yes,N/A", ,,,,,,,
textbox,Gland type - from:,,Haz. Area Rating,,,,,,,
textbox,Haz. Area Cert Details.,, ,,,,,,,
textbox,Gland type - to:,,Haz. Area Rating,,,,,,,
textbox,Haz. Area Cert Details.,, ,,,,,,,
textbox,Confirm spare cores and shields are terminated and conform to drawings and client spec.,,,,,,,,,
checkpoint,Electrical Checks,,,,,,,,,
textbox,"Record test results: Insulation Resistance, Continuity, Bonding, Other.",,,,,,,,,
holdpoint,Installed by:,,,,,,,,,
checkpoint,Client Representative,,,,,,,,,
holdpoint,Client Representative:,,,,,,,,,
,,,,,,,,,,
checklist,ITR-E-29 Cat 6 Communication Cable,, , , , ,,,,
section,Details,,,,,,,,,
checkpoint,Common to all circuits,, , ,,,,,,
button,check cable for damage,"Yes,N/A",,,,,,,,
button,Check cable is correctly identified and labelled,"Yes,N/A",,,,,,,,
button,Check glanding/locknuts correctly installed,"Yes,N/A",,,,,,,,
button,Confirm cable routing and segregation is correct,"Yes,N/A",,,,,,,,
button,Confirm to and from destination as per design.,"Yes,N/A",,,,,,,,
checkpoint,Data Circuits,,,,,,,,,
button,Check cable terminated with correct crimps,"Yes,N/A",,,,,,,,
button,Check sheild/screen correctly made off,"Yes,N/A",,,,,,,,
button,Check Cat6 end-to-end certification (outlet and cable),"Yes,N/A",,,,,,,,
holdpoint,Installed by:,,,,,,,,,
checkpoint,Client Representative,,,,,,,,,
holdpoint,Client Representative:,,,,,,,,,
