"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"625c89c8-21d9-4d78-811d-dcbf3187fc14","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA"
"d4d5ccac-32c7-464f-bba3-97ed7c63ae41","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards"
"5d674ddc-2ba7-4799-a702-e0f3fe113891","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Main Switchboards"
"047ea102-e341-49c5-bce8-0fb8b9de725b","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Main Switchboards","SMSB-1"
"a792f349-37ff-43dd-9980-ebe826ead04b","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","DTUR - 0.2.035","Cable Support"
"dcf4d589-ebca-491d-bb90-b4eac577baf0","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","DTUR - 0.2.035","Conduit"
"0bb44493-70f8-40db-8f48-04fe2f105ef1","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","DTUR - 0.2.035","Fire Sealing"
"535dadca-4185-4fca-acf8-3651c2889ba4","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","DTUR - 0.2.035","Equipotential Bonding"
"9e2b87a9-2690-4f7d-bb82-5defb2d03d67","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","DTUR - 0.2.035","Fit-Off"
"8fc0f421-38de-47b0-97e4-fd92320b8e2e","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","DTUR - 0.2.035","Final Installation Test Sheet"
"029dceee-64d7-4f9e-aa29-7a2090b6b60b","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CLN-MED - 0.2.034"
"58575103-1d2c-48ca-9fda-93c954b54b6a","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CLN-MED - 0.2.034","Rough-In"
"699e0bc4-47ec-481b-afc0-5f2b76efbe4a","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CLN-MED - 0.2.034","Cable Support"
"e41e30ed-5220-46a9-bf71-ef2c0c93b1fe","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CLN-MED - 0.2.034","Conduit"
"e4a6532f-1371-4329-826f-b7abfd4b2268","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CLN-MED - 0.2.034","Fire Sealing"
"5f9c81a4-4c09-4ec5-a82c-3d572aca518a","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CLN-MED - 0.2.034","Equipotential Bonding"
"296efeeb-57d9-416a-9d7a-d323718baf3b","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CLN-MED - 0.2.034","Fit-Off"
"75e85444-e060-4ce3-8452-af52ce1bfda2","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CLN-MED - 0.2.034","Final Installation Test Sheet"
"efe8bc8d-3215-44f0-bd32-79bdd6eec1cb","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","SSTN - 0.2.033"
"866f5d83-e3fc-4455-87b8-47e01b48d453","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","SSTN - 0.2.033","Rough-In"
"e5965491-1e9e-4be6-9774-9c8c5626a8d5","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","SSTN - 0.2.033","Cable Support"
"52e3f9b6-74ee-4522-9e95-fb1c2ca699b4","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","SSTN - 0.2.033","Conduit"
"32e4548b-cf5f-44b5-9cf5-5aa6eab86b2e","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","SSTN - 0.2.033","Fire Sealing"
"268a8289-3bca-479b-bdac-e6abdabc536e","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","SSTN - 0.2.033","Equipotential Bonding"
"cd957934-cf6f-4197-aa29-a29bfe31b0c0","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","SSTN - 0.2.033","Fit-Off"
"aea66d60-0482-40d0-a36d-dc0af842bd25","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","SSTN - 0.2.033","Final Installation Test Sheet"
"d9e5afcb-6ea3-4b60-a8b8-bc5b0ac013e2","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","B-RES - 0.2.032"
"bc75e5e0-600f-4159-929b-c8968e68f36c","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","B-RES - 0.2.032","Rough-In"
"5a8462dd-75da-4dbe-9dc8-235e3f8c393e","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","B-RES - 0.2.032","Cable Support"
"0d26bdd9-c0d5-4ee8-82ac-5ca234358ffe","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","B-RES - 0.2.032","Conduit"
"720aae9d-750c-45ad-ab1c-892977ef1bc8","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","B-RES - 0.2.032","Fire Sealing"
"ad8647e4-d704-4f84-ac0b-74319ce05547","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","B-RES - 0.2.032","Equipotential Bonding"
"a90b35f5-63f7-4d50-a849-7a56c951c13f","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","B-RES - 0.2.032","Fit-Off"
"b6a9d928-9a09-4425-8de6-f8acccc7881d","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","B-RES - 0.2.032","Final Installation Test Sheet"
"b8ab9372-c635-4983-8aa9-f3bcd97d34e7","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-NUM - 0.2.031"
"dcbb02e8-2784-48c4-9600-e7ceb3ce92bb","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-NUM - 0.2.031","Rough-In"
"90c5228c-6954-42f8-9b79-064cfd0d96f8","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-NUM - 0.2.031","Cable Support"
"46d4d6b9-0541-4540-bde7-d7aa0f1e90fe","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-NUM - 0.2.031","Conduit"
"c0e26e7f-65e5-4a2f-8788-cc00b2b55e55","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-NUM - 0.2.031","Fire Sealing"
"7dffb169-d0a6-4b04-a935-79dfc19e07f5","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-NUM - 0.2.031","Equipotential Bonding"
"6e59ad40-aa69-4c4a-bcfd-f7264914e77e","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-NUM - 0.2.031","Fit-Off"
"83b8ebb8-874d-4660-b82a-3e47e25ea1d0","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-NUM - 0.2.031","Final Installation Test Sheet"
"26282f1c-81ac-4c9a-964b-73c26317854c","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-CLN - 0.2.030"
"96c56a01-bbb3-4280-811e-26eaad4af9d4","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-CLN - 0.2.030","Rough-In"
"220baa2d-7e5e-41df-9d90-d4de27aba9fe","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-CLN - 0.2.030","Cable Support"
"cdd20c4d-2dae-474d-99b8-6b9eea9db57e","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-CLN - 0.2.030","Conduit"
"4832d825-e64f-4881-8b0a-dc48697dcff8","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-CLN - 0.2.030","Fire Sealing"
"6f4bc19f-b6e9-44e0-a6d3-02bffcd41050","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-CLN - 0.2.030","Equipotential Bonding"
"73764da2-1c96-49f9-abb5-a5f95d4f843b","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-CLN - 0.2.030","Fit-Off"
"56bdd9b1-cd1a-4868-b056-a5fbea26994a","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","OFF-CLN - 0.2.030","Final Installation Test Sheet"
"6ede3ae8-6025-4a85-bea1-4633a5696b88","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ST-EQ - 0.2.048"
"e058ae93-a60f-4907-9924-23e2409bb4f5","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ST-EQ - 0.2.048","Rough-In"
"2e555f40-7706-4dda-ade7-e7ba591efb9a","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ST-EQ - 0.2.048","Cable Support"
"3e55aa8a-4d5a-4d9f-88a5-7fe35a9ff50a","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ST-EQ - 0.2.048","Conduit"
"48d925e3-390c-4d28-aa7b-7f3f4057fb14","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ST-EQ - 0.2.048","Fire Sealing"
"2f7d9398-1e41-4fbf-bd37-a13c8690c330","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ST-EQ - 0.2.048","Equipotential Bonding"
"cc27eb86-b62a-4898-916a-eb364011da86","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ST-EQ - 0.2.048","Fit-Off"
"ec596b44-32ba-40fe-bfb5-36437cdc7f09","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ST-EQ - 0.2.048","Final Installation Test Sheet"
"78df2d2b-0920-4266-a7c7-1776db35f541","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","FH - 0.E.010"
"ca038446-42ac-4e6d-b6ff-763b635a37d0","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","FH - 0.E.010","Rough-In"
"fb737cec-b58a-411a-8925-2d56db7df3ba","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","FH - 0.E.010","Cable Support"
"115340a3-f1f7-490c-abdb-38e99916963a","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","FH - 0.E.010","Conduit"
"d44facc5-bd13-4234-bec6-ad0233b2d4ff","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","FH - 0.E.010","Fire Sealing"
"9827c14c-4ca9-42a7-93b0-3c50743d391b","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","FH - 0.E.010","Equipotential Bonding"
"65e4297b-94cb-4c39-a111-eb45ec36cbda","","checklist-sectioned","","QA_TEM_082_Room Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","FH - 0.E.010","Fit-Off"
"e069de38-ca73-46e2-aada-5119e93c6536","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","FH - 0.E.010","Final Installation Test Sheet"
"c0ee620e-6d13-4696-8a35-930a49bd9ee2","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.055"
"bacf8dd6-e21a-42e9-80ec-02cd493fdb3e","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.055","Rough-In"
"799a18c8-f7bc-483e-9b0d-b115f8103bbf","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.055","Cable Support"
"238c3df4-6499-4cf9-8fda-dc0a3a18c7cf","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.055","Conduit"
"84d57c23-ce95-4b2a-876e-daf693e1e3d6","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.055","Fire Sealing"
"ed9e1ff2-fd32-4456-82a9-24695236be61","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.055","Equipotential Bonding"
"f42a5eb7-574f-4c2c-8797-101fee2af4d8","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.055","Fit-Off"
"93266139-2ec6-46b0-a848-e52047f0c770","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.055","Final Installation Test Sheet"
"eb2e67a2-895d-4a47-a055-05449bade53e","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.056"
"d0e6c83a-a07e-4ad3-9726-07ed59203c7e","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.056","Rough-In"
"24294123-e8a0-4dba-8c6e-7f6d21e393fd","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.056","Cable Support"
"3c3e9f4f-2767-41c6-b0f1-b4900c8fd818","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.056","Conduit"
"194d6059-159f-4705-ae79-df3fd01d284d","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.056","Fire Sealing"
"ae54ad8e-1719-4f11-b13c-28b3033bbb30","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.056","Equipotential Bonding"
"1c84d039-1d0b-47d8-b217-d293d7a7201f","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.056","Fit-Off"
"35a33cac-234f-42c1-8265-de9cb3daac68","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.056","Final Installation Test Sheet"
"4758d6f0-56c7-4317-9a14-5a8ebe6faba5","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.051"
"6e26fb23-4c76-4cde-9c37-a72b6156dac6","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.051","Rough-In"
"c06171ce-a08d-470e-a137-fc893932b86b","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.051","Cable Support"
"1704d3bf-2ed4-481c-af55-d6faabf54200","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.051","Conduit"
"e2bad7c7-f737-4445-9619-735525b6bb87","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.051","Fire Sealing"
"428411db-d6a8-45a8-bf6f-4ce15724ad0d","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.051","Equipotential Bonding"
"17b69c5a-5945-4883-b5eb-cf4a26338bb3","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.051","Fit-Off"
"99094678-7623-4cf4-91c6-81b387030667","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.051","Final Installation Test Sheet"
"abf757df-8474-4908-858b-2eeaea47cfb3","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.052"
"5c2cb69a-371b-438c-a980-14a7f0c00146","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.052","Rough-In"
"9c51ffa9-c63c-4566-aa9c-0f91bdee06f7","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.052","Cable Support"
"a7c4f869-b468-4ebb-be82-7aeb33cc0497","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.052","Conduit"
"2d0ebd8c-9064-4a14-8a29-5ed727e282ba","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.052","Fire Sealing"
"cb8e4cd4-cb9b-4384-a799-581653e1c5bf","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.052","Equipotential Bonding"
"0143eb88-77cc-405e-9668-87d71da5056c","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.052","Fit-Off"
"2d70d230-2625-44d7-b30b-b9a0a07557cc","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.052","Final Installation Test Sheet"
"c2fa218a-00e3-42ce-bbf3-cce946e159c9","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.054"
"888d5103-af97-43ae-b2d5-f376fe38512e","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.054","Rough-In"
"a4cca7ea-e127-45d0-8455-dfe1f5fc0515","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.054","Cable Support"
"3eee0c89-3478-4167-9bab-c467797c893c","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.054","Conduit"
"ae0fc055-144f-4cb6-9baa-741a286f2552","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.054","Fire Sealing"
"0ef58393-0ad7-459c-9af3-7a4720fb0246","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.054","Equipotential Bonding"
"f57cdc6e-83c2-41e5-a8e7-7d85bcd1063f","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.054","Fit-Off"
"5bea9686-de09-4c36-9880-baad4ee026be","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.054","Final Installation Test Sheet"
