"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"78a71005-cb4a-4b3f-a592-728a54f7b72b","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"511e0390-bd87-5d59-b68c-4a847eadf7d1","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"a8b334db-7706-4fbe-b067-5912e93f5c58","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA"
"2c197680-58f8-48a0-ae39-14ecf9d0dd41","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA","Gracefield"
"900b5592-1346-4b74-91b4-ee3eb13cb15d","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA","Gracefield","Panels"
"ee7d5d8f-13e6-4f8f-ae0e-1452279664c6","","checklist-sectioned","not-started","cc1a74f45335a51ef140d9d01b5e8d2dd95f91c6f03e4ba4bcb34bb448b7bd29","checklist","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-01"
"fba25a09-db3d-5ff0-b625-31a05dd13b05","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-01","Precast Element Details"
"027d7c45-16f0-5d84-b97b-356e75a13044","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"fd0e7d25-a977-53ea-9547-dbf906db92b9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Test Results, Certificates and Documentation","Concrete Docket Attached"
"a13e502f-614f-59e4-8f67-458b65cb5761","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Test Results, Certificates and Documentation","Upload Concrete test results"
"1116a7c2-208f-5616-b576-50134dc1a1f5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"ea667e2e-0523-5809-ac97-7937119c633e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Test Results, Certificates and Documentation","Upload Lift Designs"
"331d02a4-9d64-4af6-8d3c-4021e5e5e446","","checklist-sectioned","not-started","cc1a74f45335a51ef140d9d01b5e8d2dd95f91c6f03e4ba4bcb34bb448b7bd29","checklist","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-05"
"9eb14692-f548-55e2-9907-ee00e1f4d456","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-05","Precast Element Details"
"52ae9ce8-a535-581b-bd4e-f5fa483c89bb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Precast Element Details","Concrete Details Complete"
"5af1096f-e3da-5469-8c26-4865e11ab17d","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-05","Formwork Set Up Checks"
"6eaeb713-8da6-5a61-a0b1-ed6dec914870","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"2997df2c-4863-5152-80ca-83b1dcc28c79","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Formwork Set Up Checks","Edge Details & Rebates"
"d2ecffba-8bd8-5b21-8537-eb961dfcbcfd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"66383141-38a5-519d-99c2-66e3912728e5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Formwork Set Up Checks","MF roughening's"
"70f0dabe-0fff-5e54-80fe-9b05c8dcb56a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"fcc392cc-87e9-556a-8fe7-996ddba45fd3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Formwork Set Up Checks","Mould Face Clean"
"4476f227-8052-5313-a1df-bafd2e55e4a7","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-05","Prepour Checks"
"1a35d1ea-9b2c-5213-befd-5e622c4a40d2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Prepour Checks","Mould Cleaned & Oiled"
"eb778b61-e016-57f5-bcf4-c5645a744364","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"11f28e97-a9aa-58c5-8c88-0e4670551738","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Prepour Checks","Check covers on all sides, MF and TF"
"7b5deb33-9462-58f7-af15-f3a5206b4e3f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"47b84a34-aa33-5c65-a69b-46fbc3ec286f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"3ed3052e-05c0-5d9e-b9a5-6d0b31b9ab1e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"4021887a-8e41-5c3c-8359-45ce20f116bf","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Prepour Checks","Lifters"
"98578ce9-5c46-5980-adf3-277cbee4a03c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Prepour Checks","Tie wire Trimmed"
"4e7d1e83-46da-5ae9-aafa-6eef916ec634","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Prepour Checks","Panel fully clean"
"6480772e-e31e-5f9d-89ba-f902bb60c69a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Prepour Checks","Drossbach Measured and photo taken"
"ec5711fa-755b-5c71-ae55-62137a26f0b2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Prepour Checks","General Photos Attached"
"d82f47bb-5348-54bc-b99e-b9b033046fd0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"c5fb2f45-0d36-59d3-83d0-67c4a5e47663","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-05","Demould Inspection"
"081d7de5-dcc5-5717-9af8-29d30fc8196a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Demould Inspection","Demould Inspection complete"
"015b4447-3eb7-5b27-9718-0dbd2b68066c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-05","Loading Out"
"b6ef7b9c-333f-540f-aa0d-b1cc0b6d767a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Loading Out","Photo take of Panel on Truck"
"ba7ddd73-0091-55cc-9518-5ba2a9f13776","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Loading Out","No remedial work required on site"
"5718765c-1863-5107-a1d9-8a37178d4461","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-05","Test Results, Certificates and Documentation"
"d18f249f-fcf3-5df6-91a5-72e5ca80d4a8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"de343003-22de-510e-b264-1b8917ee7534","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Test Results, Certificates and Documentation","Concrete Docket Attached"
"4eb9fdaa-10ac-51c1-a165-5b4afd4d70a1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Test Results, Certificates and Documentation","Upload Concrete test results"
"d4303502-a54a-56be-b97f-c98cf15ef188","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"52a31c7d-b99a-5c7c-b8d4-7373aa611158","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-05","Test Results, Certificates and Documentation","Upload Lift Designs"
"b2246eac-393d-424f-a098-2fb81acba09a","","checklist-sectioned","not-started","cc1a74f45335a51ef140d9d01b5e8d2dd95f91c6f03e4ba4bcb34bb448b7bd29","checklist","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-06"
"d9d67459-3c30-5cba-93a9-80ef481a94fc","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-06","Precast Element Details"
"1a663c9c-7cfc-5601-b997-ee4832fa43f8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Precast Element Details","Concrete Details Complete"
"1e18a1db-042a-5c2a-acd1-ccb1b10081ff","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-06","Formwork Set Up Checks"
"3a836b0a-4bf6-555f-8159-82c03bb9924b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"68dd7403-0b2c-5190-bf89-e1384bab0476","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Formwork Set Up Checks","Edge Details & Rebates"
"fe08f1d2-aacb-5dec-a2ba-14390d59b3ac","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"b555c8fa-db7a-5297-a46f-2152f1d469b9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Formwork Set Up Checks","MF roughening's"
"b56ef167-ee27-5079-b026-f41d3e374606","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"380f021c-6253-5035-875f-24686cd46035","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Formwork Set Up Checks","Mould Face Clean"
"1c6e92b6-c8cc-5b6b-a355-064958900e9c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-06","Prepour Checks"
"98ced8ab-afd2-58be-91c5-0c355662d811","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Prepour Checks","Mould Cleaned & Oiled"
"d51522c4-c002-506d-b3e8-848e312852fc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"60e5ab68-d2f3-59db-aab9-52030520b247","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Prepour Checks","Check covers on all sides, MF and TF"
"0f4aa113-f9f2-542d-882d-26feb7c13aab","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"94495373-a056-5b9d-8e00-60ca9c21c8fa","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"641912a1-aea6-5a59-a59f-415afedefee7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"282f0175-ac9e-5ca3-8649-d5d2e26c67e8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Prepour Checks","Lifters"
"be4b2d07-62d1-5837-b9d8-fe23b4027609","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Prepour Checks","Tie wire Trimmed"
"8a0a54c7-a897-57cd-bb9e-a01d929ae2a0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Prepour Checks","Panel fully clean"
"30f5ad5a-cf9e-5521-9ff9-ff1d05624dc9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Prepour Checks","Drossbach Measured and photo taken"
"68dd1551-5bfd-5432-87cd-eacc0eb90744","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Prepour Checks","General Photos Attached"
"f215c6e1-bd36-5ead-9714-ca8faf77cd19","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"36d495cc-267c-5d3c-b9f2-62009a0db74c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-06","Demould Inspection"
"7a9ce8c5-86f4-5676-af48-0352c9ce5cd9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Demould Inspection","Demould Inspection complete"
"6a88b8aa-d32d-5e3b-98b2-530df850e9bc","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-06","Loading Out"
"6f657d2a-d64b-5b19-b0d6-abdc1febe6b5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Loading Out","Photo take of Panel on Truck"
"cce5631d-ccdf-52f0-816e-e7b877a8c4b2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Loading Out","No remedial work required on site"
"10d5c968-c9ca-5972-b469-0e8b637826f0","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-06","Test Results, Certificates and Documentation"
"89fee7a2-ac23-5ee4-b44f-12b318cfdeaa","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"e48e3afb-9b14-55a5-ab28-88a051c151d2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Test Results, Certificates and Documentation","Concrete Docket Attached"
"fdef3621-b5da-53c5-9d43-e557e520855a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Test Results, Certificates and Documentation","Upload Concrete test results"
"115020a5-90a9-55bc-8584-aa8e09d3b014","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"56d839b7-5418-5aa7-b744-c6282f738d9f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-06","Test Results, Certificates and Documentation","Upload Lift Designs"
