"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7f7a482a-0755-469e-b594-d7a917cf71ec","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Asphalt"
"c1a863cd-6ee0-4913-8764-65467ed56b6d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Chipseal"
"96122de8-2439-409b-9513-997f3174dd38","","folder-normal","work-in-progress","","step","TRUE","FALSE","Rehab"
"e73310f9-13b0-4ca0-904b-7564ceffef04","","folder-normal","work-in-progress","","step","TRUE","FALSE","Rehab","Tuhikaramea RD"
"23e5b41f-d9dc-4fb9-add1-72b351eba8ec","","checklist-sectioned","work-in-progress","ITP - GRANULAR REHAB INSPECTION TESTING PLAN Rev 1","checklist","FALSE","FALSE","Rehab","Tuhikaramea RD","Tuhikaramea Rd - GRANULAR REHAB ITP "
"58e6fdac-f072-5737-a308-4c009309545c","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Rehab","Tuhikaramea RD","Tuhikaramea Rd - GRANULAR REHAB ITP ","Subgrade"
"83505cae-3edf-5081-ba0a-c89c7bc1f28e","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Basecourse","3.01 - PQE"
"b3f82957-af33-58d9-ab11-d11e43904e16","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Basecourse","AUTHORITY HOLDPOINT"
"cf30d9ff-3086-5e67-9f86-1adce530c7db","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Basecourse","3.02 - Field"
"dd646023-e35c-53b3-bd17-4193d9cc6417","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Basecourse","3.03 - Field"
"51fc9f5a-fbc4-5960-9756-5fa565379068","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Basecourse","3.04 - Field"
"35fc73c8-4fff-54af-8ab0-2210b5b90500","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Basecourse","3.05 - Field"
"2eb1bf0f-801e-5ca5-b7b5-a8079861f843","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Basecourse","3.06 - Lab"
"d497c331-b519-5a99-bad0-4fdb305f0df8","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Basecourse","3.07 - Lab"
"2b453974-57e4-51cc-add9-8a2e44c29032","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Basecourse","3.08 - Field"
"10ad134b-25f2-5e02-86f8-32475a2bd182","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Basecourse","3.09 - Field"
"332e7e26-6d61-59d6-9000-0a4c4209bd2b","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Basecourse","AUTHORITY HOLDPOINT"
"54cdb9e6-c659-5e18-b333-86711e145423","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Basecourse","3.10 - PQE"
"2dd53292-0123-5ca2-803c-1724ec93cbb4","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Basecourse","AUTHORITY HOLDPOINT"
"0b993f81-a6c4-52dd-ad86-e05b14d824fa","","checkpoint-group","not-started","","","FALSE","FALSE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal"
"5f1be12f-e2e5-5e42-a5d0-058e470fe7d9","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.01 - PQE"
"22588e7c-fe72-53d1-8206-6283e5ee8625","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal","AUTHORITY HOLDPOINT"
"f603baf2-0e89-5d35-a99c-1d416c2ad7af","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.02 - PQE"
"8f2293b7-320b-5ca8-9e32-cb2c528921f7","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.03 - PQE"
"80db6478-35c5-5922-ab2f-c365dca00b07","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal","AUTHORITY HOLDPOINT"
"5dfed21d-93ea-5c0b-8fb3-ed8fadde47a5","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.04 - Field"
"0264534b-2718-5542-8a7a-1c5389e4e3af","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.05 - Field"
"670d3360-aee3-5836-9c7c-fd84dd1ca49b","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.06 - Field"
"c88e7db0-824e-53ef-a625-2e5f3f0f52b8","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.07 - Field"
"bf539aa0-6250-5be6-861e-be44aa610351","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.08 - Field"
"d114ff94-60a4-5e5f-a8d4-a6903bbaf33e","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.09 - Field"
"1caec902-d770-5228-9b30-3425cee3129e","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.10 - Field"
"b606d99c-70c4-542d-8fe3-c35994cf7c04","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.11 - Field"
"f1c9723b-449e-57fd-a032-ff27d2d2650c","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Membrane or First Coat Seal","AUTHORITY HOLDPOINT"
"10df5014-3715-5f06-b285-5fb1285e094c","","checkpoint-group","not-started","","","FALSE","FALSE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Post Construction"
"47e5a705-6a96-5c00-a27a-5575419bc0f0","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Post Construction","5.01 - PQE"
"e50fcac0-68a4-5ea0-a488-eaf56f364602","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB","Post Construction","5.02 - Lab"
"37844087-ccbb-4850-b46f-554379128178","","folder-normal","not-started","","step","TRUE","FALSE","Rehab","Pine Ave"
"dddd1d39-eefe-4efe-8a62-d06ff8461020","","checklist-sectioned","not-started","ITP - GRANULAR REHAB INSPECTION TESTING PLAN Rev 1","checklist","FALSE","FALSE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB"
"b0c334c2-bb21-561a-ada0-5516578dcd6e","","checkpoint-group","not-started","","","FALSE","FALSE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subgrade"
"f0e31574-df88-5d0a-906d-9253d5cd723a","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subgrade","1.01 - Field"
"bbd67e28-e132-5a4a-9718-edab088bfec9","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subgrade","1.02 - Field"
"393f7424-5d3d-51f4-b76b-9f62559ebebd","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subgrade","1.03 - Field"
"44e38ddf-f3ac-533d-9181-ac0d75a9518d","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subgrade","1.04 - Field"
"a9b5d14f-84f5-5c7b-beda-ac5393a72738","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subgrade","1.05 - PQE"
"39227074-b718-5e08-9517-913ce19785c0","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subgrade","AUTHORITY HOLDPOINT"
"d774f6b2-672e-573c-9083-aea8b8d097f3","","checkpoint-group","not-started","","","FALSE","FALSE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subbase"
"7e91631f-4ed0-5001-9144-abe09e890c86","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subbase","2.01 - PQE"
"cc8c090e-3c61-50f2-b180-fd7fc8e486a0","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subbase","AUTHORITY HOLDPOINT"
"e5de61a1-fe2d-5952-a7bd-f2c624871843","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subbase","2.02 - Field"
"3fb32e85-1202-5c7c-9501-171aaf2b06a2","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subbase","AUTHORITY HOLDPOINT"
"17509161-7947-5338-a478-fca34282fdea","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subbase","2.03 - Field"
"6c3f5041-a6b5-5e6e-a679-84542fbbee7e","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subbase","2.04 - Field"
"6168ff68-5b02-54b7-945f-bf98781bb961","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subbase","2.05 - Field"
"9de4a2b3-ff4d-54fe-83f9-fd22c5887191","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subbase","2.06 - PQE"
"740a8cfa-2f28-583c-aaa7-835046d2bb5c","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Subbase","AUTHORITY HOLDPOINT"
"ea55456b-5f56-5cb6-8376-b664777d76c7","","checkpoint-group","not-started","","","FALSE","FALSE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Basecourse"
"154c3540-edb0-5dc9-b087-7073a4f3c665","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Basecourse","3.01 - PQE"
"22987530-36a4-5f8e-84b4-c5884ea339e2","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Basecourse","AUTHORITY HOLDPOINT"
"d47b61b3-e2a8-55aa-87fc-99d80e0124e2","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Basecourse","3.02 - Field"
"74cfadd8-4f33-5c14-8efa-07c575b81b92","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Basecourse","3.03 - Field"
"4dcef492-d883-56bf-ad5c-c68012c3d841","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Basecourse","3.04 - Field"
"d495829f-97ce-551c-8aba-83cca7e86190","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Basecourse","3.05 - Field"
"64c22c8b-d3c3-5459-bb45-a551b08907ad","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Basecourse","3.06 - Lab"
"0e1fbc17-c1db-5a49-86c5-05822a98ecc7","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Basecourse","3.07 - Lab"
"19c286bb-6cc1-5768-a6a9-efdf37ffa223","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Basecourse","3.08 - Field"
"aec059a3-ac18-56dc-bfd6-4ac2f659cd93","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Basecourse","3.09 - Field"
"327b658f-65c9-5adf-ad3e-c87129341d98","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Basecourse","AUTHORITY HOLDPOINT"
"0da3c86f-59be-5e9d-943b-1143bf2ca434","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Basecourse","3.10 - PQE"
"e1de7de1-b2f6-53fe-815a-6d4455fb36b1","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Basecourse","AUTHORITY HOLDPOINT"
"c5aaacf6-2c8d-56ca-9cdc-08a6b5aeb690","","checkpoint-group","not-started","","","FALSE","FALSE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal"
"8b99824a-bcfb-583f-ac4a-2d278fd69ab1","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.01 - PQE"
"fe0da6fc-efb8-5b83-868f-0f3f8efb0284","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal","AUTHORITY HOLDPOINT"
"46a9da90-ec10-51b8-9479-0e61b12b823e","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.02 - PQE"
"d3c89ad3-0fc9-5307-9f61-a007f8931994","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.03 - PQE"
"9a9f1c04-fc95-5fd9-bb6c-74a212fd6a9a","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal","AUTHORITY HOLDPOINT"
"22a18e60-f3ae-586d-92b8-5cba749b2ae3","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.04 - Field"
"56c56266-167d-54fe-ada1-8bbe77592c8d","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.05 - Field"
"be1ac5b0-21dd-58fe-b4e7-77b96d06c0ec","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.06 - Field"
"0b55386f-407d-5627-a7b5-fa65026a0b94","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.07 - Field"
"66985354-b74b-586c-bccf-dee4afc6908c","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.08 - Field"
"d6622af0-0409-5cd7-a4ec-c68e1fb6ad6c","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.09 - Field"
"c64b49c8-dc63-5404-9ee5-38459e2906b9","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.10 - Field"
"79436013-0e42-5a13-be52-24c7e9d93805","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal","4.11 - Field"
"862ad3b8-7497-5313-9d18-95ecdb4653b4","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Membrane or First Coat Seal","AUTHORITY HOLDPOINT"
"1c654ee7-be28-56e3-bfa5-643d1fe1ca1d","","checkpoint-group","not-started","","","FALSE","FALSE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Post Construction"
"af0edad3-9847-54f1-a4cc-ece735c336ea","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Post Construction","5.01 - PQE"
"bbfdb56d-ad54-5828-a792-0e69cceb39a1","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB","Post Construction","5.02 - Lab"
"fff5a39c-984e-454a-bc62-4ab5deeb649e","","checklist-sectioned","not-started","ITP - STRUCTURAL REHAB INSPECTION TESTING PLAN Rev 1","checklist","FALSE","FALSE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB"
"41f39772-1586-5d73-a80d-d2297693c72a","","checkpoint-group","not-started","","","FALSE","FALSE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subgrade"
"d5c2df42-262b-509f-83c5-3ac5c638be45","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subgrade","1.01 - Field"
"5c9270f9-c67f-5ccd-a9da-5c2e51b49881","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subgrade","1.02 - Field"
"e463b9f2-1dcc-56b7-ba93-1fe9ba666350","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subgrade","1.03 - Field"
"9d783a95-8713-5206-bc72-83e6b1304163","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subgrade","1.04 - Field"
"5d2b77ed-3b95-5935-a04a-5d95b5e57171","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subgrade","1.05 - PQE"
"4e4aeed0-2cec-5ffe-a3d6-3de7ec1fb7f3","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subgrade","AUTHORITY HOLDPOINT"
"315679e6-3e95-5e56-bb86-86c98a9c5d02","","checkpoint-group","not-started","","","FALSE","FALSE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subbase"
"e7b5f8df-f2fe-5b2b-b356-a36a271fd1af","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subbase","2.01 - PQE"
"c9f5dc2f-c8ba-52f8-8e91-e5698675e008","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subbase","AUTHORITY HOLDPOINT"
"20793245-0cda-58eb-815d-c2f1142801a3","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subbase","2.02 - Field"
"7a91e960-406f-5a9d-8091-baa66b3a1e8d","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subbase","AUTHORITY HOLDPOINT"
"473ec4ef-ce74-5192-b486-d9371c0da52e","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subbase","2.03 - Field"
"14447057-fc54-5eb1-a281-812d6b4d0989","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subbase","2.04 - Field"
"d844c1db-86ba-52b8-9700-dcf7b0b441ca","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subbase","2.05 - Field"
"d694aaeb-f2fa-54f4-96a3-242cc18713f8","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subbase","2.06 - PQE"
"a10cc56a-8d53-5d54-b467-3b740325b21b","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Subbase","AUTHORITY HOLDPOINT"
"8d12d70c-d781-5bce-a861-9c1c5f0f6ed5","","checkpoint-group","not-started","","","FALSE","FALSE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Membrane or First Coat Seal"
"f2ab42b2-7ce5-51bc-a9c7-278623c25a9e","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Membrane or First Coat Seal","3.01 - PQE"
"a4d3dca2-7895-5491-8b6c-5898cba44a18","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Membrane or First Coat Seal","AUTHORITY HOLDPOINT"
"f7fa7cf4-61be-5632-8d92-6a45018812ee","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Membrane or First Coat Seal","3.02 - PQE"
"029e5f6e-d86b-5b0a-8745-33bcc1105cb2","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Membrane or First Coat Seal","3.03 - PQE"
"df93cf27-0e99-52cd-bc9f-d95ab46a17dc","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Membrane or First Coat Seal","AUTHORITY HOLDPOINT"
"dc7443a3-dfc5-526f-b3c6-df64c054ccb6","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Membrane or First Coat Seal","3.04 - Field"
"e7b546b7-47ca-59d0-bb72-529dfe2e64ab","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Membrane or First Coat Seal","3.05 - Field"
"42850269-f7af-5d4d-a297-f09b0c961b45","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Membrane or First Coat Seal","3.06 - Field"
"0cae5362-c7f4-55b3-a4ce-e0e4e8f7614a","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Membrane or First Coat Seal","3.07 - Field"
"24dd8e2c-792a-51a8-a417-c62348255d3f","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Membrane or First Coat Seal","3.08 - Field"
"d0c94702-c6ef-57af-8af5-44685ef2a509","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Membrane or First Coat Seal","3.09 - Field"
"96d73263-6893-5b45-a37c-c2c02ada4c07","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Membrane or First Coat Seal","3.10 - Field"
"1d1c5319-d6a8-54a4-899d-fce6a8fd85c8","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","Membrane or First Coat Seal","3.11 - Field"
"4a06e52b-a23e-5554-9a35-29df9d93517f","","checkpoint-group","not-started","","","FALSE","FALSE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","DG and AC Mixes NZTA M10:2020, SMA Mixes NZTA M27:2020, PA Mixes TNZ P/11"
"209de235-23dc-521f-babb-3cedef053bff","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","DG and AC Mixes NZTA M10:2020, SMA Mixes NZTA M27:2020, PA Mixes TNZ P/11","4.01 - PQE"
"dc42451d-01de-5d66-9587-2158c2515fa5","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","DG and AC Mixes NZTA M10:2020, SMA Mixes NZTA M27:2020, PA Mixes TNZ P/11","AUTHORITY HOLDPOINT"
"c3c28750-193b-57e9-9bca-3063a110f5d8","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","DG and AC Mixes NZTA M10:2020, SMA Mixes NZTA M27:2020, PA Mixes TNZ P/11","4.02 - Lab"
"0e7d218b-0926-51d5-8c7f-97713527c474","","holdpoint","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","DG and AC Mixes NZTA M10:2020, SMA Mixes NZTA M27:2020, PA Mixes TNZ P/11","AUTHORITY HOLDPOINT"
"9032bf21-bc5d-5f1f-b25f-825a73c3a2fe","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","DG and AC Mixes NZTA M10:2020, SMA Mixes NZTA M27:2020, PA Mixes TNZ P/11","4.03 - Lab"
"84822079-f3aa-5ea7-88d2-be1d28474430","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","DG and AC Mixes NZTA M10:2020, SMA Mixes NZTA M27:2020, PA Mixes TNZ P/11","4.04 - Lab"
"d4928963-2bb0-5403-be1d-227a17eb78fe","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","DG and AC Mixes NZTA M10:2020, SMA Mixes NZTA M27:2020, PA Mixes TNZ P/11","4.05 - Lab"
"8db564ae-4c59-5daf-95ce-b030482122d6","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","DG and AC Mixes NZTA M10:2020, SMA Mixes NZTA M27:2020, PA Mixes TNZ P/11","4.06 - Lab"
"cb51ba1c-89cf-5d7a-a02a-0c73e72ab6d4","","checkpoint-status","not-started","","","TRUE","TRUE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB","DG and AC Mixes NZTA M10:2020, SMA Mixes NZTA M27:2020, PA Mixes TNZ P/11","4.07 - Field"
