"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e964135b-491d-49a1-b0c1-924fd4a6dea0","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Tile Cladding QA"
"429edc65-62a9-4fbd-b982-f903f3dd1174","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Tile Cladding QA","Elevation"
"a1b4b57c-2fec-4763-98ad-11d806183362","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","1"
"a0212ea6-dd55-487c-8e2e-d13359db3604","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","2"
"474c6c1b-6c50-4783-8890-2ee75902a928","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","3"
"bc8f0590-a571-4766-85ae-4fc5963ea368","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","4"
"74736fd5-b143-4f48-bc67-e41aa4b73fd0","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","5"
"8da8430c-d63b-49ec-b829-c9a98147de4a","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","6"
"10a3703b-9172-452c-ac19-931a0fd765e4","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","7"
"a99c88f2-80a1-4cea-b721-ba2dc86bdca6","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","8"
"d30719c7-208b-4830-bd19-32759c39dfd4","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","9"
"6ee6ed45-50c7-42ae-90d8-dbee9f94bb14","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","10"
"3d3df399-dcb5-4bde-b117-72b9b5af2275","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","11"
"8979627b-a42a-4164-b0d5-5448e42ca76f","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","12"
"c6a9ba22-d48b-401e-99fa-bcdb1323b7e6","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","13"
"72ce18f4-d28d-43a4-a64f-cdea385a4626","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","14"
"4d41725d-6aa1-4d56-a182-8b4e73c9086e","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","15"
"09f0ddda-5b77-4897-9f6e-71464172b49d","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","16"
"1935b546-4bdb-4bc0-8adb-a5bb84cd4bf5","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","17"
"7d285b39-347c-4790-9f25-eeedec497b18","","folder-normal","fail","","step","TRUE","FALSE","Gridline"
"4044da82-99c9-4f9c-bfcf-9ba11cb8a9ee","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 1"
"b9f67a79-eb2e-4433-9deb-e9addd324922","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 1","West L1 D-G"
"3756f1a7-0cf7-4ca4-9561-a96bf47dccc5","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 1","West L1 D-G","A001"
"a063a0a2-cb24-489b-b65d-91c3a90cae16","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","South L3 C-H","B-201"
"909275a1-a92e-4d5e-9102-c457a40c3a20","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-201","Toilets Checklist"
"7344ec1c-ca49-401d-a610-95a64734a61e","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-201","Bathroom Checklist"
"5b153438-8bc4-4025-967b-0ae39019b596","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","South L3 C-H","B-202"
"0e54cc14-20d3-4ed0-84d7-3a382f6385c9","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-202","Toilets Checklist"
"87d321e6-fad2-4a98-9102-2c1ed9d1eb15","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-202","Bathroom Checklist"
"4e581e8a-b77b-4471-a5d2-9f736f11eeba","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","South L3 C-H","B-203"
"969921ee-0d9c-46a8-895c-42d422d8199f","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-203","Toilets Checklist"
"c4a9b8da-4f0d-4514-904c-922bd8f637e3","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-203","Bathroom Checklist"
"9af52c0e-26b4-459d-b20b-7e3b3f51278c","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","South L3 C-H","B-204"
"09531e83-e16b-46aa-a40e-f07c460858e9","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-204","Toilets Checklist"
"611c5d7f-7938-4a52-82d9-9b9094ad277c","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-204","Bathroom Checklist"
"c4513fc3-ec23-41b0-b170-6163f43d64c5","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","South L3 C-H","B-205"
"51901917-2b5c-47cf-9746-d5ad8f4f3cf5","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-205","Toilets Checklist"
"04be9e62-6a59-4ec6-9e47-596eb806cfeb","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-205","Bathroom Checklist"
"83f6e8d2-a59b-4ddd-bc75-208b8f65460d","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","South L3 C-H","B-206"
"3a9879d0-9b1c-4549-9015-b8424d5c67be","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-206","Toilets Checklist"
"1adfe574-e70b-4d82-80ed-96db5a27c066","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-206","Bathroom Checklist"
"aad07ab8-a634-46ea-be3b-b33713aff525","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","South L3 C-H","B-207"
"272656b7-5f5e-4f23-a0b6-a546349bfc99","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-207","Toilets Checklist"
"d2733229-aa30-4839-aeaa-65c2028d2d63","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-207","Bathroom Checklist"
"66dd7956-9a50-494a-976e-df8e968a28b0","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","South L3 C-H","B-208"
"6d1efe6f-5217-48c6-83aa-4f991ae3e095","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-208","Toilets Checklist"
"7af254e4-2d29-40c3-bab9-54dd8bdc67fd","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","B-208","Bathroom Checklist"
"7464abcc-120f-46b2-bea5-0583ee29aca5","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","East L3 D-H"
"c5b93951-d23c-40fd-9075-24260b24d0c1","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","East L3 D-H","CS-201"
"4fd5cd52-a723-444f-9736-577c63f12b97","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-201","Toilets Checklist"
"dc44af2a-3c8f-4cb7-a232-95625fe12afb","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-201","Bathroom Checklist"
"0d699495-c1c6-48ae-9146-d0af57336de4","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","East L3 D-H","CS-202"
"44011b21-2e50-47d0-b33a-026a98c96570","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-202","Toilets Checklist"
"e4c5972c-a040-4df2-b79d-b4e624952df3","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-202","Bathroom Checklist"
"f309a0bd-5fe5-460a-9dc7-e919cd7f60ee","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","East L3 D-H","CS-203"
"c2040d7e-0efe-4a3d-8d3e-31ede9664946","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-203","Toilets Checklist"
"b256a3dc-b81b-49d9-b39e-ef107df6110c","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-203","Bathroom Checklist"
"d0d6e21e-a648-442e-97e2-d2ead983fafb","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","East L3 D-H","CS-204"
"24e95b8f-59aa-42b9-97e5-5d0c54c138f6","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-204","Toilets Checklist"
"2d41651f-1586-497b-8e91-a5a1076bc795","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-204","Bathroom Checklist"
"8f748b8b-8d12-432f-8e3a-f94047ad0481","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","East L3 D-H","CS-205"
"a0858bca-1e7c-4d9f-8433-16ef077ebdaf","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-205","Toilets Checklist"
"81865157-3265-4fe9-9dca-4140d84705e9","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-205","Bathroom Checklist"
"c3cd9ed0-08ac-4326-a0b6-446fd2b1d8ae","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","East L3 D-H","CS-206"
"8727fc93-4ec6-459f-990f-f08a010acb91","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-206","Toilets Checklist"
"161046b0-f7d9-4c30-bd6b-d04be9088302","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-206","Bathroom Checklist"
"ccca2500-3276-4e46-99df-80cc23fd8b93","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","East L3 D-H","CS-207"
"ebfd1235-f902-471b-9a1e-cf14f954309f","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-207","Toilets Checklist"
"5a63e95a-76ea-4a46-a309-fba8e26ce571","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-207","Bathroom Checklist"
"8f8641d6-71ab-474d-b452-b9d10d642a52","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","East L3 D-H","CS-208"
"d81bb586-a247-4873-ac72-f489cad2239d","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-208","Toilets Checklist"
"d0723588-a90e-4b03-b151-d7f3e7d82640","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-208","Bathroom Checklist"
"f4543454-7309-46a7-85cf-e6fdf7ece3c4","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","East L3 D-H","CS-209"
"e19b7583-9f12-451c-a4a9-6e68a05c2df4","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-209","Toilets Checklist"
"1355d12b-fa38-4b9b-aef3-ca47d004e4e1","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-209","Bathroom Checklist"
"00f29962-cb5a-476a-8e82-fe91102d8e18","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","East L3 D-H","CS-210"
"6162768d-dd35-4fc3-85c7-d66618a1c308","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-210","Toilets Checklist"
"30830208-699b-4183-ac4c-5efd420eabcb","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-210","Bathroom Checklist"
"f0a80846-9389-463a-96e8-bf57187cde26","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","East L3 D-H","CS-211"
"24730abe-96da-44fa-a0c0-eb9f1a6fd2b3","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-211","Toilets Checklist"
"354d4353-5548-4b2d-ba45-31b51ce16765","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-211","Bathroom Checklist"
"e2222601-8962-4b05-b34c-83b1b6948d42","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","East L3 D-H","CS-212"
"91f23cef-38ed-4d74-8a5a-533a1c278706","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-212","Toilets Checklist"
"312cd056-acd7-4402-a058-750797633b81","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","East L3 D-H","CS-212","Bathroom Checklist"
"36e97169-84de-4703-b582-3217004f1516","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4"
"2f7576b2-8208-40db-bdaf-b7b16a597064","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","West L4 D-G"
"d1693b6c-bc83-469d-bdf1-fbad631b1f26","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","West L4 D-G","A-301"
"d0a7e621-8cd0-4157-a5df-0386a6705313","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","West L4 D-G","A-301","Toilets Checklist"
"4925bf4f-f25c-421d-b06d-ba4f7895604c","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","West L4 D-G","A-301","Bathroom Checklist"
"08e02233-bfe7-4485-b471-9b9160c16908","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","West L4 D-G","A-302"
"1b6351f1-b6ab-4ab1-844a-5364aaa1e64f","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","West L4 D-G","A-302","Toilets Checklist"
"53e8202c-6c68-400b-8ae6-05fb1d2a90de","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","West L4 D-G","A-302","Bathroom Checklist"
"2c184462-0dfd-49e9-8ab7-7bacbf3512ea","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","West L4 D-G","A-303"
"00d736e7-1e42-4e87-bb3b-0fac7d564131","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","West L4 D-G","A-303","Toilets Checklist"
"618902e6-33b1-482d-aa2a-823bd332c721","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","West L4 D-G","A-303","Bathroom Checklist"
"69b50285-e976-4492-b04f-f9b451cdafc1","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","West L4 D-G","A-304"
"7417e14d-42db-421e-a363-5b09a6289b52","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","West L4 D-G","A-304","Toilets Checklist"
"6ec7c10e-1eb7-4a84-8537-aa9f367c4124","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","West L4 D-G","A-304","Bathroom Checklist"
"3af49cef-0ce5-4a55-b598-ec2a66087673","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","South L4 C-G"
"67abd5a9-56e8-4220-bbde-11e6c9270051","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","South L4 C-G","A-305"
"cdad92cb-3316-4a05-97da-6bf826463cde","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","A-305","Toilets Checklist"
"8ff4ccfd-c6b8-4be7-882b-22142381abb1","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","A-305","Bathroom Checklist"
"db76424b-81a6-491c-bc03-35aa912c9d04","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","South L4 C-G","A-306"
"f7e8d958-8db4-4eb6-981a-8c992386d359","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","A-306","Toilets Checklist"
"37a75800-3646-48f1-8914-3d00383c2e81","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","A-306","Bathroom Checklist"
"d8fea457-1e3d-44f7-9bcf-358f42b2bc87","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","South L4 C-G","B-301"
"0d493ff6-f5e1-4b90-ba44-3298e0ace2c6","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","B-301","Toilets Checklist"
"5d4d12c0-e48c-4024-afbe-984691899615","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","B-301","Bathroom Checklist"
"146737b9-8ae4-478b-97c3-ceb32f268dd1","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","South L4 C-G","B-302"
"d910470d-240f-4a34-9276-8829d571a39a","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","B-302","Toilets Checklist"
"5acc4b37-2dc6-46b7-8253-23d65660edeb","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","B-302","Bathroom Checklist"
"46494b57-3344-4ab4-9a85-503a9625a0c9","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","South L4 C-G","B-303"
"fe316620-a26d-4836-a17e-90af216f3105","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","B-303","Toilets Checklist"
"a52aab87-5b6a-4e0f-87c0-5925a8148298","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","B-303","Bathroom Checklist"
"57fc5a80-63ea-4b11-b8c2-658506ac6a50","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","South L4 C-G","B-304"
"0f47a767-1f42-4459-8884-03b2c754d872","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","B-304","Toilets Checklist"
"23e17b56-0194-4abf-b400-d5e3a8057301","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","B-304","Bathroom Checklist"
"b3229a60-d039-456d-bc94-29275a49171e","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","South L4 C-G","B-305"
"8c2aa920-55f6-4314-bccf-b4249e86b1e8","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","B-305","Toilets Checklist"
"539d1e6d-3bd7-4a52-9c41-335fc7a315b0","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","B-305","Bathroom Checklist"
"8df159d0-df7b-4edf-95f0-05c340cc61eb","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","South L4 C-G","B-306"
"8c97235e-de2e-46db-b921-b38772319f69","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","B-306","Toilets Checklist"
"599be89e-d7c0-47cf-8392-d5240a5c3c55","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","B-306","Bathroom Checklist"
"af13514a-aaca-4d4c-80ce-55d10e6128f0","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","South L4 C-G","B-307"
"10bc3ba0-15c4-45ca-9209-d164926337ca","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","B-307","Toilets Checklist"
"d350c481-22c9-42c4-8f1e-b1bb66030df2","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","South L4 C-G","B-307","Bathroom Checklist"
"96e7e8cd-29c4-4aef-82f6-2d5155b26e58","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H"
"29e8c76d-1eec-4595-8651-38559b7504ef","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-301"
"118d4db9-4cb2-4ad6-a940-37364d07eb73","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-301","Toilets Checklist"
"cfa59929-be48-4c09-ba03-328d8391e779","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-301","Bathroom Checklist"
"d3130dd1-dc81-4fa3-9349-bf24c42a7477","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-302"
"4defb462-0d19-4803-bafd-7061ab75bd22","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-302","Toilets Checklist"
"f923b75a-8383-4acf-bf84-88847f371dae","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-302","Bathroom Checklist"
"7b5247d8-39b0-4b8c-8563-649c08fad440","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-303"
"6d04b267-0338-4946-b316-965c58b472f4","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-303","Toilets Checklist"
"2ca30368-0c80-4f52-8b78-17a1d2258f6d","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-303","Bathroom Checklist"
"a0f6c2e9-491c-439f-9e8d-fcdadbf8899d","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-304"
"f81fe8c1-b158-4227-a830-d450ea9265f4","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-304","Toilets Checklist"
"e1cd9a1f-8846-4034-8e52-d8070b630ad3","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-304","Bathroom Checklist"
"9b70d385-d030-4f2d-b25e-e0b1f85583a6","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-305"
"dc2b4ab1-ae84-434a-804e-d2c25da119f9","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-305","Toilets Checklist"
"c417a96e-1dfd-4031-aeff-7c69d722f021","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-305","Bathroom Checklist"
"551774c0-f125-4ee0-8c7c-cababa14a715","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-306"
"4ffbb7e4-bfce-4954-970c-2ec8da2e1e6c","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-306","Toilets Checklist"
"e2219c71-9d52-49ff-8bb3-551cae42a551","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-306","Bathroom Checklist"
"d14f4e11-165d-45a1-93f8-c6827845989d","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-307"
"88d4ee21-1411-4084-a17c-9339b2dd3e5c","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-307","Toilets Checklist"
"5c41776f-4b8e-42e5-97c6-68561ce93061","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-307","Bathroom Checklist"
"b9288d0f-4a79-470d-a3b4-8047e1dbd289","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-308"
"c3549027-beef-4004-ad11-d36ca5ac2054","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-308","Toilets Checklist"
"df05c26f-49ec-4285-8c36-5da92e8ad426","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-308","Bathroom Checklist"
"b0a4fb14-3bbe-41ba-ac16-72e5af0a903a","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-309"
"e7db3fc0-8b36-4c51-8c6a-e5612bc54fa5","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-309","Toilets Checklist"
"18bc7a0c-cfa2-4129-95cb-5f24cc508ab8","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-309","Bathroom Checklist"
"81714720-6ccd-4adc-941f-8c91b204707c","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-310"
"993b1bd3-ab09-4ac1-bb0e-eeafef32945d","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 4","North & East L4 P-H","CS-310","Toilets Checklist"
