"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"da115af4-b8d4-40ea-8310-0718e3f0e0fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Construction"
"e136990f-ac23-4e4f-a9bd-041e9b0208e9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Construction","STAGE 1"
"c5bb3ace-35a9-49bc-bd42-219840b130d7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Construction","STAGE 1","ZONE 1B"
"9e40f3e3-4fa8-4cba-9dce-c4fcce3efec6","","folder-normal","not-started","","step","TRUE","FALSE","Construction","STAGE 1","ZONE 1B","3) ITP-003 - Asphalt & Sealing"
"225ec078-5aff-4c3c-a690-9431185e2a6f","","checklist-sectioned","not-started","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1B-1 (REGULATION LAYER)"
"9d02b2eb-7fc5-52a7-95ff-c3c5e29add8d","","checkpoint-group","not-started","","","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1B-1 (REGULATION LAYER)","1.0 Pre-start activities"
"412db338-8bff-50d8-8c46-d5026e4726b9","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","3.0 Bedding","Request Sign Off"
"f7f7bcd5-2e8a-541a-817d-f62087198f4b","","checkpoint-group","not-started","","","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","4.0"
"294143ed-63d5-5456-b070-0bb92eb42b8d","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","4.0","• Are pipes being laid from downstream end?"
"e970d54e-2d97-593c-8cf7-b14ada41b79f","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","4.0","Request Sign Off"
"0c19eeea-8f0f-5ef6-9ae1-cf051b730a26","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","4.0","• Have pre-cast pits been installed at the correct location and to the dimensions shown on the drawings?"
"dc908422-d291-5817-b5b7-8133b16d52cd","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","4.0","Request Sign Off"
"5c91cf87-8d8a-54fd-b714-aa8ee7e77b9f","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","4.0","• Have pits greater than 1.0 meter been fitted with step irons?"
"dbd1a413-9409-5117-b345-f22ba5e01160","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","4.0","• Has the drainage pit floors been smoothly shaped from the inlets to the outlet for a height of one third of the diameter of the outlet pipe with cementitious mortar?"
"b01fc06f-25b8-5da1-a26a-ae745383c90e","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","4.0","• Has the joints between drainage pits, access chambers and pipes shall be made watertight using a cementitious mortar?"
"9ae64f24-b0af-5319-9d4c-7428db859705","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","4.0","Request Sign Off"
"9325a36a-4298-5802-afbb-e77871c47648","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","4.0","Are rubber rings to be used on rubber ring joint pipes clean and free of debris?"
"0fc7ded7-f4e8-5c2a-832b-b068ba50f421","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","4.0","Request Sign Off"
"8d6be812-558b-5fe0-a7d7-d765c6578af6","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","4.0","• Fitting of Covers"
"c89cd259-6010-5d92-96d8-72539742cafe","","checkpoint-group","not-applicable","","","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","5.0 Installation of Box Culverts"
"2f7e2bfa-969f-543d-bf12-349178c9126d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","5.0 Installation of Box Culverts","• Have consecutive sections of box culverts been firmly butted together?"
"8e236775-5a26-5dfa-94c8-60dbfa20c6ea","","holdpoint","not-applicable","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","5.0 Installation of Box Culverts","Request Sign Off"
"c3e074d6-51aa-56dd-bf8b-a6b6bf89c4b7","","checkpoint-group","not-started","","","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","6.0 Backfilling"
"3f3783e6-0396-5faa-830f-c01108dfca2b","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","6.0 Backfilling","• Has the haunch zone been extended from top of bedding layer to 1/3 pipe diameter? Haunch zone material to be same as bedding layer. Haunch zone to be compacted to refusal in max 150mm layer."
"35172e4d-7bc9-5a2f-9ca9-9543eb18e27d","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","6.0 Backfilling","Request Sign Off"
"b1e43795-2c20-5364-a4d2-83bd8bbab423","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","6.0 Backfilling","• Has the pit been backfilled in layers not exceeding 300mm? Pit backfill to be compacted to refusal using hand held equipment."
"63ccfe95-4a9c-58bc-8191-d950721b0fb5","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","6.0 Backfilling","Request Sign Off"
"2095a5b7-40bd-5755-bea6-4ecd98583dca","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","6.0 Backfilling","• Has the pipe been laid with adequate fall and invert levels within ±10mm of design?"
"9f4daa3a-3128-574a-95cc-c7647a95da56","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","6.0 Backfilling","Request Sign Off"
"07f40352-bf09-5424-b39d-e60bdade2a3c","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","6.0 Backfilling","• Has a total of 3 compaction tests taken place, per lot, inclusive of pit compaction, achieving 97% compaction?"
"1074c020-5faa-517d-8277-90635fbe7680","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","6.0 Backfilling","Request Sign Off"
"f9ded9f8-8612-502d-987a-214fa4d9a994","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","6.0 Backfilling","• Have all storm water lines been inspected by CCTV and found to be free of defects prior to placement of pavement?"
"166fcbfb-59f2-5202-a4f2-5e92d65b9ffa","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-6 (PV-2.2 to PV-2.3A - 2x825mm RCP)","6.0 Backfilling","Request Sign Off"
"d0b04fda-661b-4d70-b06c-cfb03ac0c2a1","","checklist-sectioned","work-in-progress","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))"
"b0d201f4-91a0-5dad-a4ed-7bdd628ea141","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities"
"ab2928e6-c565-5279-b430-c1db829a0830","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities","• Are the drawings, complete & current?"
"cb97a375-b48a-5494-8398-46aa933e5837","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities","Request Sign Off"
"269a174e-4eb5-5a32-8e28-84f1090b127a","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities","• Lot shall be defined from pit to pit (or endwall, where applicable)."
"b7b80ed3-0561-5ed4-9102-6c68777aa946","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities","Request Sign Off"
"94f0bd77-1993-5e7b-881e-9f0aede8fab2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities","• Is the Box Culvert free of defects and to drawing dimensions?"
"2a966ef4-5496-565b-9a59-e1afb1b314e6","","holdpoint","not-applicable","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities","Request Sign Off"
"3e3e519c-f94f-513d-ad64-29f6e6dba258","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities","• Is the Pipes free of defects and to drawing dimensions?"
"97b8e748-460b-53c0-be80-12eb443b34ab","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities","Request Sign Off"
"76ea1f67-eaae-578e-a573-3b1c8a3c2915","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities","• Have proposed precast Covers, Grates, Lids and Pits been approved for use?"
"c63f2618-8960-5db5-9187-8f8ec9fabb20","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities","Request Sign Off"
"aba1fa52-6578-511b-a29d-b19ef9acebef","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities","• Is material free from perishable matter and lumps?"
"e18070e0-2c3a-51c3-bef5-41823ef71c6e","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities","Request Sign Off"
"81da15ce-fa44-58c9-bcf9-5e866224eab2","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities","• Pipe/Box Culver/PIT Size & Class"
"7300a236-27d4-57ab-90a2-fe0e15dc2f91","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","1.0 Pre-start activities","• Stage/Zone"
"7aa6ed14-b644-5a29-9dd1-248c1250d2ac","","checkpoint-group","not-started","","","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","2.0 Excavation"
"c9ee1539-8d96-5b62-a3fe-5e08716eb9b6","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","2.0 Excavation","• Is the trench clearance width between 300mm to 600mm?"
"6cf239e9-7654-5500-aa71-64093cb362dd","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","2.0 Excavation","Request Sign Off"
"28a0b7d5-8a7c-58d3-9b90-8d18e6ae5711","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","2.0 Excavation","• Is the pit excavation not less than 400mm from external pit wall to side of excavation?"
"4d2753ed-9249-572a-aae0-e71b034c14af","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","2.0 Excavation","Request Sign Off"
"ae37283f-2ee9-5917-91e8-b0aa27d94661","","checkpoint-group","not-started","","","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","3.0 Bedding"
"a2f49e45-c861-50a4-b56a-a118bdecd580","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","3.0 Bedding","• Is the Pipe Diameter less than 1500mm? If so, has 100mm of bedding been placed?"
"b6874309-380a-5579-944a-ef101b9b88bd","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","3.0 Bedding","Request Sign Off"
"d168e017-1f80-5640-ae79-24350a78825a","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","3.0 Bedding","• Has bedding been placed and compacted to a thickness not less than 80mm on clay foundation?"
"c927bc1d-aadb-59ed-b227-de0ed94f5206","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","3.0 Bedding","Request Sign Off"
"4d65b0ca-d320-5e4d-adde-715c57d2df62","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","3.0 Bedding","• Has bedding been compacted to refusal?"
"bfc04a72-f4c0-528c-b3b0-5cd26a1e46e4","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","3.0 Bedding","Request Sign Off"
"ead50969-8ba0-5f66-9d11-71a427c376fb","","checkpoint-group","not-started","","","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","4.0"
"0cd271d0-3e03-5872-8146-63b7caf6b864","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","4.0","• Are pipes being laid from downstream end?"
"9573b5c7-8be0-52d2-b552-de2000daf56f","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","4.0","Request Sign Off"
"8f0634a1-e39b-5a20-942b-812dae2935ac","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","4.0","• Have pre-cast pits been installed at the correct location and to the dimensions shown on the drawings?"
"f027b051-7d01-58e2-b49e-d7bc42aa9bb5","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","4.0","Request Sign Off"
"20aace4e-c150-5c72-9153-3adece2981e9","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","4.0","• Have pits greater than 1.0 meter been fitted with step irons?"
"811ede7e-cb11-5126-9b85-f4464f4c58ab","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","4.0","• Has the drainage pit floors been smoothly shaped from the inlets to the outlet for a height of one third of the diameter of the outlet pipe with cementitious mortar?"
"64b56833-45b9-508e-a0f1-1f9149d282b8","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","4.0","• Has the joints between drainage pits, access chambers and pipes shall be made watertight using a cementitious mortar?"
"c4417c3e-adf8-5a6f-a913-08e836593392","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","4.0","Request Sign Off"
"7575e86e-28c0-5feb-8e9f-99510b7e1386","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","4.0","Are rubber rings to be used on rubber ring joint pipes clean and free of debris?"
"85401264-6aee-5991-972e-bbfe38af6b52","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","4.0","Request Sign Off"
"e46acb1e-469f-5bbb-a28b-c1f4b8ac5a9d","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","4.0","• Fitting of Covers"
"461896b4-dd03-5e16-97fb-283a4237c030","","checkpoint-group","not-applicable","","","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","5.0 Installation of Box Culverts"
"d668d8f6-8fd6-5b4f-ba6c-e06fdadd29ed","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","5.0 Installation of Box Culverts","• Have consecutive sections of box culverts been firmly butted together?"
"0e3c231e-183f-5341-80c0-5c90a8acfecd","","holdpoint","not-applicable","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","5.0 Installation of Box Culverts","Request Sign Off"
"0dab5f4e-bda6-5542-95d2-5e5611aa02c1","","checkpoint-group","not-started","","","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","6.0 Backfilling"
"fae35867-e389-5ddb-813d-59b9657990bc","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","6.0 Backfilling","• Has the haunch zone been extended from top of bedding layer to 1/3 pipe diameter? Haunch zone material to be same as bedding layer. Haunch zone to be compacted to refusal in max 150mm layer."
"1d94af80-1448-58f1-9e3b-5b4e6c9ab245","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","6.0 Backfilling","Request Sign Off"
"9ea535de-6d1e-548b-b4b0-03297b1083bb","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","6.0 Backfilling","• Has the pit been backfilled in layers not exceeding 300mm? Pit backfill to be compacted to refusal using hand held equipment."
"0ad5c49f-7602-5203-a7a9-f419e55e0168","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","6.0 Backfilling","Request Sign Off"
"51f686fb-c9b3-56f9-9045-899e6db0ea51","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","6.0 Backfilling","• Has the pipe been laid with adequate fall and invert levels within ±10mm of design?"
"6f80639a-f6ae-5923-973c-f972939795be","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","6.0 Backfilling","Request Sign Off"
"89909bd8-482f-59d5-9b9c-d603df50df46","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","6.0 Backfilling","• Has a total of 3 compaction tests taken place, per lot, inclusive of pit compaction, achieving 97% compaction?"
"0ca44273-9aa5-5968-b913-7c1543b195b1","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","6.0 Backfilling","Request Sign Off"
"363ace96-af7d-57f5-8726-2ffd2c538165","","checkpoint-status","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","6.0 Backfilling","• Have all storm water lines been inspected by CCTV and found to be free of defects prior to placement of pavement?"
"6c35aaf3-30fe-5b91-a1a2-6ff2d11b390c","","holdpoint","not-started","","","TRUE","TRUE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-7 (PV-2.2A to PV-2.2 (1050mm RCP))","6.0 Backfilling","Request Sign Off"
"73585f17-29f1-4258-b165-7e3e16ec5523","","checklist-sectioned","work-in-progress","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-8 (PV-2.3A to PV-GPT-2 (1050mm RCP))"
"4e609627-071b-523e-a331-bd37b7733418","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-1B-8 (PV-2.3A to PV-GPT-2 (1050mm RCP))","1.0 Pre-start activities"
