resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1009,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1010,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,Level 11,,,,,,,
,step,,,,,,1101,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1102,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1103,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1104,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1105,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1106,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1107,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1108,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1109,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1110,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,Level 12,,,,,,,
,step,,,,,,1201,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1202,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1203,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1204,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1205,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1206,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1207,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1208,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1209,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1210,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,Level 13,,,,,,,
,step,,,,,,1301,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1302,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1303,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1304,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1305,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1306,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1307,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1308,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1309,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1310,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,Level 14,,,,,,,
,step,,,,,,1401,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1402,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1403,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1404,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1405,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1406,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1407,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1408,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1409,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1410,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,Level 15,,,,,,,
,step,,,,,,1501,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1502,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1503,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1504,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1505,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1506,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1507,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1508,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1509,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1510,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,Level 16,,,,,,,
,step,,,,,,1601,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1602,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1603,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1604,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1605,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1606,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1607,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1608,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1609,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1610,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,Level 17,,,,,,,
,step,,,,,,1701,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1702,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1703,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1704,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1705,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1706,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1707,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1708,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1709,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1710,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,Level 18,,,,,,,
,step,,,,,,1801,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1802,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1803,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1804,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1805,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1806,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1807,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1808,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1809,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1810,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,Level 19,,,,,,,
,step,,,,,,"Lobby, Lift & Stairs",,,,,,
,step,,,,,,1901,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1902,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1903,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1904,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1905,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1906,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,1907,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,Level 20 / Stacks,,,,,,,
,step,,,,Building B,,,,,,,,
,step,,,,,Ground Floor,,,,,,,
Internal Drainage,checklist,,,,,,Internal Drainage,,,,,,
Internal Stormwater,checklist,,,,,,Internal Stormwater,,,,,,
Sewer Stacks / Storm water stacks,checklist,,,,,,Sewer Stacks / Storm water stacks,,,,,,
Meter Cupboard / Copper Riser,checklist,,,,,,Lobby,,,,,,
,step,,,,,,Commercial Space,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,Male Toilet,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,Female Toilet,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,Accessibility Female Toilet,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,Accessibility Male Toilet,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,G08,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,,G09,,,,,,
Plumbing Rough-In Water/Gas/Sewer Checklist,checklist,,,,,,,Plumbing Rough-In,,,,,
Fit Off Checklist,checklist,,,,,,,Fit Off,,,,,
Commissioning/Handover & Testing Checklist,checklist,,,,,,,Commissioning,,,,,
,step,,,,,Level 1,,,,,,,
