"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"65348e06-f5cb-446a-b899-db5e274a5674","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"f7378309-bb8c-5f1a-9a74-d8061f3d82a9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"41d351d1-28c0-5b2e-8124-7b634df62af8","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"cff59ae0-3f52-5d76-896d-b9180ac327e4","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"34b69f5f-9202-5987-be9f-4b4eb062ab1e","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"2f757f5b-73f2-5480-9edf-0590a550a9ca","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"88ad302b-ea28-5d32-b832-2fef6d9620b4","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"60d7fabc-028b-4253-bfab-7d0599ae9cc2","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"9a35beb7-ef18-4516-88b8-98db53abc0f7","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Cable Systems"
"88e4cd86-afcb-4999-b24b-011e344ffbf9","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Cable Systems","1No RoofSafe Cable System - Line 01"
"51de5436-c487-477f-8895-d39fc1bc4d5d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","1No RoofSafe Cable System - Line 01","Pre-Fit Off Checklist"
"5bc67e8b-0c0b-5cb3-9a34-960f3e544c28","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 07","Installed as per PBI drawings supplied and manufacturer's requirements"
"3c893395-eed6-4b62-a1bc-254599c34b47","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 08"
"80d68b94-718d-5de6-8ffd-036121b67bb0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 08","Confirm the structure is in accordance with the details supplied by PBI"
"c907d975-6a50-5a15-8026-3e9dd2cdf809","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 08","EMAIL PM"
"99037085-94d8-5848-b475-3c940ad655af","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 08","Required number of photo(s) taken of installed anchor(s)"
"339d9461-aa1e-59ef-8413-87e2749e6fe0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 08","Installed as per PBI drawings supplied and manufacturer's requirements"
"c584f657-2659-4486-bdda-18d8570ed1af","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 09"
"9891a18f-c89b-5bdc-99c7-21261158b299","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 09","Confirm the structure is in accordance with the details supplied by PBI"
"e51e8984-4391-57e3-91e3-375c5b620466","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 09","EMAIL PM"
"e2694562-4278-5a81-9b38-eb3e3fac467a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 09","Required number of photo(s) taken of installed anchor(s)"
"39a48e8d-dd55-50ed-929f-c62f05bbc296","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 09","Installed as per PBI drawings supplied and manufacturer's requirements"
"49bdd765-a66d-4e61-a2f6-92379a711a12","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 10"
"12d083b4-7c0a-5c17-88a6-6ab20e3eb9f0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 10","Confirm the structure is in accordance with the details supplied by PBI"
"54137bae-84c3-5bd4-8b76-a366a09503bd","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 10","EMAIL PM"
"1013f7b9-9b3b-52ea-a6b8-e23e861edb0b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 10","Required number of photo(s) taken of installed anchor(s)"
"99512efc-a162-56ac-a975-31aea5d14ada","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 10","Installed as per PBI drawings supplied and manufacturer's requirements"
"2b65074c-41b9-4935-86a8-1473ce032edf","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 11"
"03cf7a79-671e-570a-9234-ca3af331e7ae","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 11","Confirm the structure is in accordance with the details supplied by PBI"
"21127f76-fb1d-5d0b-a3b8-0cb0ae4ddac9","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 11","EMAIL PM"
"c05584e6-d852-5e58-9a3e-d823c8e8b227","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 11","Required number of photo(s) taken of installed anchor(s)"
"e01e150a-24f0-5bfe-b49c-5c6958b9cd4a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 11","Installed as per PBI drawings supplied and manufacturer's requirements"
"29e3ac38-00f7-4a27-b92b-423f91987d55","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 12"
"2d957f35-0bcd-577b-8163-4fdc128710c5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 12","Confirm the structure is in accordance with the details supplied by PBI"
"e444c2dc-c51f-5f3f-8075-25e1ce9a93be","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 12","EMAIL PM"
"60f5f0bc-1013-5bc3-ab6f-4cd1d2574bc3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 12","Required number of photo(s) taken of installed anchor(s)"
"2e1d7dee-e01c-55f7-85a5-2281f0010d4b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 12","Installed as per PBI drawings supplied and manufacturer's requirements"
"bae03833-ca1a-4386-a11a-15a370b73e7d","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 13"
"da43d0ac-5edc-5954-bb45-a7aabe920770","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 13","Confirm the structure is in accordance with the details supplied by PBI"
"f8fd3272-d200-5834-aead-e887400ce0ca","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 13","EMAIL PM"
"b572f7af-13e9-5aaf-b82c-3fa794ac5706","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 13","Required number of photo(s) taken of installed anchor(s)"
"0d9e8e97-3981-51a5-9a29-1e9be5df71af","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 13","Installed as per PBI drawings supplied and manufacturer's requirements"
"7821f5da-61e1-4258-9b4c-1fbf17398960","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 14"
"aeb51316-f2f3-5126-9816-2556f7bf059c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 14","Confirm the structure is in accordance with the details supplied by PBI"
"ffd7183d-9cc3-5af1-b913-bca258cc4c99","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 14","EMAIL PM"
"0b465824-8095-5388-9fa1-171a6a577364","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 14","Required number of photo(s) taken of installed anchor(s)"
"1af74779-b5d5-5db3-9913-c650ace2bc6c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 14","Installed as per PBI drawings supplied and manufacturer's requirements"
"432aaa10-9d32-4e77-a8a3-98cf4b654d04","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 15"
"3eedfae0-bd65-54a2-9ac9-b417215d0212","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 15","Confirm the structure is in accordance with the details supplied by PBI"
"19b0c47f-fa05-58e1-8ecd-2ead2bc34259","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 15","EMAIL PM"
"50e50be8-fece-574d-b0d7-0a02358848d5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 15","Required number of photo(s) taken of installed anchor(s)"
"7afa9e7b-df86-5b23-a128-4af977ca82a1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 15","Installed as per PBI drawings supplied and manufacturer's requirements"
"d294ac63-4901-4d20-8d05-a5417a735e0b","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 16"
"21ed8fbc-7539-5d6d-aea8-2f525d44fbb5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 16","Confirm the structure is in accordance with the details supplied by PBI"
"15263ded-7170-503a-b489-bd39a43f68ce","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 16","EMAIL PM"
"da9b6ab1-0d12-56dc-bd63-ba6c1120f5ae","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 16","Required number of photo(s) taken of installed anchor(s)"
"f5cd546f-d9db-51d6-b327-0d501a064a32","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 16","Installed as per PBI drawings supplied and manufacturer's requirements"
"ba5d84fa-98dc-4fcf-9e89-21fb6870447f","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 17"
"14de750a-9659-543b-802a-5d21eb9d9434","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 17","Confirm the structure is in accordance with the details supplied by PBI"
"7243d4bb-c8e4-59f7-b6c4-8d40d9772c6a","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 17","EMAIL PM"
"fed0f006-6a5f-5115-a36a-26e813c67106","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 17","Required number of photo(s) taken of installed anchor(s)"
"f65984fa-cec4-5a13-8439-059cd67d0a91","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 17","Installed as per PBI drawings supplied and manufacturer's requirements"
"1411ea61-47a9-4c0b-b358-d218678d4f34","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 18"
"e49b69f5-81a7-58ca-94eb-f702a92b0fb9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 18","Confirm the structure is in accordance with the details supplied by PBI"
"fa7722f5-80b8-5120-ad90-9a4f13ef832f","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 18","EMAIL PM"
"3d9afc29-0380-5902-b2df-418409b5f289","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 18","Required number of photo(s) taken of installed anchor(s)"
"c46d9fd8-aa7b-5e84-be1b-8c564f4f870c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 18","Installed as per PBI drawings supplied and manufacturer's requirements"
"2492b595-aba9-4618-9ceb-bb1f5f456bfc","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 19"
"ec1040ad-836e-55ee-84d5-baedae5948a1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 19","Confirm the structure is in accordance with the details supplied by PBI"
"a078d82f-160f-5881-9e05-a4e5338d39dc","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 19","EMAIL PM"
"ba092be3-d076-5697-8f4a-0cf7ec91c23f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 19","Required number of photo(s) taken of installed anchor(s)"
"38d51e13-84e6-526b-83ea-4a53df8755f3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 19","Installed as per PBI drawings supplied and manufacturer's requirements"
"5bc07b9b-e5bd-435a-95d6-a3b1ea9a5d6c","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 20"
"9f2e380a-a7fb-574f-8e98-3baa8c5bfe87","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 20","Confirm the structure is in accordance with the details supplied by PBI"
"6797b732-3b82-5c69-860e-b9070c5d0671","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 20","EMAIL PM"
"b30b6509-c101-5eac-90d8-c364f1dcd6c5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 20","Required number of photo(s) taken of installed anchor(s)"
"550b4c6b-f120-525d-8838-ba762c6996a9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 20","Installed as per PBI drawings supplied and manufacturer's requirements"
"8cef51f4-082f-47ac-afc5-7af315f743b7","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 21"
"5bf97128-8703-5bca-a0b7-f99840690784","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 21","Confirm the structure is in accordance with the details supplied by PBI"
"ca98c16e-4d85-5af9-9797-33c7cf010acc","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 21","EMAIL PM"
"b56a9d50-8ea6-5615-aca5-d1c2c0909841","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 21","Required number of photo(s) taken of installed anchor(s)"
"2ba3fffa-1f81-5aa2-b841-97769941343e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 21","Installed as per PBI drawings supplied and manufacturer's requirements"
"7a4200f8-1acf-4dea-a30a-2e42b82340a1","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 22"
"8ffc5a8b-a82b-5b38-9798-ba4a0e1e7e10","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 22","Confirm the structure is in accordance with the details supplied by PBI"
"cdb0793c-1d98-5592-baf2-6d9d5c4e5e1b","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 22","EMAIL PM"
"cef88b0c-4c9d-56fb-8e0a-366e9c4451ba","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 22","Required number of photo(s) taken of installed anchor(s)"
"7f39c38b-28ee-519b-a742-fc5b69bb5887","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 22","Installed as per PBI drawings supplied and manufacturer's requirements"
"487a0c4d-e882-433e-b83a-7e4ebd79c792","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 23"
"6e688e2d-ab69-5924-b625-301fd5e8c955","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 23","Confirm the structure is in accordance with the details supplied by PBI"
"1646238a-c107-5e0b-94d9-9fc6d582ead8","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 23","EMAIL PM"
"255dbdad-208a-5141-bd28-0b98259665f8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 23","Required number of photo(s) taken of installed anchor(s)"
"4cc5c290-08b3-5773-a71b-857aa3ced920","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 23","Installed as per PBI drawings supplied and manufacturer's requirements"
"85dbe09d-49b5-4681-9a23-93ae10d38e12","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 24"
"ac426997-ce2c-5126-99d9-e7efd77a6481","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 24","Confirm the structure is in accordance with the details supplied by PBI"
"2303c5b6-cc03-5e95-9095-e665fa48c31e","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 24","EMAIL PM"
"ef878d48-839e-5233-a495-19f845d1d773","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 24","Required number of photo(s) taken of installed anchor(s)"
"423ddf8e-76ed-5918-b10f-25a864fb305b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 24","Installed as per PBI drawings supplied and manufacturer's requirements"
"60d5d544-34c4-4ca9-97be-98d05540bf4f","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 25"
"c61dbf6c-a93d-561b-82e4-fa9762fb53b8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 25","Confirm the structure is in accordance with the details supplied by PBI"
"662b20c6-a813-5f59-abee-ab7010a6a4ae","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 25","EMAIL PM"
"995bd5de-de0e-5788-b820-c37cf004ece0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 25","Required number of photo(s) taken of installed anchor(s)"
"8b765937-1ba1-5479-9ed4-f09c3ba695ee","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 25","Installed as per PBI drawings supplied and manufacturer's requirements"
"f2483193-844c-411f-854e-d37e60a00639","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 26"
"6b1baff8-2297-5df1-8ee8-430b0025f43e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 26","Confirm the structure is in accordance with the details supplied by PBI"
"a580bb59-9df3-5d05-b603-f078f7f86843","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 26","EMAIL PM"
"bf42d4cc-be6e-5ff4-b115-5c0ec42efde4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 26","Required number of photo(s) taken of installed anchor(s)"
"09234b73-38c6-5b7e-bcd8-64fe22fd985e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 26","Installed as per PBI drawings supplied and manufacturer's requirements"
"5e3f01c3-8ae7-498f-9da4-bfa9d9afe5f4","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 27"
"2664a08f-f2dd-5f1c-9e26-9efe6270855c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 27","Confirm the structure is in accordance with the details supplied by PBI"
"9f1e6d6a-effe-5672-a9a0-3240e945874c","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 27","EMAIL PM"
"a6891a85-153b-523e-9ddf-0e58a012188e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 27","Required number of photo(s) taken of installed anchor(s)"
"57f5f156-0b65-54d7-b3c4-93d322ffc959","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 27","Installed as per PBI drawings supplied and manufacturer's requirements"
"888cc93c-2b57-4b1b-9934-af0273ba9b26","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 28"
"d29e922e-a9b4-57e1-b474-a31b27d60b3f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 28","Confirm the structure is in accordance with the details supplied by PBI"
"d97c3c66-29fa-5402-9d92-645556b08d4b","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 28","EMAIL PM"
"d9d6a763-4f49-53ef-a634-390bbdadb9ce","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 28","Required number of photo(s) taken of installed anchor(s)"
"959d0ea2-4b6d-5f9f-909e-91c588dd65d1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 28","Installed as per PBI drawings supplied and manufacturer's requirements"
"98608a58-9823-43a4-9b29-a6c44eb94225","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","31No AP Type 01 - Fall Arrest Anchors","Fit Off Checklist - Anchor 29"
