"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"175233bd-89e7-4ae4-a461-f40b148d9775","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"8de7fbab-8428-4352-a0e0-ebc9575036c9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs"
"db312f5a-1666-48f4-9499-fc53ddb0baaa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A"
"10d56fa3-6812-4e1b-809d-539c430f7737","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A","A1"
"e34ead6c-a135-4d72-8358-74d233012078","","checklist-flat","work-in-progress","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-A.01","AE-ITCX-32 - Electrical Commissioning"
"518a2431-c1c1-44ef-b6da-12dad2c3900b","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-A.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"c3c99d3f-2064-4878-83c1-4eb0ebad13e7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS"
"057d5c75-bf74-4d60-aaab-c224af69d6c4","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-029 - Rough-In"
"c9959327-2bcc-494e-bef6-b3c3a0eb23c4","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-030 - Cut-Out"
"7df809fa-7966-4988-be9d-d06801291ebd","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-31 - Fit-Off"
"04dab039-b1e6-42be-bf1a-870dc17a6e28","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-018 - DB Fit Off"
"f8339705-7cc5-4dec-b397-dae72bc5f41b","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-COMMS","AE-ITCX-006 - Distribution Board Visual Inspection"
"a5cf7fb1-fc99-4afe-8e70-47d66cf63b49","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-B.01"
"8fa0b700-c9ca-45c3-b10c-3aa6dee05689","","checklist-flat","work-in-progress","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-B.01","AE-ITCX-029 - Rough-In"
"5de84b69-48d4-451e-8bd1-9ea06db26b1f","","checklist-flat","fail","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-B.01","AE-ITCX-030 - Cut-Out Sheet"
"41413591-42ff-42a4-9f51-f4cbc1080fe1","","checklist-flat","fail","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-B.01","AE-ITCX-31 - Fit-Off General"
"008034c7-239f-444e-9c85-d8d4c5bf4b66","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-B.01","AE-ITCX-018 - DB Fit Off Sheet"
"0c199a0e-41b0-4bfc-888d-708eed18bc87","","checklist-flat","work-in-progress","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-B.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"e0f335d1-d913-40b5-af51-30b503132d0f","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-B.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"aa98c46b-afd5-4d42-a3d4-e0a8e779f7a1","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-B.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"8cb1e17f-0111-4358-8d7c-1378e3f7cad1","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-B.01","AE-ITCX-32 - Electrical Commissioning"
"407fc2b7-5a58-43cc-abc3-953db8fc3493","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-B.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"c525607c-a5a0-4b30-838a-bb7240754271","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-B.01"
"0ee5c89a-734d-4c93-a2ba-c2b10a32ebc0","","checklist-flat","fail","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-B.01","AE-ITCX-029 - Rough-In"
"c8934249-9f2d-459c-99b8-094e92857bea","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-B.01","AE-ITCX-030 - Cut-Out Sheet"
"ff167d0b-7bcb-4405-806c-2f92657a93c6","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-B.01","AE-ITCX-31 - Fit-Off General"
"cf42f1fb-d0e4-4be2-a2f9-3d02c58f8d6b","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-B.01","AE-ITCX-018 - DB Fit Off Sheet"
"74546c67-53ac-497c-bc64-799492b5b458","","checklist-flat","work-in-progress","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-B.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"38617d12-0bf9-4780-b771-aae1affa0eee","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-B.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"af8de577-cbee-45fc-886d-5f22dc664d5d","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-B.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"bdb3ef5e-f187-4d32-a847-5a1dedd00c5e","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-B.01","AE-ITCX-32 - Electrical Commissioning"
"62fbcf03-beae-4d25-b543-22f7c864dcd6","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-B.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"730af311-3ce4-4971-b127-376482a06210","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-A.01"
"4e3e8ca4-9fa6-4b7b-bdab-75b4a04bfd31","","checklist-flat","work-in-progress","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-A.01","AE-ITCX-029 - Rough-In"
"a1e0ad78-7ee4-4470-8b17-82d4f9c9ebe7","","checklist-flat","fail","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-A.01","AE-ITCX-030 - Cut-Out Sheet"
"c5178798-6217-4c71-bcf1-a10a73c7d484","","checklist-flat","fail","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-A.01","AE-ITCX-31 - Fit-Off General"
"b7d939d8-4207-4067-ac34-54bd53c04d42","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-A.01","AE-ITCX-018 - DB Fit Off Sheet"
"5dc92f48-e02d-4497-9898-200f7ca31d2f","","checklist-flat","work-in-progress","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-A.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"76839aa6-d005-426d-b54f-cf64739ee96a","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-A.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"af3d4217-ecb6-49cb-b83e-1a102dfda6fa","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-A.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"33063088-80e3-4072-8bd5-c521e1a5dc63","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-A.01","AE-ITCX-32 - Electrical Commissioning"
"c4c281a5-feca-40c1-b43d-9e9d9d268bd0","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-2-A.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"0965c4b3-17b7-4a34-a463-899fc841dac3","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-U.01"
"1e88b39e-e6ad-4ea4-a10e-09a1bdaf7bc4","","checklist-flat","work-in-progress","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-U.01","AE-ITCX-029 - Rough-In"
"e27281e9-5b8c-4b3d-b468-497410ae4ffc","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-U.01","AE-ITCX-030 - Cut-Out Sheet"
"ad5d5b3d-69b2-4d63-908d-4b090ddcdfc9","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-U.01","AE-ITCX-31 - Fit-Off General"
"b13780f0-2725-44ce-b894-a8bba512b600","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-U.01","AE-ITCX-018 - DB Fit Off Sheet"
"fb43a9cc-b027-4bc4-b79b-942db23dea46","","checklist-flat","pass","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-U.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"b25a0ac3-8b53-4916-9e05-8d5a66187bf4","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-U.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"7577faee-48ba-475b-8b9e-ac95c5e43c9e","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-U.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"b383b42c-3909-441e-b792-b6c48104642c","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-U.01","AE-ITCX-32 - Electrical Commissioning"
"1cea121a-f56d-41a9-aa97-0fd6bd986543","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-ICU-1-U.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"63390a26-714e-4466-8a83-95867a15ca2c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-DAS"
"1da1a7df-1707-413d-8a89-5798e47e5028","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-DAS","AE-ITCX-029 - Rough-In"
"6790023e-2e03-4ec7-aa08-20bc1a8b052e","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-DAS","AE-ITCX-030 - Cut-Out Sheet"
"0e552f99-9fb4-45b1-9887-c75f506bf0c3","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-DAS","AE-ITCX-31 - Fit-Off General"
"d6b59a6f-6a4a-4837-a745-86bd68c8e6d3","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-DAS","AE-ITCX-018 - DB Fit Off Sheet"
"43b1d41f-58aa-40d6-b351-c9d5e2571740","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-DAS","AE-ITCX-006 - Distribution Board Visual Inspection"
"5b95ad7b-d487-4cdd-a122-f25e8c7fdaec","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-PUMP ROOM"
"6c941ffa-b4d9-45e3-bc93-562816f32499","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-PUMP ROOM","AE-ITCX-029 - Rough-In"
"842666cb-8854-40db-b7ac-049f0c3878f3","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-PUMP ROOM","AE-ITCX-030 - Cut-Out Sheet"
"73df453b-396f-4113-b7a0-dc1a51dc49af","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-PUMP ROOM","AE-ITCX-31 - Fit-Off General"
"b7544fe1-3fcc-433d-a6c8-115c99ef3ee2","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-PUMP ROOM","AE-ITCX-018 - DB Fit Off Sheet"
"37aad956-d801-426f-8cec-1af7d1eb1571","","checklist-flat","fail","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-PUMP ROOM","AE-ITCX-006 - Distribution Board Visual Inspection"
"086dae95-70c8-41db-90f5-546570517d4d","","checklist-flat","pass","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-PUMP ROOM","AE-ITCX-032 - Electrical Commissioning Checklist"
"96d98737-809b-42b4-8e75-8369852b3269","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG02-E-DAY(EXISTING)"
"e8b16c8b-0c0d-4d46-bf4c-63c062393789","","checklist-sectioned","work-in-progress","b3b168652b43e18523b27ff040875488ad31babadd8e3adb8ba9a4b838beacf8","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG02-E-DAY(EXISTING)","AE-ITCX-029 - Rough-In
"
"ecaa4bae-455e-44a9-a3fc-329bf2e0da05","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG02-E-DAY(EXISTING)","AE-ITCX-030 - Cut-Out Sheet"
"0a891693-817e-47b4-ba0d-27d3f6059f57","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG02-E-DAY(EXISTING)","AE-ITCX-31 - Fit-Off General"
"5f9e1567-6fa9-496b-899e-22c7ddb6bc1d","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG02-E-DAY(EXISTING)","AE-ITCX-018 - DB Fit Off Sheet"
"d998f8d0-9df9-4e58-b62c-b9ba1225b06d","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG02-E-DAY(EXISTING)","AE-ITCX-006 - Distribution Board Visual Inspection"
"e0e6ff29-8a12-4591-b97d-fa31b30f9226","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG02-E-DAY(EXISTING)","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"664fea43-dd3c-455f-b9f4-0424666979ce","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG02-E-DAY(EXISTING)","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"7b6286df-2027-41bb-bc2e-acf484ff164c","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG02-E-DAY(EXISTING)","AE-ITCX-32 - Electrical Commissioning"
"2d7ba789-a4d3-49bb-a07a-d0aa2fcc274f","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG02-E-DAY(EXISTING)","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"fba83ee4-b4b0-41d3-9755-8b40464488f0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG08-UPS-NTH(EXISTING)"
"68a9aff2-68cd-4ddf-96eb-a104e766bf5f","","checklist-flat","work-in-progress","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG08-UPS-NTH(EXISTING)","AE-ITCX-029 - Rough-In"
"9350f184-6cd7-4178-9153-60449650b303","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG08-UPS-NTH(EXISTING)","AE-ITCX-030 - Cut-Out Sheet"
"50f29dd7-2717-427c-8678-a1637d1cd16d","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG08-UPS-NTH(EXISTING)","AE-ITCX-31 - Fit-Off General"
"ed66573d-115f-4fae-ba7c-90d7d1880370","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG08-UPS-NTH(EXISTING)","AE-ITCX-018 - DB Fit Off Sheet"
"0b002586-ca4a-4221-8625-5208d0f8968e","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG08-UPS-NTH(EXISTING)","AE-ITCX-006 - Distribution Board Visual Inspection"
"0cb5febb-bb48-4f85-aced-c49e89c222eb","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG08-UPS-NTH(EXISTING)","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"96aa2429-7446-45dc-b91f-8ecffaf49a49","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG08-UPS-NTH(EXISTING)","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"b1944766-e79f-4511-8dd3-817c30d76652","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG08-UPS-NTH(EXISTING)","AE-ITCX-32 - Electrical Commissioning"
"b4ba43e2-7244-4ee0-a2c8-d336edc2f671","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-LG08-UPS-NTH(EXISTING)","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"3e60f996-4328-4c48-9d8b-cbcd5df65a6a","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-00-1-B.01"
"fe48bfa2-cb47-4a3e-83cc-0fe0133bb8d9","","checklist-flat","fail","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-00-1-B.01","AE-ITCX-029 - Rough-In"
"bc79d3af-2937-4fed-a66c-9afab68cfdc0","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-00-1-B.01","AE-ITCX-030 - Cut-Out Sheet"
"c7c33bd3-489f-4dbe-91d8-6ebbe3289fde","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-00-1-B.01","AE-ITCX-31 - Fit-Off General"
"558583e9-665f-4b9c-b490-06eb28930a53","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-00-1-B.01","AE-ITCX-018 - DB Fit Off Sheet"
"a2c6fb23-37ff-49c4-9924-59a19c899db2","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-00-1-B.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"c974687d-6bad-41f2-ab3b-4c1c24342802","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-DC-UPS-OUTPUT-1"
"131295c9-066e-43ec-ad9c-158687bb4c5e","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-DC-UPS-OUTPUT-1","AE-ITCX-029 - Rough-In"
"46232969-85df-43dd-96e5-f6bc9366ae64","","checklist-flat","not-applicable","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-DC-UPS-OUTPUT-1","AE-ITCX-030 - Cut-Out Sheet"
"0dd13fc5-0bbd-4b2f-8b90-12f108d402fa","","checklist-flat","pass","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-DC-UPS-OUTPUT-1","AE-ITCX-31 - Fit-Off General"
"b054ab68-17cd-4fc2-bce6-f3d9f2d226e3","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-DC-UPS-OUTPUT-1","AE-ITCX-018 - DB Fit Off Sheet"
"5576388b-148f-4b7d-b20b-564514e0162f","","checklist-flat","fail","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-DC-UPS-OUTPUT-1","AE-ITCX-006 - Distribution Board Visual Inspection"
