"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ba5a401f-21e2-4202-98e7-3b417073d499","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"48aeacb7-b9f6-4a88-b680-f56b01931f58","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"b50d3471-ee4f-4665-b38f-8ba4fadfad28","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"a760ac41-d0fe-4cc0-9292-2c47264dc878","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE"," Precast Manufacture","weld plate details"
"9b4c9819-1a4c-4a19-9c1e-35cd2c4d66ae","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","weld plate details"
"4d6c3075-3b5e-48d6-9787-dbd01473960e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","weld plate details","Edge Detail"
"f70b4190-6ede-4ca8-b9c1-9aa5f94b913a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","weld plate details","Bar Projections"
"0dc5027f-7498-461f-8973-77916b414df2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","weld plate details","Cast in items"
"7fb65d97-df39-4d7e-9d7d-dc489dc6360f","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","Panels 1 - 50"
"c56da1e8-12f4-40b4-bd95-e211208e6e85","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 50","Panel -1"
"d8ade419-7fd7-4ee0-b4d8-97d384542309","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -1","Pre-Pour Check"
"3ddf3317-a9d9-4abb-ba6c-7b17cdf332c3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -24","Pre-Pour Check","Make mould to Green Status"
"e88d6f66-20df-4f44-b896-9df326576f7b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -24","Concrete Works"
"297e5cc0-d05f-4cf3-aa1a-2583a4cdb6d5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -24","Concrete Works","Concrete Works Details"
"4998576d-dc70-435e-beaf-b7e01aba59c5","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -24","Concrete Works","Wilco Sample Taken"
"eb0b3dac-a2e6-46fd-981c-fe58940cad7b","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -24","Concrete Works","Bridgeman Sample Taken"
"fa316f1d-c8f4-4fa2-9f7c-fcbf14562088","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -24","Concrete Works","Supervisor Approval"
"96d5ee51-8994-4192-bb61-1bf724cd2ab4","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -24","Post Pour Check"
"cbd0bc8e-f5c5-4a47-b02b-25196925b76b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -24","Post Pour Check","Edge Detail"
"49dc8c72-653d-4776-8b78-7a2f47548b73","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -24","Post Pour Check","Bar Projections"
"57cd289e-95ee-4d46-ab47-d4573c54b7c1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -24","Post Pour Check","Cast in items"
"61bb8af6-f773-4747-a1aa-211537e3abff","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -24","Stripping and Stacking"
"9d217235-4598-46f2-86fe-0f260d60656e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -24","Stripping and Stacking","Stripping & Stacking"
"7d263f60-42c2-4f64-9cf3-cc710c0697d0","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 50","Panel -25"
"fddd6d98-515c-4505-b98b-3a212da99035","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check"
"75efc5c1-abdb-4498-a90e-0e8e1dfca4fc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Dimensions"
"d8af2a19-7a6b-4245-aa65-680569a5137c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Mould Clean"
"73822ddc-36a7-4e4c-8ac7-bc9d2d2518a3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Mould Oiled"
"f5f7325e-b1b4-484f-9f45-05e901de9aba","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Mould - Workmanship"
"7d5c0585-11f0-47ef-8866-970ba3255092","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Reinforcing"
"76eccfba-4e3d-4494-b8f7-636c402fe90d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Cast In Items"
"cb856568-f9ef-4a50-bdcb-c6aac308a067","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Marker Position and No."
"e8fac36e-2fcd-4fc7-99d3-e3cfdca61c42","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Make mould to Green Status"
"1cb106c7-3d4b-4bdb-bc03-b321d18751ae","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Concrete Works"
"ef4607d0-22ff-4258-a466-8702ad5b7ae9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Concrete Works","Concrete Works Details"
"590635cb-be5d-4179-bfb2-a409ea33c967","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Concrete Works","Wilco Sample Taken"
"56a9a112-91c3-4e05-ab57-b4c4f9901054","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Concrete Works","Bridgeman Sample Taken"
"73a3cfc0-9165-4086-a20c-ae7cb51830dc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Concrete Works","Supervisor Approval"
"9d8918d2-cbab-45e1-8cd5-e1aa96540cf2","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Post Pour Check"
"0eb6299b-4f22-4328-bb14-95fd43c55ff2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Post Pour Check","Edge Detail"
"9ca3d984-ed6f-4f03-8844-530964c23c37","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Post Pour Check","Bar Projections"
"329d8cbb-9028-42a4-a5a8-9f22269825f0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Post Pour Check","Cast in items"
"3bcdafe7-0269-439f-8127-4081f220a2bf","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Stripping and Stacking"
"9480e4d1-0fa5-4466-a2b7-7726467995b6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -25","Stripping and Stacking","Stripping & Stacking"
"f3f9d061-e9e2-4392-81f6-7355a0df791b","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 50","Panel -26"
"62d7a23e-13b5-4a5d-ba53-3aef91b800a4","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check"
"e62d802c-5896-4c21-944c-34acdc657280","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Dimensions"
"77689bf1-b724-4cbc-96bd-9c8502c084de","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Mould Clean"
"0eda4f61-f9b4-4dc1-a5e8-5763a12ebdda","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Mould Oiled"
"cc9f4d00-aada-4dae-ba50-ac0358370f39","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Mould - Workmanship"
"ba0b1f22-9cf6-41bd-9767-cd831a4eb7c9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Reinforcing"
"d4d48c40-96d1-4873-a380-73f4f34c912d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Cast In Items"
"340b1eb1-c764-4b14-8daf-727b8d34f75f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Marker Position and No."
"13313dd9-5c89-4c8c-ba4f-fc29d205e1d2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Make mould to Green Status"
"1abfd00b-3d40-4bec-9ba9-ff32e9f32abc","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Concrete Works"
"082b055f-3c5e-4657-923f-d933be3c6b64","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Concrete Works","Concrete Works Details"
"370f2bdf-0432-4976-8077-9ca9eb6977f1","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Concrete Works","Wilco Sample Taken"
"ff718faa-be49-42a6-a717-28acfac0052b","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Concrete Works","Bridgeman Sample Taken"
"649bf961-7849-4ac0-aaef-39f4b1c683fa","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Concrete Works","Supervisor Approval"
"c01a6137-5d0c-4017-9002-7d2cc985f084","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Post Pour Check"
"508043b4-d4ab-4a7a-a79e-44f5b1887bc0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Post Pour Check","Edge Detail"
"b1b33b3a-b43c-44c3-8789-9a22665a6615","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Post Pour Check","Bar Projections"
"ab2fa849-9a0a-41c0-8b52-cfd5e9026b84","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Post Pour Check","Cast in items"
"cd9c07f6-d587-44e8-8fca-520b6f390f72","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Stripping and Stacking"
"c2783ebf-4aa1-4811-a6e4-b91ed35a3542","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -26","Stripping and Stacking","Stripping & Stacking"
"9dc14699-d2c9-4166-9dce-a7803a2401dd","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 50","Panel -27"
"c884ba6e-a80a-492d-9287-200e80017ffb","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check"
"e634f606-be52-4c27-af75-c494af55135c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Dimensions"
"4d754a8a-1d62-4568-9eb7-74e50e89c346","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Mould Clean"
"c602d9ed-2c6f-43af-89f1-74612631faba","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Mould Oiled"
"76acde85-b7bc-4b45-aec2-eeaa03999ecd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Mould - Workmanship"
"ddac2ebf-4efb-41f9-85f7-665cf6d70e51","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Reinforcing"
"121a1198-2a14-4e5b-913e-b132488eb0fc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Cast In Items"
"3bace62c-20d1-46b6-b08e-8e060baa6518","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Marker Position and No."
"fa131b5d-2c19-429c-a1ea-519a9c803f78","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Make mould to Green Status"
"aebafbad-2270-4de2-ad2f-b7b7dd37c843","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Concrete Works"
"4f72d4d4-47ad-4d41-897e-0d3e270de6f7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Concrete Works","Concrete Works Details"
"d017e062-a291-4bad-94f1-c1ab0ced20fa","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Concrete Works","Wilco Sample Taken"
"83ee2102-3b2b-4b26-82d2-e2f7f500fd20","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Concrete Works","Bridgeman Sample Taken"
"d3604cd7-2b46-4c77-ab84-5d8b61fa36d5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Concrete Works","Supervisor Approval"
"ca202dab-e2f5-4606-8ce0-9f0ade0df009","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Post Pour Check"
"206c714d-b792-443d-a384-7627d01f1ac6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Post Pour Check","Edge Detail"
"44d49a2c-e5a2-4908-a178-3943155d81a5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Post Pour Check","Bar Projections"
"86127154-1f71-4767-a80b-ef18f39327f0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Post Pour Check","Cast in items"
"af70cf68-2791-4843-a989-88b5a9b8560a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Stripping and Stacking"
"16dfc462-3765-417b-8f74-7f253a09a37c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -27","Stripping and Stacking","Stripping & Stacking"
"21fc0fe7-eb2f-4195-bb1e-d5719ab13832","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 50","Panel -28"
"76ed1002-f14d-4979-8895-de9dd7243234","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check"
"753f27e5-bff5-4d4d-b38d-d96a419c756d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Dimensions"
"39f56d12-39f5-4210-9b00-b6b0729bbd87","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Mould Clean"
"af7a95e4-13db-470c-82f8-4e6c6f1cb765","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Mould Oiled"
"17a3491b-398e-49bc-83b5-5d06eb7d323a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Mould - Workmanship"
"a5efece1-2960-48c9-89f0-43e7343612e6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Reinforcing"
"18935b6a-a3a4-42d2-a7d8-e4c71c266f78","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Cast In Items"
"69fe6cf2-f736-4d35-b576-800a28e28667","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Marker Position and No."
"6e137080-e18c-4f1f-9db4-5b003ce7609e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Make mould to Green Status"
"7538e6fa-a84a-4680-95cc-1e545733dd5f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Concrete Works"
"69f4933a-184e-4a14-8a6a-51c5784eaf67","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Concrete Works","Concrete Works Details"
"616b8a59-20a6-46e1-897f-e1d36852f383","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Concrete Works","Wilco Sample Taken"
"39cb029d-8d0b-455d-a1e3-e3136ede8282","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Concrete Works","Bridgeman Sample Taken"
"ca6032d9-9df6-4da5-8a31-f5aad943b305","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Concrete Works","Supervisor Approval"
"0b3c8504-3944-430b-86b8-8c0fb68d4bab","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Post Pour Check"
"fe18d27a-9abd-42e0-b43f-29c0a9f35502","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Post Pour Check","Edge Detail"
"70e57282-7e65-43a8-8629-c9b55c561576","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Post Pour Check","Bar Projections"
"1329101e-a4cb-4df8-9b07-e49015546469","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Post Pour Check","Cast in items"
"69b3bee1-0ee5-439b-b84b-ce110b7d2bf7","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Stripping and Stacking"
"e8f33c32-579c-4bdb-b4f7-5d8c91b46b5f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -28","Stripping and Stacking","Stripping & Stacking"
"89de089b-3334-44d3-a252-dc3ec58b4eba","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 50","Panel -29"
"b2be65a8-6029-415b-b9cd-be4aa21cbc7d","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check"
"8690626a-45ec-4574-9954-f013dbfb43bf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Dimensions"
"16664b62-9329-42e6-86e6-e1662f574ad7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Mould Clean"
"def063f3-d023-46d4-a4fa-c5ac97cc9ab5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Mould Oiled"
"8f03bdf9-81e8-4d31-bddf-9a5666f3a675","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Mould - Workmanship"
"6da239f0-694c-4de7-8ddd-d972b39f641a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Reinforcing"
"5351d2c2-cb45-40e8-9280-6b580617c21e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Cast In Items"
"baf40bd2-f195-4597-90c8-458de5c88dcd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Marker Position and No."
"86309a76-1502-41d7-98df-486b3589aad4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Make mould to Green Status"
"71d2cdcc-de7f-46a9-ae70-f7e301547262","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Concrete Works"
"d5b6e604-72fc-435d-a9fb-8ef02c53aeda","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Concrete Works","Concrete Works Details"
"46def454-cfc7-48d8-b3ab-3cc80db50722","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Concrete Works","Wilco Sample Taken"
"5ec70cf6-75e1-4a5d-91a8-4ba5c00d788d","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Concrete Works","Bridgeman Sample Taken"
"6301db34-ab20-4de8-a501-2d5056acbad0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Concrete Works","Supervisor Approval"
"edad6770-cd35-49ed-8cd2-56b5f262f618","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Post Pour Check"
"048f31b5-c382-42ed-a41c-af9a8fc225fa","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Post Pour Check","Edge Detail"
"9c365cc3-ca24-4b12-a3cd-fddfe154c766","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Post Pour Check","Bar Projections"
"763bfd5e-a74e-4085-b3e0-9346693278e4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Post Pour Check","Cast in items"
"ed44df35-9d83-47c6-b0fa-a645e75b15c4","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Stripping and Stacking"
"a6ccf6d2-7670-4a05-af43-321df1d8976b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -29","Stripping and Stacking","Stripping & Stacking"
"9d5f03d1-db77-4546-a15c-f3ad3b0f3953","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 50","Panel -30"
"44b842c8-8369-48f4-b7f4-469c0eb83a95","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check"
"f88c60ed-1d2c-449a-975d-23505f503b57","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Dimensions"
"31714b0a-5cc7-4449-af9e-56a02bb6ebc1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Mould Clean"
"8be2282d-cb1c-4d9e-9810-e6264c540cce","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Mould Oiled"
"f18feb3c-a731-4953-ba27-6ceb44941667","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Mould - Workmanship"
"0cf043ad-f165-443a-934e-eef1884485aa","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Reinforcing"
"0bf0e1c5-ea3f-4a70-9b1f-50e890b3f2d9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Cast In Items"
"e76f0d2a-8771-4608-88a5-f51c7dc75c5a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Marker Position and No."
"7c8eb713-9fea-42cf-a24e-fc22aaf95656","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Make mould to Green Status"
"71d8aa59-80c1-44fc-98b3-600521a0af78","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Concrete Works"
"f6d80b2e-d997-45f7-9312-9fcfc4da401e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Concrete Works","Concrete Works Details"
"b9f665dc-7515-48e5-8584-4ddb566da976","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Concrete Works","Wilco Sample Taken"
"795a9dfd-3f30-4b15-b033-fbf354898395","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Concrete Works","Bridgeman Sample Taken"
"413f7aec-9a74-49af-b55b-e0b38bcd7da7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Concrete Works","Supervisor Approval"
"8a949640-bdee-4077-b926-09a0cc1931d1","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Post Pour Check"
"65f04c33-d97b-4239-a23a-4fed01e2620c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -30","Post Pour Check","Edge Detail"
