"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c2f94543-f509-47ac-8743-87d69682c255","","folder-normal","work-in-progress","","step","TRUE","FALSE","Consent Packages"
"2db5e0c0-0dd4-4096-80d3-26360dce5920","","folder-normal","work-in-progress","","step","TRUE","FALSE","Consent Packages","N17"
"385a1c1a-7f4c-4926-b846-0a3a54046ca5","","folder-normal","work-in-progress","","step","FALSE","FALSE","Consent Packages","N17","Stage 1"
"82f1b01b-43e5-4fab-84f8-9c4f662a97aa","","checklist-sectioned","work-in-progress","05ebda9020d234de1ecf23c775adc54aa55040e65ba0854f59a69ff17a039863","checklist","FALSE","FALSE","Consent Packages","N17","Stage 1","Building Consent Lodgement Checklist"
"7937701d-c421-4c48-af56-f5c333704859","","checklist-flat","not-started","e126a4ed6959d628825241fca18806cc9df26a12e3a64169fe3dfdacb692a04a","checklist-flat","FALSE","FALSE","Consent Packages","N17","Stage 1","Latest Building Consent - BC Number"
"894879f0-edec-457b-aec9-3af330d07fab","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Consent Packages","N17","Stage 1","Building Consent Amendments - BC Number"
"4dbe1e36-91cf-4c2c-af42-c8024fd908cc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Consent Packages","N17","Stage 1","Minor Variations - BC Number"
"5cb36431-5058-5aa6-81fd-f84dc5ffd291","","folder-normal","not-started","","step","FALSE","FALSE","Consent Packages","N17","Stage 2"
"3666d5e3-dbc7-5045-a4cd-1309d960ba01","","checklist-sectioned","not-started","05ebda9020d234de1ecf23c775adc54aa55040e65ba0854f59a69ff17a039863","checklist","FALSE","FALSE","Consent Packages","N17","Stage 2","Building Consent Lodgement Checklist"
"6f96070f-c9f4-5e5d-8619-dcac6e16ab99","","checklist-flat","not-started","e126a4ed6959d628825241fca18806cc9df26a12e3a64169fe3dfdacb692a04a","checklist-flat","FALSE","FALSE","Consent Packages","N17","Stage 2","Latest Building Consent - BC Number"
"00d412a4-0030-5acd-9a7b-bb470232e12b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Consent Packages","N17","Stage 2","Building Consent Amendments - BC Number"
"c4e9d2f1-a67d-526a-b1a7-ff86f4184a28","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Consent Packages","N17","Stage 2","Minor Variations - BC Number"
"6df01095-df9a-5d23-95fb-9ab7a7941b75","","folder-normal","not-started","","step","FALSE","FALSE","Consent Packages","N17","Stage 3"
"b53762e9-0f70-533e-a731-a4b2d0cc3385","","checklist-sectioned","not-started","05ebda9020d234de1ecf23c775adc54aa55040e65ba0854f59a69ff17a039863","checklist","FALSE","FALSE","Consent Packages","N17","Stage 3","Building Consent Lodgement Checklist"
"ed8a182b-9e6e-5235-bfba-502ff49f492e","","checklist-flat","not-started","e126a4ed6959d628825241fca18806cc9df26a12e3a64169fe3dfdacb692a04a","checklist-flat","FALSE","FALSE","Consent Packages","N17","Stage 3","Latest Building Consent - BC Number"
"c75777a9-3ca3-51b4-9d35-4fc8466db691","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Consent Packages","N17","Stage 3","Building Consent Amendments - BC Number"
"e77aaef6-fb78-5aa1-a21a-5580b152bdd3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Consent Packages","N17","Stage 3","Minor Variations - BC Number"
"96221d37-c834-479b-a3fd-4de6a4e1cdb3","","folder-normal","not-started","","step","TRUE","FALSE","Consent Packages","N18"
"1e5d8e32-37c3-5f57-bf32-d0e3a1589714","","folder-normal","not-started","","step","FALSE","FALSE","Consent Packages","N18","Stage 1"
"646d9a46-8144-5d4a-b635-2c461f793803","","checklist-sectioned","not-started","05ebda9020d234de1ecf23c775adc54aa55040e65ba0854f59a69ff17a039863","checklist","FALSE","FALSE","Consent Packages","N18","Stage 1","Building Consent Lodgement Checklist"
"07f27535-d429-557d-abd5-0f1526dc02fa","","checklist-flat","not-started","e126a4ed6959d628825241fca18806cc9df26a12e3a64169fe3dfdacb692a04a","checklist-flat","FALSE","FALSE","Consent Packages","N18","Stage 1","Latest Building Consent - BC Number"
"1e6f6c92-366d-5a10-b231-203e6f13ca01","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Consent Packages","N18","Stage 1","Building Consent Amendments - BC Number"
"07ad53e2-63ca-599f-809e-541312baad32","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Consent Packages","N18","Stage 1","Minor Variations - BC Number"
"2e1cf26b-9dea-501f-8fa7-cf6c965b3a09","","folder-normal","not-started","","step","FALSE","FALSE","Consent Packages","N18","Stage 2"
"bf70cba6-aeda-543b-bba9-afb89ec3f49a","","checklist-sectioned","not-started","05ebda9020d234de1ecf23c775adc54aa55040e65ba0854f59a69ff17a039863","checklist","FALSE","FALSE","Consent Packages","N18","Stage 2","Building Consent Lodgement Checklist"
"51d90c95-03fb-5552-9cf8-59bcafa209d8","","checklist-flat","not-started","e126a4ed6959d628825241fca18806cc9df26a12e3a64169fe3dfdacb692a04a","checklist-flat","FALSE","FALSE","Consent Packages","N18","Stage 2","Latest Building Consent - BC Number"
"3dfd4dae-1b5a-5308-896d-4d871808fc9a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Consent Packages","N18","Stage 2","Building Consent Amendments - BC Number"
"cb0d6728-bc8f-5af4-9e91-282ef54370ca","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Consent Packages","N18","Stage 2","Minor Variations - BC Number"
"dbb03692-99f0-5c53-a163-fe8f6bb588df","","folder-normal","not-started","","step","FALSE","FALSE","Consent Packages","N18","Stage 2"
"317fb69c-5be7-5d3a-9dec-4e2b3e374e3d","","checklist-sectioned","not-started","05ebda9020d234de1ecf23c775adc54aa55040e65ba0854f59a69ff17a039863","checklist","FALSE","FALSE","Consent Packages","N18","Stage 2","Building Consent Lodgement Checklist"
"bb184290-a49a-54ad-a6fe-4f39cb782840","","checklist-flat","not-started","e126a4ed6959d628825241fca18806cc9df26a12e3a64169fe3dfdacb692a04a","checklist-flat","FALSE","FALSE","Consent Packages","N18","Stage 2","Latest Building Consent - BC Number"
"4a40f258-a0d0-569c-958c-f6eca4c4201f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Consent Packages","N18","Stage 2","Building Consent Amendments - BC Number"
"7b508d34-99e2-5f96-9835-cf5a9424450f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Consent Packages","N18","Stage 2","Minor Variations - BC Number"
"d7b9d3c2-ab87-4365-bc0c-fadb97ba2331","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)"
"ba30accb-239e-4a63-a28c-f7c24907ff2d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","N17"
"54ba204c-584a-47a2-b9a1-5089c33b7781","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","N17","Apartments"
"6e02539a-59b0-4392-9206-620c10913a44","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","N17","Apartments","Ground Floor"
"33cb4e91-fe20-4a8d-a774-23a24bba180b","","checklist-sectioned","pass","53905ac4d3542ec8af332d7002c6d5d4761e38df7192590084982a32d47b3404","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Sub Structure","Base Plate","COM-SL6"
"d2f01ac9-bef5-4ecb-8f9d-962b3912cc48","","checklist-sectioned","pass","53905ac4d3542ec8af332d7002c6d5d4761e38df7192590084982a32d47b3404","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Sub Structure","Base Plate","MD-SL1"
"70a25cbd-a5e6-4669-adf1-d2acd65576a8","","checklist-sectioned","pass","53905ac4d3542ec8af332d7002c6d5d4761e38df7192590084982a32d47b3404","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Sub Structure","Base Plate","MD-SL2"
"6c976e24-563d-43d7-9d03-39cb20a94cc1","","checklist-sectioned","pass","53905ac4d3542ec8af332d7002c6d5d4761e38df7192590084982a32d47b3404","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Sub Structure","Base Plate","MD-SL4"
"cfabea62-6d76-45c9-86de-3ec892f0c0a8","","checklist-sectioned","pass","53905ac4d3542ec8af332d7002c6d5d4761e38df7192590084982a32d47b3404","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Sub Structure","Base Plate","MD-SL6"
"dc48e117-5d5c-4da7-86ea-3fff3ea116bc","","checklist-sectioned","pass","53905ac4d3542ec8af332d7002c6d5d4761e38df7192590084982a32d47b3404","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Sub Structure","Base Plate","MD-SL8"
"40b9589b-337f-4f21-a4cf-df15907271e7","","checklist-sectioned","pass","53905ac4d3542ec8af332d7002c6d5d4761e38df7192590084982a32d47b3404","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Sub Structure","Base Plate","MD-SL9"
"ba187c8b-c6bf-4479-b905-adb561a5dc92","","checklist-sectioned","pass","53905ac4d3542ec8af332d7002c6d5d4761e38df7192590084982a32d47b3404","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Sub Structure","Base Plate","MD-SL10"
"0d451366-473c-403f-adbd-c197ee3f2565","","checklist-sectioned","pass","53905ac4d3542ec8af332d7002c6d5d4761e38df7192590084982a32d47b3404","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Sub Structure","Base Plate","MD-SL12"
"b6565761-e4a2-4f0c-9278-fff7c18b823d","","checklist-sectioned","pass","53905ac4d3542ec8af332d7002c6d5d4761e38df7192590084982a32d47b3404","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Sub Structure","Base Plate","MD-SL13"
"16fcf49c-6862-4ec9-9750-4c4ff435aebf","","checklist-sectioned","pass","53905ac4d3542ec8af332d7002c6d5d4761e38df7192590084982a32d47b3404","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Sub Structure","Base Plate","MD-SL14"
"f1a6c943-bf9f-4021-bd99-3b84c85eb03f","","checklist-sectioned","pass","53905ac4d3542ec8af332d7002c6d5d4761e38df7192590084982a32d47b3404","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Sub Structure","Base Plate","MD-SL15"
"6aaa6414-b32e-4393-a62c-f646d57b2d06","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Offsite QA (Factory)","N18","Sub Structure","Community"
"5cd3c7c3-7b64-4d52-ba2b-7f010f73a002","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Offsite QA (Factory)","N18","Sub Structure","Community","1. N18-Assembly Beams (BE1-BE9)"
"146817b3-efbf-4ca3-86c5-0e23ceb8d5a6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","Prototype"
"c37e1731-9cf2-4f8a-840f-20f65c781aaf","","folder-normal","work-in-progress","","step","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)"
"666caacd-f333-4fd0-adef-2058ce148b53","","checklist-sectioned","work-in-progress","Structural Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Structural Checklist"
"569f2bb8-6ce0-4a5c-ab4f-2b779159e764","","checklist-sectioned","work-in-progress","Drain, Waste & Vent System Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Drain, Waste & Vent System Checklist"
"568062e3-7b7a-4f69-aa0c-fcaa51a18a10","","checklist-sectioned","work-in-progress","Hot & Cold Water Systems Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Hot & Cold Water Systems Checklist"
"fac02b01-330c-489c-b84b-2f0a70fa59ec","","checklist-sectioned","work-in-progress","Electrical Work Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Electrical Work Installations Checklist"
"e464e796-4090-4f27-880d-d133d8db274d","","checklist-sectioned","not-started","Sprinkler System Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Sprinkler System Installations Checklist"
"a119390c-aba5-4432-8aeb-f1af7debbb28","","checklist-sectioned","not-started","Ducting System Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Ducting System Installations Checklist"
"7fe602ae-9705-40e7-8726-3d6ac003d095","","checklist-sectioned","pass","Internal Wall Linings Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Internal Wall Linings Checklist"
"3fdbd9df-0ff3-4982-b6fa-5fbb45c8784c","","checklist-sectioned","pass","Internal Painting Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Internal Painting Checklist"
"a2838235-1786-4cca-8ce9-045fe46513b1","","checklist-sectioned","pass","Waterproofing System Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Waterproofing System Checklist"
"ca90d9b4-61cd-4347-98d0-0ff6763f1150","","checklist-sectioned","pass","Tiling & Grouting Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Tiling & Grouting Checklist"
"a5a479ef-3280-4939-98f1-66dc945a6b9e","","checklist-sectioned","not-started","Sanitary Wares & Accessories Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Sanitary Wares & Accessories Checklist"
"8fdf2a44-06a8-4540-8a88-73adaa023250","","checklist-sectioned","pass","Internal Glazing Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Internal Glazing Checklist"
"b169e582-201a-4615-a8f8-790d332606e2","","checklist-sectioned","pass","Internal Finishes Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Internal Finishes Checklist"
"e8550624-2542-4c2f-86ba-c589a5c46c29","","checklist-sectioned","pass","06ab066cda4d1007c425676eab17d20cfbaab9283f5b9849515641093ec6a481","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Doors Checklist"
"ddc1f177-4e2f-4ed8-84ad-51d2ed5afe97","","checklist-sectioned","work-in-progress","Sliding Door Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Sliding Door Checklist"
"cc22157c-c747-4201-a1ea-0fa3c389dafc","","checklist-sectioned","work-in-progress","Windows Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Windows Checklist"
"47ecfe6f-3d45-49ac-81b1-9f02f452702d","","checklist-sectioned","work-in-progress","External Wall Lining & Finishes Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","External Wall Lining & Finishes Checklist"
"01d884fb-43f8-441e-8dd0-5037f5c3d742","","folder-progress","no-status-not-started","","checklist","TRUE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Punch List Checklist"
"bbe1b7dd-44e9-409a-a3b8-68d29331e9ab","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light option-Apartment wise)","Final Acceptance Checklist"
"1cb1db2a-a874-4baf-843b-aeecb4f605d6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)"
"ce359315-4379-4d64-9614-c3ed033f282d","","folder-normal","work-in-progress","","step","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E"
"e105b238-89eb-4a86-8251-72e9a69559e6","","checklist-sectioned","pass","Structural Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Structural Checklist"
"99127bc5-e7d5-4ec3-b6a8-094f3af214f0","","checklist-sectioned","not-applicable","Drain, Waste & Vent System Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Drain, Waste & Vent System Checklist"
"4b4e52ae-357e-408a-9cb4-3cd117d89e6c","","checklist-sectioned","not-applicable","Hot & Cold Water Systems Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Hot & Cold Water Systems Checklist"
"9221af4b-6526-49fe-a7bf-8e08a0561f17","","checklist-sectioned","work-in-progress","Electrical Work Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Electrical Work Installations Checklist"
"5ac393c0-8e09-48fd-af46-2461ae8855a2","","checklist-sectioned","work-in-progress","Sprinkler System Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Sprinkler System Installations Checklist"
"c5a08467-e55f-4c8f-8fb4-1aa5fc6249bf","","checklist-sectioned","not-started","Ducting System Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Ducting System Installations Checklist"
"7f8ebe02-0250-4add-a255-6d090faf05ab","","checklist-sectioned","pass","Internal Wall Linings Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Internal Wall Linings Checklist"
"d962920c-1db1-4060-92df-1604dbcefd8d","","checklist-sectioned","work-in-progress","Internal Painting Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Internal Painting Checklist"
"16ab90e0-9fc8-41bc-a9b4-c15b5d69fa6d","","checklist-sectioned","not-applicable","Waterproofing System Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Waterproofing System Checklist"
"9bb7e8cb-281d-45e3-bb53-337582d6da9b","","checklist-sectioned","not-applicable","Tiling & Grouting Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Tiling & Grouting Checklist"
"0c083200-1a81-4c72-a682-6ff45d1fb971","","checklist-sectioned","not-started","Sanitary Wares & Accessories Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Sanitary Wares & Accessories Checklist"
"c1449e8f-d138-4ce4-8f52-1422a752fdd3","","checklist-sectioned","not-applicable","Internal Glazing Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Internal Glazing Checklist"
"6e32348d-8e52-40be-ae0f-729774d1b863","","checklist-sectioned","pass","Internal Finishes Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Internal Finishes Checklist"
"211405fc-a3dd-45e2-a12b-6edbd309367b","","checklist-sectioned","pass","06ab066cda4d1007c425676eab17d20cfbaab9283f5b9849515641093ec6a481","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Doors Checklist"
"11121541-8559-45d3-8c10-65b860d7a070","","checklist-sectioned","pass","Sliding Door Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Sliding Door Checklist"
"357bf3b0-7709-4b53-86b3-64bfa6eb3189","","checklist-sectioned","not-applicable","Windows Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Windows Checklist"
"1d72bbeb-b3a3-4c4c-a37e-549acf0d95f0","","checklist-sectioned","pass","External Wall Lining & Finishes Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","External Wall Lining & Finishes Checklist"
"86bd279d-9fb7-4f1a-8567-e2c559826d4b","","folder-progress","no-status-not-started","","checklist","TRUE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Punch List Checklist"
"2770c370-d27e-4a03-8084-244b8fa6cc2b","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-1E","Final Acceptance Checklist"
"d134e67f-c87b-46ea-92c6-97634e6755b1","","folder-normal","work-in-progress","","step","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E"
"8fd8bf4f-c5ee-4c20-aee1-3146fedd622a","","checklist-sectioned","pass","Structural Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Structural Checklist"
"488c7486-89c5-4567-80b1-51cd43a18bfc","","checklist-sectioned","work-in-progress","Drain, Waste & Vent System Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Drain, Waste & Vent System Checklist"
"16c5e150-5d62-4196-ace8-50ad21e2966a","","checklist-sectioned","work-in-progress","Hot & Cold Water Systems Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Hot & Cold Water Systems Checklist"
"5c97e075-3a60-4c8c-b768-28607927d973","","checklist-sectioned","work-in-progress","Electrical Work Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Electrical Work Installations Checklist"
"ca3b3797-6b90-47f5-87c1-019fb1286fc9","","checklist-sectioned","work-in-progress","Sprinkler System Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Sprinkler System Installations Checklist"
"2115191b-f743-4320-bf5c-4babda1bf175","","checklist-sectioned","work-in-progress","Ducting System Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Ducting System Installations Checklist"
"7a49ac44-b372-4db8-864a-9af8037a0683","","checklist-sectioned","pass","Internal Wall Linings Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Internal Wall Linings Checklist"
"9aa03fa3-2fa4-4470-9839-05e789518152","","checklist-sectioned","work-in-progress","Internal Painting Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Internal Painting Checklist"
"ff8048b6-8d01-4ed9-aa3e-bfbf07b34a8c","","checklist-sectioned","pass","Waterproofing System Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Waterproofing System Checklist"
"b8070fdb-f619-4d5d-80a0-92bb3fd6350f","","checklist-sectioned","pass","Tiling & Grouting Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Tiling & Grouting Checklist"
"1f05ecf1-19b2-46d7-a22c-87e19ab743f6","","checklist-sectioned","not-started","Sanitary Wares & Accessories Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Sanitary Wares & Accessories Checklist"
"b6215cb7-0601-4d9f-ad64-d847c1cc96f0","","checklist-sectioned","pass","Internal Glazing Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Internal Glazing Checklist"
"a13ffbcc-0c77-48ac-bc5c-2e8e794a3faa","","checklist-sectioned","work-in-progress","Internal Finishes Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Internal Finishes Checklist"
"e663b285-562d-4745-b134-bb055a230b86","","checklist-sectioned","pass","06ab066cda4d1007c425676eab17d20cfbaab9283f5b9849515641093ec6a481","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Doors Checklist"
"c7762618-1d7a-4058-b76f-42efc9793e57","","checklist-sectioned","not-applicable","Sliding Door Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Sliding Door Checklist"
"b036d7f3-98d0-4b4d-892b-edbc8e0204c0","","checklist-sectioned","work-in-progress","Windows Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Windows Checklist"
"ddfed529-95dd-473d-840d-103d6e370547","","checklist-sectioned","pass","External Wall Lining & Finishes Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","External Wall Lining & Finishes Checklist"
"ff8239df-89db-4448-a14e-2dee08eac483","","folder-progress","no-status-not-started","","checklist","TRUE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Punch List Checklist"
"b070ce3b-ecef-4bee-9d06-350997ad7816","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-2E","Final Acceptance Checklist"
"85f45206-d04b-4f24-aeb7-e3300779f267","","folder-normal","work-in-progress","","step","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-3E"
"d72cc0a2-f001-4d03-98f2-949e86e58a18","","checklist-sectioned","pass","Structural Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-3E","Structural Checklist"
"ba94d134-220e-4601-8198-2b9ac7b0382b","","checklist-sectioned","work-in-progress","Drain, Waste & Vent System Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-3E","Drain, Waste & Vent System Checklist"
"024c9a12-330d-4cc9-9ff0-22efd25eebca","","checklist-sectioned","work-in-progress","Hot & Cold Water Systems Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-3E","Hot & Cold Water Systems Checklist"
"645f8ed4-c6a3-433b-a85e-ab0460cba380","","checklist-sectioned","work-in-progress","Electrical Work Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-3E","Electrical Work Installations Checklist"
"6fbe6618-d7db-43a3-9006-397b9727f9dc","","checklist-sectioned","work-in-progress","Sprinkler System Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-3E","Sprinkler System Installations Checklist"
"c42853c4-76e6-4220-bb4f-1d256cd6d55b","","checklist-sectioned","work-in-progress","Ducting System Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-3E","Ducting System Installations Checklist"
"05c17172-a640-4443-825b-2d27393f8940","","checklist-sectioned","pass","Internal Wall Linings Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-3E","Internal Wall Linings Checklist"
"30a2f9a7-8b07-4b56-8e92-3a99fb2939b2","","checklist-sectioned","work-in-progress","Internal Painting Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-3E","Internal Painting Checklist"
"6abc0a9f-9337-4ae3-ae9b-a9892462aa02","","checklist-sectioned","pass","Waterproofing System Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 1 (Dark Option)","M1-3E","Waterproofing System Checklist"
