"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"84dcdaef-f9d9-42be-90bc-77b00453a684","","work-in-progress","","folder","TRUE","FALSE","QA"
"88d3dcb8-caea-428c-bde9-655cad4cbcca","","work-in-progress","Stormwater BG","checklist","FALSE","FALSE","QA","Stormwater BG Kavanagh St stage 1"
"3402305d-dbd8-540e-9a60-31dd0b6f2574","","pass","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"c200bbf5-c8fb-5779-8219-9dcda80de620","","pass","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a:962e5f6c-c171-43a6-9d63-8956c3994f36","signoff","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Notify and gain permit from principal contractor / client for inspection"
"091e0573-65b3-5683-a228-58342eee33d2","","pass","Stormwater BG:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Latest specifications and standards nominated in ITP"
"6f707292-8d2d-5fb9-9aff-a6d64711ad0e","","pass","Stormwater BG:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Setout & alignment as per latest available drawing (include revision below)"
"3151a6db-e19b-5d49-bc9d-7a98691ddd60","","pass","Stormwater BG:f0f55c81-bcaf-59f1-9682-e6c957a7d1eb","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Correct approved materials as per sample register"
"f668e120-910d-59e7-925e-f29303e88cc0","","pass","Stormwater BG:4455766f-3eac-55cc-8857-4db1f20983f2","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Excavation undertaken & no issues (Any issues comment below)"
"14437fc9-b291-5dec-a9a0-7191454fbd57","","pass","Stormwater BG:c1585814-0959-5d58-87ab-4cfc872605cc","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Pipe bedding material (as per AS 500)"
"3635aafe-9609-5ca0-aa20-f809988eafcf","","pass","Stormwater BG:ce322e6d-7f63-5bf6-a477-b5f1a151ddbc","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Grades, fittings & joints installed to standards"
"2ef02a9b-04d3-5007-98aa-f7fb13595c90","","not-applicable","Stormwater BG:1744ed1f-3d17-58c0-b87e-b5de1228f3d4","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Pipe clean out via water flush"
"fe5f2a3e-9f0b-50cb-ad62-a4e9cbd1851e","","pass","Stormwater BG:3e501ca0-b9ec-5db7-953d-7fa76b2c0e91","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Inspection and Testing Prior to Concealment to AS 3500.2 section 13"
"c9c7af95-bef8-5adb-af47-4d226bc3e99d","","pass","Stormwater BG:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Builder sign off prior concealment"
"c6ecd218-2817-5884-8012-28aa581f8e98","","pass","Stormwater BG:ae7f647a-2d28-5dfc-b8c3-04ca6f8e6945","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Seal open ends with caps & high light to avoid damage"
"78fa552f-5322-5675-b72a-783ff22b6054","","pass","Stormwater BG:e38f2575-5287-591a-80c5-9b90bda8b0c4","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Backfill & Compaction of Material (As per Specification / Geotechnical report)"
"2d7166b7-be27-56cb-a54c-670495caaa98","","work-in-progress","Stormwater BG:9d169dc9-90d0-5c2c-b845-d76ae7914da8","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","CCTV on completion & record results (If applicable)"
"738a0f40-4383-56e1-913e-3bda282d12c0","","pass","Stormwater BG:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"da574ad0-1431-408d-bb2e-a290d6d6aa08","","work-in-progress","","folder","TRUE","FALSE","QA","Civil"
"185812e3-a33e-4852-be69-1bff9b1acaa7","","work-in-progress","","folder","TRUE","FALSE","QA","Civil","Stormwater Drains"
"6c3c3cfe-35bd-42c1-a737-1444b225c9b8","","work-in-progress","Stormwater BG","checklist","FALSE","FALSE","QA","Civil","Stormwater Drains","Section 4.1 - 4.2"
"194aecbf-eb7b-540f-829f-e2a1c7f4fe3e","","not-started","Pit:1ab8ff05-21cc-53d3-a6aa-cacd258e1077","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.2","Pit Installation & correct invert levels (as per AS 3500.3 Section 7.5)"
"fb7b1ef2-9162-50dc-8754-7717337eef4b","","not-started","Pit:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.2","Builder sign off prior concealment"
"20103431-5b16-5310-8c6f-b0997160ab8e","","not-started","Pit:66b0e408-970e-5756-8977-04d70a63d862","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.2","Backfilling (as per AS 3500.3 Section 6.2.11)"
"20bb39c9-6e4f-5feb-8ec6-6ff3fb0980c8","","not-started","Pit:906120c4-7320-577c-b59b-a33920fe4392","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.2","Compaction of Material (As per Specification / Geotechnical report)"
"d723e539-d316-5e02-a4fe-9fa85044a0dc","","not-started","Pit:092c3e50-687d-53e8-b755-d32154258313","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.2","Clean and Flush"
"2e4f1893-7bfd-5b98-887a-2636706de21c","","not-started","Pit:518c7cc2-b6ff-516d-908c-a56b6acfffbc","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.2","Inspection Prior to Closure"
"9b127019-2ac6-5806-924f-25a608576edf","","not-started","Pit:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.2","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"d6fdfe60-689c-417b-82fc-2a754a8f29e8","","not-started","Pit","checklist","FALSE","FALSE","QA","Civil","Pits","Pit 1.3 (GPT)"
"165b76f6-e996-5caa-9416-f5aeb408b72e","","not-started","Pit:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.3 (GPT)","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"2f9bd297-dc25-56c8-8de6-261f5e875eb1","","not-started","Pit:083eb9c4-fa14-554f-aec0-197652d9497a:99ea26aa-41d1-49c5-8c9d-14ba4115948a","signoff","TRUE","TRUE","QA","Civil","Pits","Pit 1.3 (GPT)","Notify and gain permit from principal contractor / client for inspection"
"1ea47431-296b-5339-a6d0-2cdc3155cacb","","not-started","Pit:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.3 (GPT)","Latest specifications and standards nominated in ITP"
"9347d0d7-94da-5831-b78a-f59a1b733ab2","","not-started","Pit:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.3 (GPT)","Setout & alignment as per latest available drawing (include revision below)"
"761c76f4-7938-5b92-8385-17ce926518a6","","not-started","Pit:7352cecd-2bc9-5dd7-9bbd-936329b10848","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.3 (GPT)","Manufacturer's Quality"
"6f889f3a-1570-5ee2-a6fc-21c2aae5e884","","not-started","Pit:b931097a-3775-5017-a67c-db1a22de8b67","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.3 (GPT)","Pit Excavation"
"c01d6bc6-c500-5d83-acfd-e6a032ca7ab3","","not-started","Pit:1ab8ff05-21cc-53d3-a6aa-cacd258e1077","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.3 (GPT)","Pit Installation & correct invert levels (as per AS 3500.3 Section 7.5)"
"4993408f-5491-5728-a368-0f44ea2ebfbe","","not-started","Pit:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.3 (GPT)","Builder sign off prior concealment"
"d06e8520-2d9f-5a53-b0ec-913e40ec4041","","not-started","Pit:66b0e408-970e-5756-8977-04d70a63d862","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.3 (GPT)","Backfilling (as per AS 3500.3 Section 6.2.11)"
"5a9a995d-105f-5df9-bc1c-de69d6361ca1","","not-started","Pit:906120c4-7320-577c-b59b-a33920fe4392","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.3 (GPT)","Compaction of Material (As per Specification / Geotechnical report)"
"6004b77e-9750-5c9f-9715-17262af3d6db","","not-started","Pit:092c3e50-687d-53e8-b755-d32154258313","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.3 (GPT)","Clean and Flush"
"af1515d4-608c-58b4-a347-12d906612de1","","not-started","Pit:518c7cc2-b6ff-516d-908c-a56b6acfffbc","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.3 (GPT)","Inspection Prior to Closure"
"e5440f35-ad6e-5591-b7eb-5e0ebbe08b45","","not-started","Pit:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.3 (GPT)","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"81bf7152-b8fa-4444-b51a-fd87891da318","","not-started","Pit","checklist","FALSE","FALSE","QA","Civil","Pits","Pit 1.4/EX.3"
"052365a8-fd0d-5d4e-9286-074fa8fcf9ec","","not-started","Pit:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.4/EX.3","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"806c8f8e-6170-5eb0-ae46-1a6e0fb3c5d3","","not-started","Pit:083eb9c4-fa14-554f-aec0-197652d9497a:99ea26aa-41d1-49c5-8c9d-14ba4115948a","signoff","TRUE","TRUE","QA","Civil","Pits","Pit 1.4/EX.3","Notify and gain permit from principal contractor / client for inspection"
"3c087fbf-7371-5a7e-b290-c76fcad09d7e","","not-started","Pit:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.4/EX.3","Latest specifications and standards nominated in ITP"
"91bd1291-3079-5d6d-bda4-85f69058d9ad","","not-started","Pit:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.4/EX.3","Setout & alignment as per latest available drawing (include revision below)"
"f238332f-d3bc-5826-b2cf-354ca3b7bfcd","","not-started","Pit:7352cecd-2bc9-5dd7-9bbd-936329b10848","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.4/EX.3","Manufacturer's Quality"
"ad6d4ac1-0da0-51b9-ab73-64194e73f7e9","","not-started","Pit:b931097a-3775-5017-a67c-db1a22de8b67","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.4/EX.3","Pit Excavation"
"e84044f6-c585-5f73-adc5-f16e2aed88c3","","not-started","Pit:1ab8ff05-21cc-53d3-a6aa-cacd258e1077","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.4/EX.3","Pit Installation & correct invert levels (as per AS 3500.3 Section 7.5)"
"4c44c827-8feb-58f9-821a-9dfd9e70a0d6","","not-started","Pit:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.4/EX.3","Builder sign off prior concealment"
"5c4668a9-5f7e-57a8-bd56-a6eb51684e29","","not-started","Pit:66b0e408-970e-5756-8977-04d70a63d862","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.4/EX.3","Backfilling (as per AS 3500.3 Section 6.2.11)"
"cd76a12d-6bd6-58d7-808e-38235a1b05f3","","not-started","Pit:906120c4-7320-577c-b59b-a33920fe4392","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.4/EX.3","Compaction of Material (As per Specification / Geotechnical report)"
"b23016b4-bea0-5e4f-923e-295c42ded362","","not-started","Pit:092c3e50-687d-53e8-b755-d32154258313","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.4/EX.3","Clean and Flush"
"b9537fea-ca80-583b-acaa-f3ce1ccc3f79","","not-started","Pit:518c7cc2-b6ff-516d-908c-a56b6acfffbc","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.4/EX.3","Inspection Prior to Closure"
"8a8466d8-c733-5694-a7a0-95fddcc1dacb","","not-started","Pit:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 1.4/EX.3","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"92292403-1e3e-4b0e-a3e0-2a08b8124ebd","","not-started","Pit","checklist","FALSE","FALSE","QA","Civil","Pits","Pit 2.1"
"ee0bca4b-1cbe-5eb2-900e-4e19050aff89","","not-started","Pit:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.1","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"95955f8c-e1f3-52e7-a747-5a8cad617977","","not-started","Pit:083eb9c4-fa14-554f-aec0-197652d9497a:99ea26aa-41d1-49c5-8c9d-14ba4115948a","signoff","TRUE","TRUE","QA","Civil","Pits","Pit 2.1","Notify and gain permit from principal contractor / client for inspection"
"29bf0972-3762-5d48-a857-c16ce5403b00","","not-started","Pit:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.1","Latest specifications and standards nominated in ITP"
"04183ebd-d4db-51c6-89f7-965a06f72405","","not-started","Pit:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.1","Setout & alignment as per latest available drawing (include revision below)"
"2cd1b0c2-28f9-5db5-8691-d98411a6e45b","","not-started","Pit:7352cecd-2bc9-5dd7-9bbd-936329b10848","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.1","Manufacturer's Quality"
"ded3b96a-b4c3-5e4e-b145-2e33afb7c405","","not-started","Pit:b931097a-3775-5017-a67c-db1a22de8b67","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.1","Pit Excavation"
"5d7f1d99-9473-54c6-8f37-747d20471e0a","","not-started","Pit:1ab8ff05-21cc-53d3-a6aa-cacd258e1077","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.1","Pit Installation & correct invert levels (as per AS 3500.3 Section 7.5)"
"0e237c79-b6cf-594b-afbd-5e5330892cc1","","not-started","Pit:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.1","Builder sign off prior concealment"
"9a55a407-b813-5fc2-b4b0-ab783b3f84b4","","not-started","Pit:66b0e408-970e-5756-8977-04d70a63d862","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.1","Backfilling (as per AS 3500.3 Section 6.2.11)"
"804284c5-3a5e-5fff-b955-f42e48b37379","","not-started","Pit:906120c4-7320-577c-b59b-a33920fe4392","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.1","Compaction of Material (As per Specification / Geotechnical report)"
"5b133cea-9488-5445-b0a0-62d8ff494cb5","","not-started","Pit:092c3e50-687d-53e8-b755-d32154258313","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.1","Clean and Flush"
"82ca2e37-b08a-528a-a0b9-b4db76292a19","","not-started","Pit:518c7cc2-b6ff-516d-908c-a56b6acfffbc","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.1","Inspection Prior to Closure"
"c8235bdc-09c5-5200-bf45-c3d2a69a38e0","","not-started","Pit:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.1","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"39bc6862-85d1-42e2-a130-567eecd06b59","","not-started","Pit","checklist","FALSE","FALSE","QA","Civil","Pits","Pit 2.2"
"cb58adb6-d634-565d-85c1-decc730d512a","","not-started","Pit:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.2","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"ae6e4390-31ed-54ea-823e-98f37d8d18ea","","not-started","Pit:083eb9c4-fa14-554f-aec0-197652d9497a:99ea26aa-41d1-49c5-8c9d-14ba4115948a","signoff","TRUE","TRUE","QA","Civil","Pits","Pit 2.2","Notify and gain permit from principal contractor / client for inspection"
"6f601d98-16e1-5c69-9a29-964039d926e1","","not-started","Pit:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.2","Latest specifications and standards nominated in ITP"
"0d2018fb-cdc3-51a2-bd3d-97f3cfbf5131","","not-started","Pit:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.2","Setout & alignment as per latest available drawing (include revision below)"
"30d73d27-0415-58e5-8fb7-6ebd598bce47","","not-started","Pit:7352cecd-2bc9-5dd7-9bbd-936329b10848","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.2","Manufacturer's Quality"
"4948a6ba-49f8-55e6-8750-f1aaac731e8b","","not-started","Pit:b931097a-3775-5017-a67c-db1a22de8b67","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.2","Pit Excavation"
"9eb8ed7e-9d83-5f1a-8ece-56a3d256ddd0","","not-started","Pit:1ab8ff05-21cc-53d3-a6aa-cacd258e1077","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.2","Pit Installation & correct invert levels (as per AS 3500.3 Section 7.5)"
"3af67eae-e8ed-5baf-ba99-49bc20a4bc7c","","not-started","Pit:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.2","Builder sign off prior concealment"
"4d9ceb9b-bdc3-5a1d-97cc-66c6fae483ee","","not-started","Pit:66b0e408-970e-5756-8977-04d70a63d862","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.2","Backfilling (as per AS 3500.3 Section 6.2.11)"
"fc770e24-9f49-5266-b411-189ec69d61f4","","not-started","Pit:906120c4-7320-577c-b59b-a33920fe4392","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.2","Compaction of Material (As per Specification / Geotechnical report)"
"c3c549cd-2b9f-518b-9497-d748d9dd190d","","not-started","Pit:092c3e50-687d-53e8-b755-d32154258313","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.2","Clean and Flush"
"28d890ab-4f85-5450-a35f-cb1b538a6516","","not-started","Pit:518c7cc2-b6ff-516d-908c-a56b6acfffbc","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.2","Inspection Prior to Closure"
"f015a0a5-ae08-5009-9726-57389dbfdc3e","","not-started","Pit:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.2","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"64126204-b440-48f6-9e2e-d88c280ef4a1","","not-started","Pit","checklist","FALSE","FALSE","QA","Civil","Pits","Pit 2.3"
"76f1d374-c744-5f92-92ad-cebe814b2d73","","not-started","Pit:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.3","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"7dc5895e-5dd4-5cfa-a334-9f5f937a4338","","not-started","Pit:083eb9c4-fa14-554f-aec0-197652d9497a:99ea26aa-41d1-49c5-8c9d-14ba4115948a","signoff","TRUE","TRUE","QA","Civil","Pits","Pit 2.3","Notify and gain permit from principal contractor / client for inspection"
"4d02ebc8-39f7-5820-a01e-9e49b19dd76a","","not-started","Pit:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.3","Latest specifications and standards nominated in ITP"
"93c40428-0f4d-591a-a5bd-8936121702f4","","not-started","Pit:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.3","Setout & alignment as per latest available drawing (include revision below)"
"33259265-89a3-500b-b03b-47f7b258e840","","not-started","Pit:7352cecd-2bc9-5dd7-9bbd-936329b10848","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.3","Manufacturer's Quality"
"2f8d4006-8dea-52a4-b80f-75c9e7046b8a","","not-started","Pit:b931097a-3775-5017-a67c-db1a22de8b67","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.3","Pit Excavation"
"63c76af2-90c2-557a-9bba-657207b94bc6","","not-started","Pit:1ab8ff05-21cc-53d3-a6aa-cacd258e1077","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.3","Pit Installation & correct invert levels (as per AS 3500.3 Section 7.5)"
"cbf09f09-d1fd-5ada-bd71-26a0b7e2c8f8","","not-started","Pit:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.3","Builder sign off prior concealment"
"5ad3421d-89b4-5eee-9754-b003ab83392f","","not-started","Pit:66b0e408-970e-5756-8977-04d70a63d862","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.3","Backfilling (as per AS 3500.3 Section 6.2.11)"
"6eea72a2-b079-58ac-bb0c-717161b2cbbf","","not-started","Pit:906120c4-7320-577c-b59b-a33920fe4392","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.3","Compaction of Material (As per Specification / Geotechnical report)"
"a4860b55-a7ec-5f2a-9769-f1ad2de98a76","","not-started","Pit:092c3e50-687d-53e8-b755-d32154258313","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.3","Clean and Flush"
"95f69563-9038-5cec-876c-00513293ccf8","","not-started","Pit:518c7cc2-b6ff-516d-908c-a56b6acfffbc","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.3","Inspection Prior to Closure"
"c4a3dbf1-5b66-520a-8b2d-5406fe6f430e","","not-started","Pit:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.3","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"0051a8e2-181d-4d4d-92eb-f84d21403a1c","","not-started","Pit","checklist","FALSE","FALSE","QA","Civil","Pits","Pit 2.4"
"4bf6fd62-ed8f-55cc-ad5c-4f691bac1eb5","","not-started","Pit:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.4","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"7245f554-2a86-570a-9add-d3da23232cae","","not-started","Pit:083eb9c4-fa14-554f-aec0-197652d9497a:99ea26aa-41d1-49c5-8c9d-14ba4115948a","signoff","TRUE","TRUE","QA","Civil","Pits","Pit 2.4","Notify and gain permit from principal contractor / client for inspection"
"efdf7bc1-e919-5f7d-82bf-2968866bc62f","","not-started","Pit:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.4","Latest specifications and standards nominated in ITP"
"6d7dc651-5e0e-571e-b545-e60baaa1ce4d","","not-started","Pit:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.4","Setout & alignment as per latest available drawing (include revision below)"
"01c1899a-173b-5681-92c4-0887d4021164","","not-started","Pit:7352cecd-2bc9-5dd7-9bbd-936329b10848","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.4","Manufacturer's Quality"
"904ae659-039f-5576-b891-2fde98a9fd40","","not-started","Pit:b931097a-3775-5017-a67c-db1a22de8b67","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.4","Pit Excavation"
"dfe1d347-6c08-50b7-8861-9574270bdadc","","not-started","Pit:1ab8ff05-21cc-53d3-a6aa-cacd258e1077","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.4","Pit Installation & correct invert levels (as per AS 3500.3 Section 7.5)"
"894a4c1e-19a9-5d06-b233-4d367113077e","","not-started","Pit:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.4","Builder sign off prior concealment"
"29c85e1e-5d9e-5748-8300-15e25f96a6df","","not-started","Pit:66b0e408-970e-5756-8977-04d70a63d862","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.4","Backfilling (as per AS 3500.3 Section 6.2.11)"
"02720034-3c38-51e0-99e6-ec290b6fbaf7","","not-started","Pit:906120c4-7320-577c-b59b-a33920fe4392","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.4","Compaction of Material (As per Specification / Geotechnical report)"
"655c3002-5159-5b59-a2c2-982c15736327","","not-started","Pit:092c3e50-687d-53e8-b755-d32154258313","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.4","Clean and Flush"
"81cfee4f-2ce2-5069-b684-93ef5670093d","","not-started","Pit:518c7cc2-b6ff-516d-908c-a56b6acfffbc","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.4","Inspection Prior to Closure"
"aa110ca4-80c2-52e2-a9f6-47e983bd4191","","not-started","Pit:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.4","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"95cd7772-6108-429b-9c62-e46098be42f6","","not-started","Pit","checklist","FALSE","FALSE","QA","Civil","Pits","Pit 2.5"
"6a084ab1-f60c-5443-9e00-9a243465de5c","","not-started","Pit:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.5","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"9ede9312-cb1e-54b3-af53-888cd4512e35","","not-started","Pit:083eb9c4-fa14-554f-aec0-197652d9497a:99ea26aa-41d1-49c5-8c9d-14ba4115948a","signoff","TRUE","TRUE","QA","Civil","Pits","Pit 2.5","Notify and gain permit from principal contractor / client for inspection"
"f9acb644-0899-5fdb-b91e-3262527d1a0f","","not-started","Pit:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.5","Latest specifications and standards nominated in ITP"
"35f2e28f-d8d3-52fe-8b6e-feb4cd1a2b91","","not-started","Pit:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.5","Setout & alignment as per latest available drawing (include revision below)"
"06a1cdd8-96ce-57cf-950a-a1bd22ba2fae","","not-started","Pit:7352cecd-2bc9-5dd7-9bbd-936329b10848","checkpoint","TRUE","TRUE","QA","Civil","Pits","Pit 2.5","Manufacturer's Quality"
