"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3bc5c2c2-2eca-4255-9e70-e19de8c14886","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"79822113-bc36-4b27-bbae-32355e01ecad","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"895332ca-dbed-4472-afd6-08b8721b413f","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"26bd579e-008e-49f2-9da8-dca6758c0225","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","East Feature"
"7035c855-d61d-4474-9daa-d33a025b9551","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","East Feature","E1"
"fd8d8e3d-2e92-4a5a-b47e-4cd589f64788","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E1","E1-1"
"ae189634-bf5a-43eb-a123-c07ec8237894","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E1","E1-1","Pre-Pour Check"
"0cb50097-5563-44c9-928f-56da8e877d96","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-6","Stripping and Stacking","Stripping & Stacking"
"7a589252-1b41-4d08-ac70-28a8841440ff","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E2","E2-7"
"1238167c-7742-4f8c-8bca-e0277c55dd7c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Pre-Pour Check"
"17852cea-10c4-4061-a094-e282cd0a01ee","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Pre-Pour Check","Dimensions"
"e2380384-b74a-46d9-a209-108fe25e48f2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Pre-Pour Check","Mould Clean"
"6fa008e8-3962-4131-b119-c2d6f912ab61","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Pre-Pour Check","Mould Oiled"
"93e3f940-e26b-46fb-8e84-7d4f3f96191a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Pre-Pour Check","Mould - Workmanship"
"cf86395d-0bbd-4361-8b9b-68c7b2d0b494","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Pre-Pour Check","Reinforcing"
"f3715013-3b16-4f0e-8ba0-2100ae6788c3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Pre-Pour Check","Cast In Items"
"4e218e92-9f49-4ba2-8e08-8d1a1638f6dc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Pre-Pour Check","Marker Position and No."
"873c7726-d491-4193-b4f2-ccfa0f9a691e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Pre-Pour Check","Make mould to Green Status"
"a95603e8-6596-4904-935f-3ab6491fa6b4","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Concrete Works"
"08afc702-6d29-48b5-9de4-7f1aad2edf80","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Concrete Works","Concrete Works Details"
"ea653d39-7341-45c1-b7d6-d147cf7a3b7a","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Concrete Works","Wilco Sample Taken"
"f3415524-8db6-4a17-92f8-78cc7e0b1d7c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Concrete Works","Bridgeman Sample Taken"
"3959cbc1-8871-435e-af5e-2267c6aaf55a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Concrete Works","Supervisor Approval"
"f60572bf-09a4-4aef-995a-71daf4727d7b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Post Pour Check"
"4bd847ab-ea47-4174-a962-3313e95f548a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Post Pour Check","Edge Detail"
"2e9dda18-fdd6-49f7-8058-5af194afa6a7","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Post Pour Check","Bar Projections"
"0cd77e42-c726-4aab-8c42-eaa1a57f666c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Post Pour Check","Cast in items"
"1e9bc82e-e77f-4921-bde9-1d578ed3df08","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Stripping and Stacking"
"048ff1af-5911-4c3e-8c6f-03a06742ecff","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-7","Stripping and Stacking","Stripping & Stacking"
"a00b67ab-3c3c-4922-947d-d32be39f11ee","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E2","E2-8"
"708e89f4-9588-4631-9099-570bf46c8724","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Pre-Pour Check"
"d128163c-d8cb-4bfc-abaa-0d16d230fcc7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Pre-Pour Check","Dimensions"
"3200f477-c60f-41e0-ba73-920bde73e63f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Pre-Pour Check","Mould Clean"
"dbb9343f-0812-4cc9-9deb-bf2cf916d8cf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Pre-Pour Check","Mould Oiled"
"7ef12a79-aa7d-4132-9365-33bebf3cdbd2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Pre-Pour Check","Mould - Workmanship"
"388dc460-58c7-4d70-bb1d-c3ac1c18c661","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Pre-Pour Check","Reinforcing"
"40ced05a-0e4f-43ab-bfed-683b400adde2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Pre-Pour Check","Cast In Items"
"266041cb-de27-4bb3-82e3-8e3b04b0f482","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Pre-Pour Check","Marker Position and No."
"b6e35ec9-d88c-4651-910c-5a61c06f774a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Pre-Pour Check","Make mould to Green Status"
"0efd44fb-7db4-4450-a249-aae611befc93","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Concrete Works"
"d9920271-3225-420e-89ca-c5595c601a8f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Concrete Works","Concrete Works Details"
"2e2f2769-384f-412d-b776-5f8df3d3b1ef","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Concrete Works","Wilco Sample Taken"
"8849c441-0775-4698-9a21-691c8b479deb","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Concrete Works","Bridgeman Sample Taken"
"c08aea05-8c36-4511-91d8-ac0ca8f754ee","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Concrete Works","Supervisor Approval"
"605b4c76-ba43-4a63-aeeb-de62063b65d0","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Post Pour Check"
"04256304-7615-4dd7-bfa6-5f11ac651ebd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Post Pour Check","Edge Detail"
"8ba58963-4405-4fbd-9da4-06e0f4c8507e","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Post Pour Check","Bar Projections"
"9496ad44-7157-4968-b71e-f69ac45a8b48","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Post Pour Check","Cast in items"
"10433bea-454d-495e-bde0-95b892654c8a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Stripping and Stacking"
"f4c1807a-214d-4f83-8a97-a03008c1e528","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-8","Stripping and Stacking","Stripping & Stacking"
"06a0a9cb-d396-4612-a64c-59ce1fd2b907","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E2","E2-9"
"25a1a672-22de-4187-86e3-538b75fd56a7","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Pre-Pour Check"
"e95cb574-2f54-48aa-b639-2c11e1b10658","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Pre-Pour Check","Dimensions"
"283df7cb-41ad-4bb9-92d7-d24bbadfb373","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Pre-Pour Check","Mould Clean"
"1bf0770a-23de-4950-8101-e3effe99b4ec","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Pre-Pour Check","Mould Oiled"
"c3749127-1edf-4d38-858a-dbc899e43953","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Pre-Pour Check","Mould - Workmanship"
"ed4fa0ad-011f-4915-a1bd-be53919aec78","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Pre-Pour Check","Reinforcing"
"53d242d9-96b3-4d1a-b2b6-59a12a6d201a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Pre-Pour Check","Cast In Items"
"4b70befe-8070-4df1-9c04-54ab9d8b2ae2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Pre-Pour Check","Marker Position and No."
"b2c47065-0ea4-4b75-b267-23dab5c5680b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Pre-Pour Check","Make mould to Green Status"
"502750e2-192a-4369-bc6f-6e9cfbfd6621","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Concrete Works"
"1edb22e4-2efc-4b63-9e8c-bb2c0a260133","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Concrete Works","Concrete Works Details"
"28f9fdf5-9c88-4dfa-ba04-f2186f9d6a5c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Concrete Works","Wilco Sample Taken"
"7cac3ff7-2a5e-4c0f-9103-2995c0c2d9b5","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Concrete Works","Bridgeman Sample Taken"
"67766b0e-992c-4f32-aca1-a9cf8e3ad7bc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Concrete Works","Supervisor Approval"
"320398ea-d3eb-408b-b146-90294c468a86","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Post Pour Check"
"d87e3e0c-1736-4aa4-a8c7-e22bf760a899","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Post Pour Check","Edge Detail"
"95044c93-b4c9-4e7f-be2e-0dbe9ccbba0c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Post Pour Check","Bar Projections"
"32950bbe-960d-4ead-8b83-7f8b2f1acc10","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Post Pour Check","Cast in items"
"002ebd9b-5dab-4aa2-9686-13c21da39200","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Stripping and Stacking"
"5e3069b7-4879-4c83-a079-68119583649a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-9","Stripping and Stacking","Stripping & Stacking"
"3c291400-128d-4348-ac16-477e88aaa4c1","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E2","E2-10"
"cb9dc8ad-8bec-4140-a3a4-604e50904274","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Pre-Pour Check"
"8aaa2004-eb63-49bd-b3ca-74c3a8e2b351","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Pre-Pour Check","Dimensions"
"781e5f37-2764-446f-a9db-daf8aa28785b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Pre-Pour Check","Mould Clean"
"e07d6912-b7c6-401d-adf6-1f13661b5258","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Pre-Pour Check","Mould Oiled"
"80baf429-5020-4235-98f0-b7ce2add5268","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Pre-Pour Check","Mould - Workmanship"
"8f97cc2c-e29a-408e-8a87-4c8a325b7d45","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Pre-Pour Check","Reinforcing"
"9978bf0f-506f-4bed-8690-a4e2914053c1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Pre-Pour Check","Cast In Items"
"1a075cca-cc20-4fa6-ab56-72f9808a947e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Pre-Pour Check","Marker Position and No."
"bef6dfa8-bde0-4017-9ff2-5b8c6ad6a146","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Pre-Pour Check","Make mould to Green Status"
"f85eceb3-81e7-4133-8568-b70d5b924e6f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Concrete Works"
"be032aeb-46aa-4e3e-95cc-75822398e1d1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Concrete Works","Concrete Works Details"
"443a55af-3a3f-42c8-9eea-e482ade7a3fa","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Concrete Works","Wilco Sample Taken"
"9b9e9b1a-131f-486f-887a-81d62f4ede4f","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Concrete Works","Bridgeman Sample Taken"
"7e1dd68a-0f64-4fef-9815-77b39b40afc8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Concrete Works","Supervisor Approval"
"7901afdb-07bd-45ab-ae67-12b89b979cd4","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Post Pour Check"
"9db7590b-097a-4312-8458-c4bfde3c84b5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Post Pour Check","Edge Detail"
"62b27044-b4c2-4657-94b4-78a890f4d62f","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Post Pour Check","Bar Projections"
"c18a4960-ce0f-4b5a-8cf5-b0ac3827c5fb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Post Pour Check","Cast in items"
"f9e05e46-f3e2-4b4c-9a92-f0bfe1e6e477","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Stripping and Stacking"
"ee7bc69e-e6a5-4511-8e4b-ce3326baa3dc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-10","Stripping and Stacking","Stripping & Stacking"
"53642e16-324f-454b-a492-e1d4a1ebd397","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E2","E2-11"
"ec06006c-ce84-4f1f-b767-ea86e58b21e3","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Pre-Pour Check"
"476fb713-8265-4b6b-8fd7-869faa2e1347","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Pre-Pour Check","Dimensions"
"6e440687-6309-4304-aca8-84342dd4b5d0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Pre-Pour Check","Mould Clean"
"f621eb28-6d56-4f86-8d8f-54d653433b30","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Pre-Pour Check","Mould Oiled"
"b9ee8ee6-3cf9-4438-be77-6e6786ab965a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Pre-Pour Check","Mould - Workmanship"
"18a47469-b645-4f1e-8eb8-b1724efedc79","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Pre-Pour Check","Reinforcing"
"e182b9ae-b618-4181-a4fe-403a1e124bb7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Pre-Pour Check","Cast In Items"
"cd94811d-1579-420a-96f8-c8a1739c9db2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Pre-Pour Check","Marker Position and No."
"2e6da268-9c79-40d4-8838-7205496486ac","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Pre-Pour Check","Make mould to Green Status"
"f0ef9d55-a074-4cd7-bfbd-67cdd999b135","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Concrete Works"
"2e6142c7-a0d1-40f8-84be-ff80213511ce","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Concrete Works","Concrete Works Details"
"07820fbb-c767-40fe-a8d6-ef9b49a1ed70","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Concrete Works","Wilco Sample Taken"
"e3549a38-dd22-4189-ae88-9029798f7a45","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Concrete Works","Bridgeman Sample Taken"
"b45d8e37-f64a-412a-8ded-13b3db20be1f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Concrete Works","Supervisor Approval"
"38abf390-e118-4c87-bc27-91dd262d3aac","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Post Pour Check"
"99f003a6-a399-4595-a259-80056c8cdc98","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Post Pour Check","Edge Detail"
"7ddeedec-e5f8-4818-aa6a-e78d312c16ac","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Post Pour Check","Bar Projections"
"81a4c7f2-4c4e-43d8-8931-dbd8e0992df0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Post Pour Check","Cast in items"
"f2cd1d9b-2298-49d0-9852-cd29b4502509","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Stripping and Stacking"
"a8731505-703a-49f9-8951-c1712e2e96fc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-11","Stripping and Stacking","Stripping & Stacking"
"4421b1ac-8eb0-4218-bdd1-667933f31fdc","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E2","E2-12"
"51e67ac7-e37d-49e6-a2ab-c10795efdedc","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Pre-Pour Check"
"9c9930c9-2498-42ec-aaba-b9d927ce26b5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Pre-Pour Check","Dimensions"
"dc80b38e-4944-472b-a077-5540f03aef3f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Pre-Pour Check","Mould Clean"
"a7f89a2e-0d39-43fa-866d-16105071b079","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Pre-Pour Check","Mould Oiled"
"67d02c8a-9eca-419d-8631-e2f3258109c1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Pre-Pour Check","Mould - Workmanship"
"2fc2426c-87bd-48df-b1a4-d84c31223548","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Pre-Pour Check","Reinforcing"
"7530be10-2464-43bd-9729-9de1eec557ac","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Pre-Pour Check","Cast In Items"
"5776cee4-ebfa-4c70-a31d-09089e7d253c","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Pre-Pour Check","Marker Position and No."
"9c3f9bb6-02d5-4d37-b978-7c59d744bc4d","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Pre-Pour Check","Make mould to Green Status"
"6655aaad-a3c3-49c4-9962-3949ed60baac","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Concrete Works"
"b74fa947-5422-4dd0-a018-f8fe18f66580","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Concrete Works","Concrete Works Details"
"4e22810b-4936-4163-8a8a-4f2d6eeb13ec","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Concrete Works","Wilco Sample Taken"
"b2d6dd7c-549c-48d5-9d84-4f61d2bd2840","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Concrete Works","Bridgeman Sample Taken"
"046a9634-a8d8-4301-b17f-1bf98be76e84","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Concrete Works","Supervisor Approval"
"2937041a-4c3e-4b9c-8f78-d9b5868306ce","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Post Pour Check"
"07dd9fd8-7085-47d8-8290-d46c5cc95ace","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Post Pour Check","Edge Detail"
"3d8b86cb-c55a-4d3b-8bbe-39c2b8aabc8c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Post Pour Check","Bar Projections"
"41d169f2-2f51-4916-b66a-b30e8b0a5796","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Post Pour Check","Cast in items"
"f233d6e2-00a1-4b41-ae1b-acc29efe15bf","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Stripping and Stacking"
"ea4aef68-0ad1-43d1-b5cd-c674d202c4f1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E2","E2-12","Stripping and Stacking","Stripping & Stacking"
"b2a9e70e-a608-4013-be9a-fee70d483a0d","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","East Feature","E3"
"bb0b6edf-c63e-480e-8a1b-cb9eb239e422","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E3","E3-1"
"5f9949f6-1d48-4f48-be77-3c71ade364ef","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E3","E3-1","Pre-Pour Check"
"1d1476e3-3b48-4ec5-b86b-be85ab679b64","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E3","E3-1","Pre-Pour Check","Dimensions"
"bdd2fda9-e11f-4ce2-9b88-96d1051f5671","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E3","E3-1","Pre-Pour Check","Mould Clean"
"0c9a62d4-0db5-4155-8124-9c041173c0b8","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E3","E3-1","Pre-Pour Check","Mould Oiled"
"b03680af-8ea2-4d3d-b0fa-0805398083d0","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E3","E3-1","Pre-Pour Check","Mould - Workmanship"
"06e0dbf4-baf7-4428-b18e-ca6df71e99ea","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E3","E3-1","Pre-Pour Check","Reinforcing"
"12fda9df-f861-4dca-8705-c37f6145636d","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E3","E3-1","Pre-Pour Check","Cast In Items"
"36614989-3b97-474b-9137-e6b784926e51","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E3","E3-1","Pre-Pour Check","Marker Position and No."
"9445aaed-25a9-4b4f-a8f6-4b2b2c2fdfc8","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E3","E3-1","Pre-Pour Check","Make mould to Green Status"
"5da301b7-7efd-4e9d-b205-c74ce4b35f99","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E3","E3-1","Concrete Works"
"0725e57b-b944-4cdc-9d25-522425d2603c","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E3","E3-1","Concrete Works","Concrete Works Details"
"bc1e8e94-469e-48e8-b7e0-bb8a71f41e79","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E3","E3-1","Concrete Works","Wilco Sample Taken"
"e86737e4-88fd-4801-9443-c0df47aff82e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","East Feature","E3","E3-1","Concrete Works","Bridgeman Sample Taken"
