"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fbc22b7b-de82-4419-90c7-554330c167c4","","work-in-progress","","folder","TRUE","FALSE","Inground Conduit Installation"
"4cc77458-cb4a-4848-b5d8-9204eeed308a","","work-in-progress","","folder","TRUE","FALSE","Inground Conduit Installation","Level 00"
"072bc5e9-9416-47a4-b38f-502c22590a1f","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 03"
"ea47c5ed-88db-4a6c-a58c-c9c5e74f66d4","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 04"
"0e103e06-79c0-48fa-858c-0f292ffbce7a","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 05"
"1797da47-07fb-4a5d-aab5-5b57bcca982a","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 06"
"3443c058-149f-4911-b359-b6e49453dfc5","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Mental Health Building (MHB)"
"d73d69a6-63c9-4c87-90f8-5b2538b37011","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Mental Health Building (MHB)","Level 00"
"c5b584d6-c4c2-4d63-8701-ec7d6484ab96","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Mental Health Building (MHB)","Level 01"
"caee06a3-d336-45c7-bdf5-968851a6a825","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Mental Health Building (MHB)","Level 02"
"992d2187-e174-4924-9f28-20be39535e5b","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Multi-Storey Carpark (CP)"
"429a9cd5-c7cf-460d-9ed4-02496dcd5657","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Multi-Storey Carpark (CP)","Level 00"
"1017ffc2-3e95-4b3a-b181-fa2d1fc44077","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Multi-Storey Carpark (CP)","Level 01"
"d5535034-4de4-4d3a-b9b1-909c47beefbf","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Multi-Storey Carpark (CP)","Level 02"
"fa1e5d03-f1ec-42ac-b82d-ee383791cb40","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Multi-Storey Carpark (CP)","Level 03"
"c41b0d36-fdd0-4e5b-84ee-537fa70cc651","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Multi-Storey Carpark (CP)","Level 04"
"fff08592-6a39-4818-a2aa-9a3c7be50d3d","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Multi-Storey Carpark (CP)","Level 05"
"7fe264e4-4092-4710-985d-b6b444c3ef73","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Multi-Storey Carpark (CP)","Roof"
"9c03b403-88e3-4cde-b02f-521e4d7bcbd1","","no-status-not-started","","folder","TRUE","FALSE","Vertical Cores"
"e05a37d8-18cc-4078-bbc9-c6aa5b03fc81","","no-status-not-started","","folder","TRUE","FALSE","Vertical Cores","Level 00"
"ae815e44-b6a2-4b48-8463-3fb249115f68","","no-status-not-started","","folder","TRUE","FALSE","Vertical Cores","Level 01"
"738b82c3-98f7-4e14-92fb-ace365524179","","no-status-not-started","","folder","TRUE","FALSE","Vertical Cores","Level 02"
"5d914ea1-55b2-4eea-aadf-5b0807800407","","no-status-not-started","","folder","TRUE","FALSE","Vertical Cores","Level 03"
"5efd36d7-cdf8-49db-b843-bd1aedd8ef25","","no-status-not-started","","folder","TRUE","FALSE","Vertical Cores","Level 04"
"55f66168-a56d-411d-804a-442345b1d5b3","","no-status-not-started","","folder","TRUE","FALSE","Vertical Cores","Level 05"
"1d4f27a2-46f2-4a24-868c-bb46e19fd80e","","no-status-not-started","","folder","TRUE","FALSE","Vertical Cores","Level 06"
