"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b7fb5dcb-864d-4df6-97e3-0c36e86f272d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"bba66228-5cbf-4ed0-a025-fd7efd218ffd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1"
"891fcc24-1c60-4bdc-8e4a-1d7735c0c195","","checklist-sectioned","work-in-progress","External Elements Installation Checklist","checklist","FALSE","FALSE","Site QA","Level 1","External"
"44fe3c77-7bbf-5177-9727-c154ba557a49","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Level 1","External","Westside"
"1808c509-0291-5a3a-ab26-47130d1b128a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W05","Waterproofing angle completed"
"fdf6f9b5-665a-5841-acc2-5b32ae1e5dc6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W05","(Attach photo)"
"1d4fbe81-dad7-5042-b559-03cfa586d8f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W05","Installation of sub-sill and caulked"
"837f38b5-d887-54ea-a0b1-0bec4fd23648","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W05","(Attach photo)"
"be26ea88-7527-5951-b263-0dbe2da79140","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W05","Water test sub-sill"
"632ab064-c4ef-5aa4-9b84-6b97684a9759","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W05","(Attach photo)"
"778fd4ce-0d3d-599b-a45d-d0b5462974ff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W05","Installation of sub-head and caulked"
"a7404e89-045b-5211-9a61-267f64c08fa5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W05","Install frames including trims to doors"
"bb5fd642-c4e2-53b9-a594-64e779490a5d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W05","Install windows and trimming"
"6a14b4da-68f7-5106-bc1f-a30292c14bb9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W05","Install door panels"
"6e76d478-fa8c-5f98-b7e8-94c86de17ab9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W05","Installation of all hardware"
"2943073d-9ece-505e-aed7-4c01911904ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W05","Ensure all external and internal angles are sealed"
"bbd26d70-b5b4-597e-9149-1ddd248680e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W05","Handover"
"b78068a7-e451-4da8-973e-7b90f8df724f","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 30","3002","W01"
"835dd603-3583-554c-b951-415db0f58ef2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W01","Waterproofing angle completed"
"2e5cce19-753b-5df0-ba98-b6446039cdf1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W01","(Attach photo)"
"dccd67f5-48ce-5dfe-86a1-7054505a7546","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W01","Installation of sub-sill and caulked"
"e7e37c47-36d5-5007-bdf6-f8e42fa212d1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W01","(Attach photo)"
"93390956-29d3-5da4-b1ba-7189a97aa1df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W01","Water test sub-sill"
"ceb2e580-849c-51e8-b71f-944a0206e3a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W01","(Attach photo)"
"1eca08ae-61d6-5558-8560-70468e231d37","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W01","Installation of sub-head and caulked"
"48536d70-7fa5-518b-a841-88314889b722","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W01","Install frames including trims to doors"
"eb75f2ac-04d6-5d95-bf61-59a582cac237","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W01","Install windows and trimming"
"04a9e5d1-c9b2-50f5-aed6-178ff18ce8aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W01","Install door panels"
"7cfccaec-2644-5266-9215-3c7954ee3520","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W01","Installation of all hardware"
"fc016c78-f33e-5263-a403-6df3087fd4f2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W01","Ensure all external and internal angles are sealed"
"65519995-d01f-5628-89e2-f84795b58740","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W01","Handover"
"19cb60f6-5da6-4ec1-ae44-6fbca72b2284","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 30","3002","W29"
"15a17978-9d52-5f5c-83ab-afffe63df22a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W29","Waterproofing angle completed"
"9a53ea61-28e2-5b14-8d70-e8b74a39ac2b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W29","(Attach photo)"
"23946f0a-0a80-5715-bbbe-adbaa5fb780f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W29","Installation of sub-sill and caulked"
"cc5dfe51-3eee-5acc-beb4-184ef9e4dfdb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W29","(Attach photo)"
"7e382b93-9829-56fd-a521-556f3aa2db7f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W29","Water test sub-sill"
"745455fa-18e5-5439-9c78-5a99b1f2b26f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W29","(Attach photo)"
"f5ee5934-9a7a-5689-8db2-4066accd18c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W29","Installation of sub-head and caulked"
"4e49838e-8061-575b-bfd1-9716720f4adf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W29","Install frames including trims to doors"
"5618b9a1-af74-5cba-9aa9-4895af713636","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W29","Install windows and trimming"
"99f79691-160d-5262-b52f-b27952bf3d52","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W29","Install door panels"
"54710f18-c06e-5e05-bf7f-e8d558fd70f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W29","Installation of all hardware"
"fd585234-74b6-503a-958f-15bded7aae33","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W29","Ensure all external and internal angles are sealed"
"cd64d154-1315-5612-b45c-b0066491db6d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3002","W29","Handover"
"9ec65920-a8b1-4d52-91b8-1dfb08f56516","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 30","3003"
"5afe317e-52c9-457a-87a5-571f8574f28d","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 30","3003","W32"
"34d64657-7282-5c48-9467-125caf29b2cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W32","Waterproofing angle completed"
"cb2a4654-1264-52e5-b1a4-b9e7d2a06f2e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W32","(Attach photo)"
"d2ac6e60-e60b-5356-b6e9-851a83caa271","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W32","Installation of sub-sill and caulked"
"b2d0f426-d618-577a-b029-246dff97d171","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W32","(Attach photo)"
"3b3ff237-a44c-5889-acc6-bc29b49183bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W32","Water test sub-sill"
"b3dd3709-4543-5167-b678-de22267defbc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W32","(Attach photo)"
"cc6b4ae8-a274-5ba6-83f3-1a14ea40f49f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W32","Installation of sub-head and caulked"
"70459535-1d7a-5a61-8b0c-ecbae4234ff2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W32","Install frames including trims to doors"
"cf7ed0ac-2fca-5614-906f-df0bab986ac5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W32","Install windows and trimming"
"98f450df-ebe0-571e-b793-f10b63455c26","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W32","Install door panels"
"804a4276-b87b-5070-a7f3-67fe6dbf6bf7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W32","Installation of all hardware"
"84439aee-bed7-53ff-b3e1-3d4e6412956b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W32","Ensure all external and internal angles are sealed"
"f07bc912-a6cb-5a5d-a81c-7fe9b7f805db","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W32","Handover"
"5713d203-5b97-4117-8bb0-1e448092d08b","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 30","3003","W01"
"6ef11191-e7b3-5862-a4cc-9f5de5066824","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W01","Waterproofing angle completed"
"ae06f587-5b69-57fd-80e4-eff71d5de41d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W01","(Attach photo)"
"2a09e369-127a-56a7-82cd-7073b389e187","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W01","Installation of sub-sill and caulked"
"c7b389aa-5836-5b8c-a22d-a4efef72705e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W01","(Attach photo)"
"8deb53db-9bf8-5f3e-8f5b-c68a2b7ad8bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W01","Water test sub-sill"
"f3c1f6f7-697b-59e8-adec-de0132152c4d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W01","(Attach photo)"
"0692cabe-a1ab-5dc9-8b04-9359747bbb7e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W01","Installation of sub-head and caulked"
"ff37361b-0582-532d-9cd9-ba5439064596","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W01","Install frames including trims to doors"
"5b486721-e1d4-586a-9aed-9dcb8d8cb238","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W01","Install windows and trimming"
"8c96ed22-2070-503e-be1b-1270d5b053ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W01","Install door panels"
"8debddf8-addc-50e8-b794-ed9d651a7156","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W01","Installation of all hardware"
"c04fcce8-fcd2-5484-b9ea-d56edff6c2ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W01","Ensure all external and internal angles are sealed"
"440daa89-316b-5af0-916c-66b547ec3a02","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W01","Handover"
"0b743b90-a61c-4d94-9c79-49df927977fd","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 30","3003","W05"
"bc44aa5b-e33e-5ced-bee0-1241097de70a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W05","Waterproofing angle completed"
"d40a942f-7637-5d57-8628-c09ff9ff7552","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W05","(Attach photo)"
"6d0ae872-3635-5dd6-8dbf-7656ed75ef5f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W05","Installation of sub-sill and caulked"
"e019883b-593d-5df7-b018-943ef1a769b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W05","(Attach photo)"
"afe38efe-9835-55ce-9208-b8214fbff5b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W05","Water test sub-sill"
"7a1f2f0e-f3ce-5f47-99e7-f423437b19e6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W05","(Attach photo)"
"a45fede7-8c75-5fd6-acf6-78bf16fdd337","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W05","Installation of sub-head and caulked"
"e46c3dc6-58af-5bb0-9071-c1bd4f9b3e2e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W05","Install frames including trims to doors"
"9b7397af-f841-55b6-a548-9352123ece4f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W05","Install windows and trimming"
"36091c36-8b2f-5a12-a315-93f40e7ef9ca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W05","Install door panels"
"27e0b001-cbdc-540c-b34b-d6d1b51d45f0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W05","Installation of all hardware"
"51db59ce-87b1-5b11-a31f-17f1e33d0131","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W05","Ensure all external and internal angles are sealed"
"fa3302da-be39-5076-8502-2a82a496a1ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W05","Handover"
"b0b47d55-7cc7-4067-a8e0-cd69a02ff353","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 30","3003","W02"
"713c3752-be2b-5e57-a7df-0dbecff47b44","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W02","Waterproofing angle completed"
"babcc413-823c-56cc-a08f-ef6525466ee0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W02","(Attach photo)"
"e3f0b838-6e55-5388-bdc7-4ddd78339f36","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W02","Installation of sub-sill and caulked"
"9a043bff-8432-5654-9c0c-d152b5a3c152","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W02","(Attach photo)"
"b0b0e7e4-4fd7-5fc8-90e7-3c44c02652b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W02","Water test sub-sill"
"ca6b84e7-01bb-5238-9e0e-63386be515df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W02","(Attach photo)"
"c2758c5a-d746-5fe3-9d1f-e28329d2fa19","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W02","Installation of sub-head and caulked"
"0c261a3d-9b15-5754-a1b7-e9976f07e55f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W02","Install frames including trims to doors"
"84056306-3af1-5852-8094-f17dfc558990","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W02","Install windows and trimming"
"3d086b73-652e-58f0-ac4c-71552dbd5da8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W02","Install door panels"
"0a87992e-0054-5820-9764-e97bc7e7b771","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W02","Installation of all hardware"
"d941b034-06c4-51da-91e4-00ae985ce83d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W02","Ensure all external and internal angles are sealed"
"a2475720-02be-5d38-87a1-8bbf0a9e19a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W02","Handover"
"e56436a9-7e85-44e8-a833-0b76f9953caa","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 30","3003","W07-B"
"647bdb56-ee12-5b13-ab55-0b03c4c6ef88","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W07-B","Waterproofing angle completed"
"f7483ecb-db26-5edd-aaa5-b99627e5f6a2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W07-B","(Attach photo)"
"62fcc5b3-68ee-50a0-9b63-7f5da8498ccc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W07-B","Installation of sub-sill and caulked"
"5a9106e1-fd17-59a3-a7e8-b13b804cd7fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W07-B","(Attach photo)"
"81f3bb3c-4a10-517a-9450-d33a62ca0d26","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W07-B","Water test sub-sill"
"1bfa0813-bb17-52ea-aeaf-3e4a981a6dc1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W07-B","(Attach photo)"
"e0ddd762-5cd1-57a0-97b7-7098738054c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W07-B","Installation of sub-head and caulked"
"34b41e17-4379-5f1f-8639-b7f4f5193bc9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W07-B","Install frames including trims to doors"
"1192e9a8-9d02-5253-8150-f1e339af0cf2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W07-B","Install windows and trimming"
"3aad95bf-f7a3-55ba-bb5b-1d165fe8d312","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W07-B","Install door panels"
"c44300ed-305f-5607-babc-65edee56cbbf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W07-B","Installation of all hardware"
"20a35c13-a214-50da-a8d8-1e63a485b299","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W07-B","Ensure all external and internal angles are sealed"
"155d0421-8d91-5464-a804-87a6e9ca5754","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3003","W07-B","Handover"
"8f38ce3f-d3c0-4a0e-9d84-2488492e8f74","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 30","3004"
"36c4b586-98e4-4d5d-8dc1-8500ed0b1d1e","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 30","3004","W07-B"
"66cf71bf-f373-518b-ac06-b00348503896","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W07-B","Waterproofing angle completed"
"4268fc1e-24ee-5d3f-b286-ff77ed22705b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W07-B","(Attach photo)"
"519b4665-684d-5b43-85d0-76d2bae81081","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W07-B","Installation of sub-sill and caulked"
"f0317c0f-f645-5112-9712-58cd8a5d825b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W07-B","(Attach photo)"
"8748df34-eeb9-5463-8361-44ebec75004c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W07-B","Water test sub-sill"
"ed620f70-6a3a-5413-9399-888b3764dc38","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W07-B","(Attach photo)"
"2786ccfd-30a0-57de-b302-c5468f9f3a90","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W07-B","Installation of sub-head and caulked"
"3f5d93d3-0efc-5bb3-bf31-5e6175be458f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W07-B","Install frames including trims to doors"
"4eab69be-1086-548b-b895-e673b25b7f6c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W07-B","Install windows and trimming"
"380c1b04-63c3-5cba-9702-f865f2ef588d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W07-B","Install door panels"
"0891d642-4202-555d-bff0-195afb2b3c96","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W07-B","Installation of all hardware"
"7d3c6860-25e7-586b-8f20-55c368f510e8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W07-B","Ensure all external and internal angles are sealed"
"061bb3f2-e3ea-563c-970d-70672f428071","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W07-B","Handover"
"5c55c366-8170-445e-b3fd-0a058467c15c","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 30","3004","W02"
"c4f3e8ea-d4bd-52d8-8dfe-dc6216423f1f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W02","Waterproofing angle completed"
"5c1f3e28-6be5-5e7f-a077-3761c09636c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W02","(Attach photo)"
"8b8748af-84ce-52c3-8805-317a254e9929","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W02","Installation of sub-sill and caulked"
"235c74f9-fa3b-58bb-a19c-cd4178e8c57b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W02","(Attach photo)"
"b1c5dc9f-89da-5333-aa32-a4549528fbe1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W02","Water test sub-sill"
"18d06ae2-9d4b-58a9-b78f-27c8ea09705c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W02","(Attach photo)"
"b5de11d4-813d-5f21-81eb-1a2df6a8c811","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W02","Installation of sub-head and caulked"
"2080e5a0-ac1d-55a1-8613-4d2315ca7c48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W02","Install frames including trims to doors"
"a9f31906-f90d-531a-b20d-e46258dbf843","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W02","Install windows and trimming"
"78186a98-fe24-57e3-8a17-5b8a4fc48112","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W02","Install door panels"
"98d0fbc7-4313-57f6-9149-8f77cc9da6da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W02","Installation of all hardware"
"1f57d224-7c84-5408-b4dd-1ae23d6dc1d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W02","Ensure all external and internal angles are sealed"
"f9610994-3349-5dea-8e53-e9314e16a4f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W02","Handover"
"9820da1e-86b9-42e4-989d-7e9ae11d5111","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 30","3004","W05"
"31b9fe3b-5bd8-5599-9205-9bfc828866e8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W05","Waterproofing angle completed"
"cc28bec3-afa8-52b5-ada9-8a47ea0aec99","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W05","(Attach photo)"
"8eb3286f-3c1c-52fc-89d7-83d6c615bc1d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W05","Installation of sub-sill and caulked"
"157d8d40-e885-5a20-ac83-c3b083dcb7b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W05","(Attach photo)"
"83af14a1-ab9e-5d76-a224-08d9e0239be1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W05","Water test sub-sill"
"3273eaef-04d8-5c67-9fa1-7394f0ba040c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W05","(Attach photo)"
"1de9c5be-38a9-5027-928e-cb0c89b55df3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W05","Installation of sub-head and caulked"
"6c75e0f9-85f7-502d-849f-209fa1f722ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W05","Install frames including trims to doors"
"9f22f01d-cb07-5347-bd94-d1bc975cf15a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W05","Install windows and trimming"
"fc63550b-66c6-5048-8242-d20d9dcbda88","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W05","Install door panels"
"a36d2d37-8752-58ef-a7ad-5b1b6115ae26","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W05","Installation of all hardware"
"eede0029-a476-5e29-9dba-168ec615b931","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W05","Ensure all external and internal angles are sealed"
"74bce8f9-811f-5130-b233-323585e4b855","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W05","Handover"
"ccbe746d-ae8e-4b10-ad48-5ba5dd358268","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 30","3004","W01"
"3a1cf4cb-4739-54ff-bbc3-b37603efb7cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W01","Waterproofing angle completed"
"1fa9064c-8e4c-5b48-9590-c09f5a41725a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W01","(Attach photo)"
"9c22b432-f605-5d96-8922-0700b3160902","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W01","Installation of sub-sill and caulked"
"e4059e04-3407-55e1-a2bf-455d6e393d22","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W01","(Attach photo)"
"9d1dfc1e-d91a-5172-9371-e86340b2f985","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W01","Water test sub-sill"
"b2f057b0-accf-5f65-a2fc-284e2fd6b6bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W01","(Attach photo)"
"0e2aae90-4312-5fc5-a895-a84ec78ef879","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W01","Installation of sub-head and caulked"
"611c4c82-3d6b-5f1c-b777-6d2c722aa138","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W01","Install frames including trims to doors"
"b0bef945-0503-5893-9fb0-484d97185408","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W01","Install windows and trimming"
"8e0e1665-8362-561f-b7ed-2c8742082ff8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W01","Install door panels"
"16fb1372-cbf9-54ed-8a60-2000f78fdf4f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W01","Installation of all hardware"
"f53f8abd-edaa-5099-ba7f-0f8b052764b5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W01","Ensure all external and internal angles are sealed"
"7f6864f8-332d-5532-8f42-664636839455","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 30","3004","W01","Handover"
