"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2f4e4715-b80a-4b0b-ad28-94cc28f01fd2","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"4de6dc19-d3e9-529b-a4c4-4a4d65db7d7b","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"9859ddad-5811-59ff-8f81-04e51bab323e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"7f89d0ce-462d-5530-8cb2-975f08d653c9","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"ca33ee05-98ba-51e7-a1e2-7fb935f5d47f","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"58ccdf3b-4805-50df-b156-ce4c342998a4","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"10e25e66-4a3f-5222-9277-697a8b198762","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"f16f1d2f-6bc0-4c89-89a3-db4530ea2e79","","folder-normal","not-started","","step","TRUE","FALSE","QA"
"9122d620-7045-4786-8bf0-2bf0d7d22aeb","","folder-normal","not-started","","step","TRUE","FALSE","QA","New Roof"
"7d30f25f-8b14-4944-a91e-887e7a4ba8f7","","folder-normal","not-started","","step","TRUE","FALSE","QA","New Roof","2No AP Type 01 Fall Arrest Anchors "
"105f3757-7555-4bf0-8d6b-e9487ab9b9db","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","New Roof","2No AP Type 01 Fall Arrest Anchors ","Pre-Fit Off Checklist"
"9678ba4c-938c-5462-ad2f-05dc20d87a03","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 07","Rail Checklist - RSRAIL 07","Installed as per PBI drawings supplied and manufacturer's requirements"
"9b039e9e-9ab9-4772-8fa3-1485470bd07a","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Roof","2No AP Type 03 Fall Arrest Anchors"
"167a60d8-cf71-44ab-9f75-696238166538","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","2No AP Type 03 Fall Arrest Anchors","Pre-Fit Off Checklist"
"77fafb0b-a6c6-507e-a13d-f45a622ed1c0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No AP Type 03 Fall Arrest Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"019bd2d7-12d6-5d67-a49c-39da256465c9","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Roof","2No AP Type 03 Fall Arrest Anchors","Pre-Fit Off Checklist","EMAIL PM"
"13b14584-bcc4-5e76-8cad-c6cfcad59ff4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No AP Type 03 Fall Arrest Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"d236ed4c-3806-476b-afbe-61b9b1c47791","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","2No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 15"
"5c421c20-a714-59e4-b4d4-bed0963a391e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 15","Required number of photo(s) taken of installed anchor(s)"
"a7051ff1-4485-53b8-abfd-6b16ad605fb7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 15","Installed as per PBI drawings supplied and manufacturer's requirements"
"5ca7d066-4dd1-44dd-afaf-3b2d5cf4ceda","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","2No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 26"
"ec78327c-bbcc-5a8a-83ae-ed314d868d04","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 26","Required number of photo(s) taken of installed anchor(s)"
"76177c52-543c-5b9d-bc9f-2a198c6c7672","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","2No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 26","Installed as per PBI drawings supplied and manufacturer's requirements"
"eaf917f4-276d-485b-bcf0-0ff171ef1672","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors "
"f74639d9-daa7-49ae-b99d-0a52d1741301","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Pre-Fit Off Checklist"
"413a2b9c-86b5-5707-83b7-936b18d1efeb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"584d6a5a-862a-52db-be46-2ff9875d28aa","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Pre-Fit Off Checklist","EMAIL PM"
"2bfdf020-6b08-55e5-b584-b28a3aad9ea4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"e7c4227d-f024-46f0-804b-cae399384a55","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 01"
"87d2a0e6-ffa8-5ae8-b3e2-376435006454","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 01","Required number of photo(s) taken of installed anchor(s)"
"d6632203-192f-5f3b-b3a7-68138bda3cbd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"1b56a079-90ff-4414-83fb-cbbe7a62dcc3","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 02"
"5ec7c5ad-3937-51e1-bdcc-1bc5fec3a4b4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 02","Required number of photo(s) taken of installed anchor(s)"
"e952bf8d-24b7-59f6-9118-399825ad2608","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"3dbf1af1-fd43-4b24-a0e8-185e65e5adea","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 03"
"13d29e59-308e-516b-99c0-db52c271a2c6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 03","Required number of photo(s) taken of installed anchor(s)"
"4b51f06c-5664-524b-9c5d-235f44b92205","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"dce5953d-c4e0-4178-8f72-f61b0c49817c","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 04"
"b773c8d3-352a-51db-a0f3-5850b9ba7cbb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 04","Required number of photo(s) taken of installed anchor(s)"
"8206040d-66b6-5051-87f7-ca2971fd3f99","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"1c1a5b41-ba49-407c-aaf2-ba4c75679200","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 05"
"b25f697e-35d4-5af1-a940-1397976560c8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 05","Required number of photo(s) taken of installed anchor(s)"
"7e66b063-1b9b-553a-ab44-ac5adbaaf175","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"d38f107c-a266-4c95-a293-3756bb87d64b","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 06"
"faf87402-b256-5a23-a9a9-307a27f3aa76","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 06","Required number of photo(s) taken of installed anchor(s)"
"caae3a45-2a8c-52ca-9149-0b9afefdaf04","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"350120e9-1206-4b53-bb16-3cb67fa5f9e7","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 07"
"c6ebd852-113e-57c9-b301-fbc28e47417d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 07","Required number of photo(s) taken of installed anchor(s)"
"fb1acffb-b104-5a32-837d-2a2bad6320af","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 07","Installed as per PBI drawings supplied and manufacturer's requirements"
"669289e4-5044-4925-b34e-cb17aa62e0f2","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 08"
"f22139fe-684f-57d9-ad65-fb901d0a0464","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 08","Required number of photo(s) taken of installed anchor(s)"
"43a5e02c-e5f0-5354-90f5-0b150582ae61","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 08","Installed as per PBI drawings supplied and manufacturer's requirements"
"b0bb7169-48cc-45c3-8967-fae947bd859d","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 09"
"d2c2ccd0-8d01-5c47-8231-ea78b0ee35fc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 09","Required number of photo(s) taken of installed anchor(s)"
"9a34511f-64bd-578a-8124-39b8af1e3553","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 09","Installed as per PBI drawings supplied and manufacturer's requirements"
"bebcf2e2-0dcc-497a-a352-bfc9a25612ba","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 10"
"7e2e8b79-4508-5c30-959f-d1289865b251","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 10","Required number of photo(s) taken of installed anchor(s)"
"61571bc5-fde4-5807-bfcb-8a348908a3e6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 10","Installed as per PBI drawings supplied and manufacturer's requirements"
"5f735fe5-7066-4967-9c2f-6061cecf8be8","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 11"
"54e96a9a-01ca-50b9-82f1-42b7e5ac538a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 11","Required number of photo(s) taken of installed anchor(s)"
"396012d2-ac27-54de-a937-7630d8d8c284","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 11","Installed as per PBI drawings supplied and manufacturer's requirements"
"f3533fee-009a-4848-8c2f-6ac73bcbbae5","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 12"
"a445cfa2-45b1-583e-b02c-df0ac3e40fd9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 12","Required number of photo(s) taken of installed anchor(s)"
"44c0a72c-5a59-5fef-8846-43f94b48a580","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 12","Installed as per PBI drawings supplied and manufacturer's requirements"
"0c1c4005-ab6d-4788-b3be-caf444896563","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 13"
"0e2cad47-3d58-5974-9fa9-a2ac3f72faa2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 13","Required number of photo(s) taken of installed anchor(s)"
"3d105d56-8967-5965-a4b2-c5db74eb8785","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 13","Installed as per PBI drawings supplied and manufacturer's requirements"
"75c03c50-a469-408c-a241-400f0f11fbac","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 14"
"8b09c153-b766-5288-93d2-0c7ce846833f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 14","Required number of photo(s) taken of installed anchor(s)"
"681964f0-f0ff-54f2-a396-13160edcd91d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 14","Installed as per PBI drawings supplied and manufacturer's requirements"
"e67f2914-0302-4483-a6bc-83c13fa32eff","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 16"
"81a2797c-001e-5c75-bed3-ededd5c7d93a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 16","Required number of photo(s) taken of installed anchor(s)"
"a15f0da6-a30e-56ae-923e-594b1c02f9ed","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 16","Installed as per PBI drawings supplied and manufacturer's requirements"
"8b855466-ffbb-4f70-8554-e6e040188768","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 17"
"e22ee513-ee7f-599f-b1f2-5b4b5a59740b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 17","Required number of photo(s) taken of installed anchor(s)"
"a01827a1-6188-5536-9f32-dc50de2aa922","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 17","Installed as per PBI drawings supplied and manufacturer's requirements"
"d8a170d3-9229-461a-8a67-5a9f231d7cab","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 18"
"2f095213-dd07-56b5-b94e-c475a8a809bb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 18","Required number of photo(s) taken of installed anchor(s)"
"6e45395e-a1e0-532b-bdf1-57c0065192a0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 18","Installed as per PBI drawings supplied and manufacturer's requirements"
"8394fee3-8b25-4eb1-af87-0370edcaab69","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 19"
"6edc3a41-04f6-57cc-938c-e149e1e0f439","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 19","Required number of photo(s) taken of installed anchor(s)"
"f40d7415-f5cf-5665-8f26-b73979db9be8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 19","Installed as per PBI drawings supplied and manufacturer's requirements"
"93fe5a1a-6358-4a4e-8e8e-4d1697e5f4fa","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 20"
"b84b2618-57ea-52af-8599-78141b5f8ae5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 20","Required number of photo(s) taken of installed anchor(s)"
"5f20adf0-346e-533f-9491-9e2e0df050f5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 20","Installed as per PBI drawings supplied and manufacturer's requirements"
"ff055613-8d7b-4e1c-83dc-817cc8ed6176","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 21"
"b8315e82-6aa1-58e1-b959-c4d3af3c9ee2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 21","Required number of photo(s) taken of installed anchor(s)"
"140d37e3-14e3-5856-8255-81dd3c950e02","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 21","Installed as per PBI drawings supplied and manufacturer's requirements"
"82a6e863-f521-474d-a46c-72cb005b6430","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 22"
"c8488ae9-aae3-5564-9d45-6fd8fa1cb41d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 22","Required number of photo(s) taken of installed anchor(s)"
"736ba1a3-9ef7-5976-9bc0-939e04f2736a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 22","Installed as per PBI drawings supplied and manufacturer's requirements"
"7776706c-eacb-4de9-89d1-eaea19b21c78","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 23"
"273e9e7f-4678-57c9-bb9d-82b3dac30b85","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 23","Required number of photo(s) taken of installed anchor(s)"
"027a13e8-d92d-55b6-9db8-95b47e91be75","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 23","Installed as per PBI drawings supplied and manufacturer's requirements"
"3e3efccb-9f5f-4848-b723-733ec1ec2270","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 24"
"ec05f74e-a9b3-5069-ad67-9dbad7447b44","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 24","Required number of photo(s) taken of installed anchor(s)"
"ff3b8e14-5cb9-579c-a5d7-77aa9a2fcf13","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 24","Installed as per PBI drawings supplied and manufacturer's requirements"
"a052a483-3b1d-47e3-92da-7bd3a6b44fdf","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 25"
"12c6dcc0-5a8e-5928-b81d-5730f4d00469","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 25","Required number of photo(s) taken of installed anchor(s)"
"dd7f597d-d7d2-5692-b9ff-4142ccb102bb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 25","Installed as per PBI drawings supplied and manufacturer's requirements"
"e644f1ae-d097-4c4c-9f44-cee44e66a6e3","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 27"
"2c7ba349-6c75-5df0-8259-f0d714620dcf","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 27","Required number of photo(s) taken of installed anchor(s)"
"c4fe3d30-3396-5d36-aec5-50d2c86a9682","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 27","Installed as per PBI drawings supplied and manufacturer's requirements"
"770aa259-5eeb-453c-bf7b-efe8673c4280","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 28"
"ce3d490f-7e4f-5b2b-a647-d5a7a16d7a7a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 28","Required number of photo(s) taken of installed anchor(s)"
"ca950ae5-cc9f-5c91-9ddb-88d7f5936477","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 28","Installed as per PBI drawings supplied and manufacturer's requirements"
"edc47cb8-68b1-4ec7-be68-93cbd5bf4a5c","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 29"
"8c9a5e80-fa05-5e84-b5d5-f6d0d39425a9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 29","Required number of photo(s) taken of installed anchor(s)"
"cd528291-eb69-56da-a1d7-d8472a332e50","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 29","Installed as per PBI drawings supplied and manufacturer's requirements"
"7d4ea329-a1fe-4f8d-a2fc-045c52bf7268","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 30"
"4ad7ecfd-4226-529d-a5ae-1affcc219bfc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 30","Required number of photo(s) taken of installed anchor(s)"
"993e2cbc-3eda-5c12-a5da-3cc3ea94efc8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 30","Installed as per PBI drawings supplied and manufacturer's requirements"
"ec5a0f58-a805-43ba-ade9-be95d6efbafc","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 31"
"f4697286-77e5-5098-a659-ef9a06cce885","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 31","Required number of photo(s) taken of installed anchor(s)"
"7523ee0b-5aa8-52e2-839e-10d81edcf477","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 31","Installed as per PBI drawings supplied and manufacturer's requirements"
"6ced7a37-96cf-4de7-8c89-3e910e72fae5","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 32"
"d86fee7d-3882-576b-a310-6de2db79da64","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 32","Required number of photo(s) taken of installed anchor(s)"
"89271737-ffef-547a-b2fc-0c78f71013a2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 32","Installed as per PBI drawings supplied and manufacturer's requirements"
"91c933c3-656a-43a7-ab1c-286793198ba9","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Roof","32No AP Type 04 Abseil Anchors ","Fit Off Checklist - Anchor 33"
