Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id,,,,,,,,,,,,,,,,,,,,,,
label,25ea7377-8e9b-5f64-8930-a90f52c9dc94,,note,Reference - 614.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,4aa95979-26b0-5687-841b-8a8e5ac59a8d,,note,Acceptance Criteria - The application of any load shall not proceed until the Certificate of Compliance - Formwork Inspection of the constructed formwork has been reviewed by the Nominated Authority Pile caps with heights greater than 2.0 metres Any member for which self-compacting concrete is proposed. Attach: Attachment A Attach: Attachment B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,abdab0c3-ee7d-5653-b58a-07c260e22436,,note,Method - Document Review Visual Measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,5e1d66f9-07d3-5413-9cdf-0b75f90bc163,,note,Frequency - Each element (where greater than 2m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,9056429c-a03b-5ec1-9c50-5e93296dbd28,,note,Category - HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,2a809e8d-d10b-5692-89af-9df1e9994827,,note,Responsibility - Temporary Works Designer Proof Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,ed93240b-c595-5089-ba26-0cc5f50d070e,,note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.3 - Formwork Certification - Formwork Inspection (Members Less than or Equal to 2m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,b969eda7-182d-5517-9ed6-7dd5395dd4de,,note,Reference - 614.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,4429d295-0d32-5954-b55c-7c6a1d1ea8ca,,note,"Acceptance Criteria - The application of any load shall not proceed until the Certificate of Compliance - Formwork Inspection of the constructed formwork has been reviewed by the Nominated Authority Pile caps,with heights less than 2.0 metres Attach: Attachment C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,29e85043-0873-520c-9e0b-ae284f2ca9b1,,note,Method - Document Review Visual Measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,82ef2331-da67-5c8e-bb4e-67823690c818,,note,Frequency - Each element (where 2m or less),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,3880e2ee-6beb-51ca-a094-3921ba29b5ec,,note,Category - HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,4d87cdb7-2b58-5408-b11e-4d6e893c136b,,note,Responsibility - Temporary Works Designer Proof Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,52d4b6c6-297a-5807-a010-c0f1135bbc6c,,note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.4 - Pre-pour Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a756eefa-5fc4-532f-970e-24f60fcda23e,,note,Reference - 610.47 (a) Table 610.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,4c3c6924-b846-56e5-b2ed-1d3804e9a136,,note,Acceptance Criteria - A pre-pour survey carried out by a surveyor. Erected formwork within the tolerances as per the table 610.462 as applicable to the element.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,892170e0-eec9-5d2f-9513-6a01433abcfc,,note,Method - Measure Visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,533bae3b-893b-5c55-bc12-b1aa09ea202e,,note,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,58ab9f30-d3dc-54ae-b1d7-27c1dfde181f,,note,Category - HP*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f92249e5-0f58-52e2-b8cf-eec1b1443ffc,,note,Responsibility - Surveyor SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,e67159f0-57e6-5836-9bfe-4fd93f33027e,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.5 - Reinforcement Placement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,e8cf548b-4a76-5604-88f6-5af7249f61ac,,note,Reference - IFC Drawings 611.06 611.09 611.10 611.11 611.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f935207c-3926-5ada-a018-1191b97e86d0,,note,"Acceptance Criteria - The correct reinforcement grade, quantity, size, orientation, location and spacing as shown on the structural drawings. Projecting reinforcement is the correct length and location. Splice lengths achieve the minimum length and are in contact for this length. The reinforcement surface condition is free from dirt, debris and damage. The resulting cage securely held with sufficient ties to limit displacement or deformation during the concrete pour. Minimum cover as shown on the structural drawings for each face has been achieved (including tie wire locations).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,5f959ebb-bb8e-58a3-8928-0871cadf5fa4,,note,Method - Measure Visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,999ca954-48a7-544d-80ef-e06447150c6a,,note,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6bcefbad-0866-53f7-ac92-660412f1b9db,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f31eccae-8815-51a4-9690-d6d0274d2484,,note,Responsibility - Foreman SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,b8d6d75c-fd2b-552a-b848-3b25009e5389,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.6 - Cast-in Items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,74032e67-0a68-5ac5-a62e-4430d341fa43,,note,Reference - IFC Drawings 610.47 (a) Table 610.472 AS3810.1 Table 3.3.6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,19eff7aa-b5e2-5175-be09-119875dd996c,,note,"Acceptance Criteria - All cast-in items are the correct type, grade, quantity, size, orientation and location as shown on the structural drawings and are securely fastened or restrained to withstand impact and pressure during the concreting operations to prevent dislodgement. Any exposed threads, conduits, ducts or voids shall be protected by suitable means to prevent concrete or grout ingress. Tack welding of any cast-in items shall be performed by someone pre-qualified to do so. Grout tubes shall be fastened at regular intervals to prevent kinking. Placement tolerances to comply with the IFC drawings, if not specified, use the following: i. Bolts, ferrules, projecting bars & couplers = ±3mm ii. Running dimensions of a group of the above = ±6mm iii. Ducts and conduit location = ±12mm iv. Diameter of ducts and conduits = ±3mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,07bae29a-ab97-53a6-95e5-079116261330,,note,Method - Measure Visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,10c99e81-0598-5305-87a4-0dcb25b72bf5,,note,"Frequency - Where applicable, each element",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,5b5cd102-82be-51da-af46-d500cebfe5f5,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,b7b13819-5351-59e5-a634-0b06a207bfb0,,note,Responsibility - Foreman SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,518f4944-6da8-5e27-a327-b032fc5156cc,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.7 - Thermal Differential Monitoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,b3dbe9ee-97a3-52e0-bbc4-562e6ebe8f33,,note,Reference - 610.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,43b37f9d-ed19-5286-99c7-dde0352682ac,,note,Acceptance Criteria - Thermal differential monitoring thermocouples installed. Only applicable if the element has: i. the smallest sectional dimension exceeding 500mm ii. one or more faces being restrained by previously hardened concrete or other external constraints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,1824cc2e-619b-5fa8-a9a6-ef7ae0205b30,,note,Method - Measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,10e6ae45-50fc-5fc2-9f9c-944d23e2eb1b,,note,"Frequency - Where applicable, each element",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,92ee9284-1a01-5f1e-bb32-1c50ae9dbd00,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,68505c5a-4573-58f6-a9f8-4ee5407859f2,,note,Responsibility - Foreman SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,59066a98-70c4-5c2f-b3da-91094bf775bb,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.8 - Pre-pour Inspection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a8418297-a8db-5adc-b9f4-834705652d17,,note,Reference - IFC Drawings 610.18 (a) (ii) & (iii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,2a670680-9925-5b26-9f6b-efc981610529,,note,"Acceptance Criteria - Evidence that the forms, reinforcement, minimum cover, electrical continuity (if applicable) and other cast-in items conforming to the requirements of this specification and the drawings has been reviewed by the Nominated Authority All foreign material has been completely removed from the forms.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f6442cdc-a37a-5464-922b-e3725801d92f,,note,Method - Measure Visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,0d033ef3-9c0a-5e3e-be91-4bf4e8aee380,,note,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,2e66489e-4e71-5094-8a1e-0bde763030d4,,note,Category - HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a9a01ec2-6180-5e0a-8767-d59429059993,,note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,1935b835-6d91-54e1-8d02-bbcf732855de,,note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.9 - Weather Conditions & Evaporation Limits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,52d2349c-307e-551d-b120-6f5dc3623c04,,note,Reference - Hot and/or Cold Weather Concreting Procedure 610.17 610.17 (a) & (e) Table 610.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,e019b690-805f-5104-9f29-7d5012ef03c7,,note,"Acceptance Criteria - All freshly finished concrete surfaces shall be protected where required from the sun, wind or rain, until curing is implemented. The temperature of concrete, measured immediately prior to placing, shall not be less than 10°C or greater than 32°C. The air temperature, relative humidity, concrete temperature and wind velocity are measured to determine the evaporation rate of water from the concrete. When the evaporation rate exceeds 0.50 kg/m²/hr apply evaporation retardant at the rates specified on the manufacturer’s TDS. Record: Required information on the Concrete Pour Record.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,861237e2-651c-56c4-a4d1-2de5a89ce4f0,,note,Method - Measure Visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f5f08055-dd6d-5b1e-88a4-c1a3be708423,,note,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,feee0e70-eef7-5d1e-ad70-9b4a8ad524cc,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,95b32c73-613c-53a0-bfd7-279a58006522,,note,Responsibility - Foreman SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a2c513c3-6ac8-5ca7-a982-987f97e867f1,,note,Verifying Documents - This ITP Signed Off Concrete Pour Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.1 - Concrete Testing - Sampling Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,49628ef9-9b11-569f-83f5-aa2141365d2d,,note,Reference - Site Sampling & Testing Procedure 610.16 (b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,cbd55bc6-cbf6-5cb5-bc04-6343ada4578c,,note,"Acceptance Criteria - Concrete cast in one continuous operation to be tested at a frequency as shown below: 0m³ to 10m³ = 1 sample 10m³ to 25m³ = 2 samples 25m³ to 50m³ = 3 samples 50m³ to 100m³ = 4 samples + 2 no. VPV cylinders. For each additional 50m³ and additional sample shall be taken. Where IFC nominates minimum strength development, ensure strength is verified by additional cylinder or other approved method (such as maturity testing). Each sample shall consist of 1 no. slump or spread test and 3 no. compressive strength cylinders minimum. Compressive strength cylinders = 1 no. 7 day strength, 2 no. 28 day strength. Note: Additional cylinders may be required for other purposes such as early trafficking or removal of formwork. Record: Required information on the Concrete Pour Record.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,c36f7e20-5697-545d-80f2-d8acd21fbb80,,note,Method - Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,894c0213-360e-51c8-a157-99bdfa938bca,,note,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,88b84979-b791-5889-ab83-7add31bef937,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,4757910e-e230-5800-88ef-1215b8b323bc,,note,Responsibility - Concrete Tester Foreman SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,dce900ae-6e0e-56a6-8fb6-31e3cbb8e82e,,note,Verifying Documents - This ITP Signed Off Concrete Pour Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.11 - Concrete Testing - Slump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,adbe7890-fdbf-5c2c-a067-2eecdd318fdf,,note,Reference - 610.16 (c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,7c757053-1731-5391-b78d-86b406c6ce79,,note,Acceptance Criteria - Slump testing tolerances = <60mm = ±10mm ≥60mm to ≤80mm = ±15mm >80mm to ≤110mm = ±20mm >110mm to ≤150mm = ±30mm >150mm = ±40mm Record: Required information on the Concrete Pour Record.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d3cb471a-9cba-557b-8543-a98346f2488d,,note,Method - Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,19d2de68-c9ef-5c6e-852c-fca524efb403,,note,Frequency - Each sample of Standard or Superplasticised Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a52de42d-dc1e-5a4e-8166-15cd8b4f9fbf,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,894fe283-17cf-5666-a2e5-9f8296973af7,,note,Responsibility - Concrete Tester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6d31fab1-8b11-5f40-96d3-45035d9229a8,,note,Verifying Documents - This ITP Signed Off Concrete Pour Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,"5.12 - Concrete Testing - Spread, Passability & Viscosity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,059938be-7222-59d3-84dd-d4e3101c0eb1,,note,Reference - 610.13 (b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,21c16234-0814-5e54-8d5d-bcee18e0aba4,,note,Acceptance Criteria - Spread range = 550mm to 750mm T500 = 2 seconds to 5 seconds (to reach a spread of 500mm) Passability = ≤10mm (aggregate height differential) Record: Required information on the Concrete Pour Record.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,07ddf00c-2422-599b-9e61-5871eef2e8f7,,note,Method - Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,470a573c-84e7-5aee-8440-524fdbaac5e9,,note,Frequency - Each sample of Self-compacting Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f7dfdddf-4c64-5a28-93e6-96ab498d3240,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,72a4aeb1-a877-5339-8bbf-dc11f48586a8,,note,Responsibility - Concrete Tester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,8d393093-43a0-5420-b944-23209e44acfa,,note,Verifying Documents - This ITP Signed Off Concrete Pour Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.13 - Concrete Testing - Compressive Strength Cylinders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,784217b2-cd71-5d98-92a4-9561a48f4bbc,,note,Reference - Site Sampling & Testing Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,b71cc5db-dc01-5ff2-b149-32174bed1bf3,,note,Acceptance Criteria - Correct quantity of cylinders manufactured per sample. Record: Required information on the Concrete Pour Record.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,65b49233-8e98-55cb-a313-6f0a9a2aae36,,note,Method - Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,2ebfe147-c255-5ec0-a115-0ce9b7c7edbf,,note,Frequency - Each sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,ca4113c2-b1cd-5294-9817-90339ff156fc,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,3355880a-5d21-5d36-a0de-257c41e22b77,,note,Responsibility - Concrete Tester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,36e91db3-a563-5f66-a905-1c57eb6d4fbd,,note,Verifying Documents - This ITP Signed Off Concrete Pour Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.14 - Supply & Discharge Rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d6d41efa-8e54-5e3e-99b2-640a36825c0d,,note,Reference - 610.13 (a) & (f),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,9304e8a3-f9f8-5b1b-aba7-43c2988c7693,,note,Acceptance Criteria - Concrete is supplied at an adequate rate to ensure no cold joints are formed. No water is to be added once discharge commences. Maximum time between batching trucks is 25 minutes. Maximum elapsed time for discharge (including compaction) is 60 minutes from batching unless the mix design has an extension using set retardants. Concrete that stiffens or is showing signs of stiffening shall not be used. Record: Required information on the Concrete Pour Record.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a7eb4195-110b-5d2a-965c-2dc8a174cb51,,note,Method - Measure Visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,ece1186d-ae13-5ed7-b0e8-94f8223ca23c,,note,Frequency - Each load,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6af35a40-7fee-5573-8e89-566a34f6666e,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,31700686-168a-5811-9808-c26a924f8c36,,note,Responsibility - Foreman SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,5a191b49-e06d-5c11-bdbb-b4f83cb5d3fe,,note,Verifying Documents - This ITP Signed Off Concrete Pour Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.15 - Placement & Compaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,1d9cefca-7f2c-5239-9b40-1dfcd720f1b0,,note,Reference - Placement & Compaction Work Procedure 610.18 (a) & (b) 610.18 (d) (i),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6d4ae2b9-5fde-57a1-9a6d-0776ac97d12c,,note,"Acceptance Criteria - All concrete batches are traceable. Where concrete pumps are used, the initial discharge is pumped to waste until a consistent workable mix is discharged. Concrete is not dropped freely from a height exceeding 2m. Concrete is not moved horizontally by use of vibrators. Adequate compaction is ensured Care has been taken to fill every part of the form and force concrete under and around reinforcement and embedments. Concrete layers are not more than 350mm Internal vibrators are inserted at spacing not exceeding the manufacturer's zone of influence. Vibration continued at each point until air bubbles cease to emerge from the concrete. Record: Required information on the Concrete Pour Record. Attach: Concrete Pour Record Attach: Concrete Dockets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f936e992-53fe-5bb0-b51a-45f88403bd62,,note,Method - Visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,20ac63c1-21d2-5c9d-8220-12cbe0173a65,,note,Frequency - Each load,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,e797608e-9e37-5d61-82c6-42a8b0f9205b,,note,Category - SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,2097c9bc-d0ae-5b1c-9532-cf1c3639b103,,note,Responsibility - Foreman SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,3be2b370-367f-5f39-87f8-b2d44f2ee641,,note,Verifying Documents - This ITP Signed Off Concrete Pour Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.16 - Surface Finishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d24d3199-f298-5213-9ec1-7d7931425e70,,note,Reference - IFC Drawings 610.31 610.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,86002295-ed83-516b-8aa8-41d5c81b937d,,note,"Acceptance Criteria - Surface finish as per IFC drawings. Where surface finish is not detailed, the VicRoads class finishes will apply as per 610.31. Construction joints shall be roughened in locations shown on the drawings - any proposed changes to construction joints shall be subject to approval from the Nominated Authority.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,22bf0399-bfe3-5bdb-862f-7a4c2cb3cfd4,,note,Method - Visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d77dd1df-4f54-5d4c-ae84-71b48acf2c22,,note,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,2ef4dbee-e43f-5e4b-adcd-955980b26c22,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,bfa48b61-403e-51aa-8931-e9851827efda,,note,Responsibility - Foreman SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,cce04cbd-e8be-50f9-8b5b-8e143e927bb5,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.17 - Curing-Top Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,21106287-c6c9-5dfd-923b-f8c69a96c9f6,,note,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,db24251e-7158-56ae-b5e3-79ab765ffd06,,note,Acceptance Criteria - Top surface of the pile cap shall be water ponded for at least 72 hours following initial set. Alternatively the top surface of the pile cap may be covered with thermal blankets for at least 72 hours and then treated with a curing compound.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a8c3717c-33f1-557f-8205-e8f6042a6bf2,,note,Method - Visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,dd81ecf0-79c0-5369-8945-a416b99ee15f,,note,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,c19d6163-e362-561b-a4ea-290694eb23a5,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6949eefa-03e7-57b6-a949-6ea8057f1a69,,note,Responsibility - Foreman SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a3ced9e4-0561-510e-b599-778f6ac3a749,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.18 - Curing after formwork removal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,1177183c-8c8a-537f-8c4a-8ca7b9cda6e2,,note,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,bfd61cc5-7b35-5ab3-9798-5f3b6996b73e,,note,"Acceptance Criteria - After formwork removal, seal curing shall be applied to all exposed concrete surfaces to achieve overall of 7 days equivalent wet curing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6916ef18-d578-50fa-afd5-25751c66017b,,note,Method - Visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,5a946f86-3d4c-5bb0-b88f-35e1c0b5acb2,,note,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,c2ae9517-a300-5f31-aaf1-20c5dfa786da,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,fe1a2b81-8fe3-5a42-b718-ef536ec1efa5,,note,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d739062c-1955-519d-9660-76e375af4ef8,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,,,section,6. Post-construction Activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,6.1 - Thermal Differential Monitoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,180f3af9-db14-5361-97f9-552ab465d6eb,,note,Reference - 610.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,e9c16f31-2d63-5c0b-b033-440ca8d6aa36,,note,Acceptance Criteria - Maximum thermal differential between the core and exposed surface not to exceed 20°C. Only applicable if the element has: i. the smallest sectional dimension exceeding 500mm ii. one or more faces being restrained by previously hardened concrete or other external constraints. Attach: Thermal Monitoring Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,397aee8b-0cca-5789-b7d5-3b89e2722d9e,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d69cb643-31fd-52a1-9fa9-7429ea02ad73,,note,"Frequency - Where applicable, each element",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d56c6635-96ee-5d35-bcc8-f72c250f09ef,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6337281c-953e-51a5-88b8-74e9182e22bd,,note,Responsibility - Foreman SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,3bc3103d-8daf-59c4-aa40-062bf039f9e8,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,6.2 - Early Age Compressive Strength Test Results - Removal of Formwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d7d92cdf-7538-5a99-887f-4263b9077cb0,,note,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,e0a02ec8-5468-5aaf-b12d-61e9561d7a1e,,note,"Acceptance Criteria - Formwork shall be removed not earlier than 72 hours. Formwork shall not be removed when the ambient temprature is less than 10 degrees Where IFC nominates minimum strength development, ensure strength is verified by additional cylinder or other approved method (such as maturity testing).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,c5134ead-afd7-511c-9428-a6f68cc2f97d,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,9f503083-889b-53c1-a38a-06928eaced2b,,note,"Frequency - Where applicable, each element",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,7da1fb81-ed75-5f83-b5da-ba43b4386943,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,7b0d1eb5-d8ed-5458-a188-98a50acac138,,note,Responsibility - Foreman SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6f276df5-bd3c-5f6d-a5b3-80fde98c3bb1,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,6.3 - Surface Inspection - Cracks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,8135bdb3-3f5b-5c02-a5a1-611791b02ca3,,note,Reference - 610.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
