"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6be96b54-1395-415a-8809-5cdb06c3df62","","folder-normal","work-in-progress","","step","TRUE","FALSE","CHIP SEAL 2023/2024"
"dba39b4d-6c9e-4b7c-99e7-5a2df490d257","","checklist-flat","pass","Approved Design Report","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Approved Design Report"
"453b5c0d-7690-5677-801c-6d78bf6987e4","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Approved Design Report","Approved Design Report"
"3bdc86aa-c525-4600-b61f-9b165c7aa866","","checklist-flat","pass","QMP","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Quality Management Plan"
"190ea7b0-72df-5762-80c9-28dcdeb6a194","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Quality Management Plan","QMP"
"a3240db8-d6b0-457b-a263-526c0df79034","","checklist-flat","pass","Verified Program","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Verified Program"
"3eefe3ed-de89-50aa-bcdf-f3d2142164ec","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Verified Program","Verified Program"
"99d72dcc-e3e4-4cc5-85a7-15ed6cc0339e","","folder-normal","work-in-progress","","step","TRUE","FALSE","CHIP SEAL 2023/2024","Testing Results"
"f82751f9-57eb-45e8-a181-13724a43a536","","checklist-flat","work-in-progress","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Bitumen Testing Results"
"14631d68-685c-5838-9706-3e48b11c12bb","","checkpoint-status","work-in-progress","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Bitumen Testing Results","Production and Testing ITPs"
"f3031e18-502f-4bed-bb06-26d6e29d70da","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Winstones Whitehall Chip Production Testing"
"707d9d4f-dfcc-5a7c-905d-2724c3aea68b","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Winstones Whitehall Chip Production Testing","Production and Testing ITPs"
"e97ed169-cf64-4e0d-beba-801d1718b7d3","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Winstones Pukekawa Chip Production Testing"
"0b700f40-b486-5c64-8302-4a9946767fd9","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Winstones Pukekawa Chip Production Testing","Production and Testing ITPs"
"fc7ac62e-5057-4e47-af52-ad264d9a3698","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Waiotahi Waioeka - High PSV"
"c2e3d980-3de1-5a0a-bd09-fce672ff1aea","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Waiotahi Waioeka - High PSV","Production and Testing ITPs"
"aa59c016-4ea0-43c2-949f-1af62a8c137f","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Glenbrook High PSV"
"e473ce35-bf56-5f4d-bcb2-4655bd149d29","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Glenbrook High PSV","Production and Testing ITPs"
"ea006cb8-3868-4a0c-83ee-474e292decee","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","JSWAP Low PSV "
"e27c5d15-afd4-52cb-9aa1-47b57e72ce3a","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","JSWAP Low PSV ","Production and Testing ITPs"
"d3117f66-da83-4762-a536-45f2bbcdf123","","folder-normal","work-in-progress","","step","TRUE","FALSE","CHIP SEAL 2023/2024","SH2"
"7cd8e206-ec38-494f-812b-6805231c1ce1","","checklist-sectioned","work-in-progress","ITP - Resurfacing Physical Works","checklist","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539"
"4e540f27-84e0-58ac-be16-824d35103fab","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.25 Sybtons Culvert	SH2 RS 294  RP 3100 - 3900","5.0 Out Of Season Sealing"
"bb31a6f4-ea2e-5d48-902d-826beb8044cd","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.25 Sybtons Culvert	SH2 RS 294  RP 3100 - 3900","5.0 Out Of Season Sealing","Out of Season Sealing"
"be64593a-467d-4162-85ec-ff3f32eb8e79","","checklist-sectioned","work-in-progress","ITP - Resurfacing Physical Works","checklist","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500"
"b7e639aa-4e9f-5640-bcd9-1c3b4409efbe","","checkpoint-group","pass","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","1.0 Pre-Works (Off Site)"
"61a93843-e584-5037-a58f-6f2cfdb8c970","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","1.0 Pre-Works (Off Site)","Stakeholder Management Requirements met"
"e0b00bba-850f-5ae7-a122-c50d98ec23bb","","checkpoint-status","not-applicable","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","1.0 Pre-Works (Off Site)","Confirm if any environmental protection is required"
"235a9848-5fbe-5da0-b6fc-addd1f1b12c0","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","1.0 Pre-Works (Off Site)","Daily work briefing, confirm scope, that you have all staff, materials and plant needed to complete the work"
"185b6ffd-da0d-5dc5-87fc-ce494db0f763","","checkpoint-group","pass","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","2.0 Pre-Construction (On Site)"
"0add5c66-70f0-56b6-bf31-05df865e2763","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","2.0 Pre-Construction (On Site)","Job start, identify risks and controls, communicated to team"
"b46f1514-2f4d-5a09-b4f3-3791d9b99cf2","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","2.0 Pre-Construction (On Site)","Establish traffic management to plan"
"1caf53eb-3add-5fe5-b396-57a42f3b12ba","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","2.0 Pre-Construction (On Site)","Confirm site is on approved programme"
"1b638748-6737-5083-9c97-de2efac09a3e","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","2.0 Pre-Construction (On Site)","Confirm site extents (i.e. Check what is marked on the road matches the job sheet / programme details"
"66fcc149-c953-5d6a-a8d2-24aa39241b40","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is clean and suitable for sealing"
"ebf00c4c-303c-5c12-a2bb-2dc955ecc8f3","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is the same grade(s) as specified in the chipseal design"
"31dd2136-5b72-57a6-921f-2dbe4da64756","","checkpoint-status","not-applicable","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","2.0 Pre-Construction (On Site)","Record & photograph environmental protection measures installed"
"ed0e6349-5ff4-51ec-86a2-bccdd10b264b","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","2.0 Pre-Construction (On Site)","Binder application rate"
"04f14c33-943b-5c3b-8db9-e9a17339085a","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","2.0 Pre-Construction (On Site)","Pre-Sealing surface condition"
"5569eb94-8cce-5f84-96cc-22ba6e9a3fe8","","checkpoint-group","pass","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","3.0 Construction"
"c45b0538-4f4e-5643-acde-92ff48afcbec","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","3.0 Construction","Start spraying Temp >10°C"
"e601606d-7e6f-51d0-9c86-e706c5ebdc56","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","3.0 Construction","Binder application variation"
"76830068-4734-5427-a19d-93d2b54bc6e9","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","3.0 Construction","Sealing chip application"
"86cdec13-5d85-5ebe-8987-6f2edb4ed949","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","3.0 Construction","PTR Rolling pattern"
"721d4b14-00dd-50f0-8af1-9628ea4e9266","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","3.0 Construction","Traffickating"
"e9680675-20e3-5b82-9576-dc52bc538c20","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","3.0 Construction","Tagging for line marking"
"aac5f707-5482-5f6f-9d9e-d27305aa4da3","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","3.0 Construction","Post-Sealing Surfacing Condition"
"a58c45a3-4a2d-56a2-a566-4194232a0a13","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","4.0 Post-Construction"
"a0fbedc0-928b-5890-b078-264372918ae9","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","4.0 Post-Construction","Linemarking and RRPM Reinstated, Matches previous linemarking - within 48 hours of sealing"
"f4f7745d-bbbd-573b-9614-9c0b15a89860","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","4.0 Post-Construction","Spray Sheet/s Checked & Supplied for Claiming"
"8adc0993-be3e-5066-9801-52fb99a83426","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","4.0 Post-Construction","Collect & Upload RAMM data"
"d846bfcf-d3c3-51da-b0e6-1a42c8c0f004","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","5.0 Out Of Season Sealing"
"268bdbab-4dfb-59e6-8c8d-838b752bc73a","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.26 Paerata Ridge Road I	SH2  RS 294  RP 3900 - 4500","5.0 Out Of Season Sealing","Out of Season Sealing"
"a796be96-9e30-4a87-8678-7ac1b0e59675","","checklist-sectioned","work-in-progress","ITP - Resurfacing Physical Works","checklist","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280"
"5158479c-8203-53c3-b0a3-8b9c1fd88d40","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","1.0 Pre-Works (Off Site)"
"42d9a82b-0e99-5f4d-8411-10b9eb76d162","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","1.0 Pre-Works (Off Site)","Stakeholder Management Requirements met"
"f73501e7-3174-5606-ba63-4a1c8b0eb49f","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","1.0 Pre-Works (Off Site)","Confirm if any environmental protection is required"
"441e5db6-a69c-51df-8010-f58480c64d53","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","1.0 Pre-Works (Off Site)","Daily work briefing, confirm scope, that you have all staff, materials and plant needed to complete the work"
"cccab2b5-2d36-5b3c-a7f1-db78a11c76bd","","checkpoint-group","work-in-progress","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","2.0 Pre-Construction (On Site)"
"c217ff60-0b13-52d1-9ce6-69e4a6fe8d17","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","2.0 Pre-Construction (On Site)","Job start, identify risks and controls, communicated to team"
"61bac66e-bf2e-55c9-93dc-670803e7828f","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","2.0 Pre-Construction (On Site)","Establish traffic management to plan"
"1bfc76ef-dc95-5a4b-a93e-07dc9c315899","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","2.0 Pre-Construction (On Site)","Confirm site is on approved programme"
"efbb3ac0-fb22-5e21-adf1-76b98a549ff8","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","2.0 Pre-Construction (On Site)","Confirm site extents (i.e. Check what is marked on the road matches the job sheet / programme details"
"e810aa6c-12de-52f8-a9c1-4bb54805d1a6","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is clean and suitable for sealing"
"0515b7e6-bd43-5db2-879d-fdc195466688","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is the same grade(s) as specified in the chipseal design"
"a22a48b1-277a-518c-b27e-58d7efb69bf0","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","2.0 Pre-Construction (On Site)","Record & photograph environmental protection measures installed"
"a9710e8b-aadf-5ab7-86f9-3b3b4938d00e","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","2.0 Pre-Construction (On Site)","Binder application rate"
"36396ddb-606f-56b8-bf22-eb7779ccd84f","","checkpoint-status","work-in-progress","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","2.0 Pre-Construction (On Site)","Pre-Sealing surface condition"
"f7cea5a7-c998-53d4-9577-9f41cf1b51e9","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","3.0 Construction"
"753018aa-aed1-5ca5-a475-0a9ef77ea12d","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","3.0 Construction","Start spraying Temp >10°C"
"b3b0d02c-0747-5bc6-87b5-cac2b38b4f7d","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","3.0 Construction","Binder application variation"
"1bed9e23-5da7-5d49-a88c-98cc001b3b05","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","3.0 Construction","Sealing chip application"
"629d8614-198b-5cc0-ac2c-684af3ddf006","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","3.0 Construction","PTR Rolling pattern"
"80e46ed1-bafb-5813-8776-54445448cec4","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","3.0 Construction","Traffickating"
"6ecffebd-75b3-5003-8ab4-9dc50cc7c743","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","3.0 Construction","Tagging for line marking"
"c762a723-8fd9-5e4e-b3a7-6a06f761a2b7","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","3.0 Construction","Post-Sealing Surfacing Condition"
"e56823b8-4caf-5694-88ac-c1a85a1d9f6a","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","4.0 Post-Construction"
"2515ae72-781d-52a6-b1c6-a03547dc19b0","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","4.0 Post-Construction","Linemarking and RRPM Reinstated, Matches previous linemarking - within 48 hours of sealing"
"21797301-acd7-5c83-a47d-d93da776216b","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","4.0 Post-Construction","Spray Sheet/s Checked & Supplied for Claiming"
"41e8fcc7-0f38-5c17-a392-445254bb8471","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","4.0 Post-Construction","Collect & Upload RAMM data"
"c5e64f6a-dff3-5dcb-8afc-746c9b36e308","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","5.0 Out Of Season Sealing"
"f3d1098f-e3bc-5d32-ba46-b1fe4fce9492","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.27 Huntress Creek East	SH2 RS 294  RP 5880 - 6280","5.0 Out Of Season Sealing","Out of Season Sealing"
"a32c686c-86ba-4b13-892b-d5e60ff35001","","checklist-sectioned","work-in-progress","ITP - Resurfacing Physical Works","checklist","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480"
"bac4c977-d82e-540a-87f0-fef22e32b8ed","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","1.0 Pre-Works (Off Site)"
"f64265aa-c66c-5b25-a5ae-a73a9a37202f","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","1.0 Pre-Works (Off Site)","Stakeholder Management Requirements met"
"54017f2c-3374-53ba-b949-258adf2ab1a4","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","1.0 Pre-Works (Off Site)","Confirm if any environmental protection is required"
"8d17980b-800c-546f-8e61-7d95b9f5ca1b","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","1.0 Pre-Works (Off Site)","Daily work briefing, confirm scope, that you have all staff, materials and plant needed to complete the work"
"d4448592-123b-5244-b186-b170a1a0ef52","","checkpoint-group","work-in-progress","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","2.0 Pre-Construction (On Site)"
"5d230ef5-9c28-5750-9e5a-7b2d08c4ad15","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","2.0 Pre-Construction (On Site)","Job start, identify risks and controls, communicated to team"
"37515dc8-f348-522c-a7a5-f0f6c500bc22","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","2.0 Pre-Construction (On Site)","Establish traffic management to plan"
"9cd3a646-1f69-58d5-89a1-7cc251be93c9","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","2.0 Pre-Construction (On Site)","Confirm site is on approved programme"
"07630cf2-c739-5231-83a8-6ad215ec0ec0","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","2.0 Pre-Construction (On Site)","Confirm site extents (i.e. Check what is marked on the road matches the job sheet / programme details"
"7ab3dbc3-fe7b-5b49-9d0a-b149244b771b","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is clean and suitable for sealing"
"ed6c3410-ddc2-52c5-ae7d-7f420ac661c7","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is the same grade(s) as specified in the chipseal design"
"e76716c5-36f7-5a60-b277-97a0560b6671","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","2.0 Pre-Construction (On Site)","Record & photograph environmental protection measures installed"
"ab2ed273-b781-52a5-a026-4378e6730fc7","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","2.0 Pre-Construction (On Site)","Binder application rate"
"2e06e609-2299-5427-b0d8-fc9ce38b73c6","","checkpoint-status","work-in-progress","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","2.0 Pre-Construction (On Site)","Pre-Sealing surface condition"
"6d6a6d60-0dee-59a8-9366-bec5de48ae7d","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","3.0 Construction"
"d534c135-5f80-52fd-8c5a-e066077fcfce","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","3.0 Construction","Start spraying Temp >10°C"
"89edc92b-f6a3-581d-a197-706720377f77","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","3.0 Construction","Binder application variation"
"5e7681c8-5a51-552e-b65a-eecf4ad4b285","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","3.0 Construction","Sealing chip application"
"ecff7361-bf5d-5e36-96c8-726829860ac0","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","3.0 Construction","PTR Rolling pattern"
"dabf1da6-a027-5d0d-a3ed-19fde955801d","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","3.0 Construction","Traffickating"
"4a624c92-4efc-5882-9287-43e4a21ec599","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","3.0 Construction","Tagging for line marking"
"ac0f019d-6462-5f26-9803-7703010a4af6","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","3.0 Construction","Post-Sealing Surfacing Condition"
"abb98bce-5044-57a0-aecd-51fbe43b1a01","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","4.0 Post-Construction"
"08ca614f-0c5e-55a3-8b9f-0a1d18540115","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","4.0 Post-Construction","Linemarking and RRPM Reinstated, Matches previous linemarking - within 48 hours of sealing"
"6b661a25-d362-5560-abbc-2b9aa48cad7e","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","4.0 Post-Construction","Spray Sheet/s Checked & Supplied for Claiming"
"fee3f8ae-685b-5f9b-821f-4675f6410bf5","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.28 Kukumoa Bridge West	SH2 RS 294  RP 6280 - 6480","4.0 Post-Construction","Collect & Upload RAMM data"
