"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8105cfb6-9ad4-47cb-b980-57165c367f62","","folder-normal","","","step","TRUE","FALSE","Site QA"
"6109dfb9-4bf2-4dfc-b8e7-538c854e78da","","folder-normal","","","step","TRUE","FALSE","Site QA","Footings"
"8fb604a0-5257-4af6-81e6-131d6a8c1898","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 4"
"ad288fbd-7667-4770-a67b-9ebac719ba55","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 5"
"a4a0e222-1a64-470b-8dba-d5ff50590da3","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 6"
"db366b8a-7337-4a5f-982a-3817de4247bb","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 7"
"2f9ab96c-d1be-4cd1-8a1c-92cfd36c2dee","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 8"
"4a756230-330c-4ce7-8e17-11439e90ece1","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 9"
"0e914c7e-eeb1-4e5d-b2e0-e5cee621f887","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 10"
"4757184d-2e76-4dd0-8e60-d325b85320a1","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 11"
"d0520c2b-3ef6-40d2-9f2d-3e43907fad73","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 12"
"712a2a1d-15fe-4d4f-9f68-a9399f7cf240","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 13"
"2e01d2b1-33c5-4c4f-9354-fce0f0f34d88","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 14"
"eac125fb-245a-44b5-8b77-8497f299f6a2","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 15"
"b70578ef-c2c5-4bc6-a371-d6eb941db033","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 16"
"71d0ef7e-dc90-4d8f-a435-a2209e5338ab","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 17"
"ed21beba-0471-4723-a562-021093b0c83a","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 18"
"7886444a-0157-44c5-8f2b-4b6fecc5aa10","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 19"
"55e4cdb0-fd2e-48f5-ac8e-a752aa3ac140","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 20"
"20523f78-2617-4b36-a02a-3766094a55f6","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 21"
"f7f82293-e485-43dd-b6d5-6020df3b2296","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 22"
"1859e9dd-8ad0-4a56-ad86-aabec1b622f6","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 23"
"997ccfa3-a2ca-4922-88c6-329e5dfd0cba","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 24"
"f6253f72-b2d5-40ee-99ea-5d0627323d07","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 25"
"661e8fd3-b606-4f94-a655-2bc56e68370d","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 26"
"9f493be6-b55b-40b0-be77-95278d512c82","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 27"
"bbeed357-d12e-48c0-ba34-79d53de67391","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 28"
"ee48730b-805f-40c9-abd3-25a87dba3ff9","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair Core (Tower)","Level 29"
"63e16444-31f9-40bb-be98-36d1ff0da306","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)"
"ede0bdae-90f4-4c39-a6bc-99f2ffde46bf","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Basement 2"
"606ad08d-162f-4a46-b82c-4e537556e34e","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Basement 1"
"de2964db-8044-4111-9aaa-672955fd62e6","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Lower Ground"
"c638fa33-1e9d-4746-9ded-2262d8392dca","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 04 (South West Stair)","Upper Ground"
"063e2762-1ba9-4102-8d8d-29cb7078a9cd","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)"
"c9c087c1-a71c-4ab0-91eb-5d57a863d74f","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Lower Ground"
"35dbb3ef-f422-4934-9ed1-a7f67fe34d1e","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Upper Ground"
"840c135e-1c0d-46df-b58c-f6e2567a1ed4","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 1"
"a0ae2b14-38cc-4c2a-8afc-d9425c39b3d0","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 2"
"71c9e9bf-ea7c-4110-975d-4a1b81a5b103","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 3"
"56a159f9-386e-43e9-b1a6-c44934899081","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 05 (RAC Western Egress)","Level 4"
"37bddf9d-e181-4124-92e3-f7ce9307afb5","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 06"
"6ba55ae7-8511-40b8-8753-91fb6a8beb9b","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Basement 2"
"6902f6a1-ae5b-408f-a384-97da405b4a84","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Basement 1"
"e3e60cb6-2b85-430d-8497-328f01bc7120","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Lower Ground"
"90034312-f111-42dc-9130-45aaa39e0594","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Upper Ground"
"c8cb4c51-9b08-4dd4-96f6-84294a71262f","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 1"
"ded37d7f-eaf2-4409-982f-9bf2254f664e","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 2"
"26e5de63-467e-4a50-938e-82dcdb0d4594","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 3"
"10aa1806-63e1-4943-ad8e-297abb7f7035","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 06","Level 4"
"f3c0baa9-0cd5-4bbe-9052-e0c13ef81a67","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)"
"7183d81c-1cfe-4e1b-a499-ee6dab9b7fd0","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Lower Ground Mezzanine"
"f6c48a8f-0647-4627-8e5e-8505c90b1d32","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Upper Ground Mezzanine"
"a5a0c1a8-a548-4906-beba-a5e093ef6ce6","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 1"
"d94b7994-d63f-4620-882b-e1e05b7d068f","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 2"
"53ffd765-ded5-41e7-be76-fa9152946c61","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 3"
"4799e53a-f20d-4d62-8652-607958e08f59","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 4"
"ee999974-7749-4e42-9a03-99792a4437c1","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 08 (School Core)"
"b927a9d9-c21d-49e1-9e6c-04c3185e1ac4","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Upper Ground"
"5dc958ca-c71b-408d-a01a-0baa771b7a1a","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 1"
"9c8fdd2d-5bdc-49b4-a1d1-c528dcbda99b","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 2"
"8b499251-b717-4246-abac-fbde8e0acfb7","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 3"
"0bc1907d-c9af-4eae-8b2f-7757114c18c2","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 4"
"a898e671-8a51-4c0d-8cf5-8887995c0034","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","External Stair 01"
"82f987fa-092a-4574-b841-8b83929854c9","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","External Stair 01","Pour 1"
"872e1a29-45f8-4573-b264-b894069cbe71","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","External Stair 02"
"66804e0f-a511-4300-9b88-e9a6877b0c4f","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","External Stair 02","Pour 1"
"8145cf2e-09ca-451e-a6af-86a82c957c1b","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","External Stair 03"
"4308ed3f-c6f6-40c5-a08a-552e648e16c8","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","External Stair 03","Pour 1"
"1ffe8428-a4c4-41ed-9e01-88fbf5419ca4","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Miscellaneous Stairs"
"611df15d-40e8-41d8-8b2b-57782141e747","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 1"
"0c69b5a9-3690-41a8-9659-a309eeb86990","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 2"
"484ff7cf-b3d1-42b1-8d43-fcba8477b882","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 3"
"bc243799-f09e-454f-8023-0ee82a49b464","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 4"
"ee03e59f-4b2a-4768-ac9a-0b5893aaafd3","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 5"
"c8f5b2de-268c-4ddd-8a60-2fdced3535c5","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 6"
"c5f08660-7fbc-4ddf-b9bd-ec7bdd7d2a91","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 7"
"09fb4548-2c82-4ce1-9e6a-e4e01030f84a","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 8"
"54452136-5a00-43f9-b3f1-12d28c252fae","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2"
"ace21b6e-73bc-49c4-8585-7680c6a2072c","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 1"
"baf7e2ac-fb26-49d9-a89c-5a4a068ebad8","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 2"
"38d313b2-82ea-41ee-875b-fae1cbb459cc","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 3"
"3b4722aa-9bf3-43aa-8e85-17f297bd4925","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 4"
"8618a892-c71f-4c3b-96cb-2704681f35be","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 5"
"aeb29d1b-db1c-4d48-8bb4-2aa172f28874","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 6"
"682ed2d3-f793-4628-82fd-e2e6513f123c","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 7"
"35019517-7eea-4514-8082-8c3d173646ed","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 8"
"c332c17e-8e83-4d6d-b5a4-a70088cc347e","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 9"
"e4ed10e6-49cf-43b5-843a-71c261dac250","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 10"
"416e641a-9fe0-4c1c-91c6-6c6e01dae252","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 11"
"a4439a71-af1c-4809-abb6-4ed555fd86ad","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 12"
"aa54cd61-a664-4910-bd10-686aba52b185","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 13"
"3f5a3e04-8f59-4307-9b71-239a46a89116","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1"
"f5fb9a54-0ae2-46cc-be16-be39c15c3618","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 1"
"1a52d898-07f5-4b15-b70a-c7fe2643badf","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 1","Horizontal Elements"
"515d50a5-58ff-44b7-b00d-849b68765704","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 1","Vertical Elements"
"a1ca94ec-54a3-45ec-a73b-138b830b3b3a","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 2"
"d88ec292-0164-4e44-ab14-ddca24bf4aa1","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 2","Horizontal Elements"
"857dac0f-482d-45da-bc37-a856c373e5be","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 2","Vertical Elements"
"8d764224-78eb-45c1-afca-d5e696153eb1","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 3"
"58e9fdc9-590f-4903-a642-a23fe9fbe7f4","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 3","Horizontal Elements"
"0b9db4c8-121b-48ca-96f7-be006a0dd6df","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 3","Vertical Elements"
"72172434-5af0-4932-9430-525354b516e0","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 4"
"e8887d0a-d314-442e-8f86-dd5d7229f4de","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 4","Horizontal Elements"
"eb099eeb-da1a-4c92-9656-b16a12661b10","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 4","Vertical Elements"
"349ea320-2d94-4bd8-8bdc-825a5304ea2a","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground"
"6d6a734d-86e2-48a8-a9e7-019576a46099","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 1"
"9524ae43-b59d-40bd-8e35-b47fe24c7d1d","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 1","Horizontal Elements"
"5431fe12-738b-49b7-adb8-7439dc6209b9","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 1","Vertical Elements"
"3292532a-ef49-44d1-b3ab-f88398b4656e","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 2"
"f3b1eba4-b4c2-4453-aa90-5f0d904fadb6","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 2","Horizontal Elements"
"f37f8bab-1fcf-407b-aecf-a33b781a6967","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 2","Vertical Elements"
"f9a7fc7a-54f7-4752-85f0-2db1f0e80213","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 3"
"b11d1925-4014-4812-bf31-964cbcdcb302","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 3","Horizontal Elements"
"f548ddda-fc9c-4714-9b7d-b2ea00a597d4","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 3","Vertical Elements"
"0ffb27d2-2069-48c1-a431-4dee2e646a2b","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 4"
"1590f43f-facf-4821-9de1-fd15e2f9931d","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 4","Horizontal Elements"
"cc3c4821-7e66-4672-bbb8-979de6bea6d9","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 4","Vertical Elements"
"392c0eed-c3ee-420e-8a00-6b3e65d7bdb5","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground"
"679e6235-83d2-4d6f-9d32-1b844297167d","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 1"
"2c2dc0f2-21b9-465f-b88d-78deeda0843b","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 1","Horizontal Elements"
"5e201063-6eee-4a72-9af7-90f8afcdd19c","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 1","Vertical Elements"
"6a27fc69-e794-4746-b735-e2a881722678","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 2"
"68276cc7-31f1-47af-adb5-47646192d77a","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 2","Horizontal Elements"
"21dcf21a-e196-4a2e-8b21-e613a0a0523a","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 2","Vertical Elements"
"8d8ef019-e7a3-4d12-9e04-92f0e46aa59a","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 3"
"ce35a5de-accc-41f6-ae4e-9f10d38f43a2","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 3","Horizontal Elements"
"6cc299c8-74e0-40fb-86d8-ecd88658efe7","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 3","Vertical Elements"
"0df4cebf-abb6-4871-9a56-41f400df7cf3","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 4"
"f532533a-527c-4a93-9351-5583ccc9159b","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 4","Horizontal Elements"
"1ad088b0-9320-41f9-b6f9-e23f1dab3ae9","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 4","Vertical Elements"
"91adc2e1-485c-4714-835a-5342326c8105","","folder-normal","","","step","TRUE","FALSE","Site QA","School"
"70896d20-4fa9-4aea-b57c-eb2c66de3bb2","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 1"
"25523805-721b-4caa-894f-d57d9f634ac9","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Level 1","Pour 1"
"5664c248-c366-4650-9fa2-689435fb726d","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 1","Retaining Wall (RW02)"
"dfdcde2e-ae5c-46df-a239-a656554ccc22","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Level 1","Retaining Wall (RW02)","Steel Fixing Checklist"
"7acca349-b582-43a2-a004-2bcc4c57d17e","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 2"
"035b362b-c42f-4740-9433-ed1ec68df9a7","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 2","Pour 1"
"13dbfb67-2ee2-4385-b277-ed1853892f4b","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Level 2","Pour 1","Horizontal Elements"
"ec5d2710-ea5e-44f7-a462-4b2545f1cc00","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Level 2","Pour 1","Vertical Elements"
"c0f0afcd-a1a7-4cd8-a4dd-216093a5f1db","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 2","Pour 2"
"3f1135a4-e263-4ca7-b67e-db6b0538c470","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Level 2","Pour 2","Horizontal Elements"
"1af2a15e-914f-494a-afe7-a9790a4aac37","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Level 2","Pour 2","Vertical Elements"
"0e00cc02-ad8e-467c-9653-b7c65ce16ebd","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 3"
"a5304425-1a50-49f9-b40b-ac9245fa366b","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 3","Pour 1"
"df7e5ac9-9697-4788-a7a8-85bc77568ddd","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Level 3","Pour 1","Horizontal Elements"
"27c6ab9b-5caa-4c25-99bf-4ce3b6135bea","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Level 3","Pour 1","Vertical Elements"
"6296db33-7dee-4c04-90dd-77ce68c006d0","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 3","Pour 2"
"55ae763c-1ded-4b78-8eb5-af8cb1b3d911","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Level 3","Pour 2","Horizontal Elements"
"818b709b-b46f-4111-965e-6048d847b0e8","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Level 3","Pour 2","Vertical Elements"
"f833d0f4-7f6e-4dbc-8db4-619328bdc5fd","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 4"
"104171cb-43ce-4216-8ce8-d958abc4f71e","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 4","Pour 1"
"4c1efe79-469f-4aa7-bfa5-59e86196c414","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Level 4","Pour 1","Horizontal Elements"
"cf0765f5-82b1-497f-8a84-bc11347d8eb6","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Level 4","Pour 1","Vertical Elements"
"77d4d1b4-5ac0-4840-b87e-106361c2dafe","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 4","Pour 2"
"10826c14-5476-4727-b309-7ed3cff577e5","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Level 4","Pour 2","Horizontal Elements"
"683b9ad0-1d8c-4c31-8332-239dc7c780a9","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Level 4","Pour 2","Vertical Elements"
"ecf321db-08ab-4224-b4c2-60fdef2c4048","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Lower Ground"
"a6b7118a-a06c-449f-a6c0-070c37c70e6e","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Lower Ground","Steel Fixing Checklist"
"ce8a23a8-8f3f-4d48-af21-dee1290a177e","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Lower Ground","Mechanical Culvert SOG"
"6c853ac4-f994-4608-9706-2fff26dfe96c","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Lower Ground","Mechanical Culvert SOG","Steel Fixing Checklist"
"63fef2d5-93eb-4a8f-a845-0ffa31e57da1","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","School","Lower Ground","School LG"
