"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"17204dd9-c270-45f9-a03e-b03a778e2ea5","","folder-normal","pass","","step","TRUE","FALSE","Stage 401"
"f7f02d53-3fe7-4c91-ab1b-0daadfa6067d","","folder-normal","pass","","step","TRUE","FALSE","Stage 401","June 2022"
"f182f439-e669-4d3b-9980-5022b045ffdb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Ground Floor","Area A","Month"
"15a9a846-9170-4a02-bf5e-2c260917284a","","folder-normal","fail","","step","TRUE","FALSE","Stage 1 - B01","Ground Floor","Area B"
"1d110dc5-2a34-4f43-a066-0d0c7e516199","","folder-normal","fail","","step","TRUE","FALSE","Stage 1 - B01","Ground Floor","Area B","November 2022"
"f56f1bdb-e87e-494a-9aa6-2dff6a35fd71","","checklist-sectioned","fail","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 1 - B01","Ground Floor","Area B","November 2022","MV Site Visit Report - Area B grid 16 insitu joint"
"7d7ba492-e512-4af2-8d30-de5e9486ada8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Ground Floor","Area C"
"5fbb06c8-ad9c-4003-a151-052433c3965e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Ground Floor","Area C","Month"
"270a84d5-168f-4160-a95b-85e951404906","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Ground Floor","Area D"
"b0e46312-bbb0-4e4c-9100-257fe922c126","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Ground Floor","Area D","Month"
"89b98325-f6ca-43b9-9dbc-627137f84895","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Ground Floor","Area E1"
"a6404f90-e00c-4c6a-b853-670ed5310af3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Ground Floor","Area E1","Month"
"f1e7f331-7b04-44b4-8610-9df889303f1d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Ground Floor","Area E2"
"237ff5e8-526e-4ca7-9831-9b250f69f960","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Ground Floor","Area E2","Month"
"2d2bdb77-3cf0-472a-af11-9737efc02f79","","folder-normal","pass","","step","TRUE","FALSE","Stage 1 - B01","Ground Floor","Area F"
"502b33b1-f1f6-4bd3-b4bb-55ed56bb3763","","folder-normal","pass","","step","TRUE","FALSE","Stage 1 - B01","Ground Floor","Area F","November 2022"
"f95b4b7e-7d04-4a04-a70c-0fb1afaf18cc","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 1 - B01","Ground Floor","Area F","November 2022","MV Site Visit Report - insitu wall grid 32+ (PC202)"
"75d79533-2b79-45d2-a92a-e59656cddc69","","folder-normal","fail","","step","TRUE","FALSE","Stage 1 - B01","Level 1"
"864cb62f-c9af-4703-bb58-d3d033f61e3b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 1","Area A"
"57cc66b0-b8c0-48dd-a64c-31bcad2599d5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 1","Area A","Month"
"a7000378-4dfb-4f8b-b4e3-56968d7fcf40","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 1","Area B"
"496d6d89-9379-49fc-9043-7e84eb6025e7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 1","Area B","Month"
"59f8fc4a-e81a-4c47-a717-633359ef4339","","folder-normal","pass","","step","TRUE","FALSE","Stage 1 - B01","Level 1","Area C"
"3686e822-3aa2-485a-ad46-e4817124e88f","","folder-normal","pass","","step","TRUE","FALSE","Stage 1 - B01","Level 1","Area C","November 2022"
"e89dced4-2eb0-4ed7-b0fa-ee63a2cff6ce","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 1 - B01","Level 1","Area C","November 2022","MV Site Visit Report - insitu beams grid's 8 to 12"
"a8214908-2161-4e19-99a1-ab36347df969","","folder-normal","fail","","step","TRUE","FALSE","Stage 1 - B01","Level 1","Area D"
"6e8e4681-0314-4dd6-a9f7-014526b0cc4c","","folder-normal","fail","","step","TRUE","FALSE","Stage 1 - B01","Level 1","Area D","November 2022"
"34c22ff1-46f3-41c0-8187-36e8e714d529","","checklist-sectioned","fail","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 1 - B01","Level 1","Area D","November 2022","MV Site Visit Report - Area D grids 33 and 32 insitu joints "
"16dc1e20-938e-4fa8-80d3-e87e3e156b1e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 1","Area E1"
"e2b021aa-83ec-41ea-b345-411878af9371","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 1","Area E1","Month"
"adc835d2-4364-43ca-95bb-be58a8dc41c5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 1","Area E2"
"ed2170ee-9c46-4e45-8cb2-a3b3531ac827","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 1","Area E2","Month"
"52aeb19a-cfd3-441a-984a-8f8aceb75cf7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01","Level 1","Area F"
"ffff1a3f-a6e3-4ad6-940a-a137083df152","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01","Level 1","Area F","November 2022"
"760baacd-0e9d-447d-b65f-889204aba850","","checklist-sectioned","work-in-progress","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 1 - B01","Level 1","Area F","November 2022","MV Site Visit Report - Grid 32 insitu wall (PC 202)"
"3ae1ef5e-bd61-4877-b8ce-c4e903664d04","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 2"
"bcbce458-2c04-4fe6-91db-ad0106075ddd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 2","Area A"
"bf1c3af9-a9b6-4162-bd3c-09fa7ba91004","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 2","Area B"
"71b484f9-a191-46a2-8bfd-89510d52aeaa","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 2","Area C"
"c61b8cc0-b1bc-4ea4-96f3-0cc1083a7f2a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 2","Area D"
"8da926b7-ea6c-4578-91bd-9070606c64de","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 2","Area E1"
"58e902aa-3e3e-4e0f-a17a-8ca76603f2d9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 2","Area E2"
"698b07af-3f47-40c6-923c-f806b2edeebf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Level 2","Area F"
"501a2a98-c2d8-4fd8-83c8-82cf09f40f3f","","folder-normal","fail","","step","TRUE","FALSE","Stage 1 - B01","January 2023"
"043de0c6-339f-4853-8f8f-6cd16f7e1849","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 1 - B01","January 2023","MV Site Visit Report - Area A Level 2 Prepour Inspection"
"7cf36c83-0696-4b88-a7d6-e7e129554d36","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 1 - B01","January 2023","MV Site Visit Report - Area C Transfer Beams"
"1a1e358b-1820-4d89-a03e-211b54d0cb48","","checklist-sectioned","fail","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 1 - B01","January 2023","MV Site Visit Report - Area A Level 1 & 2 Structural Steel Inspection"
"4cc8d52a-f0ab-40d9-aaa4-2788ffa5e607","","folder-normal","fail","","step","TRUE","FALSE","Stage 1 - B01","February 2023"
"c74094d2-b38c-46a4-af17-7df33d6d2669","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 1 - B01","February 2023","MV Site Visit Report - Area E Foundation Slab"
"b11a5107-fb44-4e63-8ff5-b336c68df1a0","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 1 - B01","February 2023","MV Site Visit Report - Area D Level 2 Suspended Slab (GL 26 - 33)"
"2a7da431-f0a5-4c56-bc1c-f6ff49dc35f2","Child Site Report Summary/Closeout(61a31a8c-df78-5ed4-957b-2424f2487712): Signoffs not allowed on checkpoint-group: Signoffs(ed886c49-7b2a-4105-9c51-478c3370579b)","checklist-sectioned","work-in-progress","5c77a46ed3fff3487e522ad1ecc5b581f22294a685edac5fd7b97b100c795e57","checklist","FALSE","FALSE","Stage 1 - B01","February 2023","MV Site Visit Report - Area E GL H Insitu Wall (Panel 126)"
"b30ce8ed-8d35-45f1-993c-508ad72d2194","","checklist-sectioned","fail","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 1 - B01","February 2023","MV Site Visit Report - Area E & F Stitches"
"e266fa95-76c7-4a32-99a5-25dc4f6ad442","","checklist-sectioned","fail","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 1 - B01","February 2023","MV Site Visit Report - Area C, E, & F Nibs"
"4a979787-a078-4882-b813-cecca7bbbb27","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12"
"afc94bb5-4c3d-4778-806e-9097dd8551fb","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","October 2020"
"fd2658c5-3318-44d4-8e96-b07f9c157e21","Unsupported Children: folder-normal Remedial(s) - Recorded and Closed Out(572e4b7a-a4c0-4c28-a178-b192bd4ef0ff)","checklist-sectioned","pass","3e08b54f0e78135917fb8bf3912e953a2a41c09197d010f334603f021f010b03","checklist","FALSE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","October 2020","Tetrad Site Visit Report -12/10/2020 - THB02"
"572e4b7a-a4c0-4c28-a178-b192bd4ef0ff","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","October 2020","Tetrad Site Visit Report -12/10/2020 - THB02","Remedial(s) - Recorded and Closed Out"
"937fe7b0-3280-4df3-a53c-2b45211a97f5","Unsupported Children: folder-normal Remedial(s) - Recorded and Closed Out(1021f255-fc7c-49a0-a60e-dc0a1ae406db)","checklist-sectioned","pass","a8e36e47e7d59aad515e2840ebb28ecdf75346842a3d53c9b926832aea515897","checklist","FALSE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","October 2020","Tetrad Site Visit Report - 19/10/2020 - THB03"
"1021f255-fc7c-49a0-a60e-dc0a1ae406db","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","October 2020","Tetrad Site Visit Report - 19/10/2020 - THB03","Remedial(s) - Recorded and Closed Out"
"beda2032-8388-457a-985d-280af5c4a058","","checklist-flat","pass","","checklist-flat","FALSE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","October 2020","Tetrad Site Visit Report - 19/10/2020 - THB03","Remedial(s) - Recorded and Closed Out","Remedial Items"
"0817694e-2f63-4058-9f1e-b42a53ca2a7b","Unsupported Children: folder-normal Remedial(s) - Recorded and Closed Out(e3b4b677-ee3e-4fdc-965e-456194902583)","checklist-sectioned","pass","3e08b54f0e78135917fb8bf3912e953a2a41c09197d010f334603f021f010b03","checklist","FALSE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","October 2020","Tetrad Site Visit Report - 23/10/2020 - THB04"
"e3b4b677-ee3e-4fdc-965e-456194902583","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","October 2020","Tetrad Site Visit Report - 23/10/2020 - THB04","Remedial(s) - Recorded and Closed Out"
"b71c9e37-78f8-4fd3-8d0b-eae2f34d261c","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","November 2020"
"99dcd2d1-f840-4de4-b627-49bde02794f1","Unsupported Children: folder-normal Remedial(s) - Recorded and Closed Out(916eb446-ff21-4e3e-9937-07bb1f07e9cd)","checklist-sectioned","pass","807eb26b4d11dc1e3eb18ad65bb55a63f8f75c2aa9113c5d46d230bce1108398","checklist","FALSE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","November 2020","Tetrad Site Visit Report - 9/11/2020 - THB05"
"916eb446-ff21-4e3e-9937-07bb1f07e9cd","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","November 2020","Tetrad Site Visit Report - 9/11/2020 - THB05","Remedial(s) - Recorded and Closed Out"
"2c04a890-4c85-488d-a4ad-5ee8e52ace80","","checklist-flat","pass","","checklist-flat","FALSE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","November 2020","Tetrad Site Visit Report - 9/11/2020 - THB05","Remedial(s) - Recorded and Closed Out","Remedial Item additional corner bars to shower rebates"
"07606eae-5cf1-48e3-be07-f262c4fc53ac","Unsupported Children: folder-normal Remedial(s) - Recorded and Closed Out(5f312818-8820-4640-8aff-8e019c3fe836)","checklist-sectioned","pass","3e08b54f0e78135917fb8bf3912e953a2a41c09197d010f334603f021f010b03","checklist","FALSE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","November 2020","Tetrad Site Visit Report - 16/11/2020 - THB10"
"5f312818-8820-4640-8aff-8e019c3fe836","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","November 2020","Tetrad Site Visit Report - 16/11/2020 - THB10","Remedial(s) - Recorded and Closed Out"
"09a2b263-44a1-40b6-b5aa-d0c45e80f2b2","Unsupported Children: folder-normal Remedial(s) - Recorded and Closed Out(f584ac4c-cac2-4cac-bb27-b4b4260551bc)","checklist-sectioned","pass","3e08b54f0e78135917fb8bf3912e953a2a41c09197d010f334603f021f010b03","checklist","FALSE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","November 2020","Tetrad Site Visit Report -- 23/11/2020 - TBH12"
"f584ac4c-cac2-4cac-bb27-b4b4260551bc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 2 - THB02, 03, 04, 05, 10, 12","November 2020","Tetrad Site Visit Report -- 23/11/2020 - TBH12","Remedial(s) - Recorded and Closed Out"
"c86e399b-60da-4c90-8c30-a5fddad52a54","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB01"
"79361b22-25b6-4cad-856c-6519b3e8d6d6","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB01","January 2022"
"1422851a-d674-4f2a-aa0b-363f8e7c3265","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 2 - THB01","January 2022","Site Visit Report - 20/01/2022 -  THB01"
"82d09119-b5aa-4a58-9795-1a3e2b6c878e","","folder-normal","pass","","step","TRUE","FALSE","Stage 3 - THB11 & 13"
"628106d3-0d04-4b5d-a12c-fc74796fd146","","folder-normal","pass","","step","TRUE","FALSE","Stage 3 - THB11 & 13","September 2022"
"21c2746e-fc4a-4292-be84-033bbcf1edfb","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 3 - THB11 & 13","September 2022","MV Site Visit Report - THB 11"
"8828c05e-8728-4561-9e84-12a25d3e9089","","folder-normal","pass","","step","TRUE","FALSE","Stage 3 - THB11 & 13","November 2022"
"85146879-cc37-4d17-8dbb-75e5c56260e0","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 3 - THB11 & 13","November 2022","MV Site Visit Report - THB13 ribraft"
"2c75e047-eeeb-4a26-a745-6ba306fc7c24","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02"
"38df1aa9-fd8f-4c1b-b888-d53d469d8bdb","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 4 - B02","June 2021"
"a7fcfa14-9a6a-5b74-8c30-08bf935b94f4","Unsupported Children: folder-normal Remedial(s) - Recorded and Closed Out(66d5cfbd-6d19-5c8d-b00d-966350b0b686)","checklist-sectioned","pass","3e08b54f0e78135917fb8bf3912e953a2a41c09197d010f334603f021f010b03","checklist","FALSE","FALSE","Stage 4 - B02","June 2021","Site Visit Report - 08/06/21 - Block wall & Lift Pit"
"66d5cfbd-6d19-5c8d-b00d-966350b0b686","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 4 - B02","June 2021","Site Visit Report - 08/06/21 - Block wall & Lift Pit","Remedial(s) - Recorded and Closed Out"
"00bed1b3-7199-5357-a6c9-45eb7974c136","Unsupported Children: folder-normal Remedial(s) - Recorded and Closed Out(d61602fd-a97f-5a6a-b6ea-2e8689a3b0bf)","checklist-sectioned","pass","3e08b54f0e78135917fb8bf3912e953a2a41c09197d010f334603f021f010b03","checklist","FALSE","FALSE","Stage 4 - B02","June 2021","Site Visit Report - 15/06/2021 - block walls"
"d61602fd-a97f-5a6a-b6ea-2e8689a3b0bf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 4 - B02","June 2021","Site Visit Report - 15/06/2021 - block walls","Remedial(s) - Recorded and Closed Out"
"3583322d-f611-5793-810d-932bad514e49","Unsupported Children: folder-normal Remedial(s) - Recorded and Closed Out(4893a238-3e9e-5569-9c7d-1e96e6d1f970)","checklist-sectioned","pass","3e08b54f0e78135917fb8bf3912e953a2a41c09197d010f334603f021f010b03","checklist","FALSE","FALSE","Stage 4 - B02","June 2021","Site Visit Report -  23/06/2021- B02- bottom matt for raft foundation "
"4893a238-3e9e-5569-9c7d-1e96e6d1f970","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 4 - B02","June 2021","Site Visit Report -  23/06/2021- B02- bottom matt for raft foundation ","Remedial(s) - Recorded and Closed Out"
"e65c90fa-04e0-5b19-a649-758660e88e26","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","June 2021","Site Visit Report -  28/06/2021- raft foundation "
"52512b18-e44f-4abd-a01d-6c245c0c728d","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 4 - B02","July 2021"
"dc18f6e6-f184-57b5-8400-714b99dfd52c","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","July 2021","Site Visit Report - Raft area B - 12/07/2021"
"de500cc7-5eb2-42e4-84a8-696407bd5ac1","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 4 - B02","August 2021"
"8707498c-60ce-46d8-a64b-0f3fa50cd359","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","August 2021","Site Visit Report - insitu basement joints  - Area A - 10/08/21"
"1d9b672e-290a-4bb6-bd2f-cd2b5b5fd33d","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 4 - B02","September 2021"
"3602c09c-a4ab-408d-8b36-8816e082d172","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","September 2021","Site Visit Report - insitu joints Area B & columns Area A - 02/09/21"
"6f67641c-a8d6-4665-9425-3988453241fe","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","September 2021","Site Visit Report - insitu columns - 14.09.21"
"92534568-741c-4b7a-a21d-d3d7ea06eeaf","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","September 2021","Site Visit Report - Suspended Slab area A - 25.09.21"
"f5e1705f-5c98-400a-9cae-65b2ab401984","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","October 2021"
"5af0801e-77fd-4b79-a885-64362cb7acea","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","October 2021","Site Visit Report -precast beam topping - 06.10.21"
"4c6caf69-dc49-488a-aa53-29a86f8c68bf","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","October 2021","Site Visit Report -Ground Floor precast Insitu joints - 06.10.21"
"f5ec8b91-f1a5-4ef4-b915-035dfe780f9e","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","October 2021","Site Visit Report - suspended slab area B, 21.10.21"
"4c65cb88-0984-404b-be5c-2039fca10807","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","October 2021","Site Visit Report - basement steelwork"
"cea19e61-dcd6-4b1b-abad-fa3be8b9eaa4","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","October 2021","Site Visit Report - insitu panel joints, 02.12.21"
"d43e2c11-e136-47f7-a916-82ef94f07d6f","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","November 2021"
"da7bd970-6b6e-474e-90b4-ada45bee4462","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","November 2021","Site Visit Report - first floor suspended slab area A -  04.11.21"
"72ad41a1-3461-4288-a4fd-d1c8b781454d","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","November 2021","Site Visit Report - insitu joints - B02 Level 1 area A - 18.11.21"
"492ffeae-19bf-478e-8bd8-a1f1c7b5e579","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","November 2021","Site Visit Report -first floor suspended floor area B, 19.11.21"
"2dafba3b-5019-469b-9a4a-79b6d7834818","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","December 2021"
"dd24e332-3ff8-491f-8552-1282b233939d","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","December 2021","Site Visit Report - suspended floor level 2, 16.12.21"
"0b36691a-f78d-45c2-bd6f-49aaf6ea3c99","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","December 2021","Remedial required - broken prestressed rib"
"ba793e8a-a48e-4567-9196-c1cb19033a3d","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","January 2022"
"1a9529d7-a0da-4ff7-8793-d509439f67d9","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","January 2022","Site Visit Report - remedial slab, 18.01.22"
"8957db42-6d6d-4811-bed8-0b5738570ea9","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","January 2022","Site Visit Report - preline inspection, 19.01.22"
"fe7989af-ff4e-4750-bdd5-ed916e400d53","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","June 2022"
"26a5a676-bebe-44f4-a619-75a5fdd23435","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 4 - B02","June 2022","Site Visit Report - mech anchor torque testing"
"ac45ff68-98a5-4701-8b70-3a5765427c99","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","October 2022"
"dc424ba5-62fa-44a5-ac5e-e8ba7ed991cd","","checklist-sectioned","pass","I - C - MV Consultant Site Visit Report","checklist","FALSE","FALSE","Stage 4 - B02","October 2022","MV Site Visit Report - entry slab"
"fe45fb48-8bab-4e8d-befc-4466186ca527","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","September 2022"
"bc4ac5b0-7e94-45f7-8fa2-b6a8e6477a29","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","Stage 4 - B02","September 2022","Remedial: Wing Wall Corbel"
"f6658404-345c-4b02-841d-1146eb75189e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 5 - B03"
"0214b298-861c-4471-8ec4-3aa4e5c860b7","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 5 - B03","November 2021"
"3d07e0e1-31ac-4827-bd02-3e9699a18781","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","November 2021","Site Visit Report - block wall footings &  lift pits, 30.11.21"
"1ac4e9f8-fa72-4efc-bd18-13cb6d9a8639","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 5 - B03","December 2021"
"4baffdc7-4c12-4580-8b33-7b668ec1ac9d","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","December 2021","Site Visit Report - block formwork, 6.12.21"
"0b924e0b-524c-4258-be64-075fb0fa6002","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","December 2021","Site Visit Report - block formwork, 16.12.21"
"90c94ad5-1991-4986-9c8d-75fe73c749b9","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 5 - B03","January 2022"
"0b68bbfc-60ec-4a75-9a79-2342bf3457b7","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","January 2022","Site Visit Report - foundation part 1"
"04bccaa7-f020-42d9-9133-f11060dde0fd","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","January 2022","Site Visit Report - Foundation part 2"
"3391b667-bfe0-4bb1-8362-615940d221e1","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","January 2022","Site Visit Report - insitu joints, 02.02.22"
"2980b896-1685-4c47-bbb0-f484d8b24caf","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","January 2022","Site Visit Report - insitu columns and joints,15.02.22"
"6a1af03b-f220-47b4-9c70-b0d25d92d377","","folder-progress","pass","","checklist","TRUE","FALSE","Stage 5 - B03","February 2022"
"dbed0034-3580-4ce6-953f-34e8b1a8d46d","","checklist-sectioned","pass","042ac25afc119df12c93801f1089aa78155431199ca06d23fb4714ff832bc259","checklist","FALSE","FALSE","Stage 5 - B03","February 2022","Site Visit Report - insitu columns and stitchs"
