"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"32dd5aa5-4efc-467c-9954-cbe9e1746993","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure"
"24c0ff89-1837-475f-883b-64d2b1d2ef70","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure","Level 1"
"17ff1078-0546-47c0-b6ae-d267062d4fc7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure","Level 1","Structure"
"6c3e80c3-565b-4593-991c-dd6a99801fc7","Child Component(a2cc7f90-222d-41e8-8547-29ba63091be9) -- Component Specified(615f4ec9-6a4b-44ef-b296-ca84a0f15886): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checklist-sectioned","pass","Structure/Concrete Checklist ","checklist","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Extension of pile to grid 212/ AA-BB"
"a2cc7f90-222d-41e8-8547-29ba63091be9","Child Component Specified(615f4ec9-6a4b-44ef-b296-ca84a0f15886): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Extension of pile to grid 212/ AA-BB","Component"
"ebb5963b-3abc-4d4b-983a-0a7606129893","","checklist-sectioned","work-in-progress","60ebbdc8b4b425f4da84aba2ce0f20a806b27545794103b49db07148fd0d5791","checklist","FALSE","FALSE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10"
"f24d0952-14cb-447a-ab5c-d40b2b07cea5","","checkpoint-group","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10","Seismic Install (Beam Bracing)"
"091c064c-939d-4a33-b9d9-851a9acf43c1","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10","Seismic Install (Beam Bracing)","All relevant drawings and revision numbers checked and attached"
"0f0f08ec-752f-41ae-a361-514b5c60c121","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10","Seismic Install (Beam Bracing)","Location checked and correct"
"35dad468-1167-461a-9c20-636e5f681d4b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10","Seismic Install (Beam Bracing)","Dimensions checked and accurate"
"f11d464b-f864-4708-94b6-ac103059d0a2","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10","Seismic Install (Beam Bracing)","All elements securely fitted"
"7c421928-a596-4278-a443-df619e243251","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10","Seismic Install (Beam Bracing)","All works completed, reviewed and approved"
"63f50160-7e75-4760-86d9-68d68c4995ca","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10","Bulkhead Install Section"
"f0132fe3-fb32-4201-875d-0ec4c577cf32","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"2409cd79-f080-49b2-94a1-bf059dfbc9de","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"de5e6d5b-1e36-4e3c-beb6-a54d3967b174","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"5fb14fc0-1c66-4372-bce6-ac44519ed16d","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"e3f1729f-1ca0-45d2-b540-5e2a4b758254","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"3d401912-1cd9-43de-9311-c0ac49568f34","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"ccf1a780-a433-4f07-af2b-d5a258278c14","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 10","Bulkhead Install Section","All works completed, reviewed and approved"
"96cebafb-40ed-4613-ad1d-f6233fd6c92c","","checklist-sectioned","not-started","60ebbdc8b4b425f4da84aba2ce0f20a806b27545794103b49db07148fd0d5791","checklist","FALSE","FALSE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11"
"a6738f6f-07ec-4ec6-9203-dc488fb75950","","checkpoint-group","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11","Seismic Install (Beam Bracing)"
"66ffb907-f38e-433e-b5dc-368dfac49ffa","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11","Seismic Install (Beam Bracing)","All relevant drawings and revision numbers checked and attached"
"41902980-7699-480b-bbda-9f855f377c4c","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11","Seismic Install (Beam Bracing)","Location checked and correct"
"b0df2c69-144a-44da-98b0-2ff7ef1b0e2a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11","Seismic Install (Beam Bracing)","Dimensions checked and accurate"
"89610fd3-1dee-48eb-8afc-cea80d0286b8","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11","Seismic Install (Beam Bracing)","All elements securely fitted"
"d01aac1e-fe66-4255-9f68-714426392742","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11","Seismic Install (Beam Bracing)","All works completed, reviewed and approved"
"5c0df9ef-6b0c-49d8-beb2-093ecb365d5f","","checkpoint-group","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11","Bulkhead Install Section"
"f219dc08-5d28-4686-8159-f9e6bd1a1c93","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"ed5263e5-4bba-4f19-be21-e5794658fca8","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"4f10a94e-304e-4cb7-bcc3-5b6189a801ee","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"6b4e3d65-e253-4125-879f-388c44a9fe56","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"027dffe7-7e33-4098-821d-ae78d7e6ec7e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"837d1011-e3c5-4a76-8a15-815226330de1","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"a42f3617-9163-40d7-b594-1ab5caf2165e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 11","Bulkhead Install Section","All works completed, reviewed and approved"
"42c2efa1-70b8-4781-8fb6-8620aadd46c1","","checklist-sectioned","not-started","60ebbdc8b4b425f4da84aba2ce0f20a806b27545794103b49db07148fd0d5791","checklist","FALSE","FALSE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12"
"a1a7d935-f699-472f-b5a2-c6fccd261a22","","checkpoint-group","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12","Seismic Install (Beam Bracing)"
"d1ac4507-6eef-4d36-9ecb-31f12fb43ec5","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12","Seismic Install (Beam Bracing)","All relevant drawings and revision numbers checked and attached"
"88bc46ec-52b3-48a1-9010-ab86ac545bdc","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12","Seismic Install (Beam Bracing)","Location checked and correct"
"5683ff2b-f617-4134-bd28-bb25aa9aff7a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12","Seismic Install (Beam Bracing)","Dimensions checked and accurate"
"bbd39ecb-d904-4111-ac1f-b2692e78c57d","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12","Seismic Install (Beam Bracing)","All elements securely fitted"
"22ea767f-9adc-4b74-abf0-147327468c70","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12","Seismic Install (Beam Bracing)","All works completed, reviewed and approved"
"dda23c23-cde8-4c0b-9730-4e722a5dfa9a","","checkpoint-group","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12","Bulkhead Install Section"
"3574eaa5-d5cb-4085-9caa-08e54ebc6e2f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"23b36af1-2d4e-4fdb-b954-11dbcc1ddbee","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"b4d31d7e-c2c2-48d7-986c-cc715942c94f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"1bf50bbf-b042-4150-ab41-6846af281680","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"beab516f-bc98-4ebf-9dfb-cd182081a7e3","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"fde53087-29c6-4d08-85c0-c33bc78b5d6a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"919bf18f-f080-4777-85d7-db4f14490c96","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Bulkheads & Seismic - Level 1","Zone 12","Bulkhead Install Section","All works completed, reviewed and approved"
"4b50dc0e-34e9-4de5-b4ba-f12d554a1c58","","folder-normal","not-started","","step","TRUE","FALSE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"
"458889bc-e95d-4ec8-8126-580e9258098d","","folder-normal","not-started","","step","TRUE","FALSE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)"
"b4ab1054-3034-4e82-9e7a-3d202abe6b26","","checklist-flat","not-started","Gib Lining Checklist","checklist-flat","FALSE","FALSE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Lining Checklist"
"cbccf75b-4cc2-452b-bab8-b92414b2831f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Lining Checklist","All pre installation checks completed and approval given to line"
"e12c7d79-f3a9-4bd6-909b-82c6749805c4","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Lining Checklist","Correct lining (Checked and approved) - area specifics checked"
"469e0ff5-dc06-4fc8-8a2f-1e761472edf2","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Lining Checklist","Substrate accepted and approval given to start gib lining"
"51a9a75d-d92b-4216-a726-da88b56c96e9","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Lining Checklist","Correct fixings used and installed at correct centers"
"e88fa7ef-2e15-4f2d-bd60-313c0c4698ff","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Lining Checklist","Any bracing elements completed to design specification"
"66b1324e-26c7-48ec-b6ac-03c2089b4522","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Lining Checklist","General photos, comments and observations during install"
"91c60d49-9ca3-43f4-8ab1-d49d2479fa21","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Lining Checklist","All lining completed, checked and approved as per specification"
"8d843ef9-4e65-4973-9b66-cfdf09565448","","checklist-flat","not-started","Gib Stopping Checklist","checklist-flat","FALSE","FALSE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Stopping Checklist"
"924ec67a-5ffa-40f8-9655-a8e62c4ee24b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Stopping Checklist","All relevant drawings and revision numbers checked and attached"
"cee89304-e57f-44dc-919e-ce1167ff73bc","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Stopping Checklist","Substrate accepted and approval given to start gib stopping"
"07a8d645-60fc-40e5-b22a-c01c62095cf0","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Stopping Checklist","Correct stopping product and applied correctly"
"8c4f8b06-5a1e-44f6-92e1-b69a954122ab","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Stopping Checklist","Square stopping, slimlines and joints checked and acceptable"
"612068be-9837-42f1-b8e0-ae39dd98605e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Stopping Checklist","Adequate drying time between applications & No visible bubbling"
"8b7750de-2805-4ee0-aec3-82848befad81","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Stopping Checklist","General photos, comments and observations during install"
"e70eebfb-6f6f-4530-9b21-0b3806bbb0f5","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," North (Grid 207-214)","Gib Stopping Checklist","All Stopping completed and specified level of finish achieved"
"3477d43d-0b30-476e-af48-c855b675a219","","folder-normal","not-started","","step","TRUE","FALSE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)"
"7b0e262e-6749-462c-a876-fe372dca9dce","","checklist-flat","not-started","Gib Lining Checklist","checklist-flat","FALSE","FALSE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Lining Checklist"
"fe336226-1684-4625-8050-05728a01103a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Lining Checklist","All pre installation checks completed and approval given to line"
"b41d99ed-30b6-4d57-a1ec-3fb32629ee93","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Lining Checklist","Correct lining (Checked and approved) - area specifics checked"
"4df9c349-82a6-49b5-aab9-2b9b54a734ce","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Lining Checklist","Substrate accepted and approval given to start gib lining"
"d52e3798-000d-48b0-82d0-89aba13480e9","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Lining Checklist","Correct fixings used and installed at correct centers"
"53e36c75-9570-4776-bfec-9b5a595f0c6e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Lining Checklist","Any bracing elements completed to design specification"
"105d39b6-aa53-4bc3-a85e-57a3a5da5c46","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Lining Checklist","General photos, comments and observations during install"
"92a63d06-c4ff-4515-97fd-738825791c42","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Lining Checklist","All lining completed, checked and approved as per specification"
"9d65d533-a403-4c4a-aa18-fa31294bb44f","","checklist-flat","not-started","Gib Stopping Checklist","checklist-flat","FALSE","FALSE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Stopping Checklist"
"cbc4d3ab-2da1-426f-be65-da738ef23563","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Stopping Checklist","All relevant drawings and revision numbers checked and attached"
"09cef430-a133-4ccc-b31e-853b48817f50","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Stopping Checklist","Substrate accepted and approval given to start gib stopping"
"760ecb8e-aa08-42fb-a4f9-71beb4b8daaf","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Stopping Checklist","Correct stopping product and applied correctly"
"49ca5bd5-2416-4f4d-8669-36f921d637af","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Stopping Checklist","Square stopping, slimlines and joints checked and acceptable"
"ee7c8ee9-ffc4-4b74-8183-c2f1411d261e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Stopping Checklist","Adequate drying time between applications & No visible bubbling"
"e0721cd5-72a1-4eec-b8ef-ab6f82cbc096","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Stopping Checklist","General photos, comments and observations during install"
"b1699505-b7da-4bcf-aa12-10bd6a82515b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA"," Lining & Stopping - Level 1"," South (Grid 200-208)","Gib Stopping Checklist","All Stopping completed and specified level of finish achieved"
"1756930f-8703-427b-aaf9-0e8cd55b9511","","folder-normal","not-started","","step","TRUE","FALSE","Fit Out","Level 1","QA","Doors - Level 1"
"b4af6c6c-f8bc-433f-9053-ce7e3dbae769","","folder-normal","not-started","","step","TRUE","FALSE","Fit Out","Level 1","QA","Doors - Level 1","North (Grid 207-214)"
"65225519-b500-485b-90f6-fa99817dcfe9","Child All relevant drawings and revision numbers checked and attached(59b2f081-a490-4aea-87fa-8627828beace): checkpoint-status must be display normal but was flat","checklist-flat","not-started","Door Checklist","checklist-flat","FALSE","FALSE","Fit Out","Level 1","QA","Doors - Level 1","North (Grid 207-214)","Door Checks"
"59b2f081-a490-4aea-87fa-8627828beace","checkpoint-status must be display normal but was flat","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Doors - Level 1","North (Grid 207-214)","Door Checks","All relevant drawings and revision numbers checked and attached"
"5b01f82d-b58a-4989-879e-a4584436b664","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Doors - Level 1","North (Grid 207-214)","Door Checks","Direction of door"
"aae1653f-0328-480f-baa7-2e1d0d67440f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Doors - Level 1","North (Grid 207-214)","Door Checks","Plumb of door jamb"
"a7639ba1-377c-4f70-ab0d-2ee69c4f5f20","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Doors - Level 1","North (Grid 207-214)","Door Checks","Door gap on both sides"
"c67e55f0-bf14-41be-9291-b2106fa520bd","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Doors - Level 1","North (Grid 207-214)","Door Checks","Door hinges in place with screw"
"0c9faed3-4ccb-46c3-8434-6e848fb928e0","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Doors - Level 1","North (Grid 207-214)","Door Checks","Floor clearance"
"97eb50d0-2b89-40f2-b3c7-056c5d64298d","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Doors - Level 1","North (Grid 207-214)","Door Checks","Raise Remedial/Request Signoff"
"2ff6c936-9ff7-41c5-97f1-2dba61929b14","","folder-normal","not-started","","step","TRUE","FALSE","Fit Out","Level 1","QA","Doors - Level 1"," South (Grid 200-208)"
"8a9f3260-0b3e-4123-97a5-0f726bacbe6c","Child All relevant drawings and revision numbers checked and attached(65666935-073e-434f-9b5c-9a0c1476b551): checkpoint-status must be display normal but was flat","checklist-flat","not-started","Door Checklist","checklist-flat","FALSE","FALSE","Fit Out","Level 1","QA","Doors - Level 1"," South (Grid 200-208)","Door Checks"
"65666935-073e-434f-9b5c-9a0c1476b551","checkpoint-status must be display normal but was flat","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Doors - Level 1"," South (Grid 200-208)","Door Checks","All relevant drawings and revision numbers checked and attached"
"d8718a4a-e0be-4a30-88a4-830128027574","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Doors - Level 1"," South (Grid 200-208)","Door Checks","Direction of door"
"ce1fa02d-cd73-47cb-af13-ab7d2126a699","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Doors - Level 1"," South (Grid 200-208)","Door Checks","Plumb of door jamb"
"875390eb-0592-4d22-a0cc-1d6bde6879f1","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Doors - Level 1"," South (Grid 200-208)","Door Checks","Door gap on both sides"
"6ef17dfd-b4ac-483d-b1af-860e9c7ac457","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Doors - Level 1"," South (Grid 200-208)","Door Checks","Door hinges in place with screw"
"0bf3b5df-436e-4d6e-ace4-df3e7cd3a42e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Doors - Level 1"," South (Grid 200-208)","Door Checks","Floor clearance"
"7cd6c70c-d0cf-4ff4-aa53-5c205c30f221","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 1","QA","Doors - Level 1"," South (Grid 200-208)","Door Checks","Raise Remedial/Request Signoff"
"c67a7e80-fa58-43a6-af85-d1debbd42dd4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Fit Out","Level 2"
"a26ec114-1178-4303-a55b-9dbf8596b6d4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Fit Out","Level 2","QA"
"29255aa0-9216-4ef6-b8aa-b312c8dc4bcf","","folder-normal","work-in-progress","","step","TRUE","FALSE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2"
"5a3d9b4e-e2d0-4e07-9af3-040ff2f400a2","","checklist-sectioned","pass","60ebbdc8b4b425f4da84aba2ce0f20a806b27545794103b49db07148fd0d5791","checklist","FALSE","FALSE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1"
"8f6a5a22-757a-40e8-85a6-c8d2e6255a33","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1","Seismic Install (Beam Bracing)"
"6c588de3-1b4b-4170-8979-6b88a8c05b5b","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1","Seismic Install (Beam Bracing)","All relevant drawings and revision numbers checked and attached"
"678f5115-7955-480c-a8bc-cc0c635856b4","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1","Seismic Install (Beam Bracing)","Location checked and correct"
"7595618b-0f55-4d61-8fb2-338f1a3eaadf","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1","Seismic Install (Beam Bracing)","Dimensions checked and accurate"
"00dcd105-3097-423e-bfc5-248b70b4b053","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1","Seismic Install (Beam Bracing)","All elements securely fitted"
"355ca132-6bc7-4cee-a801-16b849cab640","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1","Seismic Install (Beam Bracing)","All works completed, reviewed and approved"
"ed0a9893-f855-4979-9f5c-4189805bafb2","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1","Bulkhead Install Section"
"9862968e-1a19-4f75-ba13-d5d123196f05","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"5557a2c9-6b55-4006-aeb5-6d4861fe5531","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"ec3e4957-bb85-4ec7-ba4a-0bf8420f953f","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"c44264ce-2cb0-46b3-80f6-53c82b297205","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
