"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"99a1db00-728e-4f09-be38-395caf8f966f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"5690c4ae-ad34-4f36-8b0c-f84cd883d634","","folder-normal","pass","","step","TRUE","FALSE","Site QA","ITP-001 - Sediment Control"
"2c9f3401-02e2-4d3d-a8db-60cf8cb7ce60","","checklist-sectioned","pass","0b82de3d42fcb329e4f44fba6423241847a17a64a1404f01d3d03593ad5f078c","checklist","FALSE","FALSE","Site QA","ITP-001 - Sediment Control","Sediment Control - 01"
"4892043d-d507-5fd2-bdd7-40a180302683","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-001 - Sediment Control","Sediment Control - 01","Lot Conformance."
"6fd84d74-1d26-55c9-8ae2-4ac38ac4c6da","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -003","3.0 Bulk earthworks - fill","3.6 - Lime mix"
"9ddcea75-3fbb-56a0-844d-cc10c2d69211","","holdpoint","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -003","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"c44c580e-26fe-55e6-88c6-c0a4e59d222c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -003","3.0 Bulk earthworks - fill","3.7 - Lime stabilisation"
"75819b5a-2a9a-53af-b016-5ca49cce55b0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -003","3.0 Bulk earthworks - fill","3.8 - Compaction"
"32ff041c-70d8-5200-bd35-c827bba60e6b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -003","3.0 Bulk earthworks - fill","3.9 - Test Rolling"
"c44bf58c-8f06-54be-be35-ea5bd1a0ecf7","","holdpoint","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -003","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"db5bf3bb-fa55-5a70-a502-3540c8b3a190","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -003","3.0 Bulk earthworks - fill","Identification of soft wet or unstable material"
"dbbf1fca-4eb2-53fd-b70f-1a68d4a29ae2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -003","3.0 Bulk earthworks - fill","Treatment of unsuitable material"
"9e87ec60-5b25-5ca4-b33b-8cdadfec217b","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -003","4.0 Conformance check"
"9a6376d6-4834-5cc2-915e-92f59d7bed67","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -003","4.0 Conformance check","4.1 - Width and alignment"
"bb679da7-0228-5acd-9727-020f4d1b3475","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -003","4.0 Conformance check","AUTHORITY HOLDPOINT"
"9ec4361b-81ec-516f-8759-c66cd7c72d54","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -003","4.0 Conformance check","4.2 - Subgrade level and shape"
"763690db-fd90-5666-a28d-cbeddfb36d85","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -003","4.0 Conformance check","AUTHORITY HOLDPOINT"
"435d4ee2-ac50-4b9a-b1c3-d3f0bc79c6ae","","checklist-sectioned","pass","CC0394 - ITP-003 - Bulk Earthworks REV1","checklist","FALSE","FALSE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004"
"d5ab0731-53ae-58b5-802b-8304d3734e77","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","Lot Conformance."
"4b5a2876-415d-58d8-90ba-ad20d4ca0cde","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","Lot Conformance.","Lot Conformance"
"91ae17db-045f-5328-bc36-92af4cabd2e0","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","Lot Conformance.","AUTHORITY HOLDPOINT"
"79b0c1ab-c462-54ae-af80-6cc772923cdb","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","1.0 Preliminaries"
"d6d6a1a2-cfb5-5206-b974-e3fa100630c0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","1.0 Preliminaries","1.1 - Determine lot size"
"c81b4aeb-36a3-5100-b69f-c507183b9404","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","1.0 Preliminaries","1.2 - Survey set-out"
"903991e1-6321-5fa6-88a3-253c66f3259a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","1.0 Preliminaries","1.3 - Water management"
"65cd0057-0bc5-55b7-a512-543578059b03","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","1.0 Preliminaries","1.4 - Clearing"
"022c448f-fa2a-54ad-a377-f9492e378d2e","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","1.0 Preliminaries","AUTHORITY HOLDPOINT"
"560b89ca-13ec-562c-ad92-4c54a51611d4","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","2.0 Bulk earthworks – cut"
"00d55910-b694-59a9-824e-c5e9c9bdb0f6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","2.0 Bulk earthworks – cut","2.1 - Excavation material classification"
"cd7cf2a6-e081-576c-868e-c094781ea71d","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","2.0 Bulk earthworks – cut","AUTHORITY HOLDPOINT"
"47c2288e-def3-5794-8cba-75926be61d2c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","2.0 Bulk earthworks – cut","2.2 - Stockpile"
"c374a12f-e94e-59ca-8752-bfc80b3155d2","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","2.0 Bulk earthworks – cut","AUTHORITY HOLDPOINT"
"d1f9f104-0642-5690-8c2a-ebf4b5140dc8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","2.0 Bulk earthworks – cut","2.3 - Subgrade preparation"
"25b0ef4b-41fe-527d-8d71-5476fa0741b9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","2.0 Bulk earthworks – cut","2.4 - Lime mix"
"c818cfae-d6cd-5173-ad5c-5c60e830ffc4","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","2.0 Bulk earthworks – cut","AUTHORITY HOLDPOINT"
"2435be37-fb16-5085-af31-2387b54feb88","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","2.0 Bulk earthworks – cut","2.5 - Lime stabilisation"
"1eecf86c-0df0-5229-b6a5-ced4be6c1625","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","2.0 Bulk earthworks – cut","2.6 - Compaction"
"28218a7d-e0b8-590b-b2d7-36baeb9a26cb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","2.0 Bulk earthworks – cut","2.7 - Test Rolling"
"b1c33fa4-b629-5db6-9b5e-2085558b35ea","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","2.0 Bulk earthworks – cut","AUTHORITY HOLDPOINT"
"802b3096-50b7-5673-88ec-5244ea6830a6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","2.0 Bulk earthworks – cut","Identification of soft wet or unstable material"
"df8d1442-748d-5081-93ee-2a3981a6baff","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","2.0 Bulk earthworks – cut","Treatment of unsuitable material"
"08bf9260-a25c-5bf7-9a75-0e06c53ea377","","checkpoint-group","not-applicable","","","FALSE","FALSE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill"
"8bf1d533-370c-5efc-b67c-5e362eeee52b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","3.1 - Fill material classification"
"415b92cd-92fb-512f-882e-27ccaee6d00b","","holdpoint","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"e40a2cb4-a0d2-5aa4-9c6a-a03b52244f6b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","3.2 - Stripped surface - test rolling (If applicable)"
"58c02a1b-d3c0-5c8a-b549-6464709083b9","","holdpoint","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"4fc9060b-0e1e-534d-88c7-03dc1f24af01","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","Identification of soft wet or unstable material"
"c1b4d937-9cb7-5ca6-a879-d735a20bacf9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","Treatment of unsuitable material"
"b5fb3747-e4ba-53a3-b3b7-fe9741fd4596","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","3.3 - Preparation of surface"
"9c1130c4-1efa-5a03-a94e-60d7e1deb3d1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","3.4 - Fill Placement"
"368ac230-45d4-549e-8e0b-638f3d96c569","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","3.5 - Moisture"
"0a67069f-b133-5b80-9c00-1aa205c0f7f4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","3.6 - Lime mix"
"dbd8cfb3-a265-5e7c-8f28-20adaf034046","","holdpoint","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"47e11736-0ff2-5313-9166-fa3ed0b8c672","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","3.7 - Lime stabilisation"
"0e8c7696-3961-556e-a264-2286cd477440","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","3.8 - Compaction"
"6e6bbc07-a603-5189-8ba9-b6f29917e4b5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","3.9 - Test Rolling"
"e381740a-3a2d-5a22-94d8-8feed031c69a","","holdpoint","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"25401b10-8a28-54b3-8f4d-7c9f6604f047","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","Identification of soft wet or unstable material"
"b81f0d61-170f-57e7-bb2d-3bf54d57f785","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","3.0 Bulk earthworks - fill","Treatment of unsuitable material"
"40a3845e-6015-5ddf-869c-207fa5811eed","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","4.0 Conformance check"
"24e6b5b2-d821-5133-8cca-08e791fe5d7c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","4.0 Conformance check","4.1 - Width and alignment"
"18195917-cee5-5566-a32e-5fdac18e7c55","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","4.0 Conformance check","AUTHORITY HOLDPOINT"
"0adce79b-547f-5f86-99d3-a15b3d5655a1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","4.0 Conformance check","4.2 - Subgrade level and shape"
"7f1c3585-5c3d-598e-9b5e-8d57bdaca87b","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks -004","4.0 Conformance check","AUTHORITY HOLDPOINT"
"65a15b1f-64bd-4cad-ab77-7c958de5a46f","","checklist-sectioned","pass","CC0394 - ITP-003 - Bulk Earthworks REV1","checklist","FALSE","FALSE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005"
"48d8744c-5c05-55d3-8362-1469136ca599","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","Lot Conformance."
"5b98b5f9-fae5-5802-897a-065504bdf706","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","Lot Conformance.","Lot Conformance"
"1bb07d45-3afa-53be-931e-11c0dedf8d59","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","Lot Conformance.","AUTHORITY HOLDPOINT"
"42a45a38-b569-5dff-8767-c9bdd8ec82ba","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","1.0 Preliminaries"
"a37acf75-aff9-5b6a-ac17-0ffc5e03ed4e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","1.0 Preliminaries","1.1 - Determine lot size"
"fb5aa86d-c3e6-5a2e-9c4d-7d72da15b470","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","1.0 Preliminaries","1.2 - Survey set-out"
"af238d1d-65e4-5b94-b5f6-d018cdc11343","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","1.0 Preliminaries","1.3 - Water management"
"46f754ba-d18a-5bb6-86ae-acb527effc00","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","1.0 Preliminaries","1.4 - Clearing"
"a95055cb-c243-588f-8818-7c38ed0dc5b1","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","1.0 Preliminaries","AUTHORITY HOLDPOINT"
"584fdbc3-acb4-5cb1-8ad7-dde9b50331b1","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","2.0 Bulk earthworks – cut"
"a32a8ba6-5832-5073-80c5-eb7e9612b5a5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","2.0 Bulk earthworks – cut","2.1 - Excavation material classification"
"663cf71f-3b2a-537f-b687-74f07ee1fc98","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","2.0 Bulk earthworks – cut","AUTHORITY HOLDPOINT"
"8362ea0d-ad27-5b47-b6bc-a3fe10660abc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","2.0 Bulk earthworks – cut","2.2 - Stockpile"
"11f50ed7-86d5-5c91-ac7d-2c728f1044f2","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","2.0 Bulk earthworks – cut","AUTHORITY HOLDPOINT"
"dafa806f-02c1-56f2-93f3-dbb5088a85f4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","2.0 Bulk earthworks – cut","2.3 - Subgrade preparation"
"5da21f60-6d55-5119-ba3e-39002bf98058","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","2.0 Bulk earthworks – cut","2.4 - Lime mix"
"587ca2ba-2dd8-5aea-a619-44369f7966ee","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","2.0 Bulk earthworks – cut","AUTHORITY HOLDPOINT"
"712a88a9-cbc7-5e38-9cd4-040a9eac5161","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","2.0 Bulk earthworks – cut","2.5 - Lime stabilisation"
"b7fbad77-3dbc-5ac3-b790-db7f3dc62dff","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","2.0 Bulk earthworks – cut","2.6 - Compaction"
"19539f8a-e997-5a82-888e-2037e2ce8207","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","2.0 Bulk earthworks – cut","2.7 - Test Rolling"
"be0718a1-b6c8-56ff-8897-fc112291e057","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","2.0 Bulk earthworks – cut","AUTHORITY HOLDPOINT"
"86d24ee9-8bdd-51ef-9a23-cd5e2d8528b7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","2.0 Bulk earthworks – cut","Identification of soft wet or unstable material"
"1a6d60e8-d385-54ca-88f6-3d392da819cd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","2.0 Bulk earthworks – cut","Treatment of unsuitable material"
"e304dbe8-9c95-5bf2-ae42-87fe5dde3da2","","checkpoint-group","not-applicable","","","FALSE","FALSE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill"
"1a1d7d00-398b-550d-890a-f97bfc5b2224","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","3.1 - Fill material classification"
"d149c588-3283-58b7-b270-6036858071a5","","holdpoint","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"ad202486-27c2-55da-8ba0-ec975b16a69c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","3.2 - Stripped surface - test rolling (If applicable)"
"ebad2d9e-1220-5bd5-8b89-ac6411301c25","","holdpoint","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"1afd4677-354b-5708-92df-525d16714305","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","Identification of soft wet or unstable material"
"6f66e47c-e90f-50c7-add9-cecbe4ffa587","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","Treatment of unsuitable material"
"262cb032-4949-5fd4-8ab0-a0b5dfba5a9c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","3.3 - Preparation of surface"
"4306ee29-7e3b-5db4-be30-770c68467097","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","3.4 - Fill Placement"
"a1e5667b-0966-51ae-94a2-1724ad868b78","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","3.5 - Moisture"
"c60786af-3658-5fb0-a819-bede9a9c6513","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","3.6 - Lime mix"
"d9be24ca-76ae-5aae-91a9-27d1fd2133dc","","holdpoint","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"283072fd-be45-556d-84fb-f871451c5409","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","3.7 - Lime stabilisation"
"391c1e3d-aee5-52a8-b03e-eb5d28db2d32","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","3.8 - Compaction"
"9a24bcab-91f1-59d9-93a6-7802c9af6a23","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","3.9 - Test Rolling"
"937d2815-881c-5501-8ebd-8ebd3d4b0a6b","","holdpoint","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"b0536c70-2046-5a55-83b0-c9a75629d8da","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","Identification of soft wet or unstable material"
"ca06aa16-686e-5d8d-89f6-981df62ecd2f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","3.0 Bulk earthworks - fill","Treatment of unsuitable material"
"eebbda11-f7d2-524a-b8a7-00a449c7ca5d","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","4.0 Conformance check"
"9118819e-8f77-5d08-b8c0-da1d61e7567c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","4.0 Conformance check","4.1 - Width and alignment"
"acefb3da-d8bb-50e2-9713-995097487ac4","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","4.0 Conformance check","AUTHORITY HOLDPOINT"
"624f37b0-ec32-5a7a-a090-45a7d0528011","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","4.0 Conformance check","4.2 - Subgrade level and shape"
"fc9834aa-9caf-526c-ad1a-ffba339baaaf","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-003 - Bulk Earthworks","Bulk Earthworks - 005","4.0 Conformance check","AUTHORITY HOLDPOINT"
"07688845-e7ca-40b2-ac32-2109f1ee93e7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","ITP-004 - Storm Water Drainage"
"18e5b2bf-f571-4f92-be4d-78e0b77a3471","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","ITP-005 - Crushed Rock Pavement Construction"
"85d7276c-b709-45fa-82e8-c47d6ea5b891","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","ITP-006 - Concrete Pavements and Crossovers"
"360044be-58e9-4833-a73a-0d8184536dcd","","checklist-sectioned","pass","CC0394 - ITP-006 - Concrete Pavements and Crossovers REV0","checklist","FALSE","FALSE","Site QA","ITP-006 - Concrete Pavements and Crossovers","Concrete Pavements and Crossovers - 001 (Southern Crossover)"
"03326274-d64b-58cc-bb91-d716e3a765ab","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-006 - Concrete Pavements and Crossovers","Concrete Pavements and Crossovers - 001 (Southern Crossover)","Lot Conformance."
"e304d931-f625-599a-a548-db51623e8044","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-006 - Concrete Pavements and Crossovers","Concrete Pavements and Crossovers - 001 (Southern Crossover)","Lot Conformance.","Lot Conformance"
"d470a8ee-b013-5740-aea1-49a5833d3280","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-006 - Concrete Pavements and Crossovers","Concrete Pavements and Crossovers - 001 (Southern Crossover)","Lot Conformance.","AUTHORITY HOLDPOINT"
"cdedf979-e913-5e7d-9adf-f64a6a5dd521","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-006 - Concrete Pavements and Crossovers","Concrete Pavements and Crossovers - 001 (Southern Crossover)","1.0"
"a8302e75-34b3-58d0-9c36-28a42a29aee6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-006 - Concrete Pavements and Crossovers","Concrete Pavements and Crossovers - 001 (Southern Crossover)","1.0","1.1 - Determine Lot Size"
"021ba6a0-545e-50af-90a2-cbad3478e7c4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-006 - Concrete Pavements and Crossovers","Concrete Pavements and Crossovers - 001 (Southern Crossover)","1.0","1.2 - Survey Set-out"
"dd7658df-91d2-5565-8ec5-e54cb978027b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-006 - Concrete Pavements and Crossovers","Concrete Pavements and Crossovers - 001 (Southern Crossover)","1.0","1.3 - Confirm Pavement Type"
