resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,134C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,138C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,140C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,139C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,137C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,136C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,135C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,133C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,132C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,130C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,128C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,127C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,129C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,131C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,126C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,124C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,124C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,122C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,Level 2,,,,,,,,,,,,
,step,,,,,,NW - Wing,,,,,,,,,,,
,step,,,,,,,Common Areas,,,,,,,,,,
,step,,,,,,,,Common Areas,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,Apartments,,,,,,,,,,
,step,,,,,,,,260A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,259A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,257A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,251A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,252A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,253A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,254A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,255A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,256A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,258A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,SW - Wing,,,,,,,,,,,
,step,,,,,,,Common Areas,,,,,,,,,,
,step,,,,,,,,Common Areas,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,Apartments ,,,,,,,,,,
,step,,,,,,,,263A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,269A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,268A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,267A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,266A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,265A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,264A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,262A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,261A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,Center,,,,,,,,,,,
,step,,,,,,,Common Areas ,,,,,,,,,,
,step,,,,,,,,Common Areas ,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,Apartments,,,,,,,,,,
,step,,,,,,,,287A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,286A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,285A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,284A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,283A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,282A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,281A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,280A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,279A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,278A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,277A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,276A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,275A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,274A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,273A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,272A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,271A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,270A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,NE - Wing,,,,,,,,,,,
,step,,,,,,,Common Areas,,,,,,,,,,
,step,,,,,,,,Common Areas,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,Apartments,,,,,,,,,,
,step,,,,,,,,219C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,217C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,215C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,206C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,204C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,202C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,201C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,103C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,205C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,207C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,208C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,210C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,211C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,213C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,214C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,212C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,209C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,216C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,220C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,SE - Wing,,,,,,,,,,,
,step,,,,,,,Common Areas,,,,,,,,,,
,step,,,,,,,,Common Areas,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,Apartments,,,,,,,,,,
,step,,,,,,,,221C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,223C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,225C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,234C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,238C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,240C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,239C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,237C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,236C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,235C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,233C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,232C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,230C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,228C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,227C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,229C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,231C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,226C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,224C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,224C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,222C,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,Level 3,,,,,,,,,,,,
,step,,,,,,Center,,,,,,,,,,,
,step,,,,,,,Common Areas ,,,,,,,,,,
,step,,,,,,,,Common Areas ,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,Apartments,,,,,,,,,,
,step,,,,,,,,377A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,378A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,375A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,376A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,374A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,373A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,372A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,370A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,369A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,368A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,367A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,368A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,365A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,364A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,363A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,362A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,361A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,360A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,359A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,357A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
,step,,,,,,,,358A,,,,,,,,,
S - S - Fire Alarm ,checklist,,,,,,,,,Fire Alarm,,,,,,,,
S - S - Fire Sprinkler,checklist,,,,,,,,,Fire Sprinkler,,,,,,,,
CST - S - Completion Documents,checklist,,,B01 - Completion Docs,,,,,,,,,,,,,,
