"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"882d0c44-8e52-4023-b99e-9547e4ce480a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"5755627f-f126-42eb-b15d-dde9b52255e7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground"
"b8bf2c51-5b82-4865-bc4d-0698c9e945a2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground","PP1"
"5261d809-53bd-4f66-9f13-6ad822e04f67","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground","PP1","A-C"
"95228171-c071-4564-a9b8-7a9abb5691eb","","checklist-flat","work-in-progress","Stormwater Below Ground","checklist-flat","FALSE","FALSE","Site QA","Inground","PP1","A-C","Stormwater"
"85ccf5e5-40d1-528b-bf9c-17544e7b0c1d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Stormwater","Correct fittings"
"7a85eeee-c9c9-5c15-8c51-018a8f7efcbd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Stormwater","Fittings & fixtures"
"610ae6d5-a6f8-5bf2-aa46-f8634b49fe7f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Stormwater","Inspection by Authority"
"fb5c0260-b7f9-508a-8362-087de6151258","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Stormwater","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"cafa8872-9b2c-4516-b9cd-240a052768c1","","checklist-flat","not-started","Below Ground Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","C-E","Sewer drainage"
"6dfd571b-c4cc-5ac4-9a88-c33ac7cdc6a9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Sewer drainage","Set-Out & Alignment"
"50d791fa-fca6-5621-93ad-d7c068ff6395","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Sewer drainage","Materials type checked & correct"
"02a5ed3c-ff65-5f5e-ae55-05a188c18f86","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Sewer drainage","Correct fittings"
"0ef83466-f1c5-5403-bd88-8c0cb87e8837","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Sewer drainage","Fittings & fixtures"
"d9025d54-9875-59bb-96f9-8cacf6726ca5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Sewer drainage","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"852075bd-5dcd-4d5e-8c14-9e53c36c7411","","checklist-flat","not-started","Siphonic Systems","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","C-E","Siphonic"
"e46340e4-afc0-5ffb-ad65-999057485d76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Siphonic","Set-Out & Alignment"
"4dcc407c-ffeb-55db-912d-2e7987a1d60e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Siphonic","Materials type checked & correct"
"77b6204f-7f5e-5902-a217-46b76217c519","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Siphonic","Structural penetrations completed & checked"
"159a8ebd-85d1-5404-b152-95f64e4c6d0c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Siphonic","Correct fittings"
"7319eb1b-e91a-5d2b-aa50-509b04b3bf5c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Siphonic","Fittings & fixtures"
"0b5fa272-3360-5505-a0a9-df3c666188fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Siphonic","Fire collars installed"
"344458b1-8e96-5927-a45d-417976e2ec19","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Siphonic","Fire penetration caulked"
"30bbd741-c4a1-5591-b85d-cf82502fddb0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Siphonic","Insulation / lagging installed"
"21597fd8-aa04-5ef5-a532-9244b5353a1f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Siphonic","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"4c87dbe2-975f-44f4-a6fc-5e9e67fd7897","","checklist-flat","not-started","Fire Hydrant Service","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","C-E","Fire hydrant"
"14fb6e00-ed6b-5b5d-80be-fd79ea7ef247","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Fire hydrant","Identification of Services"
"320d546f-72f8-548a-83dd-3cb7b8cdb679","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Fire hydrant","Set Out and Alignment"
"55415fd5-16c8-51de-8088-6e5e656ef23c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Fire hydrant","Materials, Joint Type, Fixings and Fittings"
"f2f8d0cd-6c92-57c4-a095-c2369748f7ff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Fire hydrant","Fire Collars Installed in Penetrations"
"d291b560-4b4c-565e-858d-64a57406550a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Fire hydrant","Fire Penetrations Caulking & Sealed"
"29ad5f81-5c62-5095-ba1e-e7616e211ccd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Fire hydrant","Backfill Material"
"500f3610-c1e4-51b7-b274-280e66856011","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Fire hydrant","Compaction Test (Paved Areas)"
"1bf4583b-4515-5d62-a564-8a65b5af24a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Fire hydrant","Landing valve installed correct height"
"0e3b1cac-7eac-5a18-8da2-4ea43c99f564","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Fire hydrant","Storz cap and tag installed"
"bce9acb9-f72f-5ae8-a522-f242ae65568f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Fire hydrant","Pressure Test"
"89b373b7-dec2-4c6d-923f-757f5e0df6fc","","checklist-flat","not-started","Cold Water","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","C-E","Potable water"
"78093d84-b702-5087-bd3e-edab5f15a8a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Potable water","Set-Out & Alignment"
"4e10d3ef-4222-537d-a7c6-33638fd42c68","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Potable water","Materials type checked & correct"
"59d82862-439a-591d-b818-81b770df1fb4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Potable water","Structural penetrations completed & checked"
"606e5411-bef3-5381-8583-9c34b7582456","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Potable water","Correct fittings"
"955c66ae-ac2b-580d-84fa-c0a9f8b11b52","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Potable water","Fittings & fixtures"
"576c146f-8f75-5e7b-abd1-81f82838171c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Potable water","Fire collars installed"
"760eeb82-2c7e-5d43-9c56-844971fa1578","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Potable water","Fire penetration caulked"
"f678986c-2a1e-50c9-9a24-8627ad46d443","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Potable water","Pressure & Temperature testing completed"
"662c0ba7-d6e3-5bc6-9523-4d7e45167309","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Potable water","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"6f690371-45c9-4be3-9c8a-64693b3666ff","","checklist-flat","not-started","Recycled Water","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","C-E","Rain water pressure"
"9e2f87b0-19ef-50d1-b308-549d0dc02cf6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Rain water pressure","Set-Out & Alignment"
"60da8033-d935-55f1-9720-462675bed45d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Rain water pressure","Materials type checked & correct"
"eea71571-de78-58dd-a28a-946e6c25d4b9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Rain water pressure","Structural penetrations completed & checked"
"a73fc1b0-5eb0-53e5-b8c4-0de50097abee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Rain water pressure","Correct fittings"
"3b36b92c-3b89-5ea4-8f77-27a5199192fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Rain water pressure","Fittings & fixtures"
"65fec7d7-57ad-5375-9b54-ccb4e71b51d9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Rain water pressure","Fire collars installed"
"4c755286-8aa4-531b-93c2-f6657e7cdc38","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Rain water pressure","Fire penetration caulked"
"cbcb4416-adc4-56e1-92cb-33dc6c75b32b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","C-E","Rain water pressure","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"526ae96e-d370-484a-8d4c-8790959e44fc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Inground","PP2","E-G"
"c846fb21-58d0-4701-8dcb-3b4de0571269","","checklist-flat","not-started","Penetrations","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","E-G","Setout/penetrations"
"0fd47133-e9dd-5056-9ad6-12d6578c6170","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Setout/penetrations","Set Out of Penetration Location"
"8f3f03cd-f0a0-5e5e-a8ed-e7cd885c6d76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Setout/penetrations","Approval of Location & Details"
"00aa660f-395e-525f-98d9-f5834cb1967a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Setout/penetrations","Non Fire Rated System"
"846ea453-92c0-55b6-97d9-7f76883881a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Setout/penetrations","Fire Collars Installed in Penetrations"
"148fa78b-9179-5e63-a777-c57a3fc20f40","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Setout/penetrations","Fire Penetrations Caulking & Sealed"
"39d6dc03-3e8b-5d9a-a65e-8c7e6f106217","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Setout/penetrations","Seals, Flashing, Fillers, etc."
"b9aba257-69f0-53e0-9f0d-bd807bb0148f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Setout/penetrations","Installation of Penetration"
"ed91777e-49bb-4d8a-b3ce-69751cb2abf1","","checklist-flat","not-started","Stormwater Below Ground","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","E-G","Stormwater"
"97217609-8780-5693-a2c2-ca982f2b1266","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Stormwater","Set-Out & Alignment"
"21b07cd2-64d4-573b-a2f2-31e69fc49088","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Stormwater","Materials type checked & correct"
"c1008978-073f-5c09-a3f9-54b379514157","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Stormwater","Correct fittings"
"0fa5a593-2f7c-5cc3-96f3-82ba53c34aaf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Stormwater","Fittings & fixtures"
"14c24609-0b79-5210-a467-8731158ca983","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Stormwater","Inspection by Authority"
"60a20a18-2907-5297-8438-428e0983c964","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Stormwater","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"cec18685-947f-480c-809e-3f62bd4b6542","","checklist-flat","not-started","Below Ground Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","E-G","Sewer drainage"
"b7f537e5-8f59-5eee-9b5c-23ccae15a750","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Sewer drainage","Set-Out & Alignment"
"3cc20001-8275-5711-9aab-069b24580d75","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Sewer drainage","Materials type checked & correct"
"b989968e-1c1f-564c-862c-95869d5550d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Sewer drainage","Correct fittings"
"436dcfeb-94e1-5dc9-b26d-101efcc670e1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Sewer drainage","Fittings & fixtures"
"4453d148-0d15-59ad-a42a-326037189b09","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Sewer drainage","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"f3353b03-07a0-4927-a4bd-926f4247a936","","checklist-flat","not-started","Siphonic Systems","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","E-G","Siphonic"
"bf2d80b3-f52f-5c98-b609-a2e00f0b059a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Siphonic","Set-Out & Alignment"
"7dc915b1-24e7-5f70-ba86-08f6559d7c3c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Siphonic","Materials type checked & correct"
"ceabb550-869a-59eb-b7c1-7bfe452d0ce5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Siphonic","Structural penetrations completed & checked"
"5287803c-4481-5a04-8f1d-393f971a97a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Siphonic","Correct fittings"
"a43138c8-9cbe-5142-a88d-f6dc3eb91b12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Siphonic","Fittings & fixtures"
"91b1d17a-048e-5fa6-9657-03afb390cdf3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Siphonic","Fire collars installed"
"23b045ce-27fe-53cb-8577-35661662695d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Siphonic","Fire penetration caulked"
"0e3b1439-d826-554e-a7ac-73c6970e0bae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Siphonic","Insulation / lagging installed"
"e917d544-0b28-5f3a-b945-de1ed811ab23","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Siphonic","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"7fb098d5-f7bf-40e7-8333-0f2e74e56fd4","","checklist-flat","not-started","Fire Hydrant Service","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","E-G","Fire hydrant"
"0c14d6f0-077e-558b-ae67-55c6db817bb1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Fire hydrant","Identification of Services"
"5bcd2552-18dd-5256-b249-88a2ffbebc80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Fire hydrant","Set Out and Alignment"
"7662de20-1ac7-5b15-8757-f7906f69e0ec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Fire hydrant","Materials, Joint Type, Fixings and Fittings"
"3561cc22-5890-503b-ab66-a0f424792263","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Fire hydrant","Fire Collars Installed in Penetrations"
"d68bcce9-de6d-5e04-8a9a-07d3ae88b545","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Fire hydrant","Fire Penetrations Caulking & Sealed"
"7980c61a-188b-50a4-b88c-6121524fd615","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Fire hydrant","Backfill Material"
"34a668fe-4f87-5de6-b2fe-8b292cd37b57","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Fire hydrant","Compaction Test (Paved Areas)"
"37d55a16-2822-5701-96f1-86ab81470233","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Fire hydrant","Landing valve installed correct height"
"bf94a65f-d4f7-5fa9-95c9-62be060b3047","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Fire hydrant","Storz cap and tag installed"
"3ba3f47c-aa6a-575b-a18f-b1c20e32853d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Fire hydrant","Pressure Test"
"4001ad40-4784-4bef-a5dd-33910dc17da0","","checklist-flat","not-started","Cold Water","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","E-G","Potable water"
"d6aa1b68-6ff0-54d1-bca8-fbfeaa9aa5c1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Potable water","Set-Out & Alignment"
"4ec8c501-ae3b-50e8-99fa-1721c602ddc4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Potable water","Materials type checked & correct"
"152e2d02-a2f2-57b6-bf7c-bc27b0412249","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Potable water","Structural penetrations completed & checked"
"6bfe61cb-f253-59f4-b374-b450c6244379","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Potable water","Correct fittings"
"19dea98d-383b-5bba-861b-c9a6574c83fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Potable water","Fittings & fixtures"
"226e8cbb-e851-58da-805a-06c1735fe35c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Potable water","Fire collars installed"
"05de28cc-a488-538e-8337-ac5622d233f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Potable water","Fire penetration caulked"
"66e7df8b-1570-5f9b-a881-4adfe3dcca79","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Potable water","Pressure & Temperature testing completed"
"7309d2db-6440-519a-870c-a7c451d058e6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Potable water","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"f686a941-f4d4-4616-96da-465956827881","","checklist-flat","not-started","Recycled Water","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","E-G","Rain water pressure"
"dc97bd14-f1b9-579a-b127-411243c699e0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Rain water pressure","Set-Out & Alignment"
"654ac0a8-cc83-5e85-ad72-a62dc10014b1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Rain water pressure","Materials type checked & correct"
"1820b26b-c14f-53ba-849c-28a53542e90d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Rain water pressure","Structural penetrations completed & checked"
"1712b6af-e1a6-5694-b74d-01eeefc63406","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Rain water pressure","Correct fittings"
"966c42a2-8ceb-5197-9685-d8fc24e4ef51","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Rain water pressure","Fittings & fixtures"
"0bf5cfe3-7bea-51a1-b579-807b7488cf95","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Rain water pressure","Fire collars installed"
"e54e4e9b-3b04-5df3-a2be-275e56e0019d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Rain water pressure","Fire penetration caulked"
"b9907d67-1fa8-57d7-9428-bdfedb6d1b05","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","E-G","Rain water pressure","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"de005330-e400-40c0-ae30-934ee2b99db2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground","PP2","G-I"
"ea96cae6-1f83-4b26-af73-2567f63c35fc","","checklist-flat","not-started","Penetrations","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","G-I","Setout/penetrations"
"f3ff92d5-178f-5d5e-bbdc-25a61a0af159","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Setout/penetrations","Set Out of Penetration Location"
"07286171-bc46-5ddc-897a-22c88667d433","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Setout/penetrations","Approval of Location & Details"
"58f2144b-5858-561c-800f-27812e13e61f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Setout/penetrations","Non Fire Rated System"
"1f1e7e21-6898-5e88-9c3b-b85054844b4d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Setout/penetrations","Fire Collars Installed in Penetrations"
"7b8c7f87-86cf-5d53-afe1-81657ff1d291","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Setout/penetrations","Fire Penetrations Caulking & Sealed"
"71f01bba-8f1a-528e-8b74-da71c5409e71","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Setout/penetrations","Seals, Flashing, Fillers, etc."
"f7b4aeb7-1aa3-532b-828a-4ed3135cc59a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Setout/penetrations","Installation of Penetration"
"20c413cb-1f4a-40eb-9171-a2ef1443d12a","","checklist-flat","not-started","Stormwater Below Ground","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","G-I","Stormwater"
"2d9238bc-de18-5f58-8777-cef574b333a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Stormwater","Set-Out & Alignment"
"2338a616-bb58-51f7-9c34-e7333b3d4f0d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Stormwater","Materials type checked & correct"
"d8846664-9fef-551d-adb7-f534b6d05064","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Stormwater","Correct fittings"
"9a81c7a9-4b6a-59c2-bede-8f2d47c021fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Stormwater","Fittings & fixtures"
"90a10d01-2741-5236-8270-2b8d3a646790","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Stormwater","Inspection by Authority"
"1e735ee1-eabe-53bf-9eee-d941f9d5a936","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Stormwater","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"5f4d11d0-a5fe-4ad9-b59b-4ef425de5feb","","checklist-flat","not-started","Below Ground Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","G-I","Sewer drainage"
"79a70581-7460-5d3e-ba46-fb3b612330e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Sewer drainage","Set-Out & Alignment"
"1c602c9e-949b-5ed2-8dff-b3f2cca37915","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Sewer drainage","Materials type checked & correct"
"54bdeb25-b37c-50b7-a1ba-771499ee72d9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Sewer drainage","Correct fittings"
"0a3bc170-43dd-5f5e-ab19-3ca828aeef4c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Sewer drainage","Fittings & fixtures"
"c9335a4b-9557-519f-acdb-2288de73ad93","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Sewer drainage","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"967dac0a-40df-48ee-a6b5-9962363eee44","","checklist-flat","not-started","Siphonic Systems","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","G-I","Siphonic"
"a7d55bd8-3ef8-5f0e-885e-d4625207b34a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Siphonic","Set-Out & Alignment"
"d931ec21-9156-5400-a470-cd3cb81d9c57","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Siphonic","Materials type checked & correct"
"ebb4b238-5d30-5bcf-af75-2ad1cb6fb6f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Siphonic","Structural penetrations completed & checked"
"5e24999b-6acf-532b-8a0d-476e7193bb2b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Siphonic","Correct fittings"
"1cf3743e-dd13-5389-9c19-d84277f6a447","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Siphonic","Fittings & fixtures"
"47e9bab8-71e2-5ccf-b8c6-fe45ccdccb27","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Siphonic","Fire collars installed"
"c9234737-15a1-5ed2-b590-ad6e4d4bac11","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Siphonic","Fire penetration caulked"
"74586444-d2e2-5a3f-88d0-22b126ea29f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Siphonic","Insulation / lagging installed"
"e82392d8-d1ee-551b-94ef-f10b662739c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Siphonic","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"a9c717cb-945f-4677-ae87-2cc4ac2c6644","","checklist-flat","work-in-progress","Fire Hydrant Service","checklist-flat","FALSE","FALSE","Site QA","Inground","PP2","G-I","Fire hydrant"
"4bf4f3d4-2cce-5e0a-a442-04f2b1eeeb98","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Fire hydrant","Identification of Services"
"7f9c668b-c2d0-573e-9fea-65044972744d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Fire hydrant","Set Out and Alignment"
"b7acb376-d251-5b4b-ad58-dc5713f3d20f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Fire hydrant","Materials, Joint Type, Fixings and Fittings"
"3c6ef6f9-05ab-51f9-be19-72fe9fb1a264","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Inground","PP2","G-I","Fire hydrant","Fire Collars Installed in Penetrations"
