"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"175233bd-89e7-4ae4-a461-f40b148d9775","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"8de7fbab-8428-4352-a0e0-ebc9575036c9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs"
"db312f5a-1666-48f4-9499-fc53ddb0baaa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A"
"10d56fa3-6812-4e1b-809d-539c430f7737","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A","A1"
"4070a4a4-d9bf-4440-8f0f-4aaab5e87956","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-UPS-INPUT AND ATS","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"b7f7b103-1dbb-417c-8e63-7cf08d092b65","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-UPS-INPUT AND ATS","AE-ITCX-32 - Electrical Commissioning"
"a047b455-cb99-4f70-aa28-6f8d915fe9cb","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-UPS-INPUT AND ATS","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"d44a4bae-3f85-4b06-afc0-3336c9314407","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-UPS-OUTPUT"
"d9d195f2-81f2-471c-bf94-98c9e9f37f79","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-UPS-OUTPUT","AE-ITCX-029 - Rough-In"
"d022b20d-aac4-49c5-ad72-02be69c576b8","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-UPS-OUTPUT","AE-ITCX-030 - Cut-Out Sheet"
"6c28864f-d596-4855-9504-e1db66e5bcb9","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-UPS-OUTPUT","AE-ITCX-31 - Fit-Off General"
"351dfc4e-7548-4a4e-8a81-256bbb9c394e","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-UPS-OUTPUT","AE-ITCX-018 - DB Fit Off Sheet"
"462c8393-9c0d-4b82-a841-5fab5c149506","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-UPS-OUTPUT","AE-ITCX-006 - Distribution Board Visual Inspection"
"be5d7b0d-f90d-4371-858c-7150b343106b","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-UPS-OUTPUT","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"dd0bfefd-864b-4426-a1ea-5bb031830878","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-UPS-OUTPUT","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"195845ac-d9df-47b1-9fc2-71861133b7e5","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-UPS-OUTPUT","AE-ITCX-32 - Electrical Commissioning"
"a6d40bcf-a34f-40be-a23d-afb286ad9223","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-UPS-OUTPUT","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"3cdb01b9-1f22-4c8c-8125-19bb269b1bad","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-U.01"
"efdfdeb5-40c9-4082-8283-b667e981d46b","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-U.01","AE-ITCX-030 - Cut-Out Sheet"
"f534fd0a-da96-489a-be1f-8c6d08794448","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-U.01","AE-ITCX-31 - Fit-Off General"
"b9420c35-9942-44e5-9844-3587872e1e9f","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-U.01","AE-ITCX-018 - DB Fit Off Sheet"
"a8b4ab4f-4b2a-4617-a9ee-a1ba34c18c1e","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-U.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"2ac4a845-7a2f-4592-8b9d-296f401bd096","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-U.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"491a12d9-743e-44cb-a13f-85fd275f596e","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-U.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"728bbc99-d625-4cea-9d40-67b96765eed4","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-U.01","AE-ITCX-32 - Electrical Commissioning"
"29905006-b327-4cf1-86b6-bc66c137d947","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-U.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"de5b3126-1bba-4ce5-8ad6-10732c614793","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-.01(Common)"
"63f3558d-4e5a-4a64-b408-c564eefe22b4","","checklist-sectioned","fail","b3b168652b43e18523b27ff040875488ad31babadd8e3adb8ba9a4b838beacf8","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-.01(Common)","AE-ITCX-029 - Rough-In
"
"a455cb47-5691-4566-a80b-68e0b7249f43","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-.01(Common)","AE-ITCX-030 - Cut-Out Sheet"
"a0bd6692-f0f6-40b7-823e-94e41210b917","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-.01(Common)","AE-ITCX-31 - Fit-Off General"
"f5027bd7-678e-4f45-b243-4acb022bd9ee","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-.01(Common)","AE-ITCX-018 - DB Fit Off Sheet"
"998172e2-42c5-462b-a87c-a482e3e142bb","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-.01(Common)","AE-ITCX-006 - Distribution Board Visual Inspection"
"11ac389d-fb49-41d8-b314-ca488a65ac56","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-.01(Common)","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"ef4482e6-8a0c-4d11-90c3-0c000ab4a0da","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-.01(Common)","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"78e3ea89-e026-4290-bdf1-6c708aa6d2b4","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-.01(Common)","AE-ITCX-32 - Electrical Commissioning"
"c1c15ded-6c8e-472f-9bc5-db0a501c0acd","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG-.01(Common)","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"299935cb-ccc8-41a3-8170-9887446e1d97","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG.01"
"7f12e7ca-55a2-4920-a016-8a5f30fa662b","","checklist-sectioned","work-in-progress","b3b168652b43e18523b27ff040875488ad31babadd8e3adb8ba9a4b838beacf8","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG.01","AE-ITCX-029 - Rough-In
"
"607727d9-f010-444e-bcb2-ae772544012c","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG.01","AE-ITCX-030 - Cut-Out Sheet"
"7601249c-0c29-40a3-8f49-9a946d1e30de","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG.01","AE-ITCX-31 - Fit-Off General"
"6a28e59a-8c69-4f06-ae74-c7c26346bdd6","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG.01","AE-ITCX-018 - DB Fit Off Sheet"
"a3ae1e00-9992-4d07-868e-617c150b11ed","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"dce4546d-24f5-4110-9ce9-7b101e303580","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"120d9019-25a9-4a96-a552-2028b467e5b4","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"3c22caef-4f43-4fa5-bdc7-4b24c1b02a4b","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG.01","AE-ITCX-32 - Electrical Commissioning"
"52783d89-8256-49ac-81f0-897c435f933a","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-IMG.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"0d42d9ba-a945-4d5f-9fe1-d94c96e4434d","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-PATH-01"
"09042934-1c7c-4e65-bc82-9f8313cfbb2a","","checklist-sectioned","work-in-progress","b3b168652b43e18523b27ff040875488ad31babadd8e3adb8ba9a4b838beacf8","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-PATH-01","AE-ITCX-029 - Rough-In
"
"e928a589-e224-4961-8967-7b319208a99f","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-PATH-01","AE-ITCX-030 - Cut-Out Sheet"
"1d9e4008-b30f-4fdf-bd98-8c2bdb38aede","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-PATH-01","AE-ITCX-31 - Fit-Off General"
"be63cb92-6b68-49ac-8c7a-009297148ed6","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-PATH-01","AE-ITCX-018 - DB Fit Off Sheet"
"57e9a9d4-9208-420a-9bfa-863d2882074f","","checklist-flat","pass","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-PATH-01","AE-ITCX-006 - Distribution Board Visual Inspection"
"2d555ccf-0103-4428-b17d-01d2c1bd845e","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-EVH.01"
"6c074059-a96f-48c8-9753-8242e40abb4a","","checklist-sectioned","pass","75568cde53a08e1f28aebbed8b314b77a09d7b4128f20f532d3f8f8a77b573f3","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-EVH.01","AE-ITCX-029 - Rough-In
"
"9a756b78-0ef4-4adc-ab9c-20c7ced62482","","checklist-flat","pass","5882cef5fd8ee5547e6431bb88c2ea830dd8ef59391caef56a74d2d7473f2c0f","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-EVH.01","AE-ITCX-030 - Cut-Out Sheet"
"1899847c-ada6-4b3e-97ec-a66f5468eac5","","checklist-sectioned","pass","6d5981a3c7206d78dbf98903ed43b44e5f8676a9d36877466e33688d143e7d27","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-EVH.01","AE-ITCX-31 - Fit-Off General
"
"352e5cad-1296-46a0-984b-a9b85fed1895","","checklist-flat","pass","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-EVH.01","AE-ITCX-018 - DB Fit Off Sheet"
"05614da8-9c77-435a-b3d2-6cce40d8e9b7","","checklist-flat","pass","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-EVH.01","AE-ITCX-006 - Distribution Board Visual Inspection

"
"b32e3348-91c7-4acd-aa87-c76f15cd3d25","","checklist-sectioned","not-applicable","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-EVH.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"a2e6b1ca-fd0f-4d3f-99f0-822c64b62e21","","checklist-sectioned","not-applicable","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-EVH.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"c93b37e3-0dff-46d3-90f4-55e6ee80dfa9","","checklist-sectioned","fail","6a36d0fd6a8ca5dede6a310e186e69db63fa371517b0355e2b54e962e298cec2","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-EVH.01","AE-ITCX-32 - Electrical Commissioning

"
"213ad31a-7753-4d2d-8832-a9e1ca980597","","checklist-sectioned","not-applicable","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-EVH.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"86589d9f-c086-4fe6-9774-5df6e2880def","","checklist-flat","pass","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-EVH.01","AE-ITCX-015 - Mandatory Test Results

"
"4fb3a905-15af-4e01-8379-4542edf04fdc","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-MSR.01"
"d99d1e9a-20cc-4de8-b520-f36d57a9c787","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-MSR.01","AE-ITCX-029 - Rough-In"
"3cf7edb9-fa35-4bba-b83d-45176ac6e39e","","checklist-flat","pass","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-MSR.01","AE-ITCX-030 - Cut-Out Sheet"
"5e2e9a40-db76-48f7-b598-d66a33c1c3c7","","checklist-flat","pass","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-MSR.01","AE-ITCX-31 - Fit-Off General"
"226ed645-2862-4a3d-8ebf-b95e147f1d6a","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-MSR.01","AE-ITCX-018 - DB Fit Off Sheet"
"1ab509a3-af46-4571-bbe9-f2d68a1386fc","","checklist-flat","work-in-progress","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-MSR.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"b736260b-d2ba-44a1-bcef-5c25d110b36c","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-MSR.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"8e795b73-ba88-432d-aede-f38a29eec61d","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-MSR.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"f5cdf5e3-5de9-44b7-9d70-9d0130c22a33","","checklist-flat","work-in-progress","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-MSR.01","AE-ITCX-32 - Electrical Commissioning"
"ff42803a-924c-4c5f-bbdd-dfb4b1adca01","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-G-MSR.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"424394b3-1df8-4e49-9df4-71f1f9cbbe3f","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-K01"
"fe4ef569-4405-48b3-87ce-9f563fb3d8e3","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-K01","AE-ITCX-029 - Rough-In"
"e34e3352-29b7-4800-a4b4-69d00c75e55c","","checklist-flat","pass","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-K01","AE-ITCX-030 - Cut-Out Sheet"
"89f21aeb-050b-4534-b9c7-80c405444fac","","checklist-flat","pass","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-K01","AE-ITCX-31 - Fit-Off General"
"ef148502-b8f3-42da-9e81-12b67bea6d44","","checklist-flat","pass","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-K01","AE-ITCX-018 - DB Fit Off Sheet"
"22bda000-4a18-42bf-8cff-e7c012eebc4b","","checklist-flat","pass","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-K01","AE-ITCX-006 - Distribution Board Visual Inspection"
"9ada8da5-a96e-4e04-b0b4-a09715fd2107","","checklist-flat","pass","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-K01","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)"
"3c8818e3-0a70-425b-8497-a630a48ffbe6","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-A.01"
"6e86ca1c-33a3-48d6-8b9b-b2bbb4083f5a","","checklist-flat","work-in-progress","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-A.01","AE-ITCX-029 - Rough-In"
"61d863ce-5815-4c45-84e8-5c2bd7877178","","checklist-flat","pass","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-A.01","AE-ITCX-030 - Cut-Out Sheet"
"74c6bc9e-47e2-44e4-8c20-dd9928275174","","checklist-flat","work-in-progress","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-A.01","AE-ITCX-31 - Fit-Off General"
"de4afd1e-8511-48bc-b2cb-b785ee1647b8","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-A.01","AE-ITCX-018 - DB Fit Off Sheet"
"a86a0513-a7bc-48ab-b8c3-388ecd9679d8","","checklist-flat","pass","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-A.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"b1c4066a-21b3-4101-ab73-b0415be63b8a","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-A.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"e2902758-9cba-4a96-942e-3f3fa4cec622","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-A.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"5d0c70c1-daef-46d3-913c-0cc9e607c678","","checklist-flat","work-in-progress","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-A.01","AE-ITCX-32 - Electrical Commissioning"
"26acda33-7c71-4408-8e0d-08fcd277d763","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-A.01","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"b130c1f2-2ed2-494c-a8c3-faef3b342838","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-B.01"
"0f5e9336-3cfe-45e7-a57b-4640a0daa360","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-B.01","AE-ITCX-029 - Rough-In"
"cb452b58-d00e-4103-b95e-4bf0a18352cd","","checklist-flat","pass","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-B.01","AE-ITCX-030 - Cut-Out Sheet"
"08893fd0-6cb2-42eb-81d8-63b264b6f19e","","checklist-flat","work-in-progress","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-B.01","AE-ITCX-31 - Fit-Off General"
"726d1659-63db-43a6-ad2a-a1f654822350","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-B.01","AE-ITCX-018 - DB Fit Off Sheet"
"56fd4e9f-1f25-4b33-b94d-3b4402324b49","","checklist-flat","pass","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-B.01","AE-ITCX-006 - Distribution Board Visual Inspection"
"39e62ef7-7b5f-45fc-a9ca-8abc3970f741","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-B.01","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"17624d7c-cd15-492c-9bc9-123609d74e65","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Distribution Boards & Sub-Circuits","DB-L1-OT-B.01","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
