"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8e12bb11-6e0b-4097-95c7-154203689a29","","work-in-progress","","folder","TRUE","FALSE","QA Checks"
"bc0bc1c6-7664-4dcc-89ac-1207acbcf824","","not-started","","folder","TRUE","FALSE","QA Checks","August"
"982d7acc-39f7-42b3-9952-869aefacef17","","not-started","Form 87 - QA Form","checklist","FALSE","FALSE","QA Checks","August","QA Form"
"4178ed29-90ae-5559-9e68-55dc2abf14a2","","not-started","Form 87 - QA Form:9af97d8f-6e91-433e-b605-e741f4b57ce2","section","FALSE","FALSE","QA Checks","August","QA Form","Details"
"935b6f3c-5001-52d3-80a4-adf1e6dcb1e9","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:308a3b7a-8649-4d17-b417-48c0eee7fe40","checkpoint","TRUE","TRUE","Load Checks","September","03/09","Load Check - 014156","Photo of loading docket / Completed loading docket"
"f69aa86c-3ac9-5f4c-98de-56201d49b756","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:eaa54a95-b2f7-41e0-bf54-c62af4aeebcc","checkpoint","TRUE","TRUE","Load Checks","September","03/09","Load Check - 014156","Forklift operator has filled out paperwork correctly"
"ca24acae-4fb6-57b6-b5a0-d7a82022f7a9","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:f4564e21-bb06-4067-a31c-95d3ca576b7f","checkpoint","TRUE","TRUE","Load Checks","September","03/09","Load Check - 014156","Check load to loading docket and take photos of products"
"d35439f6-1b78-5ab3-a354-f425100defb8","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:0eceeb34-0b07-4df6-8d3c-685b4e0570b6","checkpoint","TRUE","TRUE","Load Checks","September","03/09","Load Check - 014156","Confirm that products are not damaged and up to MJB standards"
"b7cde0dd-829e-5e80-bf16-b48619a12cb0","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:8333b902-1208-4434-93c7-106317f171ed","checkpoint","TRUE","TRUE","Load Checks","September","03/09","Load Check - 014156","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"da485c64-9961-5536-af15-8614b28aa884","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:8e0b3747-32f0-49b6-a98a-c677431d4dcf","checkpoint","TRUE","TRUE","Load Checks","September","03/09","Load Check - 014156","Load has been strapped and secured"
"f1379b2b-33a1-5275-a7db-81c7b37d35b4","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:cab31dd5-d6be-4df2-9b97-448aa02228bc","checkpoint","TRUE","TRUE","Load Checks","September","03/09","Load Check - 014156","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"60569711-2c7a-5cd9-80ad-57bc9d2b300c","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:6792a8df-c2cc-4eca-a27c-577a2afeb897","checkpoint","TRUE","TRUE","Load Checks","September","03/09","Load Check - 014156","Once all checks complete sign off loading docket, attach a photo and return to driver"
"56a7f7b6-d807-4148-8154-a4c1e3e37cfe","","pass","","folder","TRUE","FALSE","Load Checks","September","04/09"
"368241d2-fec1-4000-b7f6-ff91ae6bf1d6","","pass","Load Check","checklist","FALSE","FALSE","Load Checks","September","04/09","Load Check - Nigel "
"aba4aa37-a2cc-5fd1-9a69-da1f0d963670","","pass","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","04/09","Load Check - Nigel ","Photo of loading docket"
"b3b953ff-3706-5e7e-abbe-b815fd04bc3d","","pass","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","04/09","Load Check - Nigel ","Forklift operator has filled out paperwork correctly"
"076ae148-305e-56b7-be4e-b353a1af6027","","pass","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","04/09","Load Check - Nigel ","Check load to loading docket and take photos of products"
"8252af2f-deb1-56df-8804-8e720a6af45b","","pass","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","04/09","Load Check - Nigel ","Confirm that products are not damaged and up to MJB standards"
"702440f7-ee9f-57a6-96ac-dc71e724e1d1","","pass","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","04/09","Load Check - Nigel ","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"ce68597a-8582-5256-a51c-853f7d641c10","","not-applicable","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","04/09","Load Check - Nigel ","Load has been strapped and secured"
"1bbf56f6-47f8-5c54-983f-7e56f403c9d7","","pass","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","04/09","Load Check - Nigel ","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"14c7ecfe-d1cc-50ea-9e1f-0f1b37531a95","","pass","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","04/09","Load Check - Nigel ","Once all checks complete sign off loading docket, attach a photo and return to driver"
"6d5bfc49-d1d2-45df-8b99-086884c11eb1","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","September","05/09"
"f663b93a-4dca-4b7f-84d9-4c870aeb2e67","","pass","","folder","TRUE","FALSE","Load Checks","September","06/09"
"5d35a6b3-749c-4edf-af28-ba06ba96e00b","","pass","Load Check","checklist","FALSE","FALSE","Load Checks","September","06/09","Load Check - SWGA 7572"
"54e27ddc-9a84-5c76-a4cf-4a06819148af","","pass","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","06/09","Load Check - SWGA 7572","Photo of loading docket"
"7344b03e-a115-55a8-82bd-97f40ce760de","","not-applicable","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","06/09","Load Check - SWGA 7572","Forklift operator has filled out paperwork correctly"
"85243fd9-4ab3-543a-a7ac-d2ed85daab4f","","pass","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","06/09","Load Check - SWGA 7572","Check load to loading docket and take photos of products"
"c86cb398-b17b-5972-a32a-d25a1c582cee","","pass","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","06/09","Load Check - SWGA 7572","Confirm that products are not damaged and up to MJB standards"
"a728c32a-b1c4-5e04-a029-ba1cb7b814d6","","not-applicable","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","06/09","Load Check - SWGA 7572","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"ae166dba-b72e-5305-9ecb-d12acb6e8370","","pass","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","06/09","Load Check - SWGA 7572","Load has been strapped and secured"
"4f8dbeeb-744c-5e28-b963-c4651a28c042","","pass","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","06/09","Load Check - SWGA 7572","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"9ffbefdd-4792-5ba0-af50-944882e2f1e6","","pass","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","06/09","Load Check - SWGA 7572","Once all checks complete sign off loading docket, attach a photo and return to driver"
"46283762-0242-4d80-9aee-8436485178b2","","no-status-not-started","","folder","TRUE","FALSE","Load Checks","September","09/09"
"d8d4f2b8-a302-443b-9dd8-5f11740cc7b2","","pass","","folder","TRUE","FALSE","Load Checks","September","10/09"
"29d9e988-738c-4952-8c53-61a3911b4b8e","","pass","Load Check","checklist","FALSE","FALSE","Load Checks","September","10/09","Load Check - 014005-4"
"7be2a511-1d20-59f9-98e7-110f5117ab15","","pass","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-4","Photo of loading docket"
"8d5246ce-f0e6-5f0b-9602-27897355eb82","","pass","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-4","Forklift operator has filled out paperwork correctly"
"950246af-15c6-5da3-a492-4cb027314249","","pass","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-4","Check load to loading docket and take photos of products"
"1d895573-1355-5670-979b-9f2378c5f4cf","","pass","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-4","Confirm that products are not damaged and up to MJB standards"
"e899d974-ff9b-5d9a-aa97-a48268e35458","","not-applicable","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-4","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"080dbcfa-d0f2-5891-8644-a2360518fbc9","","not-applicable","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-4","Load has been strapped and secured"
"343a2d73-c820-5584-a740-503b4286d70a","","pass","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-4","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"7000bd3b-3c69-56a3-9b91-175040744b27","","pass","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-4","Once all checks complete sign off loading docket, attach a photo and return to driver"
"b55261ec-5aa5-4577-9758-9cb52d310c55","","pass","Load Check","checklist","FALSE","FALSE","Load Checks","September","10/09","Load Check - 014005-5"
"e879576a-91af-58b3-b0a5-508da6d64f4f","","pass","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-5","Photo of loading docket"
"b7ef195e-a2d3-5ffc-bec1-7194b1950ac3","","pass","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-5","Forklift operator has filled out paperwork correctly"
"fb7a84a2-a5c2-54c5-a413-38bb6092d814","","pass","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-5","Check load to loading docket and take photos of products"
"ebcef603-d2a0-5e95-ad02-8a2058cc9725","","pass","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-5","Confirm that products are not damaged and up to MJB standards"
"b7bab44e-1ba0-5c91-b81b-0c6fba1828ec","","not-applicable","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-5","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"941b443d-e24e-5e76-a0cc-1405aa172952","","not-applicable","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-5","Load has been strapped and secured"
"9ff22d24-5f0e-5f71-a214-2ce2b9b25816","","pass","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-5","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"8eb352fb-9104-5326-965e-2d178a7f8438","","pass","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-5","Once all checks complete sign off loading docket, attach a photo and return to driver"
"0601b22d-6dad-499f-b6c7-ff58fbf20051","","pass","Load Check","checklist","FALSE","FALSE","Load Checks","September","10/09","Load Check - 014130-7"
"d85c3fe9-8645-50e2-b466-aedd74a50e38","","pass","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014130-7","Photo of loading docket"
"2c7f567f-a113-53e7-90f2-ff9b88450cf6","","pass","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014130-7","Forklift operator has filled out paperwork correctly"
"aff94125-d377-5fe8-b127-8611b0df2e19","","pass","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014130-7","Check load to loading docket and take photos of products"
"32da8085-85e1-5ad8-8609-d903af49cc4d","","pass","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014130-7","Confirm that products are not damaged and up to MJB standards"
"787c4ea6-75d4-5a3f-b7f0-512a7b1d763b","","pass","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014130-7","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"3501d284-e23f-553b-9779-09eb91b02d30","","pass","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014130-7","Load has been strapped and secured"
"3017c35d-df1f-5498-91d5-d54e2a5015ae","","pass","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014130-7","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"aa8b5e63-288a-5ece-a3f2-844e2d6bf1db","","pass","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014130-7","Once all checks complete sign off loading docket, attach a photo and return to driver"
"79eee55a-35ca-41e4-8b6d-f4581ca74df0","","pass","Load Check","checklist","FALSE","FALSE","Load Checks","September","10/09","Load Check - 014005-6"
"6b02a075-aabb-5f10-b98c-40307daf4410","","pass","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-6","Photo of loading docket"
"50fe6c96-c8eb-51b8-bc89-82d8909cd5bb","","pass","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-6","Forklift operator has filled out paperwork correctly"
"8026f987-cd97-5510-a121-617219069609","","pass","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-6","Check load to loading docket and take photos of products"
"e0129058-ef05-52d9-8c45-d54ce505dde9","","pass","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-6","Confirm that products are not damaged and up to MJB standards"
"714435b3-7cf2-5715-a5cb-b0d79dd7a007","","pass","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-6","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"640a9f31-365e-5a6f-9122-fa6817157756","","not-applicable","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-6","Load has been strapped and secured"
"1207676f-20ee-5e11-b95d-cc724db61ae7","","pass","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-6","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"9634c22d-cb19-5859-a905-89db0735adad","","pass","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014005-6","Once all checks complete sign off loading docket, attach a photo and return to driver"
"d1f556f7-dd71-46f0-9265-97673cd2a580","","pass","Load Check","checklist","FALSE","FALSE","Load Checks","September","10/09","Load Check - 013834-3"
"24a788f4-cb1d-5160-8936-31ee1e292b53","","pass","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 013834-3","Photo of loading docket"
"7eb120c9-4266-570a-b073-ee1ca3e8b4c3","","pass","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 013834-3","Forklift operator has filled out paperwork correctly"
"8b72b756-e1fc-58f0-824b-5dc162eb4923","","pass","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 013834-3","Check load to loading docket and take photos of products"
"8a0f339d-de6d-5834-b6d2-feb5977c5acd","","pass","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 013834-3","Confirm that products are not damaged and up to MJB standards"
"b1d2e993-39ab-5752-bdf7-fbc4bf6c8791","","not-applicable","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 013834-3","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"0e1f75ad-c421-5b62-a071-aee5eb2bf9f8","","not-applicable","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 013834-3","Load has been strapped and secured"
"892c068b-1dba-56fb-a393-d8fac136d8b9","","pass","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 013834-3","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"e97e366e-dade-55cd-9bb0-986da9670f03","","pass","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 013834-3","Once all checks complete sign off loading docket, attach a photo and return to driver"
"54be1263-e3e2-49e4-95af-409dfbfc57a8","","pass","Load Check","checklist","FALSE","FALSE","Load Checks","September","10/09","Load Check- SO-13774-2"
"b79be6cd-7cb7-5bba-a262-dad6ce4ea424","","pass","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check- SO-13774-2","Photo of loading docket"
"d9d0edb2-048b-58c9-b184-c23bdecc5de3","","pass","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check- SO-13774-2","Forklift operator has filled out paperwork correctly"
"9a0d7dee-7b79-5f29-b647-ed1437020f0a","","pass","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check- SO-13774-2","Check load to loading docket and take photos of products"
"7e3def0e-d705-5762-9ceb-998fd27de437","","pass","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check- SO-13774-2","Confirm that products are not damaged and up to MJB standards"
"ebe1b270-f755-53f6-a9c1-65a30da8da81","","not-applicable","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check- SO-13774-2","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"d5871b89-970f-5100-ac4b-a9a6a568fb1c","","pass","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check- SO-13774-2","Load has been strapped and secured"
"695f9fa9-7a0f-5aa5-84d4-aa5736c0b962","","pass","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check- SO-13774-2","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"5cfbb726-bf57-544f-9f39-a19c437b1942","","pass","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check- SO-13774-2","Once all checks complete sign off loading docket, attach a photo and return to driver"
"305d6386-5b17-40a0-92df-bbfc15a3631f","","pass","Load Check","checklist","FALSE","FALSE","Load Checks","September","10/09","Load Check-SO 14190"
"5e13ce5e-da9c-5026-9535-e6d1d04b63b8","","pass","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check-SO 14190","Photo of loading docket"
"b41a8405-4de1-5851-acf3-f402ed233d27","","pass","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check-SO 14190","Forklift operator has filled out paperwork correctly"
"cee140fc-e2b6-5b82-9f5e-2e869aa5c1e2","","pass","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check-SO 14190","Check load to loading docket and take photos of products"
"e9b3ec38-6727-5452-b8c7-7c35e6fe2cdd","","pass","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check-SO 14190","Confirm that products are not damaged and up to MJB standards"
"ee69fed2-c98c-5c51-923c-78c182772061","","not-applicable","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check-SO 14190","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"2f389f31-62b8-5aae-b754-0e8aa513c47d","","pass","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check-SO 14190","Load has been strapped and secured"
"ccb3905a-f664-57b1-a4fc-73c94a7a45cc","","pass","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check-SO 14190","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"748847ab-7fca-5d53-8fca-53ce4de1d737","","pass","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check-SO 14190","Once all checks complete sign off loading docket, attach a photo and return to driver"
"87c64478-3570-45de-a9ce-d9ece9758c9e","","pass","Load Check","checklist","FALSE","FALSE","Load Checks","September","10/09","Load Check - 014012"
"1647bd68-adb2-57fe-a7e1-f911b394f36d","","pass","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014012","Photo of loading docket"
"84b1459f-38d1-56c9-9135-25579ba24410","","pass","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014012","Forklift operator has filled out paperwork correctly"
"de925291-e219-5218-aa90-352b90417633","","pass","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014012","Check load to loading docket and take photos of products"
"0b2044da-7e3e-572b-97bc-b9dcc0d60ab5","","pass","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014012","Confirm that products are not damaged and up to MJB standards"
"aa3b4d85-2511-5595-be30-f3b2274eafa4","","pass","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014012","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"dd3198e3-3709-5573-8118-9306f905f3f9","","pass","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014012","Load has been strapped and secured"
"0bd2807a-766b-5877-a496-3c8f78eb3989","","pass","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014012","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"7ff5b2e5-9ecd-5238-8455-751d39a46f3a","","pass","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","10/09","Load Check - 014012","Once all checks complete sign off loading docket, attach a photo and return to driver"
"392369db-9cc3-4448-81de-e10fc8db6e57","","work-in-progress","","folder","TRUE","FALSE","Load Checks","September","11/09"
"6736f340-87c5-4a9d-88de-5e2fa8d03712","","pass","Load Check","checklist","FALSE","FALSE","Load Checks","September","11/09","SO014010-3"
"e8a8a58f-7958-520c-bbff-168e679215ff","","not-applicable","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014010-3","Photo of loading docket"
"002a437f-b4bd-5ffd-b42a-ff7a7101bb8b","","pass","Load Check:143b91cb-e6fd-497a-821c-c8748d248c1f","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014010-3","Forklift operator has filled out paperwork correctly"
"86d9e6f6-d31a-57f3-833c-5b755be5518a","","pass","Load Check:c6e69326-db2c-4a8b-8212-8b6c64b42517","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014010-3","Check load to loading docket and take photos of products"
"34bd428d-89d9-507a-836c-7748f8560efe","","pass","Load Check:c899fab9-8e93-4b10-a0ff-0107b7e155d7","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014010-3","Confirm that products are not damaged and up to MJB standards"
"2aa57a21-3833-5ecf-b32e-e9ba55eb05fb","","not-applicable","Load Check:91a2ca2b-a807-429d-a3bc-face4fe9c428","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014010-3","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"15f78c28-8479-57d5-9076-e52aad4181d2","","pass","Load Check:ae8e8144-26d4-48df-90fc-6d7fe8b27c17","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014010-3","Load has been strapped and secured"
"8fcd02fd-7b9b-561a-9043-8be634d7447c","","pass","Load Check:d2ca4f0d-653b-4213-86a9-2b8c9d94adbb","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014010-3","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"5abeb925-14f7-5f64-b592-f4bd8bf56df8","","pass","Load Check:3a8dc706-eeea-4cd3-9aae-fde76014b0d7","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014010-3","Once all checks complete sign off loading docket, attach a photo and return to driver"
"46a3de6f-6a1a-4110-9909-d12ffd038eeb","","work-in-progress","Load Check","checklist","FALSE","FALSE","Load Checks","September","11/09","SO014202"
"dfa9c5c5-cf6a-5424-a569-816f4f5b9f00","","not-applicable","Load Check:21eea468-bf6f-49df-bc20-fb253f197c51","checkpoint","TRUE","TRUE","Load Checks","September","11/09","SO014202","Photo of loading docket"
