"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c77db8a2-1826-4d22-b147-8fb55560ba76","","checklist-flat","no-status-started","734b9d363aedb7dda42c38a805789356110a5ecc0dc38ec6ebe7d6973e97b96f","checklist-flat","FALSE","FALSE","Overall Pre-set"
"053545e0-51cd-467d-9bc7-a6af74626d1a","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Overall Pre-set"
"b167c478-d764-4109-80ec-d795e81b65ba","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","System information:"
"d35f857e-c5a5-484b-a711-b89608d98894","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","SSP Attached"
"f7d2502a-c850-4536-b6cc-3da7997a8e02","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Task Analysis Attached"
"a5020707-f281-4e7e-a34b-e9c2caecd1dd","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Relevant Drawings Attached"
"ec0c074f-2d12-415d-93c6-6c17067eaf6c","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA"
"1a1c19b0-7be2-421a-9af9-1e4b4d516b62","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","External Roof Areas"
"8157b185-ea3c-49ca-8c99-3c3ecfea5010","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","RoofSafe Cable Systems"
"23462847-f963-4207-a2d4-f92dfc730c74","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","RoofSafe Cable Systems","RoofSafe Cable - Line 01"
"4b6d9c22-49bb-43a7-8f7b-382b2bbf0a2d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Cable Systems","RoofSafe Cable - Line 01","Pre-Fit Off Checklist - Line 01"
"de88f391-33f2-4c62-95ab-d13cedb10aff","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 04","Pre-Fit Off Checklist - Rail 04","Photos taken"
"66d38b06-a250-4820-a05f-f44345767ee1","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 04","Rail Checklist - Rail 04"
"3867d17c-6fc3-4e13-88d5-1eb7d40d6171","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 04","Rail Checklist - Rail 04","Confirm the structure is in accordance with the details supplied by PBI"
"14186ae7-3339-4a0c-aa1a-bddf6ce70387","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 04","Rail Checklist - Rail 04","EMAIL PM"
"cf7e406b-2325-44ff-a21e-619d9b962266","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 04","Rail Checklist - Rail 04","Photo taken of Engraved Line Plate / ID Tag"
"30ffa8d4-8afa-41b3-9aae-927a1e223a08","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 04","Rail Checklist - Rail 04","Video taken of system"
"e38f851d-0c61-4bea-973e-75f2c2a5f773","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 04","Rail Checklist - Rail 04","Description input of location / person Rail systems shuttle left with"
"b4701180-3a32-46ad-a31d-d12e70c114af","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 04","Rail Checklist - Rail 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"20dafd76-ad26-49e1-b27a-55423a5fca8d","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 05"
"d46d7d85-e69f-4646-967d-2499fd5acc24","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 05","Pre-Fit Off Checklist - Rail 05"
"e8547954-8b9b-4b7c-a99b-f51d88792d95","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 05","Pre-Fit Off Checklist - Rail 05","Confirm structure is in accordance to the details provided"
"6f7abbd6-18e2-4208-9118-37eb250c7190","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 05","Pre-Fit Off Checklist - Rail 05","EMAIL PM"
"7a8f0d33-0cf9-497c-9c21-3a3a42d72952","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 05","Pre-Fit Off Checklist - Rail 05","Plinths/ bases/post installed in accordance with details provided"
"5dfcc5fb-e427-41f8-902c-1bf36614e690","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 05","Pre-Fit Off Checklist - Rail 05","Photos taken"
"e68088f2-58df-4bdf-bd1f-3223db443790","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 05","Rail Checklist - Rail 05"
"98e4df87-d20d-40d3-8ae0-281fbb10e155","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 05","Rail Checklist - Rail 05","Confirm the structure is in accordance with the details supplied by PBI"
"64957bd0-8ad8-491f-8ded-a0a232e7ab5c","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 05","Rail Checklist - Rail 05","EMAIL PM"
"a417b574-ce4b-4a36-9487-7970bb8d5fa3","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 05","Rail Checklist - Rail 05","Photo taken of Engraved Line Plate / ID Tag"
"35278b61-4f3c-4527-b81d-8f51130c2c7b","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 05","Rail Checklist - Rail 05","Video taken of system"
"57284432-5bad-4429-8ca1-5e49d2c3a54b","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 05","Rail Checklist - Rail 05","Description input of location / person Rail systems shuttle left with"
"3bf7332f-be97-44c8-9737-aa68b73dd17b","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 05","Rail Checklist - Rail 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"987b494b-e5d2-480b-89d6-97a291741772","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 06"
"e82260c1-5c43-4916-9fb9-07e17ff6a064","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 06","Pre-Fit Off Checklist - Rail 06"
"e7537c6b-d2e2-4a07-a7be-b379723a78ed","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 06","Pre-Fit Off Checklist - Rail 06","Confirm structure is in accordance to the details provided"
"83d3824a-1be5-458d-8f7c-863de289fbc0","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 06","Pre-Fit Off Checklist - Rail 06","EMAIL PM"
"a48c7f81-5422-4b7b-9911-08aeebbccf0e","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 06","Pre-Fit Off Checklist - Rail 06","Plinths/ bases/post installed in accordance with details provided"
"59763bad-b1c3-43a1-94d0-1d55a99e5289","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 06","Pre-Fit Off Checklist - Rail 06","Photos taken"
"24d2f77f-cfec-4781-8adb-9723d5ffb8b6","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 06","Rail Checklist - Rail 06"
"565c31cc-4963-4d14-8a63-a1cade243b0c","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 06","Rail Checklist - Rail 06","Confirm the structure is in accordance with the details supplied by PBI"
"9b990e58-8454-44c6-9bbf-4a2924409d9b","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 06","Rail Checklist - Rail 06","EMAIL PM"
"bc1680fd-1cc6-4d53-83e0-47eb84f30b3e","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 06","Rail Checklist - Rail 06","Photo taken of Engraved Line Plate / ID Tag"
"83964875-8bbb-427a-bd70-0adecede9bb6","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 06","Rail Checklist - Rail 06","Video taken of system"
"68c049ee-624c-4fed-9c80-10baf07ac6b3","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 06","Rail Checklist - Rail 06","Description input of location / person Rail systems shuttle left with"
"fda4aa54-8cde-4b4f-8b32-5c351181a687","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 06","Rail Checklist - Rail 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"f3cb44b6-57d7-4f1d-80f4-6e2f39dd4320","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 07"
"7d3f3acb-7794-4676-bca5-b4182a160530","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 07","Pre-Fit Off Checklist - Rail 07"
"7fa33430-e5a4-42bf-b14f-0899890ad486","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 07","Pre-Fit Off Checklist - Rail 07","Confirm structure is in accordance to the details provided"
"55d14341-cc8b-4523-90f3-5c9e8c3a6178","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 07","Pre-Fit Off Checklist - Rail 07","EMAIL PM"
"8d1134d6-eb62-40bc-b3cb-dfc2098f9735","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 07","Pre-Fit Off Checklist - Rail 07","Plinths/ bases/post installed in accordance with details provided"
"a1ddee47-467b-4907-9e54-46b9754fad5c","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 07","Pre-Fit Off Checklist - Rail 07","Photos taken"
"ca246665-d63a-4941-9421-5bdba6451652","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 07","Rail Checklist - Rail 07"
"f0b05995-fd21-4a74-b043-751dc4587de6","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 07","Rail Checklist - Rail 07","Confirm the structure is in accordance with the details supplied by PBI"
"c76a8e3f-4d77-47a5-92d5-0d13a053583c","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 07","Rail Checklist - Rail 07","EMAIL PM"
"baa6e0b2-ad82-4e4c-8934-f9faa8839c0f","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 07","Rail Checklist - Rail 07","Photo taken of Engraved Line Plate / ID Tag"
"3ac72a39-993f-4f80-a816-794b6a222bc2","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 07","Rail Checklist - Rail 07","Video taken of system"
"7e80823a-2586-4c17-b646-56890db1a030","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 07","Rail Checklist - Rail 07","Description input of location / person Rail systems shuttle left with"
"dad9d4b0-64f1-4fd1-bb91-e0b337d0159c","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 07","Rail Checklist - Rail 07","Installed as per PBI drawings supplied and manufacturer's requirements"
"25574f74-be24-474a-a3e4-45a78e324048","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 08"
"0a6c3c13-479b-4088-b716-3e3f987e6193","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 08","Pre-Fit Off Checklist - Rail 08"
"a6eb7845-3514-47aa-bf7f-4499c05a0153","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 08","Pre-Fit Off Checklist - Rail 08","Confirm structure is in accordance to the details provided"
"2a129354-51e6-4c20-a186-f2be4a67af11","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 08","Pre-Fit Off Checklist - Rail 08","EMAIL PM"
"a5c421e0-a7ff-4c57-bd3d-9e74c51a2b94","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 08","Pre-Fit Off Checklist - Rail 08","Plinths/ bases/post installed in accordance with details provided"
"beb0d8e2-9104-49c5-9858-c64133082e7d","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 08","Pre-Fit Off Checklist - Rail 08","Photos taken"
"96a9b05c-143e-4bd7-8768-6e033e40ec8a","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 08","Rail Checklist - Rail 08"
"daa5bf2b-ccf9-4098-906b-e9101f38e3de","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 08","Rail Checklist - Rail 08","Confirm the structure is in accordance with the details supplied by PBI"
"b4706f83-ce40-4149-bb22-34eaa6121c8b","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 08","Rail Checklist - Rail 08","EMAIL PM"
"7a064d13-b0ac-41fa-829b-a4a65b805106","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 08","Rail Checklist - Rail 08","Photo taken of Engraved Line Plate / ID Tag"
"d1417741-c1e0-402e-b10a-dbab6ed00cc2","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 08","Rail Checklist - Rail 08","Video taken of system"
"06e2d04d-80d6-4564-9bc3-7952b8c3346e","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 08","Rail Checklist - Rail 08","Description input of location / person Rail systems shuttle left with"
"88ce2e51-e536-4a30-b5be-3a4b01fa215b","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 08","Rail Checklist - Rail 08","Installed as per PBI drawings supplied and manufacturer's requirements"
"24e7b15c-0666-417f-98f2-6f838365d893","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 09"
"cadcc9ce-c40c-493d-85ee-6962e5a37826","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 09","Pre-Fit Off Checklist - Rail 09"
"ff1c4985-9d14-433d-82b4-fd6579026d55","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 09","Pre-Fit Off Checklist - Rail 09","Confirm structure is in accordance to the details provided"
"4e4b04c5-9bb0-4af9-9167-822b7c274416","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 09","Pre-Fit Off Checklist - Rail 09","EMAIL PM"
"6fbf3384-e9e2-4235-847d-4897e5495bbc","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 09","Pre-Fit Off Checklist - Rail 09","Plinths/ bases/post installed in accordance with details provided"
"3f6e365e-7cce-4e67-943d-caa427f122dc","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 09","Pre-Fit Off Checklist - Rail 09","Photos taken"
"59d9d512-f39e-4e48-b81a-e6d5a5e7c049","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 09","Rail Checklist - Rail 09"
"e42ad720-598e-4c94-9407-0af1d75102f9","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 09","Rail Checklist - Rail 09","Confirm the structure is in accordance with the details supplied by PBI"
"0f2248f4-4b86-41ea-b052-acf2c1b332fa","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 09","Rail Checklist - Rail 09","EMAIL PM"
"ee395de5-7f85-4992-ab61-934fd82cc78a","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 09","Rail Checklist - Rail 09","Photo taken of Engraved Line Plate / ID Tag"
"915392e9-e025-49d2-8538-2d389c5e5a45","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 09","Rail Checklist - Rail 09","Video taken of system"
"6f0cca93-131d-4af7-9c04-f6df74047476","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 09","Rail Checklist - Rail 09","Description input of location / person Rail systems shuttle left with"
"f2b353f5-ecc3-4004-b63b-424db0e5a7dd","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 09","Rail Checklist - Rail 09","Installed as per PBI drawings supplied and manufacturer's requirements"
"fd214457-98fe-4152-822d-040e495d5857","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 10"
"252c8b94-3f81-45bd-a7bf-81a7120cdcb0","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 10","Pre-Fit Off Checklist - Rail 10"
"26880113-030c-476f-996c-b384a335e715","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 10","Pre-Fit Off Checklist - Rail 10","Confirm structure is in accordance to the details provided"
"fc52eb48-499e-47eb-ae0c-1c62bbc20d25","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 10","Pre-Fit Off Checklist - Rail 10","EMAIL PM"
"f0ef4f60-c085-4232-a769-0265672e609a","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 10","Pre-Fit Off Checklist - Rail 10","Plinths/ bases/post installed in accordance with details provided"
"4f6d24e1-77cc-42e5-98b8-bd146b4bf320","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 10","Pre-Fit Off Checklist - Rail 10","Photos taken"
"18c8ae51-e2a9-41d5-8c10-0171d59dab16","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 10","Rail Checklist - Rail 10"
"e6ed8ce8-ef06-460c-9fb2-1d9b1478210a","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 10","Rail Checklist - Rail 10","Confirm the structure is in accordance with the details supplied by PBI"
"cac3c2fd-22fa-47ae-ad05-170d8e866a7a","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 10","Rail Checklist - Rail 10","EMAIL PM"
"d88b43c0-587f-4624-a8c9-243d715f95aa","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 10","Rail Checklist - Rail 10","Photo taken of Engraved Line Plate / ID Tag"
"7fd14bdb-3a07-48f2-acc3-0251d6e98cbe","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 10","Rail Checklist - Rail 10","Video taken of system"
"c3c430c2-e331-484d-b13e-c1266137dd79","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 10","Rail Checklist - Rail 10","Description input of location / person Rail systems shuttle left with"
"512949f9-014e-437f-9834-e0af4ec401ab","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","RoofSafe Rail FA & Abseil Systems","RoofSafe Rail - Rail 10","Rail Checklist - Rail 10","Installed as per PBI drawings supplied and manufacturer's requirements"
"58e9ed0b-918e-4d44-a9b2-b4058edddaf7","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","UniRail Abseil Systems"
"9334e2e3-ec26-4912-b231-2f81a734e037","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 01"
"f64deede-16ee-43f4-95b5-631d2540faa5","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 01","Pre-Fit Off Checklist - UNRail 01"
"ea8725be-9e6b-4cf0-bc04-727ad4cd3e58","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 01","Pre-Fit Off Checklist - UNRail 01","Confirm structure is in accordance to the details provided"
"5c3bc8e2-c8ed-4cb5-be26-0dd03327fa64","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 01","Pre-Fit Off Checklist - UNRail 01","EMAIL PM"
"884dd290-f2ad-4f2b-a0ee-a9b00449a1a0","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 01","Pre-Fit Off Checklist - UNRail 01","Plinths/ bases/post installed in accordance with details provided"
"5be25092-f646-46c1-959c-dce16f7c8960","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 01","Pre-Fit Off Checklist - UNRail 01","Photos taken"
"1e81d44e-cf73-4d78-8b7b-d581b6058a6e","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 01","Rail Checklist - UNRail 01"
"37bcaf95-78ec-4dbb-b897-e8c3c57e6c23","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 01","Rail Checklist - UNRail 01","Confirm the structure is in accordance with the details supplied by PBI"
"82dd6196-7691-4e81-9625-58fa1189e1c5","","holdpoint","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 01","Rail Checklist - UNRail 01","EMAIL PM"
"b3cabda2-7182-4a18-bc9d-612c2bc997f2","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 01","Rail Checklist - UNRail 01","Photo taken of Engraved Line Plate / ID Tag"
"3035ffa8-57b1-4caa-ac9e-fbbb549a4515","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 01","Rail Checklist - UNRail 01","Video taken of system"
"ed991cf1-a1b6-4f5d-bd93-238eba93ecca","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 01","Rail Checklist - UNRail 01","Description input of location / person Rail systems shuttle left with"
"016726dc-a90f-44ad-8fbf-303ef1abffd6","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 01","Rail Checklist - UNRail 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"9a4dca37-a8a3-41be-9a4c-41fb6ac038e7","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","UniRail Abseil Systems","UniRail - UNRail 02"
