"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9aeeb75e-2990-4433-abb7-04b602991abd","","folder-normal","","","step","TRUE","FALSE","Multi-Deck Car Park"
"ac62c71a-1631-46a1-bcff-3e4936234cdb","","folder-normal","","","step","TRUE","FALSE","Multi-Deck Car Park","Level 1"
"f69a6357-9e8e-451d-89c0-a45f0507bdc9","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone B","ITP-224 Nursecall"
"4c0e7985-f58e-4ef1-b357-d403c2ffe8b8","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone B","ITP-222 Horizontal Cabling"
"cfc2bf90-b486-4802-9c07-bbb8088f02ae","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone B (Existing HR Offices)"
"ddd009b5-0dfe-4e7f-97e3-1aff4a4c028f","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone B (Existing HR Offices)","ITP-224 Nursecall"
"2fa244b4-e7e2-4f5a-af5b-790173bfb7dd","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone B (Existing HR Offices)","ITP-222 Horizontal Cabling"
"f97f6f89-22bb-4ef6-9694-e4cb125b9065","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone C (Existing Procurement)"
"c1e10028-d9c2-4e49-978d-8fbcca7a33a8","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone C (Existing Procurement)","ITP-224 Nursecall"
"19a7f188-5a47-4a37-8303-b1cac9cb09ed","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone C (Existing Procurement)","ITP-222 Horizontal Cabling"
"2b2c6d35-3393-4c86-b9e8-1b69dc88f027","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone C (Existing Safer Care)"
"98c6ee6d-c5dc-4a00-9201-12da8386537d","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone C (Existing Safer Care)","ITP-224 Nursecall"
"72d13940-002f-4daa-9ca3-652334a7079b","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone C (Existing Safer Care)","ITP-222 Horizontal Cabling"
"6d412eba-85a8-4565-91ec-608d6f90a7df","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone D"
"585e5f71-3cfd-40e4-9af6-0968d672e6bc","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone D","ITP-224 Nursecall"
"ce51f225-f825-41fa-9e6e-8d97c54dcde4","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone D","ITP-222 Horizontal Cabling"
"40ef1f37-6245-4a88-a4c1-be2910a688a6","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone D1"
"84f9ff34-bebb-4d0c-b421-744f32abbd1e","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone D1","ITP-224 Nursecall"
"54053e3d-c88f-448b-996e-f2544cb2fea4","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone D1","ITP-222 Horizontal Cabling"
"ed0b2038-8f41-4506-8bf3-668f2e2827e4","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone D2"
"04520f3b-5f5a-4d89-be6c-e24d216e024b","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone D2","ITP-224 Nursecall"
"a435feef-a645-43b2-8caa-5a2fec009a23","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone D2","ITP-222 Horizontal Cabling"
"7086851a-eec5-42a7-a8c6-a1422f4dfd3b","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone E"
"244ac13b-3231-460e-a56f-11b37f130b3b","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone E","ITP-224 Nursecall"
"41fe2b6c-9a63-431e-8de5-1548f5f6350b","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone E","ITP-222 Horizontal Cabling"
"1679c4d5-73f8-4c88-8586-c0de5316dd72","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone E (Existing Mortuary)"
"1218ce20-4e53-4a4d-a2ea-ed12e8f1b22e","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone E (Existing Mortuary)","ITP-224 Nursecall"
"3aa5cf8c-43d0-45fd-9a4f-77724cb1306e","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone E (Existing Mortuary)","ITP-222 Horizontal Cabling"
"04114aac-d6bb-4fd4-bbe7-f1fae0bbb775","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone F1"
"ab21c4b9-c605-4881-af01-0d3caeff3861","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone F1","ITP-224 Nursecall"
"f6323dc2-cf6d-4e1d-ad14-ddd2ce8f31f6","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone F1","ITP-222 Horizontal Cabling"
"859026a2-b1ef-4989-8f88-6a6f101ef1ca","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone F2a"
"cf351943-fa50-4e90-8201-5d84e77adf3b","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone F2a","ITP-224 Nursecall"
"19984127-be71-421d-a56a-1f47dab686c2","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone F2a","ITP-222 Horizontal Cabling"
"85d5da27-bd5d-44c3-8595-05b9d277c1d7","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone F2b"
"9ea2a0f8-fd8d-4755-9d55-9b0216e19faf","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone F2b","ITP-224 Nursecall"
"cdb12031-b294-40a1-9de3-082d33d16f4b","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone F2b","ITP-222 Horizontal Cabling"
"6a02aa5c-d7c5-4404-9504-0d899aa01794","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone G"
"e8129db3-ae51-48f1-bdb7-03d974ce2bd4","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone G","ITP-224 Nursecall"
"7f8c541c-4e1e-4a35-a5a6-f0baf4baa8ec","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone G","ITP-222 Horizontal Cabling"
"65aa443d-c9ac-46d4-9f42-fc98e207be2b","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone G (Staff Amenities)"
"75ca9d7d-1c46-44ac-8262-cb7c7b85a8c2","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone G (Staff Amenities)","ITP-224 Nursecall"
"878c9de2-e973-43cf-a79a-b5d37de77770","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone G (Staff Amenities)","ITP-222 Horizontal Cabling"
"647ad4cf-6977-4091-a0c1-583946e166e7","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Stage 1 Logistics Zone C"
"3990c32b-2dd7-45b5-b1a6-4cc36ca05812","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Stage 1 Logistics Zone C","ITP-224 Nursecall"
"08a37ca4-7299-4689-8c92-82f0324c52a9","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Stage 1 Logistics Zone C","ITP-222 Horizontal Cabling"
"159acdca-20a3-4ac4-8a4a-632767bbcefa","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Stage 2 Loading Dock Expansion"
"bb0c41a8-25d5-431d-a8c1-d800bc53c4eb","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Stage 2 Loading Dock Expansion","Zone 1"
"5788ca75-eec9-4909-af83-76206eff2c3a","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Stage 2 Loading Dock Expansion","Zone 1","ITP-224 Nursecall"
"abcdb81b-8287-4046-8bd5-58fa606c4f34","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Stage 2 Loading Dock Expansion","Zone 1","ITP-222 Horizontal Cabling"
"ad15ab75-9dc8-4f3d-95b8-c096de584d96","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Stage 2 Loading Dock Expansion","Zone 2"
"da9e0b82-a012-4bf0-81e1-3195474a5573","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Stage 2 Loading Dock Expansion","Zone 2","ITP-224 Nursecall"
"5e60c650-ec9e-4192-9567-c53ade45f08a","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Stage 2 Loading Dock Expansion","Zone 2","ITP-222 Horizontal Cabling"
"544f4996-0253-4b60-ac43-87deba82741d","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2"
"0195c807-6ce6-4c9d-93ca-2ed0a2d1b916","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 1 Link Bridge Breakthroughs"
"ed9fc530-f996-41ba-85d2-3e38ff672cbd","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall"
"8923dee1-0643-4ac4-ba8c-ecc3cd87740b","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling"
"973cd5e1-cf47-48ab-b572-361d58604540","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment"
"7a2fb623-9146-407b-9e7d-ff1f3040488f","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Workspaces Zone A (Existing Theatre)"
"37712110-6ed2-4eab-ac6a-9732ab1cdc33","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Workspaces Zone A (Existing Theatre)","ITP-224 Nursecall"
"5c776387-3dd8-4aeb-90f8-62afc2eed96a","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Workspaces Zone A (Existing Theatre)","ITP-222 Horizontal Cabling"
"95238b5a-6234-4582-89af-96f56f1f8810","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Workspace Zone B (Existing Kitchen)"
"24859596-0e11-4ed1-8d9d-5a6fb179e989","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Workspace Zone B (Existing Kitchen)","ITP-224 Nursecall"
"57bf2a7d-d58c-4d12-b264-b21c9a585c6f","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Workspace Zone B (Existing Kitchen)","ITP-222 Horizontal Cabling"
"8fe80b1a-fc7a-4095-b4b0-dbc35495c159","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Theatre Support (Existing DOSA)"
"40c705d6-c43f-4629-b6a7-df1184df5ca7","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Theatre Support (Existing DOSA)","ITP-224 Nursecall"
"fd5b59d8-5693-4e71-8d5a-cb3e0a482d24","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Theatre Support (Existing DOSA)","ITP-222 Horizontal Cabling"
"2f9612b6-3dd4-4027-b76c-e98ce62165f8","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Kitchen (Existing CSSD)"
"0df7f9d5-026e-4244-ba5c-80c771ae0e23","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Kitchen (Existing CSSD)","ITP-224 Nursecall"
"b0abac93-195a-40ef-9c21-ebb3a7179b76","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Kitchen (Existing CSSD)","ITP-222 Horizontal Cabling"
"82d73017-343b-4dbd-b814-ade27acafa0a","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Cardiology Research Team (Existing PACU)"
"0b391302-da42-4b2f-a63e-f91aad6bd02e","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Cardiology Research Team (Existing PACU)","ITP-224 Nursecall"
"7053e105-ecc2-43a8-8537-8b44e3a5af53","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Cardiology Research Team (Existing PACU)","ITP-222 Horizontal Cabling"
"fb6531c6-5710-4800-accd-2f6489182b7f","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Kitchen Corridor Break-through"
"80972772-a7c7-45b4-9b25-bb6eca029316","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Kitchen Corridor Break-through","ITP-224 Nursecall"
"b11f3d85-ec43-4fb9-a1e8-b85b8b022843","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Refurbishment","Kitchen Corridor Break-through","ITP-222 Horizontal Cabling"
"f7847133-61de-4ccd-b645-9c08fe3da342","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment"
"af10a6ca-1456-410e-917d-5917aa2fd306","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Zone A"
"eb19138f-263f-4117-940d-00f24d5940fe","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Zone A","ITP-224 Nursecall"
"6f0fbba6-2d36-4c19-8520-6d859df7a4f1","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Zone A","ITP-222 Horizontal Cabling"
"6e3fbe01-8a75-4e34-975f-488d0c46f880","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Zone B"
"f9c31b50-0d92-4f77-ae4e-4d91f725bff6","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Zone B","ITP-224 Nursecall"
"521c31f8-5026-4a90-98f0-0a1d21d40c02","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Zone B","ITP-222 Horizontal Cabling"
"402c833f-be9c-488f-923b-1e2af7799257","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Zone C"
"f8daa1f7-2e06-4d93-857b-9a283d99b132","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Zone C","ITP-224 Nursecall"
"b92344c2-7549-4f11-983b-4f51795e316d","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Zone C","ITP-222 Horizontal Cabling"
"6357d7d9-04d1-4ac7-a88f-915108aee1f5","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Zone D"
"f54c75b0-f565-4940-ad69-bde22c4718ca","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Zone D","ITP-224 Nursecall"
"c806cdc8-723b-4720-9c8c-b3fe2777686c","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Zone D","ITP-222 Horizontal Cabling"
"32f7c394-f746-4a2f-983c-0ed9aef3852b","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Courtyard & IPU Staff Support"
"d3f41452-fdcb-4d5c-9c18-2b42886aafc0","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Courtyard & IPU Staff Support","ITP-224 Nursecall"
"90aab6ba-705a-4baf-9dff-3aec71a81b49","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","Courtyard & IPU Staff Support","ITP-222 Horizontal Cabling"
"9d913ed2-b339-4a6c-9a36-557afa4c1838","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","IPU Team Room (Existing Gastro Dept)"
"9c84acd4-0693-479b-a80f-30703ec8a4b8","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","IPU Team Room (Existing Gastro Dept)","ITP-224 Nursecall"
"411159b2-f9fe-442c-b1f6-7f5933964c57","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","IPU Team Room (Existing Gastro Dept)","ITP-222 Horizontal Cabling"
"137fbac1-98d8-4b72-9092-9edf9aeaa0cc","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion"
"04022426-98e8-49d1-94ff-e4cf8f8e268b","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall"
"ae5d0d43-adbf-422d-8421-2216adeb4b80","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling"
"6139bf89-5c85-476b-a6ae-5fffa59132fd","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 3"
"0e7390c9-2d4b-4b8a-9b97-b5bc52ec5e19","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs"
"876bfd81-1276-4831-9c1a-73745558a42a","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall"
"09787d01-6ba3-4655-93ec-ba2d72f8aedd","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling"
"73ee9f91-4b61-47d6-8038-07c7fc8aaf65","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment"
"3a94c4ed-6e23-4ca8-ac49-fead58b59c0b","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A"
"86ba1ba2-5668-491a-ad99-4ce6aff846b4","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall"
"a72bde35-93c4-4a17-a213-a6298ef345d5","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling"
"0f51ff30-d44e-404a-8f84-e4aa8858f9f2","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone B"
"076f404f-6002-4ecf-9c68-65f3ff0db45b","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone B","ITP-224 Nursecall"
"fab9aeec-ce66-4d38-9341-8ae200ed6169","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone B","ITP-222 Horizontal Cabling"
"3cff956c-2cd7-4ebb-baba-fd8a53a05e32","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone C"
"993a2cd1-c323-49c8-8780-21339f9d5fef","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone C","ITP-224 Nursecall"
"ca9a6a16-b380-4945-b3c5-0e4c6af59378","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone C","ITP-222 Horizontal Cabling"
"3aa558fd-bc7d-486a-b12c-bb5cac7f4919","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 3","Stage 2 Hospital Street Expansion"
"9e1672e9-ebb0-4c62-86d1-4ba3ee01f5e3","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Hospital Street Expansion","ITP-224 Nursecall"
"21b7b4a6-a0ef-4c28-8efd-897a6b6cb09f","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling"
"fa2cfa77-bed1-43fc-97f3-1cedf0e61a1f","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 4"
"47c4cff5-8b1f-4f65-b130-33476c1e4e05","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 4","Stage 1 Link Bridge Breakthroughs"
"c928763d-8432-4344-a87a-5328134974ec","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 4","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall"
"ea46b8ea-4142-463f-90d8-bb479f7ff9b2","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 4","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling"
"7d487554-a8f5-4a3f-8eb6-349fd3560962","","checklist-sectioned","","ITP-226 Fibre Optic Cable","checklist","FALSE","FALSE","Refurb QA","ITP 226 - Fibre Optic Cabling"
"fc542eef-0cc4-4983-a6b9-7df5fad4b25e","","checklist-sectioned","","ITP-227 Backbone Copper Cabling","checklist","FALSE","FALSE","Refurb QA","ITP 227 - Backbone Copper Cabling"
"764c308b-da45-46b1-877c-5efa730524b1","","folder-normal","","","step","TRUE","FALSE","Acute Tower"
"afc6861c-668d-4341-8a70-05049e962a86","","folder-normal","","","step","TRUE","FALSE","Acute Tower","Core 1"
"d7a6b219-0864-4dc8-9f77-0b843bbc7b8f","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Acute Tower","Core 1","ITC-216.1 In-Slab Works AT Core 1 Pour 2"
"10c904f8-6ccd-4f36-a523-853da5e3d4c1","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Acute Tower","Core 1","ITP-216 In-Slab Works Installation AT Core 1 Pour 2"
"7dbe0314-ac9c-4d2f-b562-2714c720533d","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Acute Tower","Core 1","ITC-216.1 Core 1 Pour 3"
"944049c1-60ca-4bca-94e7-ad4e59811268","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Acute Tower","Core 1","ITP-216 Core 1 Pour 3"
"f9cc9690-59e2-4a20-ac65-de968071c1a1","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Acute Tower","Core 1","ITC-216.1 Core 1 Level 2 "
"407a7ed6-274d-4b70-8496-97ae4910090a","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Acute Tower","Core 1","ITP-216 Core 1 Level 2 "
"48b4a37a-2733-462d-9411-3b4c9d083675","","folder-normal","","","step","TRUE","FALSE","Acute Tower","N5 Hydro Slab"
"a7cce184-93fb-4d04-b4c4-c6eed819f124","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Acute Tower","N5 Hydro Slab","ITC-216.1 N5 Hyrdo Slab"
"d0882452-74ec-4556-bab1-0b5a7ae419a6","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Acute Tower","N5 Hydro Slab","ITP-216 N5 Hydro Slab"
"fc0fce58-510d-4c0b-8658-4981237739ef","","folder-normal","","","step","TRUE","FALSE","Acute Tower","Core 5"
"2cebfdd9-6ee3-4941-b840-c82de4316edc","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Acute Tower","Core 5","ITC-216.1 Core 5 Pour 2"
"55516367-3dd3-4e1d-bcb4-4dc1099857a4","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Acute Tower","Core 5","ITP-216 Core 5 Pour 2"
"ae32fc74-9580-49f1-bec0-f60eec02d48d","","folder-normal","","","step","TRUE","FALSE","Acute Tower","Core 3"
"45300479-4fdb-4185-ba97-b7ebdafec463","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Acute Tower","Core 3","ITC-216.1 Core 3 Basement to Level 1 Sleeve"
"bcfb1e29-6362-4f6b-a477-54316ead7009","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Acute Tower","Core 3","ITP-216 Core 3 Basement to Level 1 Sleeve"
"60ef155a-c3c6-45fe-877e-25b43f6bfdc4","","folder-normal","","","step","TRUE","FALSE","Acute Tower","Core 2"
"676015cc-2263-4b8f-ae89-b8d387743896","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Acute Tower","Core 2","ITC-216.1 Core 2 Level 1"
