"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"48b2cf9e-2b67-4519-9523-d50f38fedca6","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"61ac5ac0-930c-481c-a981-c71dc2e7d339","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block A"
"6a6be177-ebcd-472b-ba68-843b525a0b10","","not-started","","folder","TRUE","FALSE","Site QA","Block A","Lot 01"
"f6f1f4a3-018e-4a8b-af86-af192e958526","","not-started","","folder","TRUE","FALSE","Site QA","Block A","Lot 01","Rough-in Plumbing Installation"
"2d2d188a-3399-4044-b5d1-6068fa40db53","","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Rough-in Plumbing Installation","Waste & Vent Installation"
"a3ca5ade-3d54-5d02-b80c-3fc1f2a3eecb","","not-started","","section","FALSE","FALSE","Site QA","Block A","Lot 01","Rough-in Plumbing Installation","Waste & Vent Installation","Details:"
"0a665e52-33fe-5506-916e-51de7abcc6ba","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check level & alignment"
"5dcfe0d1-d1d5-54a7-a817-bc2fc2c4c23a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check mini stops"
"220da85a-6f46-5471-ae0d-826a1e2833e7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"a7c0d885-9336-5521-bf06-7f9e9896d28d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check special DDA accessories (if applicable)"
"f0daa213-7738-5ee9-bdab-ea80f52356b8","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check waste & trap connections"
"16cbf014-dde2-5333-bc21-4e1abf90b64f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check all functions, controls & remote sensors for correct operation"
"2c790c95-1fbe-502b-9e5b-e003ac1ef918","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check trap is clear of debris"
"a7da66bc-5bac-5f96-be4f-95e2f7cc2d02","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check caulking"
"357a4b9a-8b66-4fd6-b436-aa82a64f682f","","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation"
"e710fb23-5be6-56cf-af89-eab87445cd35","","not-started","","section","FALSE","FALSE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:"
"c2aedf9c-6e85-5d79-9116-b350c9f78f9a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"2b36b746-6a29-54ab-92ac-b8a9a0f6add7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"b7812042-1c67-5579-b1a4-bf7e51520acc","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"98725e1e-3b13-5aeb-87ff-3d5f31ed9876","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"56e19d33-f460-5921-ba64-38dcc70051cf","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check for damage or leaks"
"0149e368-bfd4-58fa-bd6e-9566d58ca6ce","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check fixing points are secure"
"c1971e85-baea-5cc0-aa80-ee179c58250a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check level & alignment"
"c46562e1-791e-513e-9f46-8c4d0de9c626","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check wall plates, mixers & diversion valves"
"421c8e74-d0e9-58f5-8732-c45e8bfc33c2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check outlets, wall rails & hand showers"
"9dae330a-14fd-5dbf-b34d-6ca76215904e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check special DDA accessories (if applicable)"
"8ca1bf1e-522f-535e-9003-54246c31c70b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check waste & trap connections"
"744c7810-023b-59f4-b583-c2a362d7a6c3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check all functions & controls for correct operation"
"8f4020ee-3e3f-595b-a8eb-9fbf99822ba5","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check floor grate level & alignment"
"3653df78-ad64-5d58-bdc8-f983173439ee","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check trap is clear of debris"
"9fd384df-13f8-5298-92fe-2f514ce38d7e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Check caulking"
"0160987e-8392-4509-8a64-3aa09a40d1eb","","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"538e0973-a6a5-5bf7-80ef-308b34d00ac5","","not-started","","section","FALSE","FALSE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:"
"28bb807e-2946-5769-81ce-1c26560eb855","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"bf48cbe4-9869-5505-bb5a-09d82e1ad54a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"16c5e4c7-a636-5c6e-90af-14f807c4d579","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"25a23d6f-dcb2-5cfd-a13a-7e3e338d31c3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"df496254-e193-5cdb-9658-70aa2e52b432","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check for damage or leaks"
"8af4131b-fd0a-5b95-a93a-0a933da4e819","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check fixing points are secure"
"c6f78eb2-d08b-53b5-ab4f-1a16d3414011","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check level & alignment"
"2499d7df-241f-5d9a-934c-400a9c9ca6b3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check mini stops"
"2aa29d21-c342-587f-bf2f-a5c24ef96090","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"d5a5e873-701c-554e-ad8b-e6f7f090038d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check waste & trap connections"
"d51941b7-df04-5a44-a2a2-c4a98c0cf737","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check dishwasher waste & water connections"
"f24a2321-5808-5b79-90b8-64ea8134c75b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check stop valves for future connections are capped"
"c3a58cef-f4f5-5f21-8245-93c20a7797f2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check all functions & controls for correct operation"
"0f144e6f-3460-5806-a977-3a73f9821c01","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check trap is clear of debris"
"76477f6f-da2c-586f-a088-2a3ee1667d33","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check caulking"
"c5a414e1-8205-41b7-8240-04c2cd9402bc","","not-started","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"7d2d3c5a-809a-58a0-95c5-4f79667ae0f7","","not-started","","section","FALSE","FALSE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:"
"b87db5d4-831e-57da-8968-9e45ad7fad0e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"ce7d220b-2e88-512a-9792-1328642c2ea7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"c6d298ae-d9e2-54f7-b767-c385c1e196bc","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Installation complies with current drawings & specifications"
"f411e6f8-6fe8-56e3-9a34-acaae3d099e9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"f3b1e295-2f96-5f02-bb4f-43179aa780b6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Check for damage or leaks"
"ba69aa9d-671f-5665-86a0-ec59f0b4c31d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Check level & alignment"
"1ae0b462-a0f9-59e5-803d-c279687d244a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Check stops hose connections are capped off"
"a032fdd6-a430-480d-aa86-80d767fe09ad","","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"8797dab6-50e7-5e58-b7a1-ff39f9454ee1","","not-started","","section","FALSE","FALSE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:"
"46cdfd11-f7ed-5f4a-a65c-59423af9e118","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"69d4fbd7-6fba-5a26-9cfd-34546a0566df","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"11a248c6-398e-55a8-be2d-30e81e7671a8","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"35aaaa4f-1c31-5ed9-9ec2-dbcc4007112a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"18b315a2-9ae2-5404-8847-c1723eed20d6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check for damage or leaks"
"00f9dcda-2d5b-52e5-ad47-8c8b416b93a9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check fixing points are secure"
"dffdb582-38b0-54a5-bb54-697636041c6a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check level & alignment"
"dd4afc71-759d-5b9a-95de-820549f0abed","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check mini stops"
"10767d85-ed6a-57d3-b65e-9453c44d3779","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"0ad04851-95a3-5457-8794-b4dfcc51ef82","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check waste & water connections"
"27f835c2-4394-521a-a26a-f798f7738c2d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check stop valves for future connections are capped"
"fbd2de20-2f37-52a8-b80f-e3fc42b6d319","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check all functions & controls for correct operation"
"8720ccbd-f3ba-5e8e-991c-707f75b8b549","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check trap is clear of debris"
"eb71c6c3-f029-5736-ac1e-fe281f2f56b5","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check caulking"
"cfa3d9aa-df29-47fb-a55a-a85515e33531","","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Tundish Installation"
"305bc232-be94-5da8-99b5-bfa4e0295325","","not-started","","section","FALSE","FALSE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Tundish Installation","Details:"
"93883276-4c7e-555f-846f-764e1c5f30e0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Tundish Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"472229f6-c3cc-540c-8477-ae9ddc1010da","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Tundish Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"e9fc50dd-b464-531e-bec4-8515ce7adc1d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Tundish Installation","Details:","Installation complies with current drawings & specifications"
"6fa4c817-3967-5bce-afab-0b9fd2c718eb","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Tundish Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"b11b488f-3958-571a-be58-9e91b474d3c7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Tundish Installation","Details:","Check for damage or leaks"
"0ede8740-157f-58a9-a811-f942ef5f2d36","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Tundish Installation","Details:","Check fixing points are secure"
"3191f9dd-8626-5fcf-ace8-ee98219a85ad","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Tundish Installation","Details:","Check level & alignment"
"acb8ba26-fdf6-5b16-9bbd-425ca4913af9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Tundish Installation","Details:","Check waste & trap connections"
"e5e4dd88-3793-50f3-ad00-b38e0ec6d480","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Tundish Installation","Details:","Check trap is clear of debris"
"32e44530-b6e8-4a37-a5ec-d6ac9a0ae007","","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Hose Tap Installation"
"1ba2e81f-20c1-5f3b-a2fc-92ae457979f2","","not-started","","section","FALSE","FALSE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Hose Tap Installation","Details:"
"38a1346e-17e4-5c10-a2bc-44caf1bc94a5","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"d67aae49-3ed4-5bcc-93f6-3a3019e81bee","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"feb378dc-97cd-5a6f-b8dc-8452984048fd","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Installation complies with current drawings & specifications"
"878ef233-2a91-5cf8-a3e9-e2150a4545ca","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Hose Tap Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"442fa9cf-0569-563f-bb41-a6f8407f49c4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Check for damage or leaks"
"c974d961-ec28-593f-9ac5-98dad2a40b7e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Vacuum breaker fitted"
"4508f663-dbb3-5ec9-bc1d-5578bb56a290","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Check pipe colour coding"
"97776fba-35e8-4caa-8486-08e81917e452","","not-started","85f8719d60ad41b98a5587b25184f5e446cd76b96c5346e09c4474473806b8a9","checklist","FALSE","FALSE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation"
"2f5dae79-87ac-517d-a3e4-81d161d75cc5","","not-started","","section","FALSE","FALSE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:"
"6a904630-a5c1-530a-9efa-0fd97809d90f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"b21b7431-3ff7-5274-be1e-c7410036dd8b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)"
"7654f0c9-235a-5cb1-8904-6efaca2eb268","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Installation complies with current drawings & specifications"
"23ecc625-737f-5a2c-a9de-ee87cb6a6d02","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"3ba3d248-f60d-5108-adc2-a6e04661be31","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check for damage or leaks"
"59a82faf-c55e-5762-91f7-83e1e74484a7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check fixing points are secure"
"c191914d-2897-5d2b-a0b6-8bd1fb58fd34","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check level & alignment is correct"
"3a1f8855-4395-5988-acde-c47e3ba29ace","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check surrounding wall material is fire rated"
"b11ae279-8756-55a8-8cac-0bb807699d2a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check distance from cook-top to range hood complies with manufacturer specification"
"fbf32e6f-f007-5744-a8ea-f5d1a1dbf682","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check surrounding walls to closest burner distance complies with manufacturer specification"
"e6a9c3c8-3dc2-5953-b2c7-3677532980f3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check flexible connections are not twisted or kinked"
"bfe7586b-ede8-52e5-a785-0adc10eee8cd","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check gas isolation valve"
"dbe4ee7d-a4d0-5805-b7df-f8ca5713b05b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check gas pressure regulator"
"efa89d15-cdf8-5fdc-869d-a5f3f660fb2c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check all functions & controls for correct operation"
"fd066c0a-01eb-4b6a-b3cd-d86de8547e89","","not-started","","folder","TRUE","FALSE","Site QA","Block B","Lot 17","Hot Water Unit Installation"
"0be22e2f-1090-439b-8be6-a990780ea741","","not-started","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Block B","Lot 17","Hot Water Unit Installation","Hot Water Unit Installation"
"a72c968b-d33d-50c6-80fe-5aac345b29ee","","not-started","","section","FALSE","FALSE","Site QA","Block B","Lot 17","Hot Water Unit Installation","Hot Water Unit Installation","Details:"
"9d7adcad-ea4d-57af-9554-861efceb064d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Hot Water Unit Installation","Hot Water Unit Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"563a75b2-0e48-5fe4-b500-6301d17b6df1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Hot Water Unit Installation","Hot Water Unit Installation","Details:","Installation complies with current AS/NZS-3500"
"86fc670a-fd2d-526e-824c-fe92f0ec453a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Hot Water Unit Installation","Hot Water Unit Installation","Details:","Installation complies with current drawings & specifications"
"be9db0b6-3d2f-5580-b954-c59e1100c7c8","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Hot Water Unit Installation","Hot Water Unit Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"6d1be30e-ea2f-52f7-8aba-b1156b6ba9be","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Hot Water Unit Installation","Hot Water Unit Installation","Details:","Check for damage or leaks"
"e98bf74b-5f3b-5a3f-874c-cea34c91ffb0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Hot Water Unit Installation","Hot Water Unit Installation","Details:","Check level & alignment"
"292324ae-0987-58e0-9171-e744d4e3b22e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Hot Water Unit Installation","Hot Water Unit Installation","Details:","Check safe tray (if specified)"
"8f23e063-cfba-5f74-bce2-fad4f7652e29","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Hot Water Unit Installation","Hot Water Unit Installation","Details:","Check isolation valves & non-return valves"
"69546b8d-aceb-5a8e-836c-d54518898e2e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Hot Water Unit Installation","Hot Water Unit Installation","Details:","Check pressure reduction valve (if specified)"
"db384fd2-f2c3-5a94-8476-92035a54e898","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Hot Water Unit Installation","Hot Water Unit Installation","Details:","Check flexible connections are not twisted or kinked"
"59b9902c-bd14-56fe-8f6a-e48c911ece74","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block B","Lot 17","Hot Water Unit Installation","Hot Water Unit Installation","Details:","Check waste & water connections"
