"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"05b6b7d1-bd37-4557-9677-3c01b3f63e59","","folder-normal","not-started","","step","TRUE","FALSE","Basement"
"3f910a05-31a3-4bee-b656-ef72e84d7de4","","folder-normal","not-started","","step","TRUE","FALSE","Basement","LB1"
"e837b3d9-858c-43d6-9d4b-917846159191","","folder-normal","not-started","","step","TRUE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01"
"1e96ab6a-686f-482c-9f42-2574a030fb18","","folder-normal","not-started","","step","TRUE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA"
"fdffae52-cfbe-4fbc-8389-390ae54fc6af","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Outside Air Duct"
"daa41a1b-b463-5ee2-a1ff-31734d4b9c03","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Outside Air Duct","First Fix QA"
"82d96389-23d6-5ba4-9861-f9bf3d131e56","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-14","First Fix QA","Correct FD Installed & correct orientation"
"2ddba6ab-e8fe-5bf1-99fe-060a97f9ebec","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-14","Second Fix QA"
"f0e70d5d-7a9b-59cb-9a11-f48503f44dda","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-14","Second Fix QA","Access Panel installed"
"bb8c2cd9-3403-58da-8409-24819119a510","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-14","Second Fix QA","Drop Tested"
"f345fe11-99c6-5332-8200-03733040ecb7","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-14","Second Fix QA","Track is Clear"
"51cacb89-7550-55ca-91c3-457da2480192","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-14","Second Fix QA","All angles correctly fixed"
"01d23af6-157b-544b-860e-0dbf998ba52a","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-14","Second Fix QA","Label to be installed"
"ede85a7d-c272-481f-aa35-d390ffd275fd","","checklist-sectioned","not-started","CRL-ITR-002 - Fire Dampers","checklist","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-15"
"643a2a99-2891-538b-b30c-a3a71a757809","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-15","First Fix QA"
"28808792-6865-58df-af69-7156d63312bf","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-15","First Fix QA","Penetration formed correctly"
"9fe818a6-5a06-5960-b428-f7e341e69e62","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-15","First Fix QA","Correct FD Installed & correct orientation"
"bf9ecdad-4c95-563f-9477-0f4bcbe72ea8","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-15","Second Fix QA"
"7209eb46-2674-5a15-9e17-3cb7f650c1d2","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-15","Second Fix QA","Access Panel installed"
"256bc620-5458-50b0-8ad6-6ff2ed2cd406","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-15","Second Fix QA","Drop Tested"
"fda8bab3-7b50-5e04-922a-977f8df062a2","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-15","Second Fix QA","Track is Clear"
"0e28882b-e733-58af-b816-f8f3d1d44621","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-15","Second Fix QA","All angles correctly fixed"
"b9cf7f8c-6af4-599c-9ceb-fb1aa189bf09","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-15","Second Fix QA","Label to be installed"
"c292a897-a292-4cc5-bf30-ee14e2f0ee0b","","checklist-sectioned","not-started","CRL-ITR-002 - Fire Dampers","checklist","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-16"
"ce3193fe-4442-5f62-906b-3e0e3222243f","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-16","First Fix QA"
"70d0b80d-1a33-5a68-86d8-8fb03d4d87ce","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-16","First Fix QA","Penetration formed correctly"
"9bb70c22-572b-5701-845e-527c55865653","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-16","First Fix QA","Correct FD Installed & correct orientation"
"6c255e06-f93c-5681-ac13-5ed4572b689f","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-16","Second Fix QA"
"2645086c-f223-560b-989c-4c01aadf8a34","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-16","Second Fix QA","Access Panel installed"
"56011ac6-706a-572b-802a-e037d57428e3","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-16","Second Fix QA","Drop Tested"
"2db185fa-3479-58ac-b1e8-1357c805300f","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-16","Second Fix QA","Track is Clear"
"499351d3-183e-5f7e-94d2-f810f5afd427","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-16","Second Fix QA","All angles correctly fixed"
"eb402f84-33f8-59ad-9b21-e658821fe8b6","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-16","Second Fix QA","Label to be installed"
"7587357c-4e55-4464-8e54-55ca64aedb61","","checklist-sectioned","not-started","CRL-ITR-002 - Fire Dampers","checklist","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-17"
"ef2bd77b-cbb2-52b6-a7f3-b237f9895282","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-17","First Fix QA"
"2542ae3d-0e3c-5235-8910-2e5b8297e9be","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-17","First Fix QA","Penetration formed correctly"
"4b030598-905b-5aa2-bfe2-cc8d9e52d874","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-17","First Fix QA","Correct FD Installed & correct orientation"
"6314e92d-60f6-5af5-b492-a3b001a56b92","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-17","Second Fix QA"
"938c59dc-adc4-525c-a665-d01f991db484","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-17","Second Fix QA","Access Panel installed"
"048314ad-0df1-5f40-90a2-4b62db2c29b6","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-17","Second Fix QA","Drop Tested"
"bde9390e-f8bc-59d9-b015-371b6bf3f6ed","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-17","Second Fix QA","Track is Clear"
"db47c4ce-a5f2-515e-8002-957e6931d1dc","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-17","Second Fix QA","All angles correctly fixed"
"b05724d3-5868-5a5c-930a-90a25670532a","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-17","Second Fix QA","Label to be installed"
"2e4eb2df-c93b-4786-8c85-905cdb7f6700","","checklist-sectioned","not-started","CRL-ITR-002 - Fire Dampers","checklist","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-18"
"b37c7f49-204e-5ae2-84f6-fb9947e53536","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-18","First Fix QA"
"28c34420-0ac4-565e-9d9d-f52487a50879","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-18","First Fix QA","Penetration formed correctly"
"e398ef3e-0245-52b0-8a8a-e486cd933bb4","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-18","First Fix QA","Correct FD Installed & correct orientation"
"dd9a2119-0046-5261-9e45-a5c3d29122f4","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-18","Second Fix QA"
"8969bf34-f027-5c7a-b625-ec3cc7f25110","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-18","Second Fix QA","Access Panel installed"
"4ad081b6-360e-5066-ab44-5c9b54830efc","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-18","Second Fix QA","Drop Tested"
"d7f67989-1b77-5d01-92ee-e1c10c7a4c63","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-18","Second Fix QA","Track is Clear"
"eecc7db7-1bca-518e-a233-0be6246c82fc","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-18","Second Fix QA","All angles correctly fixed"
"15a68036-41de-5eea-a50a-11a3e40193dc","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-18","Second Fix QA","Label to be installed"
"b117c66a-ed31-4cd5-87b4-d95702bcb5ee","","checklist-sectioned","not-started","CRL-ITR-002 - Fire Dampers","checklist","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-19"
"c8eac8f9-20e2-5c95-bcaf-c67f0ba476f3","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-19","First Fix QA"
"2dac6df2-0785-59ee-b346-bfed793550da","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-19","First Fix QA","Penetration formed correctly"
"9065c85c-26a2-52f0-a0d2-d316d0a26ebd","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-19","First Fix QA","Correct FD Installed & correct orientation"
"db59a9ae-6f14-5e99-8aee-8e07b104489d","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-19","Second Fix QA"
"cc2017e6-0fa5-5abf-b307-bffe8f8dd50e","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-19","Second Fix QA","Access Panel installed"
"bd03b76b-450b-5e38-b23c-e8aafee95981","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-19","Second Fix QA","Drop Tested"
"d4c6d01f-4a98-5703-90fb-de3e36f28e0e","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-19","Second Fix QA","Track is Clear"
"62b74e70-4180-5e07-bd32-2b543642258f","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-19","Second Fix QA","All angles correctly fixed"
"2af15569-8945-569a-80d9-4fe893e6f81e","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-19","Second Fix QA","Label to be installed"
"8650d225-d654-4072-8118-93b0740085c8","","checklist-sectioned","not-started","CRL-ITR-002 - Fire Dampers","checklist","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-20"
"916eda9f-d0da-5c4c-a469-ccb6efdad3cb","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-20","First Fix QA"
"8b2fa8f6-f5c4-5b40-8765-57e8893363ae","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-20","First Fix QA","Penetration formed correctly"
"f15a77e2-0718-5f15-8409-480cb3cb9d36","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-20","First Fix QA","Correct FD Installed & correct orientation"
"f6fa6db4-c614-55b2-9ee1-d38047edae4a","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-20","Second Fix QA"
"07009ab8-785c-5b5b-8f6a-0f1f61b19e20","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-20","Second Fix QA","Access Panel installed"
"eba27c5c-479d-51a2-9fb0-475d1733a814","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-20","Second Fix QA","Drop Tested"
"20fb73e7-bef9-5b5d-814b-9ab5aafb2593","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-20","Second Fix QA","Track is Clear"
"50602d35-2e55-5c3a-ae83-60da1c9662fc","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-20","Second Fix QA","All angles correctly fixed"
"91c804e4-87e3-5762-b20f-d127a7d36e88","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-20","Second Fix QA","Label to be installed"
"ff4a84eb-3c6f-41e5-a30a-6a58f587e29a","","checklist-sectioned","not-started","CRL-ITR-002 - Fire Dampers","checklist","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-21"
"05c91c1f-aafb-510a-8c0d-0fdbe45cdfd6","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-21","First Fix QA"
"3ae5a488-6505-533b-8e93-fa3d6f390a86","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-21","First Fix QA","Penetration formed correctly"
"906fb202-3816-515e-9357-631f92193439","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-21","First Fix QA","Correct FD Installed & correct orientation"
"eccdb402-3b20-5d75-9c6f-b22e94945293","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-21","Second Fix QA"
"643660f9-475e-5836-aa1d-d7e99a761b7a","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-21","Second Fix QA","Access Panel installed"
"8eccc9a3-696e-5021-83cb-c9800911f851","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-21","Second Fix QA","Drop Tested"
"096a4dca-36ad-5315-a883-72b36f713957","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-21","Second Fix QA","Track is Clear"
"edb6011a-71eb-5fec-90da-129b7ef1a537","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-21","Second Fix QA","All angles correctly fixed"
"e3e2223e-78f0-5f4d-ba88-9d5dea218067","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-21","Second Fix QA","Label to be installed"
"8c84ee08-d307-4cb8-a01c-40c51713945b","","checklist-sectioned","not-started","CRL-ITR-002 - Fire Dampers","checklist","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-22"
"0828d089-eaa7-5ce0-8c1a-405b8ccc89dd","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-22","First Fix QA"
"64782515-5a32-5572-bc9d-f65d3d43b36e","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-22","First Fix QA","Penetration formed correctly"
"7cb3441d-9c4f-529f-b871-42b9760ca205","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-22","First Fix QA","Correct FD Installed & correct orientation"
"cd522577-b6fd-5d3f-8820-73825d19afbc","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-22","Second Fix QA"
"ae67672f-defe-580f-b699-1b05c7358739","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-22","Second Fix QA","Access Panel installed"
"2764c750-7473-57f3-99cd-d49ed6307c99","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-22","Second Fix QA","Drop Tested"
"3eb62e5b-3a46-51c5-bf45-cdbf943d5cb0","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-22","Second Fix QA","Track is Clear"
"ffc87d7d-fc12-51c2-a972-151bfe1947f8","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-22","Second Fix QA","All angles correctly fixed"
"87a3ddcd-1a88-588a-99eb-d16eb6e99b33","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-22","Second Fix QA","Label to be installed"
"af77635d-a5bb-4698-aa63-79d382f8e28c","","checklist-sectioned","not-started","CRL-ITR-002 - Fire Dampers","checklist","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-23"
"d226e714-4016-5b8c-978a-41ff98b0db8b","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-23","First Fix QA"
"0fcf98a5-8c35-5ddd-806c-e173dbf58f76","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-23","First Fix QA","Penetration formed correctly"
"fb9e30d6-caba-5814-90eb-39cb9fd68384","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-23","First Fix QA","Correct FD Installed & correct orientation"
"db7f8cd8-b877-5935-a414-7097991f774b","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2","Fire Dampers","FD-L02-23","Second Fix QA"
"adf0c9ef-5b4d-5d35-a97c-6c2f9b5860ff","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-23","Second Fix QA","Access Panel installed"
"cf53a427-50c1-5d8b-a345-747e8abf5a5c","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-23","Second Fix QA","Drop Tested"
"0bb22dcf-e90b-5415-83a2-0d00c09a969a","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-23","Second Fix QA","Track is Clear"
"8b7bf91f-a8f7-5d78-b187-7d26502fcb69","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-23","Second Fix QA","All angles correctly fixed"
"eda904c5-852b-5952-9041-0223020c46a2","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2","Fire Dampers","FD-L02-23","Second Fix QA","Label to be installed"
"3611a12f-b52d-4afc-879c-a45d6b6f1778","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 2 - Workshop"
"379fef0c-dfaa-44b1-8c53-77157d9c7fbf","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02"
"5b6f3a71-9191-4e66-8f86-5784fd2f360f","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone"
"6b9074e0-a456-460f-a48b-37ed52a7ca39","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant"
"c87c2dcf-fb4b-4bee-bd56-be11608be34f","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05"
"1651799e-0120-49fa-91cf-a5d8c287cacf","","checklist-sectioned","not-started","CRL-ITR-004 - Fans","checklist","FALSE","FALSE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-004 - Fans"
"7786d4ed-7b40-59a4-b7d6-ddf497e7c238","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-004 - Fans","Fans"
"dca2f53e-7d73-58ff-98d7-dc212e1a1020","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-004 - Fans","Fans","Correct Equipment / plant installed"
"fc6e1ce2-5e86-566a-a28d-0a304b2987ee","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-004 - Fans","Fans","Correct mountings / springs installed"
"db9ce6ff-b160-5605-b8a0-e8d88f45bd7f","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-004 - Fans","Fans","U/S of Fan heights correct as per Workshop Drawings."
"1e812fad-2bd9-5a1f-bab9-157b1fee021e","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-004 - Fans","Fans","Correct Attenuator installed"
"29aa6da2-f15a-5f32-9d65-7c5235ccc3a9","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-004 - Fans","Fans","Seismic Bracing Installed"
"90261ab7-704f-53ea-828a-c5258ecfefce","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-004 - Fans","Fans","Label to be installed"
"adce9863-6839-52ce-bc76-c881653fe8c4","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-004 - Fans","E4M QA"
"3ec0d8bf-8602-5694-b1a4-b3b931d7807d","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-004 - Fans","E4M QA","Electrical Isolators installed in correct location"
"910e224b-9cff-565e-a40e-ba2a85f38712","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-004 - Fans","E4M QA","Units Terminated"
"99a1da9f-8088-54c1-926e-080e0c993365","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-004 - Fans","E4M QA","Units Tested and Running"
"ea22a572-462d-4de4-b686-89baabb65fc7","","checklist-sectioned","not-started","CRL-ITR-001 - Mechanical Duct","checklist","FALSE","FALSE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-001 - Mechanical Duct"
"88714699-fb68-59d8-949e-81193e54dce1","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-001 - Mechanical Duct","First Fix QA"
"1984a557-21f7-53d9-8c73-3c2f11183b57","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-001 - Mechanical Duct","First Fix QA","Check-off Shop Drawings. Is it all installed correctly: i.e.., each run complete."
"22b31bee-167f-5c0e-b981-3907dd416ee7","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-001 - Mechanical Duct","First Fix QA","U/S of duct heights correct as per Workshop Drawings."
"6f0117cb-fa93-5a52-8892-f3044af346f6","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-001 - Mechanical Duct","First Fix QA","Duct Hangers (is spacing correct, installed level , rods trimmed back etc)"
"1ef2505a-3019-570e-9079-11679581a0c5","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-001 - Mechanical Duct","First Fix QA","Duct jointing (Joints sealed, cleats fitted etc)"
"76fe549d-2b8c-558b-9d80-38c6bc1f6c0c","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-001 - Mechanical Duct","First Fix QA","Orientation of VCD/MVCD and equipment to be installed correct way"
"e97bde39-4a62-56d9-a6c4-49e33f455947","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-001 - Mechanical Duct","First Fix QA","Access Panels to be installed as per drawing"
"b82812dd-71fc-561a-bd52-c274a3f365c8","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-001 - Mechanical Duct","First Fix QA","Filter Box installed"
"0ef227c1-9695-5f3e-8c70-5326c904c321","","checkpoint-group","not-started","","","FALSE","FALSE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-001 - Mechanical Duct","Second Fix QA"
"366d346a-80b0-54c9-bbf1-cccb79bccc8d","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-001 - Mechanical Duct","Second Fix QA","All volume control dampers set fully open."
"7c98e830-bebe-55aa-add4-a72e71ccd8a3","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-001 - Mechanical Duct","Second Fix QA","Seismic bracing installed as per Drawing"
"250d27d5-162d-59fc-8b58-387a60dd0be5","","checkpoint-status","not-started","","","TRUE","TRUE","Building B","Level 2 - Workshop","MD9533-DP-B-02-02","LB2 South East Zone","Sprinkler Plant","EAF-B-02.05","CRL-ITR-001 - Mechanical Duct","Second Fix QA","Flexibles installed and supported correctly"
