"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acae8e9e-4bd2-4cb9-92e9-2f5391bdedc6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)"
"c7fb5a79-cb6b-4e9b-9673-1939dde6b86a","","checklist-flat","","Reference Drawing","checklist-flat","FALSE","FALSE","Zone A (Building B)","Reference Drawing"
"d653557b-d41e-445b-9a57-fdb20ca75bb2","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground"
"656c9593-ddac-4b15-95a0-c93db8c3e949","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A"
"5b3deb69-b141-412b-84f9-4568cecfa06d","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","WAIT (LG.B.140)"
"25291826-d374-45fb-a84f-50888f2d65c1","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","HWB (LG.B.048)","Pre Grid Sign off"
"4f06d4e7-0860-4d17-bcae-62c1c262db03","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","HWB (LG.B.048)","Pre Ceiling Sign off"
"effab4f9-8f5f-4cbe-b156-dcfa3258c4d9","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","SENSORY (LG.B.059)"
"a30a043a-7a5b-4973-bcce-1b40247efdfc","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SENSORY (LG.B.059)","Pre Sheet Sign off"
"fca135e7-72ff-4af6-932a-c6586c2f61b7","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SENSORY (LG.B.059)","Pre Grid Sign off"
"a7e253d3-4e93-4a88-9fcb-df16687187e4","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SENSORY (LG.B.059)","Pre Ceiling Sign off"
"4669ffa9-0d50-437a-b6d0-84f32acc7425","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.045)"
"aa00a380-eb48-4237-915f-5023c442d870","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.045)","Pre Sheet Sign off"
"4b56fc3d-5c16-4ebe-bb1a-c7d54f0df419","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.045)","Pre Grid Sign off"
"eb362871-c5b4-40c6-b31a-fc38d1e657a4","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.045)","Pre Ceiling Sign off"
"7885562c-de4e-411c-a3e1-abed7170d091","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","BBEV (LG.B.064)"
"1096b263-9aab-41dc-a789-a380341473f3","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BBEV (LG.B.064)","Pre Sheet Sign off"
"75ee4540-83f7-4771-9545-c28f5607dfa0","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BBEV (LG.B.064)","Pre Grid Sign off"
"cdea29d9-8ee3-4a9b-b3f6-2e77e971e94a","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BBEV (LG.B.064)","Pre Ceiling Sign off"
"709fc028-7633-43fe-b4a6-ddcfcfa347a1","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","LOUNGE DINE ACTIVE (LG.B.063)"
"e477fe52-c81e-4eed-a0c8-94192daf1d0b","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","LOUNGE DINE ACTIVE (LG.B.063)","Pre Sheet Sign off"
"d95c085b-05cc-4770-adec-22dd2266fe5a","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","LOUNGE DINE ACTIVE (LG.B.063)","Pre Grid Sign off"
"b03419b2-10ad-4af8-9e9e-de2f33cf15d8","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","LOUNGE DINE ACTIVE (LG.B.063)","Pre Ceiling Sign off"
"281f3eef-270e-4d22-a208-638d385f6dd5","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","ED AOD COURTYARD (LG.B.055)"
"f58eedff-68ca-42dc-9979-8f4a9ad4077f","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","ED AOD COURTYARD (LG.B.055)","Pre Sheet Sign off"
"55037ed1-901d-4439-83d6-f8953a7bdc61","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","ED AOD COURTYARD (LG.B.055)","Pre Grid Sign off"
"a7233e88-b5ea-41a2-a6ea-89eb4c7ecade","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","ED AOD COURTYARD (LG.B.055)","Pre Ceiling Sign off"
"a261c172-ebac-4cc9-9ab4-17ae4fd4ff2a","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.053)"
"d7f294e1-44e7-4c03-bf0d-668714fefdbd","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.053)","Pre Sheet Sign off"
"c45daf4a-60c0-47c3-869d-c376f9a05c52","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.053)","Pre Grid Sign off"
"f43015fb-85a5-4fd1-95f0-020397ffc70b","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.053)","Pre Ceiling Sign off"
"9cfe20fd-8b58-4e0c-8285-258a15803e66","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.049)"
"4fad5d3d-365a-4801-9eda-ef6a7a5a373f","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.049)","Pre Sheet Sign off"
"5a79d15f-489e-4f11-a541-eef40657a608","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.049)","Pre Grid Sign off"
"bdcd7e8a-de01-4812-828b-06825595e55a","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.049)","Pre Ceiling Sign off"
"e8ada336-12a9-420d-bab5-2d7fe8aefb70","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.054)"
"6fd40e95-e75c-43d6-bb1e-c22d9c4f1ba8","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.054)","Pre Sheet Sign off"
"a5b12543-29e6-4774-8c11-5bf888b918a7","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.054)","Pre Grid Sign off"
"c4e3f3b9-67bb-4c62-ae6d-d056dea624ba","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.054)","Pre Ceiling Sign off"
"6884b187-8932-4f4c-aba8-b8f880caa902","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.052)"
"b5d38707-6d84-40ad-82f7-e0c39ccb3f33","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.052)","Pre Sheet Sign off"
"abb87b07-387f-42aa-ae2b-f85bc2014024","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.052)","Pre Grid Sign off"
"eee23e31-7676-4666-abb9-9f6d593f1ed4","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.052)","Pre Ceiling Sign off"
"81ed3408-49d7-4d8f-ba26-26bd0b512841","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.051)"
"cdf9d06d-c41c-41c5-972b-9824153535a5","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.051)","Pre Sheet Sign off"
"cada4e1c-a9f5-4d20-88e3-1c77c49eca37","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.051)","Pre Grid Sign off"
"14ea3e5b-6990-4059-b0e4-917673060c36","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.051)","Pre Ceiling Sign off"
"8327a78f-f057-419b-abba-081f18f33656","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.050)"
"7bce827f-3ab8-4515-9995-20e3bcfe4421","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.050)","Pre Sheet Sign off"
"a33830dd-75d8-48bc-9da6-a0cb3872d65f","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.050)","Pre Grid Sign off"
"13a9e427-55e3-4903-ab68-da5c00c8deed","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PBTR MH (LG.B.050)","Pre Ceiling Sign off"
"28c7dad2-48db-43c5-b0c1-805c76df7ca5","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","DE-ESCALATION (LG.B.056)"
"9c8b89ad-9641-4242-8402-144d74fb431b","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","DE-ESCALATION (LG.B.056)","Pre Sheet Sign off"
"937f1fca-cc24-430a-80e3-ae6d18909a3b","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","DE-ESCALATION (LG.B.056)","Pre Grid Sign off"
"8cfe5710-57d3-461f-8b46-a6ef69b11d90","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","DE-ESCALATION (LG.B.056)","Pre Ceiling Sign off"
"51f5da03-d214-402c-83b5-4444a2b0e770","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","HWB (LG.B.036)"
"defb2789-a4a3-4985-b325-9f1dd5a04b58","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","HWB (LG.B.036)","Pre Sheet Sign off"
"f6eb8b28-6226-44cb-ba58-914e476581b9","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","HWB (LG.B.036)","Pre Grid Sign off"
"32a36561-ad8e-49ee-b659-126fb19bd110","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","HWB (LG.B.036)","Pre Ceiling Sign off"
"87d8e9a1-b608-40fd-a5ab-20ca6fd4f101","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.158)"
"0bc846dd-99de-47ec-b8ef-aa1c26ca4763","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.158)","Pre Sheet Sign off"
"921e1270-0bb8-4afe-a825-ca942260e790","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.158)","Pre Grid Sign off"
"c5ecb6b3-746f-4eb1-a07d-2e429cc5ec44","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.158)","Pre Ceiling Sign off"
"fe196d3c-bab7-4ec7-bb9f-c85cae7b1819","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","BMEQ (LG.B.281)"
"7f180284-ee85-4df4-b237-562862da75dd","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BMEQ (LG.B.281)","Pre Sheet Sign off"
"5c07b873-3bf2-44a8-9f1c-cc2254b394c3","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BMEQ (LG.B.281)","Pre Grid Sign off"
"c65a7e99-d730-494e-aa4f-e4ce4a6dbdb9","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BMEQ (LG.B.281)","Pre Ceiling Sign off"
"64208c3e-8d90-4f4b-b041-0c39b95423be","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","WC ACC (LG.B.046)"
"dc58e932-d209-432f-a0af-3d78326cb09f","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WC ACC (LG.B.046)","Pre Sheet Sign off"
"0b6f42e0-7248-42d7-810c-31790887064c","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WC ACC (LG.B.046)","Pre Grid Sign off"
"2b8488bf-890c-42b5-a424-abb8a7cb8d28","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WC ACC (LG.B.046)","Pre Ceiling Sign off"
"40f6e946-f652-4887-9243-3918ad428e16","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","SHWR PT (LG.B.047)"
"41507122-ef6c-4712-b582-ebbca4f3d02f","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SHWR PT (LG.B.047)","Pre Sheet Sign off"
"33b2f9bb-a1a0-4302-a1e6-48df52149c33","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SHWR PT (LG.B.047)","Pre Grid Sign off"
"dd2fb7ba-2725-4000-b2ae-429259642d6e","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SHWR PT (LG.B.047)","Pre Ceiling Sign off"
"3357db40-6704-4f13-9a83-635a82a74f74","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.044)"
"1a705eec-1cc6-4d22-9339-10604ed19334","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.044)","Pre Sheet Sign off"
"ca3cee6b-8a97-4c8b-a94a-2e374274c285","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.044)","Pre Grid Sign off"
"77fd582a-659c-47a3-a910-ee1e6519d860","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.044)","Pre Ceiling Sign off"
"a237d73a-8804-4b24-99d3-2b11f5b192be","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","BEHAV ASSESS (LG.B.043)"
"fade3a1c-cac0-44f0-9ee0-e80107a0856f","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BEHAV ASSESS (LG.B.043)","Pre Sheet Sign off"
"15a240d9-ca24-4f14-aea8-4d52d4bbb451","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BEHAV ASSESS (LG.B.043)","Pre Grid Sign off"
"8d80d67a-03b6-487d-9a5f-5e72bc1e2de6","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BEHAV ASSESS (LG.B.043)","Pre Ceiling Sign off"
"529ff1de-22e6-4e2d-b088-5e575f06b28b","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","ST STATION (LG.B.035)"
"978d164a-09c1-4764-b8ad-50dea979b54c","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","ST STATION (LG.B.035)","Pre Sheet Sign off"
"ed0dd0ae-ec22-4c26-be1f-25bcb5a220af","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","ST STATION (LG.B.035)","Pre Grid Sign off"
"62d10fa9-4e7b-4ce1-af58-3e1ecbc026f7","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","ST STATION (LG.B.035)","Pre Ceiling Sign off"
"c0485ded-3858-49fa-b4e8-43a1925fd42a","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","CU MED (LG.B.038)"
"8f433496-839e-46d6-8788-9713c8c929f1","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CU MED (LG.B.038)","Pre Sheet Sign off"
"b9c0cdfb-3cf6-4d28-9129-e71d6c6cb8ef","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CU MED (LG.B.038)","Pre Grid Sign off"
"fc698a8b-3a63-470e-9cef-f20b5218fb9b","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CU MED (LG.B.038)","Pre Ceiling Sign off"
"4145d0ff-eb52-46e4-a16e-b06c125365df","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","BRES (LG.B.037)"
"b4c57e42-1fea-4ea0-88f6-f017594b825a","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BRES (LG.B.037)","Pre Sheet Sign off"
"0242caea-ac3a-4d77-b9e6-22f2adedb9e5","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BRES (LG.B.037)","Pre Grid Sign off"
"e4954b77-ae02-4a6c-b2c9-545ebe5782f1","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BRES (LG.B.037)","Pre Ceiling Sign off"
"34a30c28-1871-456d-b6b6-f7401b3f05fc","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","OFF CW (LG.B.034)"
"20ba54fe-56cc-447c-b39f-2c38f9fd7306","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","OFF CW (LG.B.034)","Pre Sheet Sign off"
"3eaece91-fd52-4c37-9e42-f79af0d69026","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","OFF CW (LG.B.034)","Pre Grid Sign off"
"7cef7afa-05b9-4eb3-86f1-3f8d8c8a9489","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","OFF CW (LG.B.034)","Pre Ceiling Sign off"
"2f9dced6-167b-4c5e-b6b3-f272b3b7c29e","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","DU SUB (LG.B.040)"
"184b7ea1-baaa-487c-bea3-798c5fd432d0","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","DU SUB (LG.B.040)","Pre Sheet Sign off"
"81993c2c-a6d3-4cde-a0c7-e53ccce4d702","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","DU SUB (LG.B.040)","Pre Grid Sign off"
"1782d2c1-dc12-456d-809a-486f3b27cf11","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","DU SUB (LG.B.040)","Pre Ceiling Sign off"
"be70b7b6-31d0-4c30-a578-a2564bc92e78","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.066)"
"1207595e-ad91-4a3d-9a2e-0a60a9c30fcb","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.066)","Pre Sheet Sign off"
"ca4bb9b0-6a8e-410d-a72f-57fdf330051d","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.066)","Pre Grid Sign off"
"6b81e11d-fbe0-441c-b312-44a31cc91bb1","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.066)","Pre Ceiling Sign off"
"33f8c248-9017-4f1b-ad56-fdca6627ebec","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","SECURITY (LG.B.032)"
"ab6851ff-50a8-4ff4-beff-977d9f5165b8","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SECURITY (LG.B.032)","Pre Sheet Sign off"
"c6de6b10-63f1-4a2f-80ea-f3945f48473c","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SECURITY (LG.B.032)","Pre Grid Sign off"
"2ac89f33-8267-4d6f-92c4-1528b7cb5824","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SECURITY (LG.B.032)","Pre Ceiling Sign off"
"39d73b2b-12ba-45d0-bdc4-a555dcc452aa","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","TRIAGE (LG.B.029)"
"bc93ac2b-cde2-412b-b26b-3f27a6267a0b","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","TRIAGE (LG.B.029)","Pre Sheet Sign off"
"6b0614b5-8d90-4544-a40e-a0d2e1f0f17a","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","TRIAGE (LG.B.029)","Pre Grid Sign off"
"a1bec97a-bdb4-412e-a272-beb722f55f4a","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","TRIAGE (LG.B.029)","Pre Ceiling Sign off"
"5864e6d9-c5fa-4a18-b877-7c5e76675329","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","EDB (LG.B.606)"
"215d8377-1132-42d2-8d8a-c9efdcae7c36","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","EDB (LG.B.606)","Pre Sheet Sign off"
"03af3698-9705-4672-bd6d-949a40a39cbc","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","EDB (LG.B.606)","Pre Grid Sign off"
"0f06a969-58e3-448b-8946-1771f1e42a5e","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","EDB (LG.B.606)","Pre Ceiling Sign off"
"d53aefe2-5383-4512-87e3-66f606479423","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.089)"
"3c61c364-aebd-4333-a5c2-84612bd6cc04","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.089)","Pre Sheet Sign off"
"60b67ade-e320-4ee4-83e4-d5a817386f2a","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.089)","Pre Grid Sign off"
"9319afa1-35cb-4119-b861-b66e7af4d05c","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.089)","Pre Ceiling Sign off"
"3bf26909-aab3-4a01-91cb-9ccb4b492ccf","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.090)"
"127e5bb4-17a3-42b5-9ca4-c952952c632d","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.090)","Pre Sheet Sign off"
"bb2dad3c-ff09-4031-b654-218b88071b2a","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.090)","Pre Grid Sign off"
"5ff085f6-477f-486f-8048-abd31dba3d2d","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.090)","Pre Ceiling Sign off"
"a211499e-b491-4afb-9d02-52288ec9b077","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.088)"
"9a8d06c5-46d7-46a8-9e98-4e1cd1682500","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.088)","Pre Sheet Sign off"
