"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8599c4b3-c860-4b72-888e-37488d0ab913","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"591fe72c-4725-5800-abe1-7d66cc1f8501","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"9d2d6742-1f40-4aee-b8b7-28a045f59fa2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"91d920b2-45e6-4b6e-aa74-393baf02e3cf","","checklist-sectioned","work-in-progress","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE","Precast Manufacture","weld plate details"
"9f4c1c4c-9558-5cfa-9c59-48fe66f34ab8","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details"
"e4dfa416-0fad-5a10-abd4-14c15a247bbd","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details","Edge Detail"
"66441a8f-5eab-51f4-90fe-b1fe81ad56c9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details","Bar Projections"
"70851c5c-2104-593f-84f9-97da8a4afd12","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details","Cast in items"
"6fecd6c2-cd67-4084-9963-c5db6d0f3255","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 25"
"90c75b9c-8e22-4dd5-bd65-148a5704c77f","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -1"
"c6803a99-7956-5c76-9783-7c02a36e7eca","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -1","Pre-Pour Check"
"3e89e81c-1f13-5d60-9333-fc6fbc71b67e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -30","Pre-Pour Check","Make mould to Green Status"
"75da584f-593c-56f3-bb0e-044b51571fb7","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -30","Concrete Works"
"a6340581-680b-51be-b913-b9d57c0b1703","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -30","Concrete Works","Concrete Works Details"
"3f90886c-f9e5-592f-a7f2-1376dc2ecbf1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -30","Concrete Works","Wilco Sample Taken"
"7ec2abd5-d987-5377-ad7c-dc9540d45c96","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -30","Concrete Works","Bridgeman Sample Taken"
"5c626f4a-44a9-5319-bb18-791b6599b681","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -30","Concrete Works","Supervisor Approval"
"fe0da737-b6ec-5752-ae26-aeef2026ad2a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -30","Post Pour Check"
"cb24fbe0-1b31-5155-bba1-30fca39848c9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -30","Post Pour Check","Edge Detail"
"e82b3482-3655-59b8-87dd-f5e28b7fa998","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -30","Post Pour Check","Bar Projections"
"b92d9cf5-d6d6-50b4-a292-23c4de0a91b5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -30","Post Pour Check","Cast in items"
"9df72f5b-b6cf-5394-8765-38c684a427d1","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -30","Stripping and Stacking"
"b6c4a225-9c5f-52a2-9bd7-f6a5605c46a8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -30","Stripping and Stacking","Stripping & Stacking"
"37f93166-c892-4657-af8c-0cc53d711dbe","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -31"
"467bee43-5b3b-50f2-b4ae-bef6570a5071","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Pre-Pour Check"
"94165cb9-d755-56b4-b71e-38381161fa37","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Pre-Pour Check","Dimensions"
"d1bfeec1-b214-56e0-a931-40720fe010d0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Pre-Pour Check","Mould Clean"
"13627994-7359-5918-b36e-cfd09614a061","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Pre-Pour Check","Mould Oiled"
"a8d9dbc0-4049-58a0-a31b-3f55c86517ab","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Pre-Pour Check","Mould - Workmanship"
"47629d5c-7dd6-501e-989b-4897c5acf6a6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Pre-Pour Check","Reinforcing"
"62990bf5-d2e8-5a55-b4b1-2382787ad241","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Pre-Pour Check","Cast In Items"
"21483b94-95ef-5be5-8c6d-da5e3e6563b7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Pre-Pour Check","Marker Position and No."
"7e683ae8-ffc2-5996-9d71-bc8b8fd003e8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Pre-Pour Check","Make mould to Green Status"
"4f01adfe-34d8-576d-97d7-b76cd4a8ba9a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Concrete Works"
"53b46d4f-1b4c-5a87-a923-2e9493083a7d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Concrete Works","Concrete Works Details"
"b38fe6ec-b192-5332-ba7f-f4d6684dd13c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Concrete Works","Wilco Sample Taken"
"8643f880-913b-50c9-9aae-c9c98b846c17","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Concrete Works","Bridgeman Sample Taken"
"493f0ce4-88b1-55c2-881b-b5c3f84bdba0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Concrete Works","Supervisor Approval"
"527c523a-9ca8-5e96-86ea-345bb3e829b6","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Post Pour Check"
"5703158f-1ed3-54d2-a6ba-d0818496874b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Post Pour Check","Edge Detail"
"19081ed9-2651-5bad-9a2b-d65e6a843622","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Post Pour Check","Bar Projections"
"699fa38d-6113-54bd-849f-9921121d4649","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Post Pour Check","Cast in items"
"eab220f7-0fec-50d2-aa0f-530b9fe83632","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Stripping and Stacking"
"fd2c86fc-4ca9-5c46-aa21-fc1765fd8343","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Stripping and Stacking","Stripping & Stacking"
"0658e143-5519-42df-b6b4-210816087e3c","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -32"
"a423629a-2220-5d38-bb0e-2502860ac786","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check"
"247a56ce-5230-566e-a10a-bfd14f0d746a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Dimensions"
"12537992-888a-5ccb-8d98-a39b3460f21c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Mould Clean"
"6af9b5df-fa34-5458-87c9-49fa710f905a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Mould Oiled"
"4c57b89b-2db5-5970-8bee-7da1be15837d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Mould - Workmanship"
"f69db2ea-92c1-5df1-9a4f-1bf46f84f2e3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Reinforcing"
"5cc7771c-110f-5b0c-964a-123287135dd1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Cast In Items"
"9805a135-3d2e-5d7b-bee2-ab543cce5c96","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Marker Position and No."
"8b647651-f8b5-586d-836c-cc19c1809fe3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Make mould to Green Status"
"1172ec24-dbee-5aec-b35e-76480ac9a678","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Concrete Works"
"480b9d04-b378-5f12-a16c-18cc3bdc0632","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Concrete Works","Concrete Works Details"
"ad676d14-f62b-5634-8969-66bae27b396a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Concrete Works","Wilco Sample Taken"
"f368f455-851c-592c-a4e1-e8078051309b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Concrete Works","Bridgeman Sample Taken"
"4a23a192-9c2b-5af7-ba42-ff0f1f7cd02e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Concrete Works","Supervisor Approval"
"891c9487-3371-5817-a822-fd8a17b3a208","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Post Pour Check"
"68353783-2f5c-5c94-9e81-c5b74d0013c2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Post Pour Check","Edge Detail"
"c903e192-ac45-54ad-86bb-c72895565cf6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Post Pour Check","Bar Projections"
"89202637-939f-551e-b6c3-c635dd4aa4f5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Post Pour Check","Cast in items"
"4ad0fb66-bd0e-5ae5-a49c-871f320e86f4","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Stripping and Stacking"
"ae2408a7-0c94-5a1e-95f4-2c5b8978eb30","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Stripping and Stacking","Stripping & Stacking"
"58efda8f-e60f-4ef9-8495-75063fab3003","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -33"
"e9c747a6-49d2-500f-8b95-9daa5d8b5a99","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check"
"367f92ec-de7c-57e8-aee3-82b9c6314d1d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Dimensions"
"8952537f-c485-5ee0-a4a2-029481444776","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Mould Clean"
"67ba087c-a0d0-5c67-8314-16fa7ab2d158","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Mould Oiled"
"05b98a45-96bb-52bb-a99f-5368702bb412","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Mould - Workmanship"
"c3af5bf4-01ce-50cf-833b-993db718165d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Reinforcing"
"f772bb67-1e07-5d55-a277-d4ba3563d15a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Cast In Items"
"d2ccc8b9-d472-566e-9c24-ec28e3f000e2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Marker Position and No."
"3104faf1-2005-5d74-a83d-54bffdbdcd9a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Make mould to Green Status"
"eff8065b-a27e-5082-8eb4-35d3ecc2a079","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Concrete Works"
"45377804-f8c4-5ac9-836f-605d3ad027fa","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Concrete Works","Concrete Works Details"
"d64720f5-90ff-5993-89ec-0bff6e43df79","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Concrete Works","Wilco Sample Taken"
"ff646ca0-6c03-550f-a499-e28daccf551a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Concrete Works","Bridgeman Sample Taken"
"82ff5655-23c7-5b1d-b73d-e5fc6de52951","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Concrete Works","Supervisor Approval"
"2189a045-aca5-54af-bab6-63df6df9c525","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Post Pour Check"
"47873d67-e7f2-5dea-8e3b-e28d2569f632","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Post Pour Check","Edge Detail"
"8417faff-d97e-5ae1-96b7-980cd733b475","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Post Pour Check","Bar Projections"
"7862498d-c7b2-5b89-9b3e-740c6437bc14","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Post Pour Check","Cast in items"
"fab14103-57af-559b-8ff7-05a0a921756f","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Stripping and Stacking"
"bb3ad8f8-66b4-5ab4-84ee-d90c5e4260dc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Stripping and Stacking","Stripping & Stacking"
"b6571151-bd1a-4564-ae0e-6926d7c4528c","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -34"
"ffd41b15-d64c-5115-b633-ea29eafb0199","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check"
"318f0b23-6714-5fd3-b9f5-a03d48fee265","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Dimensions"
"f687cc93-2799-5ed8-bb98-1b82e97acefb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Mould Clean"
"995be5a8-9c63-588a-8949-683fe5b878be","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Mould Oiled"
"287cd69e-fcac-5ddc-b600-7ac43948f549","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Mould - Workmanship"
"73338373-43ed-5329-ad8a-fb9f02ceb27c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Reinforcing"
"3a109d1e-609d-5385-969d-30a1f2f0168a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Cast In Items"
"27ffb6fa-d5f8-53aa-8d39-73d827aeb4a4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Marker Position and No."
"3ee014dd-e1ca-5c5b-98e5-bff6e3560993","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Make mould to Green Status"
"ca4c4965-9655-543b-b42a-9b1dcb4ddd0f","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Concrete Works"
"9921a4c0-ac93-54e6-b1d0-094612f5ad47","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Concrete Works","Concrete Works Details"
"9caf308f-0fd3-58da-bf60-ebc3b5be5bba","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Concrete Works","Wilco Sample Taken"
"95214716-59a4-5b50-b8cf-4b96ef85b020","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Concrete Works","Bridgeman Sample Taken"
"e0320d3a-a4ca-5905-b77f-9a4aa3540396","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Concrete Works","Supervisor Approval"
"b30c5f5e-ce86-5e7d-ac8a-c29c2617534d","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Post Pour Check"
"775ed0d8-28c7-57fd-851e-a7969d6cb7a6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Post Pour Check","Edge Detail"
"c4219cf8-a293-5b93-a703-0fd1fe76854f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Post Pour Check","Bar Projections"
"62a332a4-bf51-5225-90a9-c4bb8c05aebe","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Post Pour Check","Cast in items"
"5a51fd37-c60c-5565-b6d1-2c30f071a86b","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Stripping and Stacking"
"91bdf5d1-4990-5e1c-91ff-dfb383f26b85","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Stripping and Stacking","Stripping & Stacking"
"0fd68f63-ae70-48a3-a121-ff456883b721","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -35"
"171cbb18-9e7e-5df6-841b-7b363916e30e","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check"
"b41e4631-dac5-5980-98f9-3cf7a99b0e7d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Dimensions"
"81c5853d-980f-571b-85d5-9c2e3d5a5eb4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Mould Clean"
"0ff9c4ee-a96b-5302-a930-584878fe05c9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Mould Oiled"
"37726eca-0df4-509b-900d-5c2bf4977ca9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Mould - Workmanship"
"34b66e1a-8221-5e09-83d0-f9adedb158f6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Reinforcing"
"85a130de-ebb7-5d39-a665-487b69e7de38","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Cast In Items"
"474fbf49-ad53-57de-ae69-4ce5248dd62c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Marker Position and No."
"c236249e-ec96-5c00-875f-6f91b8ad252e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Make mould to Green Status"
"ad7b6644-c998-57f5-809d-2113e5f269bc","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Concrete Works"
"81c1433a-cc03-5ab9-a169-905a9c375e6e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Concrete Works","Concrete Works Details"
"a4d31427-8bf8-5cdb-a317-c6288c099d21","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Concrete Works","Wilco Sample Taken"
"0712dc4e-9962-5be6-829e-382822d40d15","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Concrete Works","Bridgeman Sample Taken"
"0bedc2d1-cd2c-5b3a-a420-6f1bea39b604","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Concrete Works","Supervisor Approval"
"c8c9a6df-20dd-53b6-a5e6-5a634ed78451","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Post Pour Check"
"fa3d544e-9eb8-53c9-904f-009630513aeb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Post Pour Check","Edge Detail"
"6895a3a4-98b3-51f1-aaac-2ac23acc32c9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Post Pour Check","Bar Projections"
"ab50a6a7-25cd-5787-9286-85b60c1bde4f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Post Pour Check","Cast in items"
"1552bf6f-bccb-545c-a3b4-24ac114ee1c2","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Stripping and Stacking"
"7a613fb3-bf8f-5e8c-b456-0c941337611d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Stripping and Stacking","Stripping & Stacking"
"e41d9352-7831-4074-afb0-7e07229cf6f3","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -36"
"f14e0b0c-f88a-54a4-bd61-7fcdc98262f4","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check"
"c8d09828-6a87-54d5-a0e3-097eb59dba06","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Dimensions"
"f9071409-f845-53e5-9a54-63e7bff1b997","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Mould Clean"
"36ab6fbd-bf2d-5a21-ab24-2b87ec7dcaae","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Mould Oiled"
"11fb44da-5e9a-531f-95e3-90474f548532","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Mould - Workmanship"
"8aea35b7-548a-5bf5-aee8-4b48c8cd0c88","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Reinforcing"
"e6ef29ba-812d-5334-bd4c-443c81e376ad","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Cast In Items"
"6c0e865e-aa20-560e-980b-0e472d22b670","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Marker Position and No."
"60fd0300-e624-5468-92ce-f7605467d298","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Make mould to Green Status"
"b5419319-4223-547a-bfa7-9a27d27c31bd","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Concrete Works"
"aa16fb7b-88b5-517f-918a-1b4be5b9098d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Concrete Works","Concrete Works Details"
"21a881ae-f54f-5a48-8bfa-3731ed51e936","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Concrete Works","Wilco Sample Taken"
"df3d2ef4-791b-555c-bc6e-90795a9ce37d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Concrete Works","Bridgeman Sample Taken"
"d325e8b0-483f-5ade-b998-890166056dab","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Concrete Works","Supervisor Approval"
"9ffca47a-2485-5501-ae36-59792910bec5","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Post Pour Check"
"d40ccd87-4058-5254-abea-785adb78bbc6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Post Pour Check","Edge Detail"
"a1706ed0-985d-59e9-9ba2-cdab4f99f6f4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Post Pour Check","Bar Projections"
