"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9cb8348d-88b4-4a60-bbb7-7b1b47838c5a","","checklist-flat","not-started","Pre-commencement Checklist","checklist-flat","FALSE","FALSE","Pre-Commencement Checks"
"334f52e1-c2ff-4f14-bb96-e4876073a65c","","checkpoint-status","not-started","Pre-commencement Checklist:05e8bc87-74fa-4dfc-9b7d-c9df2ee18ff0","","FALSE","FALSE","Pre-Commencement Checks","Quality Management Plan Completed, Agreed and Attached"
"bbc3c402-be2a-49f6-9f51-6282fa6cbdfb","","checkpoint-status","not-started","Pre-commencement Checklist:63846bd2-69d0-44b2-958d-0fb4f269ef3f","","FALSE","FALSE","Pre-Commencement Checks","Inspection & Test Plan Completed, Agreed & Attached"
"458e0881-6b94-4f16-a021-fec553de4abc","","checkpoint-status","not-started","Pre-commencement Checklist:a9d7356a-66ff-4124-9ec1-15908b033a95","","FALSE","FALSE","Pre-Commencement Checks","Relevant Breakdown & Checklist Setup on Conqa & Reviewed by Main Contractor"
"2628597e-306f-4f5e-ac53-18d347c5834e","","checkpoint-status","not-started","Pre-commencement Checklist:e9b74007-9810-4850-9176-707ce3919fd5","","FALSE","FALSE","Pre-Commencement Checks","Conqa Setup & Project Team Trained & Given Access"
"be7efbc2-8e57-441b-9e36-c79b7c4e410a","","checkpoint-status","not-started","Pre-commencement Checklist:22e00068-f669-4869-929d-5667472ca392","","FALSE","FALSE","Pre-Commencement Checks","Review Access Granted to Main Contractor & Relevant Parties"
"12f15359-df46-4a4a-9bfd-18bd38866fa3","","checkpoint-status","not-started","Pre-commencement Checklist:ee60efdf-eec7-42cb-bae3-0fb162188e9e","","FALSE","FALSE","Pre-Commencement Checks","Matrix/Insight Setup (if required)"
"0d48d478-545e-46ca-be22-a8d4b5134e3e","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA - Building B01"
"99677cbe-9e1a-4c39-af9c-dd9933140435","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B01","Fitout"
"9bfc41ca-bba3-41c2-9967-be608acb5ece","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B01","Fitout","Ground Level"
"2916f4b7-b1a4-49db-9758-2fa97b876d1e","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B01","Fitout","Ground Level","Area 2"
"d87d4f2d-299c-4432-85c3-e511fee972a8","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B01","Fitout","Ground Level","Area 2","Apartments"
"2ed8b2b7-f6d6-459f-8ea5-9acf59e1883b","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Ground Level","Area 2","Apartments","G064"
"85d3d3c7-4535-473a-835f-28f47dc70f5e","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2059"
"476daa4d-a4ef-57d9-b151-8e10c14b530b","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2059","Wiring on the floor completed correctly"
"e3318988-490f-5e50-80bc-0515f6a99cdc","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2059","Self levelling coverage completed and acceptable"
"2da14c07-7ad2-5928-9b15-d7b07b425b99","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2059","Underfloor heating completed - specified level of finish achieved"
"383a8f2f-aa1c-5014-ba58-7c27c97a9fb3","","checkpoint-status","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2059","Inspections completed and issued to Foreman"
"6999281c-05a2-593f-8fd5-7e1525fd8c79","","holdpoint","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe:59e87c0f-137e-4e76-8956-b4e7f7ae1968","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2059","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"01a23115-e032-4af3-a606-6525307f600d","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2071"
"ea512d03-a17a-5768-95e0-d5370c7fd350","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2071","Wiring on the floor completed correctly"
"13b333af-3871-5c68-ac56-8708dae50bda","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2071","Self levelling coverage completed and acceptable"
"6358f774-e8ae-52ea-8136-17e6956884ea","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2071","Underfloor heating completed - specified level of finish achieved"
"215d4dc3-cf9c-5a4b-a225-6f9c0f0338fd","","checkpoint-status","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2071","Inspections completed and issued to Foreman"
"b930e53f-e812-5ed5-ab3e-dab21290185e","","holdpoint","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe:59e87c0f-137e-4e76-8956-b4e7f7ae1968","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2071","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"04036560-20e3-4f54-bf10-288bca8137e2","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2073"
"a3579baf-0177-5a24-ac9a-5cacdf05099b","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2073","Wiring on the floor completed correctly"
"4ffe3717-4490-5cc0-bbf4-6aab5d919a98","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2073","Self levelling coverage completed and acceptable"
"e191ca34-7d25-5c51-b52b-aa5709960978","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2073","Underfloor heating completed - specified level of finish achieved"
"d2e3a474-77b6-5865-af2a-b5ec0797673b","","checkpoint-status","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2073","Inspections completed and issued to Foreman"
"f32b3a83-209b-5496-a091-7aefcfe8f5f2","","holdpoint","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe:59e87c0f-137e-4e76-8956-b4e7f7ae1968","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 1","Apartments","2073","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"394e371b-0c07-40e2-bd1d-d80eddfae479","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B01","Fitout","Level 2","Area 2"
"2a184210-5216-4297-86bd-bcf3985d525b","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B01","Fitout","Level 2","Area 2","Apartments"
"c2db14cc-7bd1-480d-9ef3-2a6701c1a31e","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2072"
"0b73fc86-c84e-5776-8aa2-bbfd9bf83672","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2072","Wiring on the floor completed correctly"
"08ff7213-3967-5f18-a206-a9ae24ff7a2a","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2072","Self levelling coverage completed and acceptable"
"50fb54c4-6821-5aab-9dfa-a7f456539ceb","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2072","Underfloor heating completed - specified level of finish achieved"
"2dcd3932-0530-5878-834c-2902c02e4668","","checkpoint-status","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2072","Inspections completed and issued to Foreman"
"9b2f130a-b58b-505c-bd8e-e7d7b52c2849","","holdpoint","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe:59e87c0f-137e-4e76-8956-b4e7f7ae1968","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2072","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"0017f745-9869-4643-8d0d-3b42477ccc0d","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2070"
"459a2484-125d-52c8-8f48-71d9e8224790","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2070","Wiring on the floor completed correctly"
"7c33e100-8640-5f0f-89d0-190bbd1a4920","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2070","Self levelling coverage completed and acceptable"
"6d029937-9cbe-5b7b-8de5-fba2b6d08d70","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2070","Underfloor heating completed - specified level of finish achieved"
"0ea5e480-7305-5530-982c-5db33d4de03f","","checkpoint-status","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2070","Inspections completed and issued to Foreman"
"05fe8ef9-e076-58f7-9293-91505f444e47","","holdpoint","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe:59e87c0f-137e-4e76-8956-b4e7f7ae1968","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2070","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"890d796c-aae2-49bb-910e-d9d2c73646c8","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2060"
"dcd94307-0ef2-52d5-8b74-e54e19fb74e9","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2060","Wiring on the floor completed correctly"
"b2564d64-612f-5b05-8f7b-d8bcf7f676f4","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2060","Self levelling coverage completed and acceptable"
"5342ded6-72a5-52b5-aa91-ed9d34e29cf3","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2060","Underfloor heating completed - specified level of finish achieved"
"770fc300-c03c-5f1e-bbf2-3322930031c9","","checkpoint-status","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2060","Inspections completed and issued to Foreman"
"708b5927-6522-5356-b1cd-4b269edec16a","","holdpoint","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe:59e87c0f-137e-4e76-8956-b4e7f7ae1968","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2060","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"3241f40d-a1c9-428b-93e9-4bce846613e6","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2061"
"ba62b359-a4d7-55c8-a4b4-c33e84d46ea0","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2061","Wiring on the floor completed correctly"
"422ff9e6-e3de-5866-b876-2646f9cc48dd","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2061","Self levelling coverage completed and acceptable"
"5c33a46c-a474-554e-8884-e580b721e1ca","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2061","Underfloor heating completed - specified level of finish achieved"
"6cd095b0-1feb-5fcf-ae05-fe86eb6e65d2","","checkpoint-status","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2061","Inspections completed and issued to Foreman"
"4abd938f-1e42-5156-b254-c981b219026d","","holdpoint","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe:59e87c0f-137e-4e76-8956-b4e7f7ae1968","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2061","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"34adac4c-55be-4add-85b0-55f86ab04e8a","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2062"
"7606cc73-2e9b-53cc-bc37-a181dd6bc0e9","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2062","Wiring on the floor completed correctly"
"8567033e-5a11-5d31-a047-ab5995f92496","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2062","Self levelling coverage completed and acceptable"
"312c42d4-6a01-5f38-b63c-a56742630b48","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2062","Underfloor heating completed - specified level of finish achieved"
"9af3c091-e1be-50ee-a17d-0b2e80268555","","checkpoint-status","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2062","Inspections completed and issued to Foreman"
"e05406b5-0fe7-5e02-8bf9-9acf6145c211","","holdpoint","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe:59e87c0f-137e-4e76-8956-b4e7f7ae1968","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2062","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"514f4106-7715-470d-99a5-c47c8836ed93","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2063"
"ed58f93d-b21f-5b74-9462-372b111b4023","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2063","Wiring on the floor completed correctly"
"bc2a5c89-41fe-5038-a04d-32780031450a","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2063","Self levelling coverage completed and acceptable"
"70763fb6-93c8-542a-9d43-851a321abad1","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2063","Underfloor heating completed - specified level of finish achieved"
"584a18f0-bebb-5f32-a48c-b44e9625321c","","checkpoint-status","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2063","Inspections completed and issued to Foreman"
"1ae68a84-afca-565f-9e5c-c7b03141b388","","holdpoint","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe:59e87c0f-137e-4e76-8956-b4e7f7ae1968","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2063","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"26ef98c0-b7cb-4172-954d-1e530f05140d","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2064"
"f917bf76-9fb8-5b24-b698-ee3956de5400","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2064","Wiring on the floor completed correctly"
"796e1e25-91bf-5317-96f4-984cd55c2c37","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2064","Self levelling coverage completed and acceptable"
"1ad231e2-76eb-5273-bdf9-3c356ee83015","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2064","Underfloor heating completed - specified level of finish achieved"
"fd824e91-5c1b-5c63-ac66-7c2e3e9a90a0","","checkpoint-status","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2064","Inspections completed and issued to Foreman"
"0e60afd2-348a-51e9-a287-efbf6cbff6b0","","holdpoint","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe:59e87c0f-137e-4e76-8956-b4e7f7ae1968","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2064","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"563b7877-2b00-47b1-ae80-91883918316b","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2065"
"c88d7b67-da08-55a3-a33d-864b2c40611e","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2065","Wiring on the floor completed correctly"
"c1424f20-03f9-561f-8ac4-e6604da1d90e","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2065","Self levelling coverage completed and acceptable"
"81633bc0-43cf-5f91-8903-672fa0b29f31","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2065","Underfloor heating completed - specified level of finish achieved"
"168e7489-27f0-5dac-a4de-69d93b3efe12","","checkpoint-status","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2065","Inspections completed and issued to Foreman"
"570e1aad-c7f8-5f77-a3a7-0580535bbb56","","holdpoint","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe:59e87c0f-137e-4e76-8956-b4e7f7ae1968","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2065","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"d689f58d-84a8-4afc-9b4f-9ae2b8b31ec2","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2066"
"e3516c19-af94-509e-bdd7-0fcc59e9c62a","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2066","Wiring on the floor completed correctly"
"5d02c053-b552-52d0-8f98-090f38acf564","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2066","Self levelling coverage completed and acceptable"
"6b0beb80-7c2d-50e7-9ed1-ea30b051cf98","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2066","Underfloor heating completed - specified level of finish achieved"
"2a3953a1-8fc4-51ec-9209-2f0fef6cd811","","checkpoint-status","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2066","Inspections completed and issued to Foreman"
"5aa765b5-5806-58e0-b1b6-52cc73552ae4","","holdpoint","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe:59e87c0f-137e-4e76-8956-b4e7f7ae1968","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2066","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"cde6a50f-dbc6-411a-b865-079202c2e383","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2067"
"8aa7e3a5-6297-5b2b-b8d1-93edcf6f3405","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2067","Wiring on the floor completed correctly"
"52ea8127-69ee-54ee-8676-260e9cdc49f5","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2067","Self levelling coverage completed and acceptable"
"3351abab-d95e-5332-9542-da5f9b4ac9fa","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2067","Underfloor heating completed - specified level of finish achieved"
"f4604bfd-55c4-5bb2-a6f7-6f8996471271","","checkpoint-status","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2067","Inspections completed and issued to Foreman"
"f3a5e709-43d4-58eb-916f-35fc36f58fdb","","holdpoint","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe:59e87c0f-137e-4e76-8956-b4e7f7ae1968","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2067","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"36ab4efd-bee2-4d42-ab92-e564d7218674","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2068"
"2649b2c6-c8b7-5f44-a29b-c89bd9697834","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2068","Wiring on the floor completed correctly"
"eda5cd97-5525-5a09-ba30-de6c7db0a084","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2068","Self levelling coverage completed and acceptable"
"093cc10d-a7b9-5bab-85d2-2941f82c8a5c","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2068","Underfloor heating completed - specified level of finish achieved"
"3c74c846-c627-5105-be0c-369096d789e6","","checkpoint-status","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2068","Inspections completed and issued to Foreman"
"5857150c-7c47-5a18-9d9d-c4fd51f4db4e","","holdpoint","pass","POST - S - Underfloor heating:57061e70-a997-4322-83e7-3791407cd3fe:59e87c0f-137e-4e76-8956-b4e7f7ae1968","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2068","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"f98ca964-794b-4db5-b68f-d3439431260d","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2069"
"811a7a05-f191-518f-8b63-21c8296e8627","","checkpoint-status","pass","POST - S - Underfloor heating:be793abb-fe71-4027-96fb-dd47abc0bc4c","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2069","Wiring on the floor completed correctly"
"487c0217-335e-5eb2-a474-596d2308c34c","","checkpoint-status","pass","POST - S - Underfloor heating:e62f2f43-07ad-4e1e-8dcf-6dae054068b1","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2069","Self levelling coverage completed and acceptable"
"626a6ba2-5c92-5136-91c7-a20a412ccda1","","checkpoint-status","pass","POST - S - Underfloor heating:f68e5587-0954-49f4-bf17-a38f5422eb39","","TRUE","TRUE","QA - Building B01","Fitout","Level 2","Area 2","Apartments","2069","Underfloor heating completed - specified level of finish achieved"
