"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"214d6b83-bdcd-4c13-9d0f-4a7fcc19746f","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","FALSE","FALSE","B04 Fitout"
"f812e80d-ee4e-4559-ab17-c0b567bc032d","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","FALSE","FALSE","B04 Fitout","Level 1"
"c92acc2b-5ed1-459c-9ff6-c3557cdb51dd","","checklist-sectioned","pass","Level 1 Residential Areas","checklist","FALSE","FALSE","B04 Fitout","Level 1","Residential Areas"
"70a84a8c-012d-4951-958c-8e94378343f3","","checkpoint-group","pass","Level 1 Residential Areas:3b6f196d-198a-4199-9761-9671e2144911","","FALSE","FALSE","B04 Fitout","Level 1","Residential Areas","Apartment A88"
"51eecd43-2cf7-452e-b09b-36996887ab64","","checkpoint-status","not-started","Level 2 Residential Areas:806d6dec-6068-4624-9786-ac08ffc098f8:720ad454-d9b7-480a-9bb2-00e5f67a1979","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B103","Self leveling coverage completed"
"2a3f7fdc-329f-4a63-82f3-abd6ad260be7","","holdpoint","not-started","Level 2 Residential Areas:806d6dec-6068-4624-9786-ac08ffc098f8:720ad454-d9b7-480a-9bb2-00e5f67a1979:cb51cb6d-3b68-49a6-84e3-3bbee38e1201","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B103","Raise Remedial/ Main Contractor Signoff"
"0ebbdec6-e6c2-46ce-8453-a846420ab773","","checkpoint-group","pass","Level 2 Residential Areas:5181f547-9d80-44e1-a76a-97b83e0bbaa0","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B104"
"39c9d0c7-1265-4a25-901f-9ba6173cf333","","checkpoint-status","pass","Level 2 Residential Areas:5181f547-9d80-44e1-a76a-97b83e0bbaa0:b2fc1d65-7a79-428a-b2fd-a1a75589e66f","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B104","Area floor level acceptable"
"ce7ab520-ae07-4bae-bc95-e9d50a4fdff1","","checkpoint-status","pass","Level 2 Residential Areas:5181f547-9d80-44e1-a76a-97b83e0bbaa0:f07d0de5-d63e-4f41-b9bd-1dcfdd8eab35","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B104","Wiring on the floor completed (photos attached)"
"356356b8-e9a7-4449-88fe-8cdf1d517a3b","","checkpoint-status","pass","Level 2 Residential Areas:5181f547-9d80-44e1-a76a-97b83e0bbaa0:d7c6c740-5c60-4c34-8c61-7e1c23bceca6","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B104","Self leveling coverage completed"
"e1e9665b-5adc-4f80-bfc9-b45e4c779e3b","","holdpoint","pass","Level 2 Residential Areas:5181f547-9d80-44e1-a76a-97b83e0bbaa0:d7c6c740-5c60-4c34-8c61-7e1c23bceca6:486b6fe6-f19e-4719-9120-363240a84d8f","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B104","Raise Remedial/ Main Contractor Signoff"
"3439d898-5cfc-498c-92dc-83c276c5a8a5","","checkpoint-group","pass","Level 2 Residential Areas:05dbb301-b680-4a96-a740-c9c91108ee7a","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B105"
"26d4c03a-b7ed-43cb-8e2e-609ac1f6802e","","checkpoint-status","pass","Level 2 Residential Areas:05dbb301-b680-4a96-a740-c9c91108ee7a:fe7570a4-e599-4519-b341-ef02421862c6","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B105","Area floor level acceptable"
"2ecf07a5-92e7-41f8-b0c1-1de967647baf","","checkpoint-status","pass","Level 2 Residential Areas:05dbb301-b680-4a96-a740-c9c91108ee7a:3615fc41-d380-4076-93a7-5e24d563f22f","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B105","Wiring on the floor completed (photos attached)"
"9e562561-5948-4498-9063-08dc6b637547","","checkpoint-status","pass","Level 2 Residential Areas:05dbb301-b680-4a96-a740-c9c91108ee7a:de5d3f5f-f796-4c9a-b9a6-b627c5f65ff5","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B105","Self leveling coverage completed"
"d82c3ed6-6e1b-4b87-b54b-afb23d82462a","","holdpoint","pass","Level 2 Residential Areas:05dbb301-b680-4a96-a740-c9c91108ee7a:de5d3f5f-f796-4c9a-b9a6-b627c5f65ff5:fac0959a-f6b5-4d35-a5e8-a9445a9acb90","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B105","Raise Remedial/ Main Contractor Signoff"
"3d51754f-057c-4574-a0bf-e7da83cee39c","","checkpoint-group","pass","Level 2 Residential Areas:29f68b4d-ee19-4b99-8a50-b776a6acb24b","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B106"
"6f06686d-a49b-4536-9beb-f593c8f9ae6d","","checkpoint-status","pass","Level 2 Residential Areas:29f68b4d-ee19-4b99-8a50-b776a6acb24b:0ed93cd7-82c8-4234-99dc-5880deba9b2e","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B106","Area floor level acceptable"
"63d6cc21-b9dc-4be9-839a-50358473a196","","checkpoint-status","pass","Level 2 Residential Areas:29f68b4d-ee19-4b99-8a50-b776a6acb24b:ff2befa2-a9e3-4c65-90e7-759d7962be60","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B106","Wiring on the floor completed (photos attached)"
"11b87d5c-9d39-4632-a1fb-1538b14e5091","","checkpoint-status","pass","Level 2 Residential Areas:29f68b4d-ee19-4b99-8a50-b776a6acb24b:5b573012-d87b-47e8-88c2-ef4c6b1ea3eb","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B106","Self leveling coverage completed"
"fc148334-d0da-4fce-9b24-1fdb519cd7c2","","holdpoint","pass","Level 2 Residential Areas:29f68b4d-ee19-4b99-8a50-b776a6acb24b:5b573012-d87b-47e8-88c2-ef4c6b1ea3eb:8c299971-6304-4fe6-a5b5-4c37a5f66c7b","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B106","Raise Remedial/ Main Contractor Signoff"
"3824ee65-7434-440b-a4ac-aa7f7f7d19a9","","checkpoint-group","pass","Level 2 Residential Areas:d3b15224-9729-48ec-af84-142474eceb38","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B107"
"868e28f3-5c27-4eef-871e-c778d91acb30","","checkpoint-status","pass","Level 2 Residential Areas:d3b15224-9729-48ec-af84-142474eceb38:19d07c46-7915-4d51-bd9b-f177e659e8c0","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B107","Area floor level acceptable"
"9744d7f5-77aa-4f14-bafa-363a657b4c05","","checkpoint-status","pass","Level 2 Residential Areas:d3b15224-9729-48ec-af84-142474eceb38:ee83cc92-ed85-4288-b06c-81e2e4fc0895","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B107","Wiring on the floor completed (photos attached)"
"6111b35e-d992-46ff-b1d9-2ea5bc0cc2a1","","checkpoint-status","pass","Level 2 Residential Areas:d3b15224-9729-48ec-af84-142474eceb38:3d37fcb7-37d3-4c03-82b2-e506715ead2d","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B107","Self leveling coverage completed"
"a39fa9b1-8028-47b0-9c91-10e276d78768","","holdpoint","pass","Level 2 Residential Areas:d3b15224-9729-48ec-af84-142474eceb38:3d37fcb7-37d3-4c03-82b2-e506715ead2d:b304c79e-a16e-4cdb-b7c1-88cf93fd4354","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B107","Raise Remedial/ Main Contractor Signoff"
"50c453d0-af3b-4071-97c7-7a60e9d020fd","","checkpoint-group","pass","Level 2 Residential Areas:9546fbc9-fdfc-4037-bc09-e0005febe364","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B108"
"0f5ececc-a675-40b5-ba08-bae87c44fa35","","checkpoint-status","pass","Level 2 Residential Areas:9546fbc9-fdfc-4037-bc09-e0005febe364:aae08f26-6bce-4ac5-b21f-eed733201487","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B108","Area floor level acceptable"
"7b71ae05-7b0f-4c4c-ba41-e5833ef63305","","checkpoint-status","pass","Level 2 Residential Areas:9546fbc9-fdfc-4037-bc09-e0005febe364:abd42966-bf84-4616-93e4-db1ad6437723","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B108","Wiring on the floor completed (photos attached)"
"fb8b18f9-3405-411e-a97d-fe54cace560f","","checkpoint-status","pass","Level 2 Residential Areas:9546fbc9-fdfc-4037-bc09-e0005febe364:3b65df59-3e9d-499a-aaee-cfbe099d6759","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B108","Self leveling coverage completed"
"9a31286a-e33e-4a0a-a583-0b864a3731fb","","holdpoint","pass","Level 2 Residential Areas:9546fbc9-fdfc-4037-bc09-e0005febe364:3b65df59-3e9d-499a-aaee-cfbe099d6759:f3514c7d-5cb2-43a3-8172-c10738891cc4","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B108","Raise Remedial/ Main Contractor Signoff"
"287bac03-0523-4217-bb65-fd1d28ec953a","","checkpoint-group","pass","Level 2 Residential Areas:acc581c4-06b4-4d07-be4e-6a2793ab78f3","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B109"
"ede76032-c085-467f-9d80-f70261c62b04","","checkpoint-status","pass","Level 2 Residential Areas:acc581c4-06b4-4d07-be4e-6a2793ab78f3:c1e49c13-b9a0-401e-a640-744162f856c0","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B109","Area floor level acceptable"
"8f8a0c76-11c9-4feb-b42e-4b7ee0b25ff1","","checkpoint-status","pass","Level 2 Residential Areas:acc581c4-06b4-4d07-be4e-6a2793ab78f3:a6b2515e-9d1f-4313-bbf9-73e1a99b44af","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B109","Wiring on the floor completed (photos attached)"
"8d8cb5b5-bbbc-4fd0-8ae8-2cb2b09ad93e","","checkpoint-status","pass","Level 2 Residential Areas:acc581c4-06b4-4d07-be4e-6a2793ab78f3:c319ef74-2483-43db-8eb8-83644de43fb7","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B109","Self leveling coverage completed"
"940ac900-270b-42e0-9dee-2a329e85289d","","holdpoint","pass","Level 2 Residential Areas:acc581c4-06b4-4d07-be4e-6a2793ab78f3:c319ef74-2483-43db-8eb8-83644de43fb7:1762fd9b-a045-4957-95f1-f4635df5143e","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B109","Raise Remedial/ Main Contractor Signoff"
"d338b6ce-c7c9-4bba-aebb-10078f8e3ec8","","checkpoint-group","pass","Level 2 Residential Areas:946af087-8879-45a6-b3a3-3c2f209238b4","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B110"
"298b7e7b-7937-42fe-8ad1-fb0e423ac8fd","","checkpoint-status","pass","Level 2 Residential Areas:946af087-8879-45a6-b3a3-3c2f209238b4:fca96b49-d391-4e37-bd01-299e7c1f8f81","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B110","Area floor level acceptable"
"91f8369c-8aa3-445d-a986-5f865ae57669","","checkpoint-status","pass","Level 2 Residential Areas:946af087-8879-45a6-b3a3-3c2f209238b4:0ba471fe-4d28-4d98-b6b7-de7d66f527b8","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B110","Wiring on the floor completed (photos attached)"
"1f513e01-e6db-4fbe-b6f5-7ff3802b11eb","","checkpoint-status","pass","Level 2 Residential Areas:946af087-8879-45a6-b3a3-3c2f209238b4:53e8451c-1bc9-4df4-8b78-7899fbb147ab","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B110","Self leveling coverage completed"
"83e1d7a4-8d34-49f9-b818-7c06e14c1781","","holdpoint","pass","Level 2 Residential Areas:946af087-8879-45a6-b3a3-3c2f209238b4:53e8451c-1bc9-4df4-8b78-7899fbb147ab:dab48eb7-7f10-49e0-9ecb-c2c37a21c65f","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B110","Raise Remedial/ Main Contractor Signoff"
"ea492134-5881-43e1-8212-83f300756f9a","","checkpoint-group","pass","Level 2 Residential Areas:23fd3c4a-6f92-42dc-9472-2113948e8705","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B111"
"74aec7b0-c2a2-476f-8a43-36c8dfaab133","","checkpoint-status","pass","Level 2 Residential Areas:23fd3c4a-6f92-42dc-9472-2113948e8705:94199f13-f576-469c-bded-a26aff94a420","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B111","Area floor level acceptable"
"7cf30399-f329-4fc7-9947-c727d5358be1","","checkpoint-status","pass","Level 2 Residential Areas:23fd3c4a-6f92-42dc-9472-2113948e8705:66e95100-148c-4e4a-9c33-da9e494964fd","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B111","Wiring on the floor completed (photos attached)"
"f3d978d3-34bd-4205-adbb-18daef254891","","checkpoint-status","pass","Level 2 Residential Areas:23fd3c4a-6f92-42dc-9472-2113948e8705:1a57a7c3-83a7-411f-b472-edc02b032739","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B111","Self leveling coverage completed"
"3fe84b32-e74f-4fa8-b583-26419fa55f59","","holdpoint","pass","Level 2 Residential Areas:23fd3c4a-6f92-42dc-9472-2113948e8705:1a57a7c3-83a7-411f-b472-edc02b032739:3bece13e-d8ce-440c-b86e-a4c2f17ce6aa","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B111","Raise Remedial/ Main Contractor Signoff"
"ae0c282d-b0ce-4973-8c38-b878a57f8d1e","","checklist-sectioned","not-started","Level 2 Service Areas","checklist","FALSE","FALSE","B04 Fitout","Level 2","Service Areas"
"cc45bc53-9651-4cf4-a168-2e3579063ef3","","checkpoint-group","not-started","Level 2 Service Areas:8b9f0fe7-522b-45e9-a32b-f292b42bff6a","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-33"
"6e7bdfe0-cd54-4532-ac4e-1aa0de74f052","","checkpoint-status","not-started","Level 2 Service Areas:8b9f0fe7-522b-45e9-a32b-f292b42bff6a:69a97ef8-04b8-44ae-954c-dad51297e661","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-33","Area floor level acceptable"
"47477080-affe-44c4-a7fc-46a4f42ca8d4","","checkpoint-status","not-started","Level 2 Service Areas:8b9f0fe7-522b-45e9-a32b-f292b42bff6a:4d2bdccc-2d26-4679-b045-579203953189","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-33","Wiring on the floor completed (photos attached)"
"8a80685e-cdaf-467a-a618-eeb9d52f27be","","checkpoint-status","not-started","Level 2 Service Areas:8b9f0fe7-522b-45e9-a32b-f292b42bff6a:4cd99b76-924f-4e6b-8003-e8334cd8292d","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-33","Self leveling coverage completed"
"fe3cb86d-90ae-44a3-837b-c7d876abbd2a","","holdpoint","not-started","Level 2 Service Areas:8b9f0fe7-522b-45e9-a32b-f292b42bff6a:4cd99b76-924f-4e6b-8003-e8334cd8292d:0e13e6d2-545a-49da-97fe-deb863c8914a","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-33","Raise Remedial/ Main Contractor Signoff"
"5a776699-7172-4383-bbc6-7d4aae2d8ecf","","checkpoint-group","not-started","Level 2 Service Areas:f2432538-c7bb-4d82-8e66-9c27b7e779cd","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-34"
"26e51aaf-fdc0-4a78-a169-012147858cfe","","checkpoint-status","not-started","Level 2 Service Areas:f2432538-c7bb-4d82-8e66-9c27b7e779cd:364de063-d86f-4f21-9a67-8d3f709e7037","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-34","Area floor level acceptable"
"94033f32-e51e-4ee0-9015-c025b9c702be","","checkpoint-status","not-started","Level 2 Service Areas:f2432538-c7bb-4d82-8e66-9c27b7e779cd:f58007c1-539a-41ec-9793-8bfae674bca1","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-34","Wiring on the floor completed (photos attached)"
"4c2ac090-c422-4b0d-95cb-d2b6bab8a224","","checkpoint-status","not-started","Level 2 Service Areas:f2432538-c7bb-4d82-8e66-9c27b7e779cd:afa2a904-c49f-4c4b-9b4b-80ecbbe1bc8d","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-34","Self leveling coverage completed"
"296bebc1-153d-44b7-ac55-a18e32ab7167","","holdpoint","not-started","Level 2 Service Areas:f2432538-c7bb-4d82-8e66-9c27b7e779cd:afa2a904-c49f-4c4b-9b4b-80ecbbe1bc8d:fb08382f-9f71-426b-a269-5636dcfbc58a","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-34","Raise Remedial/ Main Contractor Signoff"
"1b7fcdb1-ea41-48c1-b7ab-79e74f5629ba","","checkpoint-group","not-started","Level 2 Service Areas:b991c629-d7ee-4483-9911-6385c13b9bd4","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-35"
"ef0662dd-3661-47c7-a6a1-7af2f225ffb4","","checkpoint-status","not-started","Level 2 Service Areas:b991c629-d7ee-4483-9911-6385c13b9bd4:cdab339a-2a2f-46f7-828b-c806917a235f","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-35","Area floor level acceptable"
"4792d11a-433f-4c1b-b0d9-00e3c046e2bd","","checkpoint-status","not-started","Level 2 Service Areas:b991c629-d7ee-4483-9911-6385c13b9bd4:991a33ab-ae98-4e21-9d54-822170f24cdd","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-35","Wiring on the floor completed (photos attached)"
"fd2e3a4b-bc8a-4676-a28b-8806bd27e1b1","","checkpoint-status","not-started","Level 2 Service Areas:b991c629-d7ee-4483-9911-6385c13b9bd4:4e0e87f6-5a69-48ec-a647-1c437cf4ab60","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-35","Self leveling coverage completed"
"4bede1e6-17ee-47bf-8ea3-2cda15b81834","","holdpoint","not-started","Level 2 Service Areas:b991c629-d7ee-4483-9911-6385c13b9bd4:4e0e87f6-5a69-48ec-a647-1c437cf4ab60:ec9a4140-d401-472d-9a0c-33ed337320a2","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Services A3-35","Raise Remedial/ Main Contractor Signoff"
"3073090b-7ccc-44b6-bc3d-b2a83d47003c","","checkpoint-group","not-started","Level 2 Service Areas:e92e79d2-0121-4694-a9c9-99cacceb7d3c","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Electrical A3-38"
"7a66c3df-ba29-48a1-99c0-41882d15610b","","checkpoint-status","not-started","Level 2 Service Areas:e92e79d2-0121-4694-a9c9-99cacceb7d3c:e62f5650-fc69-4131-82da-93f140a686d8","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Electrical A3-38","Area floor level acceptable"
"03a300b7-be85-437d-8459-0516876ee81a","","checkpoint-status","not-started","Level 2 Service Areas:e92e79d2-0121-4694-a9c9-99cacceb7d3c:f20dbca3-8b15-45ac-82af-3342aeef7a96","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Electrical A3-38","Wiring on the floor completed (photos attached)"
"114e004d-dca3-41b5-b54f-d1ddc2a796ae","","checkpoint-status","not-started","Level 2 Service Areas:e92e79d2-0121-4694-a9c9-99cacceb7d3c:01737b2a-a349-4deb-a556-0f19c20255ee","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Electrical A3-38","Self leveling coverage completed"
"ca0d8b92-224a-4c59-b8ac-83b0d119bbca","","holdpoint","not-started","Level 2 Service Areas:e92e79d2-0121-4694-a9c9-99cacceb7d3c:01737b2a-a349-4deb-a556-0f19c20255ee:8803e150-4014-4dd1-953f-8eb7b94884ae","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Electrical A3-38","Raise Remedial/ Main Contractor Signoff"
"1f2e2548-302e-4833-88da-c68a7b85bdc8","","checkpoint-group","not-started","Level 2 Service Areas:c86e93a5-eda1-49f8-b2cd-8d31064dcd3c","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Electrical A3-90"
"afb56257-7cf6-422c-ae6c-1c0c1b6a4123","","checkpoint-status","not-started","Level 2 Service Areas:c86e93a5-eda1-49f8-b2cd-8d31064dcd3c:193ea9d0-4b3c-4f22-bb35-927b2c2a747c","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Electrical A3-90","Area floor level acceptable"
"e8c48b30-8333-47e5-8d82-3d42c9a4fc75","","checkpoint-status","not-started","Level 2 Service Areas:c86e93a5-eda1-49f8-b2cd-8d31064dcd3c:782c5651-f020-4659-b759-de4dfa2ac1b9","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Electrical A3-90","Wiring on the floor completed (photos attached)"
"b82d9270-2495-4485-ba21-c27be062b0b8","","checkpoint-status","not-started","Level 2 Service Areas:c86e93a5-eda1-49f8-b2cd-8d31064dcd3c:1e8b73ac-b165-49ed-823d-0abc40b38527","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Electrical A3-90","Self leveling coverage completed"
"fe92997c-21bb-4e64-9438-99ef35817d1d","","holdpoint","not-started","Level 2 Service Areas:c86e93a5-eda1-49f8-b2cd-8d31064dcd3c:1e8b73ac-b165-49ed-823d-0abc40b38527:be102d9d-ebfc-47fe-9a6c-6dc49b575a95","","FALSE","FALSE","B04 Fitout","Level 2","Service Areas","Electrical A3-90","Raise Remedial/ Main Contractor Signoff"
"0fb5cb4d-1954-46ec-973e-f3b2c49694b1","","checklist-sectioned","not-started","Level 2 Corridors & Lobbies","checklist","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies"
"2d6bac8c-6994-4db1-9a48-4f3545761a30","","checkpoint-group","not-started","Level 2 Corridors & Lobbies:3fda1f28-9360-4f62-8c5b-a45d17002197","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW01 (A3-74)"
"90340253-28a5-4e03-881f-5dc807e8bf6e","","checkpoint-status","not-started","Level 2 Corridors & Lobbies:3fda1f28-9360-4f62-8c5b-a45d17002197:36768013-aae9-4796-8a4e-bae9579d3a32","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW01 (A3-74)","Area floor level acceptable"
"d58fab00-14b1-42c2-82a0-77a64434c638","","checkpoint-status","not-started","Level 2 Corridors & Lobbies:3fda1f28-9360-4f62-8c5b-a45d17002197:3e5423e5-b3b2-4e7b-8497-b2fb7977c80f","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW01 (A3-74)","Wiring on the floor completed (photos attached)"
"5ad75cac-d867-4beb-aa4e-d8c4d01bb72e","","checkpoint-status","not-started","Level 2 Corridors & Lobbies:3fda1f28-9360-4f62-8c5b-a45d17002197:e3e65fc7-4201-4a0c-872f-0fc0587dda16","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW01 (A3-74)","Self leveling coverage completed"
"f6ffb4a1-4c4b-4e39-aa0e-8a4220bbee8d","","holdpoint","not-started","Level 2 Corridors & Lobbies:3fda1f28-9360-4f62-8c5b-a45d17002197:e3e65fc7-4201-4a0c-872f-0fc0587dda16:b059f246-a51a-4d7f-87b4-6cfce3d94b16","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW01 (A3-74)","Raise Remedial/ Main Contractor Signoff"
"d2e2b753-ed95-40e4-9221-2e1803a03485","","checkpoint-group","not-started","Level 2 Corridors & Lobbies:26737d27-dfa2-496a-9e75-32c50dbe0ac8","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW02 (A3-71)"
"d81f35aa-a47d-473a-acb7-6c6d64a46beb","","checkpoint-status","not-started","Level 2 Corridors & Lobbies:26737d27-dfa2-496a-9e75-32c50dbe0ac8:bfb8f8f6-d9fd-4545-abac-84b670106abb","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW02 (A3-71)","Area floor level acceptable"
"bb36a385-68ee-4f2a-9aae-68bcea7eaddd","","checkpoint-status","not-started","Level 2 Corridors & Lobbies:26737d27-dfa2-496a-9e75-32c50dbe0ac8:08cabbdd-2c26-4735-beb8-de0bab8e3b2a","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW02 (A3-71)","Wiring on the floor completed (photos attached)"
"d37c0ead-b9cd-43b8-859e-cea14a3a67f8","","checkpoint-status","not-started","Level 2 Corridors & Lobbies:26737d27-dfa2-496a-9e75-32c50dbe0ac8:ca32f663-77d1-4bf1-9bef-7546d663b03b","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW02 (A3-71)","Self leveling coverage completed"
"d97b55df-4f4d-4484-b6d2-74ce7a15fea5","","holdpoint","not-started","Level 2 Corridors & Lobbies:26737d27-dfa2-496a-9e75-32c50dbe0ac8:ca32f663-77d1-4bf1-9bef-7546d663b03b:e6ba741f-f8e4-45ef-afe0-044ae703dd00","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW02 (A3-71)","Raise Remedial/ Main Contractor Signoff"
"672ea55e-809c-4a27-8824-f476c3fdf779","","checkpoint-group","not-started","Level 2 Corridors & Lobbies:f2cf8844-ec10-40f6-b04c-b465c9a15387","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW03 (A3-91)"
"df48d4dc-fcf1-49eb-9da4-54f78c486920","","checkpoint-status","not-started","Level 2 Corridors & Lobbies:f2cf8844-ec10-40f6-b04c-b465c9a15387:38e94ce6-e619-401a-9556-0dacd8990635","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW03 (A3-91)","Area floor level acceptable"
"15d714b1-d5f6-4ac2-b5b1-b6a781679608","","checkpoint-status","not-started","Level 2 Corridors & Lobbies:f2cf8844-ec10-40f6-b04c-b465c9a15387:88668a61-fb1d-4ce3-88a1-aeead3881659","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW03 (A3-91)","Wiring on the floor completed (photos attached)"
"a6fd2e5a-f301-41e4-ae71-2abfda5e55ab","","checkpoint-status","not-started","Level 2 Corridors & Lobbies:f2cf8844-ec10-40f6-b04c-b465c9a15387:1e2d00b1-5449-445e-acfc-fb039a8fdfe1","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW03 (A3-91)","Self leveling coverage completed"
"75ec02d7-349d-4b8c-8d56-98fcfb72a501","","holdpoint","not-started","Level 2 Corridors & Lobbies:f2cf8844-ec10-40f6-b04c-b465c9a15387:1e2d00b1-5449-445e-acfc-fb039a8fdfe1:a7defc20-26e3-483f-a4dc-ce3be29dc4fa","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Stairwell SW03 (A3-91)","Raise Remedial/ Main Contractor Signoff"
"35447017-96aa-42c6-98b6-77b6cf437e29","","checkpoint-group","not-started","Level 2 Corridors & Lobbies:0d1dd85e-4407-4771-bfe4-b642f33a9f13","","FALSE","FALSE","B04 Fitout","Level 2","Corridors & Lobbies","Lobby S0-02"
