"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bd8b178e-db9b-49fc-b15f-f898a2c592a0","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","FALSE","FALSE","B02"
"c2bf966c-45ec-45fb-afcd-04352ca1930f","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5"
"efa9b2d2-66ed-4d02-adba-e6bf5b523aaf","","checklist-sectioned","not-started","SYS - Finger 1: Grids A - N & 1 - 6.5 Ground Floor","checklist","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Ground Floor"
"336c0d37-9dfd-4200-be00-bd7a3c95de4d","","checkpoint-group","not-started","SYS - Finger 1: Grids A - N & 1 - 6.5 Ground Floor:86ccb46d-335a-441e-8187-4fe6ed1eb282","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Ground Floor","G15"
"07167a34-a6f5-4445-bec3-f967e4ee15b1","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Ground Floor:6dda3e41-792f-44bd-a60f-c3d7579cd053","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Ground Floor","G64"
"20ee33c6-e0e5-4391-b17e-01247cd1c088","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Ground Floor:6dda3e41-792f-44bd-a60f-c3d7579cd053:c01d7419-3a78-46b3-9c01-cc32e9d1655e","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Ground Floor","G64","Area floor level acceptable"
"51feae08-d1b3-4805-a1fd-ab8a11edc254","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Ground Floor:6dda3e41-792f-44bd-a60f-c3d7579cd053:efbcdc8d-433c-49aa-a02b-b499f10752ac","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Ground Floor","G64","Wiring on the floor completed (photos attached)"
"aacab589-88b1-4ac1-8f2b-cc8dc9accae1","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Ground Floor:6dda3e41-792f-44bd-a60f-c3d7579cd053:dccfb7ea-9cdd-419e-b86b-bb18ed3c433a","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Ground Floor","G64","Self leveling coverage completed"
"7fd8ca8c-0117-4630-b39b-f76e39fe127a","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Ground Floor:6dda3e41-792f-44bd-a60f-c3d7579cd053:dccfb7ea-9cdd-419e-b86b-bb18ed3c433a:b72e7e61-45f7-4bbb-a0d3-ef8b98a2f37e","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Ground Floor","G64","Raise Remedial/ Main Contractor Signoff"
"c8629d90-8bfc-445b-8b68-0b751be8c337","","checklist-sectioned","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1","checklist","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1"
"e814e464-a78d-4eeb-b7d8-c09b7bf5ed8f","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:4681e6c8-22b0-496f-87b5-d7011673a49e","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","157"
"026c1b8b-1236-44c1-bcc0-4a83d387de82","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:4681e6c8-22b0-496f-87b5-d7011673a49e:3242d7f6-cf17-4013-9e27-0dde53f0bdb4","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","157","Area floor level acceptable"
"17d1d177-798b-496b-b9b2-b18e8e10ad8f","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:4681e6c8-22b0-496f-87b5-d7011673a49e:8fc0e9cf-8ef5-4d8d-88b3-c0d2632eaec9","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","157","Wiring on the floor completed (photos attached)"
"96c791d8-d1b0-44ca-a868-a84f94edf9e3","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:4681e6c8-22b0-496f-87b5-d7011673a49e:3dace90b-f3f5-44f3-bb2b-c4aae2dddb59","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","157","Self leveling coverage completed"
"225a4f20-688e-483e-abe5-d211f642d81f","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:4681e6c8-22b0-496f-87b5-d7011673a49e:3dace90b-f3f5-44f3-bb2b-c4aae2dddb59:d3098894-4396-4f26-8e34-72fea435fbe2","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","157","Raise Remedial/ Main Contractor Signoff"
"14546dfc-aaa4-432a-b319-ce169033b222","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:2857889c-bcf3-4eeb-8368-7c39fd056813","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","158"
"c7a8f060-c726-4891-b239-c35d1133b083","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:2857889c-bcf3-4eeb-8368-7c39fd056813:73036d04-9a35-4ecc-849d-b065a33ff49c","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","158","Area floor level acceptable"
"21f21c3c-ef25-40bf-a8a0-1af2bfb638e1","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:2857889c-bcf3-4eeb-8368-7c39fd056813:220c3617-bf9f-474b-bbbe-9a38bf2be726","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","158","Wiring on the floor completed (photos attached)"
"a6660b53-162f-489c-a152-6b4a80ce1602","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:2857889c-bcf3-4eeb-8368-7c39fd056813:9c926238-3c4e-4745-b44e-67c04dfa9a24","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","158","Self leveling coverage completed"
"c579e5a8-c337-462b-8ff9-6f1172aacdbc","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:2857889c-bcf3-4eeb-8368-7c39fd056813:9c926238-3c4e-4745-b44e-67c04dfa9a24:9a596dad-055a-4632-aa5f-d1f3788bcef8","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","158","Raise Remedial/ Main Contractor Signoff"
"24fecd6c-5f26-4f8f-9a49-5a210498ec70","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:98e0d70e-e6ea-4861-b0e5-de5b4a7c84be","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","159"
"b85e3f8d-8cf9-44bb-bdd2-f3815df67791","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:98e0d70e-e6ea-4861-b0e5-de5b4a7c84be:b8858921-4b43-4bfd-9464-6753ff5baa79","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","159","Area floor level acceptable"
"87fd5694-d928-44cb-8490-44edde449e12","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:98e0d70e-e6ea-4861-b0e5-de5b4a7c84be:ec63a284-ef2c-42cf-bad7-48357661a42a","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","159","Wiring on the floor completed (photos attached)"
"c9fa2788-1d9e-458d-9d37-a40993d72764","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:98e0d70e-e6ea-4861-b0e5-de5b4a7c84be:f67c2115-890c-427e-90da-9fba2e6cdd19","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","159","Self leveling coverage completed"
"14d42cb1-c84c-4498-9f39-6cba041e18d7","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:98e0d70e-e6ea-4861-b0e5-de5b4a7c84be:f67c2115-890c-427e-90da-9fba2e6cdd19:a15450ff-991f-4f24-bcd8-26d6a9ac7f81","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","159","Raise Remedial/ Main Contractor Signoff"
"bb2e9fb2-0009-4c9f-b48c-d8914200462e","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:7602d52f-f655-4b9e-983c-f6747d86293b","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","160"
"0dea0470-2304-476d-b3bc-d7eca6fb6d49","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:7602d52f-f655-4b9e-983c-f6747d86293b:c704bd87-ed9e-4db6-bcb7-fb910de1c125","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","160","Area floor level acceptable"
"5847947d-c740-4cf7-a13c-7c0c1f55d63d","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:7602d52f-f655-4b9e-983c-f6747d86293b:65b54789-c962-4375-9076-33e158bb7e6a","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","160","Wiring on the floor completed (photos attached)"
"9c669e99-bb61-4418-88c1-bea18a74d1b4","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:7602d52f-f655-4b9e-983c-f6747d86293b:18a4a917-40bf-4d64-903c-e637b0b7f528","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","160","Self leveling coverage completed"
"f417ed24-1ed6-47bd-9b8f-b09576a1249b","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:7602d52f-f655-4b9e-983c-f6747d86293b:18a4a917-40bf-4d64-903c-e637b0b7f528:ab2394b4-7365-4f8f-991b-73c4d92d92c2","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","160","Raise Remedial/ Main Contractor Signoff"
"cc0e0958-762f-4919-a52d-230dd1264530","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:4ec63024-e91a-4943-95e9-504c105b6133","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","161"
"e45d3584-f616-485f-acbc-9c26960cf5df","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:4ec63024-e91a-4943-95e9-504c105b6133:6749cba9-b469-4183-8f95-63e07d918ee4","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","161","Area floor level acceptable"
"df61bfa9-702a-45b9-8e12-d8300a731e15","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:4ec63024-e91a-4943-95e9-504c105b6133:d594511b-0822-46cd-848f-1d2c00c31ef3","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","161","Wiring on the floor completed (photos attached)"
"ec433d5c-241b-4089-a282-975c0ba8edb7","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:4ec63024-e91a-4943-95e9-504c105b6133:abade192-662c-48fd-924f-dccf978bf047","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","161","Self leveling coverage completed"
"a7197228-8c5a-4544-80da-81024219268b","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:4ec63024-e91a-4943-95e9-504c105b6133:abade192-662c-48fd-924f-dccf978bf047:a48bb28e-da2b-4780-ba8a-d13f7fe72961","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","161","Raise Remedial/ Main Contractor Signoff"
"0216dcdd-7b84-4414-9020-cfa843fc2725","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:17a36583-2878-4d34-9b67-ea406e7b9a8c","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","162"
"307e25b2-0740-4b62-a359-0e59d0f2d693","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:17a36583-2878-4d34-9b67-ea406e7b9a8c:2cf1319b-2bcc-44ac-9d78-31055afb77ef","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","162","Area floor level acceptable"
"9dfb452d-8b1c-4317-8081-8b083345f072","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:17a36583-2878-4d34-9b67-ea406e7b9a8c:d31e741f-cf92-4e92-b725-8c98bc30b282","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","162","Wiring on the floor completed (photos attached)"
"b1554093-cdba-47e7-82f5-3a586c5ef70d","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:17a36583-2878-4d34-9b67-ea406e7b9a8c:e15ccc5d-c28e-4d6a-a172-ddb470e0a7e4","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","162","Self leveling coverage completed"
"f47f1cd7-27f8-4315-839f-36b1fd80c0c4","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:17a36583-2878-4d34-9b67-ea406e7b9a8c:e15ccc5d-c28e-4d6a-a172-ddb470e0a7e4:b19683c3-4164-4ac0-b37a-6aed2c50bf7e","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","162","Raise Remedial/ Main Contractor Signoff"
"18d681f5-1ac7-4a49-b4bf-5b2089b14af4","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:fdb3eff6-5fdf-43e3-bf30-76b80d641701","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","163"
"4f620a63-3620-492d-b99d-5f976aa9a040","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:fdb3eff6-5fdf-43e3-bf30-76b80d641701:3d3e0565-33e3-48ae-87c3-67c3e37350cb","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","163","Area floor level acceptable"
"a038853f-bfc6-42da-88a0-b13e5ea77a63","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:fdb3eff6-5fdf-43e3-bf30-76b80d641701:297e00ed-9ba2-4076-b4ba-f6a1ae163214","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","163","Wiring on the floor completed (photos attached)"
"db2c9f60-78b0-4a95-a422-39ad1cc29220","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:fdb3eff6-5fdf-43e3-bf30-76b80d641701:486b65f1-5207-4119-87b7-2cd4fb78ffc4","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","163","Self leveling coverage completed"
"7186d4a4-3e49-4253-a9dc-c095496f1a98","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:fdb3eff6-5fdf-43e3-bf30-76b80d641701:486b65f1-5207-4119-87b7-2cd4fb78ffc4:737ace1b-59cd-4b09-8cac-a7ada48d0fcc","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","163","Raise Remedial/ Main Contractor Signoff"
"33f40cca-9253-4e2f-9e9d-81b493c7df19","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:6ed81493-4738-4634-9e3e-1b16b86bfb5e","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","164"
"a9c7a36d-c54d-4b56-907b-d8d4205ea822","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:6ed81493-4738-4634-9e3e-1b16b86bfb5e:abcfeeb1-c0f9-4e07-9f47-a79d60650f78","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","164","Area floor level acceptable"
"41b04808-23e2-42c3-a300-fc2b7138a86a","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:6ed81493-4738-4634-9e3e-1b16b86bfb5e:5e3cfd38-391d-4000-939d-deeb86c0b335","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","164","Wiring on the floor completed (photos attached)"
"0670df5a-7f28-46ec-9476-7ee6d2da33aa","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:6ed81493-4738-4634-9e3e-1b16b86bfb5e:bb43a060-788d-4a2d-825b-2bb99fa36040","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","164","Self leveling coverage completed"
"69da4032-9769-4ece-8d9e-879a1e2e8108","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:6ed81493-4738-4634-9e3e-1b16b86bfb5e:bb43a060-788d-4a2d-825b-2bb99fa36040:efa5a233-9a9b-492e-b63f-68594d30619a","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","164","Raise Remedial/ Main Contractor Signoff"
"f802502e-81ac-4f52-9b90-0f81c153c8ce","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:8f581be3-516f-4ab8-963d-e12b53ab7c48","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","165"
"7067931f-5e71-49e3-8e42-cd5db41f24d1","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:8f581be3-516f-4ab8-963d-e12b53ab7c48:4c786bbe-af65-4f1c-82db-03cb04d8dc43","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","165","Area floor level acceptable"
"3ef8a011-af10-4450-8c63-a7f8416e32bf","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:8f581be3-516f-4ab8-963d-e12b53ab7c48:120d0b1b-d16e-4e2f-a658-bdb29d261542","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","165","Wiring on the floor completed (photos attached)"
"7089c3d2-c9b1-49bf-a594-a15d0c8c9714","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:8f581be3-516f-4ab8-963d-e12b53ab7c48:0162ee4d-2852-44cc-802e-c3496458ab3a","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","165","Self leveling coverage completed"
"264c7399-baa4-48f0-9a9c-8cf7d2f8d63c","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:8f581be3-516f-4ab8-963d-e12b53ab7c48:0162ee4d-2852-44cc-802e-c3496458ab3a:5a4311ef-61c9-4e7a-9dc5-fe9007462d39","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","165","Raise Remedial/ Main Contractor Signoff"
"b212bb6a-eafb-471b-8b66-34eaa10239a3","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:604b0f15-fb2d-44bd-b8ea-86aa7bd8846e","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","166"
"e4144fd6-d1ee-463c-b26c-061552430b4e","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:604b0f15-fb2d-44bd-b8ea-86aa7bd8846e:57a1fce5-a933-4203-8f43-ee1f860b55dc","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","166","Area floor level acceptable"
"a03f9e2c-8130-4cde-9e01-5c7af767176b","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:604b0f15-fb2d-44bd-b8ea-86aa7bd8846e:2d71a0f3-81a2-4a18-b16f-fceac8bed925","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","166","Wiring on the floor completed (photos attached)"
"bcf0487c-c751-462a-8bd3-c829ef843b1d","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:604b0f15-fb2d-44bd-b8ea-86aa7bd8846e:c3d57d34-03aa-41de-9ab2-a4665c7ac100","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","166","Self leveling coverage completed"
"0fcde55c-99f5-43a4-bdbc-d58e69c31fcb","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:604b0f15-fb2d-44bd-b8ea-86aa7bd8846e:c3d57d34-03aa-41de-9ab2-a4665c7ac100:d9162dfa-7a29-4bce-b7bf-3b78bc9955f2","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","166","Raise Remedial/ Main Contractor Signoff"
"51fd7540-0122-44e4-9a39-dd7effa06213","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:93f1eda2-013e-417a-af59-0a90189a5ff0","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","167"
"8e4e35e3-12cd-44a0-aef7-1078a87eb772","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:93f1eda2-013e-417a-af59-0a90189a5ff0:b59d873a-d3f3-48f0-be80-ed1e6e46b9e9","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","167","Area floor level acceptable"
"850de284-547a-4bc2-adde-272879d6f69d","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:93f1eda2-013e-417a-af59-0a90189a5ff0:79ce8914-ecac-425e-b18b-a8940d7bb7f6","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","167","Wiring on the floor completed (photos attached)"
"67bbc51f-52f0-42c3-a89e-fe476182a646","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:93f1eda2-013e-417a-af59-0a90189a5ff0:84a10702-770f-4362-98c3-01b798272cc7","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","167","Self leveling coverage completed"
"311c7f26-10b0-4455-b17c-13e308c2240d","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:93f1eda2-013e-417a-af59-0a90189a5ff0:84a10702-770f-4362-98c3-01b798272cc7:6160851e-202f-4a56-b989-0506658c2082","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","167","Raise Remedial/ Main Contractor Signoff"
"17e7e930-ef4f-4e72-bdba-43bdf34a001f","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:9eb85b01-523c-42bd-88d7-f70131dfe0f2","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","168"
"883d3261-bb70-4b4b-9549-a0c71a05ff9b","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:9eb85b01-523c-42bd-88d7-f70131dfe0f2:d0b9300c-a6aa-42b1-9a52-60b650e2ea5b","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","168","Area floor level acceptable"
"d1b7f264-1ca8-4add-b93c-aa86450450e4","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:9eb85b01-523c-42bd-88d7-f70131dfe0f2:fd9de550-6503-4943-9392-f7ab0f997d40","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","168","Wiring on the floor completed (photos attached)"
"604fa85a-88cb-449c-ab13-15550c1c7fa4","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:9eb85b01-523c-42bd-88d7-f70131dfe0f2:36eabd3d-ca2a-4f48-8574-62425d926c6d","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","168","Self leveling coverage completed"
"7c93c918-5b0f-4070-9f76-8cd6880d978a","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:9eb85b01-523c-42bd-88d7-f70131dfe0f2:36eabd3d-ca2a-4f48-8574-62425d926c6d:93610ec2-3be8-414e-a24c-57ba0abad0ce","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","168","Raise Remedial/ Main Contractor Signoff"
"568cc229-37e3-495f-930d-fce24f9279e6","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:dc78ae9f-c619-41f9-afd9-ea551ffe5dee","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","169"
"eac9e5ce-b560-4ce0-a4a8-2fa8d5e3cc82","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:dc78ae9f-c619-41f9-afd9-ea551ffe5dee:e8b24b40-aa5e-46b3-8e01-e5f623cad5cb","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","169","Area floor level acceptable"
"b8ef368b-59b8-4860-a243-0b83f9f65363","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:dc78ae9f-c619-41f9-afd9-ea551ffe5dee:ea8d6ffe-6d77-481a-9f3c-e9d133238af8","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","169","Wiring on the floor completed (photos attached)"
"46ec04b6-b4e7-4ece-953a-6eea7ea138c2","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:dc78ae9f-c619-41f9-afd9-ea551ffe5dee:05431f99-c883-47ac-a749-909225a17a7c","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","169","Self leveling coverage completed"
"cd496bc1-ab89-4e9a-bb87-e8682972db27","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:dc78ae9f-c619-41f9-afd9-ea551ffe5dee:05431f99-c883-47ac-a749-909225a17a7c:963bb6c6-c9e7-4d9a-bffd-215be0e7f96c","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","169","Raise Remedial/ Main Contractor Signoff"
"b8da4ee4-f04b-4246-abca-cf73ebdeb882","","checkpoint-group","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:3eb6b090-d170-40e2-bc34-19179fce47d0","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","170"
"b06a5296-a55e-431f-97fe-8adcbe12a317","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:3eb6b090-d170-40e2-bc34-19179fce47d0:0077a9cc-314b-403c-a35a-7275f8b78236","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","170","Area floor level acceptable"
"19d843e6-56d4-46e9-ae24-51693941a9e9","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:3eb6b090-d170-40e2-bc34-19179fce47d0:89f7a2a4-5274-4e13-b787-70d626a59fbe","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","170","Wiring on the floor completed (photos attached)"
"dbe6fdd5-5119-4b2a-91e7-d0900bd8103e","","checkpoint-status","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:3eb6b090-d170-40e2-bc34-19179fce47d0:9d06de27-b51f-4dd4-9d21-159414841546","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","170","Self leveling coverage completed"
