"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b60c4645-5d93-480c-af02-f8dd14a47037","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"5d2d9831-7207-462c-8886-0bb0cf01be16","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA","B01A"
"d9c50cdc-8595-4c19-abc0-f9efbce9da90","","checklist-sectioned","pass","zSYS - B01A - Level 5","checklist","FALSE","FALSE","QA","B01A","Level 5"
"575f0bbc-7e22-419e-b7c0-7c6bfddd311b","","checkpoint-group","pass","zSYS - B01A - Level 5:b27c844d-748a-4473-8198-d0b952a4a71a","","FALSE","FALSE","QA","B01A","Level 5","ALS 562 - Bathroom"
"8bb0a0a4-31ce-488a-9942-3deff3bd97f1","","checkpoint-status","pass","zSYS - B03B - Level 3:329a7fac-4809-4bfc-9e62-0197bfe562da:c822ed46-efaa-415a-8724-ec6bd3279ae9","","FALSE","FALSE","QA","B03B","Level 3","C27 - Bathroom","Area floor level acceptable"
"197d7f13-5b8c-4897-a46c-18a86ee0ea22","","checkpoint-status","pass","zSYS - B03B - Level 3:329a7fac-4809-4bfc-9e62-0197bfe562da:9c4fc783-d828-4971-9227-5ee76da17d96","","FALSE","FALSE","QA","B03B","Level 3","C27 - Bathroom","Wiring on the floor completed (photos attached)"
"cada22d6-ed2f-4468-8f92-61cb51a530d7","","checkpoint-status","pass","zSYS - B03B - Level 3:329a7fac-4809-4bfc-9e62-0197bfe562da:9c14e978-7176-48c5-af3f-c537bb5980fb","","FALSE","FALSE","QA","B03B","Level 3","C27 - Bathroom","Self leveling coverage completed"
"d1883d3f-c097-4b82-9b15-6d21fe99ed3e","","holdpoint","pass","zSYS - B03B - Level 3:329a7fac-4809-4bfc-9e62-0197bfe562da:9c14e978-7176-48c5-af3f-c537bb5980fb:74e82b0a-6761-4bdc-a478-d779ea24c0e1","","FALSE","FALSE","QA","B03B","Level 3","C27 - Bathroom","Raise Remedial/ Main Contractor Sign Off"
"6f621f1f-ac9b-42df-ae9c-029fcf034d36","","checklist-sectioned","pass","zSYS - B03B - Level 4","checklist","TRUE","FALSE","QA","B03B","Level 4"
"9f2404a0-f258-4712-9ec3-21e499bd2923","","checkpoint-group","pass","zSYS - B03B - Level 4:879977a0-0915-4339-bf9e-fe4aaeddbbfd","","FALSE","FALSE","QA","B03B","Level 4","D21 - Bathroom"
"f70713ac-f9aa-41c3-b272-d26b45e50304","","checkpoint-status","pass","zSYS - B03B - Level 4:879977a0-0915-4339-bf9e-fe4aaeddbbfd:cc89367d-29d1-46f8-ab6c-c453bcc2b1ea","","FALSE","FALSE","QA","B03B","Level 4","D21 - Bathroom","Area floor level acceptable"
"eef84197-ed16-4fc2-9f23-d78a63340e7c","","checkpoint-status","pass","zSYS - B03B - Level 4:879977a0-0915-4339-bf9e-fe4aaeddbbfd:98f0bf16-cf41-4182-a0fa-8fe933f5faed","","FALSE","FALSE","QA","B03B","Level 4","D21 - Bathroom","Wiring on the floor completed (photos attached)"
"27617ac9-00e8-4d8f-a047-b2cdb439da1f","","checkpoint-status","pass","zSYS - B03B - Level 4:879977a0-0915-4339-bf9e-fe4aaeddbbfd:112ef10c-b9cf-499f-b837-7dc0c3df038e","","FALSE","FALSE","QA","B03B","Level 4","D21 - Bathroom","Self leveling coverage completed"
"50306fcb-9694-441d-b781-0970e625243d","","holdpoint","pass","zSYS - B03B - Level 4:879977a0-0915-4339-bf9e-fe4aaeddbbfd:112ef10c-b9cf-499f-b837-7dc0c3df038e:144ae513-9633-4287-bd2d-b3ef8787b065","","FALSE","FALSE","QA","B03B","Level 4","D21 - Bathroom","Raise Remedial/ Main Contractor Sign Off"
"247c65fb-f93c-4633-a371-8557c71c8f7f","","checkpoint-group","pass","zSYS - B03B - Level 4:9f137931-c98a-4b6c-8173-6534ab50ea22","","FALSE","FALSE","QA","B03B","Level 4","D22 - Bathroom"
"1b607847-31d3-42a1-8357-cdc021a61fd7","","checkpoint-status","pass","zSYS - B03B - Level 4:9f137931-c98a-4b6c-8173-6534ab50ea22:ac223b5f-5bb8-44ff-9233-539068d3a2b9","","FALSE","FALSE","QA","B03B","Level 4","D22 - Bathroom","Area floor level acceptable"
"11999dbf-d5c4-4356-8043-2c582fb944e8","","checkpoint-status","pass","zSYS - B03B - Level 4:9f137931-c98a-4b6c-8173-6534ab50ea22:d3142bba-32e7-47a8-b2fd-0fe97b15a327","","FALSE","FALSE","QA","B03B","Level 4","D22 - Bathroom","Wiring on the floor completed (photos attached)"
"fce68eaf-281f-4901-9ac6-d55fe407cf1a","","checkpoint-status","pass","zSYS - B03B - Level 4:9f137931-c98a-4b6c-8173-6534ab50ea22:dbb1ccc3-61bb-4b2b-a83b-289fe6117d79","","FALSE","FALSE","QA","B03B","Level 4","D22 - Bathroom","Self leveling coverage completed"
"069dd4bc-056e-4e21-ad87-3b81dd12760c","","holdpoint","pass","zSYS - B03B - Level 4:9f137931-c98a-4b6c-8173-6534ab50ea22:dbb1ccc3-61bb-4b2b-a83b-289fe6117d79:6fee2aec-9489-439b-aef3-bd890fe400aa","","FALSE","FALSE","QA","B03B","Level 4","D22 - Bathroom","Raise Remedial/ Main Contractor Sign Off"
"6cf339b9-1e32-4670-98c3-b725a8a30c00","","checkpoint-group","pass","zSYS - B03B - Level 4:d761b857-2d13-4857-9389-d7b92de73d1d","","FALSE","FALSE","QA","B03B","Level 4","D23 - Bathroom"
"a02456c8-f935-4d76-abb7-50af45b3662f","","checkpoint-status","pass","zSYS - B03B - Level 4:d761b857-2d13-4857-9389-d7b92de73d1d:6f592550-d14c-4a40-a922-4d3ae2c14ed3","","FALSE","FALSE","QA","B03B","Level 4","D23 - Bathroom","Area floor level acceptable"
"e40c34a4-6d99-4000-bf46-4dc3307e2f05","","checkpoint-status","pass","zSYS - B03B - Level 4:d761b857-2d13-4857-9389-d7b92de73d1d:de81053c-835a-4dbb-9220-ffaa6c2f9aad","","FALSE","FALSE","QA","B03B","Level 4","D23 - Bathroom","Wiring on the floor completed (photos attached)"
"24b6c636-da5e-497d-b053-b2abd23250a2","","checkpoint-status","pass","zSYS - B03B - Level 4:d761b857-2d13-4857-9389-d7b92de73d1d:16bbba0e-7380-4195-b2dc-46f65c7d83f7","","FALSE","FALSE","QA","B03B","Level 4","D23 - Bathroom","Self leveling coverage completed"
"8d7f477d-82d4-4c6e-891d-643dbf119f37","","holdpoint","pass","zSYS - B03B - Level 4:d761b857-2d13-4857-9389-d7b92de73d1d:16bbba0e-7380-4195-b2dc-46f65c7d83f7:acc14c12-ecd2-407b-9300-0d6bfe75ed29","","FALSE","FALSE","QA","B03B","Level 4","D23 - Bathroom","Raise Remedial/ Main Contractor Sign Off"
"6ed2a6fe-73c0-404e-b423-6742334a4886","","checkpoint-group","pass","zSYS - B03B - Level 4:2a3e8404-c5bf-4a5d-ac21-0c5daf3eb771","","FALSE","FALSE","QA","B03B","Level 4","D24 - Bathroom"
"2642083d-f9b5-4d15-a446-41a07d13c616","","checkpoint-status","pass","zSYS - B03B - Level 4:2a3e8404-c5bf-4a5d-ac21-0c5daf3eb771:a9279ff8-5470-426d-ad8a-e73ce58fa7d7","","FALSE","FALSE","QA","B03B","Level 4","D24 - Bathroom","Area floor level acceptable"
"ea2b5c6a-1cdd-4b01-8c7a-742253687dc2","","checkpoint-status","pass","zSYS - B03B - Level 4:2a3e8404-c5bf-4a5d-ac21-0c5daf3eb771:7f955a96-6ad6-496b-8b76-b9c41c7acd60","","FALSE","FALSE","QA","B03B","Level 4","D24 - Bathroom","Wiring on the floor completed (photos attached)"
"5710f620-c294-4e53-b381-eaaa031f4e3c","","checkpoint-status","pass","zSYS - B03B - Level 4:2a3e8404-c5bf-4a5d-ac21-0c5daf3eb771:e5494b6c-69ff-4259-9339-a6ae27dde1ea","","FALSE","FALSE","QA","B03B","Level 4","D24 - Bathroom","Self leveling coverage completed"
"dbc784b9-4e46-4129-b706-c18a667bec27","","holdpoint","pass","zSYS - B03B - Level 4:2a3e8404-c5bf-4a5d-ac21-0c5daf3eb771:e5494b6c-69ff-4259-9339-a6ae27dde1ea:4f0c44b9-5024-492e-b8a8-a96c6130eced","","FALSE","FALSE","QA","B03B","Level 4","D24 - Bathroom","Raise Remedial/ Main Contractor Sign Off"
"e7e15ac4-23af-4f1d-b8b5-faf64dbeee60","","checkpoint-group","pass","zSYS - B03B - Level 4:b15b8fda-be97-4190-8259-3e0b05643c5f","","FALSE","FALSE","QA","B03B","Level 4","D25 - Bathroom"
"c5fe8fd9-58d2-4e07-9b89-ad779dcdff42","","checkpoint-status","pass","zSYS - B03B - Level 4:b15b8fda-be97-4190-8259-3e0b05643c5f:ae4c8971-cd3a-4cf2-9366-f95c7577a2ad","","FALSE","FALSE","QA","B03B","Level 4","D25 - Bathroom","Area floor level acceptable"
"442954f7-de13-4fbc-9899-61cee0e0ab8b","","checkpoint-status","pass","zSYS - B03B - Level 4:b15b8fda-be97-4190-8259-3e0b05643c5f:b8d8e3cd-c208-4cb7-8e05-9d55dce85a93","","FALSE","FALSE","QA","B03B","Level 4","D25 - Bathroom","Wiring on the floor completed (photos attached)"
"87c776b5-9e72-4954-b542-a591a87e6177","","checkpoint-status","pass","zSYS - B03B - Level 4:b15b8fda-be97-4190-8259-3e0b05643c5f:96439a63-1999-44d4-9013-a1f64bc41259","","FALSE","FALSE","QA","B03B","Level 4","D25 - Bathroom","Self leveling coverage completed"
"0dc4b038-2643-4c6e-80ee-401a39e4e5e0","","holdpoint","pass","zSYS - B03B - Level 4:b15b8fda-be97-4190-8259-3e0b05643c5f:96439a63-1999-44d4-9013-a1f64bc41259:805f05a4-a1ab-4bff-a3ea-2e3776576897","","FALSE","FALSE","QA","B03B","Level 4","D25 - Bathroom","Raise Remedial/ Main Contractor Sign Off"
"4ecc6a21-0f9f-44f1-b96d-68fbff258caf","","checkpoint-group","pass","zSYS - B03B - Level 4:3a645b35-3862-4f94-b38c-aab3c20c615b","","FALSE","FALSE","QA","B03B","Level 4","D26 - Bathroom"
"80118f00-d92d-46cb-8a04-b842fabd93ce","","checkpoint-status","pass","zSYS - B03B - Level 4:3a645b35-3862-4f94-b38c-aab3c20c615b:fd8dc8e1-12a4-468f-8583-40c7e23eefb2","","FALSE","FALSE","QA","B03B","Level 4","D26 - Bathroom","Area floor level acceptable"
"b9108236-af18-4e8e-9e87-6b40fc6afec4","","checkpoint-status","pass","zSYS - B03B - Level 4:3a645b35-3862-4f94-b38c-aab3c20c615b:557890e7-0126-4759-b36e-0b6adf3020c4","","FALSE","FALSE","QA","B03B","Level 4","D26 - Bathroom","Wiring on the floor completed (photos attached)"
"dab1e614-20b4-4fa2-89cc-3b70d1af324b","","checkpoint-status","pass","zSYS - B03B - Level 4:3a645b35-3862-4f94-b38c-aab3c20c615b:85471530-db73-4db6-b276-061734e0a1ed","","FALSE","FALSE","QA","B03B","Level 4","D26 - Bathroom","Self leveling coverage completed"
"8ba49380-3020-4450-93e1-43233a3413c2","","holdpoint","pass","zSYS - B03B - Level 4:3a645b35-3862-4f94-b38c-aab3c20c615b:85471530-db73-4db6-b276-061734e0a1ed:91b715ba-f7fe-437a-8eda-1127ea97990d","","FALSE","FALSE","QA","B03B","Level 4","D26 - Bathroom","Raise Remedial/ Main Contractor Sign Off"
"d86b6c0e-04c4-43a7-b03a-4b6f480bf4dc","","checkpoint-group","pass","zSYS - B03B - Level 4:01fe52f0-bd1f-4108-b506-b1d98df3f1af","","FALSE","FALSE","QA","B03B","Level 4","D27 - Bathroom"
"bbb162a8-2c24-4850-bda4-c11dce3ba668","","checkpoint-status","pass","zSYS - B03B - Level 4:01fe52f0-bd1f-4108-b506-b1d98df3f1af:ec70ba5a-7125-4867-a5c6-649682d65d55","","FALSE","FALSE","QA","B03B","Level 4","D27 - Bathroom","Area floor level acceptable"
"1456e6cf-1d3f-481d-8a59-d606195deae1","","checkpoint-status","pass","zSYS - B03B - Level 4:01fe52f0-bd1f-4108-b506-b1d98df3f1af:972fad7a-59db-4e32-8a6c-451301420571","","FALSE","FALSE","QA","B03B","Level 4","D27 - Bathroom","Wiring on the floor completed (photos attached)"
"f53d6752-ed2d-4b58-af83-c48f56b6c582","","checkpoint-status","pass","zSYS - B03B - Level 4:01fe52f0-bd1f-4108-b506-b1d98df3f1af:a5b8dca9-4e2e-4347-bc95-4ab5a349ac4e","","FALSE","FALSE","QA","B03B","Level 4","D27 - Bathroom","Self leveling coverage completed"
"2381dbf2-a087-4b89-baaf-075a725effd5","","holdpoint","pass","zSYS - B03B - Level 4:01fe52f0-bd1f-4108-b506-b1d98df3f1af:a5b8dca9-4e2e-4347-bc95-4ab5a349ac4e:74bed788-4ec8-41aa-afd8-76ba923dc324","","FALSE","FALSE","QA","B03B","Level 4","D27 - Bathroom","Raise Remedial/ Main Contractor Sign Off"
"11daa8b6-f51e-456c-b11a-95d496af217a","","checklist-sectioned","pass","zSYS - B03B - Level 5","checklist","TRUE","FALSE","QA","B03B","Level 5"
"8faf966c-942e-40fb-b443-1394286ba3a5","","checkpoint-group","pass","zSYS - B03B - Level 5:972ea2be-f5f3-4b73-9fbc-0defa18d04cb","","FALSE","FALSE","QA","B03B","Level 5","E21 - Bathroom"
"f8f14586-b31f-4042-9bfc-548d7a73b726","","checkpoint-status","pass","zSYS - B03B - Level 5:972ea2be-f5f3-4b73-9fbc-0defa18d04cb:1e6afd19-78e8-42dd-b20b-7813ec71e78f","","FALSE","FALSE","QA","B03B","Level 5","E21 - Bathroom","Area floor level acceptable"
"5536ba6d-fe9a-40ce-ae2e-f10a2d15dd73","","checkpoint-status","pass","zSYS - B03B - Level 5:972ea2be-f5f3-4b73-9fbc-0defa18d04cb:7b8f7bee-7a11-49e9-985a-5ac568ba66a7","","FALSE","FALSE","QA","B03B","Level 5","E21 - Bathroom","Wiring on the floor completed (photos attached)"
"02c24342-a009-40b5-9588-9ca2c5e3b194","","checkpoint-status","pass","zSYS - B03B - Level 5:972ea2be-f5f3-4b73-9fbc-0defa18d04cb:9e02a8df-45b0-4897-8289-6cb33e36e18a","","FALSE","FALSE","QA","B03B","Level 5","E21 - Bathroom","Self leveling coverage completed"
"739df2f7-efa1-4af9-b6a9-9c4ee1ff710d","","holdpoint","pass","zSYS - B03B - Level 5:972ea2be-f5f3-4b73-9fbc-0defa18d04cb:9e02a8df-45b0-4897-8289-6cb33e36e18a:f5235bfc-c4ca-4432-9dcd-0c1d3fd4f855","","FALSE","FALSE","QA","B03B","Level 5","E21 - Bathroom","Raise Remedial/ Main Contractor Sign Off"
"84a4dce1-0056-4c77-966b-4de6a1e6f8bd","","checkpoint-group","pass","zSYS - B03B - Level 5:b041bcd7-9817-4f49-ba56-9ea801eab8e2","","FALSE","FALSE","QA","B03B","Level 5","E22 - Bathroom"
"0b54678c-485d-4972-97a0-14f051de365e","","checkpoint-status","pass","zSYS - B03B - Level 5:b041bcd7-9817-4f49-ba56-9ea801eab8e2:1312bf95-f671-4e57-bc96-65d6276d0b2e","","FALSE","FALSE","QA","B03B","Level 5","E22 - Bathroom","Area floor level acceptable"
"ba007977-8ef4-484e-8a1c-7c60d3033195","","checkpoint-status","pass","zSYS - B03B - Level 5:b041bcd7-9817-4f49-ba56-9ea801eab8e2:7352d4ea-1094-4895-812d-a413a509d194","","FALSE","FALSE","QA","B03B","Level 5","E22 - Bathroom","Wiring on the floor completed (photos attached)"
"771fdbf2-d0f0-4a90-9050-9ef4b95febca","","checkpoint-status","pass","zSYS - B03B - Level 5:b041bcd7-9817-4f49-ba56-9ea801eab8e2:64d64d9b-49dd-40b1-822f-98a8f2a7d98f","","FALSE","FALSE","QA","B03B","Level 5","E22 - Bathroom","Self leveling coverage completed"
"2cd44842-321e-44a3-8a52-3112a4879192","","holdpoint","pass","zSYS - B03B - Level 5:b041bcd7-9817-4f49-ba56-9ea801eab8e2:64d64d9b-49dd-40b1-822f-98a8f2a7d98f:c5bf754f-2636-4b83-a547-e7babdae4f6a","","FALSE","FALSE","QA","B03B","Level 5","E22 - Bathroom","Raise Remedial/ Main Contractor Sign Off"
"720e0901-a844-4f81-87d2-8a850a54dd78","","checkpoint-group","pass","zSYS - B03B - Level 5:34b74344-3883-4dec-b01b-8c2ebfc539bd","","FALSE","FALSE","QA","B03B","Level 5","E23 - Bathroom"
"a4bb52d6-6e2a-4af0-89d5-334f34378009","","checkpoint-status","pass","zSYS - B03B - Level 5:34b74344-3883-4dec-b01b-8c2ebfc539bd:b42ce01e-89e1-467c-a5e0-56caef819484","","FALSE","FALSE","QA","B03B","Level 5","E23 - Bathroom","Area floor level acceptable"
"616dde69-971f-47da-9b4c-01b13e7985cc","","checkpoint-status","pass","zSYS - B03B - Level 5:34b74344-3883-4dec-b01b-8c2ebfc539bd:8e538315-49e9-4aaf-beed-6ee4666fffcc","","FALSE","FALSE","QA","B03B","Level 5","E23 - Bathroom","Wiring on the floor completed (photos attached)"
"9a992f22-0e60-4e77-88c9-649e4a27bc7d","","checkpoint-status","pass","zSYS - B03B - Level 5:34b74344-3883-4dec-b01b-8c2ebfc539bd:f4feba9c-e73c-4f7d-b848-199129e17b87","","FALSE","FALSE","QA","B03B","Level 5","E23 - Bathroom","Self leveling coverage completed"
"6d7ba7ba-3b69-45e3-ae15-e47060d891aa","","holdpoint","pass","zSYS - B03B - Level 5:34b74344-3883-4dec-b01b-8c2ebfc539bd:f4feba9c-e73c-4f7d-b848-199129e17b87:a303ebb8-2334-44a4-a86b-687e1c86920f","","FALSE","FALSE","QA","B03B","Level 5","E23 - Bathroom","Raise Remedial/ Main Contractor Sign Off"
"9e6c2104-c389-4bf0-a35c-3f3ef82b7eb6","","checkpoint-group","pass","zSYS - B03B - Level 5:116ff62d-7d20-40ea-b26d-b310d6d77ecb","","FALSE","FALSE","QA","B03B","Level 5","#24 - Bathroom"
"ad4a7e3c-408b-4ff7-9566-5842238121ed","","checkpoint-status","pass","zSYS - B03B - Level 5:116ff62d-7d20-40ea-b26d-b310d6d77ecb:b75fbea5-acd1-486d-a4c4-a0932a0bddd5","","FALSE","FALSE","QA","B03B","Level 5","#24 - Bathroom","Area floor level acceptable"
"83dc6260-c2ee-4a1d-9b74-8b2ee18700b4","","checkpoint-status","pass","zSYS - B03B - Level 5:116ff62d-7d20-40ea-b26d-b310d6d77ecb:3af67515-3469-4b0b-a2ab-3b6e839635cd","","FALSE","FALSE","QA","B03B","Level 5","#24 - Bathroom","Wiring on the floor completed (photos attached)"
"63b37ee5-3ea1-48b5-9893-c39e792e9722","","checkpoint-status","pass","zSYS - B03B - Level 5:116ff62d-7d20-40ea-b26d-b310d6d77ecb:e42ed24a-d99f-4fc3-8f5b-280469138e62","","FALSE","FALSE","QA","B03B","Level 5","#24 - Bathroom","Self leveling coverage completed"
"299e0efd-0133-4e45-9be5-bc8ce0ecff27","","holdpoint","pass","zSYS - B03B - Level 5:116ff62d-7d20-40ea-b26d-b310d6d77ecb:e42ed24a-d99f-4fc3-8f5b-280469138e62:5767e2a1-01e7-4fec-85d1-79058d351b1d","","FALSE","FALSE","QA","B03B","Level 5","#24 - Bathroom","Raise Remedial/ Main Contractor Sign Off"
"2b9b4d7c-0914-4d23-8d00-6225880b86b2","","checklist-flat","not-started","zSYS - Handover ","checklist-flat","FALSE","FALSE","QA","B03B","Handover documents"
"98265727-c0ae-49eb-91e0-a2e800264fd6","","checkpoint-status","not-started","zSYS - Handover :b11453f6-f6b0-494d-88ed-2685820148db","","FALSE","FALSE","QA","B03B","Handover documents","PS3s, warranties, user manuals and any other documents attached"
"68ba8d94-7734-461f-a4f0-4d0683178cb5","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","QA","B03C"
"a16e9e03-1dce-433e-af43-b80926faadef","","checklist-flat","not-started","Pre-Commencment Checks","checklist-flat","FALSE","FALSE","QA","B03C","Pre-Commencement Checks"
"39dbf12b-80d9-4fe1-87a7-11bd930def87","","checkpoint-status","not-started","Pre-Commencment Checks:c736e430-89af-4e99-b01a-723611632716","","FALSE","FALSE","QA","B03C","Pre-Commencement Checks","Quality Management Plan Completed, Agreed & Attached"
"0d7b10ac-d48d-49ab-bf87-455700718b53","","checkpoint-status","not-started","Pre-Commencment Checks:8026b13f-04c9-4364-87dc-c2a44fb9fb20","","FALSE","FALSE","QA","B03C","Pre-Commencement Checks","Inspection & Test Plan Completed, Agreed & Attached"
"4ead5734-feee-4e80-8cf5-4add94b1a502","","checkpoint-status","not-started","Pre-Commencment Checks:ad5dbf73-26c8-4f04-8a06-85bbe02e97c8","","FALSE","FALSE","QA","B03C","Pre-Commencement Checks","Relevant Breakdown & Checklists Setup on Conqa & Reviewed by Main Contractor"
"e5f86e07-d644-480e-899c-8be224c4d9ec","","checkpoint-status","not-started","Pre-Commencment Checks:67ccbe8c-cf93-45eb-9c62-0d98360160c1","","FALSE","FALSE","QA","B03C","Pre-Commencement Checks","Conqa Setup & Project Team Trained & Given Access"
"5bdac2ad-4600-4ce1-b065-6807bae31a11","","checkpoint-status","not-started","Pre-Commencment Checks:9c599faf-77b5-4d62-9614-4a4bc3311fba","","FALSE","FALSE","QA","B03C","Pre-Commencement Checks","Review Access Granted to Main Contractor & Relevant Parties"
"5649a84f-25e9-4f1f-9830-7f9f11ea9a7e","","checkpoint-status","not-started","Pre-Commencment Checks:ae3ee528-0ed1-4089-bc02-ef6316e75013","","FALSE","FALSE","QA","B03C","Pre-Commencement Checks","Matrix/insights Setup (if required)"
"e64014dd-3e8f-4ea8-b638-9354c2dc9fa6","","folder-progress","pass","","checklist","TRUE","FALSE","QA","B03C","Level 1"
"dcb4cd16-baa5-4d61-95ed-5af93a09585f","","checklist-sectioned","pass","zSYS - B03C QA","checklist","TRUE","FALSE","QA","B03C","Level 1","A28"
"4b377d91-c330-4203-93f5-676ab231e430","","checkpoint-group","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c","","FALSE","FALSE","QA","B03C","Level 1","A28","Bathroom"
"311a0456-b2fb-4a26-adf5-6066d3b27af6","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:7d645cf9-adcd-4f5a-bf6c-6425f9e641de","","FALSE","FALSE","QA","B03C","Level 1","A28","Bathroom","Area floor level acceptable"
"773bebb0-3aae-4359-940f-3fb962663e87","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:200da0ef-abf8-4163-9928-49deb188bc5e","","FALSE","FALSE","QA","B03C","Level 1","A28","Bathroom","Wiring on the floor completed (photos attached)"
"5673583b-e0e2-487a-8b48-c4b4682e7c65","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040","","FALSE","FALSE","QA","B03C","Level 1","A28","Bathroom","Self leveling coverage completed"
"0cedd9ef-e1b6-43e3-99a3-a7db3dc38d79","","holdpoint","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040:ab8f45d2-7572-45c7-b7af-21c02fdc82c0","","FALSE","FALSE","QA","B03C","Level 1","A28","Bathroom","Raise Remedial/ Main Contractor Sign Off"
"da495372-3093-4f0f-9013-2266c825318a","","checklist-sectioned","pass","zSYS - B03C QA","checklist","TRUE","FALSE","QA","B03C","Level 1","A29"
"61066b51-55be-4110-be85-299b8331fc0f","","checkpoint-group","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c","","FALSE","FALSE","QA","B03C","Level 1","A29","Bathroom"
"2c531afc-fdf5-4881-8884-3b44f970628a","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:7d645cf9-adcd-4f5a-bf6c-6425f9e641de","","FALSE","FALSE","QA","B03C","Level 1","A29","Bathroom","Area floor level acceptable"
"af5e9b61-2060-45d6-abfd-972e1bd82069","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:200da0ef-abf8-4163-9928-49deb188bc5e","","FALSE","FALSE","QA","B03C","Level 1","A29","Bathroom","Wiring on the floor completed (photos attached)"
"08a5d67e-5693-4939-9e97-63782c939be9","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040","","FALSE","FALSE","QA","B03C","Level 1","A29","Bathroom","Self leveling coverage completed"
"1739568a-b216-490a-85eb-0baa7807a08b","","holdpoint","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040:ab8f45d2-7572-45c7-b7af-21c02fdc82c0","","FALSE","FALSE","QA","B03C","Level 1","A29","Bathroom","Raise Remedial/ Main Contractor Sign Off"
"45eea016-3521-4680-a09b-297c8c43e289","","checklist-sectioned","pass","zSYS - B03C QA","checklist","TRUE","FALSE","QA","B03C","Level 1","A30"
"9c49bce8-7237-4790-81a3-7e7ec9360b9f","","checkpoint-group","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c","","FALSE","FALSE","QA","B03C","Level 1","A30","Bathroom"
"991b5ab8-87c6-4ab8-8fcc-88e453065652","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:7d645cf9-adcd-4f5a-bf6c-6425f9e641de","","FALSE","FALSE","QA","B03C","Level 1","A30","Bathroom","Area floor level acceptable"
"f9dac05e-bcfc-4426-afe5-ba9760006680","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:200da0ef-abf8-4163-9928-49deb188bc5e","","FALSE","FALSE","QA","B03C","Level 1","A30","Bathroom","Wiring on the floor completed (photos attached)"
"a7406d82-4ffe-4d34-8393-78c9d6341af2","","checkpoint-status","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040","","FALSE","FALSE","QA","B03C","Level 1","A30","Bathroom","Self leveling coverage completed"
"0d524056-d5f9-4efb-a2e1-c8843aad60c7","","holdpoint","pass","zSYS - B03C QA:0922ed62-914a-462f-b540-7e5e0994443c:a586a5fa-bd2d-4d42-8ecf-36faea3c5040:ab8f45d2-7572-45c7-b7af-21c02fdc82c0","","FALSE","FALSE","QA","B03C","Level 1","A30","Bathroom","Raise Remedial/ Main Contractor Sign Off"
"d0d7ff91-87e6-4798-bdf1-c3796b447e03","","checklist-sectioned","pass","zSYS - B03C - Level 1 - A31","checklist","TRUE","FALSE","QA","B03C","Level 1","A31"
"74d34c9f-b834-4d67-9b1e-5c4ea4325ead","","checkpoint-group","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce","","FALSE","FALSE","QA","B03C","Level 1","A31","Bathroom"
"7f209f17-3055-4335-a80a-dfc8afc1c756","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:2771c8d9-5107-44af-ba2d-c8a7010deb6b","","FALSE","FALSE","QA","B03C","Level 1","A31","Bathroom","Area floor level acceptable"
"31b259b3-48b7-42f7-80ce-d1999447d3b5","","checkpoint-status","pass","zSYS - B03C - Level 1 - A31:556855c9-b22c-4049-a641-f5bea874a4ce:b296c100-06b7-4b5b-b154-0deb63e7be51","","FALSE","FALSE","QA","B03C","Level 1","A31","Bathroom","Wiring on the floor completed (photos attached)"
