Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,,
,,Terrace to Warehouse Nuraply Roof - Grid D,dynamic,Atlas,Building,Envelope ,Roof,Terrace to Warehouse Nuraply Roof,Grid D,,
,,Facia Plate - Office Grid A,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Office Grid A,,
,,Facia Plate - Office Grid 8,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Office Grid 8,,
,,Facia Plate - Office Grid H,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Office Grid H,,
,,Facia Plate - Office Grid 5,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Office Grid 5,,
,,Facia Plate - Warehouse Grid A,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Warehouse Grid A,,
,,Facia Plate - Warehouse Grid D,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Warehouse Grid D,,
,,Nuwall Soffit Lining - Grid B Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid B Soffit (Office),,
,,Nuwall Soffit Lining - Grid H Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid H Soffit (Office),,
,,Nuwall Soffit Lining - Grid J Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid J Soffit (Office),,
,,Nuwall Soffit Lining - Grid I Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid I Soffit (Office),,
,,Nuwall Soffit Lining - Grid 5 Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid 5 Soffit (Office),,
,,Nuwall Soffit Lining - Terrace to Warehouse Soffit - Grid A,dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Terrace to Warehouse Soffit,Grid A,
,,Nuwall Soffit Lining - Terrace to Warehouse Soffit - Grid D,dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Terrace to Warehouse Soffit,Grid D,
,,Canopy,dynamic,Atlas,Building,Envelope ,Roof,Canopy,,,
,Columns,,,,,,,,,,
,,Office Roof - Underlays - Covertek 403 separation layer to purlin structure,,Covertek 403 separation layer to purlin structure and cavity battens,Underlays,Office Roof,,,,,
,,Office Roof - Underlays - 20mm H3.2 castellated cavity battens installed,,20mm H3.2 castellated cavity battens installed before plywood,Underlays,,,,,,
,,Office Roof - Underlays - Nog support timber framing at C purlin level,,Nog support timber framing at C purlin level at 600x600 spacing,Underlays,,,,,,
,,Office Roof - Underlays - 17mm thick H3.2 waterborne CCA treated plywood,,17mm thick H3.2 waterborne CCA treated plywood fixed with 10x50 countersunk screw head,Underlays,,,,,,
,,Office Roof - Underlays - Plywood used is non LOSP or copper nitrate treated,,Plywood used is non LOSP (light organic solvent preservative) or copper nitrate treated,Underlays,,,,,,
,,Office Roof - Underlays - Screw 150mm c/c at edge & 200mm c/c at body of sheets,,Screw 150mm c/c at edge and 200mm c/c at body of sheets,Underlays,,,,,,
,,"Office Roof - Underlays - Internal corners 25mm fillet, external corners 5mm rad",,"Internal corners with 25mm fillet, external corners with 5mm radius.",Underlays,,,,,,
,,Office Roof - Underlays - Timber plinth SG8 H3.2 100x50 timber layout,,Timber plinth SG8 H3.2 100x50 timber layout as per drawing,Underlays,,,,,,
,,Office Roof - Underlays - Timber plinth screw head countersunk,,Timber plinth screw head countersunk Hex 14G M10x150 tek fixed at 600mm c/c,Underlays,,,,,,
,,Office Roof - Underlays - Timber plinth with 45 degree timber fillet at corners,,Timber plinth with 45 degree timber fillet at corners,Underlays,,,,,,
,,Office Roof - Underlays - 90mm Ht Timber diverter installed,,90mm Ht Timber diverter installed,Underlays,,,,,,
,,"Office Roof - Underlays - Conduit penetration to roof, location checked",,"Conduit penetration to roof, location checked as per drawing",Underlays,,,,,,
,,Office Roof - Underlays - Enough fall to drain,,Enough fall to drain,Underlays,,,,,,
,,Office Roof - Underlays - Gutter & sump area done as per drawing,,Gutter and sump area done as per drawing,Underlays,,,,,,
,,Office Roof - Underlays - No sharp object & all nail head flush to plywood face,,No sharp object and all nail head flush to the plywood face,Underlays,,,,,,
,,Office Roof - Underlays - All checked & ready to proceed to next stage,All checked and ready to proceed to next stage,No sharp object and all nail head flush to the plywood face,Underlays,,,,,,
,,Office Roof - Roof Membrane - All surface is clean/dry/free from sharp edges/oil,,"All surface is clean, dry, free from sharp edges, oil, grease or other materials that my affect adhesion",Roof Membrane,,,,,,
,,Office Roof - Roof Membrane - Worker approved applicator to do job,,Worker is approved applicator to do the job,Roof Membrane,,,,,,
,,Office Roof - Roof Membrane - Nuralite Nuraply 3PM double layer torch installed,,Nuralite Nuraply 3PM double layer torch on system installed continuously,Roof Membrane,,,,,,
,,Office Roof - Roof Membrane - No visible cracks/holes/damages into membrane,,"No visible cracks, holes, damages into the membrane",Roof Membrane,,,,,,
,,Office Roof - Roof Membrane - Joint overlapping fully welded,,Joint overlapping fully welded,Roof Membrane,,,,,,
,,Office Roof - Roof Membrane - Nuraglaze sealer applied to portion of roof,,Nuraglaze sealer is applied to portion of roof as shown in the architectural drawing,Roof Membrane,,,,,,
,,Office Roof - Roof Membrane - Sheets fully adhered to plywood,,Sheets fully adhered to plywood,Roof Membrane,,,,,,
,,Office Roof - Roof Membrane - Double thickness application,,Double thickness application at all internal and external corner,Roof Membrane,,,,,,
,,Office Roof - Roof Membrane - Conduit penetration done with ring clamp,,Conduit penetration done with ring clamp,Roof Membrane,,,,,,
,,Office Roof - Roof Membrane - All penetration done,,All penetration done properly,Roof Membrane,,,,,,
,,Flashing - Flashing material & color as spec.,,Flashing material and color as specified,,Flashing,,,,,
,,Flashing - Flashing Type,Flashing Type,Flashing material and color as specified,,,,,,,
,,Flashing - Flashing height/depth/width,,"Flashing height, depth, width as per drawing",,,,,,,
,,Flashing - Flashing fixed with appropriate fixing type,,Flashing fixed with appropriate fixing type and cetre-centre spacing,,,,,,,
,,Flashing - Flashing joints done with overlapping/soaker length,,Flashing joints done with enough overlapping/soaker legth and as per drawing,,,,,,,
,,Flashing - Flashing cavity/space between structure/frame,,Flashing cavity or space between structure/frame as per drawing,,,,,,,
,,Flashing - Screw oversealed,,Screw oversealed if necessary,,,,,,,
,,Flashing - Enough fall,,Enough fall,,,,,,,
,,Flashing - Staight & plumb,,Staight and plumb,,,,,,,
,,Flashing - Upstand height,,Upstand height as per drawing,,,,,,,
,,Flashing - Flashing tape applied,,Flashing tape applied as necessary,,,,,,,
,,Flashing - No scartches/dents & any damages,,"No scartches, dents and any damages",,,,,,,
,,Flashing - Flashing protection installed,,Flashing protection installed,,,,,,,
,,Roof Skylight - Waterproofing QA done before start,,Waterproofing QA done before start,,,,,,,
,,Roof Skylight - Slop of nib to create 7 degree to glass skylight,,Slop of the nib to create 7 degree to glass skylight,,,,,,,
,,Roof Skylight - Powder coated aluminium flashing installed at edge of nib,,Powder coated aluminium flashing installed at the edge of the nib,,,,,,,
,,Roof Skylight - Under-flashing/Framing sealed to roof membrane,,Under-flashing/Framing sealed to the roof membrane with Soudal Gorilla sealant on backing rod. Min 6mm gap,,,,,,,
,,Roof Skylight - Under-flashing/Framing powder coated with Duratek,,Under-flashing/Framing powder coated with Duratek eternity range: Gun metallic kinetic matt,,,,,,,
,,Roof Skylight - Cover flashing fixed with 2x6mm EPDM compressed washers,,Cover flashing fixed with 2x6mm EPDM compressed washers to form 6mm gap at fixing.,,,,,,,
,,Roof Skylight - Fixing as per spec.,,Fixing as per specification,,,,,,,
,,Roof Skylight - Glass type in accordance to spec.,,Glass type in accordance to the specification,,,,,,,
,,Roof Skylight - Glass clean & free from scratch/chips/any damage,,"Glass clean, and free from scratch, chips or any damage",,,,,,,
,,Warehouse Roof - All surface clean/dry/free from sharp edges/oil/grease,,"All surface is clean, dry, free from sharp edges, oil, grease or other materials that my affect adhesion",Nuraply Waterproofing Membrane at Terrace to Warehouse Roof,,,,Warehouse Roof,,
,,Warehouse Roof - Worker approved applicator to do job,,Worker is approved applicator to do the job,Nuraply Waterproofing Membrane at Terrace to Warehouse Roof,,,,,,
,,Warehouse Roof - Nuralite Nuraply 3PM double layer torch installed,,Nuralite Nuraply 3PM double layer torch on system installed continuously,Nuraply Waterproofing Membrane at Terrace to Warehouse Roof,,,,,,
,,Warehouse Roof - No visible cracks/holes/damages into membrane,,"No visible cracks, holes, damages into the membrane",Nuraply Waterproofing Membrane at Terrace to Warehouse Roof,,,,,,
,,Warehouse Roof - Joint overlapping fully welded,,Joint overlapping fully welded,Nuraply Waterproofing Membrane at Terrace to Warehouse Roof,,,,,,
,,Warehouse Roof - Nuraglaze sealer applied to portion of roof,,Nuraglaze sealer is applied to portion of roof as shown in the architectural drawing,Nuraply Waterproofing Membrane at Terrace to Warehouse Roof,,,,,,
,,Warehouse Roof - Sheets fully adhered to plywood,,Sheets fully adhered to plywood,Nuraply Waterproofing Membrane at Terrace to Warehouse Roof,,,,,,
,,Warehouse Roof - Double thickness application at all internal & external corner,,Double thickness application at all internal and external corner,Nuraply Waterproofing Membrane at Terrace to Warehouse Roof,,,,,,
,,Warehouse Roof - Pipe penetration done with ring clamp,,Pipe penetration done with ring clamp,Nuraply Waterproofing Membrane at Terrace to Warehouse Roof,,,,,,
,,Warehouse Roof - 5mm powder coated aluminium scupper rebated to ply,,5mm powder coated aluminium scupper rebated to ply at seismic gap fix to 1 end only,At Seismic Joint,,,,,,
,,Warehouse Roof - Nuradeck bandage flashing with 50mm overlap to 3PM at scupper,,Nuradeck bandage flashing with 50mm overlap to 3PM at scupper,At Seismic Joint,,,,,,
,,Warehouse Roof - Membrane dressed over seismic end cap at 70mm min,,Membrane dressed over seismic end cap at 70mm min,At Seismic Joint,,,,,,
,,Facia Plate - Waterproofing QA done bafore start work,,Waterproofing QA done bafore start work,,,,,,,
,,Facia Plate - Plate using 6mm 5052 aluminium powder coated plate,,Plate using 6mm 5052 aluminium powder coated plate with countersunk fixing,,,,,,,
,,Facia Plate - Powdercoated Dulux eternity metro silver pearl kinetic,,Powdercoated Dulux eternity metro silver pearl kinetic,,,,,,,
,,Facia Plate - Max edge distance 100mm of fixing,,Max edge distance 100mm of fixing,,,,,,,
,,Facia Plate - 10mm gap at joints with 150mm joint at seismic gap,,10mm gap at joints with 150mm joint at seismic gap,,,,,,,
,,Facia Plate - Fixing 2x 10g countersunk s/s screws with 75mm embedment,,Fixing 2x 10g countersunk s/s screws with 75mm embedment at 600mm c/c spacing,,,,,,,
,,Facia Plate - Plate spaced of structure with 2 50x50x6 SS washer,,Plate spaced of structure with 2 50x50x6 SS washer with 6mm EPDM washer maintaining 12mm min clear gap,,,,,,,
,,Facia Plate - Normal length 2.4m per sheet,,Normal length 2.4m per sheet,,,,,,,
,,Facia Plate - Facia overall depth covers all of facia structure,,Facia overall depth covers all of facia structure,,,,,,,
,,Facia Plate - Facia align to each other,,Facia align to each other,,,,,,,
,,Facia Plate - No scratches/dents/damages,,"No scratches, dents or damages",,,,,,,
