"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c6355f9e-2d4f-4d78-b0a6-c8b15bc9a9ba","","folder-normal","","","step","TRUE","FALSE","2020"
"81f783ed-31e4-4d7f-accd-2739ad2173c7","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000449 MOT : 112284 TARANAKI HOSPITAL"
"bfb91f1f-35ef-4e97-b08f-213bb7d0dc9f","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10026618 MOT: BV8-131016 TEGEL FOODS LTD - NEW PLYMOUTH (CO2)"
"b94d0fd1-8837-4eef-9822-321514957069","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000091 MOT: 106856 TEGEL FOODS LTD - NEW PLYMOUTH (LIN)"
"f6e23c19-3196-4907-ad31-2eb21800186c","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10033812 MOT : 158130 TUATARA BREWING CO LTD"
"98003dfc-ce43-4dc7-bd4a-6795254230e9","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10024968 MOT : BV4-121212 ULTIBEND INDUSTRIES"
"8fea3cb6-e77d-4751-84ed-f7993bc5ab31","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000417 MOT : 94163 WAKEFIELD HOSPITAL"
"de7168dd-011e-4790-b4a5-79bac8abefe1","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10002246 MOT : BV4-110216 WANGANUI HOSPITAL"
"294e3cac-3c98-4494-bf91-c7d98d8d250f","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000023 MOT: 113751 WELLINGTON COUNCIL TE MARUA"
"85904adb-730a-4734-9330-9c8986719b5a","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000010 MOT: 112745 WELLINGTON COUNCIL WAINUI"
"1384c3e5-3f97-49d5-bdbe-943820e61a42","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000868 MOT: P17269 WELLINGTON HOSPITAL (CAP & COAST DHB)"
