"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d3b19441-62ee-4648-9930-bd2ebb6c04a1","","folder-normal","","","step","TRUE","FALSE","2020"
"df00b814-f481-5868-ba26-e7860b1c0a4c","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10000131 Western Water Supply"
"fe39f121-1d0d-541d-85f0-9642c9599531","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10029132 ETEL"
"e2661ef1-d850-5db5-bff7-62d9c927dbcc","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10000462 RNZAF Whenuapai"
"12f131b2-e2b5-5c56-9335-497c64c428ab","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10000024 Frucor Beverages"
"5416d276-61ca-5205-a252-86ae4d2de71f","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10030159 Air New Zealand"
"1c145336-18c8-56eb-99fb-bd7c9a813306","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10002212 Lion Nathan"
"0e6c8a48-88af-5bfb-a353-59d50e7df3f8","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10002455 Synlait Milk"
"77da05d2-3d13-5c26-a9f6-f3eff1c14840","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10033813 Synlait Milk"
"6aaaef0c-e8b4-5176-bee5-3315a93fbd40","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10002388 Frucor Beverages"
"bd30d1d5-ae9c-45dc-ad8f-4539ad380fff","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10029587 Frucor Beverages"
"46499bc6-b321-4c44-b1c5-1bf1d0949d5a","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10029585 Frucor Beverages"
"878daaf1-615a-416e-b05d-d8e8a54a091f","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10002243 Inghams"
"c601eabc-453b-40ed-b5bc-6b90677e9d73","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10000113 Inghams"
"39bc2199-d42f-41c0-bc16-4d339e3b3c84","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10000461 Fisher & Paykel Tank A"
"3548d3eb-dd11-48b9-bff4-7b40282482bb","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10002486 Fisher & Paykel Tank C"
"f9f499a3-9d4d-4a7f-9bb2-10bcd60fe15b","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10000084 Fisher & Paykel Tank B"
"7831cb69-cac1-49a6-9d8d-fe1734bf038c","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10028538 Fisher & Paykel Tank D"
"e11a4fd8-82bf-4d68-a4b9-03439975d197","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10029584 Fisher & Paykel Tank E"
"2164689e-ebef-49e2-bf1f-914f955d7813","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10000069 Whangarei Hospital"
"94a20c72-331e-4f0a-bfe6-8eebbdeb4f4d","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10032068 NZ DRINKS"
"fbd6b847-d33c-4a5c-b775-9ed4b0dadcff","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10001562 MOT BV4141119 YASHILI NZ DAIRY POKENO LIN"
"1cbf4cb0-6988-4a09-a554-afe333ba3dec","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10024970 MOT BV4141118 YASHILI NZ DAIRY POKENO CO2"
"7e37b300-1eca-41d2-a084-4a2d54071bd4","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10000432 Quality Heat Treatments"
"0191b338-b3df-4dcc-b029-5803bb3b1e5e","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","100002386 Steam Brewing/Auckland Brewing"
"94b74860-5c0e-4992-944c-84d2bab37a01","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10000025 Independent Liquor C02"
"ade50ab4-c919-4be0-bcdc-1542dfe2c057","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","1000223 Independent Liquor LIN"
"ce3fc996-e367-4dbd-914e-f65653711c5d","","folder-normal","","","step","TRUE","FALSE","2021/2022","10036036 NZ Refining CO LTD T01-A"
"959b4af3-70f8-4740-8afc-75239512235f","","checklist-sectioned","","SYS - BOC 3","checklist","FALSE","FALSE","2021/2022","10036036 NZ Refining CO LTD T01-A","10036036 - NZ Refining CO LTD T01-A"
"cb03eb37-17f2-481f-a92a-dcec247b287c","","folder-normal","","","step","TRUE","FALSE","2021/2022","10036037 NZ Refining CO LTD T01-B"
"880be5bb-2973-4d87-bc26-bb8b2cc7833d","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10036037 NZ Refining CO LTD T01-B","10036037 NZ Refining CO LTD T01-B"
"fef285d3-e35d-47cc-af5d-7e1888789cfa","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Easiyo Products #10000224"
"13a80b01-ea1d-4c3a-9d76-db591b9f5bbb","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Tegel Foods #10001277 Liquid nitrogen"
"9961cf7a-a227-4e9d-b574-bd536bf3013e","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Tegel Foods #10000335 30 Tonne C02"
"cd1a956c-6f8a-49b1-b822-db79088b9545","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","NIG Nutritional #10000015"
"76a3b99b-18f3-4033-889f-472b4d4302c4","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","NIG Nutritional #10002245"
"140fb64e-89a3-4a15-90ad-3b3aca7562c5","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","NIG Nutritional #10002387 Liquid Carbon Dioxide"
"fcd659ec-c017-4da8-bb86-4c4bf1ea8bd4","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Tasti Products #10002487"
"44be9789-fed6-43f7-9381-4e581d081390","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Babich Wine LTD #10001516"
"b1b21375-a201-4c4a-9afb-c4cb79fd8fc2","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","#100000946 Brix & Co LTD"
"f1e3add5-6c01-453a-b6b6-ed9f120e96b8","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Primero Profiles 156 bulk Liquid Nitrogen #100036361 "
"0e1086d7-f327-46ec-9e77-934bc1f1e658","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Primero Profiles 102 Bulk Liquid Oxygen #1000456"
"921d2d25-bc38-4eb7-8fed-cdda74f672ae","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Crighton engineering Liquid Nitrogen #10000019"
"688bbd74-e789-44bd-86a7-ed60bd069316","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Rakon LTD Liquid Nitrogen #10001520"
"fb7254eb-85cc-4626-b050-5ee01603e18d","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Auckland Blood Transfusion Liquid Nitrogen #10000429"
"78333abc-a3da-4920-b7b0-90e47784ecac","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Hi Tech Metal Fabrications LTD Liquid Nitrogen #10034077"
"093dde64-5b6d-4a10-b8b1-59a2aa620220","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Precision laser cutting Liquid Nitrogen #10036363"
"f69b51b2-94b0-4daa-9381-4a4a1f07c53a","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Replika Manufacturing #10002161"
"4df11e1b-e0e5-4d5d-9fd1-d18fd815a0d7","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Vulcan Plate LOX #10000442"
"6a5d4d24-a266-4212-bd79-c06c9cafc512","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Polaris LIN #10000669"
"c31ffd58-5c82-4677-b9c0-4567f6a8f34d","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Free Flow Manufacturing #10038984"
"dff4d92a-6539-4bff-9f25-93e6e06bf2d5","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Fine laser cutting LIN #10017384 "
"ab2cd59b-f4da-4efc-81c3-a04518349192","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Profile Metals LIN #10036101"
"70f63c88-3b30-4dce-9120-456e62940c62","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Steel&Tube LOX #10000425"
"48c78419-2ca1-4a3a-9ff6-afdeefdf237a","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","#10001718 One Stop Cutting Shop"
"b17d90ee-a94f-4500-8e48-64d326b90a36","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Primero Projects LTD LOX #10000410"
"88c6a814-a81d-4194-9be1-26bfc357c580","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Rocket Lab LTD Auckland Airport #10001398"
"56b9d418-a937-4348-96e7-a54583f7d383","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Temperzone LIN #10000466"
"a7046b90-2aff-4810-ba31-163f085c16f0","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Field Rubber LIN #10000074"
"9654e3c5-1957-419c-a847-a99088b72548","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Kiwi Steel NZ LTD LOX #10000428"
"dea65af3-8af7-49bf-bd45-6b6138f6a780","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Z Energy #10029586"
"0da1b5b0-e18f-4fe3-82ef-366454229688","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Mulcahy Engineering #10032067"
"aee0053f-a242-461b-aaa3-3717724e88b7","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","#10000025 MOT#112730 IND Liquor"
"5a5051ee-b85d-49cb-95ac-556e824fd62d","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","#10000223 #MOT 111396 IND Liquor"
"db5a1c1f-e358-4e06-b6d9-00316a542069","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","#10001214 Liquid Argon Best Bars Ltd"
"390c2e9f-92ff-43bc-af88-0c5e9486cbe9","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Rocket lab #10036362 (LIN)"
"16390272-7ba4-477f-bf2f-e12f08ef2d85","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Rocket lab #10036042(LOX)"
"a045f7cb-49fd-402b-8fa5-cc85ea5c2294","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Air New zealand #10000453 (LIN)"
"20d27aae-5c7c-4682-9616-aa5254cef760","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Watercare laboratory Services #10001215"
"1254e144-ad12-412a-afad-892269d9a10d","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10000099 Fonterra Kauri MOT: 115078"
"41c0be3e-2936-4bd7-99a3-e0cfa4103984","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10000082 FONTERRA MAUNGATUROTO MOT MOT : 95677"
"8f8501b7-78f2-4dba-b531-f9a317ef8b47","","folder-normal","","","step","TRUE","FALSE","2022/2023"
"ec8ec3b2-48c2-40c8-ad7a-197c2baf12c8","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10030159 MOT : BV4-150123A AIR NEW ZEALAND - CRYOSPEED"
"8cb7c1e8-bef1-4c07-881f-134a940a2092","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000435 MOT : 110994 AIR NEW ZEALAND LIN"
"9def4b5e-e72c-4f32-8ac0-e9173c2fafa4","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001213 MOT : 106322 ASCOT HOSPITAL"
"93dc658f-b11f-471e-9f5a-1b3653a8cd3e","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10030156 MOT : BV4-150115M ASUREQUALITY LYNFIELD"
"93483da7-413f-41bc-9e34-b15ccdb3bec3","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000429 MOT: 110208 AUCKLAND BLOOD TRANSFUSION,LIN"
"5c9aeedc-b9cf-4c41-808a-0588059730fc","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000849 MOT : 162626 AUCKLAND HOSPITAL (BUILDING 98)"
"b6df5f6c-7372-4e2c-8b62-c76e4389575b","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000098 MOT : 115077 AUCKLAND HOSPITAL (BUILDING 98)"
"48b0a85a-1d56-4941-8a2b-d6b8374387a3","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10030151 MOT : BV4-150115H AUCKLAND UNI CHEMISTRY FOS"
"2f06b260-bc11-4508-ad7b-ff1beef5bf81","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001516 MOT : 164013 BABICH WINES LTD"
"e370687b-ba96-49cd-a997-da7221a8dc2a","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001214 MOT : 107798 BEST BARS LTD"
"d3195111-e374-4057-8825-0694330d3682","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001210 MOT : 94161 BOC CES PENROSE WORKSHOP"
"89f6d40e-ec68-4506-9d43-ab7d762bb8ab","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000116 MOT : 164048 BOC GAS & GEAR WHANGAREI"
"1a68de3f-5f83-4775-8c55-f2b926ff0585","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000946 MOT: P17255 BRIX & CO LTD"
"38671ba6-378a-4d1b-bd9c-90da67436481","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000019 MOT: 137080 CRIGHTON ENGINEERING"
"d3c2da64-787a-4e25-b2dc-0b7d8924d6cd","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000224 MOT : 118799 EASIYO PRODUCTS"
"828a3f11-6df3-4360-b8b7-ff4eac159bfc","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10029132 MOT : BV4-140902B ETEL - ARGON"
"f61a6ac4-447a-4469-9e51-2fc476d18358","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000461 MOT: P19549 F & P HEALTHCARE O'HARE BLDG"
"5e8b336d-4422-4339-8358-a49e3da45def","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10028538 MOT : BV4-150307 F & P HEALTHCARE PAYKEL BDLG LOX"
"0070dd49-28df-4726-aa91-8945f8b14049","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000074 MOT: 93264 FIELD RUBBER"
"3a286f56-57f7-4b0c-ac42-a27e32727756","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10038983 MOT : BV01-210325D FINE LASER CUTTING SVCS - 712 CRYRO"
"83a4005e-1675-4534-93c8-a661196c8981","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000099 MOT: 115078 FONTERRA KAURI"
"13bd07a0-c809-492a-b4c0-07b6d24d3878","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000082 MOT : 95677 FONTERRA MAUNGATUROTO"
"4da5438a-c3d5-4c6f-853c-df705f6a0f02","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10029582 MOT : BV01-210817B FREE-FLOW MANUFACTURING"
"9c145f31-4189-4493-a668-c9792bdc5315","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10002388 MOT : BV4-120807 FRUCOR BEVERAGES"
"6b5e35a2-0071-45d3-bf98-c252bca95c43","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000024 MOT : 113763 FRUCOR BEVERAGES"
"3a302df9-abc8-48a7-9f4c-e62d1fd3e2bd","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10029585 MOT : BV01-151202 FRUCOR BEVERAGES - VESSEL 1"
"fe87d068-dd5b-4232-b600-78465a328906","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10029587 MOT : BV01-151104C FRUCOR BEVERAGES - VESSEL 2"
"4bf5e8a3-a6c7-48d1-9ca0-83dae4789564","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10002309 MOT : BV4-110518E GLEN DIMPLEX NEW ZEALAND LTD"
"3dd5170e-9f6d-4eca-8820-7eaebbe22ea0","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10038985 MOT # BV01-210325C - GLEN DIMPLEX NZ"
"14db08bb-fee3-4a24-986e-5ce3e09ecd05","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000436 MOT : 110995 GREENLANE HOSPITAL"
"be68fdf2-0cd9-4909-ad15-e4a1bc99376e","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10034077 MOT : BV1-170227A HI-TECH METAL FABRICATIONS LTD"
"3c8ebfe4-64b1-4033-b3b7-702c2742268f","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10002312 MOT : BV4-131217 HSM ENGINEERING LTD"
"a5be03cc-2f84-4307-ba24-1bc0b90cdf5e","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000025 MOT: 112730 INDEPENDENT LIQUOR,CO2"
"d1ec65aa-a3ce-4c3e-890b-f6a187a018cb","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000223 MOT : 111396 INDEPENDENT LIQUOR,LIN"
"4af7d25a-1b8f-43cd-bd9e-19ff84ed5faf","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10002243 MOT : BV4-110511 INGHAMS FP MANUKAU CO2"
"f90fef84-1b35-44b8-bbd3-12594fce892f","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000113 MOT : 122450 TANK A INGHAMS FP MANUKAU LIN"
"bdb0c24c-fc0e-47b0-b6bc-48c35611d4a1","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000428 MOT : 110207 KIWI STEEL NZ LTD"
"33129712-1b21-4b5a-93d9-789994591904","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10002212 MOT : BV4-120126 LION NATHAN THE PRIDE"
"4cdb2f8e-a8a1-4c92-9ff5-1ed2879c1f5c","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000427 MOT: 110206 MANUKAU SUPERCLINIC"
"7f683688-4d7d-4e92-ae67-c99e6f4efc03","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000426 MOT: 109551 MERCY HOSPITAL"
"a1b1cc88-8bf9-4412-89bb-bee06bb3f1f8","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001563 MOT : BV4-100921 MIDDLEMORE HOSPITAL CS BUILDING"
"aeedac45-c6a5-40aa-b747-8003507229e2","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000013 MOT : 118248 MIDDLEMORE HOSPITAL GALBRAITH BUILDING"
"28bc0015-18b2-4a59-a4ac-dd969076c775","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10002306 MOT : BV4-110518B MULCAHY ENGINEERING - MINI BULK ARGON"
"09f68001-402e-4073-8d26-5049e808c29d","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10032067 MOT : BV01-160427A MULCAHY ENGINEERING BOC OWNED VS3000"
"4cf64a08-9a90-4c9a-b99c-07723e5e9d62","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10002387 MOT: BV4-120810 NIG NUTRITIONAL CO2 PUKEKOHE"
"8bd82a14-7d57-402a-837b-6775efc6c3bb","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000015 MOT: 118250 NIG NUTRITIONAL LIN PUKEKOHE"
"94536cd8-59c6-40fa-b1aa-27c2f95151d1","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10002245 MOT : BV4-111007 NIG NUTRITIONAL LIN PUKEKOHE"
"2957a177-f3a1-4d15-94d3-bd179edcc9f7","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10032068 MOT : BV01-160427E NZ DRINKS LTD"
"cebf4ddf-8511-4e78-a29f-87716f50de61","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001718 MOT : NT4-180607 ONE STOP CUTTING SHOP"
"e395ac02-1432-431c-8618-60275a53978b","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10033805 MOT : BV01-170717A PAC STEEL ROLLING MILL"
"93acb1ae-78ab-4a95-b1bc-dfa94e5c6ce4","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000669 MOT : 106857 POLARIS"
"93850d5a-be71-4fcf-831a-67ff5bd08f13","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10036363 MOT : BV01-190605A PRECISION LASER CUTTING HARRIS RD"
"c187fd29-06cf-4ad0-a5ad-85acaa8554b0","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000456 MOT : 139248 PRIMERO PROFILES - 102BLK"
"4326dcc8-766f-4d7d-b092-630a48ea7076","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10036361 MOT : BV01-190605B PRIMERO PROFILES - 156BLK"
"ca6aa4e6-62cd-4194-aa95-3dd960703c00","","folder-normal","","","step","TRUE","FALSE","2022/2023","10000410 MOT: 93716 PRIMERO PROJECTS LTD"
"0e911dfc-2ad2-46cf-94bf-9e415efefb57","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000410 MOT: 93716 PRIMERO PROJECTS LTD","PRIMERO PROJECTS LTD"
"2c6368ea-f7a2-4dd2-b38f-5b0c18f3b167","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10036101 MOT : BV01-190503C PROFILE METALS - 712CRYO AUCKLAND"
"cf601b58-b14c-4da0-a085-c0162de7abcb","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000432 MOT: 110295 QUALITY HEAT TREATMENT"
"ec5a7af4-38de-4527-9fa0-06981147e888","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001351 MOT : 113776 RAKON LTD (CO2)"
"ae18b25b-fe8e-456e-aa3d-7712c68d1dbb","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001520 MOT : 163289 RAKON LTD (LIN)"
"30681f78-203c-4679-887d-d9a5ac3fef80","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000462 MOT: 93165 RNZAF WHENUAPAI LOX"
"df750ca2-f0f4-4c5e-9194-f04d23ebe82d","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10036362 MOT : BV01-200313A ROCKET LAB LIN - WAIKATO"
"9ad482df-067c-4269-80f6-12207236c16b","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10036042 MOT : BV01-200313B ROCKET LAB LOX - WAIKATO"
"c6168baf-b81b-45c9-9d5c-14f70d853040","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001398 MOT : NZ04-280809 ROCKET LAB LTD - AIRPORT AUCKLAND"
"c774192d-dc5d-4e69-a357-476383a62559","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001219 MOT : 139868 ROCKET LAB LTD - MERCER"
"46ee8874-23d2-4179-8cbc-a385bd750611","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10026159 MOT : BV4-130423 SCHOOL OF MEDICAL SCIENCES - AKLD UNI"
"f99834b9-2d40-436a-9e73-a11be9ee5a38","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001340 MOT : 101499 SLEEPYHEAD MANUF LTD"
"c31d30de-42bb-411f-8b16-6abce135feac","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001211 MOT : 98038 SOUTHERN CROSS NORTH HARBOUR"
"259ea1ae-3b67-440c-8b98-bce8fd921c38","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10002386 MOT:BV4-120811 STEAM BREWING (AUCKLAND BREWRIES)"
"89da8ee1-3979-408f-b35c-ce35c24207c5","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000425 MOT : 107814 STEEL & TUBE AUCKLAND"
"1b01905b-f57a-4dcb-ae94-2febf81070da","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10033813 MOT : BV01-170717B SYNLAIT MILK CO2 - AUCKLAND"
"c30bb969-138d-4d57-81b5-7a5c676bdead","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10002455 MOT : BV01-170905A SYNLAIT MILK LIN - AUCKLAND"
"21d466de-6f4b-452c-9469-5fb509fd95a3","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10002487 MOT : BV4-130123 TASTI PRODUCTS LTD"
"2280f48f-7eac-44a3-a012-ec68493ca6f0","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10001277 MOT : 103677 TEGEL FOODS - HENDERSON"
"5f121605-e8fc-4392-b00e-f3de37938996","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000335 MOT : 125480 TEGEL FOODS - HENDERSON"
"5d3db7d1-35d4-4d15-8dc2-6babbb79554e","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000466 MOT : P19842 TEMPERZONE"
"ad4fc3a0-4415-4c62-b652-469f879dfb98","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","10000442 MOT: 111345 VULCAN PLATE AUCKLAND"
