"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bcfc1ec4-baca-4c7c-972d-606f41f003ec","","folder-normal","","","step","TRUE","FALSE","2020"
"3cde82d9-41a5-4a9f-a09a-22a6d46ffde7","","checklist-sectioned","","SYS - BOC Checklist","checklist","FALSE","FALSE","2021/2022","Boc Gas CHCH","100001737 Fonterra Studholme LIN"
"105a6e04-c0b4-4506-8ccd-a2bee4ec5f5f","","checklist-sectioned","","SYS - BOC Checklist","checklist","FALSE","FALSE","2021/2022","Boc Gas CHCH","10000085 Ashburton Hospital"
"d1ae60a8-b0b7-4d56-a7f5-dc98e1d6b38d","","checklist-sectioned","","SYS - BOC Checklist","checklist","FALSE","FALSE","2021/2022","Boc Gas CHCH","10000345 Canterbury Meat Packers C02"
"161e6ba5-6bfa-4e85-8fe9-c17a0e364389","","checklist-sectioned","","SYS - BOC Checklist","checklist","FALSE","FALSE","2021/2022","Boc Gas CHCH","10000075 Canterbury Meat Packers LOX"
"c2f188bc-a05e-40ed-8e3e-8b1d3f8fd053","","checklist-sectioned","","SYS - BOC Checklist","checklist","FALSE","FALSE","2021/2022","Boc Gas CHCH","10001510 DCC Southern Water Treatment Plant"
"1eb1c339-2f39-40b9-82a0-99f1c93d9034","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2021/2022","Boc Gas CHCH","10000086 Vertical BOC Gas Timaru Hospital - Full Repaint"
"baa5b94b-381c-4a90-8286-a56bdc1981fa","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2021/2022","Boc Gas CHCH","100001719 Vertical Vessel Vulcan Steel LTD"
"a29b47ed-6412-4b26-a28b-027fbfa5d966","","checklist-sectioned","","SYS - BOC Checklist","checklist","FALSE","FALSE","2021/2022","Boc Gas CHCH","10000085 Ashburton Hospital Repaint"
"a183edbd-0539-4afe-afe3-ee71882f8090","","checklist-sectioned","","SYS - BOC Checklist","checklist","FALSE","FALSE","2021/2022","100000101 Westland milk-vessel vie 197-17 Lin"
"22eb91e9-c5e9-4390-a22e-0bc0c9ceb76d","","checklist-sectioned","","SYS - BOC Checklist","checklist","FALSE","FALSE","2021/2022","10031102 Westland Dairy"
"6d44d917-92b6-46b6-948a-709e61b3c1b2","","folder-normal","","","step","TRUE","FALSE","2022/2023"
"6750d0fc-3e63-48da-aabc-fd3eb46c8be4","","folder-normal","","","step","TRUE","FALSE","2022/2023","Southern Chch"
"4efda9b1-a562-43f7-989b-15da114a88df","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10001216 MOT : 112266 ALLIED TELESIS LABS LTD"
"2bb8de29-ae3d-4561-8b24-87cbbd76263c","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10001395 MOT : 106320 AMBREED, EDENDALE"
"f913d9d9-810b-444d-806a-d4cb98e9b1ce","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10001312 MOT : 111086 AROMA NZ LTD"
"3da92085-1130-49cb-ab06-ee50a0c2f530","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000085 MOT: 103660 ASHBURTON HOSPITAL"
"2e0eec01-a2b0-4cdd-a107-3b9e6bbf067a","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10001529 MOT : 149687 AUTOBEND LTD"
"5c26eb74-153e-427a-8341-3cddc2aa18de","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000422 MOT : 94403 BOC GAS & GEAR INVERCARGILL"
"2d516da3-8dfe-4974-b2fb-c33753c57240","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000454 MOT : 115823 BURWOOD HOSPITAL - BURWOOD"
"13058f8f-7662-45c4-a8d1-afe011369843","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000345 MOT: 106079 CANTERBURY MEAT PACKERS,CO2"
"af2d3e11-8abf-46e3-8fe5-aa8fe56ffdca","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000075 MOT: 93267 CANTERBURY MEAT PACKERS,LOX"
"33653421-aa39-4eaa-af8d-ad04dc8e627e","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10033360 MOT : 157663 CHRISTCHURCH HOSPITAL (ref # changed as per photo)"
"f1cb9623-96fa-4509-b21d-90acd58b7a32","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000073 MOT: 93218 CHRISTCHURCH HOSPITAL ROLLESTON AVE  (ref # changed as per photo)"
"c32c2f94-09e4-4042-bb13-a52ccfd40f03","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000003 MOT : 111079 COCA COLA - CHRISTCHURCH"
"e8c5af43-b34b-4713-9a6f-62d0e9937bba","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10028530 MOT : BV4-141022 DAIRY WORKS (CHRISTCHURCH) CO2"
"2b732a89-1d3d-4ac0-9631-6e9fe05760ad","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10029583 MOT : BV4-141021 DAIRY WORKS (CHRISTCHURCH) LIN"
"25844d8b-9ce6-45bf-804a-f24e7965d9a1","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10002390 MOT: BV4-120613 DANONE ASIA PACIFIC MFG CO2"
"5f17a9bd-667a-427f-acb3-b49d5d4da165","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10002393 MOT : BV4-120612 DANONE ASIA PACIFIC MFG LIN"
"a03ac820-6600-4ac0-9320-e75778ff0b3f","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10001155 MOT : 149656 DAVIN INDUSTRIES"
"0ed7ce7d-921d-4748-83fb-b7f63dba7bc5","","folder-normal","","","step","TRUE","FALSE","2022/2023","Southern Chch","10000911 MOT:P51410 DCC MOUNT GRAND"
"ccee2ed8-8b1d-459d-a20d-0e97453c9c16","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000911 MOT:P51410 DCC MOUNT GRAND","DCC MOUNT GRAND,CO2"
"c02ca5cc-42db-46e6-9146-f99df5715889","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10001510 MOT : 149657 DCC SOUTHERN WTP"
"91274dc8-daf8-43ba-84b5-d2a74945b2af","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10033811 MOT : BV01-171409C DUNEDIN PUBLIC HOSPITAL"
"ea12963e-b8e3-437f-9153-70ddbd0e056f","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10028541 MOT : 157643 ENI ENGINEERING LTD"
"97981317-b177-474c-aff8-9b466d0673b2","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10002456 MOT : 167757 ENPHASE ENERGY NZ"
"68b5bfff-0555-4d13-b942-4aff48509568","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10001092 MOT: 162856 FONTERRA CLANDEBOYE, LIN"
"54bf8937-bb38-4670-8b19-eafafef75d0f","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000026 MOT : 113785 FONTERRA CLANDEBOYE,CO2"
"e5c595cb-1211-45d8-8e4d-e8610cfedb6a","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10001469 MOT : 152838 FONTERRA DARFIELD CO2"
"966cf3b4-25bc-4e40-8809-ae1697c32560","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000942 MOT: 112767 FONTERRA EDENDALE,CO2"
"5ec8aca6-ed87-433f-82f9-ae4e5257ac85","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000276 MOT: 162640 FONTERRA EDENDALE,LIN"
"36cbd528-e216-4501-8bef-626cc6c0e2b2","","folder-normal","","","step","TRUE","FALSE","2022/2023","Southern Chch","10000470 MOT:111085 FONTERRA STUDHOLME CO2"
"a321b383-3fc9-4494-bc82-e470b66c6137","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000470 MOT:111085 FONTERRA STUDHOLME CO2","FONTERRA STUDHOLME CO2"
"68eeda08-f245-4bc6-9577-31e1b0a1c5b6","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10001737 MOT : NL4-010807 FONTERRA STUDHOLME,LIN"
"02c16b55-fd72-4e3e-8513-8ae2fe989b7f","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10029091 MOT : BV01-180411B GREYMOUTH HOSPITAL - NEW STIE"
"e467f3db-6f92-4ab3-9a34-a1843f229f26","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10002485 MOT : BV4-121128 HAMILTON JET (CWF HAMILTON LTD)"
"294b6758-540a-4886-b185-866af8b70ac0","","folder-normal","","","step","TRUE","FALSE","2022/2023","Southern Chch","10000077 MOT: 93540 KEW HOSPITAL"
"a43d1626-e750-4ba2-97df-a0e3dc00ba89","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000077 MOT: 93540 KEW HOSPITAL","KEW HOSPITAL,(SOUTHLAND HOSPITAL)"
"404b0c99-566c-497f-9da8-19f4d34df909","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10033807 MOT : BV01-180411A LIVESTOCK IMPROVEMENTS, CHRISTCHURCH"
"dac61baa-5d34-4314-a74e-c4158ecbea4e","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10033810 MOT : BV01-180220B MATAURA VALLEY MILK CO2"
"662d8676-a9ee-45f0-88aa-8b23140b5345","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10035526 MOT : BV01-180220A MATAURA VALLEY MILK LIN"
"46a439a2-9ee1-4dcb-aef0-19456e04ec35","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000444 MOT : 111391 NDA SHEETMETAL INVERCARGILL"
"b2cb1b69-d9eb-43b3-a04d-438aba910ed8","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10028537 MOT : BV4-140530-1 NZ BLOOD SERVICE CHRISTCHURCH"
"e31d23fb-9758-4063-a568-cd4df20934c3","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000054 MOT : 103264 NZ BLOOD SERVICE CHRISTCHURCH"
"08a0fecd-7fd5-47ae-b4dd-5b7ab219de77","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10028533 MOT : BV4-140613-1 OCEANIA DAIRY - BULK CO2"
"baf8b490-adc3-4c13-a091-a380c5ba4b8a","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10002457 MOT : BV4-140613 OCEANIA DAIRY - BULK N2"
"b292f117-9b2d-4996-852a-1262fd121f6d","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000118 MOT: 101571 OTAGO UNIVERSITY"
"f4d7ba89-827a-441e-a480-e4a03b1cd0d0","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10032399 MOT : BV01-160427B PEGASUS ENGINEERING LIMITED"
"3fe5f7d1-42bc-4f69-8d91-a5d95d340e0c","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10001150 MOT : 149655 PROMETAL INDUSTRIES"
"697fd08e-d483-46e4-948a-c03da7d17ba7","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10033809 MOT : BV01-171409A PURE NUTRITION CO2 - ROLLESTON"
"66b0f9c3-1bd3-48f5-ad51-410a302ebb82","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10033808 MOT : BV01-171409B PURE NUTRITION LIN - ROLLESTON"
"7e6b6318-23b8-49c0-9d64-0fdbd1461c27","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10002211 MOT : BV4-100914 SKELLERUP IND"
"69c59013-1871-4319-a9cb-bf0ad1fa370e","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000011 MOT : 115825 SOUTHERN CROSS,CHRISTCHURCH"
"ce235839-77b2-4a15-b518-4b721530c214","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10002289 MOT : BV4-111110 SPECIAL STEEL & METALS LTD"
"36f74054-fe09-41a5-8923-c966a0cef03b","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10002247 MOT : BV4-110215 ST. GEORGES HOSPITAL"
"ae1a358b-7fda-4f0d-8e5b-0abd85cd187d","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000094 MOT : 109935 STABI-CRAFT MARINE"
"460913a2-9cf2-46f2-896a-8bd5a1a5f66d","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000114 MOT : 122451 TEGEL FOODS CHRISTCHURCH"
"fcd81097-e43a-4320-930a-8e6fd1c62617","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10028531 MOT : BV01-151104B THE EMERSON BREWING CO"
"874c6be5-6818-449f-85a0-f7a873971b2e","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000088 MOT: 105495 TIMARU DISTRICT COUNCIL"
"860795da-a042-4c64-9d54-c147d976cc73","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000086 MOT: 103663 TIMARU HOSPITAL"
"6d646eaf-ba07-44a1-b7a2-df0f7b505ab2","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10001212 MOT : 103077 VULCAN PLATE CHRISTCHURCH"
"9398690a-113c-4dc1-9130-47661e53a1c9","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10001719 MOT : 180602 VULCAN STEEL LTD (CHRISTCHURCH) SANDVIK"
"b2fd4d2d-8bbd-4b2c-85b3-a822f61ad6f8","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10031102 MOT : 157644 WESTLAND CO DAIRY 50T CO2"
"f6900349-5ebd-437f-ac6e-768c79899274","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Chch","10000101 MOT: 136679 WESTLAND DAIRY,LIN"
"2f14fbf9-40db-474b-9bd5-a4220756fe30","","folder-normal","","","step","TRUE","FALSE","2022/2023","Southern Nelson"
"3d7570bc-9a76-440c-976e-f12c2e074413","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Nelson","10000418 MOT: 94164 BLENHEIM HOSPITAL"
"35be1533-7e0d-4f3e-bcad-e7aabdf8ccaa","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Nelson","10001397 MOT : NZ04-030909 BOC GAS & GEAR NELSON"
"b15377d9-3eca-4737-b2e9-a5f7f03fdbc6","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Nelson","10000413 MOT : 93733 CROWN SHEETMETAL BLENHEIM"
"ec05b41d-4791-44e9-b722-418442f96ff6","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Nelson","10000053 MOT: 101348 FONTERRA BRIGHTWATER,CO2"
"7d8c090e-8d7a-4af7-91d6-dfbb1a5a3b70","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Nelson","10000012 MOT : 115826 FONTERRA BRIGHTWATER,LIN"
"d8c170fb-f922-4536-8eb7-c5f4ffd6eb10","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Nelson","10001518 MOT : NL4-260707 INDEVIN LTD"
"f66aa852-cbb3-4c5a-8bba-dcce9c5e4d0b","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Nelson","10000129 MOT: 90488 KONO WINES NZ LP"
"7a19986a-a6d9-48db-8955-4fe6b0404e2e","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Nelson","10000415 MOT: 94088 NELSON HOSPITAL"
"9d965a78-ceba-431a-a2f8-7d1932930264","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Nelson","10001965 MOT : NL4-190209 SAINT CLAIR ESTATE WINES"
"64e13ccf-5052-455b-bade-f082fda0d140","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Nelson","10001375 MOT: 103678 SEADRAGON MARINE OILS"
"1c5ce512-e1cc-47ad-ba84-1e05dc16b63e","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Nelson","10028532 MOT : BV4-150211 SPRING CREEK VINTNERS LTD"
"cbddd323-2f6c-4b14-ab48-fbdd8001fc5a","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2022/2023","Southern Nelson","10001592 MOT: 149694 WITHER HILLS VINEYAR"
