"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0c79cdc8-1eca-4725-b2ab-7cb0e4e6722c","","fail","","folder","TRUE","FALSE","H&S"
"7bb268e8-bb82-4d34-87e5-d9e14d99e155","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","H&S - Daily Pre Start Checklist"
"fde1227b-329f-47cc-a243-efbf63dde5eb","","not-started","H&S - Site Toolbox Checklist","checklist","FALSE","FALSE","H&S","H&S - Site Toolbox Checklist"
"d8aaebac-8764-45a9-b039-9e500a87b9bc","","not-started","H&S - Accident & Incident Investigation Report","checklist","FALSE","FALSE","H&S","H&S - Accident & Incident Investigation Report"
"59989943-68bc-4e1f-97e0-07e9af794cb6","","work-in-progress","","folder","TRUE","FALSE","H&S","Daily Pre Start"
"3f6933fb-8cab-4e4d-bae5-b11723e53171","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24"
"ec839ae8-67e8-4f2b-940d-63b95e8b67a3","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 26.09.24"
"f05d3806-e862-4d81-8af5-97ff8f276c93","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 27.09.24"
"0f5c5412-c8f5-4a08-b6d1-4e3b268bd8f6","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 30.09.24"
"2e31f4e1-dff2-4b95-a897-2a84d4181c52","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 01.10.24"
"eda09661-a88e-494e-ba51-72f8d696bb13","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 02.10.24"
"9481e037-61fe-4fd8-8fa0-6369261f6a67","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 03.10.24"
"62ce1904-4848-4de8-b918-bfa55e23b4fa","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 04.10.24"
"95428650-7337-42f7-9e50-5ecf25500239","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 07.10.24"
"105f91a2-54c1-4103-9bf3-f66ff3705829","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 08.10.24"
"cb3ef069-c084-4eb2-ace7-6a04f59da525","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 09.10.24"
"26b9fd7f-dd36-46c3-a446-0efa0cb07673","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 10.10.24"
"0a46dd86-85cf-48d6-89ec-da5455b23d25","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 11.10.24"
"2d9a71a1-dcc5-41ba-a8b1-1087bd5375f1","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 14.10.24"
"efc17522-bdd6-435c-9689-a34b7d189aa3","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 15.10.24"
"780f5f28-cbeb-49de-8280-28f869cc21fd","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 16.10.24"
"88a229b1-4066-431f-b4e4-2588321b6c3f","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 17.10.24"
"8e02c3f5-fc90-46aa-b0fe-2d69c8f01fc5","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 18.10.24"
"80002f45-899f-4bf1-ac56-ef7a87a9f504","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 21.10.24"
"587904b4-eb80-4867-99b6-33f30c3ed924","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 22.10.24"
"fd5ca290-1a57-4a6d-a4ab-aa9be1ca58f4","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 23.10.24"
"87a24428-a43f-4297-9ee0-607a741b7094","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 24.10.24"
"f372c38a-bb31-4640-b765-94d52a596c83","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 30.10.24"
"5a403656-47f3-4676-8459-34fdc19d30c6","","work-in-progress","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 31.10.24"
"aec4b4d2-01eb-42ce-bfa8-ef376322583d","","work-in-progress","","folder","TRUE","FALSE","H&S","Weekly toolbox"
"b0f2bc5e-1c29-4618-bd4a-be9734ce9524","","work-in-progress","H&S - Site Toolbox Checklist","checklist","FALSE","FALSE","H&S","Weekly toolbox","H&S - Site Toolbox Checklist 04.10.24"
"e5a57789-8be4-48ce-acd2-5f3d636fc562","","work-in-progress","H&S - Site Toolbox Checklist","checklist","FALSE","FALSE","H&S","Weekly toolbox","H&S - Site Toolbox Checklist 18.10.24"
"5077ff09-7e7d-4993-9893-463eb866d307","","work-in-progress","H&S - Site Toolbox Checklist","checklist","FALSE","FALSE","H&S","Weekly toolbox","H&S - Site Toolbox Checklist 25.10.24"
"d2b5ae07-2994-4b95-ad8d-b8e426491339","","fail","","folder","TRUE","FALSE","H&S","Weekly Site Inspection"
"d1076d41-9d4b-4349-8cc2-021089310b0d","","work-in-progress","H&S - Weekly Site Inspection Checklist","checklist","FALSE","FALSE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 18.10.24"
"6e969a9a-e5de-4e65-9fc0-08c2529425a8","","fail","H&S - Weekly Site Inspection Checklist","checklist","FALSE","FALSE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24"
"41b7ef42-adb6-4ee1-bba3-4c433f01e92e","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"ddbed6c3-1a26-4eec-86a4-9e3b65d286ec","","pass","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Pre nail framing Checklist (Sample) "
"0578b7f9-bbcb-467f-be74-1cba6e97a661","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 "
"d68833c4-b836-452d-b74d-2c6c37fec049","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 "
"bcfa6d7e-4d4a-4378-a6ab-b3d3da0b1209","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1A"
"6e96cc46-ef7b-4a6f-900a-79ce445cce5b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) "
"5cbf6ce2-2cd1-41d4-998d-6ac64c665dda","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1C ","MC3 (011)","Doors Checklist"
"27d2be6c-da2d-443f-9bf0-8fc67bb9643b","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1C ","MC3 (011)","Trims Checklist"
"b1f91338-9f3e-4e98-9908-58ef4bd1942f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1C ","MC2 (012)"
"fbef72e6-d47d-4672-a0f1-9a4633956321","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1C ","MC2 (012)","Pre Nail Framing Checklist"
"9cfffacc-402d-4b74-a084-9f63286b50a3","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1C ","MC2 (012)","Doors Checklist"
"b234f776-5f1a-4d83-b1f1-c43d2ab13505","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1C ","MC2 (012)","Trims Checklist"
"41d7db9d-bd2c-4072-b724-cdcc43014a34","","not-started","CLT Floor/Wall/Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1C ","CLT Floor Checklist"
"fb9651da-d226-48e0-b901-76e6683d4f52","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D "
"85229640-18f3-4349-80f9-cc93e4cfdc10","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","CORRIDOR (1006)"
"5a16187b-2313-4797-9dc6-657672d96060","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","CORRIDOR (1006)","Pre Nail Framing Checklist"
"a5694df5-d950-4f7a-9634-6bbf8f405ee3","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","CORRIDOR (1006)","Doors Checklist"
"4bc71d91-0491-47d9-9a3f-aae9e2cb3ed2","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","CORRIDOR (1006)","Trims Checklist"
"6e6df51a-39d9-42a5-a09e-9ee82100b53d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","CLEANERS 1 (1007)"
"9423bf66-d14f-4d8d-93ed-edc56635d95c","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","CLEANERS 1 (1007)","Pre Nail Framing Checklist"
"c2e32b8b-29a4-4cca-b145-38b137564a68","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","CLEANERS 1 (1007)","Door Checklist"
"dce4b3a2-6789-430d-ac91-5b9c894e6848","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","CLEANERS 1 (1007)","Trims Checklist"
"4db044a5-09f5-4d6d-8d7f-0af3c061674c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","ACC. WC 2 (1008)"
"dfe381a8-94d7-455f-8800-4f96421ba88e","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","ACC. WC 2 (1008)","Pre Nail Framing Checklist"
"470bce1c-a704-49a5-bca1-11a8118b0de6","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","ACC. WC 2 (1008)","Door Checklist"
"78c1a303-9fc5-45fc-b9d6-46a46c51fd02","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","ACC. WC 2 (1008)","Trims Checklist"
"6b22eafd-b402-4327-81df-1d42d4954a8a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","LOUNGE AREA 1 (1009)"
"47fd9174-ca99-490d-897f-354f3d42eba8","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","LOUNGE AREA 1 (1009)","Pre Nail Framing Checklist"
"c4b7ad75-70f5-4541-88e8-061aa123305b","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","LOUNGE AREA 1 (1009)","Trims Checklist"
"34ee7fd5-9a6c-4c58-add2-199bde09c14c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","ACTIVITY (1010)"
"d66e611f-d814-4c19-955c-d5768ab3d69e","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","ACTIVITY (1010)","Pre Nail Framing Checklist"
"84105034-2ae8-4266-a1c3-b1f27e17033d","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","ACTIVITY (1010)","Door Checklist"
"2ba4215c-66f4-4606-9175-df1c9c0508aa","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","ACTIVITY (1010)","Trims Checklist"
"60fdc01f-8f18-4a76-b007-902b7206c36f","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","NOOK (1011)"
"41098a5d-5058-4653-b1c2-cfcb4d038c63","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","NOOK (1011)","Pre Nail Framing Checklist"
"a07c0dbb-a330-4e7f-bd18-8270ea70897a","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","NOOK (1011)","Trims Checklist"
"4b3ff998-2799-4e85-8334-9c89b297b9da","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC3 (001)"
"8b873571-dabd-4ffd-80e9-620498b437a7","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC3 (001)","Pre Nail Framing Checklist"
"bd1fb0b8-449a-4066-b222-1564bf7e83af","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC3 (001)","Doors Checklist"
"8912cb8c-24e1-43b4-8725-6944b47f3c70","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC3 (001)","Trims Checklist"
"25a8040e-490e-48d3-a4d9-bea971b0c62e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC3 (002)"
"c14d87c0-2cd8-4774-b67e-3ed62933cfc1","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC3 (002)","Pre Nail Framing Checklist"
"73284e6e-bcef-4d0f-9cd9-19fd493da29f","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC3 (002)","Doors Checklist"
"12c4c43d-e95f-490e-a454-0e5457c755f5","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC3 (002)","Trims Checklist"
"64c55e5c-8e40-4286-b2cc-6c51b8cc9b8e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC4 (003)"
"144e828d-9a63-46db-aed4-4a33142f3628","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC4 (003)","Pre Nail Framing Checklist"
"a41b1e23-2dc1-41ed-860e-6d59215e6f6a","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC4 (003)","Doors Checklist"
"e0185761-3338-415f-910b-1515434a877f","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC4 (003)","Trims Checklist"
"e6f898db-6fff-4df7-8bf9-75c082cce8aa","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC2 (004)"
"df6c04c0-4796-4b5e-b54c-e81474adcd0b","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC2 (004)","Pre Nail Framing Checklist"
"8e1d32a4-6de5-4179-9610-ad7c4893518b","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC2 (004)","Doors Checklist"
"022d5456-f7f8-4b8d-9b93-1cebfe7a7e20","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC2 (004)","Trims Checklist"
"4b37cfa2-4ac2-4869-b482-bd0b6fb0713d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC1 (005)"
"4191482f-8d1d-4fee-afb1-c734d87cc9fd","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC1 (005)","Pre Nail Framing Checklist"
"48b4c3ad-65b7-4fa4-b2f8-06e870e5a42a","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC1 (005)","Doors Checklist"
"0aab0734-19eb-4e02-8114-33d2c5c0c4dd","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC1 (005)","Trims Checklist"
"508a4426-76b4-4e07-801a-20c65321ae56","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC2 (006)"
"2fbd0798-8bae-4e3c-954b-92e6737c8289","","work-in-progress","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC2 (006)","Pre Nail Framing Checklist"
"a8baf396-6353-4539-9aa4-32d32e54eda0","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC2 (006)","Doors Checklist"
"bd948c67-160e-44a9-83c4-4b9c5903b519","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","MC2 (006)","Trims Checklist"
"9571319d-862f-42e2-8e81-7223851a8b00","","not-started","CLT Floor/Wall/Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1D ","CLT Floor Checklist"
"2fe0124a-49f8-46b8-80ae-ce48a3b9ede1","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 "
"6dcf45de-fc10-4121-b0bd-73782c61dbc5","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A"
"cef7fb08-3bf9-4e58-bdab-1e74184af9ab","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","MEETING RM 2 (2003)"
"1240a5b3-2bbb-4684-8bac-4a6178dd062e","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","MEETING RM 2 (2003)","Pre Nail Framing Checklist"
"5ffa8d4c-b5c6-4fe4-af8e-7c53b7290db3","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","MEETING RM 2 (2003)","Door Checklist"
"5daceda7-abb8-42d2-8162-8cb813779b64","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","MEETING RM 2 (2003)","Trims Checklist"
"e96ea35f-8b67-41ad-afb6-faadb97bc2d5","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CHEF'S OFFICE (2004) "
"0c864a35-2abb-425d-9472-1638c19c8db3","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CHEF'S OFFICE (2004) ","Pre Nail Framing Checklist"
"6c14c33a-bec7-44c6-8fbf-8e2190531b87","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CHEF'S OFFICE (2004) ","Door Checklist"
"8c55f1ff-4d46-4b84-99e9-ead57325c093","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CHEF'S OFFICE (2004) ","Trims Checklist"
"6ea6f219-49d9-4cc1-b452-b6ec955c7bce","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CLEANERS (2005) "
"c580da1f-84f3-4748-b6f8-a09d50680588","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CLEANERS (2005) ","Pre Nail Framing Checklist"
"cff8c8fa-ee7b-4541-8b95-8a07b4254431","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CLEANERS (2005) ","Door Checklist"
"ffaf9fe8-c2a6-4d2e-a532-cbb54d7bd66e","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CLEANERS (2005) ","Trims Checklist"
"1fb72384-4e8d-48b0-809b-7bce998d0529","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CIVIL DEFENCE (2006)"
"11570408-8dce-4cd6-ba2f-baaa9eb80462","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CIVIL DEFENCE (2006)","Pre Nail Framing Checklist"
"1b059220-4e15-41f5-8f49-80fb1a3ec93a","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CIVIL DEFENCE (2006)","Door Checklist"
"bb8481ae-c1ae-4b76-be69-3ecb80e9deb9","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CIVIL DEFENCE (2006)","Trims Checklist"
"29cc6135-52a1-4afb-89ca-a8ac4bbf5066","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","VILLAGE MANAGER (2007) "
"0f864db0-1ee2-4033-92e0-de57a38f81e8","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","VILLAGE MANAGER (2007) ","Pre Nail Framing Checklist"
"0e8c0da5-093d-452a-aae5-53f9d5232c73","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","VILLAGE MANAGER (2007) ","Door Checklist"
"c6715905-b095-48a1-a66f-3aaad2999e47","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","VILLAGE MANAGER (2007) ","Trims Checklist"
"963d866e-1df5-433e-9e44-133fad2d396b","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","COMMERCIAL KITCHEN (2008) "
"15abad36-fd19-45fb-8fd4-3162f23b624d","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","COMMERCIAL KITCHEN (2008) ","Pre Nail Framing Checklist"
"782c43b5-2041-41ec-9b81-dd47ac16e81f","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","COMMERCIAL KITCHEN (2008) ","Doors Checklist"
"0510f545-25c7-4436-bcc0-0ee8588d7949","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","COMMERCIAL KITCHEN (2008) ","Trims Checklist"
"6684b43b-062e-4721-880b-e29d5e80781a","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CHILLER (2009 & 2010) "
"d4d73387-4630-47fb-b981-aecface83d1c","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","CHILLER (2009 & 2010) ","Pre Nail Framing Checklist"
"1bb65832-5238-4219-9f75-3dcab41b975d","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","WC-M; ACC. WC 3; WC-F (2011, 2012, 2013) "
"15775548-9edf-41e9-a821-20601945a64f","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","WC-M; ACC. WC 3; WC-F (2011, 2012, 2013) ","Pre Nail Framing Checklist"
"64e65cd0-a332-4990-af73-0d1c629c1a6c","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","WC-M; ACC. WC 3; WC-F (2011, 2012, 2013) ","Doors Checklist"
"d1618179-f3c8-443c-817b-a41c6f919146","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","WC-M; ACC. WC 3; WC-F (2011, 2012, 2013) ","Trims Checklist"
"19b75083-fc3d-4aba-a02b-5dcfa023d4c9","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","STAFF OFFICE (2014) "
"36ea4700-3e7f-44f3-a5e9-66292558675e","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","STAFF OFFICE (2014) ","Pre Nail Framing Checklist"
"81fb06d6-86ad-4ea9-b481-586035885818","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","STAFF OFFICE (2014) ","Trims Checklist"
"93b31baa-8e86-4ce2-997c-c10eb7d97163","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","DRY STORE (2015) "
"b5069484-dbd5-4a3e-a375-898725b8f074","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","DRY STORE (2015) ","Pre Nail Framing Checklist"
"a1ae51fc-36b6-4fac-97d3-76613b5cec9b","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","DRY STORE (2015) ","Door Checklist"
"bb4a8e14-3dff-4b69-bed8-a4400f8027bd","","not-started","QA - Trims Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","DRY STORE (2015) ","Trims Checklist"
"6205d9d0-bae1-4f32-9099-d4dd56d112b9","","not-started","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","SHOP (1017) "
"2d30c51a-0e40-47b1-977a-8a646b8ff12e","","not-started","Pre nail framing Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 2 ","Zone 2A","SHOP (1017) ","Pre Nail Framing Checklist"
