"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"98be5657-2d65-4439-8aad-c693c9a0a16b","","folder-normal","","","step","TRUE","FALSE","IPL QA"
"d925928b-fe12-4b2e-9605-9a6484d0ac1c","","folder-normal","","","step","TRUE","FALSE","IPL QA","B01"
"b20999b5-8806-48e3-9093-a1e801bb1e0b","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix"
"d3ac50e7-cfc1-4ac1-9341-4519c1d50fc2","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement"
"dc7d26b2-453a-4dd6-bd28-c20e084876d8","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area A"
"5879b4d7-7610-4863-aecc-803546119e37","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Carpark"
"928cf2b3-ec35-4be1-ada5-f8faef3c6c1e","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Swimming Pool"
"2e64948e-1e30-4d4f-b265-7189785520e7","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","SPA"
"69a14eda-647b-4f80-a5a8-ed9ea36a8b16","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Lobby"
"a222ad0b-a87a-4207-934d-ef1b6d89ad7d","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Lift 1"
"00ceb7cb-4fb0-46ff-82b2-8babe6664778","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Stairs"
"dcea2cb8-2934-4851-a601-0eb67a03815e","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","WC"
"e5318dba-cef4-4455-bbbc-bda18dec5d71","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Resident workshop shed"
"a4afe3b8-e883-4e73-b85f-877037558b69","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area B"
"93c08065-2ad9-4443-8688-14d3b2744934","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area B","Car Park"
"3f8e632a-603f-42fc-8ea6-2fd50891c385","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area C"
"74061f28-04bb-41bb-bc93-4b709a2a48c0","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area C","Car Park"
"dc97a12b-315c-478c-a772-a3b921f6be79","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area C","Lobby"
"d703491d-959a-4683-99a3-f226bd454913","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area C","Lift 2"
"279ec996-bf12-4e04-99e3-6dff964eb307","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area D"
"c5e2f842-6af6-48fb-a66d-21fc2e9f030e","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area D","Car Park"
"c84dd06f-61cd-4c43-895e-8ba48840a373","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area E"
"64088e6e-a75c-4b29-8b9a-e7af75849b9d","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Car Park"
"26487cfe-1e6c-4912-8b19-80f2bfa2c247","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Lobby"
"7776eadf-4072-4712-892a-3d4468ceb67a","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Lift 3"
"e28d3a68-f338-4712-ab28-f473bd2cd98b","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Gardener room"
"eb0f569d-62cf-47c1-a7d7-651db5970a09","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Maintenance"
"b1b9fa27-9730-4e5c-8a8a-56548c5054e6","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Staff room"
"3fee67a7-aecc-4f24-a013-6604495313a5","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Ground Level"
"fc25c70a-e2cb-4c29-9e05-9a95f34282af","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Ground Level","Area A"
"7f0fd5e3-a0af-47ff-b131-3494bca2567e","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Ground Level","Area A","Common Areas"
"b54f5120-ad3c-4e41-af2f-48b0ce31d7a9","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 3","Area D"
"fa63b7fa-094c-492e-85f3-312d5fed27c2","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Common Areas"
"a69eaab2-5c32-48fa-95c7-f8db7f3a3c73","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Common Areas","Corridor"
"1d0517b6-d8cc-4e63-b8df-d38146fece11","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Common Areas","Laundry"
"d2460094-84ea-4281-8cb8-3dde7f17c88e","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Common Areas","Lift 4"
"02556659-8a56-4e1c-932f-a1e2a3a22999","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Common Areas","Stair 4"
"751cf189-1915-4b1e-b5ef-9c0411473191","","folder-normal","","","step","TRUE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Residential areas"
"ceb49f84-fda9-48fb-95c3-e249dbe1f13a","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Residential areas","ALS 358"
"9b56cfd2-7bfa-4bc5-86a9-33524b0bc187","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Residential areas","ALS 359"
"e1f16d3d-8ce5-49a7-93ad-eacdfd9c4cdb","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Residential areas","ALS 360"
"a2445534-8f13-4e0a-a00a-705581b20566","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Residential areas","ALS 361"
"44f8a2be-0fda-4f95-a827-361add3ec742","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Residential areas","ALS 362"
"ee88f30a-cfc9-4ddc-8bd8-3ed99d811d6b","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Residential areas","ALS 363"
"ca3014b2-c4c5-4349-a784-1da82a7390ae","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Residential areas","ALS 364"
"76347319-d6f3-4e9b-a4c7-d664d1321e57","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Residential areas","ALS 365"
"8d2e6e6d-357c-4c08-86d2-2db9cb9cdf4c","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Residential areas","ALS 366"
"5629ea71-937b-411b-9a78-448a8d55eb98","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area D","Residential areas","ALS 367"
"c43eea42-a765-4e27-91e1-e3c43cf46835","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 3","Area E"
"22cdb8aa-47ba-41ac-98dc-dc546844e912","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Common Areas"
"b553d6b0-2d6c-4da5-9431-e88e011f4437","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Common Areas","Servery"
"adcf05aa-0516-4b1f-bd36-3f7c004f3ec9","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Common Areas","Dining"
"bd434cd6-5849-4393-b17d-4487160bc3ae","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Common Areas","Lift 3"
"db57a52e-1300-4693-8bfb-b048339aa8fe","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Common Areas","Stair 3"
"79a53cd7-91f9-474d-afcb-77da9a3eadfc","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Common Areas","Corridor"
"1adf2064-82f1-4a33-9646-2b778022b457","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Residential Areas"
"1b0e21f1-40d2-4004-b234-0b3cf17e866b","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Residential Areas","ALS 368"
"a6e2dcf4-a1d5-44aa-9755-6495cb94a18a","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Residential Areas","ALS 369"
"88dda5cb-00f5-457c-a213-c092043ded3b","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Residential Areas","ALS 371"
"aaac2871-353b-42f7-b029-6ac1599b2a15","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Residential Areas","ALS 372"
"b1b7b3ad-6b00-44ca-b067-884d29053a4f","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Residential Areas","ALS 373"
"42270359-2d2c-411c-8145-c2f8d0895eb7","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Residential Areas","ALS 374"
"bcdaa054-e260-41f5-b630-dcfe7f8bcab5","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Residential Areas","ALS 375"
"89191918-9855-402a-a769-3e978ba3452e","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Service Areas"
"d2672168-bd65-4a68-a0e2-547907c8f9ba","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Service Areas","Comms Room"
"bf9ebc8a-ad8b-4e07-b388-8e12c5173dd7","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Service Areas","sluice"
"290928f4-303e-4223-990a-47fdb419efc4","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Service Areas","Store Room"
"f1afb0f7-eaf3-42dc-bd21-b0662202c955","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Service Areas","laundry"
"541025aa-3dfb-4f23-b6d7-4f4b527f192b","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 3","Area E","Service Areas","cleaners"
"0f9ff1ae-e4e5-4385-b502-8681c8a9307f","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4"
"623d8ece-2029-453c-b60f-e372fabdfd2c","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area A"
"fac93831-b8c6-4360-8e39-bfe3f94598ea","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area A","Common Areas"
"2342e47e-dcae-4375-97e0-8de4304f0e1d","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area A","Common Areas","Corridor"
"3e5b0d38-10b7-49e9-8b24-88220072e95b","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area A","Common Areas","Laundry"
"50e05d3d-8a9c-4ba4-ac98-2b1a24479023","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area A","Common Areas","Stair 1"
"f62cf605-a9f8-41a3-b3c3-3ebe1b1fe5d2","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area A","Common Areas","Lift 1"
"357f6730-deb4-4e0e-9aa6-fce0e489e1f3","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area A","Residential Areas"
"96185c03-206d-446b-9714-01a25f42678e","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area A","Residential Areas","ALS 451"
"22056462-8ddb-44b5-b93f-7d8705f0fe19","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area A","Residential Areas","ALS 452"
"b2b6ff7c-6f8a-48fc-9648-864b73416ff1","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area A","Residential Areas","ALS 453"
"4ce626ca-db7a-4622-bc6b-d667002357f0","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area A","Residential Areas","ALS 454"
"2612180e-e76b-47e4-8686-2bde10d0cd79","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area A","Residential Areas","ALS 455"
"becd898c-e723-4a2f-bbb9-8b7587b36cac","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area B"
"eed6c8b7-4cc1-422a-96b0-15c3e24dce3f","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area B","Common Areas"
"0648d430-94ce-4767-808e-19064f7c8c0b","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area B","Common Areas","Corridor"
"398829c3-03f9-4115-b983-3e971c889dfa","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area B","Common Areas","Laundry"
"84b6cdcb-ba9d-4d16-a75e-aee3137b511d","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area B","Common Areas","Stair 2"
"689aa1b7-3090-41c1-8978-b78a135786a4","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area B","Residential Areas"
"973d5a8c-1a84-477d-bfa2-0585e36956aa","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area B","Residential Areas","APT 456"
"3e7f2d27-1111-4bce-86e7-e4702c8246b5","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area B","Residential Areas","APT 457"
"7fcb3cee-0abb-45b3-80b8-1071e656e736","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area B","Residential Areas","APT 458"
"e5351a0d-be4e-49df-81a9-5c91bfa7e1d4","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area B","Residential Areas","APT 459"
"2712ce53-19b7-42fe-b092-ece280a44228","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area C"
"7e95f4c2-bc2d-4edc-9be8-4dd2c582dbe4","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area C","Common Areas"
"cc84cc4b-cd3b-426d-9ad8-daa9056ad2a2","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area C","Common Areas","Corridor"
"62dd8a12-3957-429d-99a2-23f63728d51d","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area C","Residential Areas"
"a82aed70-0821-479d-ac5f-121f048e1923","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area C","Residential Areas","APT 460"
"e9834f83-0893-456a-8247-6ddd9dd4e36a","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area C","Residential Areas","APT 461"
"1719414c-4297-4ee3-a16c-a7885356ab92","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area C","Residential Areas","APT 462"
"7cb446c8-d3b6-4081-892d-0eaf9f2fd535","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area C","Residential Areas","APT 463"
"1f9281da-364f-49a4-a72e-a1f6d46a4e38","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area D"
"d97f38a4-a07e-47ac-a006-aa9053d0b32e","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area D","Common Areas"
"5ac87fa0-55e3-4d30-9ea8-7645bf2b3650","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area D","Common Areas","Corridor"
"5e74a7d1-8058-49d6-b744-fa34b2d54432","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area D","Common Areas","Laundry"
"fce2c9e3-86a3-43c6-b3d1-2d89fc3cb8f6","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area D","Common Areas","Stair 4"
"f7b8d7d5-6ce2-4e7e-97d9-40c7b148a54a","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area D","Common Areas","Lift 4"
"06982605-555e-4bda-aa1c-4d5d6f493764","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area D","Residential Areas"
"9626e0eb-d44d-4647-9290-8f6375bb2f50","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area D","Residential Areas","APT 464"
"7be5058f-8cc1-4c69-86c7-54b5fc9f6812","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area D","Residential Areas","APT 465"
"855cd689-63ee-4e40-8e91-01e002834634","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area D","Residential Areas","APT 466"
"8157b0ee-4763-4c9d-ab5d-57b349f78e15","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area D","Residential Areas","APT 467"
"57fda520-372b-466c-83e3-fef2a886f36f","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area D","Residential Areas","APT 468"
"2ced0470-4e6f-485a-972e-00cec807c9f8","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area E"
"d7baad9f-417d-4a1e-ac52-8cfa0318e811","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area E","Common Areas"
"e3b416f5-9ae9-4da3-844d-7bf37e4ddf3a","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area E","Common Areas","Corridor"
"3ac73c08-5ffa-4630-966f-77886e8bfe87","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area E","Common Areas","Laundry"
"f1d3b9b1-528b-4e1c-b8ae-d582c24c5527","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area E","Common Areas","Stair 3"
"e31413d6-77e4-4a24-bf03-17e8ce6c7987","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area E","Common Areas","Lift 3"
"53b2523e-1580-464d-ba0f-f6a1b5a96dbc","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area E","Service Areas"
"1691141d-0824-4e88-ac01-9df7c54d1906","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area E","Service Areas","Comms Room"
"2e4ffd08-34e7-4279-8eda-c18e31042194","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Level 4","Area E","Residential Areas"
"24c9e862-15ee-4741-b4c8-1be105082a49","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area E","Residential Areas","APT 469"
"c4bd82b1-51b8-44e9-9189-a10301281a98","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area E","Residential Areas","APT 470"
"fe56259d-f073-4c25-a06c-fc6f0572120a","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area E","Residential Areas","APT 471"
"adfac873-f85a-4fd1-8a38-b907ddbd174c","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Level 4","Area E","Residential Areas","APT 472"
"febbd081-98cd-4ef2-aeb1-d726102f7b2b","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix"
"db4ccee0-bd54-4cd9-8ca2-2498abef100d","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Basement"
"41152955-9f0a-4f36-98aa-50d74c89a07e","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Basement","Area A"
"94bf201a-01cc-4fec-be0b-4e831c0141aa","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area A","Carpark"
"5e05b331-d8b4-4f78-8fb2-bbe4d7ae21f8","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area A","Swimming Pool"
"0117281a-0ace-43df-9c99-cf25199738d9","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area A","SPA"
"304cdf07-8809-48c9-a357-79b50a41c52f","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area A","Lobby"
"3158f1f6-72e0-4590-b7db-58d15c160343","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area A","Lift 1"
"bd796f3e-8a01-4526-aace-6cfe6d7dd18c","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area A","Stairs"
"756b9282-cd03-4240-a374-dc27baf7adf9","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area A","WC"
"4821c350-9f5b-4143-ad91-917541cb8ac2","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area A","Resident workshop shed"
"a3616b72-c4f6-4826-af8b-6b2bd9e811a3","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Basement","Area B"
"83cc75a9-aa87-4cb8-9dc1-dded506905c5","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area B","Car Park"
"5adb5f55-ab9b-4527-97bc-7acbf6333971","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Basement","Area C"
"f34e0d82-1a3e-42c9-abb0-65f60c21a427","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area C","Car Park"
"5f73ba1c-6390-4001-8f4f-7f898f3cefa6","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area C","Lobby"
"950a519e-b0bf-4790-89c3-688bfd44782f","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area C","Lift 2"
"27b3582e-43ca-41e9-8a4b-aebeb7101e21","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Basement","Area D"
"b3ad11ae-5b35-4f0e-bd48-657e6b30fa0a","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area D","Car Park"
"e522eeb8-bd23-4d9a-946a-e2bd9a1053c3","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Basement","Area E"
"b8d633f6-4649-44df-b52d-539d46476d8f","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area E","Car Park"
"304a1540-5de9-4b7a-9d80-197feb35d6bc","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area E","Lobby"
"cb276277-e6d1-402e-9db6-0542cd62a0fe","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area E","Lift 3"
"58aa4318-52a6-4a8c-a9bf-b9ff6cf9dc87","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area E","Gardener room"
"aa57f09f-d11f-4b4e-8cbe-d663b2b8509a","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area E","Maintenance"
"112670f6-2f06-4391-9314-d6bc3c32c650","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Basement","Area E","Staff room"
"1cc1cf30-a8e5-436d-90c4-8cc3006428af","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Ground Level"
"cf6cf37a-74ca-4462-8c19-77fe297dd39d","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Ground Level","Area A"
"d9ebd86d-56f6-4406-a64e-1262333eaddf","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","Second  Fix","Ground Level","Area A","Common Areas"
"d2ec4344-3404-4b44-b913-17d9c1871db1","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Ground Level","Area A","Common Areas","Gym"
"ce08452a-e6df-4a78-a602-0758c68b8b97","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Ground Level","Area A","Common Areas","Manager room"
"459c18a0-94a4-44ad-9337-65fe759d0ddb","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B01","Second  Fix","Ground Level","Area A","Common Areas","Foyer"
