"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d516bb46-7961-4cc9-ac3e-ffaf4b3af258","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA / ITP's"
"842e5247-fc12-4ca3-b17e-193ac9a094b7","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA / ITP's","Roofing"
"15aabfc0-5267-48d1-8b60-4568564fc36e","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium"
"eac1ac88-fc42-48d6-8147-656d96bbf7c2","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding"
"4408716e-53c9-4964-886f-6d42ad07c556","","checklist-sectioned","not-started","Soffit Cladding checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding","Soffit Cladding"
"320a1458-7e2a-5ac3-986c-39a9efe2efeb","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding","Soffit Cladding","Material Inspection"
"431e0c11-5e19-5a2b-afc8-1d72061fe96c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Installation","Gutter Board installed"
"b5f5c626-5aa6-52dd-873d-32e87f026ced","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Installation","Box gutter installed to sizes as shown in specification and drawings."
"a98e5f96-b8aa-5308-a797-6fcadcc89564","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Installation","Sumps installed to correct locations and sizes as specified and as shown on drawings"
"eebee91d-f1f6-5728-9d36-2d47599d7615","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Installation","Pops installed under the sump"
"163584fb-0614-55f0-a7f2-89c9cde8fdd4","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Installation","Outlets installed to correct sizes."
"01af56d6-d67a-5dff-86aa-cc763e18a6ef","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Installation","Overflow outlets installed at each downpipe location and to correct size as indicated."
"c7c8db59-e250-58ea-866d-0bff267786df","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Installation","Gutter flashing installed with minimum of 100mm off from the sole of the box gutter"
"75f855e0-6cf2-507a-9492-6d3f6a344b1e","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Installation","Area clean and free of debris."
"43bc2cd3-6da4-5834-b3c0-617214298248","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Installation","Materials in good condition"
"cedbda8c-82dd-547b-b752-1b70daa48665","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Signoffs"
"a5b890ba-384b-5998-9e52-34fc7b38dcb4","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"0b91b5a3-d06a-5392-8401-8d780e16e5b5","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Signoffs","Inspected and accepted by Authorized Representative"
"2dc6fc31-a15f-55a3-aac6-5f088ab2127f","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Signoffs","Reinspection requested by Subcontractor"
"8f796b15-42a5-5a35-82e8-67b4f50e82c9","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Signoffs","Non-Conforming Items to be Rectified"
"7e12d7f3-80de-5f37-996b-f1bc2581cf57","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Signoffs","Follow up work satisfactorily"
"4698b643-d268-5079-a6d7-aba60286201c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","Signoffs","All items have been completed and demonstrated satisfactorily"
"8775f675-7416-4f32-b556-b80006405577","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Roofing","Roofing Zone 3"
"a01dfffa-3c07-44d6-a01c-8f48080957d5","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1"
"593fd56d-173b-4b72-9326-3a4bb0500469","","checklist-sectioned","not-started","Roof - Zone 3 / Roof 1 Box Gutter Installation checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation"
"432a1bfd-c91b-53ad-878a-7a79694beb49","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Material Inspection"
"af8c054f-6e16-5902-bfb1-19ee59ce357d","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Material Inspection","Box Gutter Brackets:"
"da97c651-a370-508b-b3e6-892300f7487d","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Material Inspection","Box Gutter Insulation - 60mm Anticon"
"c1595d7d-b80a-5f27-8d67-13b01ce5aab8","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Material Inspection","Box Gutter Insulation - 4mm Polyair - 1200mm"
"0aafb63e-8169-5b66-9121-56608f4b254c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Material Inspection","Box Gutter - Spandek gutterboard"
"77838240-4993-572b-8d6d-c75b3f80083f","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Material Inspection","Box Gutter: Stainless Steel 316"
"86aeac9b-88f5-52c3-a283-2dd87d20c321","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Material Inspection","Gutter Flashing: Stainless steel to match 316"
"6f49b5cf-82aa-5fd0-b2df-4023c1642d63","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Material Inspection","Syphonic Outlet"
"6aa3a2b0-cefc-50e1-8faa-a8313a9537b6","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Material Inspection","Overflow Outlet 0.70mm 316 Stainless Steel"
"aa4ce356-3146-5000-a4c3-07aef3fb1300","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Installation"
"5bf0c590-7d9f-5065-a2fb-4807175c5b72","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Installation","Gutter Brackets installed with fall as per Specification."
"43625434-6a8f-5f7a-81a2-1b1a1ed4826a","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Installation","Insulation installed under gutter board"
"7559feb3-0bf9-5b76-918b-b292e725de6a","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Installation","Deletion of Valley Gutter replace with Apron & Soaker"
"fbd0070d-574a-5f17-a1e9-d53ab2241b40","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Installation","Gutter Board installed"
"5ee3c447-1570-558f-8b8d-cd95f1c29627","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Installation","Box gutter installed to sizes as shown in specification and drawings."
"c126bace-f654-564d-b07e-16206b08deb7","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Installation","Sumps installed to correct locations and sizes as specified and as shown on drawings"
"4962190f-c5fe-581a-a4cb-5ace03a5bbc9","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Installation","Pops installed under the sump"
"b9a0b60d-a0d7-59e9-9421-1e54d94fb96f","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Installation","Outlets installed to correct sizes."
"f82426e4-1c07-5bb7-9c55-675062db92b9","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Installation","Overflow outlets installed at each downpipe location and to correct size as indicated."
"aad6acb4-48ff-503e-b49e-1aaa691ab9a9","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Installation","Gutter flashing installed with minimum of 100mm off from the sole of the box gutter"
"da2e8836-fce4-56ff-a37d-f4ad08baf0cb","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Installation","Area clean and free of debris."
"22f71382-fee4-5281-b841-0298e5c96cca","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Installation","Materials in good condition"
"ff3edb17-776d-515c-81dc-b10fcbf4e752","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Signoffs"
"a7242e53-28d0-5d59-9717-39ba127c2142","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"45fe1564-421d-5a9d-a55a-09a4b1eec621","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Signoffs","Inspected and accepted by Authorized Representative"
"cbccddb1-584d-5a09-93c7-379a6c3d6003","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Signoffs","Reinspection requested by Subcontractor"
"c597685a-1ab6-543c-8fde-780c56204d5c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Signoffs","Non-Conforming Items to be Rectified"
"a41bded9-7abb-501d-abf8-c715526ffeb1","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Signoffs","Follow up work satisfactorily"
"ca6653ab-66dc-5e69-8ada-94a087fed88e","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Box Gutter Installation","Signoffs","All items have been completed and demonstrated satisfactorily"
"4a8848cd-85e2-4327-bea6-09d22d3f3e8c","","checklist-sectioned","not-started","Roof - Zone 3 / Roof 1 Insulation checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation"
"522cce54-6df7-5332-85b4-bed978421190","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Material Inspection"
"ea6dafed-59cf-54bd-9165-10fe86590640","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Material Inspection","Insulation: Roof - Glasswool on Medium Sarking - 145mm"
"3423cc49-12b7-5f60-92cf-1b3bbfa0c562","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Material Inspection","Thermal spacer: Ashgrid 1200mm - 120mm"
"064e7115-2592-592d-8894-2c2fccb35d27","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Installation"
"10d991d6-b8bb-5714-86ad-dc9f739b29d5","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Installation","insulation to entire roof area"
"516a2289-f586-5856-a8ec-c5a2a89ce197","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Installation","correctly lapped and joined"
"32d886c6-c0cc-54f5-8c27-0ece6c8496a8","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Installation","No over hang into gutters"
"bb1609c3-56c5-5f0c-b69f-2b9d6028731d","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Installation","Manufacturers recommendations."
"c9c5917a-85a6-5757-b63d-b463bb49bb92","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Installation","Thermal Spacer Located correctly"
"c5160ce0-a999-5153-b263-913028d7cd01","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Installation","insulation below box gutter lapped at joins"
"1dda4c78-5b4b-596b-9523-abd6b0e8e80c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Installation","insulation cut back at sumps"
"a95ad195-7feb-5058-b245-7a47419eeea7","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Installation","Area clean and free of debris"
"4bdd7afd-c6cd-53c2-adba-8f9ae4bb52a6","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Installation","Materials in good condition with no tears"
"b1720914-57c8-55dd-8c1a-0cd69d41ba3a","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Signoffs"
"f9000e72-d005-536d-8ba7-f6f31c7f121f","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"a19d40fa-dd57-553d-8f5f-7cfb10effec5","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Signoffs","Inspected and accepted by Authorized Representative"
"c705a3d0-75ce-54a2-b221-ae68454a0a96","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Signoffs","Reinspection requested by Subcontractor"
"f67a0a14-7570-51ee-a88e-67362dcce3f3","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Signoffs","Non-Conforming Items to be Rectified"
"e9c305d6-e51f-556e-8837-651b6f1fd87c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Signoffs","Follow up work satisfactorily"
"849e32f3-600a-57be-a65e-77feb18bf091","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Insulation","Signoffs","All items have been completed and demonstrated satisfactorily"
"0422e0d1-d071-4cf7-a8e9-5e8df057242d","","checklist-sectioned","not-started","Roof - Zone 3 / Roof 1 Roof Installation checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation"
"05aae7c4-afc8-5d42-83e9-55b160909e7c","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Material Inspection:"
"64b010d8-ff8b-5767-83ec-51cd60b09542","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Material Inspection:","Roof Sheets: 0.48mm Colorbond Ultra - Klip-lok / Speed Deck Ultra"
"82578e94-e9de-509c-adc7-7de543cff81a","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Material Inspection:","Coating Type: Standard Colorbond"
"05a26fdb-5e0a-577c-97a8-8dfd1978a765","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Material Inspection:","Insulation Type: Roof sarking on medium weight paper"
"8a8f5584-b59c-5df6-acf3-c05743ac1265","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Material Inspection:","100mm glasswool on medium sarking"
"a6306d54-495e-5721-867c-8ea6d4095f21","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Material Inspection:","Safety Mesh: Galvanised 2mm x 150mm x 300mm"
"3cfd68c7-0bc4-54a7-b36d-1e2bcf9d1be5","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Material Inspection:","Roofing - Profile Infill Strips"
"1d73e905-1464-5508-8f1f-f2ed0cd336d2","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Material Inspection:","Roof Clips - Klip-lok / Speed Deck Ultra (incl screws)"
"baddc0ce-2969-5ad3-9f1b-32ff1c200b3c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Material Inspection:","Roof Screws: Monoclad screws"
"40007e9b-19a6-5f71-89cc-55bd3581ce03","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Installation:"
"f5cb16df-8a7f-5c79-81f4-a8375be8ec55","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Installation:","Safety Mesh Installed"
"ef989c11-f720-58fe-b6fc-b130d99aa6bb","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Installation:","Insulation installed"
"a38f81ca-0719-5d39-bbbd-457ca82fbd05","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Installation:","Roof clips installed"
"40075489-0287-591f-a0f8-dd6385e7ef08","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Installation:","Roof installed with adequate fall to meet roof profile"
"ed791c11-83d3-5f06-9378-fd2e599969d5","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Installation:","Roof installed straight and perpendicular to Roof purlins"
"cd9e14bb-d1db-5261-872f-d6edcea7c38e","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Installation:","Roof has adequate overhang into box gutter / spouting"
"88bca49d-1a14-5d8d-a5a1-6aa6fe86d8f8","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Installation:","Roof sheet turned up at high end of roof"
"68a694bf-f1af-582e-9e76-671abcb4f64e","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Installation:","Roof sheet turned down at gutter end of roof"
"d1807788-202d-5bc5-9ac5-0e5a561b2f4a","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Installation:","Area clean and free of debris"
"5ba0de60-f3e0-5c21-b26d-fd21ffe078e9","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Installation:","Materials in good condition"
"abab31a3-2140-58e7-ab97-a6be1b46e962","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Signoffs"
"e2416396-64f5-5adf-a233-efabd2f703b1","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"d4d66ad4-cbb0-578f-8033-e16a525bdc85","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Signoffs","Inspected and accepted by Authorized Representative"
"bd13ed13-3af2-5e2e-bd15-65099ce4ebde","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Signoffs","Reinspection requested by Subcontractor"
"a7bdffc6-8b5a-590c-ab5b-5bec73648354","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Signoffs","Non-Conforming Items to be Rectified"
"0941a9fc-08db-5bb9-918a-e3f7180fde17","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Signoffs","Follow up work satisfactorily"
"c6f2327d-d935-5f5e-b56a-deaa56b5a6d6","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Installation","Signoffs","All items have been completed and demonstrated satisfactorily"
"9af50da5-6779-44c3-9d4f-f4ba44d737ae","","checklist-sectioned","not-started","Roof - Zone 3 / Roof 1 Flashing/Capping Installation Checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist"
"9d574bba-d348-5232-a1bd-840a409fcbc4","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Material Inspection"
"06dcf75d-4cee-50ef-a1aa-60d4219bbf0f","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Material Inspection","Insulated panel - 60mm Kooltherm K10 under parapet capping (600mm)"
"4566e953-2a56-5b36-9b66-fcee0ffa8567","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Material Inspection","Flashing Material: 0.61mm Colorbond"
"ed4b4883-8ee2-5672-b930-0df730addc8a","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Material Inspection","Capping Material 0.61mm Colorbond to match"
"5db32bef-1314-5423-8fb5-9488c7606473","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Installation"
"ea9d8ddd-7c6f-5391-84c1-d25bfe88012b","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Installation","Flashings / Cappings: Straight and in correct plane."
"af8eeaa0-7a55-56ef-805b-be619fca736c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Installation","Fixed adequately to hold flashing in place and prevent vibration in strong winds."
"9510e5d9-faf7-5c21-aaa9-276464b8f769","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Installation","Adequate lap at joins."
"477e3181-ea1d-5b8d-9e9d-db52bf2c60f3","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Installation","Silicone sealed under laps and where necessary to make waterproof."
"79e51884-52d5-5c2c-8d86-cb53aaf5acae","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Installation","Rivets and fixings sealed where necessary"
"2353c184-9495-56a0-99d2-7b3e8fcfb7e4","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Installation","Adequate support to prevent buckling."
"54f3a0fb-5643-5987-9ec5-eecac9f29d2b","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Installation","Area clean and free of debris"
"e25ae193-d5f3-5824-9e70-8c94fcf665ec","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Installation","Materials in good condition"
"9b6b54b8-162e-5bd1-ba1f-4f01f1d8b6ba","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Signoffs"
"aec8fd6d-ce78-5e35-ac68-72947943eb41","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"54bb4eea-b641-532f-bc91-c6cc75983ce4","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Signoffs","Inspected and accepted by Authorized Representative"
"b1c07d30-a719-5db2-ac14-38a1d044d628","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Signoffs","Reinspection requested by Subcontractor"
