"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6ee8c941-4a57-46c3-9e40-002d25c68b5c","","folder-normal","not-started","","step","TRUE","FALSE","External"
"274ab599-a046-408a-b88c-37d708f5d3a2","","folder-normal","not-started","","step","TRUE","FALSE","External","Building 3"
"af9e3deb-1cdd-4527-8e90-482bd0c34901","","folder-normal","not-started","","step","TRUE","FALSE","External","Building 3","L1"
"3f356c12-ba65-4dfd-a09e-7c4c954232b7","","checklist-flat","not-started","Seismic Suite (Without Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L1","Type:C1.1"
"b01e3b3d-9113-5f73-ab59-0e0076c4a562","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L4","Type:4.1","Air seal as per shop drawing"
"7627f887-da78-55bc-a36a-29bc123d2601","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L4","Type:4.1","Report if any damage on factroy glazed glass"
"ff9e0391-2f75-5698-91ff-a3554aea46ea","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L4","Type:4.1","Trade Clean"
"f89d2adf-696f-5f67-b408-b3c7e2b312c0","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L4","Type:4.1","Wights - Sign Off"
"80fbddd9-c870-4a63-95ec-0716f00b83f8","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L4","Type:3.1b"
"66448662-a30f-5f3a-b327-764ed020fb54","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L4","Type:3.1b","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"56924e0e-84fa-5664-a9c4-b227dda1943c","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L4","Type:3.1b","Setout/Grids/Datum Lines"
"8c3bd004-aef6-55d1-ba40-f31834ae5558","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L4","Type:3.1b","Head/jamb flashing installed as per shop drawing"
"ee3c7ee6-58a2-5957-9512-b1b30f839d82","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L4","Type:3.1b","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"7eae2960-ff5d-5cc4-ab15-90196acccb06","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L4","Type:3.1b","Splicers & Soakers Sealed"
"8c7b3b55-bc20-568b-aab8-541db494c9df","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L4","Type:3.1b","Panel Fitted & Locked Off"
"78ae2a03-46ed-5e75-8262-d1e2d40e9df3","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L4","Type:3.1b","Feature screen installed & Lock off, provide photos for the lock-off screws"
"9132b157-9fc1-5027-a21f-000b038c138f","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L4","Type:3.1b","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"8a008423-b2f7-55ac-b93e-6d48277a30f9","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L4","Type:3.1b","Air seal as per shop drawing"
"7b5c7cba-6758-50c0-b3ef-d10a0eb43b58","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L4","Type:3.1b","Report if any damage on factroy glazed glass"
"35cfcd21-406d-5c21-98e2-2dff1eef085f","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L4","Type:3.1b","Trade Clean"
"556c9ea3-7c6e-52cd-afe5-9b4e7fd3482e","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L4","Type:3.1b","Wights - Sign Off"
"3141185a-feb3-4c78-a05f-f892042c70bb","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L4","Type:4.1a"
"d6d2df6b-0ec1-55b1-a228-a064c9126d00","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L4","Type:4.1a","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"53053319-0cbf-5cab-aed5-723e354231f4","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L4","Type:4.1a","Setout/Grids/Datum Lines"
"aed29948-a5d1-561b-98a5-bbb0ea1f2d40","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L4","Type:4.1a","Head/jamb flashing installed as per shop drawing"
"5ebe0c37-6fa1-5a79-8e1a-3210f8da85ee","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L4","Type:4.1a","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"8a11d9a2-e78f-5423-ab5e-43b9fcc644e9","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L4","Type:4.1a","Splicers & Soakers Sealed"
"79435197-fda6-531a-bdbb-431ec4a9bb6a","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L4","Type:4.1a","Panel Fitted & Locked Off"
"18e96582-8982-5f2c-8618-d6478d4cc34d","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L4","Type:4.1a","Feature screen installed & Lock off, provide photos for the lock-off screws"
"8879e55a-2eff-5e61-bb70-80fc51fac020","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L4","Type:4.1a","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"b04278ca-b350-5222-8ebf-daa422948e9e","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L4","Type:4.1a","Air seal as per shop drawing"
"243285ef-a0a4-52a5-86f0-2f88223386ee","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L4","Type:4.1a","Report if any damage on factroy glazed glass"
"008b0de7-0917-5add-b6da-e1c2b7fe33d5","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L4","Type:4.1a","Trade Clean"
"880af3aa-48c4-5628-ba9a-6470dc273a89","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L4","Type:4.1a","Wights - Sign Off"
"a955c24e-e1ba-473a-ad76-cc1cdc6b5fde","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L4","Type:4.17a"
"75f67200-b24f-53e0-b6ff-791be5a43ea8","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L4","Type:4.17a","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"7bd39bcb-8b0f-5d3c-96cc-bca07a82e530","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L4","Type:4.17a","Setout/Grids/Datum Lines"
"ee48b0c8-d60b-51f2-abe1-16c8afb4ad1e","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L4","Type:4.17a","Head/jamb flashing installed as per shop drawing"
"1be6d839-b3f0-5474-b980-91f61773b06b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L4","Type:4.17a","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"49f78f81-6fbb-522e-bd71-71014008d294","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L4","Type:4.17a","Splicers & Soakers Sealed"
"330df308-0859-5b57-bffc-7b909b8d6d5e","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L4","Type:4.17a","Panel Fitted & Locked Off"
"a4e1446d-d2b2-5821-938c-f31f4ca80ae3","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L4","Type:4.17a","Feature screen installed & Lock off, provide photos for the lock-off screws"
"00b40110-0783-5b2e-8675-2d26a2821a54","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L4","Type:4.17a","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"e049434d-f3ae-55b5-b390-28df1e088a8d","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L4","Type:4.17a","Air seal as per shop drawing"
"35b76a36-482e-51c0-9909-60fc02ae59a9","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L4","Type:4.17a","Report if any damage on factroy glazed glass"
"15041fea-6611-5927-87cc-b893a7f3fd57","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L4","Type:4.17a","Trade Clean"
"9d1588a1-3bb4-51d1-8ef9-4b5a2a7699c4","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L4","Type:4.17a","Wights - Sign Off"
"1d3a211f-021d-4e4f-a9d9-0798f06375c5","","checklist-flat","not-started","Seismic Suite (With Brackets)","checklist-flat","FALSE","FALSE","External","Building 3","L4","Type:4.17b"
"c82393ad-f59b-5380-badd-6d68c9e9d11c","","checkpoint-status","not-started","Seismic Suite (With Brackets):d5b8a912-7390-4eda-8f18-2381cc9f35dc","","TRUE","TRUE","External","Building 3","L4","Type:4.17b","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"2f469b97-f6f2-518b-811d-e261500ea8bc","","checkpoint-status","not-started","Seismic Suite (With Brackets):6e5696de-9d64-42cb-a806-f2bbfe19ed7c","","TRUE","TRUE","External","Building 3","L4","Type:4.17b","Setout/Grids/Datum Lines"
"2496b655-08a2-5095-842e-0a6b19b49a5f","","checkpoint-status","not-started","Seismic Suite (With Brackets):b51466fc-872e-4977-960e-a6fde97265c0","","TRUE","TRUE","External","Building 3","L4","Type:4.17b","Head/jamb flashing installed as per shop drawing"
"4fa12163-5a7d-51e9-a59f-965649fb1d01","","checkpoint-status","not-started","Seismic Suite (With Brackets):b8a92041-3f7c-4830-a61b-a8ea7faafebc","","TRUE","TRUE","External","Building 3","L4","Type:4.17b","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"20a128b4-bb42-5415-8ec3-765e387752c9","","checkpoint-status","not-started","Seismic Suite (With Brackets):ff292028-90e0-4ae6-b842-a12716db694d","","TRUE","TRUE","External","Building 3","L4","Type:4.17b","Splicers & Soakers Sealed"
"ed1989ec-9933-5704-951c-0fff7ba0e883","","checkpoint-status","not-started","Seismic Suite (With Brackets):1fec296a-7f8a-4c60-9f5f-df1a34d1e90f","","TRUE","TRUE","External","Building 3","L4","Type:4.17b","Panel Fitted & Locked Off"
"7d7bf674-fd6c-5f86-91f2-75370ca50cde","","checkpoint-status","not-started","Seismic Suite (With Brackets):6653be78-b8c9-465d-829f-73ea12babc2c","","TRUE","TRUE","External","Building 3","L4","Type:4.17b","Bracket installed & Lock Off as per shop drawing"
"ce01183f-d6f8-51f6-889e-466a9a7a2e6b","","checkpoint-status","not-started","Seismic Suite (With Brackets):1549506e-74dc-472d-a24f-e57d6f34ee81","","TRUE","TRUE","External","Building 3","L4","Type:4.17b","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"c6f882d9-e2bd-57ab-9b68-9aa5ce2b6714","","checkpoint-status","not-started","Seismic Suite (With Brackets):72929de7-bfb2-4b27-8648-6870ee380442","","TRUE","TRUE","External","Building 3","L4","Type:4.17b","Air seal as per shop drawing"
"5dbbcc4e-4b4c-52d3-8531-44ffbc262c42","","checkpoint-status","not-started","Seismic Suite (With Brackets):cbafc5ca-ef30-4cc2-b971-e0246485f238","","TRUE","TRUE","External","Building 3","L4","Type:4.17b","Report if any damage on factroy glazed glass"
"0940acc1-aec9-5228-a67d-2ee4a4497cbc","","checkpoint-status","not-started","Seismic Suite (With Brackets):557af7bf-ced8-459c-a11e-7e8868f92ce7","","TRUE","TRUE","External","Building 3","L4","Type:4.17b","Trade Clean"
"41989780-0ff5-5431-b2de-8241e27f938c","","checkpoint-status","not-started","Seismic Suite (With Brackets):370229b4-d240-4b14-a723-8f0d26190b5b","","TRUE","TRUE","External","Building 3","L4","Type:4.17b","Wights - Sign Off"
"0b2ea2ac-bae7-4def-abaf-5c8398a83d58","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L4","Type:4.17c"
"b0b0b508-3613-5431-a2b9-ec86c853b21b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L4","Type:4.17c","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"0eab5a66-d50e-5fe8-9b39-ef249ac8546a","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L4","Type:4.17c","Setout/Grids/Datum Lines"
"1a2a7787-2a6c-5b1e-b762-ad96609f583f","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L4","Type:4.17c","Head/jamb flashing installed as per shop drawing"
"9ee2a026-506b-5321-ba98-815fae30ce44","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L4","Type:4.17c","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"4b555cf0-c804-570f-8d85-a264721bae44","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L4","Type:4.17c","Splicers & Soakers Sealed"
"0f82e5e5-7528-5821-b13c-ec53c477a0e2","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L4","Type:4.17c","Panel Fitted & Locked Off"
"e985a834-5904-5a68-9825-13764be9bbcb","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L4","Type:4.17c","Feature screen installed & Lock off, provide photos for the lock-off screws"
"4bfd8a1a-b4a9-53ce-afa0-85c39fd5b483","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L4","Type:4.17c","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"d4a95cd5-8d68-576d-be6b-faa318c144aa","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L4","Type:4.17c","Air seal as per shop drawing"
"fb6373e4-d91e-595d-9095-52daa31cd603","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L4","Type:4.17c","Report if any damage on factroy glazed glass"
"19ec05b6-c287-57b7-bf06-00b66280e8dc","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L4","Type:4.17c","Trade Clean"
"de8218d3-397a-5988-bd35-ac4291c1560d","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L4","Type:4.17c","Wights - Sign Off"
"0e4f3118-97c6-4eb5-a3ef-35f1a0c72fdf","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L4","Type:3.13b"
"e08e11ae-4bbd-52ec-96c7-804eeeb6a07f","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L4","Type:3.13b","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"ae1a8353-c2cf-5706-9052-01d569151804","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L4","Type:3.13b","Setout/Grids/Datum Lines"
"81e3ae1f-5641-5b83-b714-7bb30bf58b9b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L4","Type:3.13b","Head/jamb flashing installed as per shop drawing"
"624a9beb-a5e7-56d8-9391-4763310cfbc7","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L4","Type:3.13b","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"153027d5-56cb-5a0f-9d10-ebcd96d34001","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L4","Type:3.13b","Splicers & Soakers Sealed"
"80cbcc4f-05cb-59db-b792-995ddd227a19","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L4","Type:3.13b","Panel Fitted & Locked Off"
"2386baa9-ca7d-591e-aa3c-56cdf6ac1aae","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L4","Type:3.13b","Feature screen installed & Lock off, provide photos for the lock-off screws"
"39423d73-75d3-58ba-ae7d-21e5e20df512","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L4","Type:3.13b","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"959e8cfc-5b3c-5538-95fc-22aeaf5cfcdf","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L4","Type:3.13b","Air seal as per shop drawing"
"48693d99-269b-5d32-8944-04f07929920a","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L4","Type:3.13b","Report if any damage on factroy glazed glass"
"4072a9f5-555c-5018-821d-704b911166ad","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L4","Type:3.13b","Trade Clean"
"611c7b61-86c1-5a5a-931e-d873844154f1","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L4","Type:3.13b","Wights - Sign Off"
"b74da33a-1d5d-4b23-a252-8b4718a4544b","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L4","Type:4.16"
"615d9dcb-4c8e-5903-8e74-327a79abb807","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L4","Type:4.16","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"b4e621ef-e126-5f5a-9860-1574bacd902c","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L4","Type:4.16","Setout/Grids/Datum Lines"
"332c40c4-d80a-521c-9c24-74febab534d3","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L4","Type:4.16","Head/jamb flashing installed as per shop drawing"
"28eb5d2d-7420-5d36-97c1-33e468d726ca","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L4","Type:4.16","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"85f407c7-637b-5588-898e-f9f840c487cb","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L4","Type:4.16","Splicers & Soakers Sealed"
"5d41cf3a-278b-5758-a5b0-8a5bb8b7f9a6","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L4","Type:4.16","Panel Fitted & Locked Off"
"36f9d1bd-2290-5d64-aef4-5ad6d6f0881d","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L4","Type:4.16","Feature screen installed & Lock off, provide photos for the lock-off screws"
"165c5605-ad42-53d4-a1b2-851e12944805","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L4","Type:4.16","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"00bd4389-fa45-5f16-b86e-2fd0932153b3","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L4","Type:4.16","Air seal as per shop drawing"
"3dc8144a-5ade-5d81-b303-cecfacf24dbb","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L4","Type:4.16","Report if any damage on factroy glazed glass"
"021f87e8-992a-57a3-bca1-f85cd7091e79","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L4","Type:4.16","Trade Clean"
"056c0512-1c0f-51a8-b4cd-1359af6fe811","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L4","Type:4.16","Wights - Sign Off"
"7b3b41d7-92a8-4655-9e1b-ac743eb69e3c","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L4","Type:3.15a"
"7c341cd7-fc5a-52f1-bf70-58c46bab3a78","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L4","Type:3.15a","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"f7fa7e16-e680-598b-9e9b-f3d6b0259e6e","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L4","Type:3.15a","Setout/Grids/Datum Lines"
"536fa2d4-5fde-5020-bd10-ac7075d7e145","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L4","Type:3.15a","Head/jamb flashing installed as per shop drawing"
"f5125b56-5c2a-5b40-8d62-6fb4db6ab394","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L4","Type:3.15a","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"0cf688dc-edb8-5bae-8e37-cffb5436703b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L4","Type:3.15a","Splicers & Soakers Sealed"
"0f1f9e31-afdf-540a-990d-dde10184861e","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L4","Type:3.15a","Panel Fitted & Locked Off"
"fefec324-fce3-51d1-afe1-b495324e65df","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L4","Type:3.15a","Feature screen installed & Lock off, provide photos for the lock-off screws"
"e722d077-e0fc-5f96-8fe6-22f2ff82533d","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L4","Type:3.15a","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
