"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"181b8919-19aa-4e2c-87e8-9332abe1a4e2","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"02072b7f-b057-51f1-9051-2c4e1238f55e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 1"
"78108b51-5698-554f-81f4-904582daafe7","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 1","Earthworks"
"ba7e9415-dda6-54d5-9ed3-18b9e51e704b","","checklist-flat","pass","QA - Detailed Excavation -","checklist-flat","FALSE","FALSE","Site QA","Lot 1","Earthworks","Detailed Excavation"
"82a3aa81-8a8d-5708-8fdc-b5f559b70ae6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Services Located"
"994fbd60-3bf3-5b2b-80bb-40ce86f21349","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Location accurate"
"214f7057-04e0-5f3b-b93c-83bbe3688e35","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Topsoil stripped completely"
"4cd86227-df7e-5c9f-8c63-3c866edadf7e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Building pads set out correctly with RLs as required for cut/fill"
"7de0d35b-e368-58d0-bfaa-10f004f2a48b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Correct cut back for walls/foundations"
"e1b202b1-d0f7-58f3-86e8-258d47d42e2c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Geotech Engineer Inspection"
"869be14f-c022-5d6f-8069-a3eadc69e020","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Detailed excavation completed, reviewed and approved"
"17b284cb-d3f2-5cac-8069-5f087ca7b7b1","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 1","Stormwater"
"db890b43-3931-5358-8194-842c99749de5","","checklist-sectioned","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 1","Stormwater","Pipeline Installation EXSWMH to B/1"
"f293b2ef-a930-5ba4-be69-63184691052e","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 1","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying"
"004bc48b-84be-5513-a984-12df3b7c756c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 4","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Metal compacted"
"a641e632-d661-59b5-838e-59f5fc79257d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 4","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Lids set"
"0d371281-b5af-5a78-950d-d1f2c011b9d9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 4","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Steel placed"
"3c12dbf0-cdd6-5968-9d54-f550d5bf5f07","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 4","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Engineer Inspection"
"a9c6c6bc-89ae-5cda-a0f4-0c0e35ec0370","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 4","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Boxing stripped"
"67d08fe4-7382-52c6-8800-062dc33a38d9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 4","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Topsoil placed (if required)"
"47899aba-d24a-5dd1-94eb-c73271d61c61","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 5"
"67f7f91e-1498-58d0-aa62-7b7c1810b9fd","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 5","Earthworks"
"4d5cd601-6ced-5e74-81c0-5a2a0d575b22","","checklist-flat","pass","QA - Detailed Excavation -","checklist-flat","FALSE","FALSE","Site QA","Lot 5","Earthworks","Detailed Excavation"
"0b974fa1-627e-550b-9327-5ec02b4c04db","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Earthworks","Detailed Excavation","Services Located"
"77a84a33-2a74-511a-9eb2-1a6914176fc7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Earthworks","Detailed Excavation","Location accurate"
"2eee4eed-685d-5842-86f4-12d0d1e07331","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Earthworks","Detailed Excavation","Topsoil stripped completely"
"45c8a93d-4853-56b5-9c1e-06d2b2cfd212","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Earthworks","Detailed Excavation","Building pads set out correctly with RLs as required for cut/fill"
"3982dbad-a7d7-5037-83ad-974f41d82c66","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Earthworks","Detailed Excavation","Correct cut back for walls/foundations"
"38fba982-57f4-555f-9b94-dd8e02a77767","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Earthworks","Detailed Excavation","Geotech Engineer Inspection"
"68d12fa1-2fdd-5f99-8f25-0e0b2eac049f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Earthworks","Detailed Excavation","Detailed excavation completed, reviewed and approved"
"e637b7f8-3f2e-55c7-865a-83dbec1b8581","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 5","Stormwater"
"2f60601c-f85d-5e11-b15b-31e685b97600","","checklist-sectioned","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1"
"6234b917-0bd3-5e19-a056-b0760869d80f","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying"
"220ca0da-497b-5244-a3b8-0230af5dab59","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Latest consented drawings"
"d437433f-7297-5a90-84f0-25dce655f304","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Setout completed checked and accurate"
"ea54fb4d-d9c6-56ab-98ab-222da99d5a5a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Services Located and before you dig plans checked"
"c5020d11-aefc-54da-a3c1-dc61ccada8a1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","All junctions marked out and run through with operator"
"5d6e7af4-8b2f-5bbf-a25a-0e59667b334d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"cc0a398e-0583-51ca-b36e-e3bb4da02c97","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Laser checked for line with string line"
"19ad7149-05b0-5b1e-ad78-d10cb1620553","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Correct trench width for pipe size"
"234d8604-b1fc-5d1f-9ed5-a1419ec963d3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"2d2b44ef-1a9c-58f8-9060-1172fc6ef5a4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"3d111ade-496e-5c2c-8097-883070849c2d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Ground Conditions Checked & Acceptable"
"a07306b2-d5cc-5cd5-b123-ede99f1c93f1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","General photos during pipe laying"
"ff762785-4dbd-56c9-bb55-3474c6c233b2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Pipe Laying Completed"
"af4d2d81-d874-5b16-8e6c-528d803e83da","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","CCTV Completed"
"6a241cb6-0d02-5fb1-86fc-94285093d202","","checklist-sectioned","pass","9a2a9405598fb4c1164f518114d976e703ca2b2a9f4d972c544b81627b120834","checklist","FALSE","FALSE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1"
"14016c6d-60b0-5025-92d8-52399199351b","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install"
"659f0e66-df0a-5f75-9108-105af398b7bb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Latest consented drawings"
"043ae787-afcf-5684-bd4d-c8ed5ed11773","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Setout an manhole sizing checked"
"410c8c78-c61b-5c1f-8e66-0e6ea9a205ce","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Services Located and before you dig plans checked"
"24655917-7b4a-51db-a01a-38aad5536f97","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","MHS measured onsite. Prep height determined from Lid Level. "
"0b7b8d49-15b0-55b0-9ef3-bb1fbb824421","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Benching/shield required if >1.5m"
"df5fdd99-0867-54a2-9caf-78fdb299c86d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Ground conditions checked & acceptable"
"8b6f97c7-45f5-5051-bd62-6d78a749c3d8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"3cb59738-0f2d-5fb0-8bbf-74c7170c3fa9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"cc807da2-1df1-53d0-9e0e-1691529f9d15","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"ccff1f09-41c6-5bec-a6a4-814a99d37412","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Inside of starters epoxyed all the way around"
"89e16aed-4cba-5ae7-aa97-78e57e2ff2f0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"1f6a7d18-57db-569a-9cf5-06481e69a09b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"a71c35bc-2436-5019-85ea-e1f1e8584d4d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"f9d21e43-5903-5c4b-9619-8d8e57fa1197","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Epoxy completed inside lid and "
"eb8ea2eb-fbc4-583e-92a8-bdfe6104c538","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Stormwater lids to be spray painted blue"
"23369997-a2cd-58c1-8aa0-9e0ec6a7d927","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Sewer manhole safety grille installed"
"229238c4-ec16-5f7b-a4dd-fd7a915bb8c8","","checklist-sectioned","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2"
"2e7e3fe0-819b-50d6-9c3b-d5461a935497","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying"
"f973f4e0-428a-5451-9709-8cbf95bf8bf5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Latest consented drawings"
"869fa3c9-135c-515e-8cc9-c3edfccb70c7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Setout completed checked and accurate"
"6c319e84-5b8b-5ad8-a30c-4b3d4fbddc44","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Services Located and before you dig plans checked"
"b882d1ce-0c20-516f-b8c1-5a470626db82","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","All junctions marked out and run through with operator"
"b15fe13c-37a0-57cb-bb0a-c60a6c0642f9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"926a81d5-0a04-5432-bd41-1e37058a052e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Laser checked for line with string line"
"3ff57771-2dee-5a88-a5a4-163e4e238763","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Correct trench width for pipe size"
"56bb08ee-1d8b-5dee-8b5a-86709f0fe959","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"12985ae7-a4e6-53b4-a01f-8c8a909f60c1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"200a844a-83c8-513c-88e5-af4a9da95faa","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Ground Conditions Checked & Acceptable"
"d4b2ae0e-734c-5df1-8042-119f26cd91f0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","General photos during pipe laying"
"02d7c0df-a9d5-56ac-b0cf-cbba0d7ee1ac","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Pipe Laying Completed"
"b15343d0-780c-581a-a17f-4ca13d4fdfd2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","CCTV Completed"
"f29418ec-a460-5c9f-8d34-5e52342b846e","","checklist-sectioned","pass","9a2a9405598fb4c1164f518114d976e703ca2b2a9f4d972c544b81627b120834","checklist","FALSE","FALSE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2"
"cafb51e3-8555-52aa-b3c9-dffcc722002d","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install"
"f77caea4-e0f4-5467-9d30-991ff2c4d81a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Latest consented drawings"
"d94f8f78-446d-599e-a664-b2aacb493aa8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Setout an manhole sizing checked"
"169e85f9-5a62-55cf-a3e7-49a7466716db","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Services Located and before you dig plans checked"
"e598a4dc-751e-5427-9592-72e741163c7d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","MHS measured onsite. Prep height determined from Lid Level. "
"d508e421-502a-5642-ae21-58524c34f4f1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Benching/shield required if >1.5m"
"8f0b5f4d-6d9a-5a70-b43b-0c6604e16159","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Ground conditions checked & acceptable"
"5946a6d0-b504-5577-ab5f-7c37419716fd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"b0330bae-c753-5080-82f3-a705f98bb8da","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"bc973964-1377-5e24-b17e-952421c70db3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"648737f0-e442-5337-9f7e-c8782380d672","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Inside of starters epoxyed all the way around"
"bb2abb1e-c06d-51ef-bb22-35fc7307328d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"2b7f3588-ef90-55dd-8b32-05bde0daf704","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"d14dec49-68e9-5ee4-a686-b08f200b97cd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"1a3be1f4-f67d-5139-8d29-6e14f5c737c2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Epoxy completed inside lid and "
"57fe07af-4c64-55ee-98b7-6a273cc79245","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Stormwater lids to be spray painted blue"
"c421a399-b090-51c1-8f80-0f677e86a14e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Sewer manhole safety grille installed"
"65a2652a-cc54-521f-880d-be387e7b289d","","checklist-sectioned","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02"
"0ea5e0e4-1f84-5a21-a412-4452fc1712f6","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying"
"75db9b98-5b73-5cec-9358-1dacb7b1c031","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Latest consented drawings"
"c93b3d51-4f92-580f-a4a7-59027c53412f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Setout completed checked and accurate"
"559e9270-1475-5a53-a187-7e7c6595ec08","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Services Located and before you dig plans checked"
"a494200c-2a45-541b-afe0-72d94e54ee29","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","All junctions marked out and run through with operator"
"0346a011-7617-5960-a1d2-2925598e4f8c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"59c5b17d-822c-57e4-b976-571e737300cf","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Laser checked for line with string line"
"5c9c24ef-c1f5-5522-a57a-7dd841446981","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Correct trench width for pipe size"
"a66182b6-7020-56e9-80bd-29a608f1d9b9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"2c564037-d061-5654-83ff-4f206e9d6c21","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"cfd2ca1f-4482-58a0-be0c-0e03a79c6911","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Ground Conditions Checked & Acceptable"
"07a7ab30-4d96-505f-8906-12cc09828b97","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","General photos during pipe laying"
"b0a4c664-42d9-5e7c-b5fc-e964e382ef10","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Pipe Laying Completed"
"546302fa-434c-5885-800f-ad01083781e0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","CCTV Completed"
"37fe0429-f3d3-5cc8-ab03-8ad54bf0464c","","checklist-sectioned","pass","832b8bf60ca418c16ed53db8182696d55c29e499133570613b915909ac9f0e21","checklist","FALSE","FALSE","Site QA","Lot 5","Stormwater","Cesspit Installation SWCP02"
"edfa92fe-17dc-5df9-ad70-f03ca27336df","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 5","Stormwater","Cesspit Installation SWCP02","Cesspit Install"
"eb470970-6c1c-57d9-90bd-7157441df606","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Latest consented drawings"
"c9e7cb3e-13c6-5c31-af3c-3eca8d8c0e48","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Services Located and before you dig plans checked"
"40a3e3ec-1c89-584f-8c8d-275d199fb2a8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Cesspit correct distance off edge of driveway or kerb line "
"6ffb15fe-faf1-5154-97cb-851034cece14","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Cesspit Installation SWCP02","Cesspit Install","MHS measured onsite. Prep height determined from Lid Level. "
"a174dc83-a5a1-58f8-a982-18e09b66f690","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Ground conditions checked & acceptable"
"a22f9c4c-81a9-5baf-8571-f64240ddc98e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Bedding depth and material correct & compacted"
"f4bb92bf-1486-59cb-8e15-fbe7b4e1836c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Half Siphon where required. (Photo required with bedding)"
"5c822a5b-9e6b-5228-bdb4-6b74cdc972b1","","checklist-sectioned","pass","ae811f95d58249a6eb6af96c38aa6c162e9406a48c70ffc1524ba5d048026683","checklist","FALSE","FALSE","Site QA","Lot 5","Stormwater","Stormwater Concrete Junction Lot 1"
"9aba924f-2027-5660-b5a4-f2e23dc20199","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 5","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction "
"7eb8de1a-de87-5ead-bb4d-5ed2d2e99b6a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Correct sized junction"
"a10ec080-2ade-584b-bf20-77677e63c485","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Angle of Junction Between Spring level  and 60 degrees (Photo Required)"
"59af4f06-d4c5-5614-a57c-bc9b7f4b9ac5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Expoxy inside and out"
"669bd84f-a5ef-5c2d-8928-63d404c7bdc7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Shear band connection (Photo required)"
"c13f1883-0e08-58d4-a354-9e7baff57fca","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 5","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Junction Pegged and Sprayed Blue"
