Type,Id,Name,Values,Prompting Name,Resource Id,
note,80e22a02-bf23-54ad-aa7f-db16f17867c1,Applicable Standard / Reference - VR204.06 (e) (i),,,,
note,21a903de-065a-501e-b501-d82645b3abcb,"Acceptance Criteria - In situ material below cut floor level having an assigned CBR less than 6, or a swell of 2.5% or greater, shall be removed to a depth of 400mm below cut floor level and replaced with conforming type B material to the underside of the capping or selected material layer",,,,
note,afc44092-4ebf-563b-b3aa-8a7a663ffceb,Frequency - Each Lot,,,,
note,1f1794aa-c802-5636-8e20-4411dc89e117,Verification Records - Visual,,,,
note,0c9905f5-9aea-5ccd-a6ac-416ee8667dc0,Action Respon. - SE,,,,
date,b8f718b8-a808-5739-9916-608572a37a6c,Date:,,,,
checkpoint,,Earthworks - Groundwater Seepage,,,,
note,503e2938-138c-5f30-ad1e-e36593f6b781,HP,,,,
note,df8f26c5-4297-5e74-9ca6-31d6767c8fac,Applicable Standard / Reference - VR204.06 (h),,,,
note,19bf5a6e-5d43-502b-ad28-9c4cf53bdf50,Acceptance Criteria - Where groundwater or seepage is encountered the Contractor shall notify the Superintendent and submit the proposed action to be taken to the Superintendent for review. The Contractor shall submit any necessary approvals from relevant authorities for the treatment and disposal of this groundwater.,,,,
note,1fb5f519-a347-58d2-b360-c10a10429d5a,Frequency - Each Lot,,,,
note,ca6a0b43-aac1-5c90-971a-3ddd2f3a4864,Verification Records - Visual,,,,
note,8c5f5084-f7c0-571a-972c-322f42f9cd36,Action Respon. - SE,,,,
date,48ffdc9d-114e-5720-b285-cd8fa57dad79,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Earthworks - treatment of Unsuitable Material,,,,
note,a1135e07-42f5-5457-b7b1-50328f33a758,HP,,,,
note,bd2eb139-f061-545c-b72c-59870077100d,Applicable Standard / Reference - VR204.07 (d),,,,
note,37e3556b-d731-5f2d-825c-4458e9a4ab0b,Acceptance Criteria - Where unsuitable material is encountered the Contractor shall submit the proposed in situ treatment or extent of excavation to the Superintendent for review.,,,,
note,41d79e07-5e41-5651-a989-d56776f436a6,Frequency - Each Lot,,,,
note,691d485f-c54c-5851-bc55-530b6383036c,Verification Records - Visual,,,,
note,5b54d6c9-bb18-53a9-8385-38c13e7a6227,Action Respon. - SE,,,,
date,bbd7574d-c3b4-5d56-9b8b-289f43dc44cd,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Earthworks - Fill construction,,,,
note,843a27a6-7b2e-5a38-918a-b14e345395ce,HP,,,,
note,459ff318-b49d-51b2-a95e-ba3d1646aa40,Applicable Standard / Reference - VR204.10 (b),,,,
note,a7e3f6f5-e53b-52d8-9e51-a82b4fa86494,Acceptance Criteria - The Contractor shall not commence placing of any fill on the prepared surface until the area has been reviewed by the Superintendent.,,,,
note,b2d4c5c7-b744-5107-9214-c25d3595dd04,Frequency - Each Lot,,,,
note,5efba59e-fc68-50b9-9e9a-0c9e8b571ab5,Verification Records - Visual,,,,
note,f6beff01-107d-5760-b145-992c3652a535,Action Respon. - SE,,,,
date,5ee124a5-b621-548f-8601-151765b538f3,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,"Earthworks - Fill at Structures (wing walls, culverts >1200mm)",,,,
note,db268d0b-1fe9-5e46-9011-544ad0c261be,HP,,,,
note,0d75ac07-4bb0-554f-8c11-cd92b6f607a4,Applicable Standard / Reference - VR204.11 (b),,,,
note,cbe1d535-7eae-50d4-ac01-7ec0a9eb6207,Acceptance Criteria - No fill shall be placed against or within 3m of a structure until the foundation for the fill has been reviewed by the Superintendent.,,,,
note,36b88cb5-815e-50a7-a0e3-53a30654df52,Frequency - Each Lot,,,,
note,ae3c2897-4734-5bc4-ba73-481258f4c3fb,Verification Records - Visual,,,,
note,ba300ffc-6be5-5ae6-83e7-860715fa5b66,Action Respon. - SE,,,,
date,64b9df79-c237-59c4-a25b-13a5b286af92,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Test Rolling,,,,
note,5923c61f-c400-584f-ac95-32b867b76925,HP,,,,
note,0fb2eb30-afdf-5d09-9fd0-85d4d2f08f5b,"Applicable Standard / Reference - VR173.03, VR204.12",,,,
note,b8318e1a-1551-5d2e-8b8c-127d20c0c544,Acceptance Criteria - Undertake test roll prior to placement of fill/or proceeding layer. Contractor shall provide for the Superintendant to be present during all test rolling.,,,,
note,c03b07ed-2884-5324-b203-9858c8a4e30a,Frequency - Each Lot,,,,
note,a2191d35-c746-56bc-bffa-3e5dcb49911a,Verification Records - Visual,,,,
note,cf22ea82-0b28-51a5-9190-146b75a2e56e,Action Respon. - SE,,,,
date,31fdb4c6-ca49-566d-a445-8bdee3e52a57,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Lot size,,,,
note,121ae783-388c-5c18-9b9e-9b5973b2813b,"Applicable Standard / Reference - VR204.13, Table 204.142",,,,
note,17f64d5a-862a-577a-9abe-92245e1b8efd,"Acceptance Criteria - Type A: max 5000m2 or one day's production, whichever is the lesser",,,,
textbox,c0b94dff-fa88-539c-b96e-b7550f4ac05e,Actual,,,m2,
note,0058f006-40b1-5417-94fa-b11c2859188f,Frequency - Each Lot,,,,
note,0e42e98e-f6a3-5b2c-a859-d6643de635dd,Verification Records - Records,,,,
note,9aededff-51b3-53e9-be3e-130d9107a3e4,Action Respon. - PE/SE,,,,
date,bc1bb014-ab7b-5da2-9491-bc08bf367a45,Date:,,,,
checkpoint,,Compaction & Grading,,,,
note,202bde6f-076b-5b1f-b142-0cd9f5d06dfd,"Applicable Standard / Reference - VR204.13 (b), Tables 204.042, 204.14 1",,,,
note,064fc007-8302-57f4-84f0-67c5cb44f350,Acceptance Criteria - Compaction:,,,,
note,aa3755f1-cf1f-5a85-b6ea-a4343bc27f73,"○ All Type A Material, and Type B material placed within 400mm of top of cut floor level: min. 100%",,,,
textbox,845b5b3b-4741-5801-be17-d9da6da0a9a9,Actual % / Minimum Frequency Testing,,,,
note,bbdcdc92-cbc6-59f1-9b20-3ba3a0a4e734,Grading:,,,,
note,74eb6cf4-1b09-58fc-a79e-0c1d4483dbc4,○ as per Table 204.041,,,,
note,a4885157-f8cb-58c6-8b11-2f88f1e6f591,○ Pass/ Fail/ Minimum Frequency testing,,,,
note,5e6319d9-8b84-5056-b965-567b614a71f7,Frequency - 1 test for each lot then reduced to 1 test for every second lot,,,,
note,588f3356-7e09-550f-a072-dcf2d91cde3b,Verification Records - Records/Visual,,,,
note,e273a689-1e42-51d6-9774-d26afbea8327,Action Respon. - SE,,,,
date,e38453c5-7c6b-5f27-a29b-d1b95da671d6,Date:,,,,
checkpoint,,Compaction - CBR & Swell,,,,
note,05e5dd28-4aec-54b3-a49a-2bf4fbe2c52d,Applicable Standard / Reference - Table 204.141 & Table 204.041,,,,
note,cc44a9f2-45f3-5eb6-9d1c-1c3d7826e3d8,Acceptance Criteria - Type A: initial 1 lot test to determine assigned CBR >6% and swell <1.5%,,,,
textbox,b72af234-20c7-580b-84d6-da481273e0e8,Assigned CBR,,,%,
textbox,592f1b33-57cd-521c-a949-e9688e954313,Actual,,,%,
textbox,a07f6dfd-310c-5dfc-8bea-5e00f84ce599,Assigned Swell,,,%,
textbox,59ee9e2e-3227-55c1-bade-b687e631d0d0,Actual,,,%,
note,857a3f93-6fc9-5b0d-9811-8d411673ba26,Frequency - Single CBR test to confrim assigned CBR and swell - first lot only,,,,
note,ee9a8a05-52a0-517b-8852-dee19952d190,Verification Records - Records,,,,
note,e543e1e6-4b82-55ca-b4bd-8d38b06f7bc6,Action Respon. - PE/SE,,,,
date,cbdfec1c-fac2-5cd1-a51a-f0ba4ef178f6,Date:,,,,
checkpoint,,Compaction - PI,,,,
note,f81555ec-1703-5db1-8e55-0ffc611eae7c,Applicable Standard / Reference - Table 204.141 & Table 204.041,,,,
note,b59e490e-5623-5e71-9f17-43c10be96a01,"Acceptance Criteria - Type A: plasticity index (PI) calculation x % Passing 0.425mm, Max. 1000",,,,
note,227cde37-1e38-5c45-8fef-9de3985710b2,Frequency - 1 test per 2 lots then 1 test per 4 lots,,,,
note,08556a68-d326-5656-8f73-f2db6916e5a2,Verification Records - Records,,,,
note,56492a2f-0357-5384-94b3-63e2b8db9723,Action Respon. - PE/SE,,,,
date,5f03ae86-7e4a-5bb1-88ee-f07f997a9a0b,Date:,,,,
checkpoint,,Compaction - LL & Permeability,,,,
note,90532e82-6e2d-5435-b786-0606642ee3dc,Applicable Standard / Reference - Table 204.141 & Table 204.041,,,,
note,5db801fe-4a09-5538-9f32-c5ffb6d7d82c,"Acceptance Criteria - Type A: liquid limit and comparison of PI against LL, Permeability <5 x 10-9m/sec",,,,
note,5c6774c6-916e-5716-96a3-c0e80c1e44e5,Frequency - 1 test per 2 lots then 1 test per 4 lots,,,,
note,a7c2cf99-9a87-5733-a657-558916913015,Verification Records - Records,,,,
note,b4e95d06-913a-5d64-bbe3-02118953072f,Action Respon. - PE/SE,,,,
date,7faaecb0-2e54-58d4-a73e-44bca32dac69,Date:,,,,
checkpoint,,Other Contract Specific Requirements,,,,
textbox,d558909b-2eaa-5bbd-9d5f-1d20c168433c,Requirement(s):,,,,
note,61d9149c-7cb8-5752-b459-76dca57d5439,S,,,,
date,6e413039-c199-5f1f-ba07-94e43122b139,Date:,,,,
,,,,,,
checklist,,Type B Earthworks,itp,Type B Earthworks,,d5e8f31b-6634-4a75-9b04-bdeee0c5826b
section,,PRELIMINARIES,,,,
checkpoint,,Design Issued for Construction,,,,
checkpoint,,Drawings Issue for Construction,,,,
checkpoint,,Material Hold Points Released,,,,
checkpoint,,Survey Request,,,,
checkpoint,,Traffic Management Plan Approved,,,,
checkpoint,,Subcontractor/Provider approved?,,,,
checkpoint,,Kick-off meeting (Subcontractor),,,,
section,,CONSTRUCTION,,,,
checkpoint,,Safety; SWMS,,,,
note,634f97a6-8a98-5466-b33d-f92310ff9dd8,Applicable Standard / Reference - HSMP,,,,
note,e62e57c7-1b16-5cba-8a79-16744ab4ae65,Acceptance Criteria - SMWS to be written for each activity on Project and shall be reviewed by a competent person.,,,,
number,768d8001-7254-515a-a697-b069858d4ea7,Submitted to the client,,,days prior to commencement of Activity.,
note,f5cce882-0c38-5c83-98c9-0f93bf93bc53,Frequency - Each Activity,,,,
note,0eace351-135e-5fc4-b513-b51427bbe50e,Verification Records - Records,,,,
note,5cbc5f1a-86ee-5707-8749-89c714b2631f,Action Respon. - PE/SE,,,,
date,494a3bff-bef0-5c5b-9ec8-4af93ec8dd75,Date:,,,,
checkpoint,,Environmental Controls,,,,
note,d57088c0-c797-5cd5-b722-bb338cc0dee5,Applicable Standard / Reference - EMP,,,,
note,a0730a12-304e-5dc5-827e-5a9a89fdb8fa,Acceptance Criteria - No work shall commence unless all erosion/ Sediment controls are implemented in accordance with EMP.,,,,
note,75245ae8-df3d-597b-9a11-71f999c1a8c5,Frequency - Each Activity,,,,
note,1fdd5100-e344-5868-9861-6ccc2ef455a2,Verification Records - ECP,,,,
note,45b7e945-59b2-5170-a548-87ad785f643f,Action Respon. - PE/SE,,,,
date,ef4e82c1-f990-50fe-83a3-eec2aed27424,Date:,,,,
checkpoint,,Excavation Permit,,,,
note,6cb12d70-0a07-5913-acd4-cd9773adbba1,Applicable Standard / Reference - OHS,,,,
note,d15469b4-529b-5c3c-8283-c3c9ac983d32,"Acceptance Criteria - DBYD information available on site, Excavation permit issued and spotter at location before commencement of excavation works",,,,
note,db334dfe-e86a-530f-9942-23faf45b3143,Frequency - Each Lot,,,,
note,803534fe-01fa-5432-808b-5eb20c1be60a,Verification Records - Records,,,,
note,dc198de8-7965-5c02-9a6b-39d749a46c57,Action Respon. - PE/SE,,,,
date,b2905b70-4361-5a02-a2bd-a6979a3ae9d8,Date:,,,,
checkpoint,,Survey Control,,,,
note,ea24f8c9-1215-5c38-9e98-4a8e91c4695b,"Applicable Standard / Reference - VR204.03 (a), (b, c)",,,,
note,03e229f4-4935-513b-964d-2ae29984913f,"Acceptance Criteria - All Earthworks shall be finished to conform to the levels, lines, grades and cross sections showed in the plans.",,,,
note,71c8a952-0225-51a3-8742-59e94f45cdb2,Frequency - Each Lot,,,,
note,b780e067-4d17-5003-8769-8b19464ea541,Verification Records - Setout,,,,
note,fe2efef7-2f7f-5023-97d9-519b6343e5f0,Action Respon. - Surveyor,,,,
date,60f6be1c-c66b-507c-8d84-827091a4c4e6,Date:,,,,
checkpoint,,Material - Type B,,,,
note,c31d91c3-e205-576c-a2bb-dda1218a9c8a,HP,,,,
note,d5a29ce1-f0e8-595e-98d5-f8c67e970297,Applicable Standard / Reference - VR204.04 (b),,,,
note,8f5ea1ec-6225-53a5-916d-97f911da4e0d,"Acceptance Criteria - Material classified as silt, either before or after compaction, is not acceptable as Type B material unless otherwise approved by the Superintendent.",,,,
note,948743d6-789f-5ad6-b3eb-c49de8c303c8,Frequency - Each Lot,,,,
note,bac5112d-b940-542c-ade9-208249fceef6,Verification Records - Visual,,,,
note,34bc7594-8c6e-5a79-be53-5f230cba9f32,Action Respon. - FM,,,,
date,4317e84b-85c1-547a-a78f-5fffe8df4fdf,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Site excavation - cutting floor,,,,
note,e224d1ef-6e8e-535f-b4c7-33a2633c7820,Applicable Standard / Reference - VR204.03 (f),,,,
note,82a2631f-1fe6-5546-929b-897160277083,Acceptance Criteria - The level at any point on the surface of the Cut Floor Level immediately below capping and/or selected material shall not differ by more than 15 mm above or 30 mm below the specified level.,,,,
note,d6df1fba-4049-5105-bdeb-a68444f60a4c,Frequency - Each Lot,,,,
note,0d699d13-9a5a-5257-a6bd-77aebcee2b8a,Verification Records - Visual,,,,
note,c1aabeb9-bfd1-5dd8-9e37-110a0e46edac,Action Respon. - FM,,,,
date,0dc2f313-5aaf-56ed-82d9-0cfbb87620ed,Date:,,,,
checkpoint,,Site excavation - material category,,,,
note,f4715be8-2066-578e-9e67-b75511b38d36,HP,,,,
note,160696de-6393-5580-a105-796f7917cef3,Applicable Standard / Reference - VR204.06 (b),,,,
note,2ff41680-c0a8-5574-98c3-004154f17a6a,"Acceptance Criteria - Prior to commencing excavation in any area and during excavation work, the Superintendent and the Contractor shall inspect each type of material encountered and subject to verification by appropriate laboratory testing, agree on the category of the material in accordance with Clause 204.04.",,,,
note,46156407-1e26-5ac1-86f5-7eb650b78d37,Frequency - Each Lot,,,,
note,7b25c364-dc97-51a5-a86a-da6450a62650,Verification Records - Visual,,,,
note,cd79cbcf-0704-587f-b048-49a17157a0af,Action Respon. - FM,,,,
date,e98b7bc3-1a65-5974-80e6-a0d1d7ece242,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Earthworks - Groundwater Seepage,,,,
note,d3a54c3b-1f8c-5a03-a0df-565ce875811c,HP,,,,
note,d8e58685-657a-5339-8ebc-09dd3b4710a5,Applicable Standard / Reference - VR204.06 (h),,,,
note,6c503c8a-d57c-5113-95a9-5e228574c6bd,Acceptance Criteria - Where groundwater or seepage is encountered the Contractor shall notify the Superintendent and submit the proposed action to be taken to the Superintendent for review. The Contractor shall submit any necessary approvals from relevant authorities for the treatment and disposal of this groundwater.,,,,
note,f824845f-86d8-5faf-8e55-3b6173646774,Frequency - Each Lot,,,,
note,c5a0cf6d-ef99-52b8-8bb2-3e1161b48f7a,Verification Records - Visual,,,,
note,e0038c01-42b5-5ee0-9419-bacb9c099f36,Action Respon. - PE/SE,,,,
date,d12f8f00-3235-5253-9b54-988221c6fa5c,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Earthworks - treatment of Unsuitable Material,,,,
note,7cba7fd9-b3b5-5cd7-b8ce-c39be3824370,HP,,,,
note,52165e9c-f064-5a28-a978-29ff1783cbc9,Applicable Standard / Reference - VR204.07 (d),,,,
note,9c2014ba-cc1e-5749-b342-6f1045e8ce39,Acceptance Criteria - Where unsuitable material is encountered the Contractor shall submit the proposed in situ treatment or extent of excavation to the Superintendent for review.,,,,
note,74dd0af0-0008-50fd-8e21-bb4570af5b17,Frequency - Each Lot,,,,
note,81d2ec61-3bc0-54a9-b862-051e0137ffcb,Verification Records - Visual,,,,
note,0911cd09-dbef-500e-8c49-1458ac4553db,Action Respon. - FM,,,,
date,478eebbc-4516-56e8-8f48-08dfcb886a85,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Earthworks - Fill construction,,,,
note,d941b4e7-6959-5f80-a3c3-0e1681c58238,HP,,,,
note,f3030c96-4dff-5d98-b6d8-01b620f4cdc5,Applicable Standard / Reference - VR204.10 (b),,,,
note,1dbf799e-35a0-5f11-95c9-4eec3e0742e8,Acceptance Criteria - The Contractor shall not commence placing of any fill on the prepared surface until the area has been reviewed by the Superintendent.,,,,
note,af8fab00-166c-5570-98cc-89fe48f5e4e3,Frequency - Each Lot,,,,
note,49a3dca2-8526-532f-9151-43911797c99d,Verification Records - Visual,,,,
note,8ed54b33-efa8-599c-85ef-b081055d060d,Action Respon. - FM,,,,
date,3cdeedf7-4c42-59ed-8f7e-b9c5f95f4a4e,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,"Earthworks - Fill at Structures (wing walls, culverts >1200mm)",,,,
note,5ec80b94-3514-5d1a-b17d-4c5b575b3ec3,HP,,,,
note,22d2e302-824a-5498-9aa8-b04baa083ac7,Applicable Standard / Reference - VR204.11 (b),,,,
note,7230f434-e35d-520a-b24f-7c44867826de,Acceptance Criteria - No fill shall be placed against or within 3m of a structure until the foundation for the fill has been reviewed by the Superintendent.,,,,
note,985565e1-45d1-5d76-a754-25202053f188,Frequency - Each Lot,,,,
note,63c66ba2-fcda-5b0e-9e57-961d0a38a39f,Verification Records - Visual,,,,
note,cbd51a88-5c36-5b01-a1d1-ea8b14e1c23c,Action Respon. - FM,,,,
date,d192698f-722a-56a6-8259-ad817c4a3129,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Test Rolling,,,,
note,b03028ca-1e17-53e8-9466-4ad133072a12,"Applicable Standard / Reference - VR173.03, VR204.12",,,,
note,712a9959-8fcf-55b1-ba5e-2d8806bdf3ff,Acceptance Criteria - Undertake test roll prior to placement of fill/or proceeding layer.,,,,
note,e5dbc790-eaed-500a-a751-535c68535d7e,Frequency - Each Lot,,,,
note,69f637f1-032f-586f-8e95-701ef3c7ec52,Verification Records - Visual,,,,
note,dda6ebb5-0b0a-5db7-b3a0-b81691ab7cd9,Action Respon. - FM,,,,
date,f66aa388-4d6d-5d4b-b96c-01044b346667,Date:,,,,
checkpoint,,Compaction - Lot size,,,,
note,524dd9e1-ebdc-566b-b77c-abc5c1f2e2ae,Applicable Standard / Reference - VR204.13,,,,
note,24dc9575-1db0-5c68-95ff-7787bb3ac7d7,"Acceptance Criteria - Type B: max 10,000m2 or one day's production, whichever is the lesser",,,,
note,90b85e9d-63d6-54e7-b23d-78c0b8eb9d5f,Frequency - Each Lot,,,,
note,44f04c86-2ba2-5d54-9e85-642f149234d6,Verification Records - Records,,,,
note,1e82ee5e-0172-5c1c-a17e-677f4abd48d0,Action Respon. - PE/SE,,,,
date,f0bcde23-b4fa-59fc-8c94-1bfb84dc5a05,Date:,,,,
checkpoint,,Compaction,,,,
note,2b841e1f-41e0-5181-89ea-e8bc594756b2,"Applicable Standard / Reference - VR204.13 (b), VR204.14",,,,
note,afbe80c9-2cf8-5135-aa3f-f4821198a2fe,Acceptance Criteria - Compaction:,,,,
note,b80c4651-4a19-57a6-b187-f2ebf983dfdd,○ Type B material placed within 400mm of top of Type B level: min. 99%,,,,
note,fbc56b33-569c-5e7f-8250-c2e207f98033,○ Type B material placed more than 400mm of top of Type B level: min. 97%,,,,
note,41609d7c-b160-5676-b6a0-14dae5d6279d,Grading:,,,,
note,e323e7e4-324f-570b-a455-c15ce2b5e84e,○ Max. particle size <100mm (visual inspection),,,,
note,4470d9c8-505c-550a-a0de-0a382926585d,Frequency - 1 test for each lot then reduced to 1 test for every second lot,,,,
note,e2a6c93a-9698-5ca4-8d14-f4a7841133d3,Verification Records - Records/Visual,,,,
note,344032b0-b2ca-5b91-8f03-d32a9efb6733,Action Respon. - FM,,,,
date,b845da89-ac50-5e1f-a9c1-9582c692faef,Date:,,,,
checkpoint,,Compaction - CBR & Swell,,,,
note,2de5ae18-1a70-5e28-883f-bef093f801ea,Applicable Standard / Reference - Table 204.141,,,,
note,2d456e64-fa8a-5bdd-857c-85f00478843a,Acceptance Criteria - Type B: initial 1 lot test to determine assigned CBR and swell,,,,
note,74121102-e846-5637-acc8-202ca0406803,Frequency - Single CBR test to confirm assigned CBR and swell per every 8 lots,,,,
note,e071b01c-e6ae-5184-8ddc-36aa79969a91,Verification Records - Records,,,,
note,3cc0790a-b4dd-5cf9-8d76-bb099fcc017d,Action Respon. - PE/SE,,,,
date,42654b9f-41fa-531c-ba51-0fc541f7ead1,Date:,,,,
checkpoint,,Compaction - LL,,,,
note,7d312be5-9cba-59b3-93ef-d5e8d2c7ee0b,Applicable Standard / Reference - Table 204.141,,,,
note,5e6785fb-8973-5429-ba33-ffd4d801ecbf,Acceptance Criteria - Type B: liquid limit and comparison of PI against LL,,,,
note,ea232734-e546-55c9-afa8-601318cf706d,Frequency - 1 test per 2 lots then reduced to 1 test per 4 lots,,,,
note,2b7e3560-2b57-5978-9636-3f4b8945fd98,Verification Records - Records,,,,
note,49a4f5b4-a672-58d1-8bf0-17926dfe7f9a,Action Respon. - PE/SE,,,,
date,8b56607b-0c85-5049-b398-0385e6f1eeef,Date:,,,,
checkpoint,,Other Contract Specific Requirements,,,,
textbox,9ffe41b7-07b7-5bc0-8e44-988c88212fd7,Requirement(s):,,,,
date,a50e855a-b0f4-5ecd-96b9-4623b7903dac,Date:,,,,
,,,,,,
checklist,,Stormwater,itp,Stormwater,,e391f158-d34a-4f46-a49a-61bd4e44d5bf
section,,PRELIMINARIES,,,,
checkpoint,,Design Issued for Construction,,,,
checkpoint,,Drawings Issue for Construction,,,,
checkpoint,,Material Hold Points Released,,,,
checkpoint,,Survey Request,,,,
checkpoint,,Traffic Management Plan Approved,,,,
checkpoint,,Subcontractor/Provider approved?,,,,
checkpoint,,Kick-off meeting (Subcontractor),,,,
section,,CONSTRUCTION,,,,
checkpoint,,Safety; SWMS,,,,
note,78a9b5e6-63bc-59d5-b832-7883d2567945,W,,,,
note,422fc738-68c2-5998-b9ef-78031387c615,Applicable Standard / Reference - HSMP,,,,
note,72705fe4-9038-5d29-a861-9626004173db,Acceptance Criteria - SMWS to be written for each activity on Project and shall be reviewed by a competent person.,,,,
number,168f2033-652f-5f13-85a7-b16daccb8c3f,Submitted to the client,,,days prior to commencement of Activity.,
note,2871f53d-9a07-57e8-b2e5-30e198d6274e,Frequency - Each Activity,,,,
note,fd28c72d-2a94-5aab-be49-ee17fdccc319,Verification Records - Records,,,,
note,08c72f95-8694-55b3-bc59-ff9d667b687c,Action Respon. - PE/SE,,,,
date,32835a4d-358b-5793-8603-7c74e5eea4b3,Date:,,,,
checkpoint,,Excavation Permit,,,,
note,33d157a5-b65a-576a-a3cc-4736bf3be132,W,,,,
note,8146097f-8c23-54ba-afa8-821ffc7bfb09,Applicable Standard / Reference - OHS,,,,
note,d3f530ed-b80c-5cf8-9b5e-23184b4ac02d,"Acceptance Criteria - DBYD information available on site, Permit to work- Services issued with assest protection Plan. All services identified located proved and protected. Spotter at location before commencement of excavation works (If required)",,,,
note,525d0c92-3b73-5946-a075-472db6279d9b,Frequency - Each Lot,,,,
note,77b818d5-acf7-5cec-ba53-d138228ff788,Verification Records - Records,,,,
note,47927645-65d4-5fa5-97a0-9506a39da422,Action Respon. - PE/SE,,,,
date,79e32103-c76d-532c-ba66-3909bad67b29,Date:,,,,
checkpoint,,Environmental Controls,,,,
note,75eda769-b0c0-54d9-8435-c19d3dc607a6,H,,,,
note,7a6eb439-fb57-5ba3-9868-ea96ffe1a4f6,Applicable Standard / Reference - EMP,,,,
note,31ef4e80-7f29-5f1d-ad8d-ea7c34b2b9ad,Acceptance Criteria - No work shall commence unless all erosion/ Sediment controls are implemented in accordance with EMP.,,,,
note,cceab05f-0931-5813-9eea-1d45e8129055,Frequency - Each Activity,,,,
note,b8d5e4c3-629f-5180-9409-0fe9a3b048b3,Verification Records - ECP,,,,
note,1e1b0a23-ce71-51ad-98a1-385842568358,Action Respon. - SE/FM,,,,
date,2a42719f-e1cc-59c0-9e9c-e470f293628a,Date:,,,,
signoff,,HOLD POINT,,,,
checkpoint,,Set out,,,,
note,6ea064a2-ad0f-52a2-bb74-4c333c1bd825,W,,,,
note,716a24b4-17e5-5eca-9552-4e44de7d9d22,Applicable Standard / Reference - 701.05,,,,
note,00257bb2-a2d4-5e5b-aaeb-99db92d4db37,Acceptance Criteria - Prior to commencement of excavation for the pipes the Contractor shall confirm the position of all pipes with the Superintendent after survey pegs have been installed,,,,
note,8633ab63-2d97-5386-acb2-31fc93d25fd7,Frequency - Each Lot,,,,
note,040f35e7-5f57-5bad-a29e-74e21b30912f,Verification Records - Visual / Pictures,,,,
note,4e7893ed-94a9-5223-8752-cb694ab4f84f,Action Respon. - FM & SR,,,,
date,d6f26f34-b60e-531a-87c5-52f471e978e6,Date:,,,,
checkpoint,,Excavation,,,,
note,2504d5ed-1b77-54c1-91c0-f57377c7fcbe,R,,,,
note,be93cf52-8c18-5498-944f-c3bc2fa5795d,Applicable Standard / Reference - VR701.10,,,,
note,75528324-a40b-5dae-9e93-3fbead017781,Acceptance Criteria - Pipe culverts – the width of the trench at and below the level of the top of the pipe shall have a horizontal clearance of 300 – 600mm,,,,
note,6e2431fc-0ab2-557b-a329-2117c40367e7,○ The base of the trench shall be compacted,,,,
note,dd0bb5fe-c692-5f98-8722-b845737c55b5,"○ Soft, wet or unusable material at the base of the pipes should be treated or replaced",,,,
note,dfaf06bf-b723-52cd-b4ee-fd8ef28e3990,Frequency - Each Lot,,,,
note,607c93f7-d8a5-50ec-a6e9-a5b16fb9d9c7,Verification Records - Visual / Pictures,,,,
note,f9348d77-e372-5fb4-9f91-21004a722a1d,Action Respon. - SE/FM,,,,
date,bb966822-616a-5856-a3c4-6c607a96233a,Date:,,,,
checkpoint,,Culvert Bedding,,,,
note,656dc617-d38e-510d-b1fd-14e101084fc7,S,,,,
note,0a6cccb5-dfb5-5ff9-8e47-45e128322c64,Applicable Standard / Reference - VR701.11,,,,
note,2a95be13-9aea-5576-ac37-337e64ba7968,Acceptance Criteria - Depth of the layer of Compacted bedding material shall be:,,,,
note,f726877c-d691-5280-bb7e-8cf824ab67e6,○ 100mm where pipe diameter is less than 1500mm,,,,
note,2772fca0-9ddb-541e-8211-3f44d7751991,○ 200mm where pipe diameter is greater than 1500mm,,,,
textbox,7138ca48-50a5-54d1-be95-488ad4deefd5,○ Class of Bedding material,,,,
note,675ff2c8-13b9-5187-840c-3da3131206a4,Frequency - Each Lot,,,,
note,b6fb5af2-7ba2-577e-a884-612378da4e54,Verification Records - Visual / Pictures,,,,
note,9dc22adb-8932-55e6-84a2-a14a9dde51f8,Action Respon. - SE/FM,,,,
date,0bdc5fba-f3c1-5ba1-a95b-f41df34849f3,Date:,,,,
checkpoint,,Laying pipes.,,,,
note,cc8067ce-c969-5209-9de2-6395ba6b9d80,W,,,,
note,b38582bb-11e9-5eaf-b0af-d335f7e820c4,Applicable Standard / Reference - VR701.12,,,,
note,a664ceea-4b04-5e9e-bfac-a9811fa05ebc,Acceptance Criteria -,,,,
textbox,e42e39f6-d7e0-5fbb-a9ba-1d25e8c8bdf4,○ Class of Pipe,,,,
note,1d08a40f-9d01-52a0-b340-d79118830d1e,○ Pipes – Rebate and socket ends of pipe shall be placed facing upstream. The lower portion of the pipe shall be in contact with the bedding for the full length of the section. (Pipes are free of cracks/ damage ),,,,
note,f179473c-7033-53f4-bf2a-8a686a7b1124,Frequency - Each Lot,,,,
