"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1e131c81-4472-4310-a523-a508d965cd3c","","folder-normal","pass","","step","TRUE","FALSE","Stage 1"
"fae69bb7-4c72-42e6-b281-5f1cf16c7857","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","51"
"604f812b-ebf1-427e-8ecd-6f2659fc756d","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","51","Ground"
"5a17034f-d6f2-4159-8a58-c62ed7e669fb","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","51","Ground","W01h-51"
"3e83507c-ef0e-5908-bc8a-4332ef9645db","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","60","1","W06-60","Opening Wrapped & Prepared Correctly"
"82ea7123-eef3-5599-8601-bd0196c3310b","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","60","1","W06-60","Weather Seals As Per Shop Drawing (provide photo reference)"
"579b3d66-c1cf-5939-bf53-e355ac9795d1","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","60","1","W06-60","Installed / Fixed As Per Shop Drawings"
"204a5d90-7945-5afd-add7-95f599ebb142","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","60","1","W06-60","Airseals Completed"
"ab100603-c2ba-5368-8848-cacc31312035","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","60","1","W06-60","Site Glazing Completed - Viridian Glass"
"81989076-1a10-51dd-b538-3f631421eff2","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","60","1","W06-60","Trade Clean"
"d2de2ee2-c920-519a-809b-3b3e38aa7e4f","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","60","1","W06-60","Wights - Sign Off"
"7f16bc35-2f51-44f6-8de1-e308ad795d2c","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","60","1","W09-60-1"
"0eb4fb23-5c97-5499-9ee9-d3a2a9ad1406","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","60","1","W09-60-1","Opening Wrapped & Prepared Correctly"
"fa50e1ba-45c8-5aa0-b9e9-dd3e14efae79","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","60","1","W09-60-1","Weather Seals As Per Shop Drawing (provide photo reference)"
"c0d07b2e-d075-5f75-baa8-2a1f769466b7","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","60","1","W09-60-1","Installed / Fixed As Per Shop Drawings"
"257313bd-9acc-5a5f-b2b1-fe1d248ccfb0","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","60","1","W09-60-1","Airseals Completed"
"bcea4df7-c258-5e21-a88b-84c1f879fe0e","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","60","1","W09-60-1","Site Glazing Completed - Viridian Glass"
"9f3c0d6e-1c6c-54b4-a959-d784763f9c30","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","60","1","W09-60-1","Trade Clean"
"42ae521c-b92f-5ea5-ba86-65b19ff8f831","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","60","1","W09-60-1","Wights - Sign Off"
"feb02969-8553-4ff3-af6d-6c14714cc9ec","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","60","2"
"1b731576-7718-470f-9a8b-60a4bc8de5ca","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","60","2","W09-60-2"
"eaff4174-d110-59b5-b9a3-78763f283511","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","60","2","W09-60-2","Opening Wrapped & Prepared Correctly"
"d7ba8e60-b0f5-55f2-bf3e-895074aee29f","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","60","2","W09-60-2","Weather Seals As Per Shop Drawing (provide photo reference)"
"fb00bc90-8375-551f-9c79-feb4a09b167b","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","60","2","W09-60-2","Installed / Fixed As Per Shop Drawings"
"2daeadff-3931-52af-8359-7be1f53fc559","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","60","2","W09-60-2","Airseals Completed"
"1f49337e-9f12-5d50-9762-e4a258f3e662","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","60","2","W09-60-2","Site Glazing Completed - Viridian Glass"
"5ea48d96-02ce-54f7-9c06-3ff99906234e","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","60","2","W09-60-2","Trade Clean"
"6462d452-ad54-5d40-b5bd-f69ef38a193b","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","60","2","W09-60-2","Wights - Sign Off"
"50fcc04a-7421-4fe7-94eb-8d1c471db833","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","60","2","W12-60"
"b517632b-aedf-5640-b942-b532cb291ed9","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","60","2","W12-60","Opening Wrapped & Prepared Correctly"
"8fcb5df8-e8fa-56a4-b0b0-f829be7312bd","","checkpoint-status","pass","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","60","2","W12-60","Weather Seals As Per Shop Drawing (provide photo reference)"
"6406f20d-8492-57aa-a2c1-cafcada3e217","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","60","2","W12-60","Installed / Fixed As Per Shop Drawings"
"4414b704-d1ae-5076-aaea-6ec3aef67ed9","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","60","2","W12-60","Airseals Completed"
"f9ef4705-270f-5203-b0f3-45716b0863fc","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","60","2","W12-60","Site Glazing Completed - Viridian Glass"
"df63a5d6-c632-51bf-a532-26f28e7a6eec","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","60","2","W12-60","Trade Clean"
"b17cecfc-e52b-5b14-8381-5fbfe8955db3","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","60","2","W12-60","Wights - Sign Off"
"b3ec39e6-4f9a-454b-9b28-dbb420cdd2fc","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","60","2","W13-60"
"a54b6ae5-abc4-5fce-989d-856adf309741","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","60","2","W13-60","Opening Wrapped & Prepared Correctly"
"7ebc64e6-46a3-50ea-8d1c-8795f338933b","","checkpoint-status","pass","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","60","2","W13-60","Weather Seals As Per Shop Drawing (provide photo reference)"
"78004545-0dfa-507f-bc7f-161cf73cb75a","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","60","2","W13-60","Installed / Fixed As Per Shop Drawings"
"a57051c1-35c3-53d4-a4d6-0360c54e1333","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","60","2","W13-60","Airseals Completed"
"c768dfeb-619a-5bec-b799-317e155cd2a2","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","60","2","W13-60","Site Glazing Completed - Viridian Glass"
"76d190e3-aa31-5801-ad0b-807b4fac1179","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","60","2","W13-60","Trade Clean"
"69dbd075-4a7a-5578-bced-96bc23ff81a1","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","60","2","W13-60","Wights - Sign Off"
"01cd4e05-abc5-437b-b393-cf5b63ffb310","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","60","2","W15-60"
"33ef7f46-5661-5258-a372-35e91716ae54","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","60","2","W15-60","Opening Wrapped & Prepared Correctly"
"eaaf2251-e7b4-5d00-a61f-6908cf286bd4","","checkpoint-status","pass","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","60","2","W15-60","Weather Seals As Per Shop Drawing (provide photo reference)"
"6f071c48-091d-5c75-a9bb-7da73eb74f41","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","60","2","W15-60","Installed / Fixed As Per Shop Drawings"
"a66ff436-fd09-51ac-b9f2-c1e6367d8be7","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","60","2","W15-60","Airseals Completed"
"effffbb9-2994-5e3c-b2ae-cc8d8fdf49f7","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","60","2","W15-60","Site Glazing Completed - Viridian Glass"
"295e588d-69ef-5fb0-86aa-b2e5789db392","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","60","2","W15-60","Trade Clean"
"4eebe922-a03a-5a78-89ab-0c440530f662","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","60","2","W15-60","Wights - Sign Off"
"802d5798-f383-4659-a469-2786689fc733","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","61"
"d139c0a2-af49-4701-b269-9782cfe192d0","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","61","Ground"
"58f75731-66e1-42c7-ad09-bc8485879e05","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","61","Ground","W01-61"
"bcf9b1a5-4f3d-5491-9946-06989350d3d8","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","61","Ground","W01-61","Opening Wrapped & Prepared Correctly"
"8ecb6089-8d1a-59b2-9ab7-9b9ed134bd3a","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","61","Ground","W01-61","Weather Seals As Per Shop Drawing (provide photo reference)"
"47ca38e4-6fc2-581d-af2f-0de81edba584","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","61","Ground","W01-61","Installed / Fixed As Per Shop Drawings"
"c2aed10f-1229-588c-8e51-4de42b9672b4","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","61","Ground","W01-61","Airseals Completed"
"686633dc-abe5-57d1-9cca-53f0daedb312","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","61","Ground","W01-61","Site Glazing Completed - Viridian Glass"
"0a0c621a-606c-5e97-9d34-d2297319b355","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","61","Ground","W01-61","Trade Clean"
"421544f9-eddd-5c1c-a59c-3c571f6989c0","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","61","Ground","W01-61","Wights - Sign Off"
"03c2d482-bd23-4cde-a07f-4f5cd36e1e5e","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","61","Ground","W19-61"
"6111369d-8a27-524d-99e1-321c626c5a8f","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","61","Ground","W19-61","Opening Wrapped & Prepared Correctly"
"332c9692-8a51-53be-a905-e1ae74e59198","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","61","Ground","W19-61","Weather Seals As Per Shop Drawing (provide photo reference)"
"29fb20f5-f5b5-5fa0-aadd-d45667269232","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","61","Ground","W19-61","Installed / Fixed As Per Shop Drawings"
"62d5de19-8833-57d5-aed0-568209522c58","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","61","Ground","W19-61","Airseals Completed"
"e57b6a46-9584-50e4-935d-25d79771e1bb","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","61","Ground","W19-61","Site Glazing Completed - Viridian Glass"
"013e1281-ca60-5178-a74e-de8f73dcf5b1","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","61","Ground","W19-61","Trade Clean"
"8b1d5ea4-4a16-57f3-825a-5137707385f2","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","61","Ground","W19-61","Wights - Sign Off"
"fbda01c4-814b-45bf-9f72-a76b2245852b","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","61","Ground","W27h-61"
"a834ac87-9978-5ccc-a081-09a6607efc84","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","61","Ground","W27h-61","Opening Wrapped & Prepared Correctly"
"fb01b9d4-f8fd-530c-8904-b37541ea330f","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","61","Ground","W27h-61","Weather Seals As Per Shop Drawing (provide photo reference)"
"8d4a3008-9fed-53ef-8a9b-b1b7911033c8","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","61","Ground","W27h-61","Installed / Fixed As Per Shop Drawings"
"8acdff80-1f92-5a0d-aea6-2574bf5cf0e3","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","61","Ground","W27h-61","Airseals Completed"
"36325e80-1f77-517a-a1b5-87e709efccdd","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","61","Ground","W27h-61","Site Glazing Completed - Viridian Glass"
"48deee5c-02c6-5511-b314-3bc4b3e4d577","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","61","Ground","W27h-61","Trade Clean"
"b1f4fba1-93bb-5bcc-a62f-f16f385ceb6c","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","61","Ground","W27h-61","Wights - Sign Off"
"f108c773-f410-4bac-980a-4716d6701328","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","61","1"
"d63542cc-fc66-4278-a908-38b7102a3d74","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","61","1","W05-61"
"0d841c82-2f74-592b-ba9f-a0cef7d4e410","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","61","1","W05-61","Opening Wrapped & Prepared Correctly"
"d517a851-4f17-53a7-acb5-ac24c6091e85","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","61","1","W05-61","Weather Seals As Per Shop Drawing (provide photo reference)"
"9dedc29f-22d6-5e18-9850-bc3d15fe9a18","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","61","1","W05-61","Installed / Fixed As Per Shop Drawings"
"3e328569-1c0e-5c9f-884b-09f61d9f4236","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","61","1","W05-61","Airseals Completed"
"83a64556-746a-51a7-a994-7ed2868458bf","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","61","1","W05-61","Site Glazing Completed - Viridian Glass"
"43256df9-7c78-5345-a4a9-74193085fd6b","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","61","1","W05-61","Trade Clean"
"a516a8cf-fb55-556a-b3f1-45c059c9d206","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","61","1","W05-61","Wights - Sign Off"
"764312c6-ce56-4a59-a417-3458ed71384d","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","61","1","W07-61"
"d8fc73b0-cce2-56e6-98a3-8eb2e7121762","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","61","1","W07-61","Opening Wrapped & Prepared Correctly"
"e6b506d7-2d9a-5808-aea2-092589c96720","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","61","1","W07-61","Weather Seals As Per Shop Drawing (provide photo reference)"
"b05a4292-3896-5f81-96cf-b33b7583a8ce","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","61","1","W07-61","Installed / Fixed As Per Shop Drawings"
"e2dc82da-9940-5fd2-9987-e55d9612fae2","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","61","1","W07-61","Airseals Completed"
"220432ce-d5cb-520c-a4e4-61d94453403b","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","61","1","W07-61","Site Glazing Completed - Viridian Glass"
"0eaf0b88-724b-526c-b9b1-d9f7d186265c","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","61","1","W07-61","Trade Clean"
"27bcfb1c-b5a4-5623-8112-295f39db9a98","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","61","1","W07-61","Wights - Sign Off"
"0443fb28-8347-4ecf-8a7e-b81453c64ff2","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","61","1","W08-61"
"51cbf605-8d24-5029-a9e5-488b07d4064f","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","61","1","W08-61","Opening Wrapped & Prepared Correctly"
"a6d8f6a1-33a6-54e0-86df-2cecf25732a3","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","61","1","W08-61","Weather Seals As Per Shop Drawing (provide photo reference)"
"56865ba6-b121-5ac3-b79f-24cedb4b09de","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","61","1","W08-61","Installed / Fixed As Per Shop Drawings"
"a17fd6eb-2272-56c1-9341-3dec9d3e8c32","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","61","1","W08-61","Airseals Completed"
"3b66e56c-2d98-581d-ae1f-f131c710f1d7","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","61","1","W08-61","Site Glazing Completed - Viridian Glass"
"8a72fb2b-e610-50cd-8f14-20c7d7cfe071","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","61","1","W08-61","Trade Clean"
"b557400b-90e9-5b47-992b-722631ae05ae","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","61","1","W08-61","Wights - Sign Off"
"19b062e8-2f68-4272-9d1f-38e7ef174ff4","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","61","1","W21-61"
"2db0c1e0-3d3d-5294-a56d-7cd2b8055dcc","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","61","1","W21-61","Opening Wrapped & Prepared Correctly"
"ab110617-ea68-556a-ad69-3f86025557d8","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","61","1","W21-61","Weather Seals As Per Shop Drawing (provide photo reference)"
"5dcd27cf-a0ee-5ebe-82a6-da3a30ff6a4b","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","61","1","W21-61","Installed / Fixed As Per Shop Drawings"
"340b9d73-3609-5ec9-820d-794c52b3eb45","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","61","1","W21-61","Airseals Completed"
"02aa008a-c5dc-553c-b157-510e45147b3a","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","61","1","W21-61","Site Glazing Completed - Viridian Glass"
"18877229-37be-5339-a680-706db61ff7b4","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","61","1","W21-61","Trade Clean"
"ab7a47b2-962a-51c3-ae9e-6f7735c45187","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","61","1","W21-61","Wights - Sign Off"
"1a9b6649-2a19-48e3-b820-8ae7b09a5d21","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","61","2"
"b0890814-2c95-4b3f-b5f3-33bad9e4fef2","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","61","2","W06-61"
"d804b9b8-de65-5b1a-9411-1c2d647017b9","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","61","2","W06-61","Opening Wrapped & Prepared Correctly"
"6bb26e4a-097f-5071-9871-ba5f30b88465","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","61","2","W06-61","Weather Seals As Per Shop Drawing (provide photo reference)"
"6d497d04-0c02-5fc7-a0b0-d6f60223e273","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","61","2","W06-61","Installed / Fixed As Per Shop Drawings"
"cf4390fe-3604-59c1-835a-c78c2604a0c3","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","61","2","W06-61","Airseals Completed"
"f5c5ad2f-68a1-5c6e-b345-ca2ededd1174","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","61","2","W06-61","Site Glazing Completed - Viridian Glass"
"8037cde5-2e6e-5b6d-bf35-5ce581b27c13","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","61","2","W06-61","Trade Clean"
"0b4d616f-4aa7-56a2-8b36-e3f61c958248","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","61","2","W06-61","Wights - Sign Off"
"bd77ee2e-b354-4378-ba76-a7ea2b2eabc0","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","61","2","W09-61-2"
"75ba2f2a-ef4b-53dc-a4b1-db3aed162652","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","61","2","W09-61-2","Opening Wrapped & Prepared Correctly"
"27c4a73c-5053-5568-a441-1b2c03937661","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","61","2","W09-61-2","Weather Seals As Per Shop Drawing (provide photo reference)"
"58cb00b2-8e44-55f8-833a-03aece9c9fde","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","61","2","W09-61-2","Installed / Fixed As Per Shop Drawings"
"34c7a1e1-005b-5e13-a6c3-4bd5e6a2eed2","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","61","2","W09-61-2","Airseals Completed"
"782e4890-cb18-51ed-89b6-1dcc398d2f59","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","61","2","W09-61-2","Site Glazing Completed - Viridian Glass"
"6d0c0bd6-4abb-56fc-a172-09587da2703f","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","61","2","W09-61-2","Trade Clean"
