"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5496bd3b-43c6-477c-8bfc-8f754a3e9c80","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"da83bc21-93d8-5cbe-9b7a-9097e69d2bf1","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"cda5f5a5-7556-5d66-b9b4-bfbcea1b950c","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"244f7ec7-d6c0-5564-a8a0-bbe270a93001","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"3a1bb973-be14-5bcc-8442-b6bd4b53bf26","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"fcb18e33-a69b-563b-a096-ace7bdb7fe20","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"d7bdcd44-4637-532b-8f8b-a5c0e7899973","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"23730f57-f56c-43f9-81cc-eea55eb99441","","folder-normal","not-started","","step","TRUE","FALSE","QA"
"50864cac-96df-4bc1-af95-3958fa58cf06","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Cable Systems"
"9a34591a-f2b1-4092-99d0-70560c67a68a","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Cable Systems","1No RoofSafe Cable System - Line 01"
"6a0f141a-9eeb-4e63-9a54-6c3f4ba939cc","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","1No RoofSafe Cable System - Line 01","Pre-Fit Off Checklist"
"bb7e122d-9255-5585-9e89-cb7fc0595532","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 11","Installed as per PBI drawings supplied and manufacturer's requirements"
"3c4ae74e-0e94-4faf-ad47-92fa39191884","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 12"
"f93c2980-76aa-55f0-8263-9122feae31c8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 12","Required number of photo(s) taken of installed anchor(s)"
"8210ec83-8b15-5c3c-a172-3b13e5eae1be","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 12","Installed as per PBI drawings supplied and manufacturer's requirements"
"51b8646d-97ce-492c-b850-11fbcb181c9a","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 14"
"c8a34014-ac2e-5b1f-af67-982926f59c94","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 14","Required number of photo(s) taken of installed anchor(s)"
"d9f1c44f-5ece-5db4-88a6-42bf0bd7ff83","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 14","Installed as per PBI drawings supplied and manufacturer's requirements"
"868d1f29-5a59-4826-96ea-66cd49b8a008","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 15"
"a267fb35-7c7e-5e0e-95ee-ff5ab5f234e8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 15","Required number of photo(s) taken of installed anchor(s)"
"fa6e4bc4-8c60-53a3-9f34-9e71c14983e6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 15","Installed as per PBI drawings supplied and manufacturer's requirements"
"70e12484-f592-4a8c-ad29-97cfa4f2addd","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 18"
"b0331a75-c77c-5b09-9bc3-3b03b1904a4b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 18","Required number of photo(s) taken of installed anchor(s)"
"ecd789a3-e108-5164-8b03-752757d73dd1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 18","Installed as per PBI drawings supplied and manufacturer's requirements"
"001626e2-3aaf-4b39-a8b8-c608e1d47e52","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 26"
"21e3509d-4685-51d3-9b48-84391ccf3e97","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 26","Required number of photo(s) taken of installed anchor(s)"
"748381ad-b457-512d-8e79-2dc363601265","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 26","Installed as per PBI drawings supplied and manufacturer's requirements"
"bc201e14-5fd0-41cf-bbba-81194110b399","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor  27"
"4333cd2a-f733-5d75-8580-023a858e923b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor  27","Required number of photo(s) taken of installed anchor(s)"
"aea6e51b-4055-5423-92f5-4f9bfb80dd93","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor  27","Installed as per PBI drawings supplied and manufacturer's requirements"
"0a24ac16-4920-48cb-8a08-5ec50c84c962","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 28"
"36825a3e-a685-5ce4-9e3f-d054056900ec","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 28","Required number of photo(s) taken of installed anchor(s)"
"d385e1f6-694b-51ff-8066-6c668b4bb9c5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 28","Installed as per PBI drawings supplied and manufacturer's requirements"
"e0badf64-3fcd-4d10-b636-715aa63d1917","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 30"
"d36a1a24-1752-5bd0-ab36-dd66d0aaea86","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 30","Required number of photo(s) taken of installed anchor(s)"
"04a6be3b-4a69-5377-a2b1-5bf6eb7b9237","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 30","Installed as per PBI drawings supplied and manufacturer's requirements"
"124ca4ed-c391-466e-9d58-55f592fed02d","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 31"
"96b988c7-ccac-5f12-81a9-e2403895aeba","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 31","Required number of photo(s) taken of installed anchor(s)"
"bdb24740-102c-5c00-9978-f60cf83d7431","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","19No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 31","Installed as per PBI drawings supplied and manufacturer's requirements"
"e43671c6-3262-40d6-a0dd-92a92dddfe24","","folder-normal","not-started","","step","TRUE","FALSE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop"
"fbd05868-50e8-4341-a37c-678bbc965673","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Pre-Fit Off Checklist"
"b89739b1-b41f-51af-bbef-dd08f7916c3a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"5372c304-73ff-5029-8a34-1f13b4476cc8","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Pre-Fit Off Checklist","EMAIL PM"
"b362ff76-eb3e-54a8-9083-3ffa0344daa9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"e1ab5f53-54ce-4cbc-beab-a8458703398e","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 01"
"4083750d-4931-5f13-a824-3c726986b9b3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 01","Required number of photo(s) taken of installed anchor(s)"
"abb3b122-8e52-5f16-9d07-a77752228dfc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"7b134df9-457a-4bf6-8fa5-6f0ca660f7b4","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 13"
"56dfe003-9e80-5072-8b57-413e23858ca5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 13","Required number of photo(s) taken of installed anchor(s)"
"d09b2411-e541-5de1-98ee-af702654f1e2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 13","Installed as per PBI drawings supplied and manufacturer's requirements"
"58154b05-bbac-4af2-a126-6ac8735a1a5a","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 16"
"4c9c8c3a-b36e-58c0-9e49-d51663c01c9a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 16","Required number of photo(s) taken of installed anchor(s)"
"b2db3692-3ac9-5663-aaea-326db6c82100","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 16","Installed as per PBI drawings supplied and manufacturer's requirements"
"ef97cd7a-3679-424a-88a0-b4ca093b8371","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 17"
"6544930d-6cbf-55f7-9927-1b9c53c17895","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 17","Required number of photo(s) taken of installed anchor(s)"
"76d70a47-5063-5bbb-bfe2-aec86a50965f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 17","Installed as per PBI drawings supplied and manufacturer's requirements"
"670e7ac3-675f-4bcf-8696-d9e15048cba5","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 22"
"d0722308-c418-59d8-adf5-ef9cf26a6164","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 22","Required number of photo(s) taken of installed anchor(s)"
"5b4992fb-7235-5cb6-914a-4a3e1cce3d40","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 22","Installed as per PBI drawings supplied and manufacturer's requirements"
"0ba6833f-38b9-4ba9-88ea-9e30285996b7","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 29"
"78ea938b-4d63-535e-a303-8a4ddca8d61d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 29","Required number of photo(s) taken of installed anchor(s)"
"3cdcd851-b3f8-5e0a-b427-86820cab0aea","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 02 Fall Arrest Anchors with First Up Strop","Fit Off Checklist - Anchor 29","Installed as per PBI drawings supplied and manufacturer's requirements"
"d3b3d053-7844-4920-b490-7a5402d17dfc","","folder-normal","not-started","","step","TRUE","FALSE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors"
"6ef84c7a-f6b8-43dd-8730-4a8e9d0d778f","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Pre-Fit Off Checklist"
"d24364ce-c1e7-580d-bb68-ad6139114354","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"846201e6-7982-5629-90e0-00f265b586d2","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Pre-Fit Off Checklist","EMAIL PM"
"255612f4-673e-5e2a-85b0-7b4fd27e42aa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"cb6c37de-5571-4026-b11e-fdf677096491","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 19"
"d24b63d6-0c9a-5c0f-9192-723722317de6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 19","Required number of photo(s) taken of installed anchor(s)"
"84cd66c9-8f77-54a0-8ade-9e204095bef3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 19","Installed as per PBI drawings supplied and manufacturer's requirements"
"677d48e5-3fc6-4d7a-84bd-7f1eba196566","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 20"
"c25ebe1b-a8c2-579b-869a-88e3c1a5e5ed","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 20","Required number of photo(s) taken of installed anchor(s)"
"96ae1060-5aa2-571e-822d-0a618d391bc5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 20","Installed as per PBI drawings supplied and manufacturer's requirements"
"242fcb64-b0bf-4903-a00f-71fc91cab48e","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 21"
"a08fd157-dcb1-50f5-8f61-10d8fb00fa21","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 21","Required number of photo(s) taken of installed anchor(s)"
"561e4de3-1738-551e-86ae-59ea29a4f3b6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 21","Installed as per PBI drawings supplied and manufacturer's requirements"
"4183317e-b073-4b30-bef2-3d5880f89a08","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 23"
"c1d0f85e-c35b-5326-8d0f-f6582da48913","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 23","Required number of photo(s) taken of installed anchor(s)"
"d69079af-7d3f-5f94-9c9e-d128f36b4fde","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 23","Installed as per PBI drawings supplied and manufacturer's requirements"
"2aeacb0c-9cea-4ca7-8959-c8df3508548c","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 24"
"5e835415-143a-5b29-843e-060bc13475b9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 24","Required number of photo(s) taken of installed anchor(s)"
"7dae01c1-b8bb-56db-b19e-624042c61332","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 24","Installed as per PBI drawings supplied and manufacturer's requirements"
"0301d322-7fc6-4974-9b30-95887a8c46a9","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 25"
"441d6787-6346-59ea-ae13-fa3f3eaa1609","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 25","Required number of photo(s) taken of installed anchor(s)"
"2bf6dc53-19c0-5377-b7fd-c1dd7475766b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","6No AP Type 03 Fall Arrest Anchors","Fit Off Checklist - Anchor 25","Installed as per PBI drawings supplied and manufacturer's requirements"
"bc99a02b-ff60-429c-84c9-613b39c5f30e","","folder-normal","not-started","","step","TRUE","FALSE","QA","Access Ladder Systems"
"61972559-3ebb-4c92-87da-7e33ccdfd8b1","","folder-normal","not-started","","step","TRUE","FALSE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway"
"9087e4ec-0b85-4199-a816-6ce9dfecf2d8","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Pre-Fit Off Checklist"
"85d85d60-9756-5ce2-bdc7-ff53978258ba","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"f82f09af-0d6f-568c-a904-73932254749a","","holdpoint","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Pre-Fit Off Checklist","EMAIL PM"
"e9bb8bee-bd5a-532c-8b3c-8f12e9edab69","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"c004e2f7-83c0-4cc4-bf01-21112a8b9eb2","","checklist-flat","not-started","Fit Off Checklist - Ladder System","checklist-flat","FALSE","FALSE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Fit Off Checklist - Ladder System - Item 01"
"72fe578b-846b-5088-96a3-3a47f8619bae","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Fit Off Checklist - Ladder System - Item 01","Installed to manufacturer or PBI Installation instructions"
"aba212ab-72ae-5355-a83a-f8eb12a10064","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Fit Off Checklist - Ladder System - Item 01","Installed as per AS1657:2018"
"ce393021-1f42-5ea1-8a1e-2e072afbad60","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Fit Off Checklist - Ladder System - Item 01","All fixings secure"
"54d872d1-52a0-52cc-a86e-2ccf3cb2c7e4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Fit Off Checklist - Ladder System - Item 01","Top step of ladder flush with either walk-off kit or building edge"
"7ec7f6b2-07a4-50c7-8cdd-2c8b05ce76ee","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Fit Off Checklist - Ladder System - Item 01","No unsealed penetrations to the roof"
"ac711c1a-6d3f-596f-83e9-a1013d80cbe4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Fit Off Checklist - Ladder System - Item 01","If caged, cage start between 2m and 2.2m from ground level?"
"66c6268b-1364-52c6-be99-e499aa033bcb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Fit Off Checklist - Ladder System - Item 01","If ladder is above 3.5m, does it contain a cage?"
"c62c007a-194f-52d5-983d-eff14ad97012","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Fit Off Checklist - Ladder System - Item 01","If ladder is above 6m, does it have a mid-way platform?"
"54b24b7a-6a2d-55a0-8729-8472b1810353","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Fit Off Checklist - Ladder System - Item 01","Photo uploaded of clean work area"
"eb144c9a-8efc-599c-9fb3-01ee9422cea5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 01 - Permanent Access Ladder with Mid Platform & Walkway","Fit Off Checklist - Ladder System - Item 01","Video taken"
"036975e8-5366-4503-ba49-cb9aab715800","","folder-normal","not-started","","step","TRUE","FALSE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System"
"fbabcff6-86d2-4533-b0bb-7b1781506499","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Pre-Fit Off Checklist"
"e602822c-7670-5676-ab2e-f97f993c3429","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"00da21bd-fefc-5aee-aaa3-9f5a25d7a374","","holdpoint","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Pre-Fit Off Checklist","EMAIL PM"
"60ac6630-f4c0-5f85-93bd-c262324853b9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"bd621e4a-5cfb-4d8e-bdb4-b8257dd933d8","","checklist-flat","not-started","Fit Off Checklist - Ladder System","checklist-flat","FALSE","FALSE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 02"
"e60d5737-d85f-5f47-acce-5c3f7d350e5e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 02","Installed to manufacturer or PBI Installation instructions"
"245b28f7-89ee-5ed1-be1b-439076248d1c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 02","Installed as per AS1657:2018"
"09970970-5bd8-5958-a6ad-c3c3948056f0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 02","All fixings secure"
"1dba840c-2891-5311-a630-cdb254676ec5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 02","Top step of ladder flush with either walk-off kit or building edge"
"e3c830b0-ece0-50df-bada-e8f5338ee00c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 02","No unsealed penetrations to the roof"
"801372d2-b5bd-5c56-a789-e99d292898c1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 02","If caged, cage start between 2m and 2.2m from ground level?"
"c89c207a-1ced-5fcd-86d6-527ceda503c4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 02","If ladder is above 3.5m, does it contain a cage?"
"53811762-8144-5976-b441-6ac9a2c5a251","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Access Ladder Systems","Item 02 - Permanent Access Ladder System","Fit Off Checklist - Ladder System - Item 02","If ladder is above 6m, does it have a mid-way platform?"
