resource,type,Add Step,Add Post,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
Rough In ITP,checklist,,,,,,819,,
Rough In ITP,checklist,,,,,,820,,
Rough In ITP,checklist,,,,,,821,,
Rough In ITP,checklist,,,,,,822,,
Rough In ITP,checklist,,,,,,823,,
Rough In ITP,checklist,,,,,,824,,
,step,,,,,Level 9,,,
Rough In ITP,checklist,,,,,,Laundry,,
Rough In ITP,checklist,,,,,,Kitchen,,
Rough In ITP,checklist,,,,,,Cleaners Room,,
Rough In ITP,checklist,,,,,,901,,
Rough In ITP,checklist,,,,,,902,,
Rough In ITP,checklist,,,,,,903,,
Rough In ITP,checklist,,,,,,904,,
Rough In ITP,checklist,,,,,,905,,
Rough In ITP,checklist,,,,,,906,,
Rough In ITP,checklist,,,,,,907,,
Rough In ITP,checklist,,,,,,908,,
Rough In ITP,checklist,,,,,,909,,
Rough In ITP,checklist,,,,,,910,,
Rough In ITP,checklist,,,,,,911,,
Rough In ITP,checklist,,,,,,912,,
Rough In ITP,checklist,,,,,,913,,
Rough In ITP,checklist,,,,,,914,,
Rough In ITP,checklist,,,,,,915,,
Rough In ITP,checklist,,,,,,916,,
Rough In ITP,checklist,,,,,,917,,
Rough In ITP,checklist,,,,,,918,,
Rough In ITP,checklist,,,,,,919,,
Rough In ITP,checklist,,,,,,920,,
Rough In ITP,checklist,,,,,,921,,
Rough In ITP,checklist,,,,,,922,,
Rough In ITP,checklist,,,,,,923,,
Rough In ITP,checklist,,,,,,924,,
,step,,,,,Level 10,,,
Rough In ITP,checklist,,,,,,DDA,,
Rough In ITP,checklist,,,,,,Cleaners,,
Rough In ITP,checklist,,,,,,1001,,
Rough In ITP,checklist,,,,,,1002,,
Rough In ITP,checklist,,,,,,1003,,
Rough In ITP,checklist,,,,,,1004,,
Rough In ITP,checklist,,,,,,1005,,
Rough In ITP,checklist,,,,,,1006,,
Rough In ITP,checklist,,,,,,1007,,
Rough In ITP,checklist,,,,,,1008,,
Rough In ITP,checklist,,,,,,1009,,
Rough In ITP,checklist,,,,,,1010,,
Rough In ITP,checklist,,,,,,1011,,
Rough In ITP,checklist,,,,,,1012,,
Rough In ITP,checklist,,,,,,1013,,
Rough In ITP,checklist,,,,,,1014,,
Rough In ITP,checklist,,,,,,1015,,
Rough In ITP,checklist,,,,,,1016,,
Rough In ITP,checklist,,,,,,1017,,
Rough In ITP,checklist,,,,,,1018,,
Rough In ITP,checklist,,,,,,1019,,
Rough In ITP,checklist,,,,,,1020,,
Rough In ITP,checklist,,,,,,1021,,
Rough In ITP,checklist,,,,,,1022,,
Rough In ITP,checklist,,,,,,1023,,
Rough In ITP,checklist,,,,,,1024,,
,step,,,,,Level 11,,,
Rough In ITP,checklist,,,,,,DDA,,
Rough In ITP,checklist,,,,,,Cleaners,,
Rough In ITP,checklist,,,,,,1101,,
Rough In ITP,checklist,,,,,,1102,,
Rough In ITP,checklist,,,,,,1103,,
Rough In ITP,checklist,,,,,,1104,,
Rough In ITP,checklist,,,,,,1105,,
Rough In ITP,checklist,,,,,,1106,,
Rough In ITP,checklist,,,,,,1107,,
Rough In ITP,checklist,,,,,,1108,,
Rough In ITP,checklist,,,,,,1109,,
Rough In ITP,checklist,,,,,,1110,,
Rough In ITP,checklist,,,,,,1111,,
Rough In ITP,checklist,,,,,,1112,,
Rough In ITP,checklist,,,,,,1113,,
Rough In ITP,checklist,,,,,,1114,,
Rough In ITP,checklist,,,,,,1115,,
Rough In ITP,checklist,,,,,,1116,,
Rough In ITP,checklist,,,,,,1117,,
Rough In ITP,checklist,,,,,,1118,,
Rough In ITP,checklist,,,,,,1119,,
Rough In ITP,checklist,,,,,,1120,,
Rough In ITP,checklist,,,,,,1121,,
Rough In ITP,checklist,,,,,,1122,,
Rough In ITP,checklist,,,,,,1123,,
Rough In ITP,checklist,,,,,,1124,,
,step,,,,,Level 12,,,
Rough In ITP,checklist,,,,,,Laundry,,
Rough In ITP,checklist,,,,,,Kitchen,,
Rough In ITP,checklist,,,,,,Cleaners Room,,
Rough In ITP,checklist,,,,,,1201,,
Rough In ITP,checklist,,,,,,1202,,
Rough In ITP,checklist,,,,,,1203,,
Rough In ITP,checklist,,,,,,1204,,
Rough In ITP,checklist,,,,,,1205,,
Rough In ITP,checklist,,,,,,1206,,
Rough In ITP,checklist,,,,,,1207,,
Rough In ITP,checklist,,,,,,1208,,
Rough In ITP,checklist,,,,,,1209,,
Rough In ITP,checklist,,,,,,1210,,
Rough In ITP,checklist,,,,,,1211,,
Rough In ITP,checklist,,,,,,1212,,
Rough In ITP,checklist,,,,,,1213,,
Rough In ITP,checklist,,,,,,1214,,
Rough In ITP,checklist,,,,,,1215,,
Rough In ITP,checklist,,,,,,1216,,
Rough In ITP,checklist,,,,,,1217,,
Rough In ITP,checklist,,,,,,1218,,
Rough In ITP,checklist,,,,,,1219,,
Rough In ITP,checklist,,,,,,1220,,
Rough In ITP,checklist,,,,,,1221,,
Rough In ITP,checklist,,,,,,1222,,
Rough In ITP,checklist,,,,,,1223,,
Rough In ITP,checklist,,,,,,1224,,
,step,,,,,Level 13,,,
Rough In ITP,checklist,,,,,,DDA,,
Rough In ITP,checklist,,,,,,Cleaners,,
Rough In ITP,checklist,,,,,,1301,,
Rough In ITP,checklist,,,,,,1302,,
Rough In ITP,checklist,,,,,,1303,,
Rough In ITP,checklist,,,,,,1304,,
Rough In ITP,checklist,,,,,,1305,,
Rough In ITP,checklist,,,,,,1306,,
Rough In ITP,checklist,,,,,,1307,,
Rough In ITP,checklist,,,,,,1308,,
Rough In ITP,checklist,,,,,,1309,,
Rough In ITP,checklist,,,,,,1310,,
Rough In ITP,checklist,,,,,,1311,,
Rough In ITP,checklist,,,,,,1312,,
Rough In ITP,checklist,,,,,,1313,,
Rough In ITP,checklist,,,,,,1314,,
Rough In ITP,checklist,,,,,,1315,,
Rough In ITP,checklist,,,,,,1316,,
Rough In ITP,checklist,,,,,,1317,,
Rough In ITP,checklist,,,,,,1318,,
Rough In ITP,checklist,,,,,,1319,,
Rough In ITP,checklist,,,,,,1320,,
Rough In ITP,checklist,,,,,,1321,,
Rough In ITP,checklist,,,,,,1322,,
Rough In ITP,checklist,,,,,,1323,,
Rough In ITP,checklist,,,,,,1324,,
,step,,,,,Level 14,,,
Rough In ITP,checklist,,,,,,DDA,,
Rough In ITP,checklist,,,,,,Cleaners,,
Rough In ITP,checklist,,,,,,1401,,
Rough In ITP,checklist,,,,,,1402,,
Rough In ITP,checklist,,,,,,1403,,
Rough In ITP,checklist,,,,,,1404,,
Rough In ITP,checklist,,,,,,1405,,
Rough In ITP,checklist,,,,,,1406,,
Rough In ITP,checklist,,,,,,1407,,
Rough In ITP,checklist,,,,,,1408,,
Rough In ITP,checklist,,,,,,1409,,
Rough In ITP,checklist,,,,,,1410,,
Rough In ITP,checklist,,,,,,1411,,
Rough In ITP,checklist,,,,,,1412,,
Rough In ITP,checklist,,,,,,1413,,
Rough In ITP,checklist,,,,,,1414,,
Rough In ITP,checklist,,,,,,1415,,
Rough In ITP,checklist,,,,,,1416,,
Rough In ITP,checklist,,,,,,1417,,
Rough In ITP,checklist,,,,,,1418,,
Rough In ITP,checklist,,,,,,1419,,
Rough In ITP,checklist,,,,,,1420,,
Rough In ITP,checklist,,,,,,1421,,
Rough In ITP,checklist,,,,,,1422,,
Rough In ITP,checklist,,,,,,1423,,
Rough In ITP,checklist,,,,,,1424,,
,step,,,,,Level 15,,,
Rough In ITP,checklist,,,,,,Laundry,,
Rough In ITP,checklist,,,,,,Kitchen,,
Rough In ITP,checklist,,,,,,Cleaners Room,,
Rough In ITP,checklist,,,,,,1501,,
Rough In ITP,checklist,,,,,,1502,,
Rough In ITP,checklist,,,,,,1503,,
Rough In ITP,checklist,,,,,,1504,,
Rough In ITP,checklist,,,,,,1505,,
Rough In ITP,checklist,,,,,,1506,,
Rough In ITP,checklist,,,,,,1507,,
Rough In ITP,checklist,,,,,,1508,,
Rough In ITP,checklist,,,,,,1509,,
Rough In ITP,checklist,,,,,,1510,,
Rough In ITP,checklist,,,,,,1511,,
Rough In ITP,checklist,,,,,,1512,,
Rough In ITP,checklist,,,,,,1513,,
Rough In ITP,checklist,,,,,,1514,,
Rough In ITP,checklist,,,,,,1515,,
Rough In ITP,checklist,,,,,,1516,,
Rough In ITP,checklist,,,,,,1517,,
Rough In ITP,checklist,,,,,,1518,,
Rough In ITP,checklist,,,,,,1519,,
Rough In ITP,checklist,,,,,,1520,,
Rough In ITP,checklist,,,,,,1521,,
Rough In ITP,checklist,,,,,,1522,,
Rough In ITP,checklist,,,,,,1523,,
Rough In ITP,checklist,,,,,,1524,,
,step,,,,,Level 16,,,
Rough In ITP,checklist,,,,,,DDA,,
Rough In ITP,checklist,,,,,,Cleaners,,
Rough In ITP,checklist,,,,,,1601,,
Rough In ITP,checklist,,,,,,1602,,
Rough In ITP,checklist,,,,,,1603,,
Rough In ITP,checklist,,,,,,1604,,
Rough In ITP,checklist,,,,,,1605,,
Rough In ITP,checklist,,,,,,1606,,
Rough In ITP,checklist,,,,,,1607,,
Rough In ITP,checklist,,,,,,1608,,
Rough In ITP,checklist,,,,,,1609,,
Rough In ITP,checklist,,,,,,1610,,
Rough In ITP,checklist,,,,,,1611,,
Rough In ITP,checklist,,,,,,1612,,
Rough In ITP,checklist,,,,,,1613,,
Rough In ITP,checklist,,,,,,1614,,
Rough In ITP,checklist,,,,,,1615,,
Rough In ITP,checklist,,,,,,1616,,
Rough In ITP,checklist,,,,,,1617,,
Rough In ITP,checklist,,,,,,1618,,
Rough In ITP,checklist,,,,,,1619,,
Rough In ITP,checklist,,,,,,1620,,
Rough In ITP,checklist,,,,,,1621,,
Rough In ITP,checklist,,,,,,1622,,
Rough In ITP,checklist,,,,,,1623,,
Rough In ITP,checklist,,,,,,1624,,
,step,,,,,Level 17,,,
Rough In ITP,checklist,,,,,,DDA,,
Rough In ITP,checklist,,,,,,Cleaners,,
Rough In ITP,checklist,,,,,,1701,,
Rough In ITP,checklist,,,,,,1702,,
Rough In ITP,checklist,,,,,,1703,,
Rough In ITP,checklist,,,,,,1704,,
Rough In ITP,checklist,,,,,,1705,,
Rough In ITP,checklist,,,,,,1706,,
Rough In ITP,checklist,,,,,,1707,,
Rough In ITP,checklist,,,,,,1708,,
Rough In ITP,checklist,,,,,,1709,,
Rough In ITP,checklist,,,,,,1710,,
Rough In ITP,checklist,,,,,,1711,,
Rough In ITP,checklist,,,,,,1712,,
Rough In ITP,checklist,,,,,,1713,,
Rough In ITP,checklist,,,,,,1714,,
Rough In ITP,checklist,,,,,,1715,,
Rough In ITP,checklist,,,,,,1716,,
Rough In ITP,checklist,,,,,,1717,,
Rough In ITP,checklist,,,,,,1718,,
Rough In ITP,checklist,,,,,,1719,,
Rough In ITP,checklist,,,,,,1720,,
Rough In ITP,checklist,,,,,,1721,,
Rough In ITP,checklist,,,,,,1722,,
Rough In ITP,checklist,,,,,,1723,,
Rough In ITP,checklist,,,,,,1724,,
,step,,,,,Level 18,,,
Rough In ITP,checklist,,,,,,Laundry,,
Rough In ITP,checklist,,,,,,Kitchen,,
Rough In ITP,checklist,,,,,,Cleaners Room,,
Rough In ITP,checklist,,,,,,1801,,
Rough In ITP,checklist,,,,,,1802,,
Rough In ITP,checklist,,,,,,1803,,
Rough In ITP,checklist,,,,,,1804,,
Rough In ITP,checklist,,,,,,1805,,
Rough In ITP,checklist,,,,,,1806,,
Rough In ITP,checklist,,,,,,1807,,
Rough In ITP,checklist,,,,,,1808,,
Rough In ITP,checklist,,,,,,1809,,
Rough In ITP,checklist,,,,,,1810,,
Rough In ITP,checklist,,,,,,1811,,
Rough In ITP,checklist,,,,,,1812,,
Rough In ITP,checklist,,,,,,1813,,
Rough In ITP,checklist,,,,,,1814,,
Rough In ITP,checklist,,,,,,1815,,
Rough In ITP,checklist,,,,,,1816,,
Rough In ITP,checklist,,,,,,1817,,
Rough In ITP,checklist,,,,,,1818,,
Rough In ITP,checklist,,,,,,1819,,
Rough In ITP,checklist,,,,,,1820,,
Rough In ITP,checklist,,,,,,1821,,
Rough In ITP,checklist,,,,,,1822,,
Rough In ITP,checklist,,,,,,1823,,
Rough In ITP,checklist,,,,,,1824,,
,step,,,,,Level 19,,,
Rough In ITP,checklist,,,,,,DDA,,
Rough In ITP,checklist,,,,,,Cleaners,,
Rough In ITP,checklist,,,,,,1901,,
Rough In ITP,checklist,,,,,,1902,,
Rough In ITP,checklist,,,,,,1903,,
Rough In ITP,checklist,,,,,,1904,,
Rough In ITP,checklist,,,,,,1905,,
Rough In ITP,checklist,,,,,,1906,,
Rough In ITP,checklist,,,,,,1907,,
Rough In ITP,checklist,,,,,,1908,,
Rough In ITP,checklist,,,,,,1909,,
Rough In ITP,checklist,,,,,,1910,,
Rough In ITP,checklist,,,,,,1911,,
Rough In ITP,checklist,,,,,,1912,,
Rough In ITP,checklist,,,,,,1913,,
Rough In ITP,checklist,,,,,,1914,,
Rough In ITP,checklist,,,,,,1915,,
Rough In ITP,checklist,,,,,,1916,,
Rough In ITP,checklist,,,,,,1917,,
Rough In ITP,checklist,,,,,,1918,,
Rough In ITP,checklist,,,,,,1919,,
Rough In ITP,checklist,,,,,,1920,,
Rough In ITP,checklist,,,,,,1921,,
Rough In ITP,checklist,,,,,,1922,,
Rough In ITP,checklist,,,,,,1923,,
Rough In ITP,checklist,,,,,,1924,,
,step,,,,,Level 20,,,
Rough In ITP,checklist,,,,,,DDA,,
Rough In ITP,checklist,,,,,,Cleaners,,
Rough In ITP,checklist,,,,,,2001,,
Rough In ITP,checklist,,,,,,2002,,
Rough In ITP,checklist,,,,,,2003,,
Rough In ITP,checklist,,,,,,2004,,
Rough In ITP,checklist,,,,,,2005,,
Rough In ITP,checklist,,,,,,2006,,
Rough In ITP,checklist,,,,,,2007,,
Rough In ITP,checklist,,,,,,2008,,
Rough In ITP,checklist,,,,,,2009,,
Rough In ITP,checklist,,,,,,2010,,
Rough In ITP,checklist,,,,,,2011,,
Rough In ITP,checklist,,,,,,2012,,
Rough In ITP,checklist,,,,,,2013,,
Rough In ITP,checklist,,,,,,2014,,
Rough In ITP,checklist,,,,,,2015,,
Rough In ITP,checklist,,,,,,2016,,
Rough In ITP,checklist,,,,,,2017,,
Rough In ITP,checklist,,,,,,2018,,
Rough In ITP,checklist,,,,,,2019,,
Rough In ITP,checklist,,,,,,2020,,
Rough In ITP,checklist,,,,,,2021,,
Rough In ITP,checklist,,,,,,2022,,
Rough In ITP,checklist,,,,,,2023,,
Rough In ITP,checklist,,,,,,2024,,
,step,,,,,Level 21,,,
Rough In ITP,checklist,,,,,,DDA,,
Rough In ITP,checklist,,,,,,Cleaners,,
Rough In ITP,checklist,,,,,,2101,,
Rough In ITP,checklist,,,,,,2102,,
Rough In ITP,checklist,,,,,,2103,,
Rough In ITP,checklist,,,,,,2104,,
Rough In ITP,checklist,,,,,,2105,,
Rough In ITP,checklist,,,,,,2106,,
Rough In ITP,checklist,,,,,,2107,,
Rough In ITP,checklist,,,,,,2108,,
Rough In ITP,checklist,,,,,,2109,,
Rough In ITP,checklist,,,,,,2110,,
Rough In ITP,checklist,,,,,,2111,,
Rough In ITP,checklist,,,,,,2112,,
Rough In ITP,checklist,,,,,,2113,,
Rough In ITP,checklist,,,,,,2114,,
Rough In ITP,checklist,,,,,,2115,,
Rough In ITP,checklist,,,,,,2116,,
Rough In ITP,checklist,,,,,,2117,,
Rough In ITP,checklist,,,,,,2118,,
Rough In ITP,checklist,,,,,,2119,,
Rough In ITP,checklist,,,,,,2120,,
Rough In ITP,checklist,,,,,,2121,,
Rough In ITP,checklist,,,,,,2122,,
Rough In ITP,checklist,,,,,,2123,,
Rough In ITP,checklist,,,,,,2124,,
,step,,,,,Level 22,,,
Rough In ITP,checklist,,,,,,DDA,,
Rough In ITP,checklist,,,,,,Cleaners,,
Rough In ITP,checklist,,,,,,2201,,
Rough In ITP,checklist,,,,,,2202,,
Rough In ITP,checklist,,,,,,2203,,
Rough In ITP,checklist,,,,,,2204,,
Rough In ITP,checklist,,,,,,2205,,
Rough In ITP,checklist,,,,,,2206,,
Rough In ITP,checklist,,,,,,2207,,
Rough In ITP,checklist,,,,,,2208,,
Rough In ITP,checklist,,,,,,2209,,
Rough In ITP,checklist,,,,,,2210,,
Rough In ITP,checklist,,,,,,2211,,
Rough In ITP,checklist,,,,,,2212,,
Rough In ITP,checklist,,,,,,2213,,
Rough In ITP,checklist,,,,,,2214,,
Rough In ITP,checklist,,,,,,2215,,
Rough In ITP,checklist,,,,,,2216,,
Rough In ITP,checklist,,,,,,2217,,
Rough In ITP,checklist,,,,,,2218,,
Rough In ITP,checklist,,,,,,2219,,
Rough In ITP,checklist,,,,,,2220,,
Rough In ITP,checklist,,,,,,2221,,
Rough In ITP,checklist,,,,,,2222,,
Rough In ITP,checklist,,,,,,2223,,
Rough In ITP,checklist,,,,,,2224,,
,step,,,,,Level 23,,,
Rough In ITP,checklist,,,,,,DDA,,
Rough In ITP,checklist,,,,,,Cleaners,,
Rough In ITP,checklist,,,,,,2301,,
Rough In ITP,checklist,,,,,,2302,,
Rough In ITP,checklist,,,,,,2303,,
Rough In ITP,checklist,,,,,,2304,,
Rough In ITP,checklist,,,,,,2305,,
Rough In ITP,checklist,,,,,,2306,,
Rough In ITP,checklist,,,,,,2307,,
Rough In ITP,checklist,,,,,,2308,,
Rough In ITP,checklist,,,,,,2309,,
Rough In ITP,checklist,,,,,,2310,,
Rough In ITP,checklist,,,,,,2311,,
Rough In ITP,checklist,,,,,,2312,,
Rough In ITP,checklist,,,,,,2313,,
Rough In ITP,checklist,,,,,,2314,,
Rough In ITP,checklist,,,,,,2315,,
Rough In ITP,checklist,,,,,,2316,,
Rough In ITP,checklist,,,,,,2317,,
Rough In ITP,checklist,,,,,,2318,,
Rough In ITP,checklist,,,,,,2319,,
Rough In ITP,checklist,,,,,,2320,,
Rough In ITP,checklist,,,,,,2321,,
Rough In ITP,checklist,,,,,,2322,,
Rough In ITP,checklist,,,,,,2323,,
Rough In ITP,checklist,,,,,,2324,,
,step,,,,,Level 24,,,
Rough In ITP,checklist,,,,,,DDA,,
,step,,,,Wall Rough In,,,,
,step,,,,,Basement,,,
Rough In ITP,step,,,,,,DDA,,
Rough In ITP,step,,,,,,Female Toilets,,
Rough In ITP,step,,,,,,Male Toilets,,
,step,,,,,Ground,,,
Rough In ITP,step,,,,,,DDA,,
,step,,,,,Level 1,,,
Rough In ITP,step,,,,,,DDA,,
Rough In ITP,step,,,,,,101,,
Rough In ITP,step,,,,,,102,,
Rough In ITP,step,,,,,,103,,
Rough In ITP,step,,,,,,104,,
Rough In ITP,step,,,,,,105,,
Rough In ITP,step,,,,,,106,,
Rough In ITP,step,,,,,,107,,
Rough In ITP,step,,,,,,108,,
Rough In ITP,step,,,,,,109,,
Rough In ITP,step,,,,,,110,,
Rough In ITP,step,,,,,,111,,
Rough In ITP,step,,,,,,112,,
Rough In ITP,step,,,,,,113,,
Rough In ITP,step,,,,,,114,,
Rough In ITP,step,,,,,,115,,
Rough In ITP,step,,,,,,116,,
Rough In ITP,step,,,,,,117,,
Rough In ITP,step,,,,,,118,,
Rough In ITP,step,,,,,,119,,
Rough In ITP,step,,,,,,120,,
Rough In ITP,step,,,,,,121,,
Rough In ITP,step,,,,,,122,,
Rough In ITP,step,,,,,,123,,
Rough In ITP,step,,,,,,124,,
,step,,,,,Level 2,,,
Rough In ITP,step,,,,,,Laundry,,
Rough In ITP,step,,,,,,Kitchen,,
Rough In ITP,step,,,,,,201,,
Rough In ITP,step,,,,,,202,,
Rough In ITP,step,,,,,,203,,
Rough In ITP,step,,,,,,204,,
Rough In ITP,step,,,,,,205,,
Rough In ITP,step,,,,,,206,,
Rough In ITP,step,,,,,,207,,
Rough In ITP,step,,,,,,208,,
Rough In ITP,step,,,,,,209,,
Rough In ITP,step,,,,,,210,,
Rough In ITP,step,,,,,,211,,
Rough In ITP,step,,,,,,212,,
Rough In ITP,step,,,,,,213,,
Rough In ITP,step,,,,,,214,,
Rough In ITP,step,,,,,,215,,
Rough In ITP,step,,,,,,216,,
Rough In ITP,step,,,,,,217,,
Rough In ITP,step,,,,,,218,,
Rough In ITP,step,,,,,,219,,
Rough In ITP,step,,,,,,220,,
Rough In ITP,step,,,,,,221,,
Rough In ITP,step,,,,,,222,,
Rough In ITP,step,,,,,,223,,
Rough In ITP,step,,,,,,224,,
Rough In ITP,step,,,,,,225,,
Rough In ITP,step,,,,,,226,,
Rough In ITP,step,,,,,,227,,
,step,,,,,Level 3,,,
Rough In ITP,step,,,,,,DDA,,
Rough In ITP,step,,,,,,Kitchen,,
Rough In ITP,step,,,,,,301,,
Rough In ITP,step,,,,,,302,,
Rough In ITP,step,,,,,,303,,
Rough In ITP,step,,,,,,304,,
Rough In ITP,step,,,,,,305,,
Rough In ITP,step,,,,,,306,,
Rough In ITP,step,,,,,,307,,
Rough In ITP,step,,,,,,308,,
Rough In ITP,step,,,,,,309,,
Rough In ITP,step,,,,,,310,,
Rough In ITP,step,,,,,,311,,
Rough In ITP,step,,,,,,312,,
Rough In ITP,step,,,,,,313,,
Rough In ITP,step,,,,,,314,,
Rough In ITP,step,,,,,,315,,
Rough In ITP,step,,,,,,316,,
Rough In ITP,step,,,,,,317,,
Rough In ITP,step,,,,,,318,,
Rough In ITP,step,,,,,,319,,
Rough In ITP,step,,,,,,320,,
Rough In ITP,step,,,,,,321,,
Rough In ITP,step,,,,,,322,,
Rough In ITP,step,,,,,,323,,
Rough In ITP,step,,,,,,324,,
Rough In ITP,step,,,,,,325,,
Rough In ITP,step,,,,,,326,,
Rough In ITP,step,,,,,,327,,
,step,,,,,Level 4,,,
Rough In ITP,step,,,,,,Commercial Kitchen,,
Rough In ITP,step,,,,,,DDA,,
Rough In ITP,step,,,,,,Ambulant Bathroom,,
Rough In ITP,step,,,,,,Servery,,
,step,,,,,Level 5,,,
Rough In ITP,step,,,,,,DDA,,
Rough In ITP,step,,,,,,Kitchen,,
Rough In ITP,step,,,,,,501,,
Rough In ITP,step,,,,,,502,,
Rough In ITP,step,,,,,,503,,
Rough In ITP,step,,,,,,504,,
Rough In ITP,step,,,,,,505,,
Rough In ITP,step,,,,,,506,,
Rough In ITP,step,,,,,,507,,
Rough In ITP,step,,,,,,508,,
Rough In ITP,step,,,,,,509,,
Rough In ITP,step,,,,,,510,,
Rough In ITP,step,,,,,,511,,
Rough In ITP,step,,,,,,512,,
Rough In ITP,step,,,,,,513,,
Rough In ITP,step,,,,,,514,,
Rough In ITP,step,,,,,,515,,
Rough In ITP,step,,,,,,516,,
Rough In ITP,step,,,,,,517,,
Rough In ITP,step,,,,,,518,,
Rough In ITP,step,,,,,,519,,
Rough In ITP,step,,,,,,520,,
Rough In ITP,step,,,,,,521,,
Rough In ITP,step,,,,,,522,,
Rough In ITP,step,,,,,,523,,
Rough In ITP,step,,,,,,524,,
Rough In ITP,step,,,,,,525,,
,step,,,,,Level 6,,,
Rough In ITP,step,,,,,,Laundry,,
Rough In ITP,step,,,,,,Kitchen,,
Rough In ITP,step,,,,,,Cleaners Room,,
Rough In ITP,step,,,,,,601,,
Rough In ITP,step,,,,,,602,,
Rough In ITP,step,,,,,,603,,
Rough In ITP,step,,,,,,604,,
Rough In ITP,step,,,,,,605,,
Rough In ITP,step,,,,,,606,,
Rough In ITP,step,,,,,,607,,
Rough In ITP,step,,,,,,608,,
Rough In ITP,step,,,,,,609,,
Rough In ITP,step,,,,,,610,,
Rough In ITP,step,,,,,,611,,
Rough In ITP,step,,,,,,612,,
Rough In ITP,step,,,,,,613,,
Rough In ITP,step,,,,,,614,,
Rough In ITP,step,,,,,,615,,
Rough In ITP,step,,,,,,616,,
Rough In ITP,step,,,,,,617,,
Rough In ITP,step,,,,,,618,,
Rough In ITP,step,,,,,,619,,
Rough In ITP,step,,,,,,620,,
Rough In ITP,step,,,,,,621,,
Rough In ITP,step,,,,,,622,,
Rough In ITP,step,,,,,,623,,
Rough In ITP,step,,,,,,624,,
,step,,,,,Level 7,,,
Rough In ITP,step,,,,,,DDA,,
Rough In ITP,step,,,,,,Cleaners,,
Rough In ITP,step,,,,,,701,,
Rough In ITP,step,,,,,,702,,
Rough In ITP,step,,,,,,703,,
Rough In ITP,step,,,,,,704,,
Rough In ITP,step,,,,,,705,,
Rough In ITP,step,,,,,,706,,
Rough In ITP,step,,,,,,707,,
Rough In ITP,step,,,,,,708,,
Rough In ITP,step,,,,,,709,,
Rough In ITP,step,,,,,,710,,
Rough In ITP,step,,,,,,711,,
Rough In ITP,step,,,,,,712,,
Rough In ITP,step,,,,,,713,,
Rough In ITP,step,,,,,,714,,
Rough In ITP,step,,,,,,715,,
Rough In ITP,step,,,,,,716,,
Rough In ITP,step,,,,,,717,,
Rough In ITP,step,,,,,,718,,
Rough In ITP,step,,,,,,719,,
Rough In ITP,step,,,,,,720,,
Rough In ITP,step,,,,,,721,,
Rough In ITP,step,,,,,,722,,
Rough In ITP,step,,,,,,723,,
Rough In ITP,step,,,,,,724,,
,step,,,,,Level 8,,,
Rough In ITP,step,,,,,,DDA,,
Rough In ITP,step,,,,,,Cleaners,,
Rough In ITP,step,,,,,,801,,
Rough In ITP,step,,,,,,802,,
Rough In ITP,step,,,,,,803,,
Rough In ITP,step,,,,,,804,,
Rough In ITP,step,,,,,,805,,
Rough In ITP,step,,,,,,806,,
Rough In ITP,step,,,,,,807,,
Rough In ITP,step,,,,,,808,,
Rough In ITP,step,,,,,,809,,
Rough In ITP,step,,,,,,810,,
Rough In ITP,step,,,,,,811,,
Rough In ITP,step,,,,,,812,,
Rough In ITP,step,,,,,,813,,
Rough In ITP,step,,,,,,814,,
Rough In ITP,step,,,,,,815,,
Rough In ITP,step,,,,,,816,,
Rough In ITP,step,,,,,,817,,
Rough In ITP,step,,,,,,818,,
Rough In ITP,step,,,,,,819,,
Rough In ITP,step,,,,,,820,,
Rough In ITP,step,,,,,,821,,
Rough In ITP,step,,,,,,822,,
Rough In ITP,step,,,,,,823,,
Rough In ITP,step,,,,,,824,,
,step,,,,,Level 9,,,
Rough In ITP,step,,,,,,Laundry,,
Rough In ITP,step,,,,,,Kitchen,,
Rough In ITP,step,,,,,,Cleaners Room,,
Rough In ITP,step,,,,,,901,,
Rough In ITP,step,,,,,,902,,
Rough In ITP,step,,,,,,903,,
Rough In ITP,step,,,,,,904,,
Rough In ITP,step,,,,,,905,,
Rough In ITP,step,,,,,,906,,
Rough In ITP,step,,,,,,907,,
Rough In ITP,step,,,,,,908,,
Rough In ITP,step,,,,,,909,,
Rough In ITP,step,,,,,,910,,
Rough In ITP,step,,,,,,911,,
Rough In ITP,step,,,,,,912,,
Rough In ITP,step,,,,,,913,,
Rough In ITP,step,,,,,,914,,
Rough In ITP,step,,,,,,915,,
Rough In ITP,step,,,,,,916,,
Rough In ITP,step,,,,,,917,,
Rough In ITP,step,,,,,,918,,
Rough In ITP,step,,,,,,919,,
Rough In ITP,step,,,,,,920,,
Rough In ITP,step,,,,,,921,,
Rough In ITP,step,,,,,,922,,
Rough In ITP,step,,,,,,923,,
Rough In ITP,step,,,,,,924,,
,step,,,,,Level 10,,,
Rough In ITP,step,,,,,,DDA,,
Rough In ITP,step,,,,,,Cleaners,,
Rough In ITP,step,,,,,,1001,,
Rough In ITP,step,,,,,,1002,,
Rough In ITP,step,,,,,,1003,,
Rough In ITP,step,,,,,,1004,,
Rough In ITP,step,,,,,,1005,,
Rough In ITP,step,,,,,,1006,,
Rough In ITP,step,,,,,,1007,,
Rough In ITP,step,,,,,,1008,,
Rough In ITP,step,,,,,,1009,,
Rough In ITP,step,,,,,,1010,,
Rough In ITP,step,,,,,,1011,,
Rough In ITP,step,,,,,,1012,,
