"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ccc8f6c3-2f23-4f1b-983d-a6e203670de0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building A"
"ed3e743b-c8c8-4b63-827a-f19eccce84b4","","folder-normal","pass","","step","TRUE","FALSE","Building A","Ground floor"
"830c8cd8-2646-47fc-ad7c-6888c3d6f059","","checklist-flat","pass","Photos","checklist-flat","FALSE","FALSE","Building A","Ground floor","Underslab - Waste Water"
"f7aebb82-ca42-40bc-98c2-5e2e1d91337f","","checklist-flat","not-started","Photos","checklist-flat","FALSE","FALSE","Building A","Refuse Room"
"cd71b5fc-c95e-4e99-9860-94f8706e8d66","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building A","Underslung"
"b23a3c4c-7a02-4b5c-af69-eb3117af36f3","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 1"
"8e3f0fa2-da1c-41d5-9434-3eacdb09e9f6","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 1","Unit A101"
"3f210217-6a9e-4e02-bf21-4023950039c8","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 1","Unit A101","Bathroom"
"246d3e43-dfff-429a-9e17-ad43765973a9","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A402","Bathroom","Shower"
"23c0c97a-e1aa-43fc-903b-702ae55b3fbc","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building A","Level 4","Unit A402","Bathroom","FWG"
"05b8b316-f356-4f19-90c6-b1a53030ee72","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A402","Bathroom","Shower Tray"
"8d9e7ea3-1d7b-4195-b11f-3dab8e4a84e1","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A402","Kitchen"
"5cbe984e-dcbd-442e-858e-ffe368f28cb2","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A402","Kitchen","Kitchensink checklist"
"9d9752ff-3502-4023-9a4c-4c7e474d7948","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A402","Laundry"
"c7a5beaf-5c94-4c34-bb2d-b0dfcb53f565","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A402","Laundry","Laundry"
"53f1d6c9-fca0-4f47-ba10-ac63e4474280","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building A","Level 4","Unit A402","Laundry","FWG"
"037eeee0-1b31-4099-8520-e379b01b27bd","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A402","Hot Water Cylinder"
"097b8751-5479-4759-9e56-1bd031ddbe80","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A402","Hot Water Cylinder","HWC"
"6cec4318-6802-4e47-b52c-8b531c948a02","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A402","Underslung"
"3e23dcd3-d05d-41c0-83ce-8c4af7f3f6d9","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A402","Underslung","Underslung Pvc"
"2f00be1d-66c8-49f3-8282-295235340f11","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A402","Acoustic Lagging"
"fce0bbad-461e-4780-8e49-d7a74d92fbc4","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A402","Acoustic Lagging","Acoustic Lagging Checklist"
"0a36e627-842f-4701-ae29-ccb49deb799e","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A403"
"1f6b9eec-e1d2-478d-9f94-9bbbf2825f22","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A403","Bathroom"
"960ec30d-7e91-446e-9b18-06aff7e170e9","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A403","Bathroom","Toilet"
"a9f6864a-37f6-4d60-9a60-beb1738abdca","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A403","Bathroom","Wash Hand Basin"
"48021e4c-40fb-4eba-9d10-2caa23d686d8","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A403","Bathroom","Shower"
"ac47a902-2521-4e58-b470-ab806b0ce118","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building A","Level 4","Unit A403","Bathroom","FWG"
"57c8fc94-0137-4962-9f5b-4a1c0d16ce89","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A403","Bathroom","Shower Tray"
"784092f2-ef97-4e20-aa50-ab27099d01ef","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A403","Kitchen"
"64defdc4-ad36-4181-a38c-86192cf07132","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A403","Kitchen","Kitchensink checklist"
"6e3bf21d-48cc-456c-aae2-ef59aeb0ef89","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A403","Laundry"
"be8a2a12-ab18-4b0c-bd4e-25803b69f13a","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A403","Laundry","Laundry"
"41c26abc-fc4e-456e-95c8-3893b1501474","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building A","Level 4","Unit A403","Laundry","FWG"
"d6037ad6-8c01-476a-9118-287f18432c9a","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A403","Hot Water Cylinder"
"888d0be7-aa85-460e-b2ef-78d83b60a05f","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A403","Hot Water Cylinder","HWC"
"fd4682ec-8c55-4528-a948-43907ed9f987","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A403","Underslung"
"e0501632-6d4f-4a16-ba5b-4b505795b2d7","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A403","Underslung","Underslung Pvc"
"9ef9a805-c91f-4c7c-a3dc-9b882b908d2f","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A403","Acoustic Lagging"
"14abd284-40c3-422c-b613-fd6f97da922a","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A403","Acoustic Lagging","Acoustic Lagging Checklist"
"5ef8d823-c595-40d3-8d1c-386a227dbce5","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A404"
"4141c4f9-53e3-4a03-9bfc-ce09462fc8c3","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A404","Bathroom"
"5a29968a-0b46-4fa0-9e63-a3e16ec7e214","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A404","Bathroom","Toilet"
"2a96298e-7590-44a9-a3dd-49cca6501f39","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A404","Bathroom","Wash Hand Basin"
"fb064abc-8155-48e3-a262-c9640239ac3f","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A404","Bathroom","Shower"
"f5745b14-38dd-4c9b-8ef7-d8a8a2b89b0b","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building A","Level 4","Unit A404","Bathroom","FWG"
"c841462f-59a3-4b55-a7b4-f7ba3b0e3e53","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A404","Bathroom","Shower Tray"
"ce2bf427-f8db-44e8-8040-35402efcc488","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A404","Kitchen"
"1b6c5252-ccdf-43e1-8d7c-35a1dd1c5bb1","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A404","Kitchen","Kitchensink checklist"
"faab4aec-d8f8-4e38-aa08-493b822dbb3e","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A404","Laundry"
"61953795-40af-48b1-b3b9-2ca2bdfd6471","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A404","Laundry","Laundry"
"9b3af421-be6b-4714-a81c-2bd79faef257","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building A","Level 4","Unit A404","Laundry","FWG"
"e73f5b08-11eb-4048-8d75-d4d28ac9a628","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A404","Hot Water Cylinder"
"5351240b-831e-4dba-9d53-9d3e309e29be","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A404","Hot Water Cylinder","HWC"
"ee0cb9a1-b4bc-49b1-8d1d-b2da55866a5e","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A404","Underslung"
"f1f1187f-ac70-4690-a8e0-794afbf9eb56","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A404","Underslung","Underslung Pvc"
"f74c9aef-995f-438a-94b4-73a75dd05037","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A404","Acoustic Lagging"
"8db2d28c-f280-460f-85c7-2f9ae964ecda","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A404","Acoustic Lagging","Acoustic Lagging Checklist"
"2001465e-6827-4393-957a-3156ada7da4b","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Corridor"
"6463d728-3e17-4534-a0e6-0691834fe9dc","","checklist-flat","not-started","Photos","checklist-flat","FALSE","FALSE","Building A","Level 4","Corridor","Photos"
"07525e17-16fa-4b1c-aa52-d3b45302ad66","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A405"
"9127968b-9e6c-4d21-ba3e-0ca7e88791e5","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A405","Bathroom"
"59cb0d7d-621d-4870-a693-461cdb7faab0","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A405","Bathroom","Toilet"
"cddf23df-7c91-4ff7-8b13-904782acc8e0","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A405","Bathroom","Wash Hand Basin"
"1634bc0b-3d9f-414b-a6db-0eb3b397224a","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A405","Bathroom","Shower"
"b6d60e2e-a565-4224-90db-1870c148f0e0","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building A","Level 4","Unit A405","Bathroom","FWG"
"329167c9-2e11-48a5-893e-62d7247ba15d","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A405","Bathroom","Shower Tray"
"cf51a51e-6817-4c6a-a2a2-77efb3148334","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A405","Kitchen"
"9773dfef-2ce0-4331-8d88-8fae1e1173ac","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A405","Kitchen","Kitchensink checklist"
"6a2e2386-8890-4677-81ea-8aacd5445fd6","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A405","Laundry"
"2dd4768f-79a9-4d92-bfa1-d2f859b72d8c","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A405","Laundry","Laundry"
"c7883b93-9883-4cc6-bbed-05abae62e079","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building A","Level 4","Unit A405","Laundry","FWG"
"fc1e1e2c-ec75-43bd-a86e-2db62bb4fb59","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A405","Hot Water Cylinder"
"821d83ba-3817-4ecd-b728-b5ffed2091d8","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A405","Hot Water Cylinder","HWC"
"62be9a97-5c9c-4969-8464-1912d707d37e","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A405","Underslung"
"683a2ce1-9ace-4df6-b723-81af040800e5","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A405","Underslung","Underslung Pvc"
"ced307cf-3410-4961-9303-6eb99b56c3bd","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A405","Acoustic Lagging"
"0f84119f-8947-4d66-998d-83f04932d845","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A405","Acoustic Lagging","Acoustic Lagging Checklist"
"1f1ba8cd-3f9b-4d88-a684-4e6d4249ceb1","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A406"
"1f809f70-4870-4b2b-8a50-28d2f063ee85","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A406","Bathroom"
"7dd85f5d-ffdb-4487-abed-6780f7b306a7","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A406","Bathroom","Toilet"
"6fe2b3e8-39ce-4f96-a7de-585c8b51d3c0","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A406","Bathroom","Wash Hand Basin"
"be845d1f-677e-49b0-b7c6-2917d05fd6f5","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A406","Bathroom","Shower"
"0952336f-0d24-4e07-b1d7-5400c18e80ff","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building A","Level 4","Unit A406","Bathroom","FWG"
"a08864c6-6bab-4e3d-8e2d-9594ce2d9dc0","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A406","Bathroom","Shower Tray"
"97ec5266-d0bd-4e69-8e09-8410a91ae9b4","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A406","Kitchen"
"5d708cc6-1f5c-486a-8c53-36ca4370b90a","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A406","Kitchen","Kitchensink checklist"
"c4db5654-209e-4f28-bcae-95cf06a90b98","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A406","Laundry"
"45fc3787-d3da-461b-a037-011ba09b23ad","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A406","Laundry","Laundry"
"f924f50b-4c1d-4a3c-bd85-34c1f062e65a","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building A","Level 4","Unit A406","Laundry","FWG"
"2f86f039-1f17-4af5-9a97-083ff8eaa0ac","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A406","Hot Water Cylinder"
"47191a28-19d3-4d26-a5f0-34bdbf150f34","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A406","Hot Water Cylinder","HWC"
"76f4884e-3ba2-46d5-a224-0b1bdb761209","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A406","Underslung"
"d697d1e2-4856-457e-9ea3-7fcd27eb126f","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A406","Underslung","Underslung Pvc"
"1171ca5a-6be6-4279-a68f-1611f4e9d792","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A406","Acoustic Lagging"
"347f0624-b8cb-47bb-9805-888bb559e1bb","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A406","Acoustic Lagging","Acoustic Lagging Checklist"
"4274c197-e191-4f79-be29-aef1f8589152","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A407"
"d8d70596-d463-4c7f-a467-11577659527c","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A407","Bathroom"
"8e5aad96-8f0b-40a7-a01a-8d4adf542c38","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A407","Bathroom","Toilet"
"0442c62e-8cc3-40fe-849e-bb85ec8a1d44","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A407","Bathroom","Wash Hand Basin"
"26fad76f-890f-4ef1-978d-dc374b628953","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A407","Bathroom","Shower"
"ba3a04a0-c17d-47ff-b531-c604d21c4491","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building A","Level 4","Unit A407","Bathroom","FWG"
"9391e582-a9ac-4b81-ab40-0e015d7bff86","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A407","Bathroom","Shower Tray"
"6ede56b9-1398-4bb7-80f9-a2dbd62cc310","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A407","Kitchen"
"5099a566-e573-4b0e-b5ba-fbf8fd6923a7","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A407","Kitchen","Kitchensink checklist"
"14fd12f9-1600-4855-8d52-a153a0e0849a","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A407","Laundry"
"c91e6c9b-babc-4cfc-a880-46132026c1eb","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A407","Laundry","Laundry"
"626241b6-76a0-443c-8a01-1041c0192e77","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building A","Level 4","Unit A407","Laundry","FWG"
"4ed35f7c-91db-4a53-815e-9d0bcdbc6af5","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A407","Hot Water Cylinder"
"7d47f986-5b5c-408b-8eaa-50eb7a6be5a3","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A407","Hot Water Cylinder","HWC"
"e4ae1b87-7ba4-469c-95b8-95baef3b141d","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A407","Underslung"
"46031e3c-4d1b-492b-9d36-fecf1224a4cf","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A407","Underslung","Underslung Pvc"
"0fb71d2e-3d91-42c3-9946-60cf69d5f76a","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A407","Acoustic Lagging"
"66a29b80-259b-403c-919d-4ca7a0589496","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A407","Acoustic Lagging","Acoustic Lagging Checklist"
"7a9a883b-592b-4c7d-a994-894963eabcd1","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A408"
"6fac3504-fcdf-4e12-b663-696285035198","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A408","Bathroom"
"6a79dd23-8caa-484d-8a73-1f1d2e42d604","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A408","Bathroom","Toilet"
"9cc54dd3-358b-48ea-8674-b5f194dac57c","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A408","Bathroom","Wash Hand Basin"
"943e0a77-01b2-4003-8437-04293f4e015a","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A408","Bathroom","Shower"
"977ee10f-68dc-441a-9881-73b03be8a4bd","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building A","Level 4","Unit A408","Bathroom","FWG"
"c048015d-f10c-4f1f-b48c-a7350867959d","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A408","Bathroom","Shower Tray"
"120d3720-d5a9-4834-b60d-0576ed9c2433","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A408","Kitchen"
"1ede4254-4a6b-43a4-887a-15c0bd11785d","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A408","Kitchen","Kitchensink checklist"
"b9439767-fe68-49e6-9b6a-c290bc0237fd","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A408","Laundry"
"d6625ad3-1632-4611-87ad-6449daf3e3be","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A408","Laundry","Laundry"
"ac25ae85-dba5-406f-a806-ba7f26764731","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building A","Level 4","Unit A408","Laundry","FWG"
"8e37c8ac-b8fb-499c-839e-0b4e6c7723c6","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A408","Hot Water Cylinder"
"5828148f-e87f-4a59-8004-d69ebf86416d","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A408","Hot Water Cylinder","HWC"
"10625208-cc67-43da-a205-77a2c8066018","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A408","Underslung"
"e16fab1f-f27f-41e7-9b8f-4ca2276a85a9","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A408","Underslung","Underslung Pvc"
"d8a63e96-1e7b-4a4c-a231-867e6e505408","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 4","Unit A408","Acoustic Lagging"
"369c888c-21dc-4aed-b4e7-651756543177","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building A","Level 4","Unit A408","Acoustic Lagging","Acoustic Lagging Checklist"
"a74191a4-6381-434e-8535-32ce85659d07","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building B"
"ad41daa8-733d-4963-b2e1-412d8e6eabf6","","checklist-flat","not-started","Photos","checklist-flat","FALSE","FALSE","Building B","Refuse Room"
"6b847398-b01d-4003-a10a-45f60301c5e6","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Underslung"
"4913032c-0c24-4ca6-8287-c8b9f58a7204","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1"
"ea9f38fe-31f7-4d6e-b6d8-213a3040c0d6","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B101"
"f913ab4f-97af-40c7-8f6d-5f1e752c72a8","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B101","Bathroom"
"25e60b29-7b76-42ef-b095-7b19da1f2df7","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B101","Bathroom","Toilet"
"5ef017f2-7aa6-4757-ba0f-2a378f373ed7","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B101","Bathroom","Wash Hand Basin"
"068ae172-082f-4ce9-a6a1-3aa4440c40c1","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B101","Bathroom","Shower"
"8832cf10-e067-4f50-8cbe-aa16cccdfce2","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B101","Bathroom","FWG"
"13c1e187-30a8-416c-97e2-a02784de0fd4","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B101","Bathroom","Shower Tray"
"48aacc93-16e5-4102-943a-9f3d369a081a","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B101","Kitchen"
"85a5cffe-6cce-4471-a08a-56ba88965abc","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B101","Kitchen","Kitchensink checklist"
"022953db-53f5-4797-9e69-4e3f8d9158b0","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B101","Laundry"
"80b8a708-8575-4c8d-9474-480c377ad438","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B101","Laundry","Laundry"
"d28ccf05-56ba-438a-bf65-07334a949e83","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B101","Laundry","FWG"
"b2b2d1cd-892f-4536-8e2d-a47980c86936","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B101","Hot Water Cylinder"
"7d9ba3f2-c03b-43a2-bb9d-9a47bcecbb0c","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B101","Hot Water Cylinder","HWC"
"8f49390f-a761-4176-ba7d-46300f61253c","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B101","Underslung"
"13391d26-ef3a-4047-abb1-e3686f4b56a7","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B101","Underslung","Underslung Pvc"
"a3c7d451-51e5-4fb8-bc45-d0b9e03287ad","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B101","Acoustic Lagging"
"9730e638-8e0e-4440-945f-bc76678fec64","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B101","Acoustic Lagging","Acoustic Lagging Checklist"
"96c4b9eb-2beb-4a28-85e6-bfe129f64b41","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B102"
"eccd21b9-4f44-4273-b16c-f44e387cc298","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B102","Bathroom"
"067a2917-f46f-4c80-a1f8-270759a9ed72","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B102","Bathroom","Toilet"
"1e3dfcf8-1a5c-40a0-8fa7-0c7e7439d613","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B102","Bathroom","Wash Hand Basin"
"7904f3f4-5925-480d-b187-104e348f1ef5","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B102","Bathroom","Shower"
"ddf0e229-03e4-4002-ba3c-51ff65db1d31","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B102","Bathroom","FWG"
"63c443f0-df55-4ff1-8486-378b7a9a40bc","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B102","Bathroom","Shower Tray"
