"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d365d5fa-61c9-49a3-aeed-96dd907aeda6","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"62d513ab-699e-58a5-b46c-986bfd4cf11c","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"23fd21d0-d76a-4e4e-bba9-17f00b013321","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"02e5b060-d1ca-4108-94d4-971d19ab6063","","checklist-sectioned","pass","d445abf1a31c2db1731abc4e69e7a97b58c2708cdb80c557fdb618a745b730f8","checklist","FALSE","FALSE","Precast Manufacture","WELD PLATE DETAILS"
"1e3207d8-ad52-526d-86bf-fbb722daca3c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","WELD PLATE DETAILS","Weld plate details"
"48d4a2af-edca-5dc1-8d6c-d4a206b7afc6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","WELD PLATE DETAILS","Weld plate details","Edge Detail"
"758d6f45-b19a-5228-a017-7e870ada868f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","WELD PLATE DETAILS","Weld plate details","Bar Projections"
"92bc2813-4043-5a85-abf5-8814f70e7731","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","WELD PLATE DETAILS","Weld plate details","Cast in items"
"e97a792b-39c8-45ea-862d-b15dbae508fc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 30 - 49"
"78caf3c8-4846-49ec-8bd1-53fefd120de6","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 30"
"78ebd773-5ca8-5bbd-801a-30b3750aae06","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 30","Pre-Pour Check"
"bf6ac385-7783-54a7-a9e2-4fbcc2670fb4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 35","Stripping and Stacking","Stripping & Stacking"
"6576480f-a5c5-42e4-8dc0-4f44f55a1f6a","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 36"
"ea6cc2e0-5b6b-570c-be74-71302a8685c6","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Pre-Pour Check"
"d447304c-25e7-5d59-979b-50e2d4ccd3a6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Pre-Pour Check","Dimensions"
"3e3f1168-cac4-5925-9cd7-53e2d7bff3cf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Pre-Pour Check","Mould Clean"
"14ced152-3932-54f5-ad38-6b8488d0c9b1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Pre-Pour Check","Mould Oiled"
"73e4fd1a-0f89-5f76-a0f2-8afeaf2c614f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Pre-Pour Check","Mould - Workmanship"
"3ceba076-6f2c-5932-aab5-bb2aeb7b76e2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Pre-Pour Check","Reinforcing"
"e686fe7f-cfe7-5928-9fc8-0ccd9bc7d3b0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Pre-Pour Check","Cast In Items"
"76fe2ab9-c358-554d-bab5-54cc27f4774c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Pre-Pour Check","Marker Position and No."
"e6e49a2a-35d4-570e-96db-5de423af92bb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Pre-Pour Check","Make mould to Green Status"
"6b38f1cd-11c7-5343-af94-956ad107a008","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Concrete Works"
"320ecaaa-cbbb-57c0-b913-adf55a0eb2a9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Concrete Works","Concrete Works Details"
"f23854a6-783a-5ac6-ac86-fc3827187a4d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Concrete Works","Wilco Sample Taken"
"459f9f1f-7402-5aa4-b838-13b910e183be","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Concrete Works","Bridgeman Sample Taken"
"abd22e45-27f0-592f-b12d-e0a48f0e9860","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Concrete Works","Supervisor Approval"
"8e020990-70e2-53be-b886-4d6dab2c2c3f","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Post Pour Check"
"cdfd8d4a-4546-5658-a7be-e162aaf522b9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Post Pour Check","Edge Detail"
"859907b1-f83c-5edc-8b90-189023e65288","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Post Pour Check","Bar Projections"
"ebb89eda-4837-531b-bf1f-aa9189b6d095","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Post Pour Check","Cast in items"
"bf97d574-2b89-512a-a4df-981fc369edab","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Stripping and Stacking"
"9f9540ea-b0ce-5a37-8f25-90759ddec4b6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 36","Stripping and Stacking","Stripping & Stacking"
"2ecbe036-44bf-4cbe-9468-8ed50c4fa35f","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 37"
"4fbd9464-74dd-520c-985a-9bc00ba7ce67","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Pre-Pour Check"
"9b0f35bf-a26c-58b9-b79d-349a3a283e49","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Pre-Pour Check","Dimensions"
"c60af3c5-7f22-5ae6-958f-7360093e7fab","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Pre-Pour Check","Mould Clean"
"31bbf6a1-bb84-57e0-b809-42b86c8b0db1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Pre-Pour Check","Mould Oiled"
"0106436a-b18e-5b8c-9245-9c746167ac56","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Pre-Pour Check","Mould - Workmanship"
"0eb6a260-3058-5eaa-aa9a-6d54f557e443","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Pre-Pour Check","Reinforcing"
"5a5b0dc0-64f2-5061-88fd-3a393783d11c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Pre-Pour Check","Cast In Items"
"118d0907-f305-577a-ba6d-5b9f9e3aebb7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Pre-Pour Check","Marker Position and No."
"d4dab2c9-9989-55e3-b9ea-612ccb4187a3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Pre-Pour Check","Make mould to Green Status"
"3566f96c-ceae-5453-8a96-8e2101089467","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Concrete Works"
"2b6c5d94-ddd7-5576-8c45-ab5f23e28b90","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Concrete Works","Concrete Works Details"
"024ed622-de8f-55df-ad69-f5887a1b1ea9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Concrete Works","Wilco Sample Taken"
"75ecc491-5e7d-5d22-8782-5ae3eecde457","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Concrete Works","Bridgeman Sample Taken"
"1d4f2441-0fc3-5d31-815c-31529d441b4d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Concrete Works","Supervisor Approval"
"c9193eb2-d1bd-547a-9323-d648d9a49458","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Post Pour Check"
"c3961c18-5ad2-5131-b259-17ccb2da02b9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Post Pour Check","Edge Detail"
"f4d9867f-eaf5-56db-b466-3dcabc38133b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Post Pour Check","Bar Projections"
"bc44023a-230e-5778-9722-c62447f72182","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Post Pour Check","Cast in items"
"72a3203a-dd0c-53d7-8178-536bcb323f5c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Stripping and Stacking"
"0329f58f-9fcf-551d-a97e-940ee9cc7a34","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 37","Stripping and Stacking","Stripping & Stacking"
"a254a17a-f340-4d66-8b74-e415b777a6b5","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 38"
"6c91a669-e5b7-5bee-8154-e62071f73366","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Pre-Pour Check"
"937b64ed-bce5-5f0f-be1c-1cd509f44a62","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Pre-Pour Check","Dimensions"
"371db466-1b57-5bf5-92e2-f8234bb6c1f3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Pre-Pour Check","Mould Clean"
"872b84ed-b85b-5cef-a26c-b48bf66c7b4b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Pre-Pour Check","Mould Oiled"
"f143db2c-a5ec-57f6-9e37-927ab4b264b3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Pre-Pour Check","Mould - Workmanship"
"4875aad1-eff3-5c4b-a034-1b9227b9591f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Pre-Pour Check","Reinforcing"
"ff7ab5a9-aa09-57f7-8e72-6eb11a89dc82","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Pre-Pour Check","Cast In Items"
"6689d440-eb4c-5165-9a34-ee03c33ff075","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Pre-Pour Check","Marker Position and No."
"ec4844f1-385c-56f0-a958-37a59e44764e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Pre-Pour Check","Make mould to Green Status"
"9db27d77-3d12-5228-8da7-f559790d3e2c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Concrete Works"
"1e2159df-de0f-5762-b8a0-219bf9e5b8de","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Concrete Works","Concrete Works Details"
"a82d4414-2b4e-5259-b0e8-0b32c238301e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Concrete Works","Wilco Sample Taken"
"4e5ec661-b9ac-51a4-9fee-3dca0d4f8100","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Concrete Works","Bridgeman Sample Taken"
"ae135604-c95d-568c-a686-075c582ffb27","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Concrete Works","Supervisor Approval"
"ff31a227-8ede-57c6-95c3-9ed4fa7abfaf","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Post Pour Check"
"5e2742c4-453e-5647-820f-c447437a16f4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Post Pour Check","Edge Detail"
"327e23e2-178e-54a3-a3fd-22472baee804","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Post Pour Check","Bar Projections"
"715d3744-e6a8-5ab6-b7dc-dbbc63fa596c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Post Pour Check","Cast in items"
"b4f82c9b-1489-54ea-80ad-d0d619e29b68","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Stripping and Stacking"
"0a8f6dca-10b8-503c-a715-44859d9224cf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 38","Stripping and Stacking","Stripping & Stacking"
"7883ff78-3a7d-470a-b913-286f70e3aec9","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 39"
"8eb9cfe8-cb2b-5fb5-9749-832e4f68d6bb","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Pre-Pour Check"
"fd9e40fb-c621-50d4-bf20-c9ccbd5cbf10","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Pre-Pour Check","Dimensions"
"9e53b1d7-c6b2-5f7e-957b-a5572c238c4e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Pre-Pour Check","Mould Clean"
"76890459-7ca8-5670-a6da-1fed3d163b72","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Pre-Pour Check","Mould Oiled"
"a288cf34-120b-5f5b-930d-1f6fe99e0266","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Pre-Pour Check","Mould - Workmanship"
"00153e89-865d-5050-b788-cfdd14d18384","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Pre-Pour Check","Reinforcing"
"4493991b-2de7-5410-9b57-6e2f2110a9f9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Pre-Pour Check","Cast In Items"
"cdf26704-3331-5139-989d-92d32d00e3cb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Pre-Pour Check","Marker Position and No."
"340b3c87-1068-50b2-a31e-939d1711b0db","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Pre-Pour Check","Make mould to Green Status"
"29a35806-c71a-5bc7-a72f-2e3f6f2445d7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Concrete Works"
"bb645246-7d74-5366-ba5e-cb21fe7a1179","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Concrete Works","Concrete Works Details"
"d5c603ab-e66e-52be-80a6-433a388e693b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Concrete Works","Wilco Sample Taken"
"9eab616f-e420-534f-ba39-6ad2feb1efb4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Concrete Works","Bridgeman Sample Taken"
"b5c4ca85-5910-5ad1-a876-f93d6b1a524f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Concrete Works","Supervisor Approval"
"8cf03700-2657-563c-af7e-a10468f11c8b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Post Pour Check"
"595a16b8-c3da-5239-9680-65e256385ed5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Post Pour Check","Edge Detail"
"35d5c83f-8004-5e1e-9fd0-73d960c0801f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Post Pour Check","Bar Projections"
"0439bf28-71e9-555d-a08e-8516e7a17dcd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Post Pour Check","Cast in items"
"f5ae54fb-284d-5793-8148-a6eb7d81467a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Stripping and Stacking"
"66637b99-6bfc-5fca-a45d-326f2fe8a623","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 39","Stripping and Stacking","Stripping & Stacking"
"96455e86-096f-4fea-b1fa-cb469a47f3d8","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 40"
"6addbd09-e6ef-554a-8d12-e0f8ab72dc04","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Pre-Pour Check"
"0b5f0601-8dc1-53cf-8ac6-e014ea6c6b68","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Pre-Pour Check","Dimensions"
"b03b957b-112d-58b2-9b81-2ac154f30957","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Pre-Pour Check","Mould Clean"
"03974e4c-5593-5140-bdd9-483c29198891","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Pre-Pour Check","Mould Oiled"
"86bb5411-3091-53e0-82d8-84ef3b98f04a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Pre-Pour Check","Mould - Workmanship"
"f4387a89-25c1-5432-8bf1-093587552023","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Pre-Pour Check","Reinforcing"
"6b041b58-8db1-5a3c-afd6-0b7d5d21e187","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Pre-Pour Check","Cast In Items"
"064d4e69-f280-5f67-a094-a2ae8ed4b7b4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Pre-Pour Check","Marker Position and No."
"5ff110a8-ef44-5bdf-8f9b-a810026aba94","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Pre-Pour Check","Make mould to Green Status"
"ace42cd2-01e3-581a-a5f3-7926f0d92bde","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Concrete Works"
"bfea6822-10a5-560b-b410-95baf16c406b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Concrete Works","Concrete Works Details"
"b405bc05-4d57-5e59-84cc-bf7ca5da89b3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Concrete Works","Wilco Sample Taken"
"1dd7578d-cc9a-5bf1-8e0f-7cc9f0b039f4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Concrete Works","Bridgeman Sample Taken"
"3411c246-37e8-5135-bc08-26d2c9733cfa","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Concrete Works","Supervisor Approval"
"4ecd5a74-3bc5-53f2-8d8c-903801942f11","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Post Pour Check"
"c07f56cc-38f7-5202-849a-357a932e410b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Post Pour Check","Edge Detail"
"2362e9e9-f0b8-5e50-82bb-c7844204f995","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Post Pour Check","Bar Projections"
"7c0f2e08-b034-5ca9-94ed-6f1556e2a600","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Post Pour Check","Cast in items"
"30bd4f39-59b7-5d02-b3ee-b801fc6e15d7","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Stripping and Stacking"
"9ab79c66-2a7e-5921-8704-ed15932e290e","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 40","Stripping and Stacking","Stripping & Stacking"
"5aa024a8-2ae1-41b6-86e6-c0314339459a","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 41"
"50498aec-ca62-5897-858e-32754277500e","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Pre-Pour Check"
"0c08dcfd-5e46-58ca-9a11-3310345ecb81","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Pre-Pour Check","Dimensions"
"b85589e5-d348-516d-b96b-fed8133fcdef","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Pre-Pour Check","Mould Clean"
"329e0525-beb9-52a5-881f-ca6945419061","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Pre-Pour Check","Mould Oiled"
"496255eb-82f7-5aa9-944d-2f277916d27f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Pre-Pour Check","Mould - Workmanship"
"fc675591-63c9-5299-8f20-ef664a7ac48f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Pre-Pour Check","Reinforcing"
"34825010-7dc7-5c01-8577-b727c4f3a7bd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Pre-Pour Check","Cast In Items"
"b1152c53-3cb8-5c49-a3ca-d8c17180cdb0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Pre-Pour Check","Marker Position and No."
"3332da9b-363c-5f6e-954a-c8da92fdc718","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Pre-Pour Check","Make mould to Green Status"
"b4618029-9559-5cd3-b22f-7bea34e38165","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Concrete Works"
"6342a893-f8eb-52cd-a104-e60eb5c6d6b9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Concrete Works","Concrete Works Details"
"6be6fb7c-1f75-5060-b0f9-ad0dd4e7c86b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Concrete Works","Wilco Sample Taken"
"86d167ee-4423-54f3-9ce5-21526714f5bd","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Concrete Works","Bridgeman Sample Taken"
"1dd0c4c8-11dc-514e-970e-d3aad4b9d141","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Concrete Works","Supervisor Approval"
"7a9a010e-dc68-55a0-b064-875d9c1d6ab2","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Post Pour Check"
"ba0bf6e6-aae7-5c19-943b-482a5dc28aec","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Post Pour Check","Edge Detail"
"1b2b29a1-8448-508d-b938-d708b71a2c9f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Post Pour Check","Bar Projections"
"aeb3a96b-5ab1-55b5-addb-724440578db0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Post Pour Check","Cast in items"
"f34049a7-4a44-5255-8b84-e3c93a12263e","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Stripping and Stacking"
"61e1a669-b9a5-53a0-9f1e-f77bbbb8a3af","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 41","Stripping and Stacking","Stripping & Stacking"
"6cddf6f6-2426-46c4-9f73-fd38935cddec","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 42"
"afe95b3d-f045-5e52-89f9-047ec17057e0","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Pre-Pour Check"
"bb4f6015-e881-50ba-ba36-69b2623765ae","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Pre-Pour Check","Dimensions"
"6f5c9303-d031-52ad-9232-f2ad0021ca32","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Pre-Pour Check","Mould Clean"
"c119904c-94ef-51cb-8bd8-ee01dd3366f4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Pre-Pour Check","Mould Oiled"
"1dd94079-f0ca-51ac-b48c-ee885f7e58cd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 42","Pre-Pour Check","Mould - Workmanship"
