type,name,values,prefix,postfix,usage count,user addable,template name
section,WSA20-MPX-04000-EL-ITC-31152000 - Construction Tests (Pre-energisation),,,,,,
checkpoint,SCS Commissioning Checklist Section 5 (System Measurements – Inverter),,,,,,
section,WSA20-MPX-04000-EL-ITC-31153000 - Component Tests (Pre-commissioning),,,,,,
checkpoint,SCS Commissioning Checklist Section 5 (System Measurements – AC Measurements),,,,,,
signoff,Checked By (Heyday):,,,,,,
,,,,,,,
checklist-flat,Communications Cabling,,,,,,Testing & Commissioning - Communications Cabling
checkpoint,Cable installed to Manufacturers requirements,,,,,,
checkpoint,Cable Labelled,,,,,,
checkpoint,Cable Terminated,,,,,,
checkpoint,Cable Tested,,,,,,
checkpoint,As-Builts reflects installed Cable Number and Location,,,,,,
signoff,Checked By (Heyday):,,,,,,
,,,,,,,
checklist-flat,Emergency Lighting,,,,,,Testing & Commissioning - Emergency Lighting
checkpoint,Pre-requisite Works,,,,,,
checkpoint,Correct Location & Labelling,,,,,,
checkpoint,Correct Software Mapping,,,,,,
checkpoint,Discharge Autonomy Test,,,,,,
signoff,Checked By (Heyday):,,,,,,
,,,,,,,
checklist-flat,Lighting Control,,,,,,Testing & Commissioning - Lighting Control
checkpoint,Pre-requisite Works,,,,,,
checkpoint,Correct Location & Labelling,,,,,,
checkpoint,Manual Control,,,,,,
checkpoint,Occupancy Sensor or PE Cell Control,,,,,,
signoff,Checked By (Heyday):,,,,,,
,,,,,,,
checklist,PMCS,,,,,,Testing & Commissioning - PMCS
section,WSA20-MPX-04000-EL-ITC-31183000 - Component Tests (Pre-commissioning),,,,,,
checkpoint,Schneider Point to Point Validation ITP - RIOM,,,,,,
checkpoint,Schneider Point to Point Validation ITP - PAC,,,,,,
checkpoint,Schneider Point to Point Validation ITP - EPS,,,,,,
checkpoint,Schneider Point to Point Validation ITP - PFC,,,,,,
checkpoint,Schneider Point to Point Validation ITP - UPS,,,,,,
checkpoint,Schneider Point to Point Validation ITP - EV,,,,,,
checkpoint,Schneider Point to Point Validation ITP - IEM,,,,,,
checkpoint,Schneider Point to Point Validation ITP - eGSE,,,,,,
checkpoint,Schneider Point to Point Validation ITP - GEN,,,,,,
checkpoint,Schneider Point to Point Validation ITP - LCS,,,,,,
checkpoint,Schneider Point to Point Validation ITP - EML,,,,,,
checkpoint,Schneider Point to Point Validation ITP - PV,,,,,,
signoff,Checked By (Heyday):,,,,,,
section,WSA20-MPX-04000-EL-ITC-31184000 - System Acceptance Tests (Commissioning),,,,,,
checkpoint,Schneider WSA LV PMCS Cx ITP - RIOM,,,,,,
checkpoint,Schneider WSA LV PMCS Cx ITP - PAC,,,,,,
checkpoint,Schneider WSA LV PMCS Cx ITP - EPS,,,,,,
checkpoint,Schneider WSA LV PMCS Cx ITP - PFC,,,,,,
checkpoint,Schneider WSA LV PMCS Cx ITP - UPS,,,,,,
checkpoint,Schneider WSA LV PMCS Cx ITP - EV,,,,,,
checkpoint,Schneider WSA LV PMCS Cx ITP - IEM,,,,,,
checkpoint,Schneider WSA LV PMCS Cx ITP - eGSE,,,,,,
checkpoint,Schneider WSA LV PMCS Cx ITP - GEN,,,,,,
checkpoint,Schneider WSA LV PMCS Cx ITP - LCS,,,,,,
checkpoint,Schneider WSA LV PMCS Cx ITP - EML,,,,,,
checkpoint,Schneider WSA LV PMCS Cx ITP - PV,,,,,,
signoff,Checked By (Heyday):,,,,,,
