"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2becbf41-5882-46e9-a06d-f4e9d2857056","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"1470b2d5-797b-48e4-b9fd-3dc95eca1e1b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Slab"
"df533d8c-5d82-4edd-9c94-e9ea977e4602","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Slab","Level 4"
"153c66ca-6f97-4efa-bb00-cb37b37d5738","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Slab","Level 4","East"
"71b2da2d-e3d8-4000-b451-022c55e24d6e","","checklist-flat","not-started","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 4","East","F19A - Pre-Pour ITP"
"5cc254a8-1350-5c8f-9e75-e7aea3b9cb4f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19A - Pre-Pour ITP","Are the Circle Dead Ends used, including anti-burst installed (onion or swage)?"
"e42512dc-e57c-5ef4-897e-a5c84b5c1d18","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19A - Pre-Pour ITP","Are tendons profiled correctly and supporting chairs secured?"
"f8bef2ba-fd86-54eb-81b1-c743a2a3408f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19A - Pre-Pour ITP","All pans to have minimum 50mm clearance off of deck"
"080de135-b108-5f64-9b2e-a2c70d10c337","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19A - Pre-Pour ITP","Are grout hoses installed with anchorages sealed?"
"27fb330b-24f3-5d03-af47-cef856521152","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19A - Pre-Pour ITP","Has the post-tensioning system been inspected and signed off by an Engineer?"
"47bdada3-da16-5661-acc8-3d9cff067cf7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19A - Pre-Pour ITP","AusPT leading hand and Built sign-off attached below"
"88af6357-85d7-4c55-8b3e-4488fe73a07b","","checklist-flat","not-started","F19B - Post-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 6","North","F19B - Post-Pour ITP"
"1f5aef38-4044-52c9-a70b-c2d6c1d1418c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19B - Post-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"7a5cd1c9-7cb9-5916-a30d-c0ad06dac163","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19B - Post-Pour ITP","Are the anchor blocks and wedges installed?"
"9eace065-2316-580c-abcc-77193d894627","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19B - Post-Pour ITP","Has an initial stress (39kN) been carried out as per design requirements?"
"0130d65b-7ac0-582b-80e1-9eb4c982a191","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19B - Post-Pour ITP","Has AusPT received confirmation via Aconex/sighted of the concrete test report prior to commencement of full stress?"
"da14b64c-0e60-58bd-ade1-b75a5faabddd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19B - Post-Pour ITP","Has the concrete test results reached minimum required strength (25mPa) as per Engineer’s requirements? Make a hold point."
"01743978-bd69-55f8-84e5-7201c98cb014","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19B - Post-Pour ITP","Has a full stress (156kN) been carried out as per the design requirements?"
"55f2978c-bfb2-5c8b-a75c-dfb0d351b1d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19B - Post-Pour ITP","Have the extensions been recorded and submitted?"
"78baa518-7b93-559e-8eab-889414683eac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19B - Post-Pour ITP","Have the extensions been approved and received? Make hold point."
"b4ab4272-e8d5-5a42-9a2d-df8b6909cb37","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19B - Post-Pour ITP","Have the tendons been cut & sealed?"
"2c1278e0-8ee9-5394-a088-229dfae7343b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19B - Post-Pour ITP","Confirmation of Structural engineers’ acceptance of stressing record via to grouting"
"814d4546-ec9b-51a3-a8cb-cc503c3ec1f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19B - Post-Pour ITP","Have the tendons been grouted?"
"181b3090-4126-513c-ae1a-ae254daaaba4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19B - Post-Pour ITP","Batch ID and expiration date for grout entered below"
"4bc07d4f-c555-51df-b50e-d0b26b0caff8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 6","North","F19B - Post-Pour ITP","AusPT leading hand and Built sign-off attached below"
"59f81af9-4ea8-44e0-a4be-9dad3a38013d","","checklist-flat","work-in-progress","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 6","North","Post-tensioning Extension #1"
"9856b9bf-b584-580b-9b64-b41fa3143417","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Slab","Level 6","North","Post-tensioning Extension #1","Tendon Extension Report uploaded below"
"5e9758e1-f27f-4e2a-aef5-43c803d1d383","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 6","North","Post-tensioning Extension #2"
"1bbec719-b59c-5ad6-98bc-e28b2d5b0316","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 6","North","Post-tensioning Extension #2","Tendon Extension Report uploaded below"
"fca7220f-be62-4439-9f90-19302e6a5a61","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Slab","Level 7"
"d6b2f0ff-9242-4b30-a654-f7586f0cedcf","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Slab","Level 7","East"
"7fcf856e-be1e-4f08-a389-51e8cb118b2b","","checklist-flat","not-started","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 7","East","F19A - Pre-Pour ITP"
"d18d2b0a-cfe8-5850-8212-8883578c6f68","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19A - Pre-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"950596ad-71a6-56e0-94eb-c84cd7a78255","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19A - Pre-Pour ITP","Are the Anchorages securely fixed and anti-burst installed?"
"8bd26c15-162f-5771-815a-31e26ce2635d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19A - Pre-Pour ITP","Is the duct placed in the correct position and alignment, with joints sealed?"
"c85fede9-92e3-506b-9276-f67859d74a4c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19A - Pre-Pour ITP","Has the tendon been installed with the correct position and alignment, with joints sealed?"
"cda4505b-1e3a-579a-8bd6-9e3ba2dfa52b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19A - Pre-Pour ITP","Strand Information entered below"
"eb5ba582-f5b9-5b74-be96-d34f38da6954","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19A - Pre-Pour ITP","Are the Circle Dead Ends used, including anti-burst installed (onion or swage)?"
"7e933eb9-1db8-5fa8-812e-3043aca9c7ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19A - Pre-Pour ITP","Are tendons profiled correctly and supporting chairs secured?"
"6b536112-b412-5ed8-9d07-8d193840547a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19A - Pre-Pour ITP","All pans to have minimum 50mm clearance off of deck"
"14ff6253-d73c-5f5b-b0ab-d48cfd4e394b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19A - Pre-Pour ITP","Are grout hoses installed with anchorages sealed?"
"eae38e96-336f-51e7-b200-60b8fc8ab916","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19A - Pre-Pour ITP","Has the post-tensioning system been inspected and signed off by an Engineer?"
"2634511d-b06f-5502-bd44-f56cec85cc60","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19A - Pre-Pour ITP","AusPT leading hand and Built sign-off attached below"
"e8951b76-b6af-4875-95a8-b9f84a63ac5c","","checklist-flat","not-started","F19B - Post-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 7","East","F19B - Post-Pour ITP"
"3f76ad02-f5b6-5350-9493-0c447b4563e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19B - Post-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"dcefc770-c865-5dd9-90ec-efdae1b58b33","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19B - Post-Pour ITP","Are the anchor blocks and wedges installed?"
"af85fbcd-b114-51e5-a992-fbeb6c19f3aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19B - Post-Pour ITP","Has an initial stress (39kN) been carried out as per design requirements?"
"7f75eeba-78e4-50b3-a119-09cc2d23d6ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19B - Post-Pour ITP","Has AusPT received confirmation via Aconex/sighted of the concrete test report prior to commencement of full stress?"
"7300fc77-4da7-5e3e-b42c-87c820ed8300","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19B - Post-Pour ITP","Has the concrete test results reached minimum required strength (25mPa) as per Engineer’s requirements? Make a hold point."
"fe79e635-bc8b-5e14-8326-863dae6ab926","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19B - Post-Pour ITP","Has a full stress (156kN) been carried out as per the design requirements?"
"2a88240a-f7f4-5480-9b03-5f215ed5622c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19B - Post-Pour ITP","Have the extensions been recorded and submitted?"
"553cb804-3693-5833-b19a-2f8629a82cd8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19B - Post-Pour ITP","Have the extensions been approved and received? Make hold point."
"4e50c5d7-cb1c-57bc-971c-8389f4fbed3c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19B - Post-Pour ITP","Have the tendons been cut & sealed?"
"7dea052d-438c-57c0-9aa6-52b6012ce54f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19B - Post-Pour ITP","Confirmation of Structural engineers’ acceptance of stressing record via to grouting"
"e133d26f-1ac4-5ea8-866a-4a35fd9511dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19B - Post-Pour ITP","Have the tendons been grouted?"
"b2c3512b-3cf3-581f-a2f6-f43db1622ebe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19B - Post-Pour ITP","Batch ID and expiration date for grout entered below"
"e888bdfa-f152-5682-aa25-5fdee94f247c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","F19B - Post-Pour ITP","AusPT leading hand and Built sign-off attached below"
"9cc0ba78-fac5-4cec-8005-4bbc856edf09","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 7","East","Post-tensioning Extension #1"
"70307284-78a4-5d16-9999-1ef94766ecaa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","Post-tensioning Extension #1","Tendon Extension Report uploaded below"
"0f96beac-bfb4-4941-a895-98dd06164e6b","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 7","East","Post-tensioning Extension #2"
"9193d863-80e5-5bc1-ab5f-5b7cebf907c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","East","Post-tensioning Extension #2","Tendon Extension Report uploaded below"
"156f69c9-a767-472f-acf8-c81eeb66566a","","folder-normal","work-in-progress","","step","FALSE","FALSE","Site QA","Slab","Level 7","South"
"0c47699c-b4cc-4b6a-9434-20696d8e2650","","checklist-flat","pass","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 7","South","F19A - Pre-Pour ITP"
"984239db-c137-59ca-aa3f-ba57af75efe2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19A - Pre-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"ce501592-9a59-5fbe-810f-a4c0c38699c2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19A - Pre-Pour ITP","Are the Anchorages securely fixed and anti-burst installed?"
"9c88ec09-31ad-5b4d-8cb2-d516577b48f3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19A - Pre-Pour ITP","Is the duct placed in the correct position and alignment, with joints sealed?"
"af29604a-dcde-559a-b93d-5c0fd42af3df","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19A - Pre-Pour ITP","Has the tendon been installed with the correct position and alignment, with joints sealed?"
"371440c0-13cb-5a06-b5fd-de9ced2ddc0e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19A - Pre-Pour ITP","Strand Information entered below"
"2f12f03f-2d9b-5ac9-8c06-05a67d679057","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19A - Pre-Pour ITP","Are the Circle Dead Ends used, including anti-burst installed (onion or swage)?"
"b894bdb5-f9fd-503b-b5e2-3f8dd99bb900","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19A - Pre-Pour ITP","Are tendons profiled correctly and supporting chairs secured?"
"ad424ab5-8f1c-5837-a8ea-fe22e2bf98d7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19A - Pre-Pour ITP","All pans to have minimum 50mm clearance off of deck"
"a555a114-7781-5c0a-bb52-e7343348b232","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19A - Pre-Pour ITP","Are grout hoses installed with anchorages sealed?"
"62cd78f6-4ce6-535f-8c2a-9445c0477e13","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19A - Pre-Pour ITP","Has the post-tensioning system been inspected and signed off by an Engineer?"
"f12adf98-e131-50dd-9e3d-bacfa8d6ab58","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19A - Pre-Pour ITP","AusPT leading hand and Built sign-off attached below"
"ea9281e5-e102-4c28-9fae-3e0ec5f4906f","","checklist-flat","not-started","F19B - Post-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 7","South","F19B - Post-Pour ITP"
"1684de4a-3a83-51d2-8275-b10ebdef4a2d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19B - Post-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"b039fc00-cdfe-5e98-b5aa-856482f78346","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19B - Post-Pour ITP","Are the anchor blocks and wedges installed?"
"9fe7bca7-d655-56dd-b5f4-012b678ccd87","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19B - Post-Pour ITP","Has an initial stress (39kN) been carried out as per design requirements?"
"5a9166bd-7715-57c6-a506-c61d9dcd80c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19B - Post-Pour ITP","Has AusPT received confirmation via Aconex/sighted of the concrete test report prior to commencement of full stress?"
"a240f8a0-2266-58b5-a5e9-6bfb369fb103","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19B - Post-Pour ITP","Has the concrete test results reached minimum required strength (25mPa) as per Engineer’s requirements? Make a hold point."
"cf757ca1-6965-5c71-aa2c-fe996653a264","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19B - Post-Pour ITP","Has a full stress (156kN) been carried out as per the design requirements?"
"f8c2beea-0ff3-555b-a65e-8e2a168005aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19B - Post-Pour ITP","Have the extensions been recorded and submitted?"
"e32888cd-2115-53f5-8ccd-b5450c36e9a2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19B - Post-Pour ITP","Have the extensions been approved and received? Make hold point."
"9d1a9674-a522-5989-8b97-c708ba309416","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19B - Post-Pour ITP","Have the tendons been cut & sealed?"
"cb1243a6-46e9-5b67-bdd9-85a559caa079","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19B - Post-Pour ITP","Confirmation of Structural engineers’ acceptance of stressing record via to grouting"
"0e8c7831-89aa-5fdd-b268-4edf386bce75","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19B - Post-Pour ITP","Have the tendons been grouted?"
"dbe9c1a4-f908-5550-81df-cc38a080fed6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19B - Post-Pour ITP","Batch ID and expiration date for grout entered below"
"97c4a72f-9100-51e5-a932-bc860da9f648","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","F19B - Post-Pour ITP","AusPT leading hand and Built sign-off attached below"
"55249fab-0de8-4a99-89da-7c3d00eca39b","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 7","South","Post-tensioning Extension #1"
"11af4695-5fa4-5315-bc17-4f854832e0e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","Post-tensioning Extension #1","Tendon Extension Report uploaded below"
"6ac17e09-2bfb-4a47-aacb-28770cfdfd4f","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 7","South","Post-tensioning Extension #2"
"5df0f2bb-86bf-56db-88c9-2b47f39c96ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","South","Post-tensioning Extension #2","Tendon Extension Report uploaded below"
"7aab2a04-1480-49b8-be50-ad57cd15d6bb","","folder-normal","work-in-progress","","step","FALSE","FALSE","Site QA","Slab","Level 7","West"
"f4483bd3-0c02-4af9-9648-69616d051146","","checklist-flat","work-in-progress","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 7","West","F19A - Pre-Pour ITP"
"2848e54c-bae6-5ba6-9575-7ad86007e05e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19A - Pre-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"e63e4ed2-a55b-5d81-a881-2723e4ba3099","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19A - Pre-Pour ITP","Are the Anchorages securely fixed and anti-burst installed?"
"72879193-55b4-51ac-9b9a-312b8be4ff07","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19A - Pre-Pour ITP","Is the duct placed in the correct position and alignment, with joints sealed?"
"6729532b-abca-5187-be2b-ccfd47f2cab9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19A - Pre-Pour ITP","Has the tendon been installed with the correct position and alignment, with joints sealed?"
"83e647a0-6e88-5f0a-9c6d-e448dff7e747","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19A - Pre-Pour ITP","Strand Information entered below"
"967dfff8-5573-5c84-8848-efeefcbc3600","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19A - Pre-Pour ITP","Are the Circle Dead Ends used, including anti-burst installed (onion or swage)?"
"951dc4e4-04e2-51b2-8a93-48869406a5c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19A - Pre-Pour ITP","Are tendons profiled correctly and supporting chairs secured?"
"731b29c4-9f86-5188-9b52-31e735d936fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19A - Pre-Pour ITP","All pans to have minimum 50mm clearance off of deck"
"0e81704c-0305-5a90-a38c-61e1319c484e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19A - Pre-Pour ITP","Are grout hoses installed with anchorages sealed?"
"211f6da4-091c-57f2-b188-152f8c77171b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19A - Pre-Pour ITP","Has the post-tensioning system been inspected and signed off by an Engineer?"
"1730cc2d-4ef7-5a83-b417-7a27878e075d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19A - Pre-Pour ITP","AusPT leading hand and Built sign-off attached below"
"ddefc439-23ed-455d-ae06-262308e6b3e1","","checklist-flat","not-started","F19B - Post-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 7","West","F19B - Post-Pour ITP"
"573b7de5-c1f6-544b-b92f-0e21b7374694","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19B - Post-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"1c9e42ee-929f-548d-a49d-71ae5a171646","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19B - Post-Pour ITP","Are the anchor blocks and wedges installed?"
"38f71e41-43d2-5c32-a900-6c22b9350690","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19B - Post-Pour ITP","Has an initial stress (39kN) been carried out as per design requirements?"
"6086f7c1-727d-5581-a612-54f974a06e91","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19B - Post-Pour ITP","Has AusPT received confirmation via Aconex/sighted of the concrete test report prior to commencement of full stress?"
"d61aa0c6-e2c1-576e-94a7-51334968b3ef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19B - Post-Pour ITP","Has the concrete test results reached minimum required strength (25mPa) as per Engineer’s requirements? Make a hold point."
"7e6d6c42-540d-5f1c-8e90-47db88de6988","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19B - Post-Pour ITP","Has a full stress (156kN) been carried out as per the design requirements?"
"b2406f5e-41dd-5c27-9591-8ea8c54f3c23","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19B - Post-Pour ITP","Have the extensions been recorded and submitted?"
"48750b46-3e4e-5bf8-8004-42206c7ac28f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19B - Post-Pour ITP","Have the extensions been approved and received? Make hold point."
"f1abed66-0f51-5e74-9116-dfd533581ff3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19B - Post-Pour ITP","Have the tendons been cut & sealed?"
"6e2a2dab-507f-5bee-a9ce-659712611bb7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19B - Post-Pour ITP","Confirmation of Structural engineers’ acceptance of stressing record via to grouting"
"8969382f-039f-52be-bdf7-95ca363d8806","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19B - Post-Pour ITP","Have the tendons been grouted?"
"976e0f15-713b-548c-bd4f-0871bbc25091","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19B - Post-Pour ITP","Batch ID and expiration date for grout entered below"
"68099a56-3d02-567f-8a8f-f0bd9f1a9684","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","F19B - Post-Pour ITP","AusPT leading hand and Built sign-off attached below"
"520fdb8b-2d1f-479d-8c6c-4aa1aa1af8b1","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 7","West","Post-tensioning Extension #1"
"cc3259b8-ddec-53be-8401-1cc0dd269d02","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","Post-tensioning Extension #1","Tendon Extension Report uploaded below"
"d720cd02-76eb-44a5-a87c-187a3a7cf839","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 7","West","Post-tensioning Extension #2"
"861a7f1c-a963-590b-8e97-27b1d60e569c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","West","Post-tensioning Extension #2","Tendon Extension Report uploaded below"
"ba10f9e9-ab24-46c0-ae6c-c5fe0006694f","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Slab","Level 7","North"
"43e9ae37-7cbe-452f-a8fe-3589d3c55013","","checklist-flat","not-started","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 7","North","F19A - Pre-Pour ITP"
"bfe3bd4c-f70a-5f67-991f-00cae9b1ab74","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","North","F19A - Pre-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"1d6b6b0e-c5b5-5873-b711-eb93e0ba703f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","North","F19A - Pre-Pour ITP","Are the Anchorages securely fixed and anti-burst installed?"
"86d3e755-9d07-5323-ad2e-b97352a70a12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","North","F19A - Pre-Pour ITP","Is the duct placed in the correct position and alignment, with joints sealed?"
"4c76583d-95d9-5065-b37d-e22de6513287","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","North","F19A - Pre-Pour ITP","Has the tendon been installed with the correct position and alignment, with joints sealed?"
"481b2234-154c-57a4-89f7-256d578ebe5d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","North","F19A - Pre-Pour ITP","Strand Information entered below"
"81068454-4277-57c4-b9d6-a988607e4cf2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","North","F19A - Pre-Pour ITP","Are the Circle Dead Ends used, including anti-burst installed (onion or swage)?"
"66a30ac1-4ca6-567f-8e0a-175595d2d598","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","North","F19A - Pre-Pour ITP","Are tendons profiled correctly and supporting chairs secured?"
"95191053-dba3-5709-b6fd-8ce074c39fb2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","North","F19A - Pre-Pour ITP","All pans to have minimum 50mm clearance off of deck"
"e0108fe9-a0e9-5c86-9475-58e02adbefb0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 7","North","F19A - Pre-Pour ITP","Are grout hoses installed with anchorages sealed?"
