resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,
Hebel Facade Painting,checklist,,,,,,North Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,East Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,South Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,West Elevation,,,,,,,,,,
Painting,checklist,,,,,,1011,,,,,,,,,,
Painting,checklist,,,,,,1012,,,,,,,,,,
Painting,checklist,,,,,,1013,,,,,,,,,,
Painting,checklist,,,,,,1014,,,,,,,,,,
Painting,checklist,,,,,,1015,,,,,,,,,,
Painting,checklist,,,,,,1016,,,,,,,,,,
Painting,checklist,,,,,,1017,,,,,,,,,,
,step,,,,,Level 11,,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,North Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,East Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,South Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,West Elevation,,,,,,,,,,
Painting,checklist,,,,,,1111,,,,,,,,,,
Painting,checklist,,,,,,1112,,,,,,,,,,
Painting,checklist,,,,,,1113,,,,,,,,,,
Painting,checklist,,,,,,1114,,,,,,,,,,
Painting,checklist,,,,,,1115,,,,,,,,,,
Painting,checklist,,,,,,1116,,,,,,,,,,
Painting,checklist,,,,,,1117,,,,,,,,,,
,step,,,,,Level 12,,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,North Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,East Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,South Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,West Elevation,,,,,,,,,,
Painting,checklist,,,,,,1211,,,,,,,,,,
Painting,checklist,,,,,,1212,,,,,,,,,,
Painting,checklist,,,,,,1213,,,,,,,,,,
Painting,checklist,,,,,,1214,,,,,,,,,,
Painting,checklist,,,,,,1215,,,,,,,,,,
Painting,checklist,,,,,,1216,,,,,,,,,,
Painting,checklist,,,,,,1217,,,,,,,,,,
,step,,,,,Level 13,,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,North Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,East Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,South Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,West Elevation,,,,,,,,,,
Painting,checklist,,,,,,1311,,,,,,,,,,
Painting,checklist,,,,,,1312,,,,,,,,,,
Painting,checklist,,,,,,1313,,,,,,,,,,
Painting,checklist,,,,,,1314,,,,,,,,,,
Painting,checklist,,,,,,1315,,,,,,,,,,
Painting,checklist,,,,,,1316,,,,,,,,,,
Painting,checklist,,,,,,1317,,,,,,,,,,
,step,,,,,Level 14,,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,North Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,East Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,South Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,West Elevation,,,,,,,,,,
,step,,,,Building C,,,,,,,,,,,,
,step,,,,,Ground Floor,,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,North Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,East Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,South Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,West Elevation,,,,,,,,,,
Painting,checklist,,,,,,Lobby,,,,,,,,,,
Painting,checklist,,,,,,G10,,,,,,,,,,
Painting,checklist,,,,,,G11,,,,,,,,,,
Painting,checklist,,,,,,G12,,,,,,,,,,
Painting,checklist,,,,,,G13,,,,,,,,,,
Painting,checklist,,,,,,G14,,,,,,,,,,
,step,,,,,Level 1,,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,North Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,East Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,South Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,West Elevation,,,,,,,,,,
Painting,checklist,,,,,,Corridor,,,,,,,,,,
Painting,checklist,,,,,,117,,,,,,,,,,
Painting,checklist,,,,,,118,,,,,,,,,,
Painting,checklist,,,,,,119,,,,,,,,,,
Painting,checklist,,,,,,120,,,,,,,,,,
Painting,checklist,,,,,,121,,,,,,,,,,
Painting,checklist,,,,,,122,,,,,,,,,,
,step,,,,,Level 2,,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,North Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,East Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,South Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,West Elevation,,,,,,,,,,
Painting,checklist,,,,,,226,,,,,,,,,,
Painting,checklist,,,,,,227,,,,,,,,,,
Painting,checklist,,,,,,228,,,,,,,,,,
Painting,checklist,,,,,,229,,,,,,,,,,
Painting,checklist,,,,,,230,,,,,,,,,,
Painting,checklist,,,,,,231,,,,,,,,,,
,step,,,,,Level 3,,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,North Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,East Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,South Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,West Elevation,,,,,,,,,,
Painting,checklist,,,,,,326,,,,,,,,,,
Painting,checklist,,,,,,327,,,,,,,,,,
Painting,checklist,,,,,,328,,,,,,,,,,
Painting,checklist,,,,,,329,,,,,,,,,,
Painting,checklist,,,,,,330,,,,,,,,,,
Painting,checklist,,,,,,331,,,,,,,,,,
,step,,,,,Level 4,,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,North Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,East Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,South Elevation,,,,,,,,,,
Hebel Facade Painting,checklist,,,,,,West Elevation,,,,,,,,,,
