"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c1f52327-f3e6-4c99-8c3a-40e9734fad46","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"98e23f3c-6e6a-4f06-bacb-39dd5d3b2fbc","","not-started","","folder","TRUE","FALSE","Site QA","Level 1"
"b6e668a5-166c-4124-8595-084dc85b9b2e","","not-started","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511"
"d68a472f-3116-4fc9-ba69-be8e1e2d037f","","not-started","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511","1028 - Sterile Store"
"e84d6b2c-df49-4f5c-a2f4-ca2811c52cbc","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2043 - List Cart"
"6977149b-ccc0-4705-a3b5-442c760f926a","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2043 - List Cart","Preparation"
"e93d625d-8027-472e-a4d7-1008db6ceb88","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2043 - List Cart","Floor Vinyl"
"52de6846-42c6-4fe7-ba85-3a9379e82678","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2043 - List Cart","Wall Covering"
"34fce104-42d4-4bbc-9412-9f49d74e013b","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2041 - OR8"
"6080145f-7f9a-4bb2-af04-316f1012620b","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2041 - OR8","Preparation"
"a6b9d086-fc06-4b91-a8a9-c72dcda00164","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2041 - OR8","Floor Vinyl"
"3db0f54d-3d32-44dc-8d1a-fbf67ae9ebac","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2041 - OR8","Wall Covering"
"b31ea2ca-9741-468d-8566-69eb1658d720","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2044 - Scrub Room"
"00bb4876-f453-420a-baad-fdb7671e3da0","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2044 - Scrub Room","Preparation"
"adfc2ce7-3fd3-407b-9d2a-08f4bb87a006","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2044 - Scrub Room","Floor Vinyl"
"8c6e8d34-39e5-4536-b9c8-48d12964bc29","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2044 - Scrub Room","Wall Covering"
"8ff09f7c-f52e-4afb-a48a-5692ef65bccf","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2045 - Clean up area"
"b3fc87e0-fbc9-445c-a08f-493e790aee6d","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2045 - Clean up area","Preparation"
"15b19371-1d36-4bf6-808b-251591ba76ca","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2045 - Clean up area","Floor Vinyl"
"b789bb32-92db-43b1-8042-cb3a1a3f4831","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2045 - Clean up area","Wall Covering"
"a52283e9-b04a-4a41-9fea-869d94be24b3","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2047 - OR7"
"c74c798f-8071-4659-9c55-29792df27a32","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2047 - OR7","Preparation"
"e32a4280-0e49-42a7-b8f6-8c6a208c21b0","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2047 - OR7","Floor Vinyl"
"87cacbd7-5f32-4eb8-a546-90cc7351da93","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2047 - OR7","Wall Covering"
"d0f503cc-82ad-4a3e-b966-47d3bbed16aa","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2048 - SS Lift Area"
"53232011-43b8-480c-8648-22db0da78c75","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2048 - SS Lift Area","Preparation"
"219eaeb4-a453-4313-8f2c-6110a84c9803","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2048 - SS Lift Area","Floor Vinyl"
"be163f74-7eed-4312-b7f8-23395cbd47c6","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2048 - SS Lift Area","Wall Covering"
"fdfb5b04-3bb4-41d7-a0eb-22b8e2712ae4","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2049 - WC"
"1d166098-1c42-44dc-a43c-95a7928064ee","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2049 - WC","Preparation"
"de1c0530-91ff-4fe5-b65b-4f36352f0145","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2049 - WC","Floor Vinyl"
"770f2d5a-c294-45c9-8823-664fe1b6c611","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2049 - WC","Wall Covering"
"98a3106a-19a9-4bff-bbcd-d094cb590dc7","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2052 - DB"
"07846f12-8d41-468e-ad44-6b91602c0631","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2052 - DB","Preparation"
"d47e87ae-77d7-413a-8423-e4eceeebac61","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2052 - DB","Floor Vinyl"
"505b118f-721a-4037-8cc6-c019e6344212","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2052 - DB","Wall Covering"
"a0fd72b8-dc68-4748-be84-a99c4d8f98ce","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2074 - Cardiac Pump Room"
"c83e26e6-7bbe-4b94-84bd-5c3f24d52210","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2074 - Cardiac Pump Room","Preparation"
"86b0b31d-5a9b-45ef-b637-79f069ba40e5","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2074 - Cardiac Pump Room","Floor Vinyl"
"fcf6f531-fff2-4510-b828-299d1878b3fc","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2074 - Cardiac Pump Room","Wall Covering"
"a553cad0-1980-42a6-8153-2d0dc6cc5bbf","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2070 - Clean up area"
"5a671325-036b-4bcb-b3f3-5071abcef878","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2070 - Clean up area","Preparation"
"f61dfeea-3f27-47c3-bd95-323c9832cdfb","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2070 - Clean up area","Floor Vinyl"
"2331a172-1e8f-4c75-a881-b41d04ce5ca2","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2070 - Clean up area","Wall Covering"
"4b4ae715-171a-4f6e-b6e3-cd2edad009ce","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2072 - Scrub room"
"ac0c1452-3d73-4118-bcb8-e9440bf8d1cb","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2072 - Scrub room","Preparation"
"526c97d1-a956-4958-af06-2799059d5bb5","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2072 - Scrub room","Floor Vinyl"
"270d601d-3e9a-44a8-8a11-635b2884b6d6","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2072 - Scrub room","Wall Covering"
"52d86111-4419-4333-ac3c-240423a499a6","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2071 - OR3"
"8f56995d-173a-4087-a4c2-7d8d430defc8","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2071 - OR3","Preparation"
"8863ebfa-4aad-4322-af67-2320d4c38062","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2071 - OR3","Floor Vinyl"
"30478bcd-3eb2-4678-b399-3ba5f15dfc02","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2071 - OR3","Wall Covering"
"a1ee22b7-e9b9-4985-bad1-d03edacaa019","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2068 - EQ Store"
"a2c3bc73-6bea-4a13-a630-6cb44a3b0e84","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2068 - EQ Store","Preparation"
"4aa37290-e3a5-4889-92c7-364289d12334","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2068 - EQ Store","Floor Vinyl"
"8651a3ef-50f2-43cb-9254-6e6141c68471","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2068 - EQ Store","Wall Covering"
"b4a51e43-c40c-439d-890a-6170dc2389b2","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2067 - Stock room"
"9b543d73-72d9-41d5-b3cf-6be43ee70b42","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2067 - Stock room","Preparation"
"ad308cbb-c398-4c04-8e8d-3290ea18e5e0","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2067 - Stock room","Floor Vinyl"
"191d514e-c659-477a-8e6d-f462f953ff4a","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2067 - Stock room","Wall Covering"
"44f59d75-cf19-4017-af1f-30b4a168fd4a","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2066 - OR2"
"3a4d770f-e095-4cc4-9dfc-a4e3b8753381","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2066 - OR2","Preparation"
"cab38b76-c866-4335-8da2-cea2098904c1","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2066 - OR2","Floor Vinyl"
"d2fc69b5-c961-4a4d-ac14-7d73548097d0","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2066 - OR2","Wall Covering"
"64df5700-bf83-4cb3-be60-37bc962f73d3","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2065 - Clean up Room"
"468e1cc3-afa9-4f40-8a6b-f8755cc3f2e5","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2065 - Clean up Room","Preparation"
"7ccb7a91-a23f-4ff6-a544-a45d1e94358e","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2065 - Clean up Room","Floor Vinyl"
"a042dee3-b535-473f-a3b0-18b52eba821c","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2065 - Clean up Room","Wall Covering"
"7a83c67f-1b6c-4d68-a9f4-1996ddb450ab","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2063 - Scrub Room"
"047c5a65-8228-497e-b073-db3a26472d39","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2063 - Scrub Room","Preparation"
"9af1e614-701d-4c85-a36f-ac75a378f935","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2063 - Scrub Room","Floor Vinyl"
"e7509060-7b91-4bc3-94b8-d4c0388db2a1","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2063 - Scrub Room","Wall Covering"
"e750650f-076f-481e-a941-59665e3ca1a0","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2062 - List Cart Area"
"7ee0bd20-f704-4f3e-a338-ba57f30ef61b","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2062 - List Cart Area","Preparation"
"2a8cb54a-73fd-4e03-8da3-4391a2e64892","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2062 - List Cart Area","Floor Vinyl"
"a915ecfe-954a-426d-8f2d-22bcaea54991","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2062 - List Cart Area","Wall Covering"
"b961a35d-858a-4dca-9e39-8ec005baa173","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2061 - OR 1"
"205f3c43-cb8e-46b9-aa08-ec0fdcfb8b8b","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2061 - OR 1","Preparation"
"2b9bf49e-ac5a-4b60-8fab-488d37d33310","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2061 - OR 1","Floor Vinyl"
"9e05e7bb-66a7-4360-a9f3-8421682850d0","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2061 - OR 1","Wall Covering"
"be3bd048-6c62-4201-88ea-6a2a850aad3d","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2030 - Corridor"
"df337f76-a5d3-45f3-8418-3af39754bbba","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2030 - Corridor","Preparation"
"ab5db1c5-d78e-425b-af6f-37f9701b4a3b","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2030 - Corridor","Floor Vinyl"
"36a13c5a-e20e-402c-abfe-b073ce541272","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2030 - Corridor","Wall Covering"
"5480ecf5-83d0-4dae-b932-fb0815c2f6aa","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 1 - A1521","2060 - X-Ray Store"
"6adabe5b-c071-41a8-b128-e870e5e7b0d1","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2060 - X-Ray Store","Preparation"
"fd9c1b49-ec0e-492e-9d29-5e954558a6ed","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2060 - X-Ray Store","Floor Vinyl"
"4fa922a9-5f63-46f7-b7bb-3aa510eb9975","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 1 - A1521","2060 - X-Ray Store","Wall Covering"
"d940e04a-4f5d-435f-9260-f91cf59df6c5","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522"
"99fa5bc0-3c64-4dfd-a62f-c4c2968af77f","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2100 - Bed Hold"
"4852f304-0af4-42c6-84e0-5f4926154204","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2100 - Bed Hold","Preparation"
"3e8b293d-a515-4f71-a89c-6520d875fb93","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2100 - Bed Hold","Floor Vinyl"
"97bc7ad7-cda3-4ae4-91d9-7a0ca927d799","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2100 - Bed Hold","Wall Covering"
"369a857e-076f-4eee-b738-bfc7884073ab","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2080 - Corridor"
"b4f20053-f4c0-4c31-af12-ac0d4b9f0a2e","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2080 - Corridor","Preparation"
"8ceb86d7-1632-48a2-999f-6d8a33e0ac89","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2080 - Corridor","Floor Vinyl"
"51a587e9-6693-49af-bb75-3ab86c04eee1","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2080 - Corridor","Wall Covering"
"b38db0d7-683e-4cbc-8fcf-b4c6ded54f33","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2099 - Write up area"
"0f2c9c9c-726f-4581-8a45-27e0e8211cf3","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2099 - Write up area","Preparation"
"ca8a5926-b262-488a-8fb5-6a4aed663329","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2099 - Write up area","Floor Vinyl"
"d38a594d-078d-401e-a19d-abc8decb56ad","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2099 - Write up area","Wall Covering"
"ed5e567f-5a62-4245-86a4-b6de49159532","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2040 - Corridor"
"ca67eff7-14e0-4569-905e-f2d7d3c1e739","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2040 - Corridor","Preparation"
"65817842-8e49-4631-8244-4263d327d311","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2040 - Corridor","Floor Vinyl"
"b773e05b-5942-4c58-9c54-d151f637a0d3","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2040 - Corridor","Wall Covering"
"961a6079-fbe7-429a-9d06-cad70e8e7897","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2098 - OR 10"
"ab8c61f4-97ae-440c-85bf-464878f5a6ad","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2098 - OR 10","Preparation"
"bf9407b9-9317-4abd-b28f-d8b61ea580de","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2098 - OR 10","Floor Vinyl"
"ed661a44-5d4e-4bb3-94cd-8a25611156a3","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2098 - OR 10","Wall Covering"
"3c5518bd-5e34-4c37-8632-9e8178155f09","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2097 - List Cart"
"34589fcf-61d0-4993-b7e5-b589aea99f24","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2097 - List Cart","Preparation"
"8082f2a9-c7ee-4468-914e-34b1982351b9","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2097 - List Cart","Floor Vinyl"
"ff3dd0dc-0a5f-4775-b40e-21806d94c50b","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2097 - List Cart","Wall Covering"
"fa573640-5708-4a22-9d8d-97e6dab34dd0","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2096 - Scrub"
"8b2e70b8-b033-40e9-a2db-350f3537a5ae","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2096 - Scrub","Preparation"
"fd4dc2a9-a412-47c3-b3c1-b4bf037f370d","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2096 - Scrub","Floor Vinyl"
"d143d0e5-f287-4ac2-a76e-24dce6af0a83","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2096 - Scrub","Wall Covering"
"6b08bc39-1d0d-411d-bd58-841d03a60194","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2095 - Clean up"
"5c7a9ba0-c917-4126-af6b-f41f7eb2478e","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2095 - Clean up","Preparation"
"7db2068b-b922-4990-97ce-0931746aea18","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2095 - Clean up","Floor Vinyl"
"dd5929d2-0ead-443f-afaf-a4b1695f05a8","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2095 - Clean up","Wall Covering"
"518fee58-010a-453c-ad73-d6e9be3b1f4e","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2093 - OR9"
"38123773-8e17-4464-94e0-2443bbdd6db8","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2093 - OR9","Preparation"
"40e2fdce-6a92-42e5-aa3a-da187f0fd1e4","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2093 - OR9","Floor Vinyl"
"2743709b-dc83-4dfb-a46e-b69ece148c1a","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2093 - OR9","Wall Covering"
"6e210e11-352e-4087-a704-24dc76acc9e8","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2091 - Medication area"
"bfd61ddf-5436-45c3-bb42-0fde4bb11d53","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2091 - Medication area","Preparation"
"851de549-1bda-4811-91db-d5d9a09445e6","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2091 - Medication area","Floor Vinyl"
"7acb5560-67a2-4534-ae40-4fed8b1b718a","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2091 - Medication area","Wall Covering"
"d958ce4b-2b24-4fa8-9eea-a87548147271","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2090 - Disposal area"
"ed0eb646-a2fe-4524-b0fb-d238f7c87c9b","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2090 - Disposal area","Preparation"
"fbf96698-5e91-4f7e-83d8-005bdda55959","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2090 - Disposal area","Floor Vinyl"
"df248cc7-d82f-4713-89ef-64a1e0d81937","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2090 - Disposal area","Wall Covering"
"92e98752-334b-43fb-9467-06c991cdebc5","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2086 - OR 6"
"95a6b603-db29-4ccd-b9f8-ca5ba007b41d","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2086 - OR 6","Preparation"
"19aef2b6-2c02-401e-a8bd-4cdfb079504b","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2086 - OR 6","Floor Vinyl"
"19c3e0be-4657-45ac-971f-7da4d00f1247","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2086 - OR 6","Wall Covering"
"1629fe20-49e8-4295-b78b-1636c26e2ac5","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2087 - Clean up"
"7b7e0fc1-7f99-409b-8a73-3048f3b0dfae","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2087 - Clean up","Preparation"
"06d11628-ee24-4c76-9b88-5a1fc21346cb","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2087 - Clean up","Floor Vinyl"
"e782dce2-2cd7-4670-bd39-a8467f861e0a","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2087 - Clean up","Wall Covering"
"e6adf679-7b5f-4633-80cd-47e3504e1c82","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2085 - Scrub"
"2751632a-c6c9-40a7-a965-2390a0d9d1a0","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2085 - Scrub","Preparation"
"1a601bce-a5a7-44a7-ab52-eb12836f968c","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2085 - Scrub","Floor Vinyl"
"cfdb2b2a-5838-4944-8e87-8430c98865ce","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2085 - Scrub","Wall Covering"
"ecc33522-9ed3-4de3-85eb-81598dd2ba52","","not-started","","folder","TRUE","FALSE","Site QA","Level 2","Zone 2 - A1522","2083 - Set up room"
"ec3dce36-8ace-4844-8774-009b92995fa1","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2083 - Set up room","Preparation"
"9e6b7fc3-323e-4390-8f81-64f63ef379fc","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 2 - A1522","2083 - Set up room","Floor Vinyl"
