"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3ed6052e-8507-4755-91ca-e9fe7a3b391d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 2 - THB 01"
"475912bc-dbb4-4554-a314-3d6862ed0430","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 01","Project Build QA"
"b07dee81-c6d4-46c8-8e7c-13157155593f","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01"
"b6052377-a8e2-49d3-a80a-046ecc727c50","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Timber Framing"
"55d606b9-c0ea-451d-83b0-6fd267003e48","","checklist-flat","pass","QA - Trusses (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Trusses"
"e27016f2-de9e-4a8a-8068-620e5ef8d6bd","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","External Envelope"
"eb600487-95b6-418a-b35b-90e14bfebc11","","checklist-flat","pass","QA - Windows & Sliders (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Windows & Sliders"
"22f2a5b0-7486-4818-8409-53454c8545cb","","checklist-flat","pass","QA -  Skirting and Architrave (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Skirting and Architrave"
"5444a78f-e3f4-4f1f-b809-5db8215f1b68","","checklist-flat","pass","QA - Hardware Installation - First fix preparation (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Hardware Installation - First fix preparation"
"157eeae9-cb48-4e4d-8a4c-b7c93fb4c52d","","checklist-flat","pass","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Internal Doors"
"0d3040ab-3872-41af-8d5e-b80f7d12d947","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Handrails"
"cfc202d0-81e7-4f72-97db-359659f36e38","","checklist-flat","pass","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Bathroom Checks"
"2d2fea26-80c9-4e38-9c74-9e5bfa52af0c","","checklist-flat","pass","QA - Flat Roofs & Gutter (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Flat Roofs & Gutter"
"ab383eec-51b7-4a11-83ed-287479c9502d","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02"
"9a48c980-2f65-419a-b51a-90b0aa239f78","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Timber Framing"
"39c4812f-bdd3-4ceb-8375-f950d5971f72","","checklist-flat","pass","QA - Trusses (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Trusses"
"45777f73-5922-4ef0-a07c-f8573a58df74","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","External Envelope"
"734c9468-e815-41cd-a78c-84511e738b6a","","checklist-flat","pass","QA - Windows & Sliders (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Windows & Sliders"
"0a9936f8-487d-47f6-9196-7e391d4325b1","","checklist-flat","pass","QA -  Skirting and Architrave (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Skirting and Architrave"
"0cc56c94-51fc-474c-83bf-f94c11754bea","","checklist-flat","pass","QA - Hardware Installation - First fix preparation (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Hardware Installation - First fix preparation"
"3538ff47-d345-4988-96e7-6fae4493a2a8","","checklist-flat","pass","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Internal Doors"
"80989fb4-6b5a-40e5-b365-42f9d9b80f58","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Handrails"
"f7cbd958-e9fa-40ed-b599-c27ad42c6272","","checklist-flat","pass","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Bathroom Checks"
"46f81ef9-8f5d-4c64-a3eb-8d628c2011cd","","checklist-flat","pass","QA - Flat Roofs & Gutter (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Flat Roofs & Gutter"
"81bae0f6-4105-4fac-8722-722ba91da547","","checklist-flat","not-started","Compliance Documentation (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Compliance Documentation"
"e2f616d2-4617-416c-8eeb-3a39f3557684","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12"
"10f644b3-a601-46f1-9977-ed217396d183","","checklist-sectioned","pass","9bf1b3c1259c1701f1818e8019030a4ba45d20eaf87e511f2ca9afb9ce13adc1","checklist","FALSE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12","Pre-Commencement Checks"
"f9407ebb-7f08-41aa-9779-e2cead9c9a9a","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12","Project Build QA"
"059aaef0-7bd0-4f40-b6f6-9989c0867717","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12","Project Build QA","THB 02"
"fcd9ac3b-bb94-48a8-b9de-7abd1ae50321","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12","Project Build QA","THB 02","TH 03"
"c741223b-ee95-419d-bd7f-b3203a45957f","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Corridor - Grids 2-3 & B-E"
"5df26bfe-c08d-42dc-a4a2-00a50561e8ba","","checklist-flat","not-applicable","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Corridor - Grids 2-3 & B-E","Internal Doors"
"cb700b3e-31e7-4c59-adf2-1f0292dcada0","","checklist-flat","pass","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Corridor - Grids 2-3 & B-E","Skirting and Architrave"
"b38409c0-681a-486f-9918-5bba006a0850","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Corridor - Grids 2-3 & B-E","Handrails"
"3db634a9-34ed-4207-b592-47d56ffca32d","","folder-normal","not-started","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Lobby 1"
"508fc8af-0a00-4055-b3f4-43d403dab4dc","","checklist-flat","not-started","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Lobby 1","Internal Doors"
"f6473fb4-d11e-4e28-937b-1cc30c49b1f2","","checklist-flat","not-started","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Lobby 1","Hardware Installation"
"91efd201-54b8-4046-b956-441deabf9ecf","","checklist-flat","not-started","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Lobby 1","Fire Door Installation"
"07d52cd8-3697-4ee6-8514-a99f7d19cfd7","","checklist-flat","not-started","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Lobby 1","Skirting and Architrave"
"c255b43d-d985-4a83-b11a-46724707b6a4","","folder-normal","not-started","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Lobby 2"
"ec2cc09c-68ef-4328-b0b0-3da85d2cb6eb","","checklist-flat","not-started","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Lobby 2","Internal Doors"
"0f141122-02b4-4974-9e08-0da8c733acf5","","checklist-flat","not-started","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Lobby 2","Hardware Installation"
"1ef104e2-acb3-46a6-9572-0502905b984c","","checklist-flat","not-started","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Lobby 2","Fire Door Installation"
"0b3ad3ca-ae6f-4c19-a4bd-c478496af1f7","","checklist-flat","not-started","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Lobby 2","Skirting and Architrave"
"18a54900-b407-4cb7-978c-4b8fd3abc128","","folder-normal","not-started","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Services Room"
"71a0ab98-13a3-4952-9ea5-b7e54a63cc9d","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Services Room","Internal Doors"
"b2163690-0285-4b4c-8bf2-9812a066f6c5","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Services Room","Hardware"
"4f287877-6f26-44d0-a552-afd63bcfa4f3","","checklist-flat","not-started","POST - S - Fire door installation","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Services Room","Fire Door Install"
"d1fe1be5-df99-4c8e-8032-a2ab838c9b4f","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","Services Room","Skirting/Architraves & Trims"
"3fef408e-df47-4f96-b8af-208db17440a6","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 01"
"63d73384-ca01-43f7-949c-62e93ebaaeac","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 01","Internal Framing"
"86248ae4-65f9-43c3-8fbc-d151af9bd447","","checklist-flat","pass","QA - Windows, Single & Slider Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 01","Windows, Single & Slider Doors"
"407aead6-88b2-4f1f-bf19-e72ae5373dce","","checklist-flat","pass","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 01","Internal Doors"
"2dd38a6f-1b80-4de9-9058-be143216fc0c","","checklist-flat","pass","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 01","Hardware Installation"
"2c348099-62e6-46b0-a7bc-b4e461d9f174","","checklist-flat","pass","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 01","Fire Door Installation"
"b0b103c8-564b-40ab-96d0-d68c910c4d8a","","checklist-flat","pass","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 01","Skirting and Architrave"
"c07cf06f-4106-4d87-93f6-e5aaea377df4","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 01","Handrails"
"3ffa12c1-3ffc-4015-9930-0394ece4fb39","","checklist-flat","pass","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 01","Bathroom Checks"
"605f6618-6c67-4a2a-a8aa-fea4b34c2f5a","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 02"
"7543a7f1-40ec-4196-8747-e4bfdae5e0d6","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 02","Internal Framing"
"f9475c07-34e7-4fbd-a4a6-880a47cc57cb","","checklist-flat","pass","QA - Windows, Single & Slider Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 02","Windows, Single & Slider Doors"
"a94c978e-56e5-4ffc-88c2-2cfbebe9fe03","","checklist-flat","pass","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 02","Internal Doors"
"5cdda1f8-098c-46f6-abeb-fbd9a2e4f927","","checklist-flat","pass","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 02","Hardware Installation"
"522f335f-538f-48eb-862d-39901890fb1d","","checklist-flat","pass","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 02","Fire Door Installation"
"efde0aab-0824-4742-8eef-cc07c56f87eb","","checklist-flat","pass","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 02","Skirting and Architrave"
"f5d41853-6abd-4b9c-b7af-a520da4241ae","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 02","Handrails"
"79214373-292b-4472-ac1c-ea29c22a89c4","","checklist-flat","pass","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 02","Bathroom Checks"
"51740559-3a28-404c-9279-464a1f4630b9","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 03"
"9fe0a6e8-a323-419c-8c2d-fe16b35d8ba6","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 03","Internal Framing"
"6099c2f1-d0b4-47f3-8fbc-00503cfca6e1","","checklist-flat","pass","QA - Windows, Single & Slider Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 03","Windows, Single & Slider Doors"
"cfbece3e-1c18-4083-bf9a-8705f9498cbd","","checklist-flat","pass","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 03","Internal Doors"
"07549fe5-16c3-41af-909b-50dc73da8131","","checklist-flat","pass","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 03","Hardware Installation"
"9b5ed038-94a7-46ea-a3d9-c24f2e947883","","checklist-flat","pass","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 03","Fire Door Installation"
"9a74ccb0-9610-435c-9258-d2b41411bca5","","checklist-flat","pass","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 03","Skirting and Architrave"
"86b08588-7d7d-40e5-ac25-10b12e2a8b09","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 03","Handrails"
"9ff86c74-a615-41b7-b06a-a8718937ec43","","checklist-flat","pass","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 03","Bathroom Checks"
"716e212a-8739-40db-8d21-45598061eddc","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 04"
"5e876352-78a3-473c-a44f-bb64a89d11ed","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 04","Internal Framing"
"3527baa8-a0e0-4b4d-ae05-75c58e38be1c","","checklist-flat","pass","QA - Windows, Single & Slider Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 04","Windows, Single & Slider Doors"
"cd3998b0-653d-414f-8b82-f458402859b9","","checklist-flat","pass","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 04","Internal Doors"
"3e45ae05-a050-4012-83c3-cad0aca735c3","","checklist-flat","pass","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 04","Hardware Installation"
"7be5a967-8398-41ad-bc31-40bcf5da3bbf","","checklist-flat","pass","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 04","Fire Door Installation"
"6fbdac20-c35e-4ef5-b5f3-de61b6c002e5","","checklist-flat","pass","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 04","Skirting and Architrave"
"3d2ddb3a-34e3-474f-8c2d-a426e852fa3a","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 04","Handrails"
"3a604320-6708-48b9-bdd8-2cf3506a5a5e","","checklist-flat","pass","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 04","Bathroom Checks"
"4df25a88-e624-45a0-8eed-e017587c72b7","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 05"
"6283c53a-d672-465c-afa3-2e60697f44c8","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 05","Internal Framing"
"bde32844-26a4-48f0-99f7-30b287aa6f46","","checklist-flat","pass","QA - Windows, Single & Slider Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 05","Windows, Single & Slider Doors"
"90cdd900-c386-41b3-8bbc-118be8827c7e","","checklist-flat","pass","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 05","Internal Doors"
"933c425c-0dcd-415c-ab9e-574c955277e6","","checklist-flat","pass","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 05","Hardware Installation"
"cf6ef6a7-c34c-4163-922e-5f5b354f5135","","checklist-flat","pass","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 05","Fire Door Installation"
"21938a62-75a1-4d15-ae07-253971a6e8ca","","checklist-flat","pass","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 05","Skirting and Architrave"
"21880603-65a5-41af-af0c-0fcafe1954cc","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 05","Handrails"
"a1b7571f-c920-43ce-b44b-e3f6240a779d","","checklist-flat","pass","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 -Ground Floor - Area A","G 05","Bathroom Checks"
"7e7772bc-c269-47f7-bba9-35cbdfc02f07","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B"
"00908a8b-c4d7-4723-916c-dc48144c0a11","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","Corridor - Grids 2-3 & E-G+"
"c809c35b-6e9f-42bd-858a-61986c94d7f7","","checklist-flat","not-applicable","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","Corridor - Grids 2-3 & E-G+","Internal Doors"
"6a83f28d-4dec-40df-92d1-0c9f303c9097","","checklist-flat","pass","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","Corridor - Grids 2-3 & E-G+","Skirting and Architrave"
"1eaa2505-7f09-4b00-b27c-76f399d09b8c","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","Corridor - Grids 2-3 & E-G+","Handrails"
"e51553e0-48c6-43d8-8d8e-b420ef289066","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 06"
"3c90c6c3-41de-4a7d-9a0c-6036ab314256","","checklist-flat","not-applicable","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 06","Internal Framing"
"1dd48516-209a-41ac-8cd8-96a4007bc486","","checklist-flat","pass","QA - Windows, Single & Slider Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 06","Windows, Single & Slider Doors"
"1bb94884-7080-4b37-ac3f-c9a1c5f7ffa3","","checklist-flat","pass","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 06","Internal Doors"
"b50efa5c-95b8-4fdf-9226-5d1922af99f9","","checklist-flat","pass","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 06","Hardware Installation"
"bafae840-fb57-48ef-a461-0fd47def42bd","","checklist-flat","pass","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 06","Fire Door Installation"
"ad8fd47a-8003-4261-919e-71e1bd6bdecd","","checklist-flat","pass","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 06","Skirting and Architrave"
"df46c5fb-f74c-4e36-9e94-05a1ccf23ff8","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 06","Handrails"
"d15aba1e-ea0d-4e8d-8699-9f48eec73a95","","checklist-flat","pass","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 06","Bathroom Checks"
"9837a5b8-24cb-49d9-85b4-efc7bced4b65","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 07"
"5bc24597-4bfd-45a1-abaa-0cdb3c4c54a8","","checklist-flat","not-applicable","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 07","Internal Framing"
"e9818ffa-8e71-4e5d-830f-9a7aa7f3c6f8","","checklist-flat","pass","QA - Windows, Single & Slider Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 07","Windows, Single & Slider Doors"
"9ecda48c-7e67-4075-b1d6-7fc3b75a24a8","","checklist-flat","pass","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 07","Internal Doors"
"24020cff-172a-4813-9f82-d0b7c53e605c","","checklist-flat","pass","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 07","Hardware Installation"
"04b708c2-7841-4d3a-b641-a57a6b9371e4","","checklist-flat","pass","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 07","Fire Door Installation"
"0a33f1e6-9ab0-448a-b15f-6819664e3a34","","checklist-flat","pass","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 07","Skirting and Architrave"
"6a748bab-3ecd-49cb-8f61-e60a2a9078f3","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 07","Handrails"
"85afab97-14e9-44e4-9eff-edd2141575c8","","checklist-flat","pass","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 07","Bathroom Checks"
"ff5fa6d6-163e-4385-b833-039796b070a1","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 08"
"6ab8292e-f551-4b36-b78a-94d1c7ab2c34","","checklist-flat","not-applicable","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 08","Internal Framing"
"b3873285-6df7-48c1-9e76-a94d141e9b8a","","checklist-flat","pass","QA - Windows, Single & Slider Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 08","Windows, Single & Slider Doors"
"5507f72e-c3d9-40b5-8759-9e598b0c6a6d","","checklist-flat","pass","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 08","Internal Doors"
"e8169d24-b390-44ac-a866-e2b4a178b780","","checklist-flat","pass","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 08","Hardware Installation"
"d2012b58-7ec7-4e8b-8b0a-2172d6c6a5fb","","checklist-flat","pass","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 08","Fire Door Installation"
"5e342653-5d0f-4c2d-b446-a451b73a5037","","checklist-flat","pass","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Ground Floor - Area B","G 08","Skirting and Architrave"
