type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,"• Surface finish - Uniform in appearance, free of dragged areas, cracks, open textured patches, and roller marks.  ",,,,,,,,,,,,,
label,• Kerb & Channel - Flush or not more than 5mm above lip of channel,,,,,,,,,,,,,
label,"• Shape – For intermediate and base course layers, the distance below the straight edge shall not exceed 6 mm and 10 mm, respectively.",,,,,,,,,,,,,
label,"• Alignment -  Where asphalt pavement is not placed against a concrete edging, the edge of asphalt layers shall not be more than 50 mm inside nor more than 100 mm outside.",,,,,,,,,,,,,
label,"• Width - Where asphalt pavement is not placed against a concrete edging, the width of asphalt layers shall not be less than the design or specified width of layer by more than 50 mm or greater than the design or specified width by more than 100 mm.",,,,,,,,,,,,,
button,• Have the above requirements been met and surface is acceptable?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Site photos,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-004 - Underscreed Concrete Pavement (Rev A),,,,,,SYM-ITP-004 - Underscreed Concrete Pavement (Rev A),,,,,,,
section,1.0 Preliminaries,,,,,,,,,,,,,
checkpoint,1.1 - Concrete mix design approval,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR703.01,,,,,,,,,,,,,
label,• VR703.05,,,,,,,,,,,,,
label,• AS 1379,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Concrete mix design approved by the Superintendent and a registered mix and Material properties meet project specifications,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.2 - Concrete Grade,,,,,,,,,,,,,
label,Ref docs: Project Specs,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
textbox,• Concrete Strength,,,MPA,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.3 - Conformity with Drawings,,,,,,,,,,,,,
label,Ref docs: VR Clause 701.10,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Are the drawings, complete & current?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach Recent IFC Drawings,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.4 - Setting Out,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR703.17,,,,,,,,,,,,,
label,• VR703.15,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is the work area clearly pegged out for line and level?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.5 - Bedding Preparation,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR703.20/703.21,,,,,,,,,,,,,
label,• VR204.13,,,,,,,,,,,,,
label,• VR304.08,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Is edging constructed over Pavement layer?,,,,,,,,,,,,,
button,"• Where edgings are constructed over pavement layers, bedding shall be provided between the pavement layer and the underside of the edging, or the edging thickened to match the pavement layer.","Yes,No,N/A",,,,,,,,,,,,
button,• Is bedding for footpaths and surfaces compacted to 100mm thickness unless noted otherwise.,"Yes,No,N/A",,,,,,,,,,,,
button,"• Is bedding for SUPs, bedding compacted to 150mm thick unless noted otherwise.","Yes,No,N/A",,,,,,,,,,,,
button,• Bedding shall be moist but shall have no free water on the surface before concrete is placed,"Yes,No,N/A",,,,,,,,,,,,
button,"• Is bedding material used for cast in place concrete paving works compacted size 20 mm Class 3 or Class 4 crushed rock or Class 3 or Class 4 crushed concrete, manufactured and supplied in accordance with Sections 812 or 820 respectively.","Yes,No,N/A",,,,,,,,,,,,
button,"• Is bedding material for shared use paths compacted size 20 mm Class 3 crushed rock or Class 3 crushed concrete in accordance with Section 812 or 820 respectively, and Section 304.","Yes,No,N/A",,,,,,,,,,,,
button,• Are pavement lots tested for compliance with the specified compaction scale for moisture content no less than 85%,"Yes,No,N/A",,,,,,,,,,,,
button,• Is fill material used below bedding tested to Table 204.131 Compaction Requirements,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,1.5 - Provision for Permanent Signs,,,,,,,,,,,,,
label,Ref docs: VR703,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have sign post sockets been supplied & placed for erection of permanent signs in the areas to be paved as per VR703.22.,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,1.6 - Relevant Permits Required,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Relevant permits have been signed and approved.,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
checkpoint,1.7 - Excavation,,,,,,,,,,,,,
label,Ref docs: IFC Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
textbox,• Excavation to a total depth of,,,mm,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
checkpoint,1.8 - Sub-Base Course,,,,,,,,,,,,,
label,Ref docs: IFC Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
textbox,• mm layer of __mm,,,,,,,,,,,,,
textbox,• Class __ crushed rock or crushed concrete placed?,,,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
section,2.0  Under screed/Concrete Pavement,,,,,,,,,,,,,
checkpoint,2.1 - Formwork,,,,,,,,,,,,,
label,Ref docs: VR703.12,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Formwork has been installed correctly and sufficiently braced.,"Yes,No,N/A",,,,,,,,,,,,
button,• Formwork set out has been done as per latest design drawings and specifications,"Yes,No,N/A",,,,,,,,,,,,
button,• Were Construction joints/Expansion Joints/Isolation Joints /or any type of joint as specified in the drawings Installed,"Yes,No,N/A",,,,,,,,,,,,
button,• Installations of Cast-Ins/ HD bolts/ Chemical Anchors/Block out Verified/Sockets,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,2.2 - Steel Reinforcement,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR703.13,,,,,,,,,,,,,
label,• AS/NZS 4671,,,,,,,,,,,,,
label,• AS/ZNS 4680,,,,,,,,,,,,,
label,• AS3600,,,,,,,,,,,,,
label,• VR703.16,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Mesh installed with 40mm top and sides cover and 50 mm Bottom Cover ,"Yes,No,N/A",,,,,,,,,,,,
button,• Tolerance - As per specifications and Australian Standard,"Yes,No,N/A",,,,,,,,,,,,
button,"• Steel is free of excess corrosion, loose millings, oil or other contaminants","Yes,No,N/A",,,,,,,,,,,,
button,• Required Connection Details - U Bars/ Z Bars/Cogs/Starter bars Verified,"Yes,No,N/A",,,,,,,,,,,,
button,"• Correct concrete cover and chairs on sides, bottom and top Verified","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint,2.3 - Pre-Pour Inspection,,,,,,,,,,,,,
label,Ref docs: IFC Drawings/QMP,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has steel reinforcement been placed correctly with adequate cover?,"Yes,No,N/A",,,,,,,,,,,,
button,• Have tie bars and joints been installed at the correct intervals?,"Yes,No,N/A",,,,,,,,,,,,
button,"• Pour area is free of loose debris, oils, water","Yes,No,N/A",,,,,,,,,,,,
button,"• Have any services/penetrations/blockout located within the Pavements been installed, surveyed and pinned down","Yes,No,N/A",,,,,,,,,,,,
button,• Concrete Testing Lab Representative will be available during concrete pour,"Yes,No,N/A",,,,,,,,,,,,
button,• Sufficient vibrators are available during concrete pour,"Yes,No,N/A",,,,,,,,,,,,
button,• CYP D&C JV informed of concrete pour date and start time,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of Concrete Placement,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach subcontractor ITPs ,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,"2.4 - Placing, compacting and finishing concrete",,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR610.10/610.13,,,,,,,,,,,,,
label,• VR610.18,,,,,,,,,,,,,
label,• VR703.08,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is concrete temperature as per VR703. and not mixed when the air temperature is lower than 5°C or greater than 35°C.,"Yes,No,N/A",,,,,,,,,,,,
button,• Is discharge Time 60 minutes unless mix design is approved by Proof Engineer for 90 minutes.,"Yes,No,N/A",,,,,,,,,,,,
button,• Is concrete thoroughly compacted and works carried out as per Australian Standard & Project Drawings/ Specifications,"Yes,No,N/A",,,,,,,,,,,,
button,• Are concrete samples taken in accordance with 610.16(b).,"Yes,No,N/A",,,,,,,,,,,,
button,• Is specified slump tolerance  within 610.16(c).,"Yes,No,N/A",,,,,,,,,,,,
button,• Is concrete mixed for not less than a period of three (3) minutes prior to discharge.,"Yes,No,N/A",,,,,,,,,,,,
button,• Is the maximum time lag between truck loads on site shall not exceeding 25 minutes if a continuous pour,"Yes,No,N/A",,,,,,,,,,,,
button,• A minimum of one of vibrator used at all times while the concreting is in operation,"Yes,No,N/A",,,,,,,,,,,,
button,• Were forms/cast in items monitored during the pour.,"Yes,No,N/A",,,,,,,,,,,,
button,• Concrete Dockets Received,"Yes,No,N/A",,,,,,,,,,,,
textbox,• Concrete quantity,,,M3,,,,,,,,,,
textbox,• Pour date,,,,,,,,,,,,,
button,• Concrete Fall achieved as per latest IFC drawings,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
button,• Concrete pour record attached,"Yes,No",,,,,,,,,,,,
button,• Concrete test results attached. ,"Yes,No",,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
section,3.0 Post Pour/ Finishing,,,,,,,,,,,,,
checkpoint,4.6 - Post Pour ,,,,,,,,,,,,,
label,Ref docs: VR703.25,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Did concrete achieve the required finish as per specifications,"Yes,No,N/A",,,,,,,,,,,,
button,• Are hidden concrete surfaces of concrete paving have a Class 4 surface finish in accordance with AS 3610.,"Yes,No,N/A",,,,,,,,,,,,
button,• Curing agent applies as per project specifications,"Yes,No,N/A",,,,,,,,,,,,
button,• Concrete reached design strength to strip formwork. (Attach test results),"Yes,No,N/A",,,,,,,,,,,,
button,• Any identified defects after stripping rectified,"Yes,No,N/A",,,,,,,,,,,,
button,• Were expansion joints placed at intervals less than 10m. ,"Yes,No,N/A",,,,,,,,,,,,
button,• As Built Survey completed and report attached.,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
button,• Concrete test results attached. ,"Yes,No",,,,,,,,,,,,
checkpoint,4.10 - Backfilling,,,,,,,,,,,,,
label,Ref docs: VR703.29,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Were topsoil placed and compacted on layers not exceeding 150mm in thickness and not exceeding 300mm in width not earlier than 3 days after concrete pour?,"Yes,No,N/A",,,,,,,,,,,,
button,• Were the positions of any existing conduits passing under edgings marked by a chase in the edging immediately above the conduit together with a suitable identification mark.,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
section,5.0 Completion,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-005 - Insitu Kerb and Channel (Rev A),,,,,,SYM-ITP-005 - Insitu Kerb and Channel (Rev A),,,,,,,
section,1.0 Pre-start activities,,,,,,,,,,,,,
checkpoint,1.1 - Determine lot size,,,,,,,,,,,,,
label,Ref docs: Lot map,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• One lot per days production. To be marked up on lot map.,,,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Lot map,,,,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,,,,
checkpoint,1.2 - Concrete mix design approvals,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 703.05 (b),,,,,,,,,,,,,
label,• 703.11,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Concrete used in kerb extrusion machines shall have a minimum cementitious material content in the finished concrete as follows:,,,,,,,,,,,,,
label,○ A minimum of 320 kg of cementitious material for traffic routes,,,,,,,,,,,,,
label,○ A minimum of 280kg of cementitious material for local streets,,,,,,,,,,,,,
button,• Concrete mix designs approved by CYP D&C JV?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works ,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Delivery Dockets: Concrete,,,,,,,,,,,,,
label,• CYP Material Approval,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.3 - Survey set out,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 703.17,,,,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• All works shall be set out in accordance with the drawings and as specified.,,,,,,,,,,,,,
label,• The Superintendent will review and confirm the set out.  The work shall be constructed in accordance with the confirmed set out to the line and level and cross-sectional profiles as shown on the drawings. ,,,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
section,2.0 Construction,,,,,,,,,,,,,
checkpoint,2.1 - Machine extrusion,,,,,,,,,,,,,
label,Ref docs: VR Clause 703.23,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Concrete shall be fed to the machine at a uniform rate. Surfaces shall be free from surface pitting larger than 5 mm diameter. ,,,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Site photos,,,,,,,,,,,,,
checkpoint,2.2 - Profile transitions and matching existing sections,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 703.24,,,,,,,,,,,,,
label,• SD2102,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,"• Where it is necessary to join to an existing section of profile different from that being constructed, the change of profile shall be made at a constant rate between 10 and 20 mm per metre. Transitions between different profiles shall be made in accordance with the drawings.",,,,,,,,,,,,,
button,• Are the profile transitions acceptable?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
checkpoint,2.3 - Surface Finish,,,,,,,,,,,,,
label,Ref docs: VR Clause 703.25,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• All edgings shall be rendered and have a steel trowel finish. Visible concrete surfaces to have class 3 finish. Hidden surfaces may have a class 4 finish. ,,,,,,,,,,,,,
button,• Is the surface finish acceptable?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: I,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
checkpoint,2.4 - Joints,,,,,,,,,,,,,
label,Ref docs: VR Clause 703.26,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Transverse joints shall be constructed at regular intervals not exceeding 2.5 m. The resultant slot in the edging shall be tooled to a depth of 20 mm to produce a neat groove not less than 5 mm wide on the exposed surfaces.,,,,,,,,,,,,,
label,• Expansion joints shall be placed at junctions with bridges and shall be 15 mm wide and filled with cork or bituminous impregnated particle board strip extending for the full width and full depth of the edging.  ,,,,,,,,,,,,,
button,• Are joints installed and comply with all specifications?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
checkpoint,2.5 - Curing & Protection of Concrete,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 703.10,,,,,,,,,,,,,
label,• 703.27,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,"• Freshly finished exposed concrete surfaces shall be protected from rain or damage from other sources, until hard set has occurred.",,,,,,,,,,,,,
label,"• All concrete shall be protected from damage from early loading by pedestrians, animals, vehicles and from rain or any other cause.",,,,,,,,,,,,,
button,• Are finished curbs protected and free from damage? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
checkpoint,2.6 - Repair of damaged kerb and channel,,,,,,,,,,,,,
label,Ref docs: VR Clause 703.30,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,"• For damaged kerb and channel and edgings, a length of at least 1 m shall be removed and the replacement section shall be:",,,,,,,,,,,,,
label,(a) constructed on compacted bedding;,,,,,,,,,,,,,
label,(b) dowelled into the adjoining sections with 12 mm diameter hot dip galvanised dowels embedded at least 100 mm each side of the joint; and,,,,,,,,,,,,,
label,(c) shaped and finished with curved trowels to match the profile and surface finish of adjoining sections,,,,,,,,,,,,,
button,• Is all damage to curbs repaired in line with specifications?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot (if required),,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: I,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
section,3.0 Completion,,,,,,,,,,,,,
checkpoint,3.1 - As Built Survey,,,,,,,,,,,,,
label,Ref docs: VR Clause 703.15,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,"• Concrete paving including footpaths, edgings, other surfaces and shared use paths shall be shaped to match existing fixtures, e.g. pit covers, edgings and vehicle crossings, within 5 mm.",,,,,,,,,,,,,
label,"• Kerb and channel shall be constructed to the level of the adjoining pavement with a tolerance of  0 to +10 mm.  Except on curves or in shaped areas, the deviation of the finished work from a 3 m straightedge shall not exceed 5 mm at any point.",,,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: R,,,,,,,,,,,,,
checkpoint,3.2 - Product Non-Conformance,,,,,,,,,,,,,
label,Ref docs: QMP,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• All Product Non-Conformance(s) recorded and closed (if applicable) ,,,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
textbox,• NCR No:,,,,,,,,,,,,,
label,• NCR reports,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-006 - STORMWATER (Rev A),,,,,,SYM-ITP-006 - STORMWATER (Rev A),,,,,,,
section,1.0 Pre-start activities,,,,,,,,,,,,,
checkpoint,1.1 - Conformity with Drawings,,,,,,,,,,,,,
label,Ref docs: VR Clause 701.10,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Are the drawings, complete & current? ","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,CYP D&C JV - Sign/Date: PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach Recent IFC Drawings ,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.2 - Define Work Lot ,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 173.02,,,,,,,,,,,,,
label,• 701.20,,,,,,,,,,,,,
label,• 701.10,,,,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,"• Lot shall be defined from pit to pit (or endwall, where applicable).",,,,,,,,,,,,,
button,• Do survey boundaries clearly define the Underground Drainage Construction works? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
