resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,DLY CON 1 G.25 Double Door,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Cameras,,,,,,
,step,,,,,,,,,C-G01,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,C-G02,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,C-G03,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,C-G04,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,Stage 2,,,,,,,,
,step,,,,,,,PERS,,,,,,,
,step,,,,,,,,Rooms,,,,,,
,step,,,,,,,,,Room G.31,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.32,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.33,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.35,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.36,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.37,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Displays,,,,,,
,step,,,,,,,,,Display 3 CIRC G.34 DF,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,GCS,,,,,,,
,step,,,,,,,,WIFI,,,,,,
,step,,,,,,,,,CIRC G.34 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,OUTSIDE G.31 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,OUTSIDE G.32 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,Stage 3,,,,,,,,
,step,,,,,,,PERS,,,,,,,
,step,,,,,,,,Common areas,,,,,,
,step,,,,,,,,,Lounge G.49.1 A,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Lounge G.49.1 B,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Dining G.49 A,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Dining G.49 B,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Strair G.55,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Rooms,,,,,,
,step,,,,,,,,,Room G.41,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.42,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.43,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.44,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.45,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.47,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.48,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Displays,,,,,,
,step,,,,,,,,,Display 4 SF,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,GCS,,,,,,,
,step,,,,,,,,Common Area Data,,,,,,
,step,,,,,,,,,MSR G.38 - 2 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Lounge G.49.1 - 2 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,CM Kitchen G.51 - 6 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,WIFI,,,,,,
,step,,,,,,,,,Outside G.41 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,CIRC G.46 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,CIRC G.50 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,CIRC G.57 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,ESS,,,,,,,
,step,,,,,,,,Doors,,,,,,
,step,,,,,,,,,MSR G.38 Single Door Mortise,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,CM Kitchen G.51 Double Door,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Stair G.55 Double Door with Door Reed,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Sluice G.58 Single Door ,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Cameras,,,,,,
,step,,,,,,,,,C-G05,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,C-G06,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,C-G07,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,MATV,,,,,,,
,step,,,,,,,,Common Area,,,,,,
,step,,,,,,,,,Lounge G.49.1 - 1 TV,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,Stage 4,,,,,,,,
,step,,,,,,,PERS,,,,,,,
,step,,,,,,,,Common areas,,,,,,
,step,,,,,,,,,Memory Pod G.90 A,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory Pod G.90 B,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,WC G.92 ,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Stairs G.83,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Memory Rooms,,,,,,
,step,,,,,,,,,Memory G.65,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory G.66,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory G.67,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory G.73,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory G.74,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory G.75,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory G.76,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory G.77,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory G.78,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory G.79,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory G.80,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory G.82,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory G.87,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory G.88,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory G.89,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Displays,,,,,,
,step,,,,,,,,,Display 4 CIRC G.81 DF,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Display 4 CIRC G.62 DF,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,GCS,,,,,,,
,step,,,,,,,,Common Area Data,,,,,,
,step,,,,,,,,,QUIET G.64 - 2 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Drug G.69 - 2 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Wind Lobby Intercom G.60,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,WIFI,,,,,,
,step,,,,,,,,,CIRC G.62 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,CIRC G.63 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,OUTSIDE MEMORY G.76 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,OUTSIDE MEMORY G.80 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,OUTSIDE MEMORY G.87 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,OUTSIDE MEMORY G.89 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,MEMORY POD G.90 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Comms Room,,,,,,
,step,,,,,,,,,Services (Riser),,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,ESS,,,,,,,
,step,,,,,,,,Doors,,,,,,
,step,,,,,,,,,Wind Lobby G.60 Slidding Door,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Waiting G.61 Double Door,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Drug G.69 Single Door Mortise,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,CIRC G.62 Double Door,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory Pod G.90 Double Door,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Dly Con 2 G.84 Single Door,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Stair Memory Door,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Cameras,,,,,,
,step,,,,,,,,,C-G08,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,C-G09,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,C-G10,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,C-G11,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,C-G12,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,MATV,,,,,,,
,step,,,,,,,,Common Area,,,,,,
,step,,,,,,,,,Quiet G.64 - 1 TV,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Memory Pod G.90 - 1 TV,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,Level 1,,,,,,,,,
,step,,,,,,Stage 1,,,,,,,,
,step,,,,,,,PERS,,,,,,,
,step,,,,,,,,Common areas,,,,,,
,step,,,,,,,,,Lift Lobby Hallway,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Library 1.56,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Rooms,,,,,,
,step,,,,,,,,,Room 1.01,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room 1.02,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room 1.03,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room 1.11,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room 1.12,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room 1.13,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room 1.14,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room 1.15,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room 1.16,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Displays,,,,,,
,step,,,,,,,,,Display 7 CIRC 1.04 SF,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Display 8 CIRC 1.10 DF,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,GCS,,,,,,,
,step,,,,,,,,Common Area Data,,,,,,
,step,,,,,,,,,Staff Room 1.17 - 1 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,MDR 1.20 - 6 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Nurse Station 1.19 - 6 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Electrical Board - 4 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,DB CBD 1.08 - 2 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Lift 1.05 - 1 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,WIFI,,,,,,
,step,,,,,,,,,OUTSIDE ROOM 1.03 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,OUTSIDE ROOM 1.12 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,OUTSIDE ROOM 1.15 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Service areas,,,,,,
,step,,,,,,,,,Services (Riser),,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,Stage 2,,,,,,,,
,step,,,,,,,PERS,,,,,,,
,step,,,,,,,,Common areas,,,,,,
,step,,,,,,,,,Dinning 1.26,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Rooms,,,,,,
,step,,,,,,,,,Room 1.30,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room 1.31,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Displays,,,,,,
,step,,,,,,,,,Display 9 CIRC 1.29 DF,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,GCS,,,,,,,
,step,,,,,,,,Common Area Data,,,,,,
,step,,,,,,,,,Kitchen 1.28 - Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,WIFI,,,,,,
,step,,,,,,,,,CIRC 1.29 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,CIRC 1.25 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,Stage 3,,,,,,,,
,step,,,,,,,PERS,,,,,,,
,step,,,,,,,,Common areas,,,,,,
,step,,,,,,,,,Lift Lobby Hallway CIRC 1.44,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Rooms,,,,,,
,step,,,,,,,,,Room 1.34,,,,,
