"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"10a353ae-59c5-4eb5-a430-4f310e17c290","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil"
"09961241-9785-428d-af94-a905941a5ee2","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil","Site Drainage"
"dc2aec0e-58a5-4c78-b1fc-967eabb3fb7c","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater"
"4f49ebcd-04e8-47ca-84f0-26037017b032","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes"
"e4e80314-b341-42a2-a28f-d4995e38c6dd","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes","Manholes 1."
"419f04ab-f7fc-4f06-bb25-89256384435e","","folder-normal","pass","","step","TRUE","FALSE","Site Works - Civil","Stage 5","Tower Crane - TC2 "
"decd9028-e1b7-47bb-a929-824a6295e1ad","","checklist-sectioned","pass","1b08bb0c26680078f9bbadc54c6e2288b2e9027f1faf9e510c42d2c237a4e7f2","checklist","FALSE","FALSE","Site Works - Civil","Stage 5","Tower Crane - TC2 ","Concrete Pour - 07/10/21"
"5b27d73d-a1eb-4ba3-b652-e5f55e2b442e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06"
"a524a277-2b5b-484a-81ba-d04c16d2585f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Foundation"
"2d685d66-8662-409f-9bbf-0b29e1d6367a","","checklist-flat","pass","4b74529737f9a0cd91138f10afad217c7d0d229110cb81093b9e08a24f2e8041","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Foundation","Piling"
"5a332338-2381-4e66-9a36-d61fe9be71b6","","checklist-flat","work-in-progress","46ef013f528c2e2a4095e4b2cae49920b9e216505b8b8d31b5e3c88bd5ed18d4","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Foundation","Sheet Piling"
"5d2648e8-d48e-427c-88dd-5b3a55566e44","","checklist-flat","work-in-progress","572bd6df9c53bf817a8468a1973d86ea299debda5a97bc0f7d29f4e620c8ef49","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Foundation","Underground services"
"05c2e541-06bd-4124-9ae5-71c4dfdd8836","","checklist-flat","pass","f9c1bae0af66ba02a477aa261b29bfde41bd9382486a72675d10db182d4d6799","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Foundation","Backfilling"
"d4d69a33-f98a-42ad-86b7-e5888878c57a","","checklist-flat","pass","33f1225b37efff1cc865bc2b6f05ec407094b0751f53a2eeee8f1bffc10c00af","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Foundation","Waterproofing"
"40e2f8ce-45de-4f00-9a12-d884642519ef","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure"
"2efcc4dd-f8a6-4dcb-bebf-9abb96f79ca5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Basement"
"0fa90bcb-762f-42e7-9080-3bb7a7ec7f0f","","folder-normal","pass","","step","TRUE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Basement","Concrete Pour"
"1f29e003-2436-48c1-b412-4860e881c48c","","checklist-flat","pass","21978a60a338ca143d3b20a449630e92481a4dc811b800922ad07857d22a8efe","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Basement","Concrete Pour","Concrete Pour 20/11/2021"
"4852729b-2cda-4b95-88ff-7986b03fe260","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ beams)"
"f251aaa2-827a-4eb9-958b-e1382b6f5c96","","checklist-flat","pass","a638984f08ff0a3ffe17064bfa1174392a24474ab1e9d6303e7b7f5392419bc8","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ beams)","Precast Wall Panel Installation"
"4926c760-90a6-45eb-a1fd-cd8e9f57d72a","","checklist-flat","pass","ea4b66d7dedc17a69868c10b3f14cd972ae7ec01e5bfc31ded36c434afd34bf8","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ beams)","Precast Wall Brackets Installation"
"28fa7099-ae51-4c59-b9d8-5541cf985ba9","","checklist-flat","work-in-progress","6644750a3e5f6e77cc0987c40fb45e8864ad96f4605fbb5ab6b6b60a0692c044","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ beams)","Precast Spandrell Panels Installation"
"fce72e76-ceda-49cf-bbb4-86d8a19fb32c","","checklist-flat","pass","3efc68595894857147d458239b73facc366c889e938a953dd9033895d29db454","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Basement","Insitu Stitch Joints - 25/11/2021"
"bbc5017a-ffe7-442d-8bc7-71fc6f511464","","checklist-flat","pass","3efc68595894857147d458239b73facc366c889e938a953dd9033895d29db454","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Basement","Insitu Concrete Columns - 25/11/2021"
"23b2c314-0c5c-4353-9103-15282a69575a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Roof Level"
"42de87df-6a52-495a-847f-2e2e8164172e","","checklist-flat","pass","3efc68595894857147d458239b73facc366c889e938a953dd9033895d29db454","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Roof Level","Insitu Beams 25/01/22"
"bfa94c21-6c5b-49dd-a224-ba43604a5664","","checklist-flat","pass","5867e2df99f0744f29c57a5e1287591f35742fa0ee466a40781c0e4adde6d433","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Roof Level","Cast in plate - Flat Bar With Gussets Installation"
"a3802742-72dd-406b-9044-c407af8606e0","","folder-normal","pass","","step","TRUE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Roof Level","Precast Components (walls/ stairs/ brackets/ spandrell/ beams)"
"f5ecc71e-cdb1-41cc-bea7-87cc2f0cf35a","","checklist-flat","pass","3129dd7625e687307785841c9475787055a8d6e5e62c93b0f405ba66ac8caca3","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Roof Level","Precast Components (walls/ stairs/ brackets/ spandrell/ beams)","Rib & Infill Installation"
"0ffae9bc-0780-4142-a70c-cb78838be734","","folder-normal","pass","","step","TRUE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Roof Level","Suspended slab"
"75ec4375-d2bd-46f3-980b-92dba034a1d2","","checklist-flat","pass","21978a60a338ca143d3b20a449630e92481a4dc811b800922ad07857d22a8efe","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Roof Level","Suspended slab","Concrete Pour 04/03/2022"
"06e138d4-e469-4b97-8a8e-1677aabb71dc","","checklist-flat","work-in-progress","33f1225b37efff1cc865bc2b6f05ec407094b0751f53a2eeee8f1bffc10c00af","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Tunnel B05-B06","Structure","Roof Level","Waterproofing"
"e43ec0d5-9e5f-4623-bb52-261c142f294a","","folder-normal","not-started","","step","TRUE","FALSE","Site Works - Civil","Stage 5","Building Connections"
"bb4702a5-1698-4bbf-b425-158110f4d07b","","checklist-flat","not-started","C - R - Pipe Laying - Stormwater","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 5","Building Connections","C - R - Pipe Laying - Stormwater"
"f8ff3457-195a-44ce-9c19-dc5c73423d73","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil","Stage 6"
"f81bc133-93e1-448f-8407-302c2d7cd7f8","","checklist-flat","work-in-progress","32d4887dac12f08b902e46082e956aa08113bd8c6b532062ef287ea8f3bd54b4","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 6","Detailed Excavation"
"81ad1655-c1c6-4394-878d-33cfce5c9abd","","checklist-flat","work-in-progress","6d75f8d5369afbad8de3f08b0bccc73952d7236eb43697b818ee11ddbd85e980","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 6","Manhole & Pipe line Installation"
"d19019ae-2cbb-4cdd-8d3c-73698a35df06","","folder-progress","not-started","","checklist","TRUE","FALSE","Site Works - Civil","Stage 6","Retaining Walls"
"9417e958-3acc-4139-8930-264d1c745947","","folder-progress","not-started","","checklist","TRUE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW1"
"52b6287b-fd70-4bc5-b35f-1c627715c02c","","checklist-flat","not-started","85540f8adba0cee4a7af3ca38e49d19bd00ba14895ca44142dc871ab4095ab38","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW1","Retaining Walls"
"5e64cdad-008d-413e-a638-e74720485988","Child Concrete Supplier Specifics(cfe5966a-3702-4305-8d05-43df1c6a22cd) -- Concrete Supplier Specifics:(38085894-3e40-429a-ac05-523a5cbd24f5): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW1","Concrete Pour 1"
"d1e2b4a1-70db-4dd8-a9d9-a48c5098d250","Child Concrete Supplier Specifics(1c142431-de8d-47a0-9dd8-ca170c987fd5) -- Concrete Supplier Specifics:(b90ab815-2a03-4d34-a583-18f24fdd8b75): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW1","Concrete Pour 2"
"6afc3064-ab82-4706-a59b-3c63b68bfe41","Child Concrete Supplier Specifics(fe50f4be-ef7f-4846-9fae-7ff5e8ec1681) -- Concrete Supplier Specifics:(610c6505-4eca-42b1-87ad-85619d091640): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW1","Concrete Pour 3"
"a19be8c3-df98-48a4-b256-362c298e1daa","Child Concrete Supplier Specifics(86e5922f-1035-4aa3-8b3f-57a9de471c9a) -- Concrete Supplier Specifics:(293d9a06-7f30-4df0-8054-0a58d3679d3e): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW1","Concrete Pour 4"
"d3e6045f-b9af-4ada-b5a9-4a09cdae7d69","","folder-progress","not-started","","checklist","TRUE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW2"
"e8c81495-1871-4364-a59b-b74961b838cb","","checklist-flat","not-started","85540f8adba0cee4a7af3ca38e49d19bd00ba14895ca44142dc871ab4095ab38","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW2","Retaining Walls"
"acefc6e6-5f51-44a7-bb5a-d2e3a2e37cd7","Child Concrete Supplier Specifics(6d734a88-7f46-4cdf-914a-f8d6ff5dcd89) -- Concrete Supplier Specifics:(8a69610c-7e0f-413b-9389-63a34a5a39fa): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW2","Concrete Pour 1"
"feb28e9a-3da0-4c32-91e0-d88dd80f79e2","Child Concrete Supplier Specifics(d4871510-78a2-47c4-ae32-846bd3927d7d) -- Concrete Supplier Specifics:(037a08c7-aedc-4798-b538-abc7a1a9fbf9): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW2","Concrete Pour 2"
"ffbd431f-c3d5-40ac-a1f5-b3fdd994354b","Child Concrete Supplier Specifics(49ce58ae-eeb6-4204-a389-244af15d1f7e) -- Concrete Supplier Specifics:(6c1891e4-162d-496d-9c1d-6787628cd27b): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW2","Concrete Pour 3"
"57fa81be-9d3b-461e-904c-11998f270665","Child Concrete Supplier Specifics(20909ac9-35fb-4078-9772-911d898b7e75) -- Concrete Supplier Specifics:(860be2c4-dd2f-451c-b502-a39a9aed9983): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW2","Concrete Pour 4"
"63e8c195-632a-493a-9a5a-7d1c96fd807a","","folder-progress","not-started","","checklist","TRUE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW3"
"9ef93410-79c8-415e-bded-8b2d1845523d","","checklist-flat","not-started","85540f8adba0cee4a7af3ca38e49d19bd00ba14895ca44142dc871ab4095ab38","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW3","Retaining Walls"
"a086d6c6-9b4f-40bb-9146-76699e14c5a4","Child Concrete Supplier Specifics(b7b4931c-4f6c-43bf-b66e-16638b6eb237) -- Concrete Supplier Specifics:(81e32c45-272d-447a-85a2-d43abc03c2c2): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW3","Concrete Pour 1"
"2636ada2-a994-485f-87c2-f7e6ec7e0443","Child Concrete Supplier Specifics(a29947d3-9c8d-4c9f-b5ff-3f07c3081ab5) -- Concrete Supplier Specifics:(ac1c2a57-7615-40b1-816d-fa09a69db38a): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW3","Concrete Pour 2"
"44849f3a-1567-4e56-9df9-82d5cb5da5c9","Child Concrete Supplier Specifics(bb79319d-5227-4db6-97a8-21e3c7fcff5b) -- Concrete Supplier Specifics:(bedd619b-f58a-4b99-b414-f0cb9dc41703): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW3","Concrete Pour 3"
"6dc1bf3f-15a8-4ce6-a4d0-8a8df6a0098f","Child Concrete Supplier Specifics(10f38983-be06-4e77-ae4a-5b2d1875062e) -- Concrete Supplier Specifics:(2dc0c51d-0b7d-49b6-a29a-82f20acba3bf): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW3","Concrete Pour 4"
"caa2e0eb-83ba-4899-8c4b-27bb0e51d6bf","","folder-progress","not-started","","checklist","TRUE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW4"
"27d72240-d05e-4fa5-a87d-c149086daa77","","checklist-flat","not-started","85540f8adba0cee4a7af3ca38e49d19bd00ba14895ca44142dc871ab4095ab38","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW4","Retaining Walls"
"a4fd7bd8-c463-40c3-943a-92aacdad3c78","Child Concrete Supplier Specifics(85b51e60-446b-4f0b-8b8a-7d6f13dc531b) -- Concrete Supplier Specifics:(46991a1f-e263-4361-aa7f-6a3bbb242ea0): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW4","Concrete Pour 1"
"b7c90eef-4897-4441-9ceb-df13a0e3d519","Child Concrete Supplier Specifics(50a53dee-4cfb-4a9a-adc2-fb599800db04) -- Concrete Supplier Specifics:(afc3bb53-0da8-421d-b690-3e182fe08dca): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW4","Concrete Pour 2"
"607e91c4-003e-4ad1-916c-4af4a6e053e7","Child Concrete Supplier Specifics(91a95c7b-5ebe-47ba-8ad8-b0b883a2d025) -- Concrete Supplier Specifics:(26535cc1-d8eb-4525-8f71-cab17d759c68): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW4","Concrete Pour 3"
"2f687279-8f88-413c-aa71-0e5645cb80ae","Child Concrete Supplier Specifics(3802a7cb-9ea4-486d-91e1-b8a2c862aeec) -- Concrete Supplier Specifics:(c7ee65db-69fb-4f3e-9fa8-b840f70567ab): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW4","Concrete Pour 4"
"d7d5402b-3d70-4c1e-9106-ffee2e181282","","folder-progress","not-started","","checklist","TRUE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW5"
"81c0494f-b5ea-42fe-8b66-45d6eb648051","","checklist-flat","not-started","85540f8adba0cee4a7af3ca38e49d19bd00ba14895ca44142dc871ab4095ab38","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW5","Retaining Walls"
"142c264a-26dc-4368-8795-1c6935dace7d","Child Concrete Supplier Specifics(25388b20-cf68-4312-8d9f-06c123c094b0) -- Concrete Supplier Specifics:(7ea14dcf-0353-4fd8-be5c-0f83c0139edb): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW5","Concrete Pour 1"
"66953d3d-d8c5-47ac-9901-b538ccd51673","Child Concrete Supplier Specifics(65f4bd91-2524-4a1f-82bd-5df04740c51a) -- Concrete Supplier Specifics:(4c472d85-cd23-48a4-867b-5234f7131031): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW5","Concrete Pour 2"
"30008ef7-1c8f-405a-ac90-63860c188a46","Child Concrete Supplier Specifics(2658acf9-2415-45ed-89f6-a0263c05909b) -- Concrete Supplier Specifics:(b18f1b90-d3e3-4236-9cb7-46d7ef5d7bb2): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW5","Concrete Pour 3"
"3aa6f413-e6a4-4472-be45-0adbf9df63f9","Child Concrete Supplier Specifics(e39dbce2-7f44-458a-8895-e42fccb581de) -- Concrete Supplier Specifics:(70d9943d-aef1-4363-8454-1c70488d79cb): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW5","Concrete Pour 4"
"1170b871-bd30-4fc4-820c-5c749bebbbd2","","folder-progress","not-started","","checklist","TRUE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW6"
"49bd6688-2d7c-48cc-9f79-d78f71d484de","","checklist-flat","not-started","85540f8adba0cee4a7af3ca38e49d19bd00ba14895ca44142dc871ab4095ab38","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW6","Retaining Walls"
"5fc1ad3f-5d79-4b1b-b970-d942ad6f4840","Child Concrete Supplier Specifics(84095e01-2e32-4988-a787-964ecbdd7049) -- Concrete Supplier Specifics:(dca2b2b5-a6af-4b31-a3b2-dcb833b68587): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW6","Concrete Pour 1"
"66a0908c-eab4-492e-901b-9cd0132a6a39","Child Concrete Supplier Specifics(b306fc01-6367-4051-9d4a-f9d368f0eb20) -- Concrete Supplier Specifics:(e93de991-f7f9-481d-86b6-3bdf7ee6e72e): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW6","Concrete Pour 2"
"b4f3abc8-3128-416d-a71b-c4f10bb51ccd","Child Concrete Supplier Specifics(1ff1a1c5-8889-4e59-a115-cea694cb3eb1) -- Concrete Supplier Specifics:(f0723b8c-6d28-4471-a1d0-98be8a659aab): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW6","Concrete Pour 3"
"9a8166a8-5fb8-4b83-8d62-34c84f16937f","Child Concrete Supplier Specifics(e9a42332-c49d-47af-a942-764e272f15e1) -- Concrete Supplier Specifics:(7be79eec-2ca5-44e4-90b6-94c87a54de8f): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Retaining Walls","RW6","Concrete Pour 4"
"8aa57c78-9781-5c71-b91b-350e6392deb8","","checklist-sectioned","pass","2a799de25d05cf783f9099c5a5fd9f52f7b49aafb384178a6ce839fdc41eeee5","checklist","FALSE","FALSE","Site Works - Civil","Stage 6","Capping Beam B06 - Concrete Pour - 11/05/2021"
"ddafe3cb-4e7c-43b5-a296-49597a203ed8","","folder-progress","not-started","","checklist","TRUE","FALSE","Site Works - Civil","Stage 7"
"426745da-73b2-4787-bb7c-cd3bdf7157a2","","checklist-flat","not-started","32d4887dac12f08b902e46082e956aa08113bd8c6b532062ef287ea8f3bd54b4","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 7","Detailed Excavation"
"b7b94168-4969-4c03-9334-8085e23ceacb","","checklist-flat","not-started","6d75f8d5369afbad8de3f08b0bccc73952d7236eb43697b818ee11ddbd85e980","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 7","Manhole & Pipe line Installation"
"7afdd608-a2b4-491c-97d3-30dd9a7f9ffe","","folder-progress","not-started","","checklist","TRUE","FALSE","Site Works - Civil","Stage 7","Retaining Walls"
"392313b3-6132-4323-8fda-69d67ba8eebb","","folder-progress","not-started","","checklist","TRUE","FALSE","Site Works - Civil","Stage 7","Retaining Walls","RW1"
"4325f9fc-0a39-4314-b07d-11bb5c94ae0f","","checklist-flat","not-started","85540f8adba0cee4a7af3ca38e49d19bd00ba14895ca44142dc871ab4095ab38","checklist-flat","FALSE","FALSE","Site Works - Civil","Stage 7","Retaining Walls","RW1","Retaining Walls"
"0436ed50-10c5-4b84-a3c7-1916b61a0687","Child Concrete Supplier Specifics(eeff9efa-9286-47a8-85b0-9f4c96f48cd6) -- Concrete Supplier Specifics:(bf620845-c1ea-43ed-ac20-68174ba6bac8): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 7","Retaining Walls","RW1","Concrete Pour 1"
"7dbcd064-d2e0-4f21-9b3c-c5583ba16c14","Child Concrete Supplier Specifics(f2bdd157-b65e-4b24-8a9c-35e5138ebe30) -- Concrete Supplier Specifics:(b1c3f912-64d7-445e-9b5b-291cca1dc50f): DataPoint Test blocks booked(34d9fe11-5967-427c-9ea8-6331ad6dbec3) is missing 'button' values","checklist-sectioned","not-started","1c753bc2c8810be555b9d405f63b4ba9b218c3eef35f8bc0d9da275ff5e22a1f","checklist","FALSE","FALSE","Site Works - Civil","Stage 7","Retaining Walls","RW1","Concrete Pour 2"
