"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acae8e9e-4bd2-4cb9-92e9-2f5391bdedc6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)"
"d653557b-d41e-445b-9a57-fdb20ca75bb2","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground"
"c7fb5a79-cb6b-4e9b-9673-1939dde6b86a","","checklist-flat","","Reference Drawing","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Reference Drawing"
"8753136d-4a51-4c61-b4b8-6ed3db6a1ed6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A"
"c155ff40-ede8-4cef-9221-353145c7a1d6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","CONS (LG.B.001)"
"44170ad7-6ab6-435c-a19a-4b862bca90a6","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","ST PCOPY (GF.A.012)","Pre Sheet Sign off"
"08e1d41c-fd39-42a8-8a6d-af20ef36dd98","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","ST PCOPY (GF.A.012)","Pre Grid Sign off"
"3c072e70-f290-4614-9955-a4550dc82216","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","ST PCOPY (GF.A.012)","Pre Ceiling Sign off"
"a9334921-abe6-40aa-a6c3-9d8eb3d6e53e","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","BAY - WHEELCHAIR PARK (GF.A.014)"
"7e106b1d-3411-4028-9347-752a13118146","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - WHEELCHAIR PARK (GF.A.014)","Pre Sheet Sign off"
"a1a05b6c-e616-4d04-ae34-6708057a1a95","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - WHEELCHAIR PARK (GF.A.014)","Pre Grid Sign off"
"a45ef66e-c167-4327-a4fc-30e997d83d51","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - WHEELCHAIR PARK (GF.A.014)","Pre Ceiling Sign off"
"d7f6ab89-89e9-49d7-9c0d-5ab5448fd43f","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","BWC (GF.A.014"
"abfd5ccf-d829-431f-b786-3f32be475614","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BWC (GF.A.014","Pre Sheet Sign off"
"b0b229b0-5546-4ce0-924d-5959b3bf01d6","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BWC (GF.A.014","Pre Grid Sign off"
"1cbb1e59-625d-459f-834d-eaac422329ef","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BWC (GF.A.014","Pre Ceiling Sign off"
"e390e005-1ac9-4677-b2a0-ebf20921869e","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","AIRLOCK (GF.A.015)"
"389ad8e1-f71d-4b41-b864-34a95fbd3d63","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","AIRLOCK (GF.A.015)","Pre Sheet Sign off"
"378b5e54-d695-4e21-b4ee-bfc99a92ecf0","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","AIRLOCK (GF.A.015)","Pre Grid Sign off"
"87adaa38-9855-47fe-b9ab-e996364e8caf","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","AIRLOCK (GF.A.015)","Pre Ceiling Sign off"
"aec71d30-291b-4ef5-b020-30576a879d87","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","RECEPTION/CLERICAL (GF.A.016)"
"b2a0f569-6b43-4d67-8b1d-dd9cffd76f63","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","RECEPTION/CLERICAL (GF.A.016)","Pre Sheet Sign off"
"2393c279-3b5d-42cb-82dd-b3208cb61b09","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","RECEPTION/CLERICAL (GF.A.016)","Pre Grid Sign off"
"405c1de1-dd21-4780-bfde-f68bd5b38aca","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","RECEPTION/CLERICAL (GF.A.016)","Pre Ceiling Sign off"
"d21b1468-e31f-4fe6-89d0-3450a65c078c","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","CIRCULATION (GF.A.017)"
"b42e36d9-3b4f-4e18-90d4-f42843f0b801","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","CIRCULATION (GF.A.017)","Pre Sheet Sign off"
"79673231-9814-4473-896f-3fc3d5afddd5","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","CIRCULATION (GF.A.017)","Pre Grid Sign off"
"d653a7d8-495d-420b-b8f3-24b7937383e4","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","CIRCULATION (GF.A.017)","Pre Ceiling Sign off"
"cc6211ee-a692-4eae-8e0c-0e6875321ab4","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.018)"
"e8dbd355-5060-4322-8686-a7c4e8adf137","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.018)","Pre Sheet Sign off"
"ce60bcab-0b7f-4fad-8656-1bfaa07fdf8c","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.018)","Pre Grid Sign off"
"126127a2-0d51-4fbb-b8cb-c9399dd0e80f","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.018)","Pre Ceiling Sign off"
"90c0a7c6-a812-417e-82cb-070558072446","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.019)"
"81ad6b61-0c85-4792-905e-bca2e51ce410","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.019)","Pre Sheet Sign off"
"2c27368b-fff8-46f0-b8d6-af83ce7c3e18","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.019)","Pre Grid Sign off"
"aa36bff3-e5bb-4cf4-8902-f3a9a83fa2e8","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.019)","Pre Ceiling Sign off"
"ac045bc8-e3a3-448b-9b15-570d6214e591","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","TREATMENT ROOM (GF.A.020)"
"71c87b23-8449-4170-aefc-361a631f4252","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","TREATMENT ROOM (GF.A.020)","Pre Sheet Sign off"
"e8d2c330-5172-4fb8-bca7-6c66d38fc2a5","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","TREATMENT ROOM (GF.A.020)","Pre Grid Sign off"
"980ed479-7677-456b-8951-4a4fc93a3d0f","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","TREATMENT ROOM (GF.A.020)","Pre Ceiling Sign off"
"6a4c4de5-5832-442a-a7eb-e67760511505","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","BAY - HEIGHT/WEIGHT (GF.A.021)"
"706d9798-d973-4271-a1c4-03812f82d1fe","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - HEIGHT/WEIGHT (GF.A.021)","Pre Sheet Sign off"
"bfdc8364-ea28-4196-b84e-6f4ccfe09748","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - HEIGHT/WEIGHT (GF.A.021)","Pre Grid Sign off"
"f9c6b094-61c0-4c7d-b599-0347a957279e","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - HEIGHT/WEIGHT (GF.A.021)","Pre Ceiling Sign off"
"3da87e28-4450-49af-a607-7c074adf91f1","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.022)"
"91d33204-4a26-4093-aa97-35e6c780a4c7","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.022)","Pre Sheet Sign off"
"78d2f861-3f02-41c1-9a34-c6bd0cf9df29","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.022)","Pre Grid Sign off"
"bfe9e9f7-95fa-4113-a117-b4277f030545","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.022)","Pre Ceiling Sign off"
"311afef6-ce5e-4535-8c88-3d13f7bd8aca","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.023)"
"9cce7645-9119-4d24-8608-c0bf1cb458fb","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.023)","Pre Sheet Sign off"
"ad5bcffc-80fa-4401-b673-6ba61e77c099","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.023)","Pre Grid Sign off"
"b42e8b8d-a0d0-4902-a278-bc1ca55bb94e","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.023)","Pre Ceiling Sign off"
"f1096e38-6c6c-44ee-a745-b9823cbd1c8a","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.024)"
"1e0d0184-4bf3-461e-abff-c522ac74247f","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.024)","Pre Sheet Sign off"
"497f1fcd-d2b2-4fb5-b291-3402210b0d60","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.024)","Pre Grid Sign off"
"fd3090ed-cbed-429d-ab13-0101bcbb9719","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.024)","Pre Ceiling Sign off"
"510f2cca-bd13-40fa-b3b2-eecc1f7b0400","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","CLEANERS ROOM (GF.A.025)"
"09ccb801-2511-46d8-8852-fd03c7b06595","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","CLEANERS ROOM (GF.A.025)","Pre Sheet Sign off"
"ebb5c4b2-054b-4623-8912-2a3be59f0959","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","CLEANERS ROOM (GF.A.025)","Pre Grid Sign off"
"b51c96ec-0fe8-497c-acc5-e1b1a0b50d93","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","CLEANERS ROOM (GF.A.025)","Pre Ceiling Sign off"
"5992dfe2-0215-49e0-aac1-034faa63d33c","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","CLEAN UTILITY/MEDICATION ROOM (GF.A.026)"
"9c0d3ab5-af91-40fa-aea9-2e1900aec171","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","CLEAN UTILITY/MEDICATION ROOM (GF.A.026)","Pre Sheet Sign off"
"a8a96f04-796c-4b44-bdca-198adfc52e41","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","CLEAN UTILITY/MEDICATION ROOM (GF.A.026)","Pre Grid Sign off"
"5c71b05b-3310-4e92-9073-d1660aac3b12","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","CLEAN UTILITY/MEDICATION ROOM (GF.A.026)","Pre Ceiling Sign off"
"ada91a76-9670-460a-af4f-0d069d599a66","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.027)"
"a9dfca33-5b41-444d-8e44-6e9fe716c167","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.027)","Pre Sheet Sign off"
"561c41bd-9077-4b2c-a427-f8417008e2ac","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.027)","Pre Grid Sign off"
"5baebf84-90de-4168-b232-f8bf55412c32","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.027)","Pre Ceiling Sign off"
"e93a6ff9-4de2-4792-aa6f-a8a2334d0b42","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.028)"
"194c95e0-a0da-4d13-a6d2-b25853fbd5c6","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.028)","Pre Sheet Sign off"
"ac04d5f3-15ad-4993-9328-84e70786550c","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.028)","Pre Grid Sign off"
"e55a1231-1163-4673-8bb6-e8d296e2061d","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.028)","Pre Ceiling Sign off"
"82fb433d-35fb-4948-bf2b-f812fd6d9a50","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","DIRTY UTILITY (GF.A.029)"
"6143bff6-233e-4201-a88f-f6fffdfabb94","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","DIRTY UTILITY (GF.A.029)","Pre Sheet Sign off"
"4d447f36-9bcb-4d7e-81af-b5e5e9948c99","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","DIRTY UTILITY (GF.A.029)","Pre Grid Sign off"
"5c0680fe-8a9e-4ca4-b335-25404b27a4cf","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","DIRTY UTILITY (GF.A.029)","Pre Ceiling Sign off"
"74413f2c-e232-4022-a78d-652973b3a66e","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","TOILET - ACCESSIBLE (GF.A.030)"
"d10d50a7-0487-4307-b300-2f67fa604c0d","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","TOILET - ACCESSIBLE (GF.A.030)","Pre Sheet Sign off"
"4c93822c-3f96-4db8-b594-b56945e59fd2","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","TOILET - ACCESSIBLE (GF.A.030)","Pre Grid Sign off"
"f9bc0eea-1d8b-4140-a94c-f94637a78030","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","TOILET - ACCESSIBLE (GF.A.030)","Pre Ceiling Sign off"
"960d0662-6f2d-449c-8489-7931c8700286","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","BAY - PNEUMATIC TUBE (GF.A.031)"
"2f3614db-0082-4fb0-bd7a-7d244c66e93e","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - PNEUMATIC TUBE (GF.A.031)","Pre Sheet Sign off"
"bc8cef71-9a34-4897-b459-5f1d6b991f0d","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - PNEUMATIC TUBE (GF.A.031)","Pre Grid Sign off"
"4b8b9554-a2f3-4887-8ed0-da2babca920b","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - PNEUMATIC TUBE (GF.A.031)","Pre Ceiling Sign off"
"ff5b32ce-4fde-4a93-ba9a-9b1f07b3034b","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.032)"
"e1d70dca-a8c2-4bbd-98a8-5a085596f6e0","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.032)","Pre Sheet Sign off"
"3145cf62-422e-4fe0-8241-4eb4357b1036","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.032)","Pre Grid Sign off"
"65847103-4980-4d15-ac9d-486ee405dcb3","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.032)","Pre Ceiling Sign off"
"0c6b9dad-8ec7-457e-9232-d04d5ed871f8","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.033)"
"9eec9f45-f06f-4732-8f1d-7c0b0e42c831","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.033)","Pre Sheet Sign off"
"f1d0d2e2-de95-426b-b94a-4ccc83abfb65","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.033)","Pre Grid Sign off"
"c77831ac-7fed-45c6-a4fc-c363ccc6815e","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM (GF.A.033)","Pre Ceiling Sign off"
"6f5f1342-bb33-4175-9fe8-06bbb67c5baa","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","BAY - RESUSCITATION TROLLEY (GF.A.034)"
"6612d61b-457f-467c-9358-0d9dfb443af8","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - RESUSCITATION TROLLEY (GF.A.034)","Pre Sheet Sign off"
"a96a75bd-38ab-4bc2-9579-d18ed9d4391c","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - RESUSCITATION TROLLEY (GF.A.034)","Pre Grid Sign off"
"250a0b72-2dd5-4b16-b9c1-6b605dbb4781","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - RESUSCITATION TROLLEY (GF.A.034)","Pre Ceiling Sign off"
"c763ea69-2423-4f80-a031-45f2b3a7229f","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","BAY - LINEN (GF.A.035)"
"d7fe90e1-e6fe-4bbb-8550-237c02602c67","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - LINEN (GF.A.035)","Pre Sheet Sign off"
"ec9ac6f0-1c51-4bd2-82fb-134197b46185","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - LINEN (GF.A.035)","Pre Grid Sign off"
"81b1b968-fdd9-4b68-8bfa-2f6c3093c82b","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - LINEN (GF.A.035)","Pre Ceiling Sign off"
"5c499337-a600-43d9-8e3e-282810073470","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM - IMMUNISATION (GF.A.036)"
"e6dd1be3-941c-409e-8475-4a561cb683f1","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM - IMMUNISATION (GF.A.036)","Pre Sheet Sign off"
"2a8b43e4-34c1-401f-b515-c1ea282c3b3f","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM - IMMUNISATION (GF.A.036)","Pre Grid Sign off"
"d991e41f-6867-4ac2-bd7c-d8714429b4fa","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","Consult ROOM - IMMUNISATION (GF.A.036)","Pre Ceiling Sign off"
"b79700e0-fe02-4462-844d-d02cf9f099aa","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","STORE - GENERAL (GF.A.037)"
"ea9882db-789d-46f6-92b5-98caa8eb9c63","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","STORE - GENERAL (GF.A.037)","Pre Sheet Sign off"
"efdfa587-fdd4-407e-b307-b45321072f93","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","STORE - GENERAL (GF.A.037)","Pre Grid Sign off"
"485f86b9-2859-489d-ac72-416a112e6520","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","STORE - GENERAL (GF.A.037)","Pre Ceiling Sign off"
"09de816a-1cf6-4b5b-8160-d74bef0799cc","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","THERAPY ROOM (GF.A.038)"
"dc2189a2-8415-43a3-ab7d-5f9a3a7eb77f","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","THERAPY ROOM (GF.A.038)","Pre Sheet Sign off"
"c4fa63da-cefc-491c-b163-45d78cf8ef05","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","THERAPY ROOM (GF.A.038)","Pre Grid Sign off"
"3f7f97b6-8f48-45da-8506-c61fb740e1f0","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","THERAPY ROOM (GF.A.038)","Pre Ceiling Sign off"
"b80acf87-6826-42fa-b21a-24747e0a0520","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","LOUNGE - ACTIVITIES (GF.A.039)"
"b0c28d26-daf0-43b7-9b48-7ae9e5f3f9f1","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","LOUNGE - ACTIVITIES (GF.A.039)","Pre Sheet Sign off"
"934098f7-54d0-4f77-b7be-59e7c2f09a57","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","LOUNGE - ACTIVITIES (GF.A.039)","Pre Grid Sign off"
"537858bf-035d-4022-956f-d62fd1fc5b9b","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","LOUNGE - ACTIVITIES (GF.A.039)","Pre Ceiling Sign off"
"da2b3b6c-71ba-49f5-9103-0b22db2ac0d1","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","BAY - WATER FILLING Station (GF.A.040)"
"bbd78edf-22c8-42bd-8978-924de97d8e42","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - WATER FILLING Station (GF.A.040)","Pre Sheet Sign off"
"47eda8de-97b1-4ae9-8e43-a4e8e4840057","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - WATER FILLING Station (GF.A.040)","Pre Grid Sign off"
"1924a332-63d2-4efe-8013-9cad96dde1f5","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","BAY - WATER FILLING Station (GF.A.040)","Pre Ceiling Sign off"
"46f6f967-38d8-41ef-a0bf-4e044477987b","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","LOUNGE - PATIENT/FAMILY (GF.A.041)"
"8aef5263-49ab-49dd-8993-42e5c9eb3acd","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","LOUNGE - PATIENT/FAMILY (GF.A.041)","Pre Sheet Sign off"
"1339e618-c130-4f0d-9194-20adccad1423","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","LOUNGE - PATIENT/FAMILY (GF.A.041)","Pre Grid Sign off"
"86f0ddba-c67e-464d-9c16-ad13d44cb680","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","LOUNGE - PATIENT/FAMILY (GF.A.041)","Pre Ceiling Sign off"
"0ed9c1f4-900c-4c08-84c1-6097108faf9a","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Ground","Area A","STORE - GENERAL (GF.A.042)"
"8bbb7f97-6d2a-4fd5-b2d0-7168b54df4a6","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","STORE - GENERAL (GF.A.042)","Pre Sheet Sign off"
"9161cf68-f88d-4451-80b8-a1a5e7c2d249","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Ground","Area A","STORE - GENERAL (GF.A.042)","Pre Grid Sign off"
