"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"14562b8e-e7e4-486c-8d2c-b7efa16730bd","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01"
"1a99604a-8f65-4c98-a2f3-1102830f0a84","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Basement"
"f5be140f-f4dc-41fd-83f9-5085b6be93bf","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Bike Store"
"863ad967-ad49-400d-b687-27f9e93c8286","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Store"
"8fd87b92-d32e-4019-a43f-83d5f817af62","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","MSB"
"720ef1bc-ca0f-45e9-9fa1-bf4e7a4b3798","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Rubbish Store"
"389aabf9-97a2-4147-b156-6f715f3c2f92","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Generator Room"
"33632080-d606-4f09-87a9-0948989672a1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Gardners"
"776a8533-663d-4d77-9d2e-85dbc6d238b5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Commerc ial  Laundry"
"9a72301a-9b3d-448a-a700-5482f22ebb96","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Linen"
"62a9220d-ca41-4f4d-9012-418659d802a2","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Kitchen"
"81aacbdc-a3ff-4cb4-9f64-774a1775ec5a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Pantry"
"b5cff65b-77a9-46c0-a804-8609cd665cb6","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Dishwashing"
"5e4083d2-d8d1-473f-9c39-789892f8e09c","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Resident Workshop"
"b1fcea22-31f2-4865-a1fd-17f780c35890","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Buggy Store"
"97792628-bd66-458e-a442-5b9ceb2d8f9c","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Staff Corridoor"
"ca76deb5-76df-4ba5-a3f9-2e72c4d22ad5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Public Corridoor"
"0f552404-239f-40c3-b7eb-14a6243a4087","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","SPK CV"
"a1603e1f-af39-4ab8-beec-a8f65919e1bd","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Domestic Hot Water Plant"
"4f1b94d2-763f-4d8f-9510-e2e8792c66e1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Locker Store"
"a950add1-6994-4f52-88e1-dc95c8a0b7b1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Change Rooms"
"b33e572a-2f49-4cfa-9219-755f425f2402","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Gym"
"4c9ee913-d758-4090-9bd5-97580b39a7b5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Plant Room"
"8375e8e6-518d-4fbd-ab2f-054d9c7c5ec4","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Fire Break Tank & Pump Room"
"40b2ae20-b27b-49ce-9155-85119a5b4083","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Stairwell 2"
"0e92e138-aa7f-4a53-a165-0a6ba69c722c","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Stairwell 5"
"2d63e610-0edc-45d8-b48a-cf4d59d67f34","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Lift Lobby 1"
"07c1c33e-c80f-4c87-a2b0-aebc176b7088","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level"
"f67dce23-7c1e-4d21-bf67-51edbdfb8333","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Serviced Apartments (ALS G26 - ALS  G32)"
"31155e17-8959-4e13-a89e-7c886a809d40","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Serviced Apartments (ALS G26 - ALS  G32)","ALS - G26"
"4bfda5e3-4efc-4d82-a34d-bc5ff86b0e83","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 151","Fit Off"
"2ef28592-da2a-4ce7-87ee-aaa96c8b4870","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 152"
"18fb4f3a-0af8-4f73-be3a-30faa07caafb","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 152","Rough In"
"535ef50c-6041-4a9e-9326-7f6778260ca9","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 152","Installation"
"db4c45ba-9ca0-419b-b27e-3cf3b8b54104","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 152","Fit Off"
"e762497e-db97-40fb-9081-3e88345fb6f2","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 153"
"903ce483-fdba-448e-9cda-5beeca5ae263","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 153","Rough In"
"9553282a-0e02-4a07-8f93-9615a4be055d","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 153","Installation"
"2f14dc51-946e-422e-b760-6949749a59c1","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 153","Fit Off"
"13dfd014-1ca4-4030-acd3-34eb01e58d1c","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 154"
"5c60f93b-f8a8-4b27-8fd2-283ed87f01bc","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 154","Rough In"
"1db8c160-e2d5-4c2a-845b-6b25632809b7","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 154","Installation"
"596fd087-7975-46db-8606-6f8d0c1cba6f","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 154","Fit Off"
"3a4f6a69-da17-4d12-808a-66618d0945d9","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 155"
"e2a2c5c1-fc0c-474c-bf15-8c1131c9be5e","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 155","Rough In"
"9e928754-4df4-49b5-bfe5-b22c29048f5f","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 155","Installation"
"dc581cf4-714c-4069-a70e-85892299dd47","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 155","Fit Off"
"edec91b2-44f3-4530-b5ea-8611be03c990","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 156"
"fd9f65ac-284e-42c5-ad69-31eb2588a14c","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 156","Rough In"
"b7c34746-e530-4ff4-8f49-16245cb42f14","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 156","Installation"
"a8ba04be-42fe-469a-b26c-8065f0bfc25b","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 156","Fit Off"
"858ff89d-3aff-44fd-b50d-fe9cf09e58ed","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 157"
"0f357cb7-8876-47b4-b190-92bebb495acd","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 157","Rough In"
"c3c0db85-0ec9-4bc5-8f8a-393054fca1c2","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 157","Installation"
"8580b544-967a-434b-963f-409537906129","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 157","Fit Off"
"121d599c-8c39-4de0-a8af-f7890d7524d4","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 158"
"2cebbb57-0954-4e2e-9f20-83c1f99f7f2c","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 158","Rough In"
"54bc4ae0-d269-4bbb-86d8-9757741ca0ed","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 158","Installation"
"bc9295a3-9017-4619-bac9-76e15eae34d1","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 158","Fit Off"
"582627fe-1313-4329-94a4-ec2f82811c30","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 159"
"b0c16438-d4f1-499c-a196-602a7b2bd18d","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 159","Rough In"
"0a6c3c0e-869b-48a2-a6af-0c3758b12684","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 159","Installation"
"fe6b49a1-81ca-4ff0-98e0-44402a2abcfd","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 159","Fit Off"
"0a4f7770-a173-4a89-bab5-c1969207c4ea","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 160"
"8569890f-87e7-4bc0-b800-3d3d3fbba379","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 160","Rough In"
"5e1cdf7a-a88b-4876-a325-17266dd53f11","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 160","Installation"
"fed53739-c671-4e56-bd38-c55ea4ef9be8","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 160","Fit Off"
"99768f10-f6e3-4fdc-a00f-1b17ef435032","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 161"
"12f740c1-26e7-4e51-aaf9-575704efb29c","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 161","Rough In"
"4d00cf83-26d7-40cc-bc25-a8afc29e125b","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 161","Installation"
"bcd97964-9d7c-4fb3-bae3-8e5aadee830d","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 161","Fit Off"
"18faeacf-a32e-43d0-abd9-0dca583cfd85","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 162"
"70333fbc-d566-4c0d-8ce4-cc531983cca2","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 162","Rough In"
"625f88ee-ead2-4dd6-b9c0-1911c2551b37","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 162","Installation"
"10b0f6c2-273c-4f75-9649-25d7fa8d9a5f","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 162","Fit Off"
"bf0cfaac-9e7d-4664-b548-76a466270d96","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 163"
"82cffd77-0300-440d-9a6e-9758d73abf81","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 163","Rough In"
"87469bb6-2819-48c1-8c15-a3ca9b98f7e9","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 163","Installation"
"666d80c2-3830-4d00-a96e-feb20ad9da98","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 163","Fit Off"
"7999616c-bcb3-46c5-85ce-38d699a43a7a","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 164"
"31c71710-4fd2-419d-9cea-51c57825179b","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 164","Rough In"
"46160365-f4c8-4533-a764-b12ea820c611","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 164","Installation"
"2f981f65-f8f1-41ef-b3cd-a498cfe4f92a","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 164","Fit Off"
"5424b590-6047-49f8-9386-784b4df0e50e","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 165"
"ebf57039-8bca-4621-85d1-7b6ae3859502","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 165","Rough In"
"25aa71a7-64f5-4e92-9592-282e15cebbe7","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 165","Installation"
"08a0cb2e-5bfb-47e6-983a-0f47a9698a10","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 165","Fit Off"
"2a140cea-532c-409d-bd5a-b6f81c75f8b1","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 166"
"a6ac307e-9cee-468c-a6b4-b8e66146da9c","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 166","Rough In"
"ac422a3d-9f5c-4ce6-a39f-e1898b8ab490","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 166","Installation"
"dd497cb4-74c1-4e3c-9ed1-6b8f0be80198","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - 166","Fit Off"
"ec928f9b-8301-4fa6-929e-3c8877a5c76e","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 167"
"8f9b0630-9a26-4281-9119-1bb832801d4c","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 167","Rough In"
"5b94a5f6-1aaf-4be1-bb5d-1d8f639f6c6a","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 167","Installation"
"2ccc9c44-a5d7-44b0-9a38-3258c8e1917d","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 167","Fit Off"
"a64f60a7-b73d-4499-9473-f6e33b13449e","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 168"
"cf97c093-6c66-4dab-a991-3833216329e8","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 168","Rough In"
"c19edc87-cb2e-441c-8ae4-d79b7a3015d8","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 168","Installation"
"836b0f60-793f-4257-9339-6c8cf0cc2e91","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Serviced Apartments (ALS 141 - ALS  AC 167)","ALS - AC - 168","Fit Off"
"3b5bde7d-ae70-4a90-a3d9-03e623162a05","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)"
"36ead4f5-ea79-43a4-934a-de96c30f965d","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE AC - 101"
"2e36451f-3ae6-4b06-8383-106b8d1bed2b","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE AC - 101","Rough In"
"d0b5196e-9ec0-4250-9c0b-9cf7ce7b767f","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE AC - 101","Installation"
"24db11b5-4450-4e63-83b3-507021ce1b24","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE AC - 101","Fit Off"
"950dbccf-9f8d-4057-bdea-2e11c2230fec","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 102"
"c2f6621b-e446-427c-b9f6-2e9acec7ef5d","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 102","Rough In"
"690b660d-41c4-4319-b3b3-70c29581d396","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 102","Installation"
"6d28154c-4e95-4e24-940e-c4980b280fd7","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 102","Fit Off"
"5ec1e17f-56f9-4edd-b84a-67e8ae07fdd5","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 103"
"7b5f8251-edd4-4872-acbd-225a8250e1c7","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 103","Rough In"
"cb6fb339-73c1-4ee1-9eb2-c310776d1426","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 103","Installation"
"1058fd73-14ad-4d1b-ab64-0a8a0987516b","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 103","Fit Off"
"29d154da-7e22-4363-8fc2-24aedd7a7508","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 104"
"471d4426-5268-4e6e-bc20-e26ca56f65fe","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 104","Rough In"
"71fedcef-ab2c-4f7a-98fe-12a83c42c2dd","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 104","Installation"
"71e640cb-987f-43f7-b13c-fa4cd89796eb","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 104","Fit Off"
"231a250a-d885-4c5c-b8dc-88d18d0231d7","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 105"
"6ba0d191-38ea-49b4-b207-ed5fc6057024","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 105","Rough In"
"2cee5534-4ac8-4962-adc9-c60af2c9c233","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 105","Installation"
"fb45ef3a-8ae7-4db1-8fd3-f97660f7a6ce","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 105","Fit Off"
"197f441f-d531-422d-92ec-9fb4d4d5c964","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 106"
"284a6e33-0388-484a-be99-6f07ea2ae0f5","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 106","Rough In"
"4e45fb32-9a03-433d-b2c3-a6b6b5511553","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 106","Installation"
"980dcb71-fcd6-4202-bd9d-a81cad9e1033","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 106","Fit Off"
"f24465fe-56e7-431c-a3da-2d8f4063992f","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 107"
"a9e29b09-2134-4a23-b92f-b8b594effe3b","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 107","Rough In"
"bcfc435c-ddc1-4657-9f26-88ca8ffa8984","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 107","Installation"
"8b4c0558-8622-48a5-b4b6-e69fa1cc503a","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 107","Fit Off"
"044c0542-8045-4ef1-9a2c-f9920e9e41a3","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 108"
"4c3d6228-06af-4389-908a-0a6422203512","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 108","Rough In"
"7b2752ea-152f-4141-9e69-7df77e6b9e78","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 108","Installation"
"9a4687b9-ea69-4ae0-9f61-9f5e81f999c3","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 108","Fit Off"
"98b40a37-9a3a-4af6-b5c3-6c7bf2e715fe","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 1","Care Rooms (CARE AC 101  - CARE 140)","CARE - 109"
