"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a2b7b887-6070-4f39-b40b-fa28f49d5dd4","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"9f173bbc-495a-5d21-bfdc-e3f21897ce77","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Site Information Recorded"
"5698bc66-f11e-4a4f-818f-3f9ffacaa913","","folder-normal","not-started","","step","TRUE","FALSE","Job Pre-Commencement Checks"
"08bd6363-dcdf-4519-b6fc-3780fdbea85a","","checklist-flat","not-started","SYS - PT - H&S","checklist-flat","FALSE","FALSE","Job Pre-Commencement Checks","H&S Pre-Commencement"
"87f6fe66-0c24-55c1-903b-df41b85511c1","","checkpoint-status","not-started","","","TRUE","TRUE","Job Pre-Commencement Checks","H&S Pre-Commencement","All Pre-Commencment Health & Safety documentation completed & attached"
"22abb56e-9813-5998-90eb-82e767944585","","holdpoint","not-started","","","TRUE","TRUE","Job Pre-Commencement Checks","H&S Pre-Commencement","Request Signoff"
"ce689311-77cd-4317-8fd4-6d44d4df8c06","","checklist-flat","not-started","SYS - PT - Quality","checklist-flat","FALSE","FALSE","Job Pre-Commencement Checks","Quality Pre-Commencement"
"204e094a-7765-51cd-8527-9d96b1a92858","","checkpoint-status","not-started","","","TRUE","TRUE","Job Pre-Commencement Checks","Quality Pre-Commencement","All Pre-Commencment QC/QA checks completed & Conqa setup"
"ff866cc6-17f6-5f19-b053-2d73c5339be6","","holdpoint","not-started","","","TRUE","TRUE","Job Pre-Commencement Checks","Quality Pre-Commencement","Request Signoff"
"ed7faaa3-bfdd-4312-b4db-5742c2fb39ef","","folder-normal","fail","","step","FALSE","FALSE","On Site QA"
"db2eb78c-47c7-4923-9736-e57e46c0a96a","","folder-normal","fail","","step","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01"
"20a358c8-3862-445e-828d-9187aa5078c8","","folder-normal","fail","","step","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep"
"433d8835-1da1-49b7-8840-36a1d7ac8bed","","folder-normal","fail","","step","TRUE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist"
"d602f93f-32ab-40e2-86e7-e22aaa13a06e","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist:30.08.23 waterblast canopies U/S Level 1"
"cf626e9e-af4f-5668-95db-ca520fa079dd","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist:30.08.23 waterblast canopies U/S Level 1","Preparation"
"60df4d02-94ba-56f4-b4ec-812b20fb7529","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 20.09.23 containment to k-brace and prep work to internals on Halsey east U/S Level 1","Preparation"
"e7317ffe-e935-57f6-a2b0-3a57f72f6413","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 20.09.23 containment to k-brace and prep work to internals on Halsey east U/S Level 1","Preparation","Hold Point Inspections"
"c7de6ec8-7b9c-590e-8a56-525ccab43041","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 20.09.23 containment to k-brace and prep work to internals on Halsey east U/S Level 1","Preparation","Surface Conditions"
"9b23d29d-a1e1-58c5-b032-5ea743244b21","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 20.09.23 containment to k-brace and prep work to internals on Halsey east U/S Level 1","Preparation","Ambient Conditions"
"14cb41c2-377d-5310-adce-b19057595a4b","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 20.09.23 containment to k-brace and prep work to internals on Halsey east U/S Level 1","Preparation","Surface Preparation"
"ff4a7749-ee92-5e65-93f1-2f4219c8cdea","","checkpoint-group","not-applicable","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 20.09.23 containment to k-brace and prep work to internals on Halsey east U/S Level 1","Application"
"a6ae3095-134e-518c-afb3-50bc85077323","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 20.09.23 containment to k-brace and prep work to internals on Halsey east U/S Level 1","Application","Ambient Conditions"
"a040653c-f925-5aea-ba7b-2d257d2f6ba0","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 20.09.23 containment to k-brace and prep work to internals on Halsey east U/S Level 1","Application","Coat"
"db06b84e-59e2-421d-a00a-7b777bd33de3","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 21.09.23 containment  to k- brace and prep to internals on Halsey east U/S Level 1"
"775d8cee-9092-55ab-adea-485abf2e4a47","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 21.09.23 containment  to k- brace and prep to internals on Halsey east U/S Level 1","Preparation"
"364f7e5d-b2fd-5f1f-bca2-ee8e2ac3e953","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 21.09.23 containment  to k- brace and prep to internals on Halsey east U/S Level 1","Preparation","Hold Point Inspections"
"ca2513c0-127d-5610-a724-c9c32aaca996","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 21.09.23 containment  to k- brace and prep to internals on Halsey east U/S Level 1","Preparation","Surface Conditions"
"5550c706-b1af-5f46-865e-95501ba9711b","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 21.09.23 containment  to k- brace and prep to internals on Halsey east U/S Level 1","Preparation","Ambient Conditions"
"c977b5b3-3518-59f8-b58a-400fb679ca8c","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 21.09.23 containment  to k- brace and prep to internals on Halsey east U/S Level 1","Preparation","Surface Preparation"
"d7f8e220-8fbe-52f6-987b-ad462abfa533","","checkpoint-group","not-applicable","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 21.09.23 containment  to k- brace and prep to internals on Halsey east U/S Level 1","Application"
"5c4ecb9a-977b-5d8f-8617-b9d7822204fd","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 21.09.23 containment  to k- brace and prep to internals on Halsey east U/S Level 1","Application","Ambient Conditions"
"46603ae5-43e9-5d64-b564-8cdc6cba2ef4","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 21.09.23 containment  to k- brace and prep to internals on Halsey east U/S Level 1","Application","Coat"
"a3472ad2-43c5-408c-967a-059247ddb2e9","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 22.09.23 prep work to internals on Halsey east U/S Level 1"
"a185f829-1911-5d52-8e03-78c01ef95798","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 22.09.23 prep work to internals on Halsey east U/S Level 1","Preparation"
"0f21efd5-ce26-5f3c-b4d2-05c248b18972","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 22.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Hold Point Inspections"
"14685580-4ae2-50e1-9572-11b3a60fd364","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 22.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Surface Conditions"
"f538ef76-86b6-5c2f-8670-f7994a02151b","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 22.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Ambient Conditions"
"8a2450c2-5f46-5fb8-9c78-661e12c1c994","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 22.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Surface Preparation"
"7b266181-411e-5b30-b893-57e05418180b","","checkpoint-group","not-applicable","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 22.09.23 prep work to internals on Halsey east U/S Level 1","Application"
"fa41a8f5-7955-5a70-ae5a-efcb29e93f5e","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 22.09.23 prep work to internals on Halsey east U/S Level 1","Application","Ambient Conditions"
"49b97d8e-0627-5fe4-93ec-1055eab027bd","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 22.09.23 prep work to internals on Halsey east U/S Level 1","Application","Coat"
"693d3d05-9eb4-4d9a-bd42-0fedf979aa5a","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 24.09.23 prep work to internals of Halsey east U/S level 1"
"802468ab-9efc-58a2-84b3-7f09a3d2304d","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 24.09.23 prep work to internals of Halsey east U/S level 1","Preparation"
"7cc15f8d-8c4f-5562-8804-73fee1dfa7a4","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 24.09.23 prep work to internals of Halsey east U/S level 1","Preparation","Hold Point Inspections"
"daaad7fe-204e-5dce-a7ce-d566a5ab4fc7","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 24.09.23 prep work to internals of Halsey east U/S level 1","Preparation","Surface Conditions"
"92b9b30f-1a3e-51e6-9221-0dc65f06ee7c","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 24.09.23 prep work to internals of Halsey east U/S level 1","Preparation","Ambient Conditions"
"d08ad523-efaf-5d03-b8d0-609590014380","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 24.09.23 prep work to internals of Halsey east U/S level 1","Preparation","Surface Preparation"
"d632103b-71ac-5b8a-a154-b3b85862aacf","","checkpoint-group","not-applicable","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 24.09.23 prep work to internals of Halsey east U/S level 1","Application"
"e95b2154-3d92-54a6-b79a-27f1a81ac1c8","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 24.09.23 prep work to internals of Halsey east U/S level 1","Application","Ambient Conditions"
"e7b5030a-4ab4-5354-ab59-300a181441de","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 24.09.23 prep work to internals of Halsey east U/S level 1","Application","Coat"
"ac58fb95-7322-47c0-bb53-469e7068ba32","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 25.09.23 prep work to internals on Halsey east U/S Level 1"
"37309d8f-1863-5728-a5da-7df06bb1b3b3","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 25.09.23 prep work to internals on Halsey east U/S Level 1","Preparation"
"f4926593-e639-59f0-b144-0f212cba2b2a","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 25.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Hold Point Inspections"
"4bb9d1e1-aafb-5cd9-aab9-267454838444","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 25.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Surface Conditions"
"5be5c748-85c8-54ef-89bc-21455e8de120","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 25.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Ambient Conditions"
"df313d58-3f5c-55e1-b496-78e85dbe8e3e","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 25.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Surface Preparation"
"ab93f9ed-b335-56cf-abb5-4701d653cda4","","checkpoint-group","not-applicable","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 25.09.23 prep work to internals on Halsey east U/S Level 1","Application"
"5477ce61-bf50-5a45-9e16-b180859b3b3a","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 25.09.23 prep work to internals on Halsey east U/S Level 1","Application","Ambient Conditions"
"fcc9dbe2-3023-5d44-96e6-7d18b61fb06a","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 25.09.23 prep work to internals on Halsey east U/S Level 1","Application","Coat"
"c37145ed-e4ec-4d79-81b6-cbc96a07a540","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 26.09.23 prep work to internals on Halsey east U/S Level 1"
"cba9b5d1-3901-5958-95f0-74d4aeffaacf","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 26.09.23 prep work to internals on Halsey east U/S Level 1","Preparation"
"9bad293e-632b-585f-89c8-6c6e6afc716c","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 26.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Hold Point Inspections"
"0a942525-46b1-53bb-8dd3-5e8fcf620d95","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 26.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Surface Conditions"
"1eb6d52c-7271-58b5-9f4c-fbc5a90b5e34","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 26.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Ambient Conditions"
"1d66661a-ca74-5759-b7c3-db3eabc1170c","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 26.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Surface Preparation"
"4e607547-7645-5f1e-91a3-6e633ecb860d","","checkpoint-group","not-applicable","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 26.09.23 prep work to internals on Halsey east U/S Level 1","Application"
"1c154997-0a37-5018-935a-de28b62eed3d","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 26.09.23 prep work to internals on Halsey east U/S Level 1","Application","Ambient Conditions"
"24c8f5d5-6730-5180-912c-9d689e01efa3","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 26.09.23 prep work to internals on Halsey east U/S Level 1","Application","Coat"
"5a38f845-33fe-45fb-96fa-efafae7c7de3","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 27.09.23 prep work to internals on Halsey east U/S Level 1"
"e1d47ecd-b4ec-5542-b449-399ced756342","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 27.09.23 prep work to internals on Halsey east U/S Level 1","Preparation"
"1d79d232-1fb5-51ac-91ea-f4b5b42ff683","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 27.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Hold Point Inspections"
"4276d742-8499-5ff1-8d41-b1550849ef24","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 27.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Surface Conditions"
"e2332115-70aa-519e-aeea-636a0b6f0a6f","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 27.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Ambient Conditions"
"65ba2137-00fe-5c87-9b6e-2342df9005f5","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 27.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Surface Preparation"
"174ee814-5e1a-5293-8b5c-55a0d426162e","","checkpoint-group","not-applicable","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 27.09.23 prep work to internals on Halsey east U/S Level 1","Application"
"9a1f8914-7a78-5419-a63b-27b295cf105e","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 27.09.23 prep work to internals on Halsey east U/S Level 1","Application","Ambient Conditions"
"e51dab17-9378-5e30-9391-af37e5079f91","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 27.09.23 prep work to internals on Halsey east U/S Level 1","Application","Coat"
"45131e5a-5cab-4588-9d75-4aaa7917f264","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 28.09.23 prep work to internals on Halsey east U/S Level 1"
"e2107e9c-99b8-50e3-ba8f-ba462803ecfc","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 28.09.23 prep work to internals on Halsey east U/S Level 1","Preparation"
"e804b6c9-77c3-5543-b241-9104cfeea772","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 28.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Hold Point Inspections"
"c783c0b4-3235-56e4-ae20-bc97ca918127","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 28.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Surface Conditions"
"3637ff03-cb32-5324-8dcf-6ea5f587150e","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 28.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Ambient Conditions"
"afe18a7d-bf77-56a7-9705-c37dba4f31e3","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 28.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Surface Preparation"
"2bf5d5e3-0f62-5b8c-84cd-c0bc5b6802fd","","checkpoint-group","not-applicable","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 28.09.23 prep work to internals on Halsey east U/S Level 1","Application"
"d4852427-bdb3-5ac0-92b1-0cc003bba238","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 28.09.23 prep work to internals on Halsey east U/S Level 1","Application","Ambient Conditions"
"fbec94cf-f614-5d8b-87af-e96c11f85378","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 28.09.23 prep work to internals on Halsey east U/S Level 1","Application","Coat"
"ab9afe9e-afe4-4bc0-978b-f457b2622f95","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 29.09.23 prep work to internals on Halsey east U/S Level 1"
"34d0e0a6-96cd-5745-805c-ac69a0ef5495","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 29.09.23 prep work to internals on Halsey east U/S Level 1","Preparation"
"742a2b41-b6ea-5e10-afc2-1d0f5ef5b2d0","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 29.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Hold Point Inspections"
"30100882-8906-50f9-8206-a7a1d22b1e8a","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 29.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Surface Conditions"
"83976dd9-8298-5085-a9d5-fc0c3da96d33","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 29.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Ambient Conditions"
"de3a7d74-2d62-542c-93ba-db3c20830b02","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 29.09.23 prep work to internals on Halsey east U/S Level 1","Preparation","Surface Preparation"
"07dd97d7-ff26-5575-a293-96c2608ffd3f","","checkpoint-group","not-applicable","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 29.09.23 prep work to internals on Halsey east U/S Level 1","Application"
"bb6d56ae-47af-504f-88ee-d09c0d0fe750","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 29.09.23 prep work to internals on Halsey east U/S Level 1","Application","Ambient Conditions"
"8078a860-26de-5a4e-aed8-38f618dff8fc","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 29.09.23 prep work to internals on Halsey east U/S Level 1","Application","Coat"
"ff0929f0-74d0-4f4a-b586-a96f1d412873","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 02.10.23 containment and prep work to internals on Halsey east U/S Level 1"
"42e5451a-4174-5fdf-a4b0-020e75fe8c28","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 02.10.23 containment and prep work to internals on Halsey east U/S Level 1","Preparation"
"52a011f8-cad6-58ae-ac33-a35a8622956b","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 02.10.23 containment and prep work to internals on Halsey east U/S Level 1","Preparation","Hold Point Inspections"
"9085bbcd-c83d-5f61-ab66-5cbe40a53d66","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 02.10.23 containment and prep work to internals on Halsey east U/S Level 1","Preparation","Surface Conditions"
"e7c86ceb-4083-55c5-a40c-392df44dbcf4","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 02.10.23 containment and prep work to internals on Halsey east U/S Level 1","Preparation","Ambient Conditions"
"8143e7b4-ad35-5d37-91d8-dca122131c5e","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 02.10.23 containment and prep work to internals on Halsey east U/S Level 1","Preparation","Surface Preparation"
"4e5861af-5dbd-56b5-ab12-2657a694f1ac","","checkpoint-group","not-applicable","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist: 02.10.23 containment and prep work to internals on Halsey east U/S Level 1","Application"
